[00:00:09.488 --> 00:00:11.169]  Vulnerable has no price.
[01:39:39.871 --> 01:39:53.802]  We've got, Doctor, I'm sure you know, we've got mainstream articles about pigs all over the U.S., entire herds of pigs on pig farms, all dying, birds dying, and cows dying, which I don't understand.
[01:39:53.822 --> 01:39:56.524]  This can, by the way, leap into cattle farms.
[01:39:57.045 --> 01:39:59.407]  I'm going to be on some other radio shows here this week.
[01:39:59.947 --> 01:40:06.772]  It's very dangerous because this can leap into cattle herds, wild animals, when it emerged after the
[01:40:08.287 --> 01:40:20.237]  A few years ago, in China, near Xinjiang, which is an old nuclear site in North China, it actually, and the king had game reserve, and got into surrounding communities within several hundred miles.
[01:40:20.337 --> 01:40:22.759]  The Chinese policy was a scorched earth policy.
[01:40:23.240 --> 01:40:24.881]  They literally came in and killed everything.
[01:40:25.201 --> 01:40:27.043]  Animals, humans, everything.
[01:40:27.403 --> 01:40:32.147]  I've reported to China that their approach was, we're going to completely stomp this out before it moves.
[01:40:32.167 --> 01:40:34.168]  But is it right to say this is a super virus?
[01:40:34.969 --> 01:40:35.610]  Well, it is.
[01:40:35.770 --> 01:40:39.973]  And the thing is, even if it doesn't emerge this time, it's going to come back.
[01:40:40.053 --> 01:40:42.195]  Well, what do you mean, doesn't emerge?
[01:40:42.235 --> 01:40:44.597]  I mean, it's clearly airborne human to human.
[01:40:44.837 --> 01:40:50.582]  Oh yeah, but I mean... But I mean, why do we see... Do you think we're having cover-ups of the real deaths in Mexico?
[01:40:50.602 --> 01:40:55.026]  Because I'm getting all over the call from Mexico City that it's just, people are sick all over.
[01:40:55.446 --> 01:40:59.850]  Well, my guess is that lethality right now is somewhere between 3 and 8 to 10 percent.
[01:41:01.771 --> 01:41:06.293]  But, no matter how it is right now, it means that the virus is spreading very efficiently in humans.
[01:41:06.773 --> 01:41:15.497]  It's also probably getting into animal populations, and that means that it's inserting the genes where it's going to come back in weeks or months, most likely.
[01:41:15.517 --> 01:41:22.860]  Well, what does it mean that they're saying the same virus is all over the world now, in just a matter of this time?
[01:41:22.880 --> 01:41:27.822]  And, I mean, if it went through all these humans to mutate, it would have already been a different virus, correct?
[01:41:28.622 --> 01:41:31.124]  Well, no, because it can travel so quickly.
[01:41:31.144 --> 01:41:35.527]  In the time of the steamer ship, it traveled around the world in a matter of months.
[01:41:36.107 --> 01:41:38.249]  Now, you can travel around the world in a day.
[01:41:38.269 --> 01:41:41.251]  No, I know, but I mean through its mutations, though.
[01:41:41.631 --> 01:41:42.952]  Well, it doesn't really mutate.
[01:41:42.972 --> 01:41:46.574]  What's interesting is the old theory was that it did what's called redevelopment.
[01:41:46.674 --> 01:41:47.455]  So it's like AIDS.
[01:41:47.575 --> 01:41:48.676]  It stays the same.
[01:41:48.776 --> 01:41:50.897]  It does a thing called recombination.
[01:41:51.598 --> 01:41:58.042]  The thing that's particularly bad about this is you have, let's say, a bird like a crow or a vulture, let's say, in Texas.
[01:41:58.722 --> 01:42:05.405]  This virus, the swine flu one, can grow in a human or a vulture, okay, or a crow.
[01:42:06.085 --> 01:42:10.227]  But the avian flu could pretty well only grow in a bird, so it's not going to affect a human.
[01:42:11.457 --> 01:42:20.784]  Now this, what this new virus does is allow a bridge to get into cattle, sheep, horses, polo ponies, humans, and it can devastate all kinds of things.
[01:42:20.804 --> 01:42:24.067]  So it's like a Rosetta Stone, it has a skeleton key on the end of it.
[01:42:24.287 --> 01:42:32.854]  Right, so it's able to actually jump into other humans, animals, it could white boat alligators, I mean it isn't just going to perhaps go after mammals.
[01:42:33.314 --> 01:42:48.054]  And the thing that I'm looking at the genetics of this, it's going to allow the bridge to allow the emerging pandemic will be primarily a swine flu pandemic that will have new avianized genes and if they're not in this particular emergent wave,
[01:42:48.715 --> 01:42:53.197]  The following wave, just like a rogue wave, will be bigger and contain the lethal genes.
[01:42:53.277 --> 01:42:54.218]  So this is the first wave.
[01:42:54.238 --> 01:42:55.038]  So this is not hype.
[01:42:55.138 --> 01:43:00.921]  Now, Dr. Diegel, medical doctors, should people run out and then take the vaccines they say they're breeding?
[01:43:00.942 --> 01:43:03.363]  No, in fact what they did is they stopped the vaccine.
[01:43:03.383 --> 01:43:17.090]  The World Health Organization recommended that the Mexicans stop because what they were doing is turning the people of Mexico into bioreactors because they were inserting attenuated virus that would allow it to recombine when they have an active infection of the current
[01:43:17.170 --> 01:43:25.696]  Which is exactly what happened with Baxter in Europe, secretly mixing it with a vaccine stock, which the scientists said was the perfect way to cause a mutation, correct?
[01:43:25.716 --> 01:43:27.838]  Right, and they did it in the... Stay there, stay there!
[01:43:27.858 --> 01:43:30.480]  I want to come back with a final segment and play this video clip.
[01:43:30.740 --> 01:43:31.060]  Yeah.
[01:43:32.261 --> 01:43:33.621]  Heart disease is on the rise.
[01:43:33.742 --> 01:43:40.424]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:43:40.704 --> 01:43:48.867]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:43:49.087 --> 01:43:54.829]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:43:55.229 --> 01:43:56.770]  My blood pressure has normalized.
[01:43:56.850 --> 01:43:59.011]  My diabetes has totally improved.
[01:43:59.131 --> 01:44:03.393]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:44:03.553 --> 01:44:05.654]  I recommend Heart and Body Extract to everyone.
[01:44:05.774 --> 01:44:13.637]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:44:13.717 --> 01:44:17.601]  Order your two-month supply today by calling 866-295-5305.
[01:44:17.901 --> 01:44:21.625]  That's 866-295-5305.
[01:44:21.805 --> 01:44:24.628]  Or order online at HBextract.com.
[01:44:24.828 --> 01:44:26.951]  Heart and Body Extract, 866-295-5305.
[01:44:27.091 --> 01:44:30.834]  Or HBextract.com.
[01:44:31.175 --> 01:44:33.557]  Are you concerned for the safety of your loved ones?
[01:44:33.878 --> 01:44:36.961]  Listen closely to this message from Pepperspray.com.
[01:44:37.461 --> 01:44:40.322]  Every 22 seconds a violent crime is committed.
[01:44:40.622 --> 01:44:44.742]  America has changed and your personal safety is your first priority.
[01:44:45.042 --> 01:44:45.662]  Be smart.
[01:44:45.843 --> 01:44:46.483]  Be safe.
[01:44:46.823 --> 01:44:49.163]  Trust Pepper Spray instead of your luck.
[01:44:49.423 --> 01:44:55.704]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[01:44:55.984 --> 01:45:01.765]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:45:01.985 --> 01:45:04.426]  From big to small, we have it all.
[01:45:04.666 --> 01:45:05.306]  Pepper Spray.
[01:45:05.606 --> 01:45:05.946]  I think.
[01:45:31.540 --> 01:45:36.624]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:45:36.924 --> 01:45:45.211]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:45:45.491 --> 01:45:48.773]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:45:49.054 --> 01:45:51.956]  Do your herbal remedies have unwanted additives and fillers?
[01:45:52.276 --> 01:45:54.398]  Have you ever tested your body's pH level?
[01:45:54.778 --> 01:45:57.500]  Make a change to organic health and beauty products.
[01:45:57.760 --> 01:46:00.562]  Visit 2benatural.com and order today.
[01:46:00.583 --> 01:46:09.810]  2benatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:46:10.170 --> 01:46:12.051]  Visit 2benatural.com.
[01:46:12.252 --> 01:46:14.854]  That's T-O-B-E-natural.com.
[01:46:15.394 --> 01:46:16.555]  2benatural.com.
[01:46:16.915 --> 01:46:21.320]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[01:46:21.520 --> 01:46:21.781]  Call 1-888-417-1375.
[01:46:21.801 --> 01:46:23.723]  That's 1-888-417-1375 to order or request your free catalog.
[01:46:31.732 --> 01:46:34.735]  Attention gardeners, this is an urgent GCN self-reliance update.
[01:46:34.975 --> 01:46:39.299]  GCN has just discovered a new bioactive superfood for garden plants, flowers and herbs.
[01:46:39.499 --> 01:46:47.386]  It's called Proto-Gro and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[01:46:47.706 --> 01:46:50.528]  Now, here's the best part for our listeners who garden for self-reliance.
[01:46:50.808 --> 01:46:58.354]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[01:46:58.454 --> 01:47:04.037]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[01:47:04.278 --> 01:47:09.841]  Proto-Gro's full-spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[01:47:10.122 --> 01:47:13.344]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[01:47:13.644 --> 01:47:17.006]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[01:47:17.227 --> 01:47:22.270]  GCN listeners who want to grow Dirt Chief superfoods should visit the ProtoGro website at growlikecrazy.com.
[01:47:22.310 --> 01:47:25.172]  That's www.growlikecrazy.com or call 877-327-0365.
[01:47:25.192 --> 01:47:25.512]  That's 877-327-0365.
[01:47:25.532 --> 01:47:27.674]  Are you tired of searching for great talk radio?
[01:47:27.834 --> 01:47:28.154]  Search no more.
[01:47:28.194 --> 01:47:29.135]  We are the GCN Radio Network.
[01:47:45.604 --> 01:47:46.985]  Alright folks, final segment.
[01:47:47.025 --> 01:47:48.826]  I tell you, two hours has gone by way too quick.
[01:47:48.866 --> 01:47:52.689]  I loaded phone lines here and a ton of stuff I want to get to in this video clip.
[01:47:53.229 --> 01:47:57.332]  It's a video clip up on Infowars.com, audio here for the radio.
[01:47:59.013 --> 01:48:12.442]  But it's so important because notice they say Saddam Hussein working with the Taliban and Al Qaeda right before 9-11 putting out fear-mongering fake newscasts shown on TV stations, shown to feds to brainwash them.
[01:48:13.217 --> 01:48:15.158]  Where there's going to be a smallpox outbreak.
[01:48:15.238 --> 01:48:16.018]  Then they stage 9-11.
[01:48:16.038 --> 01:48:19.920]  They try to get the police and military to take the smallpox shots.
[01:48:20.100 --> 01:48:22.641]  They refuse, even under orders.
[01:48:23.221 --> 01:48:25.542]  The first responders, nurses, doctors refuse.
[01:48:25.962 --> 01:48:28.423]  The head of Health and Human Services refuses to take it.
[01:48:28.483 --> 01:48:33.486]  Those that do take it, a lot of them have heart attacks because of an autoimmune inflammation response that happened.
[01:48:34.266 --> 01:48:38.107]  This is coming up, but Dr. Diegel, I've got to get you up on my show sometime tomorrow.
[01:48:38.848 --> 01:48:41.529]  We'll try to do that, so just my producer will call you in the morning.
[01:48:42.129 --> 01:48:45.310]  And I'm also going to get Steve Quayle on and a bunch of other people that have really been on top of this.
[01:48:45.350 --> 01:48:49.731]  All the dead microbiologists, governments have been killing in the build-up to this.
[01:48:49.931 --> 01:49:03.393]  I hope that this just kind of runs itself out and mutates into something that's not deadly, but just from my own layman studies, to have it all mixed up like this and come out of nowhere and the way the media is handling it, it stinks to high heaven.
[01:49:03.433 --> 01:49:05.674]  We know this is their ace in the hole.
[01:49:08.155 --> 01:49:08.936]  Your website is what?
[01:49:08.976 --> 01:49:10.238]  Nutramedicalreport.com?
[01:49:10.258 --> 01:49:11.319]  Folks can find out more there?
[01:49:12.140 --> 01:49:15.265]  It's Nutramedical, N-U-T-R-A-M-E-D-I-C-A-L.com.
[01:49:16.647 --> 01:49:23.958]  Twelve years ago when I spoke in Zurich, Switzerland at Human Life International, I was given documents, and this is my first major exposure to it.
[01:49:24.538 --> 01:49:48.075]  That one of the three projects they were doing was the World Health Organization of the United Nations, funded by the Rothschilds, had conspired with the National Institute of Allergy and Infectious Disease, USAMRIID, and the Center for Disease Control to exhume the bodies of deceased whalers and take the gene fragments of the swine flu in 1918, and with a supercomputer and bio-engines, rebuild the virus, de novo.
[01:49:48.115 --> 01:49:49.556]  So this virus is resurrected.
[01:49:50.877 --> 01:49:52.778]  You can actually... Wait, are you saying this is the 1918 flu?
[01:49:54.409 --> 01:49:59.413]  Yeah, and what they did is they then added avian genes and then inserted it into the population of birds since 97.
[01:49:59.633 --> 01:50:02.756]  To give it a better spread factor?
[01:50:02.896 --> 01:50:06.159]  Right, and they spread it all over, now it's in all continents as of last year.
[01:50:06.699 --> 01:50:22.172]  And now what they have is they have this new bridge virus, and now inserting this bridge virus, which is a swine flu avian human hybrid, they now have the bridge virus, which now as it spreads, it's going to allow the weaponized genes, which are killing birds, to jump into other animals and humans.
[01:50:23.010 --> 01:50:32.753]  Well, there's no doubt that Vaxxer International got caught mixing live bird flu in the main vaccine vats at 18 locations, by the grace of God.
[01:50:33.053 --> 01:50:34.734]  The companies found out and said, what are you doing?
[01:50:34.774 --> 01:50:46.298]  And Czech Republic doctors said, this is the perfect way to mix this in with the other normal flu versions, human flus, to cause an airborne super bird flu that has a 90% kill rate, correct?
[01:50:47.478 --> 01:50:47.919]  That's right.
[01:50:47.959 --> 01:51:06.113]  In fact, we found out that Baxter Labs, we've had Alexander S. Jones, maybe not a direct relative, an NIH whistleblower, has been on the show a number of times, along with Dr. Rebecca Carley and Dr. A. Truatt, and we've been tracking literally daily, and their phone is now disconnected at biotest in the Czech Republic.
[01:51:06.513 --> 01:51:07.734]  Baxter's not responding.
[01:51:08.075 --> 01:51:12.138]  None of the four countries or any of the agencies are reporting anything in the media in Eastern Europe.
[01:51:12.858 --> 01:51:14.118]  We don't know how many countries.
[01:51:14.158 --> 01:51:17.259]  We don't know what happened to the 37 quarantined in the Czech Republic.
[01:51:17.699 --> 01:51:18.960]  There's a total blackout.
[01:51:19.440 --> 01:51:27.582]  And there... Yeah, for those that don't know, if you just Google, uh, homeless died from bird flu vaccine, it's London Telegraph.
[01:51:27.602 --> 01:51:30.523]  In other news, the government told them it was a regular shot at a health clinic.
[01:51:30.823 --> 01:51:32.103]  Killed them all deader than a hammer.
[01:51:32.483 --> 01:51:34.204]  Dr. Diegel, we'll talk to you again tomorrow.
[01:51:34.244 --> 01:51:34.964]  Thank you so much.
[01:51:34.984 --> 01:51:36.565]  Absolutely amazing, important.
[01:51:36.885 --> 01:51:38.085]  This is not going away.
[01:51:38.525 --> 01:51:44.027]  Well, I hope you're wrong, but we've certainly got to take it serious, knowing how evil the globalists are and the way they've been hyping this.
[01:51:44.147 --> 01:51:45.008]  Yeah, absolutely.
[01:51:45.108 --> 01:51:45.748]  Pay attention.
[01:51:45.768 --> 01:51:46.408]  Take care, everybody.
[01:51:46.668 --> 01:51:47.209]  Oh, my God.
[01:51:47.229 --> 01:51:49.289]  All right, ladies and gentlemen.
[01:51:49.449 --> 01:51:52.571]  And again, I'll be on the radio tomorrow, 11 to 3, covering all this in detail.
[01:51:52.691 --> 01:51:54.572]  And yeah, go ahead and call due.
[01:51:54.592 --> 01:51:56.032]  I need him to come in tonight, the producer.
[01:51:56.072 --> 01:51:57.393]  Let's get Rebecca Carley on.
[01:51:58.093 --> 01:51:59.854]  I'm going in tonight after I work on this book.
[01:51:59.894 --> 01:52:00.694]  I'm working on a book.
[01:52:00.734 --> 01:52:02.695]  I'm writing it for two hours after the show, and then I want to go.
[01:52:02.715 --> 01:52:03.375]  I'm going to go in.
[01:52:03.755 --> 01:52:05.216]  Let's get out of Rebecca Carley on.
[01:52:05.636 --> 01:52:07.977]  All those other bird flu medical doctors we've been having on.
[01:52:08.835 --> 01:52:14.297]  I want to get Steve Quayle on, because he said Monday on the show, before any of us was even in the news, that they were about to launch a bird flu attack.
[01:52:14.817 --> 01:52:19.559]  Now this may just be, we know it's a manufactured virus, I mean that's a 95% chance.
[01:52:20.599 --> 01:52:24.561]  Deagle's saying no doubt, many others are saying no doubt, even mainstream media is saying it looks like it's designer.
[01:52:27.186 --> 01:52:31.009]  Again, just fear-mongering, killing a few people, causing a bunch of sickness.
[01:52:31.029 --> 01:52:33.651]  They get everybody trained to take vaccines, go through the system.
[01:52:33.911 --> 01:52:34.552]  They make money.
[01:52:34.572 --> 01:52:36.913]  You know, Baxter and others do with the vaccines.
[01:52:37.314 --> 01:52:38.335]  The Tamiflu people do.
[01:52:38.375 --> 01:52:39.876]  I mean, this is not the end of the world.
[01:52:41.237 --> 01:52:44.580]  And I know some people think that, and we're just giving you all sides and all views of this.
[01:52:45.280 --> 01:52:52.628]  But I'm right here in Texas where this stuff's, they're closing schools all around me and I got three small children so we are certainly in the middle of this here.
[01:52:53.669 --> 01:52:56.312]  Let's play this video clip and take a few calls at the end if we have time.
[01:52:56.792 --> 01:53:04.521]  This was in June of 2001, months before 9-11, a fake newscast produced by the feds
[01:53:05.734 --> 01:53:15.916]  Before 9-11, before they blame the attacks on Saddam and the fake WMDs, listen to what they were showing Feds to brainwash them and fear-monger them into accepting the New World Order and martial law.
[01:53:16.316 --> 01:53:17.816]  Listen to this carefully.
[01:53:18.516 --> 01:53:26.818]  We interrupt our regular programming to return to Southwest Medical Center for the continuing coverage of the outbreak of... Hey guys, hit pause.
[01:53:26.838 --> 01:53:29.959]  What you've got is, you are playing two of those are open.
[01:53:30.759 --> 01:53:31.919]  Two YouTubes are open.
[01:53:33.245 --> 01:53:38.267]  So that's up on Infowars.com or something else is being fed over the computer system in there.
[01:53:38.768 --> 01:53:44.370]  So I think we need to just pull these clips and put them to disk or put them on another computer and we'll play that clip when we get a chance.
[01:53:44.430 --> 01:53:50.153]  If not, it's up on Infowars.com for folks right now.
[01:53:50.733 --> 01:53:52.214]  Just reload the page.
[01:53:52.274 --> 01:53:54.515]  That's the best answer to the situation.
[01:53:54.575 --> 01:53:54.915]  Thank you.
[01:53:55.175 --> 01:53:58.156]  While we're doing that, let's take a call from Kelly in Austin.
[01:53:58.497 --> 01:53:59.277]  Kelly, you're on the air.
[01:54:01.192 --> 01:54:01.832]  Go ahead, Kelly.
[01:54:02.773 --> 01:54:10.218]  I'm concerned about... I teach public school in the Austin area, and I am very concerned about my students who travel over the border.
[01:54:10.318 --> 01:54:15.602]  They don't go to resorts or anything like that, but they'll leave for 10 days at a time and come back.
[01:54:16.002 --> 01:54:18.944]  How concerned should we be in the public schools right here in Austin?
[01:54:20.413 --> 01:54:27.265]  Well, I mean, we should be concerned because we have a criminal government that has been caught testing chemicals and biologicals on the American people.
[01:54:27.886 --> 01:54:33.617]  We have Dr. Eric Pianca in biology department right here at UT who said he can't wait for airborne Ebola.
[01:54:34.369 --> 01:54:47.076]  To kill 90% of us, and then he gets standing ovations at the Texas Academy of Sciences, and gets invited to Europe to speak, and then I had his graduate students send me threatening emails when I exposed him three years ago and it broke into national news.
[01:54:47.717 --> 01:54:57.022]  He's just one of thousands of these characters, and I would Google the graduate students' names and see them in white lab coats working at bioweapons labs.
[01:54:57.422 --> 01:55:05.108]  So, you find out the folks working at bioweapons labs, and the folks that released the weaponized foot and mouth in England 2001, it was the government.
[01:55:05.608 --> 01:55:06.669]  I mean, that's confirmed.
[01:55:06.849 --> 01:55:10.312]  Who took 4,000 plus kids, foster kids, and radiated them to death?
[01:55:10.552 --> 01:55:11.713]  Declassified U.S.
[01:55:11.733 --> 01:55:12.093]  government.
[01:55:12.313 --> 01:55:15.716]  Who in 68 released a deadly bioweapon in the New York subway?
[01:55:16.376 --> 01:55:16.897]  The U.S.
[01:55:16.957 --> 01:55:17.377]  government.
[01:55:17.397 --> 01:55:19.359]  You know, who gets power and control?
[01:55:19.479 --> 01:55:20.139]  Who is into this?
[01:55:20.159 --> 01:55:20.580]  The U.S.
[01:55:20.620 --> 01:55:20.980]  government.
[01:55:21.400 --> 01:55:23.622]  That's what I'm concerned about, is that
[01:55:24.262 --> 01:55:32.670]  Then the head of Homeland Security says well this may not be a problem, but we think there is a pandemic coming soon And they I mean this is dangerous, so that's what's happening.
[01:55:32.690 --> 01:55:33.391]  I appreciate your call.
[01:55:33.431 --> 01:55:33.932]  Is that video?
[01:55:34.452 --> 01:55:34.632]  Okay?
[01:55:34.672 --> 01:55:35.553]  Here's the video now.
[01:55:35.573 --> 01:55:48.726]  We'll play part of it the rest is up on InfoWars.com This is a fake newscast put out by the government right before 9-11 fingering Saddam in league with the Taliban and Al Qaeda Which was the official story when the globalist staged the false attack of 9-11?
[01:55:55.109 --> 01:55:55.610]  Good evening.
[01:55:55.930 --> 01:56:03.176]  We interrupt our regular programming to return to Southwest Medical Center and continuing coverage of the outbreak of a mystery sickness.
[01:56:03.897 --> 01:56:10.283]  Earlier today, hospital officials said they were admitting patients with symptoms that seem to be severe adult chickenpox.
[01:56:10.993 --> 01:56:12.274]  But now we have new information.
[01:56:12.634 --> 01:56:15.195]  We go to Andy Field outside Southwest Medical Center.
[01:56:15.335 --> 01:56:16.015]  Good evening, Andy.
[01:56:16.055 --> 01:56:16.715]  What can you tell us?
[01:56:16.775 --> 01:56:19.796]  Sheila, we've been moved to an isolated area behind the hospital.
[01:56:20.117 --> 01:56:27.299]  And off the record, doctors here suspect that at least five patients hospitalized at Southwest may have smallpox.
[01:56:27.860 --> 01:56:30.861]  And for those of us who don't remember the disease, it is a deadly virus.
[01:56:31.341 --> 01:56:33.322]  You haven't seen it in this country in at least 20 years.
[01:56:34.375 --> 01:56:38.836]  Now, if this proves to be true, we could have a very serious health emergency on our hands.
[01:56:39.317 --> 01:56:43.158]  But officially, the hospital will not confirm or deny that diagnosis.
[01:56:43.698 --> 01:56:46.239]  And the problem is we don't have enough vaccine to go around.
[01:56:46.659 --> 01:56:49.660]  Meaning we don't have enough vaccine for the United States?
[01:56:50.200 --> 01:56:59.143]  Well, I would like to think that, but we don't have sufficient stockpiles for the people in Oklahoma, Georgia, or Pennsylvania, much less for the entire United States population.
[01:56:59.603 --> 01:57:01.183]  Well, that certainly doesn't sound encouraging.
[01:57:01.243 --> 01:57:02.604]  What do you mean exactly?
[01:57:03.284 --> 01:57:06.265]  Angie, it means it could be a very dark winter for America.
[01:57:06.685 --> 01:57:07.165]  Sobering.
[01:57:07.245 --> 01:57:09.206]  Thank you very much for joining us, Dr. Kadlec.
[01:57:09.826 --> 01:57:13.447]  We do continue to wait for official reaction to this developing situation.
[01:57:13.867 --> 01:57:21.169]  Now we go to a special report on the deadly effects of smallpox that led scientists to launch an eradication program thought to wipe out...
[01:57:31.969 --> 01:57:34.110]  Alright, something's going on with that computer in there.
[01:57:34.150 --> 01:57:37.892]  That only happens when we're live on air and things are like that happening.
[01:57:38.493 --> 01:57:39.093]  You know what I think it is?
[01:57:39.113 --> 01:57:43.236]  I think I gave you guys a sheet with the video and where it came from and you got a different version of it.
[01:57:43.696 --> 01:57:48.098]  But remember Nightline in 2002 after they staged this in 2001 before the attacks?
[01:57:48.499 --> 01:57:52.441]  Nightline had a week of fake newscast about a smallpox outbreak.
[01:57:53.460 --> 01:58:03.924]  Uh, that happened in the United States and then martial law, kind of like a War of the Worlds thing, where they announced it and, uh, didn't tell the people that it was a fake newscast until after the show and after all the fear they created.
[01:58:04.404 --> 01:58:07.466]  They are using fear-based mind control on the population.
[01:58:08.106 --> 01:58:10.947]  If this thing is deadly and breaks out, uh,
[01:58:12.182 --> 01:58:14.986]  You know, just wear a mask, I guess, and pray to God to protect you.
[01:58:15.366 --> 01:58:18.070]  I'll be live tomorrow, 11-3pm, at Infowars.com.
[01:58:18.090 --> 01:58:20.854]  For all the affiliates out there, I want to thank you for tuning in this weekend.
[01:58:20.874 --> 01:58:21.234]  Take care.
[01:58:21.715 --> 01:58:25.941]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:26.061 --> 01:58:28.825]  Now you can do even more to hear Genesis shows in your area.
[01:58:28.985 --> 01:58:33.386]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:33.506 --> 01:58:34.027]  It's easy.
[01:58:34.207 --> 01:58:40.749]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:40.809 --> 01:58:41.489]  Make a difference.
[01:58:41.569 --> 01:58:46.871]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:46.971 --> 01:58:47.331]  Call today!
[01:58:51.352 --> 01:58:52.433]  Hi, this is Ted Anderson.
[01:58:52.593 --> 01:58:56.975]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:57.155 --> 01:59:02.878]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:02.978 --> 01:59:06.380]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:06.620 --> 01:59:09.221]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:09.341 --> 01:59:14.244]  Don't get left behind by rising inflation and low returns.
[01:59:14.384 --> 01:59:14.684]  Call 800-686-2237.
[01:59:17.245 --> 01:59:21.126]  Secure your future and call 1-800-686-2237.
[01:59:21.526 --> 01:59:24.967]  Wouldn't you love to be a lucky parent who's proud of your child's grades?
[01:59:25.227 --> 01:59:28.868]  Well, now you can turn poor grades around to A's, even when they're failing.
[01:59:29.088 --> 01:59:32.949]  Call right now for a free copy of the Top 10 Secrets to Improving Grades.
[01:59:33.189 --> 01:59:34.770]  Hello, I'm Dan Vasmajan.
[01:59:34.890 --> 01:59:38.531]  During my 20 years as an educator, the kids with failing grades were sent to me.
[01:59:39.191 --> 01:59:42.214]  I discovered that bad grades don't come from bad or lazy kids.
[01:59:42.655 --> 01:59:45.838]  They come from kids who are overwhelmed by everything they have to learn.
[01:59:46.319 --> 01:59:52.845]  That's why I created the Simple Way to an A. This system shows kids how to learn and how to ace every test.
[01:59:53.086 --> 01:59:54.147]  It's so easy.
[01:59:54.347 --> 01:59:58.972]  Your teenager will earn better grades in 30 days guaranteed and become the happy...
