[00:00:14.178 --> 00:00:15.299]  Today, that's 1-800-426-6186.
[01:32:29.675 --> 01:32:31.839]  OrganicaSeed.com today!
[01:32:33.286 --> 01:32:34.806]  Alex Jones here with a question.
[01:32:34.987 --> 01:32:36.447]  What does humidity mean to you?
[01:32:36.727 --> 01:32:38.948]  Most people think of hot and sticky summer days.
[01:32:39.408 --> 01:32:44.149]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:32:44.549 --> 01:32:47.390]  That's why I'd like you to visit acolablue.com.
[01:32:47.730 --> 01:32:51.251]  Acolablue is a state-of-the-art atmospheric water generator.
[01:32:51.630 --> 01:33:03.644]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:33:04.185 --> 01:33:06.187]  Finally, drinking water that you control.
[01:33:06.507 --> 01:33:07.509]  I use one every day.
[01:33:07.929 --> 01:33:10.392]  Say goodbye to expensive water delivery services.
[01:33:10.672 --> 01:33:12.032]  Fight the GCN Radio Network!
[01:33:37.210 --> 01:33:48.040]  Folks, it couldn't be creepier when you look at what the federal government's doing.
[01:33:48.140 --> 01:33:52.644]  All the warrantless wiretapping and the secret arrests and
[01:34:03.719 --> 01:34:05.139]  No rights for detainees.
[01:34:05.179 --> 01:34:08.660]  And if you read that Military Commissions Act, it says that's for U.S.
[01:34:08.720 --> 01:34:09.880]  citizens as well.
[01:34:09.900 --> 01:34:11.381]  They just strip you of your citizenship.
[01:34:11.401 --> 01:34:21.343]  And when you look at where the funding's going, I'd say 98% of anti-terrorists focused inward on the American people and the federalized local police.
[01:34:21.983 --> 01:34:25.904]  This is all for you, the youth corps, the Boy Scouts.
[01:34:25.924 --> 01:34:29.405]  And I don't want to just single out the Boy Scouts here, because I think it's been a very good organization overall.
[01:34:30.263 --> 01:34:42.574]  I'm talking about all the public schools, the private schools, they're all being recruited into these federal programs where the youth actually march around and train with guns and train for gun confiscation.
[01:34:45.156 --> 01:34:49.340]  And Obama keeps getting up and saying, oh, I don't want your guns, we're not coming after your guns.
[01:34:49.380 --> 01:34:54.144]  They've got eight different bills introduced that will basically completely ban the Second Amendment.
[01:34:55.921 --> 01:34:59.023]  They're trying to get us to sign on and they've already signed on.
[01:34:59.043 --> 01:35:08.088]  They want the Senate to ratify this small arms ban that states that it'll ban the Second Amendment right down to black powder.
[01:35:09.449 --> 01:35:10.849]  I mean, it's all happening.
[01:35:10.949 --> 01:35:11.830]  It's all happening.
[01:35:11.850 --> 01:35:15.152]  Everybody's worried about the economy and the media keeps saying everything's fine.
[01:35:15.172 --> 01:35:21.655]  Yeah, Chrysler's laying off $3,000 and GM's gonna lay off, you know, when I say $3,000, I mean $3,000 dealerships.
[01:35:21.975 --> 01:35:23.136]  Yeah, they're shutting all the
[01:35:24.272 --> 01:35:30.135]  You know, all the Chrysler dealerships, or almost all of them, they're going to shut down 3,000 GM ones, but everything's fine.
[01:35:30.175 --> 01:35:36.179]  And yeah, $14.8 trillion in seven months has been stolen by offshore banks.
[01:35:36.599 --> 01:35:50.887]  And then the very banking heads meet in secret in Greece, and mainstream reporters for the biggest Greek papers, biggest British papers and others, London Guardian and others, and I interviewed them Thursday and Friday,
[01:35:52.026 --> 01:35:52.987]  They went and showed up.
[01:35:53.067 --> 01:35:55.309]  They went there and they got arrested.
[01:35:56.289 --> 01:35:57.370]  They got picked up.
[01:36:03.074 --> 01:36:05.276]  Hey guys, will you guys come reboot the phone system?
[01:36:05.336 --> 01:36:06.357]  It just shut down in here.
[01:36:08.018 --> 01:36:10.480]  That's why old pad and paper seems to be good with these guests.
[01:36:10.500 --> 01:36:12.121]  These computers are always frying out.
[01:36:12.582 --> 01:36:14.323]  Thank you, because I want to go back to the calls here in a moment.
[01:36:15.717 --> 01:36:18.078]  Look, all of this is going on.
[01:36:18.278 --> 01:36:19.658]  All of this is happening.
[01:36:19.878 --> 01:36:21.479]  And I know it sounds crazy.
[01:36:21.699 --> 01:36:22.699]  I can't believe it.
[01:36:22.919 --> 01:36:23.679]  I understand.
[01:36:24.079 --> 01:36:26.020]  But they couldn't believe it in Germany in the 30s.
[01:36:26.060 --> 01:36:28.480]  They couldn't believe it in Russia in 1918.
[01:36:28.841 --> 01:36:30.061]  They couldn't believe it in China.
[01:36:31.201 --> 01:36:32.842]  But it's happening here.
[01:36:33.282 --> 01:36:39.183]  And it is the big money setting up a police state to turn the poor people loose on you.
[01:36:40.404 --> 01:36:43.204]  They're going to tell the poor folks, you know, here's a fancy uniform.
[01:36:43.244 --> 01:36:44.145]  Here's a machine gun.
[01:36:45.911 --> 01:36:58.777]  It starts slow, you know, military in New York after 9-11, and then military at the Kentucky Derby, and then military arresting people at the Kentucky Derby, and at college football games, and the Super Bowl, and then the regular Army at high school football games.
[01:36:58.857 --> 01:36:59.958]  It's now happening!
[01:37:00.298 --> 01:37:10.283]  These reports are pouring in, mainstream news everywhere going, oh yes, the Army and the Air Force MPs were out in Tennessee, were out in Arkansas, were out in Michigan, were out in New York.
[01:37:10.703 --> 01:37:14.086]  Running checkpoints today, just searching people for everyone's safety.
[01:37:14.486 --> 01:37:15.887]  Oh, hi, I'm the regular army.
[01:37:16.187 --> 01:37:17.268]  I'm just here to search you.
[01:37:18.189 --> 01:37:29.537]  And then they're having drills in Florida and Arizona and California and upstate New York with foreign troops training with public FEMA drills to take over the U.S.
[01:37:29.577 --> 01:37:34.681]  and saying, oh yes, in newspaper headlines, foreign troops will help if terrorists strike.
[01:37:35.245 --> 01:37:36.826]  They've done this before, actually.
[01:37:37.166 --> 01:37:42.430]  Why, Mexican troops helped in New Orleans, and Norwegian troops helped after 9-11.
[01:37:44.131 --> 01:37:45.511]  See, they just set the precedent.
[01:37:45.592 --> 01:37:46.492]  It's happening!
[01:37:46.852 --> 01:37:48.894]  As bad as things are now, this is nothing.
[01:37:48.954 --> 01:37:50.374]  What are they planning so bad?
[01:37:51.735 --> 01:37:57.439]  They think we're going to accept youth corps running around in grey, red, and blue uniforms?
[01:37:58.888 --> 01:38:00.389]  That's the good that they're in uniforms!
[01:38:00.670 --> 01:38:01.871]  You can go to the government websites!
[01:38:01.931 --> 01:38:03.632]  I have it up on InfoWars.com!
[01:38:03.932 --> 01:38:16.523]  They're in blue, gray, and red uniforms running around and they admit they're gonna come door-to-door and RDR asking you if you support the President's policies and then marking down your house if you support or not.
[01:38:16.583 --> 01:38:17.784]  Talk about intimidation!
[01:38:19.065 --> 01:38:19.665]  Unspoken!
[01:38:19.725 --> 01:38:24.930]  Oh, hi, we're just here in a red uniform to ask and see if you... It's happening, people!
[01:38:28.319 --> 01:38:29.059]  It's kind of a cool sound.
[01:38:30.920 --> 01:38:31.380]  Wow.
[01:38:31.900 --> 01:38:32.380]  Wow.
[01:38:32.840 --> 01:38:33.280]  Wow.
[01:38:34.000 --> 01:38:38.861]  I mean, I don't know what it's going to take to get people... Ugh, man.
[01:38:39.261 --> 01:38:41.342]  I wish this wasn't true, ladies and gentlemen.
[01:38:41.442 --> 01:38:41.942]  I wish!
[01:38:44.702 --> 01:38:45.663]  Let's go to your phone calls.
[01:38:45.723 --> 01:38:46.783]  Mike in North Carolina.
[01:38:46.823 --> 01:38:47.563]  Mike, you're on the air.
[01:38:48.403 --> 01:38:48.943]  Hey, Alex.
[01:38:48.983 --> 01:38:49.543]  How's it going?
[01:38:50.124 --> 01:38:50.344]  Good.
[01:38:50.384 --> 01:38:56.885]  They just keep incrementally implementing this, where it's kind of the ambient background, like the frog in the pot, and people put up with it.
[01:38:57.535 --> 01:38:58.936]  Oh, they're pulling out all the stops.
[01:39:00.116 --> 01:39:03.058]  Let me tell you, punks in red uniforms better not come around my house.
[01:39:04.359 --> 01:39:07.500]  That is un-American as it gets, and they equate it with our history.
[01:39:07.980 --> 01:39:11.502]  Yes, we're the youth corps in red uniforms and khaki pants.
[01:39:12.443 --> 01:39:14.304]  I mean, you gotta see these outfits, man.
[01:39:14.584 --> 01:39:18.906]  Black boots and khaki pants and red jackets.
[01:39:18.966 --> 01:39:20.927]  I mean, and it's military style.
[01:39:21.567 --> 01:39:22.208]  It's unbelievable.
[01:39:23.615 --> 01:39:25.056]  Oh, listen, I forgot!
[01:39:25.276 --> 01:39:26.576]  The end of the video is the worst.
[01:39:26.616 --> 01:39:27.597]  I couldn't listen to it.
[01:39:27.677 --> 01:39:29.837]  It says, and this is my uniform.
[01:39:30.277 --> 01:39:31.458]  This is what I wear.
[01:39:31.918 --> 01:39:33.559]  I mean, folks, look out, man.
[01:39:33.579 --> 01:39:34.719]  This is crazy.
[01:39:35.259 --> 01:39:37.880]  But how do they, why are people outraged about it?
[01:39:38.280 --> 01:39:44.886]  Because they drink sodium fluoride, a known sedative, in every major government study, and then the public's so brainwashed because they made Archie Bunker talk about it so people aren't kooks.
[01:39:44.906 --> 01:39:45.746]  They're not Archie Bunker.
[01:39:45.966 --> 01:39:47.568]  So they believe sodium fluoride's good for them.
[01:39:48.008 --> 01:39:49.289]  And people are fat, dumb, and happy.
[01:39:49.329 --> 01:39:53.593]  We had it so good because we had liberty that people just still can't believe it's happening to them.
[01:39:53.613 --> 01:39:54.173]  Let me tell you something.
[01:39:54.433 --> 01:39:57.516]  The economy's going to get worse and worse and worse and worse and worse.
[01:39:57.556 --> 01:39:58.637]  It's all by design.
[01:39:58.997 --> 01:40:06.800]  I'm on record three years ago making a film, breaking down exactly how the economy would go down, because we had spies inside Bilderberg.
[01:40:07.040 --> 01:40:14.062]  Because we get arrested, we get death-threaded, we go through hell to bring the fat, dumb America this information.
[01:40:14.222 --> 01:40:20.004]  But you may be fat and dumb, but you're my kin, so I still love you, and I'm not going to be free if you're not free.
[01:40:20.204 --> 01:40:21.704]  So I'm here saying, wake up!
[01:40:21.964 --> 01:40:22.385]  Wake up!
[01:40:22.465 --> 01:40:23.385]  Our house is on fire!
[01:40:24.045 --> 01:40:24.746]  What's that smell?
[01:40:24.766 --> 01:40:25.647]  It smells like a barbecue.
[01:40:25.667 --> 01:40:28.249]  And I'm like, yeah, our house is burning.
[01:40:28.309 --> 01:40:29.591]  And they're like, shut up.
[01:40:29.711 --> 01:40:30.832]  I'm going to lay here on the couch.
[01:40:31.232 --> 01:40:32.734]  Listen, get up, man.
[01:40:32.814 --> 01:40:33.474]  Come on.
[01:40:33.995 --> 01:40:38.039]  We've been chemically lobotomized, my friend.
[01:40:38.099 --> 01:40:38.960]  And with the entertainment.
[01:40:39.160 --> 01:40:44.405]  The average adult watches four hours of TV a day and all the studies admit it literally puts you into a dreamlike state.
[01:40:45.057 --> 01:40:46.297]  That's not my opinion, folk!
[01:40:46.537 --> 01:40:54.339]  Google, search engine, television watching, dreamlike state, lowered brainwaves, television, Alzheimer's.
[01:40:54.619 --> 01:40:55.419]  They've known!
[01:40:55.539 --> 01:40:56.339]  They know!
[01:40:56.779 --> 01:40:58.579]  They know, ladies and gentlemen!
[01:40:58.659 --> 01:41:00.060]  It's brainwashing you!
[01:41:00.340 --> 01:41:12.062]  The flicker rates, the blue mist, you know, that's meant to get your eye focused on that, put you into subconscious mode, bombarding you with like 20 different images, shuts off your conscious thinking, goes right into the subconscious.
[01:41:12.282 --> 01:41:13.622]  They knew this 50 years ago!
[01:41:15.141 --> 01:41:22.724]  I wanted to bring to your attention, April 3rd, CDC let out a report that they tested 18 baby formulas.
[01:41:23.725 --> 01:41:26.526]  Every one of them had perchlorate rocket fuel.
[01:41:27.166 --> 01:41:36.190]  I know, and also more than 90% has melamine that kills the kidneys, and they always said it was deadly, but when that came out they said, we now say melamine is good for you.
[01:41:36.390 --> 01:41:38.211]  And they now say mercury is good for you.
[01:41:38.811 --> 01:41:41.692]  Well that seriously affects the infant brain development, and they know it.
[01:41:42.507 --> 01:41:44.910]  It's also in 35 states water systems.
[01:41:44.971 --> 01:41:47.514]  They won't say which ones, but here's a kicker Alex.
[01:41:47.654 --> 01:41:52.460]  MBTE that they ordered put in the gasoline to help the greenhouse gas?
[01:41:52.961 --> 01:41:53.161]  Yep.
[01:41:53.542 --> 01:41:55.825]  That is in 49 states it attacks brains.
[01:41:57.287 --> 01:41:57.627]  But why?
[01:41:57.647 --> 01:41:59.109]  Of course it's an accident.
[01:41:59.890 --> 01:42:07.654]  Yeah, why does a one baby formula that has 80% of the market share have three times the amount that the other ones do?
[01:42:07.874 --> 01:42:08.835]  It's an accident.
[01:42:08.875 --> 01:42:09.875]  I appreciate your call.
[01:42:10.155 --> 01:42:15.758]  Just like when you go into Babies R Us and all these stores, it's huge racks of fluoride for your baby.
[01:42:16.038 --> 01:42:18.119]  Fluoride water, the mineral it needs.
[01:42:18.480 --> 01:42:19.180]  Fluoride.
[01:42:19.300 --> 01:42:19.980]  And they know.
[01:42:20.761 --> 01:42:21.481]  They know.
[01:42:21.981 --> 01:42:22.702]  They know.
[01:42:22.802 --> 01:42:24.883]  Not Babies R Us, but the company.
[01:42:25.626 --> 01:42:29.289]  They know fluoride is four times as bad.
[01:42:29.309 --> 01:42:30.709]  In fact, people don't believe me.
[01:42:30.729 --> 01:42:32.270]  I want to cover it in the last segment.
[01:42:33.371 --> 01:42:37.494]  Google and print for me, fluoride more damaging to young brains.
[01:42:40.124 --> 01:42:43.085]  Fluoride increases cancer in children and particularly attacks children.
[01:42:43.365 --> 01:42:44.906]  I'm going to read to you government reports.
[01:42:44.926 --> 01:42:46.206]  There's thousands of them, literally.
[01:42:46.746 --> 01:42:48.647]  But it's, well, your baby needs it.
[01:42:48.987 --> 01:42:53.388]  And I've talked to people in the old Soviet Union and then I actually searched it and found it was true.
[01:42:53.748 --> 01:42:55.749]  They would have food rationing.
[01:42:55.809 --> 01:42:57.669]  No sausage, no bread.
[01:42:58.270 --> 01:43:02.451]  But when they went to school, there was always free chocolate, strawberry, and regular flavored
[01:43:03.247 --> 01:43:06.308]  Milk free and fortified with fluoride.
[01:43:08.529 --> 01:43:08.569]  Oh!
[01:43:09.030 --> 01:43:10.630]  Free fluoride milk!
[01:43:11.671 --> 01:43:11.851]  Oh!
[01:43:12.451 --> 01:43:15.573]  The government wants to help!
[01:43:16.653 --> 01:43:20.935]  And they now say on government announcements and PR TV ads,
[01:43:21.974 --> 01:43:23.415]  Mercury's actually good for the brain.
[01:43:23.835 --> 01:43:25.957]  And they've got ads where they say corn syrup's good.
[01:43:26.277 --> 01:43:30.941]  Though, you can Google that, more than half of the corn syrup in the country, high levels of mercury.
[01:43:31.181 --> 01:43:32.122]  We'll be right back.
[01:43:32.162 --> 01:43:32.742]  Don't listen to me.
[01:43:32.782 --> 01:43:33.603]  Drink more mercury.
[01:43:33.863 --> 01:43:36.505]  Companies continue to lay off thousands of people.
[01:43:37.085 --> 01:43:40.068]  Unemployment is the highest it's been in over 30 years.
[01:43:40.408 --> 01:43:43.830]  Statistics prove that in a recession, crime rates go up.
[01:43:44.191 --> 01:43:46.512]  Everyone needs something for that extra edge.
[01:43:46.633 --> 01:43:47.113]  To prevent
[01:43:47.193 --> 01:43:47.613]  I think so.
[01:44:02.990 --> 01:44:03.871]  Need something more?
[01:44:04.091 --> 01:44:07.734]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:44:08.034 --> 01:44:16.101]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:44:16.341 --> 01:44:20.685]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:44:20.905 --> 01:44:22.507]  Visit MrDefense.com.
[01:44:22.607 --> 01:44:24.549]  That's MRDefense.com.
[01:44:24.689 --> 01:44:26.631]  Or call 1-800-313-6400.
[01:44:26.911 --> 01:44:33.017]  That's 1-800-313-6400 for all of your self-defense needs today.
[01:44:33.798 --> 01:44:34.658]  Ah, springtime.
[01:44:35.099 --> 01:44:40.264]  Now that you've planted your organic garden, how will you keep the bugs away without using toxic chemicals and poisons?
[01:44:40.584 --> 01:44:45.065]  Well, the answer is all natural insecticides from FreshwaterOrganics.com.
[01:44:45.206 --> 01:44:50.947]  These revolutionary insecticides start with the same organic product that we use in FPP to kill parasites.
[01:44:51.187 --> 01:44:59.510]  We then add a small amount of pyrethrin from chrysanthemum flowers and a mild attractant to offer you the most effective insecticide available anywhere.
[01:44:59.810 --> 01:45:02.471]  It can even be applied up to the day of harvest.
[01:45:02.771 --> 01:45:13.235]  Our natural insecticides work in the home, on plants, and in your garden, killing pests mechanically, not with poisons, so pests can't develop an immunity and they won't harm your children or pets.
[01:45:13.635 --> 01:45:23.158]  It's effective against white flies, moths, bedbugs, fleas, roaches, crickets, and more, and safe enough to use on your pets, ridding them of fleas and other pests.
[01:45:23.458 --> 01:45:25.399]  Order now from FreshWaterOrganics.com
[01:45:26.079 --> 01:45:26.580]  Or call 888-949-3570.
[01:45:26.600 --> 01:45:26.941]  888-949-3570 today!
[01:45:34.053 --> 01:45:40.876]  Finally in the news this evening, it's being reported that cyber spies from Russia and China have now penetrated our power grid.
[01:45:41.176 --> 01:45:57.143]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge, creating a cascade of power outages across the country, putting us all in the dark.
[01:45:57.403 --> 01:46:02.525]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[01:46:02.745 --> 01:46:09.031]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[01:46:09.271 --> 01:46:12.934]  If so, this will be the most important information you have ever heard.
[01:46:13.175 --> 01:46:15.757]  Solar powered generators are finally available.
[01:46:15.857 --> 01:46:21.222]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[01:46:21.522 --> 01:46:24.124]  Remember, the government doesn't own the sun.
[01:46:24.205 --> 01:46:26.407]  So go to MySolarBackup.com.
[01:46:26.427 --> 01:46:28.889]  That's MySolarBackup.com.
[01:46:28.929 --> 01:46:33.213]  Check out MySolarBackup.com before you lose your power.
[01:46:34.244 --> 01:46:43.012]  Ioniczone.com sells virus, bacteria, and mold-killing products that will protect you and your loved ones from airborne pathogens, biological threats, chemtrails, you name it.
[01:46:43.292 --> 01:46:54.902]  For instance, Ioniczone sells their patented ozone generators from $279, digital water ozonators from $135, and UVC dual lamp and duct air sanitizers from $279.
[01:46:55.542 --> 01:46:59.585]  Ioniczone also sells highly effective alternative health products.
[01:46:59.906 --> 01:47:02.568]  For instance, Jim Humble's revolutionary internal virus
[01:47:06.212 --> 01:47:08.894]  Canada's nurse re-encases a Cy-X-T.
[01:47:09.534 --> 01:47:12.636]  Naturopath recommended Super Zeolite for heavy metal detox.
[01:47:12.937 --> 01:47:14.718]  Even an ozone handheld bidet.
[01:47:14.998 --> 01:47:18.701]  If you're interested in natural healing, you'll love what Ionic Zone has to offer.
[01:47:18.961 --> 01:47:23.144]  Ionic Zone also offers free home business opportunities that will make you well over $1,000 a month.
[01:47:23.184 --> 01:47:24.685]  Call Mike, toll free at 1-800-549-9535 to inquire.
[01:47:24.705 --> 01:47:26.166]  Or go to ioniczone.com.
[01:47:34.261 --> 01:47:37.342]  Are you tired of searching for great talk radio?
[01:47:37.922 --> 01:47:38.922]  Search no more.
[01:47:39.422 --> 01:47:42.443]  We are the GCN Radio Network.
[01:47:42.463 --> 01:47:51.405]  You notice how dull people look, how ill they look, how stupid even intelligence people are getting?
[01:47:53.245 --> 01:48:01.507]  Good thing to Google is health effects, fluoride in the brain, and under that I found the Fluoride Action Network, but it links to a lot of studies I've seen in the past.
[01:48:03.171 --> 01:48:11.402]  Here's one, three studies that were done by the federal government.
[01:48:12.383 --> 01:48:16.028]  Fluoride effects on the brain, drinking water, on children's intelligence.
[01:48:17.109 --> 01:48:21.575]  And it's got just hundreds and hundreds and hundreds of studies put out.
[01:48:22.330 --> 01:48:27.273]  By the National Research Council, the EPA, you name it.
[01:48:27.313 --> 01:48:40.081]  And that's why they've had the majority of EPA scientists two years ago, I had one of the heads of their major union on, saying yes, they knowingly are putting deadly poison to brain damage the public in the water.
[01:48:40.101 --> 01:48:43.483]  I mean, I'm looking at literally hundreds and hundreds.
[01:48:43.503 --> 01:48:45.224]  That's why this is such a great 15-page article.
[01:48:45.464 --> 01:48:46.484]  Because it's not even an article.
[01:48:46.544 --> 01:48:48.285]  It's just links to governments.
[01:48:48.365 --> 01:48:50.947]  Chinese, British, Russian, U.S., Canadian.
[01:48:51.584 --> 01:49:00.827]  I mean, I remember when I first looked this up more than 12 years ago on the internet, I found University of Texas studies from like 1932 about how they were saying, yes, we could use this in the same asylums.
[01:49:02.047 --> 01:49:03.088]  It's a great sedative.
[01:49:03.448 --> 01:49:05.549]  It's just very toxic and causes cancer.
[01:49:07.869 --> 01:49:11.751]  Did you guys print up the studies for me about it massively increasing bone cancer?
[01:49:11.971 --> 01:49:13.311]  Absolute confirmed fact.
[01:49:13.591 --> 01:49:14.311]  But drink up!
[01:49:14.371 --> 01:49:15.652]  It's for your baby!
[01:49:16.032 --> 01:49:18.833]  Oh, the government wouldn't do that to make me more manageable.
[01:49:19.494 --> 01:49:23.296]  Well, listen, government idiots, you're drinking it too, you little control freak servants!
[01:49:23.796 --> 01:49:27.418]  This is a very small group of eugenicists at the top that are doing this.
[01:49:27.698 --> 01:49:30.019]  And I'm sorry a lot of you were too cowardly to admit the truth.
[01:49:30.379 --> 01:49:31.479]  The facts are the facts.
[01:49:32.920 --> 01:49:48.287]  Look at this, rat studies and brain cell damage with aluminum and fluoride in water, Wall Street Journal, October 28th, 1992, fluoride in the pineal gland, BBC, fluoride in the brain interview with Dr. Phyllis Mullinex interview,
[01:49:49.404 --> 01:49:51.325]  And it just goes through hundreds of these links.
[01:49:52.065 --> 01:49:58.227]  Full text, Zhang Q. Beijing, effective fluoride in drinking water on children's intelligence.
[01:49:59.228 --> 01:50:02.749]  Full text, effective fluoride on water intelligence of children.
[01:50:02.769 --> 01:50:04.810]  Here's the EPA.
[01:50:05.170 --> 01:50:10.272]  It is apparent that fluorides have the ability to interfere with the functions of the Brain Source National Research Council.
[01:50:10.788 --> 01:50:12.330]  I'm on page one, by the way.
[01:50:12.350 --> 01:50:13.250]  This goes on for 15 pages.
[01:50:13.270 --> 01:50:15.152]  When I say thousands, I mean thousands.
[01:50:22.742 --> 01:50:25.144]  In harm's way, toxic threats to children's development.
[01:50:25.425 --> 01:50:28.428]  But don't worry, the stores have it just for your baby.
[01:50:29.028 --> 01:50:31.110]  Oh, they love you as the government cares.
[01:50:31.150 --> 01:50:35.915]  But meanwhile, you see all the big headlines about the government says we must reduce the population by at least half.
[01:50:36.235 --> 01:50:37.056]  Humans are bad.
[01:50:37.096 --> 01:50:38.978]  We want carbon taxes on fat people.
[01:50:39.278 --> 01:50:41.160]  We want carbon taxes to shut down U.S.
[01:50:41.200 --> 01:50:41.560]  industry.
[01:50:42.521 --> 01:50:47.326]  Do you know if you buy a piece of rural land and want to get an environmental exemption so you don't have to pay as many taxes on it?
[01:50:47.907 --> 01:50:53.910]  You can never go back, and even if somebody buys it, you can never convert back to agriculture.
[01:50:53.930 --> 01:50:57.172]  You can never use it for agriculture again, because they don't want agriculture.
[01:50:57.412 --> 01:50:59.253]  They don't want industry.
[01:50:59.493 --> 01:51:00.193]  Do you understand?
[01:51:00.533 --> 01:51:03.555]  And it's not for the environment, it's so they control things.
[01:51:03.915 --> 01:51:06.676]  This is bigger than anything you can imagine, folks, which you're listening to.
[01:51:07.116 --> 01:51:14.300]  And I'm sorry it's some, you know, guy from Texas bringing it to you, but you need to step up and research this and find out about it.
[01:51:14.764 --> 01:51:20.928]  I'm sorry if your ego doesn't like knowing that you're a slave and under chemical and biological attack, but you still are under attack.
[01:51:21.188 --> 01:51:22.829]  You should love your children enough to care!
[01:51:25.151 --> 01:51:26.011]  It just goes on and on.
[01:51:26.051 --> 01:51:34.016]  I said I get into Bilderberg, and I have loaded phone lines here, and I just start thinking about a caller bringing up key points, and it's true.
[01:51:34.056 --> 01:51:34.837]  Let's take another call.
[01:51:34.877 --> 01:51:35.717]  Harvey in Florida.
[01:51:35.757 --> 01:51:36.498]  Harvey, you're on the air.
[01:51:37.225 --> 01:51:38.866]  Hey Alex, how are you doing today?
[01:51:39.106 --> 01:51:39.666]  Oh, pretty good.
[01:51:39.706 --> 01:51:42.467]  I wish folks weren't brain-damaging their children, but hey, they love the government.
[01:51:42.947 --> 01:51:47.688]  Well, I'd love to call you and give you some... I was an eyewitness several weeks ago.
[01:51:47.768 --> 01:51:48.809]  I sent them an email.
[01:51:48.849 --> 01:51:50.809]  I'll give you the short version of what I saw.
[01:51:50.869 --> 01:51:55.751]  I was in the Tropicana Casino and Hotel in Atlantic City.
[01:51:55.771 --> 01:51:56.811]  I go in the elevator.
[01:51:57.870 --> 01:51:59.411]  There's a gentleman dressed in a suit.
[01:51:59.451 --> 01:52:01.132]  I said, oh, are you here for a conference?
[01:52:01.713 --> 01:52:02.213]  He goes, yeah.
[01:52:02.413 --> 01:52:03.814]  I go, what type of conference?
[01:52:04.115 --> 01:52:06.056]  He goes, National Security Conference.
[01:52:06.657 --> 01:52:10.339]  So we go down the elevator and I see an arrow with a conference.
[01:52:10.399 --> 01:52:11.300]  There's a bunch of letters.
[01:52:11.420 --> 01:52:13.081]  FCC, HS.
[01:52:13.822 --> 01:52:15.043]  So I follow the arrow.
[01:52:15.763 --> 01:52:20.207]  And it turns out they had it spelled out when you went upstairs where the conference was.
[01:52:20.227 --> 01:52:24.430]  They had fusion centers, criminal investigation, homeland security.
[01:52:24.450 --> 01:52:27.072]  And I saw all these characters.
[01:52:28.152 --> 01:52:29.632]  It was unbelievable what was going on.
[01:52:29.652 --> 01:52:30.813]  It was a two-day conference.
[01:52:30.833 --> 01:52:38.015]  Yeah, the fusion centers are federalizing everything, teaching the police that guns are going to be illegal, how to work with the youth corps.
[01:52:38.515 --> 01:52:42.076]  The local fusion centers track everybody's cell phone real-time.
[01:52:42.116 --> 01:52:47.857]  They hit one code, they dial in to listen, another code, they follow you by name with your cell phone under federal law.
[01:52:48.157 --> 01:52:50.578]  No Fourth Amendment, no Fifth Amendment, no Tenth.
[01:52:50.878 --> 01:52:51.558]  What else happened?
[01:52:52.302 --> 01:52:58.625]  Well, there was a guy in a white suit with bars on his chest, so I believe he was a Navy Admiral.
[01:52:59.505 --> 01:53:04.307]  And there was state police cars everywhere and stormtroopers from the state police in this conference.
[01:53:04.348 --> 01:53:08.229]  So this is... Well, you know who heads up FEMA and all the major departments is military people now.
[01:53:08.990 --> 01:53:09.190]  Yep.
[01:53:09.570 --> 01:53:11.651]  This confirms everything you've been talking about.
[01:53:11.671 --> 01:53:14.432]  So what else did you... I mean, did they see and tell you to get out of there, or what was going on?
[01:53:14.472 --> 01:53:15.693]  Yes, they gave me an escort out.
[01:53:15.733 --> 01:53:18.034]  I pretended like I was a senile old man.
[01:53:18.054 --> 01:53:20.975]  I was just walking around trying to snoop on them.
[01:53:21.642 --> 01:53:24.304]  And I said, oh no, I'm just looking for the elevators.
[01:53:24.344 --> 01:53:28.647]  You know, I pretended like I was senile, so they escorted me, the security escorted me out.
[01:53:28.667 --> 01:53:30.149]  But they were marching through this place.
[01:53:30.589 --> 01:53:36.774]  The Admiral had five flunkies in suits following him, like an inch from him, as he was marching through the corridors.
[01:53:36.814 --> 01:53:43.839]  And every day, this was three weeks ago, and every day on the news, every minute of every day on every station across the land, they were talking about the flu outbreak.
[01:53:46.373 --> 01:53:48.014]  They weren't hiding, but it was weird.
[01:53:48.074 --> 01:53:49.955]  Why would they be at a casino?
[01:53:49.995 --> 01:53:54.598]  They have to get in a little gambling while they're... I'm going to be frank with you.
[01:53:54.638 --> 01:53:55.958]  What do you think runs the New World Order?
[01:53:56.018 --> 01:53:57.199]  It's the global mafia.
[01:53:57.760 --> 01:54:01.862]  But no, they're having regional meetings everywhere to test their federal flunkies.
