[00:00:07.035 --> 00:00:12.279]  We are live at PrisonPlanet.tv every day during the four hour radio show.
[01:29:35.863 --> 01:29:41.807]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:29:42.087 --> 01:29:46.730]  When the power goes out, you'll be ready with a solar-powered generator from Solutions from Science.
[01:29:47.070 --> 01:29:50.973]  Go to mysolarbackup.com and get off the grid today.
[01:29:51.493 --> 01:29:54.036]  That's mysolarbackup.com today.
[01:29:54.316 --> 01:29:54.897]  Or call 877-327-0365.
[01:29:54.917 --> 01:29:55.057]  877-327-0365.
[01:29:55.238 --> 01:29:55.698]  Don't wait.
[01:29:55.758 --> 01:29:56.359]  Call today.
[01:30:13.858 --> 01:30:18.423]  I promised to go to these callers, so we're going to go into about 10 minutes of overdrive.
[01:30:18.804 --> 01:30:23.409]  Guys, punch up the Austin Command Center phone number so I can give it to people, please.
[01:30:25.011 --> 01:30:29.435]  And John, Patrick, Nate, Craig, Tom, and Patrick in the UK, that's going to be it.
[01:30:31.658 --> 01:30:33.300]  Because there's a bunch of other news I need to...
[01:30:34.901 --> 01:30:39.825]  You know, talking about how they're domesticating us, institutionalizing us.
[01:30:39.885 --> 01:30:46.670]  In England, if somebody breaks into your house and is stabbing you, and you push them out a window or beat their brains out with a baseball bat, you are charged.
[01:30:47.591 --> 01:30:48.852]  And then they sue you and win money.
[01:30:50.342 --> 01:30:52.043]  Again, they don't want you defending yourself.
[01:30:52.944 --> 01:30:57.107]  They're announcing they're not going to let the British Coast Guard go out and save people now if it's dangerous for them.
[01:30:57.127 --> 01:31:06.734]  They have to fill out a 30-minute form, it's said to take, about where they're going, what the weather is before they're... See, again, it's about nobody can protect themselves except the deadly SWAT teams and the paramilitary police.
[01:31:07.434 --> 01:31:10.836]  They get more violent and out of control, we're all domesticated, including other people.
[01:31:11.017 --> 01:31:15.860]  They're talking about disarming most police, by the way, here in the U.S., where only the special paramilitaries are armed.
[01:31:16.080 --> 01:31:16.981]  And they're totally vicious.
[01:31:18.390 --> 01:31:23.952]  Look at this, you know, they've banned dodgeball and tag and running at recess saying it's violent.
[01:31:24.412 --> 01:31:28.113]  Unapologetic coach, 100-0 win, fired from school.
[01:31:28.133 --> 01:31:36.695]  The coach of a Texas high school basketball team, beat another team 100-0, was fired Sunday, the same day he sent an email to the newspaper saying he will not apologize for a wide margin victory.
[01:31:36.735 --> 01:31:41.117]  See, now they're talking about not allowing scores, not allowing, that's socialism.
[01:31:41.957 --> 01:31:46.719]  You see, they want to control people that are upwardly mobile, ladies and gentlemen.
[01:31:46.739 --> 01:31:50.241]  This is the control system that we're talking about here.
[01:31:51.022 --> 01:31:52.982]  And again, I just want to plug for everybody one more time.
[01:31:53.303 --> 01:31:55.704]  The new Obama deception trailer is up.
[01:31:56.164 --> 01:31:57.425]  March 15th, it's coming out.
[01:32:00.899 --> 01:32:03.940]  You know, I just picked that date, saying it was the middle of the month, sounded like a good day.
[01:32:03.960 --> 01:32:07.500]  And then Aaron goes, you know, because he looked it up, that's the Ides of March.
[01:32:08.000 --> 01:32:15.842]  I said, well, this is saying we want to end the tyranny, but peacefully, you know, kill the idea of socialism, communism, but peacefully.
[01:32:16.442 --> 01:32:20.443]  And then I was just informed it's Zeitgeist Z-Day, no intention to do that, but it doesn't matter.
[01:32:21.443 --> 01:32:23.303]  It's a good date then, a lot of people, I guess, picked it for things.
[01:32:23.883 --> 01:32:26.584]  So the film, The Obama Deception, is coming out March 15th.
[01:32:28.843 --> 01:32:40.068]  Before I start taking calls before the show ends, the number for the listeners that are holding right now at Genesis, we're going to turn the phone system on right now, just the callers that are holding, John, Patrick, Nate, Craig, and Tom.
[01:32:40.448 --> 01:32:45.350]  I'll go to you in overdrive just for the PrisonPlanet.tv viewers and InfoWare streamlisters so we at least get to you.
[01:32:45.970 --> 01:32:46.550]  The number is 888-201-2244, 888-201-2244, 888-201-2244.
[01:32:54.454 --> 01:32:59.179]  Now, before I end the show, I do want to just briefly tell you about the Cola Blue.
[01:32:59.820 --> 01:33:03.244]  And again, it's just an amazing atmospheric water generator system.
[01:33:03.664 --> 01:33:06.247]  It grabs 7.5 gallons on average a day out of the air.
[01:33:06.627 --> 01:33:12.574]  We have one here in the office, back in the back office, and it's getting about 2 gallons a day because it's only 20% humidity in here.
[01:33:13.905 --> 01:33:18.507]  We had the other office at 40% humidity on average and it would fill up more than seven gallons a day.
[01:33:19.067 --> 01:33:20.407]  The point is it's an amazing system.
[01:33:20.427 --> 01:33:21.808]  They have bigger units if you want that.
[01:33:22.288 --> 01:33:25.749]  The best place to put it is your back porch where it doesn't get rained on but where it has higher humidity.
[01:33:26.130 --> 01:33:28.250]  Great tasting pure H2O exactly the way nature makes it.
[01:33:28.270 --> 01:33:29.551]  No chemicals, pollutants or toxins.
[01:33:29.911 --> 01:33:33.352]  Neutral pH and it goes through seven filters inside.
[01:33:33.392 --> 01:33:39.875]  Reverse osmosis, tasting, odor removal, UV light, on and on and on, antibacterial filter.
[01:33:40.675 --> 01:33:43.659]  Also, the machine comes in colors red, black, white, green, silver, and blue.
[01:33:44.280 --> 01:33:45.501]  We have a black one here at the office.
[01:33:45.521 --> 01:33:46.423]  I have a black one at home.
[01:33:46.443 --> 01:33:46.903]  866-585-4044.
[01:33:46.923 --> 01:33:47.444]  866-585-4044. acolablue.com.
[01:33:47.464 --> 01:33:48.025]  E-C-O-L-O-B-L-U-E.com.
[01:33:56.275 --> 01:33:57.537]  Check it out today.
[01:33:57.757 --> 01:33:59.580]  And please continue to support us.
[01:34:00.061 --> 01:34:03.025]  Buy the books and videos, not just because of the best films out there that we produce.
[01:34:03.445 --> 01:34:05.068]  We carry all the other great films as well.
[01:34:05.128 --> 01:34:09.374]  The best stuff out there, we carry our stuff and others at InfoWars.com or by calling 888-253-3139.
[01:34:13.137 --> 01:34:17.199]  We had an important broadcast today, covered a lot of issues, took a lot of phone calls.
[01:34:17.459 --> 01:34:25.144]  And for everybody on the AM and FM dial, I'll be back tomorrow, 11 to 3 Central, or on stations at Rieras throughout the evening and the morning.
[01:34:26.224 --> 01:34:30.727]  But for everybody on the internet streams, the show restarts now at InfoWars.com.
[01:34:30.747 --> 01:34:37.571]  We'll be live continually at those exclusive free audio streams right now at InfoWars.com and streaming for PrisonPlanet.tv.
[01:34:37.611 --> 01:34:40.792]  Members, to take your phone calls as we go into overdrive.
[01:34:40.832 --> 01:34:41.713]  Great job to the crew.
[01:34:45.359 --> 01:34:46.920]  Thank you for listening to GCN.
[01:34:47.861 --> 01:34:50.223]  Be sure to visit GCNlive.com today.
[01:34:53.106 --> 01:34:53.686]  Hello, friends.
[01:34:53.746 --> 01:34:54.687]  This is Alex Jones.
[01:34:54.807 --> 01:34:59.391]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:34:59.551 --> 01:35:02.294]  We need to be independent, and food and water is the key.
[01:35:02.514 --> 01:35:05.377]  You'll never have to stand in a bread line if you have your own bread.
[01:35:05.557 --> 01:35:10.261]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:35:10.501 --> 01:35:11.421]  If you simply prepare.
[01:35:11.621 --> 01:35:14.543]  No one is going to take care of your family in the final equation but you.
[01:35:14.863 --> 01:35:21.746]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:35:21.866 --> 01:35:24.967]  And they do it at almost half the cost of last year's grocery prices.
[01:35:25.127 --> 01:35:25.387]  Call 1-800-409-5633.
[01:35:27.808 --> 01:35:30.049]  Or on the web, go to eFoodsDirect.com.
[01:35:30.269 --> 01:35:36.332]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:35:36.532 --> 01:35:40.293]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:35:40.313 --> 01:35:41.534]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[01:35:41.574 --> 01:35:42.234]  Take action today.
[01:35:42.274 --> 01:35:44.095]  The first step is getting storable food.
[01:35:55.728 --> 01:36:00.491]  This is the GCN Radio Network, home to hard-hitting talk radio.
[01:36:00.911 --> 01:36:01.491]  That's right.
[01:36:02.632 --> 01:36:04.233]  Thank you for joining us.
[01:36:04.273 --> 01:36:06.474]  We're going to do about 10 minutes of overdrive here.
[01:36:06.494 --> 01:36:12.157]  Then I'm going to go in there and start battling to work on the Obama deception.
[01:36:12.858 --> 01:36:23.684]  But right now, as promised, we're going to go ahead and go to folks' phone calls here and then end this transmission and go back to the re-transmission.
[01:36:25.488 --> 01:36:27.929]  But you guys go ahead and punch me up the phone call list.
[01:36:27.989 --> 01:36:28.349]  Thank you.
[01:36:28.669 --> 01:36:29.690]  Oh, we're still getting their names.
[01:36:29.710 --> 01:36:33.631]  I want to be able to finish up with the folks that we're holding on the Genesis phone line system.
[01:36:33.891 --> 01:36:37.132]  That's the only problem with Genesis running it when we're live on the AM and FM.
[01:36:37.192 --> 01:36:41.494]  And then we go here live, we've got to have folks call that other number.
[01:36:42.655 --> 01:36:46.156]  But we will be going to those here in just a moment.
[01:36:47.441 --> 01:36:49.182]  I was just covering this at the end of the show.
[01:36:49.742 --> 01:36:55.106]  Unapologetic coach of 100-0 win fired by school.
[01:36:56.086 --> 01:36:57.247]  This is out of the Associated Press.
[01:36:58.468 --> 01:37:02.970]  The coach of a Texas high school basketball team that beat another team 100-0 was fired Sunday.
[01:37:03.311 --> 01:37:09.134]  The same day he sent an email to the newspaper saying he will not apologize for a wide margin victory when the girls played with honor and integrity.
[01:37:12.352 --> 01:37:18.381]  Cooley, the headmaster of the Covenant Schools at the Dallas Morning News Online Edition, that he could not answer.
[01:37:18.762 --> 01:37:26.033]  The firing was a direct result of Coach Micah Grimes' email disagreeing with administrators who called the blowout shameful.
[01:37:27.537 --> 01:37:30.358]  He did not immediately answer phone calls or emails from the Associated Press.
[01:37:30.458 --> 01:37:38.199]  On its website last week, Covenant, a private Christian school, posted a statement regretting the outcome of its January 13th shutout.
[01:37:38.600 --> 01:37:40.560]  See, they take these games so seriously, folks.
[01:37:41.200 --> 01:37:47.482]  You know, the times I lost games, the times I got beat up by bigger kids, the times bad things happened to me only made me stronger.
[01:37:48.082 --> 01:37:52.703]  But we teach kids, instead of getting strong and coming back or doing better, or that was just a much better team,
[01:37:54.406 --> 01:37:56.087]  That, oh no, it's not okay to excel.
[01:37:56.347 --> 01:38:00.731]  But then it's, you can't play dodgeball, you can't play baseball, you can't have jungle gyms.
[01:38:01.191 --> 01:38:05.814]  And then they're saying if your parents have jungle gyms and you break your finger or your arm, something happened to most of us.
[01:38:05.834 --> 01:38:08.957]  I mean, who broke bones out there as a kid on their bike riding around?
[01:38:09.657 --> 01:38:10.458]  Whose would you break?
[01:38:13.300 --> 01:38:20.045]  I broke my hands, I broke my fingers repeatedly flying off bikes or falling out of trees, broke my nose, got a concussion.
[01:38:20.965 --> 01:38:21.626]  Are you on air right now?
[01:38:23.063 --> 01:38:25.603]  We need to hook that mic up so we can actually be on air, not just me talking to you.
[01:38:25.984 --> 01:38:28.504]  But, yeah, Jaron, did you ever break stuff?
[01:38:30.004 --> 01:38:30.824]  What, did you break your thumb?
[01:38:31.805 --> 01:38:38.826]  Well, now, even if you go to the hospital and say, I broke my thumb falling off my bike, CPS will come in and say, well, were you allowed to be out?
[01:38:39.146 --> 01:38:40.666]  Well, you weren't old enough to be out riding your bike.
[01:38:40.686 --> 01:38:41.727]  Well, we're going to go ahead and take you.
[01:38:42.467 --> 01:38:43.447]  Oh, and you've got some siblings.
[01:38:43.467 --> 01:38:45.087]  We're going to go ahead and try to take those children, too.
[01:38:45.547 --> 01:38:47.588]  That is how terrorist this government is.
[01:38:47.868 --> 01:38:49.108]  How criminal, how disgusting.
[01:38:50.953 --> 01:38:53.775]  All right, let's go ahead and talk to Tom in New Jersey.
[01:38:53.815 --> 01:38:54.656]  You're on the air.
[01:38:54.696 --> 01:38:55.056]  Go ahead.
[01:38:55.777 --> 01:38:56.398]  Mr. Alex.
[01:38:57.018 --> 01:38:57.218]  Hi.
[01:38:57.519 --> 01:38:58.499]  Pleasure to speak to you.
[01:38:59.140 --> 01:39:02.222]  I just wanted to reiterate some of your points that you've been making.
[01:39:03.143 --> 01:39:04.705]  First off, knowledge is power.
[01:39:05.986 --> 01:39:16.875]  I feel, you know, we were based on a foundation of a nation that was based on principle, and they've turned the shambles into a nation that is overwhelmed by interest.
[01:39:18.456 --> 01:39:19.197]  I always felt that.
[01:39:20.237 --> 01:39:24.301]  It's not how much money that you do make, it's how much money you don't have to spend.
[01:39:28.644 --> 01:39:37.212]  I think the most important thing is the money isn't everything, but the value of the money is very important.
[01:39:39.094 --> 01:39:39.414]  Do you agree?
[01:39:40.165 --> 01:39:45.107]  Well, I mean, having money is about being independent, not having others control you, so it's a good thing.
[01:39:45.448 --> 01:39:54.332]  In a hierarchy of needs, though, you shouldn't put money on the top of your honor, your name, who you are, what you build, what you stand for.
[01:39:54.752 --> 01:39:59.074]  It's way down the hierarchy of needs, on top of the pyramid of the hierarchy of needs.
[01:39:59.414 --> 01:40:05.978]  Number one is being a good person, being honorable, and leaving this world in a better situation than you came into it.
[01:40:06.318 --> 01:40:08.559]  Oh, definitely understood, but my point is,
[01:40:09.358 --> 01:40:14.262]  That the devaluing of our money is where they're stealing our wealth from.
[01:40:14.422 --> 01:40:17.725]  Well, they're stealing it at every angle in this controlled, parasitic economy.
[01:40:17.745 --> 01:40:22.149]  But yes, they're devaluing it, which is a hidden inflation tax.
[01:40:22.409 --> 01:40:23.630]  And punishes people that save.
[01:40:24.431 --> 01:40:26.572]  Yes, we've been under attack in this country since 1913.
[01:40:26.672 --> 01:40:30.696]  And re-emphasized in 1933 when Roosevelt took us off the gold standard.
[01:40:30.756 --> 01:40:33.998]  And then again in 1976 when Nixon took us off the silver.
[01:40:39.079 --> 01:40:44.701]  And ever since then, we've been losing most of our wealth through the government inflation.
[01:40:45.562 --> 01:40:50.944]  Which, actually, they're very smart, because the more money that they print, the more money that sticks to their fingers.
[01:40:52.224 --> 01:41:08.811]  Because we have to pay more money back on taxes, which I'd like to say that when you fill out an illegal income tax return, you're filling it out to justify how much profit or loss you've made in dollars.
[01:41:10.319 --> 01:41:21.265]  We are stupid enough to fill out the income tax form, but we are paying taxes on what we've profited or lost.
[01:41:21.826 --> 01:41:25.148]  Yeah, we didn't have an income tax until 1913, as you know, and it's a fraud.
[01:41:25.168 --> 01:41:25.988]  I appreciate your call.
[01:41:26.368 --> 01:41:27.329]  Tom, good to hear from you.
[01:41:27.349 --> 01:41:28.109]  Craig in New York.
[01:41:28.509 --> 01:41:29.470]  You're on the air, go ahead.
[01:41:30.591 --> 01:41:36.774]  Hi Alex, I was just calling up because I'm a teacher and you were talking about the brainwashing Obama stuff in school.
[01:41:37.869 --> 01:41:39.530]  It's called Social Reconstructionism.
[01:41:39.570 --> 01:41:45.552]  You can't get a teaching degree without learning about it, reading George S. Counts, Childhood Schools Built a New Social Order.
[01:41:45.572 --> 01:41:47.352]  Nonsense like that.
[01:41:47.392 --> 01:41:50.633]  And that's why now in schools, kids don't actually learn anything important.
[01:41:50.653 --> 01:41:52.534]  They have to do group work and plays.
[01:41:52.994 --> 01:41:56.895]  They learn how to work together, not stand up, not be individuals, be a board.
[01:41:56.975 --> 01:42:00.556]  And yet the kids that are failing are given better grades.
[01:42:00.636 --> 01:42:01.357]  They're supposed to.
[01:42:01.857 --> 01:42:05.938]  I forget what the thing is called, but you're supposed to give them better grades than the kids that work hard.
[01:42:06.434 --> 01:42:10.938]  So you're taking away motives, and the whole reason why people want to work hard is for rewards.
[01:42:11.058 --> 01:42:11.638]  I mean, that's natural.
[01:42:11.658 --> 01:42:16.282]  And it's going on in the private schools just as bad, as evidenced by this.
[01:42:16.302 --> 01:42:19.124]  People think the private schools, in some cases they're even worse.
[01:42:19.805 --> 01:42:26.650]  Of course, because they're going to colleges like Teachers College, Columbia University, Stanford, Teachers College, and they teach all the same pedagogy.
[01:42:26.850 --> 01:42:31.894]  It's mostly well-meaning people, but they've been totally brainwashed by national educational standards.
[01:42:32.364 --> 01:42:37.152]  And the educational philosophers that have been writing about the New World Order, John Dewey, in the 1910s.
[01:42:37.212 --> 01:42:41.658]  Yeah, they all said to have a socialist America, but again, not for the people.
[01:42:42.742 --> 01:43:08.991]  For the bankers to knock out the middle class, where nobody can ever resist them, where everybody's poor, but the elite are international above us, where nobody can be individual, nobody can do better than anybody else, and then it just holds back everybody, including the students that, you know, may not excel at calculus or at engineering, you know, that are supposed to go out and, you know, be an entrepreneur or play sports or, you know, do something else.
[01:43:10.455 --> 01:43:11.876]  Well, they think that's progress.
[01:43:11.956 --> 01:43:19.840]  They think they know what's better for people, and these are the same people that were behind social control years ago during the Progressive Era, that we are dumb.
[01:43:19.860 --> 01:43:21.581]  They should use euthanetics, not eugenics.
[01:43:21.661 --> 01:43:27.644]  Euthanetics is where you brainwash people to make them better and control what they do, because they can't run their own lives.
[01:43:28.065 --> 01:43:28.805]  Thanks for the call.
[01:43:30.086 --> 01:43:32.827]  Let's go ahead and talk to Nate in Maine.
[01:43:33.267 --> 01:43:34.068]  Nate, you're on the air.
[01:43:35.236 --> 01:43:36.096]  Hi, Alex.
[01:43:36.456 --> 01:43:46.259]  I woke up this morning and I heard, I haven't got all the specifics on it yet, but over here in Lewiston, Maine, there was a scuffle between a young man and a cop.
[01:43:47.119 --> 01:43:49.460]  And from what I heard, he was just running away.
[01:43:49.480 --> 01:43:50.980]  He didn't have any weapons.
[01:43:51.040 --> 01:43:53.301]  It was just a hand-to-hand physical scuffle.
[01:43:53.321 --> 01:44:00.303]  And he's running through the woods and he gets shot three times in the back and once in the head, killed dead.
[01:44:01.243 --> 01:44:03.244]  And now they're talking about having a
[01:44:04.546 --> 01:44:10.151]  A citizen watch to evaluate what happens when a police gets shot in Maine.
[01:44:10.831 --> 01:44:11.652]  It's a mess.
[01:44:13.293 --> 01:44:24.163]  And then every time the citizens combine forces now to try to take back their government and have justice, the Obamanoids, the counterfeit of a true grassroots movement, will be employed.
[01:44:24.784 --> 01:44:24.964]  Yep.
[01:44:29.013 --> 01:44:33.236]  I know you have limited time, so I just want to leave it at that and say, that's to the New World Order.
[01:44:33.536 --> 01:44:34.477]  God bless you, my friend.
[01:44:35.177 --> 01:44:37.099]  One last caller, Nick in North Carolina.
[01:44:37.119 --> 01:44:37.859]  Nick, you're on the air.
[01:44:38.560 --> 01:44:39.841]  Hey, Alex, good to talk to you again.
[01:44:40.741 --> 01:44:46.125]  I was watching T-Span late last night and I saw a guy on there that you might want to talk to, although he could be a neocon.
[01:44:46.786 --> 01:44:51.589]  This guy, Peter Wallison from the American Enterprise Institute, the conservative think tank.
[01:44:52.316 --> 01:45:01.541]  Um, was up there talking about the most pernicious plot he heard going around, which was to have a regulator for quote, systematically significant institutions.
[01:45:02.563 --> 01:45:07.586]  Again, he basically said that this was just a plot to get regulation over as many banks and companies as possible.
[01:45:07.607 --> 01:45:08.647]  No, no, that's what's happening.
[01:45:08.907 --> 01:45:17.493]  The upper crust of the elite banks that control the issuance of currency, they're not even banks, they're crime syndicates, are taking over banks, insurance companies, industry.
[01:45:17.813 --> 01:45:23.697]  They're going to have a world government run by the banks that regulates everything, including our taxing system, everything.
[01:45:23.977 --> 01:45:29.061]  That's what the IMF and World Bank and International Bank of Settlements do to third world countries they go in and bankrupt.
[01:45:29.321 --> 01:45:30.142]  They take them over!
[01:45:30.882 --> 01:45:33.505]  So no matter what government you put in, it's the same policies.
[01:45:33.865 --> 01:45:34.846]  Same thing with Iceland.
[01:45:35.167 --> 01:45:38.751]  They've just kicked out their government after a month and a half of rioting.
[01:45:39.972 --> 01:45:44.156]  Overnight they went from one of the wealthiest nations in the world, I mean they were out there with Switzerland.
[01:45:44.817 --> 01:45:46.379]  It was hard to tell who was number one.
[01:45:46.839 --> 01:45:48.040]  Was it Iceland or was it Switzerland?
[01:45:48.701 --> 01:45:59.629]  And overnight, because the banks came in and bought off their government and did these derivative scams, they're told your bank accounts are empty, everything's, you know, done, there's no credit to bring food into the country, everything's bankrupt.
[01:46:00.890 --> 01:46:04.952]  And so now they go and remove the government, but that happens in third world nations.
[01:46:04.972 --> 01:46:06.694]  That's happened in Argentina and Brazil.
[01:46:06.954 --> 01:46:15.220]  They'll just put president after prime minister after president after leader in these countries who've signed corporate agreements that nobody's talking about with the offshore banks.
[01:46:15.300 --> 01:46:16.821]  And then Gordon Brown a month ago
[01:46:17.401 --> 01:46:28.865]  When the Icelanders were trying to go to England to get their money out of British banks, because the British really own Iceland, Gordon Brown used a terrorism law to block hundreds of thousands of Icelanders.
[01:46:28.885 --> 01:46:30.646]  You can pull this up, Financial Times of London.
[01:46:31.166 --> 01:46:32.006]  In fact, Google that.
[01:46:32.266 --> 01:46:35.888]  Gordon Brown uses terror law against Icelanders.
[01:46:37.368 --> 01:46:37.708]  Okay?
[01:46:38.209 --> 01:46:41.830]  And then they use their British Patriot Act to say you can't have your money.
[01:46:43.659 --> 01:46:46.961]  You understand the level of the heist we're talking about?
[01:46:47.341 --> 01:46:49.542]  This whole anti-terrorism thing is for us!
[01:46:50.443 --> 01:46:52.484]  All these stupid yuppies think they're part of the system.
[01:46:52.724 --> 01:46:54.845]  It isn't for Al Qaeda, boys, it's for you!
[01:46:54.865 --> 01:46:56.226]  Go ahead.
[01:46:56.286 --> 01:46:58.647]  You know where he said this was all coming from?
[01:46:58.667 --> 01:46:59.148]  You'll love this.
[01:46:59.688 --> 01:47:02.129]  He said all these plots were coming from the group of 30.
[01:47:02.209 --> 01:47:03.870]  Surely no surprise to you.
[01:47:04.931 --> 01:47:07.812]  So they had Peter Wallinson?
[01:47:08.533 --> 01:47:10.394]  Yeah, W-A-L-L-I-S-O-N.
[01:47:12.446 --> 01:47:15.328]  And he's with uh... American Enterprise Institute.
[01:47:15.348 --> 01:47:16.969]  It looks like they're all over the Bush administration.
[01:47:17.029 --> 01:47:19.271]  So it makes me dubious.
[01:47:19.291 --> 01:47:20.431]  He was talking straight dope.
[01:47:20.591 --> 01:47:21.232]  There was no joke.
[01:47:23.153 --> 01:47:25.215]  So they've even got neocons.
[01:47:25.815 --> 01:47:26.716]  Peter Wallinson.
[01:47:27.416 --> 01:47:28.937]  American Enterprise Institute.
[01:47:28.957 --> 01:47:29.938]  Folks, write that down.
[01:47:30.138 --> 01:47:31.659]  I want to have Aaron get him on.
[01:47:32.479 --> 01:47:36.402]  He was coming right out admitting... He was against it.
[01:47:36.422 --> 01:47:39.224]  He called it the most pernicious idea he heard going around.
[01:47:39.244 --> 01:47:39.384]  He said,
[01:47:41.107 --> 01:47:47.393]  They wanted to regulate systematically significant institutions, and that this was just an excuse to basically regulate everything they could.
[01:47:47.793 --> 01:47:52.958]  Separate from him, you know, we hear everything's screwed up, we didn't have enough regulation, when they had tons of regulations.
[01:47:53.338 --> 01:47:57.442]  The very banks that engineered this are now saying they're going to control industry.
[01:47:57.462 --> 01:48:06.210]  When you hear nationalization of Ford or Chevy or GM, when you hear nationalization of your cities, that just means under the IMF World Bank Plan,
[01:48:07.216 --> 01:48:12.120]  That they force the cities and states to sign on to a hundred-plus part IMF World Bank plan.
[01:48:12.520 --> 01:48:13.221]  This is in my book.
[01:48:14.301 --> 01:48:15.082]  A dissent in a tyranny.
[01:48:16.643 --> 01:48:19.065]  And I said they're going to force us in the next eight years to do this.
[01:48:19.085 --> 01:48:21.607]  Well, here we are, seven years later.
[01:48:21.787 --> 01:48:22.367]  Six years later.
[01:48:23.568 --> 01:48:25.230]  I mean, it's happening.
[01:48:25.270 --> 01:48:25.710]  It's happening.
[01:48:25.750 --> 01:48:26.010]  Go ahead.
[01:48:26.991 --> 01:48:33.816]  You've already heard the Woodrow Wilson quote where he talks about there's a power so subtle that men dare not talk about over their breasts.
[01:48:35.223 --> 01:48:37.504]  Um, okay, from 1913, his book, The New Freedom.
[01:48:37.844 --> 01:48:39.124]  I, uh, went scanning through that book.
[01:48:39.144 --> 01:48:40.544]  There is all kinds of stuff in there, Alex.
[01:48:40.584 --> 01:48:41.404]  You should take a look at it.
[01:48:41.444 --> 01:48:43.385]  I want to just, uh, read one quote real quick.
[01:48:44.285 --> 01:48:51.366]  Um, he says, further down, he says, uh, what most of us are fighting for is to break up this very partnership between big business and the government.
[01:48:51.406 --> 01:49:03.369]  We call upon all intelligent men to bear witness that if this plan were consummated, the great employers and capitalists of the country would be under a more overpowering temptation than ever to take control of the government and keep it subservient to their purpose.
[01:49:03.829 --> 01:49:11.318]  What a prize it would be to capture how unavailable would be the majesty and the tyranny of monopoly if it could thus get sanction of law and the authority of government.
[01:49:11.498 --> 01:49:17.285]  By what means, except open revolt, could we ever break the crust of our life again and become free men?
[01:49:19.158 --> 01:49:19.818]  Do me a favor.
[01:49:20.039 --> 01:49:21.360]  I am familiar with Wilson.
[01:49:21.400 --> 01:49:26.683]  Remember, he wrote the book, The New World Order, as a top professor.
[01:49:27.904 --> 01:49:29.205]  They then conned him.
[01:49:30.106 --> 01:49:33.468]  And then right before he had a stroke, they poisoned him.
[01:49:33.788 --> 01:49:36.550]  He wrote letters and went public saying international bankers have taken over.
[01:49:36.570 --> 01:49:37.671]  The New World Order is all a fraud.
[01:49:37.991 --> 01:49:38.512]  Don't do it.
[01:49:39.412 --> 01:49:41.093]  And everybody who wants to see quotes
[01:49:42.470 --> 01:50:04.452]  Uh, Ian, because I know that quote, but I'll end up forgetting, send those quotes to Aaron2A's and InfoWars.com, because I'm going to have some quotes about the bankers and about what Founding Fathers said, Thomas Jefferson and others, but that Woodrow Wilson one is good, in the film, but so before I forget, I actually had that written, because while I've been sitting here thinking on air today,
[01:50:05.498 --> 01:50:06.718]  So I don't interrupt people as bad.
[01:50:06.758 --> 01:50:11.119]  I have a tendency to write notes of things I wanted to say and things I wanted to do.
[01:50:11.159 --> 01:50:14.260]  I'm trying to find my piece of paper here that had those notes.
[01:50:14.320 --> 01:50:18.120]  But yeah, send the quotes to Aaron at InfoWars.com that you think we need to use.
[01:50:18.540 --> 01:50:20.741]  And of course we'll go about them and check them, but I am familiar with that quote.
[01:50:20.781 --> 01:50:21.581]  Thank you so much, sir.
[01:50:22.921 --> 01:50:23.902]  You couldn't say it any better.
[01:50:24.142 --> 01:50:27.762]  Okay, we're going to go back into rebroadcast right now from the streams at InfoWars.com.
[01:50:27.782 --> 01:50:29.343]  We'll be back tomorrow, 11 a.m.
[01:50:29.383 --> 01:50:29.663]  live.
[01:50:30.183 --> 01:50:31.003]  God bless you all.
[01:50:31.966 --> 01:50:33.407]  Because we are not going to back down.
[01:50:33.447 --> 01:50:34.888]  We are not going to submit to tyranny.
[01:50:35.188 --> 01:50:37.430]  We know how real this scientific dictatorship is.
[01:50:38.130 --> 01:50:39.491]  And we know we don't have a choice.
[01:50:40.832 --> 01:50:43.354]  That's why I'm burning the candle at both ends.
[01:50:43.854 --> 01:50:46.456]  We are putting it in high gear, ladies and gentlemen.
[01:50:46.937 --> 01:50:49.859]  And just never mind those breaks, son.
[01:50:51.720 --> 01:50:52.761]  We got a run to make.
[01:50:53.762 --> 01:50:54.782]  God bless you all.
[01:50:54.822 --> 01:50:55.823]  See you back live tomorrow.
[01:50:55.843 --> 01:50:56.904]  Retransmission starts now.
[01:50:58.702 --> 01:51:03.729]  I'm taking the blame, I said I'll never give it up
