[00:00:14.446 --> 00:00:16.989]  8-8-7-6-6-6-0-6-6 today.
[01:36:38.545 --> 01:36:49.990]  About how he's funded by the globalists, how he funds eugenics, how he's gonna have forced youth brigades, and now they've got him on TV in red and black uniforms marching, telling the high school kids they've gotta go march in red and black uniforms.
[01:36:50.270 --> 01:36:51.651]  I mean, it's happening, folks!
[01:36:51.911 --> 01:36:58.254]  He's got over a dozen bills introduced to basically end the Second Amendment, and every time we bring it up, the media says it doesn't exist!
[01:37:01.100 --> 01:37:07.594]  If a mainline reporter did ask any questions like this, he would definitely be out of a job fairly soon.
[01:37:10.430 --> 01:37:11.651]  They're all controlled.
[01:37:12.432 --> 01:37:12.972]  Every one of them.
[01:37:13.133 --> 01:37:13.753]  Absolutely.
[01:37:13.773 --> 01:37:16.836]  And the Republican... You know, I'm not even so much worried about Barack Obama.
[01:37:16.876 --> 01:37:17.657]  He's bad news.
[01:37:18.057 --> 01:37:19.679]  They're trying to make him the messianic savior.
[01:37:20.159 --> 01:37:24.003]  I've got news clips where they call him God on CNBC and MSNBC.
[01:37:24.023 --> 01:37:26.004]  They go, you know, he's like president of the world.
[01:37:26.044 --> 01:37:26.905]  He's like God.
[01:37:26.925 --> 01:37:28.307]  I'm going to play that clip tomorrow.
[01:37:28.347 --> 01:37:33.872]  Because I want to save it so people can actually see the video when we simulcast the weekday show at PrisonPlanet.tv.
[01:37:34.192 --> 01:37:35.253]  They say he is God.
[01:37:35.939 --> 01:37:37.820]  And then I have this weird thing of Bill Clinton.
[01:37:37.840 --> 01:37:42.523]  Don't me forget where they say Bill Clinton is the Prince of Peace, like Jesus, in San Antonio.
[01:37:43.884 --> 01:37:52.129]  And then I got him saying David Rockefeller is like Superman saving the black children when the guy openly, you know, this whole foundation is about murdering blacks.
[01:37:52.870 --> 01:37:55.471]  I mean, it's on record, the Rockefeller Foundation.
[01:37:55.891 --> 01:37:58.773]  Google history of Kaiser Wilhelm Institute.
[01:37:59.173 --> 01:38:01.535]  It was established by the Rockefellers.
[01:38:03.296 --> 01:38:04.837]  I mean, you just can't make this up.
[01:38:07.123 --> 01:38:09.765]  Everything Hitler did was from these people!
[01:38:10.385 --> 01:38:11.966]  John in Tampa, you're on the air.
[01:38:12.946 --> 01:38:20.511]  Hey, uh, I just want to wrap this up, how they're talking to the squeeze here locally on us real quick about stuff that's just, like, happening right in front of the headlines.
[01:38:21.391 --> 01:38:31.617]  Uh, you know, like, we belong to a co-op electric company, which, uh, is smaller, so they sent out our, like, carbon tax, it'll be $600 more a year for our power.
[01:38:32.443 --> 01:38:33.104]  Yeah, no, no, no.
[01:38:33.124 --> 01:38:35.346]  They're passing carbon taxes everywhere.
[01:38:35.426 --> 01:38:36.767]  It's going to destroy industry.
[01:38:37.028 --> 01:38:40.391]  They claim the economic stimulus on the news is the carbon tax.
[01:38:40.972 --> 01:38:42.573]  Hold on.
[01:38:42.613 --> 01:38:48.119]  Where China and India and Mexico and hundreds of other countries have zero carbon cuts.
[01:38:49.060 --> 01:38:50.241]  Only we got to pay it.
[01:38:50.822 --> 01:38:52.804]  Folks, this is to shut us... Sorry, go ahead.
[01:38:53.522 --> 01:39:01.327]  See, the thing is, though, Alex, that a lot of, like, big progressive power and all the power companies are there... The jackass liberals love it.
[01:39:01.367 --> 01:39:03.188]  I mean, I meet these neurotic neighbors.
[01:39:03.248 --> 01:39:05.029]  I go, why is your yard dead?
[01:39:05.449 --> 01:39:06.590]  People that are on wells.
[01:39:06.990 --> 01:39:09.972]  And they say, oh, I can't water, it'll hurt the earth.
[01:39:10.172 --> 01:39:11.133]  Listen, you idiot!
[01:39:11.253 --> 01:39:12.373]  There's a life cycle!
[01:39:12.554 --> 01:39:15.695]  Take the water out of the ground, it goes up into the clouds, it comes back down!
[01:39:15.876 --> 01:39:16.536]  You idiots!
[01:39:17.116 --> 01:39:19.738]  Sorry, you're being... Listen, listen to this, okay?
[01:39:21.007 --> 01:39:23.528]  The police charged an accident victim.
[01:39:24.049 --> 01:39:28.391]  She was like, she wasn't even charged in a car accident.
[01:39:29.151 --> 01:39:33.673]  She got a bill two or three weeks later for $400 for accident reporting.
[01:39:33.793 --> 01:39:34.234]  No, I know.
[01:39:34.294 --> 01:39:37.655]  The police admit that they're riding everybody tickets, squeezing everybody.
[01:39:37.955 --> 01:39:41.057]  They're arresting ambulance drivers that turn their lights on now.
[01:39:41.517 --> 01:39:43.498]  I mean, everything's falling apart.
[01:39:43.878 --> 01:39:45.699]  I have a bill I haven't gotten to yet.
[01:39:46.337 --> 01:39:53.101]  That it's going to the Governor's desk that says, no more Fourth Amendment, no more Bill of Rights, the CPS can kidnap any kids they want.
[01:39:53.481 --> 01:39:54.962]  I mean, it's just totally criminal!
[01:39:55.522 --> 01:40:02.226]  And the CPS, you know, I was given five, six-year-old numbers, they were five times more likely, Justice Department to abuse kids.
[01:40:02.786 --> 01:40:13.532]  Now I got the new numbers this week, I got it here in the article, that the seven times more dangerous than any other group, and they study all groups, is governments with kids in custody.
[01:40:14.102 --> 01:40:17.104]  The CPS are the ones that need to be shut down.
[01:40:17.144 --> 01:40:26.991]  They say no matter how many kids they kill, no matter how many pedophiles join CPS because they can rape kids and get away with it there, no matter how bad it is, it's still to save kids.
[01:40:27.031 --> 01:40:33.055]  It's okay if they kill a hundred kids to save one kid and all they do is advertise how parents are bad.
[01:40:33.295 --> 01:40:35.056]  I was reading on one of the local news sites
[01:40:36.124 --> 01:40:37.925]  That was criticizing all of this, sir.
[01:40:38.265 --> 01:40:43.028]  You know, showing the bill, and the CPS workers are going, families are evil, parents abuse their children.
[01:40:43.288 --> 01:40:44.769]  No, the statistics don't lie.
[01:40:45.069 --> 01:40:45.649]  You do!
[01:40:45.909 --> 01:40:49.651]  You degenerate scum that violate the Bill of Rights and Constitution.
[01:40:49.671 --> 01:40:50.131]  Go ahead.
[01:40:50.952 --> 01:40:57.515]  Well, listen, uh, you know, I mean, like, you talk about this stuff, but I'm seeing it here locally, and- I know!
[01:40:57.595 --> 01:40:58.416]  They're taking over!
[01:40:59.136 --> 01:41:02.878]  Believe it or not- Listen, I've had senators on- Alex, listen.
[01:41:03.433 --> 01:41:07.696]  There's 50 protesters out there now, just saying, what happened to my kids?
[01:41:08.677 --> 01:41:11.359]  I mean, on this corner, we're taking their kids.
[01:41:11.439 --> 01:41:26.329]  I know they pick them up, but listen, I had a senator on from Georgia, and she named the names, it's in the newspaper, where they go to school, and they go, we need a blonde-haired kid, somebody wants a black-haired white girl that's got a beauty mark, and they literally just grab your kids!
[01:41:26.850 --> 01:41:29.572]  I mean, listen... Okay, okay, I was in Target,
[01:41:30.817 --> 01:41:35.301]  And, uh, like, I got targeted for pickup in Tarjay.
[01:41:35.801 --> 01:41:36.742]  I'm not making this up.
[01:41:37.863 --> 01:41:38.423]  What happened?
[01:41:39.284 --> 01:41:42.767]  Okay, you know, you seem like... Well, I go in there, like, I work construction.
[01:41:42.787 --> 01:41:43.408]  I'm a construction worker.
[01:41:43.448 --> 01:41:46.610]  I got a certain kind of stance, like ironworkers or whatever.
[01:41:46.870 --> 01:41:50.073]  You know, I walk in, and I think that's why I was targeted for the cameras.
[01:41:50.353 --> 01:41:56.999]  But before even this happened, this happened two months ago, I saw, like, 300 of those bubbles they got.
[01:41:58.465 --> 01:42:03.806]  Over at Super Target store, they're like 15 feet apart, the bubble, the camera bubbles.
[01:42:04.046 --> 01:42:04.386]  Oh, I know.
[01:42:04.406 --> 01:42:10.828]  They're just, they're training you over the top, where when you go to the beach now, there's surveillance cameras and things scanning your face.
[01:42:11.308 --> 01:42:12.568]  Folks, listen to me.
[01:42:12.728 --> 01:42:16.929]  Even if you think CPS are the greatest people on earth, why did we have due process before?
[01:42:17.329 --> 01:42:18.589]  Why are they taking children?
[01:42:18.629 --> 01:42:21.210]  They already take kids without warrants, without judge's orders.
[01:42:21.650 --> 01:42:30.881]  And then they got their own sickening family courts and it comes out in national news that these family courts, everyone they look into, the judges are being paid kickback on the number of kids they take.
[01:42:31.121 --> 01:42:32.603]  There's federal bounties!
[01:42:32.843 --> 01:42:35.266]  They grab over a million kids every year!
[01:42:35.286 --> 01:42:38.450]  And it makes me mad!
[01:42:38.510 --> 01:42:41.634]  The government is a bunch of child kidnapping trash!
[01:42:43.442 --> 01:42:45.384]  Don't you know about the eugenicist Nazis?
[01:42:45.744 --> 01:42:46.805]  Kidnapping everybody's kids?
[01:42:46.845 --> 01:42:47.565]  And the Soviets?
[01:42:47.866 --> 01:42:49.347]  And the Communist Chinese?
[01:42:49.847 --> 01:42:50.568]  It's the same thing!
[01:42:50.628 --> 01:42:51.809]  It's what government does!
[01:42:52.209 --> 01:42:53.310]  Kids are valuable!
[01:42:55.092 --> 01:42:56.613]  There's people that want to adopt them!
[01:42:57.934 --> 01:42:59.215]  This is how they operate!
[01:42:59.255 --> 01:43:00.296]  This is how they work!
[01:43:01.276 --> 01:43:02.798]  And it just tears my guts out, man.
[01:43:02.838 --> 01:43:05.600]  It tears my guts out to know I'm right about this.
[01:43:05.640 --> 01:43:06.441]  To know it's real.
[01:43:06.881 --> 01:43:08.282]  I'm going to tell you about this bill when we get back.
[01:43:08.302 --> 01:43:09.143]  I forgot to get to it.
[01:43:10.367 --> 01:43:11.569]  It's going to the governor's desk.
[01:43:11.629 --> 01:43:14.552]  By the way, this bill wasn't even passed after it was in committee.
[01:43:15.834 --> 01:43:19.057]  Kirk Watson tagged it onto a bill through corrupt House rules.
[01:43:19.117 --> 01:43:22.301]  I tell you, there's nobody worse in the Texas Senate than Kirk Watson.
[01:43:22.501 --> 01:43:24.424]  That unbelievable monster.
[01:43:25.879 --> 01:43:29.861]  Less than a century ago, half of the American public grew much of their own food.
[01:43:30.141 --> 01:43:34.263]  Today, it's been estimated that only 1% of Americans still grow their own food.
[01:43:34.523 --> 01:43:38.806]  During the Great Depression, over 18 million people suffered from starvation.
[01:43:39.006 --> 01:43:45.229]  And as America continues down its current path, for many, the reality of another depression is a very serious concern.
[01:43:45.769 --> 01:43:53.137]  With massive layoffs and unemployment at record levels, growing your own food will help you save money that you'd normally spend at the grocery store.
[01:43:53.417 --> 01:43:59.963]  Invest in your family's future by stocking up with your very own supply of seeds available from GetSeeds.net.
[01:44:00.244 --> 01:44:06.970]  Each order includes over 14,000 non-GMO chemical-free seeds that will provide you with food for years.
[01:44:07.271 --> 01:44:07.571]  Call 877
[01:44:09.332 --> 01:44:14.096]  Call 877-394-6657 to get 100 varieties of our heirloom seeds for just $49.
[01:44:14.276 --> 01:44:24.765]  Once again, that's getseeds.net or call 877-394-6657 to establish your own food supply today.
[01:44:25.205 --> 01:44:30.169]  The word catastrophe is defined as a sudden and widespread disaster.
[01:44:30.449 --> 01:44:33.632]  The only way to be truly ready is to prepare yourself now.
[01:44:34.132 --> 01:44:40.114]  The7store.net is here to make sure you are fully prepared in the event of any catastrophe.
[01:44:40.395 --> 01:44:52.199]  The7store.net carries high quality storable MREs, storable and freeze-dried foods, survival gear, terror and pandemic kits, water storage, self-reliant items, and more.
[01:44:52.579 --> 01:44:54.600]  All with a low price guarantee.
[01:44:54.920 --> 01:45:00.002]  We are ready to answer your questions and offer advice on preparedness, food storage, and more.
[01:45:00.302 --> 01:45:01.323]  See why The7store.net is
[01:45:02.363 --> 01:45:04.384]  When you hear the words water purification, what comes
[01:45:29.548 --> 01:45:31.491]  It's Berkey Water Purification Systems.
[01:45:31.571 --> 01:45:32.953]  This message is for you.
[01:45:33.233 --> 01:45:36.698]  Did you know that over 60% of municipal water contains fluoride?
[01:45:36.978 --> 01:45:44.548]  At less than 2 cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine, fluoride, and contaminants.
[01:45:44.548 --> 01:45:44.928]  I think so.
[01:46:14.588 --> 01:46:21.733]  Today, we cannot afford to ignore the current state of our country, the economy, job layoffs, mass foreclosures, and now we are all at risk of being exposed to this new flu pandemic.
[01:46:21.753 --> 01:46:22.854]  The Center for Disease Control
[01:46:38.524 --> 01:46:39.865]  Zeroflu.com offers you the very best at air purifiers.
[01:46:39.885 --> 01:46:47.648]  These revolutionary air purifiers protect up to 3,000 square feet of your home and stop 99.9% of airborne allergens, influenza, bacteria, viruses, pollen, dust, pet dander, black mold, MRSA, and more.
[01:47:03.115 --> 01:47:05.376]  Not only from the air, but from all surfaces.
[01:47:05.536 --> 01:47:08.278]  With no filters to replace ever, you save money.
[01:47:08.438 --> 01:47:09.619]  Prepare yourself today.
[01:47:09.759 --> 01:47:11.880]  To learn more, visit ZeroFlu.com.
[01:47:11.960 --> 01:47:13.541]  That's ZeroFlu.com.
[01:47:13.701 --> 01:47:14.261]  Or call 888-766-6066.
[01:47:14.281 --> 01:47:14.902]  888-766-6066 today.
[01:47:14.942 --> 01:47:15.462]  ZeroFlu.com.
[01:47:15.482 --> 01:47:17.763]  Protecting you and your family, one day at a time.
[01:47:25.758 --> 01:47:28.961]  You're listening to GCN.
[01:47:30.662 --> 01:47:33.104]  Genesis Communication Radio Network.
[01:47:37.868 --> 01:47:38.549]  You know something?
[01:47:38.569 --> 01:47:39.370]  I'm gonna say it again.
[01:47:39.410 --> 01:47:45.955]  People get upset and fired about their hockey team or about the Cowboys or about Michigan State or whatever.
[01:47:45.975 --> 01:47:48.017]  I get upset
[01:47:48.746 --> 01:47:56.928]  I mean, I read the CPS orders where they file fake reports and are so lazy, they won't even file the report with the right kid's name in one case I covered.
[01:47:57.288 --> 01:47:58.389]  It was just a wrong name.
[01:47:58.409 --> 01:48:00.229]  They said the kid was three, it was a newborn baby.
[01:48:00.489 --> 01:48:01.449]  They went and snatched it.
[01:48:01.489 --> 01:48:02.470]  No judge, no jury.
[01:48:03.110 --> 01:48:05.410]  Well, now they've introduced a bill where it's not even that.
[01:48:05.930 --> 01:48:09.211]  They can have your medical records, they can snatch your kid, anything.
[01:48:09.471 --> 01:48:11.572]  Now, this will get thrown out by the Texas Supreme Court.
[01:48:12.446 --> 01:48:14.852]  And they're doing this because they snagged those 400 kids.
[01:48:15.193 --> 01:48:16.857]  And I don't care if those were weirdos out there.
[01:48:16.977 --> 01:48:18.100]  They get their due process.
[01:48:18.441 --> 01:48:19.664]  And they had to release them.
[01:48:22.130 --> 01:48:23.852]  Remember when the Mormons split off group?
[01:48:24.292 --> 01:48:30.317]  So they're trying this, and Kirk Watson, I remember him grabbing all that land out west of Austin and making taxpayers pay for it.
[01:48:30.337 --> 01:48:31.818]  They wouldn't let the people that owned it build on it.
[01:48:32.159 --> 01:48:40.826]  Saying that because of salamanders, as soon as Kirk Watson and his little private bank out there on the edge of town, as soon as that happened, oh, we can build ranchettes on this now.
[01:48:41.427 --> 01:48:44.049]  Yeah, we can let select developers build stuff out there.
[01:48:45.390 --> 01:48:49.974]  When he was mayor of Austin, these people make, but they're for the earth, just like the liberals.
[01:48:50.401 --> 01:48:54.104]  You know, just like the, oh, Margaret Singer loves the black people.
[01:48:54.544 --> 01:49:01.630]  Ted Turner and David Rockefeller had a secret meeting to reduce the blacks' numbers because they love them so much.
[01:49:01.910 --> 01:49:03.131]  Oh, it's so liberal.
[01:49:04.872 --> 01:49:07.874]  You see, they can't come take your house or your kids or your land.
[01:49:08.155 --> 01:49:09.356]  They just come and say, I'm taking it.
[01:49:09.376 --> 01:49:10.056]  You'll fight back.
[01:49:10.356 --> 01:49:12.178]  But if they come and say, oh, you've been bad.
[01:49:12.218 --> 01:49:13.058]  It's for your own good.
[01:49:13.078 --> 01:49:14.219]  It's for the planet.
[01:49:14.239 --> 01:49:14.920]  You'll put up with it.
[01:49:15.901 --> 01:49:17.642]  I tell you, Kirk Watson makes me sick.
[01:49:19.155 --> 01:49:21.836]  I mean, he's a quintessential little oily fat cat.
[01:49:23.257 --> 01:49:27.959]  One night they were doing Beyond the Beltway up here, a nationally syndicated show out of the same studios here as they were traveling.
[01:49:28.540 --> 01:49:31.621]  Producer Dumont comes on after this show here on this station and others.
[01:49:32.462 --> 01:49:35.383]  And Watson came in and saw me and literally turned white when I was leaving.
[01:49:35.423 --> 01:49:38.304]  And I said, ah, Watson, I'm not going to be mean to you.
[01:49:38.485 --> 01:49:39.365]  Have a nice day, Watson.
[01:49:39.858 --> 01:49:41.018]  You're going to hell, don't worry.
[01:49:41.538 --> 01:49:42.539]  I didn't say that to him.
[01:49:42.999 --> 01:49:44.339]  But, you know, I'm a professional guy.
[01:49:44.739 --> 01:49:54.002]  I just can't get up here and think about them snatching people's kids without due process and to know, you know, literally, I scan the news four, five, five, six hours sometimes.
[01:49:54.022 --> 01:49:58.823]  Sometimes I get addicted and might scan for five, six hours at a time, you know, at night alone.
[01:50:00.244 --> 01:50:03.985]  But every day, four or five hours, you know, split up in the morning and at lunch and at night.
[01:50:04.885 --> 01:50:07.926]  And every day I see articles in Austin where I live.
[01:50:08.652 --> 01:50:11.074]  Where it'll say, oh, a mother arrested for child abuse.
[01:50:11.114 --> 01:50:12.296]  And I go, it's not going to be a mother.
[01:50:12.636 --> 01:50:13.637]  Five paragraphs in.
[01:50:13.657 --> 01:50:18.281]  In fact, I'll be sitting there at the breakfast table reading the paper and I'll say to my wife, watch this.
[01:50:18.381 --> 01:50:21.705]  It says a mother put her kid in a hot tub and boiled its skin off.
[01:50:21.945 --> 01:50:23.106]  It's going to be a foster parent.
[01:50:24.327 --> 01:50:29.112]  It'll say parent arrest because they don't want to say, they want to put the propaganda on the idea of parents.
[01:50:29.152 --> 01:50:30.373]  They play little semantical games.
[01:50:30.633 --> 01:50:33.156]  And then I'll open the next page and I'll say, oh, I'm right.
[01:50:33.806 --> 01:50:35.507]  How many times have you seen me do that at the office, Paul?
[01:50:36.267 --> 01:50:38.329]  I mean, I know how they operate.
[01:50:38.569 --> 01:50:40.050]  And it'll say, oh, the foster parent.
[01:50:40.470 --> 01:50:42.071]  Some lazy Ph.D.
[01:50:42.251 --> 01:50:43.171]  They're always a Ph.D.
[01:50:43.211 --> 01:50:44.492]  They couldn't get a regular job.
[01:50:45.012 --> 01:50:45.833]  They're lazy.
[01:50:46.773 --> 01:50:48.314]  They don't contribute to society.
[01:50:48.354 --> 01:50:50.976]  They just go out and they warehouse four or five kids at their house.
[01:50:51.436 --> 01:50:52.437]  And they make money off of them.
[01:50:52.457 --> 01:50:54.018]  And when they're bad, they put them in boiling water.
[01:50:54.218 --> 01:50:56.339]  They probably took the kid because the kid had a bruise on their leg.
[01:50:57.532 --> 01:50:58.972]  And now they're going to go in some boiling water.
[01:50:58.992 --> 01:51:00.233]  Now they're going to get their teeth pulled out.
[01:51:00.493 --> 01:51:04.173]  I mean, how many courts have ruled that the state can keep kids in cages?
[01:51:04.193 --> 01:51:11.815]  I always hear, a repairman saw the kids living in cages, but the state has ruled that the foster parent can keep the children in cages.
[01:51:12.095 --> 01:51:14.155]  They just can't do it more than 14 hours a day.
[01:51:14.695 --> 01:51:16.535]  You can go read those cases.
[01:51:16.776 --> 01:51:17.556]  You think I'm joking?
[01:51:18.016 --> 01:51:19.676]  I have the Buffalo News.
[01:51:22.016 --> 01:51:23.037]  And I have the London Guardian.
[01:51:23.157 --> 01:51:24.817]  Same day this came out, Thursday.
[01:51:26.323 --> 01:51:31.469]  And it says, oh, the police can taser you to make you answer questions or to give DNA.
[01:51:31.969 --> 01:51:38.136]  So, Art Acevedo, now, out at these warrantless checkpoints where they have these blank warrants signed by judges without true probable cause.
[01:51:41.699 --> 01:51:42.620]  Oh, right.
[01:51:42.660 --> 01:51:43.740]  I guess I'll put away my notes.
[01:51:43.760 --> 01:51:44.480]  I was giving it to myself.
[01:51:44.500 --> 01:51:44.781]  Yeah, yeah.
[01:51:44.801 --> 01:51:45.941]  I wouldn't give urine samples.
[01:51:45.961 --> 01:51:49.783]  The only thing that was stopping me was their coping interview doesn't have quite the timbering to it.
[01:52:01.863 --> 01:52:05.724]  And they tell you torturing people with waterboarding or raping their kids in front of them.
[01:52:05.884 --> 01:52:06.884]  The Army's own report.
[01:52:07.144 --> 01:52:10.625]  The Army admits they rape kids in front of their parents and they say that isn't torture.
[01:52:10.665 --> 01:52:12.466]  That's like 95% of the job, right?
[01:52:12.886 --> 01:52:13.926]  Army report.
[01:52:13.986 --> 01:52:14.526]  Yeah, right.
[01:52:14.867 --> 01:52:16.567]  Abu Ghraib raping children.
[01:52:16.607 --> 01:52:21.228]  You'll have MSNBC and you'll have New Yorker magazine.
[01:52:21.268 --> 01:52:22.229]  In fact, they don't believe me.
[01:52:22.449 --> 01:52:24.049]  Guys, right now, I want to read the headlines.
[01:52:24.089 --> 01:52:24.609]  I didn't print them.
[01:52:24.909 --> 01:52:26.990]  Google Army report.
[01:52:28.770 --> 01:52:29.631]  Children raped.
[01:52:31.679 --> 01:52:35.041]  And give me the MSNBC New Yorker magazine.
[01:52:37.103 --> 01:52:40.585]  Because I know you're cowardly, some of you out there, and you want to deny what's going on.
[01:52:40.605 --> 01:52:42.827]  Or maybe you're saying I'm the extremist.
[01:52:42.847 --> 01:52:44.528]  How dare you not want to rape children, Alex?
[01:52:44.748 --> 01:52:50.512]  How dare you not want the government to be kidnapping children and taking them to government rape rooms with big fat pedophiles that have their way with them?
[01:52:51.186 --> 01:52:52.468]  Where do you think the pedophiles go?
[01:52:52.488 --> 01:52:55.674]  They go become cruelty officers and CPS people.
[01:52:55.854 --> 01:52:57.216]  You know about the Texas Youth Commission?
[01:52:57.417 --> 01:53:02.425]  The media focused on the cock fighting, human cock fighting, with kids beating each other to death?
[01:53:02.886 --> 01:53:03.086]  No!
[01:53:03.931 --> 01:53:05.732]  They were pimping little kids out!
[01:53:05.812 --> 01:53:09.314]  That's what the Texas Rangers tried to stop, but no, they weren't allowed to!
[01:53:09.494 --> 01:53:12.776]  It was judges making the money off of pimping the kids!
[01:53:13.856 --> 01:53:14.697]  You're evil!
[01:53:14.857 --> 01:53:17.839]  And let me tell you, I get angry about real issues!
[01:53:17.959 --> 01:53:20.240]  I haven't been killed in, I haven't been lobotomized!
[01:53:20.340 --> 01:53:21.901]  I haven't had my manhood taken!
[01:53:22.141 --> 01:53:25.123]  I haven't had my soul taken while I'm in the United States!
[01:53:25.163 --> 01:53:29.005]  You go yell and scream about your stupid, fake manhood sports!
[01:53:29.025 --> 01:53:33.187]  I'll yell and scream with what my manhood was meant for to fight tyranny!
[01:53:34.393 --> 01:53:36.195]  See how that's a false expression?
[01:53:36.215 --> 01:53:38.717]  They make you use up your manhood on fake baloney.
[01:53:41.119 --> 01:53:43.001]  And it'd be fine if we weren't going to hell in a handball.
[01:53:43.041 --> 01:53:44.623]  You get to spend your time enjoying the sports.
[01:53:44.643 --> 01:53:45.323]  I'm not saying that.
[01:53:45.363 --> 01:53:51.409]  When you get upset about it and cry and yell, then you're the first one to tell me I'm weird because I think this is bad.
[01:53:52.249 --> 01:53:53.050]  Ruling allows.
[01:53:53.731 --> 01:53:56.653]  Taser used to get DNA, maybe Nations First.
[01:53:57.754 --> 01:53:58.555]  Actually, I googled it.
[01:53:58.595 --> 01:53:59.496]  It's not the Nations First.
[01:54:01.061 --> 01:54:11.344]  And it says it's legally permissible for police to zap a suspect with a taser to obtain DNA samples as long as it's not done maliciously or to an excessive extent or with resulting injury.
[01:54:12.856 --> 01:54:16.180]  So that ruins a lie, saying it doesn't injure you and doesn't hurt you.
[01:54:16.200 --> 01:54:17.621]  That's torture!
[01:54:17.921 --> 01:54:18.802]  That's torture!
[01:54:18.922 --> 01:54:20.003]  Oh, you won't pee in a cup?
[01:54:20.364 --> 01:54:23.087]  I'm gonna chain you down and electrocute you.
[01:54:23.287 --> 01:54:26.971]  And I'm the extremist because I'm saying that's wrong.
[01:54:27.011 --> 01:54:28.172]  I got another one here.
[01:54:28.232 --> 01:54:30.755]  Ship encounters encourages residents.
[01:54:31.395 --> 01:54:33.377]  To report out-of-state license plates.
[01:54:33.417 --> 01:54:34.258]  I've got stacks of these.
[01:54:34.278 --> 01:54:35.359]  I've got like 50 of these.
[01:54:35.379 --> 01:54:36.240]  I haven't even covered 30, 40, 50.
[01:54:36.460 --> 01:54:37.321]  I don't know.
[01:54:37.401 --> 01:54:40.004]  A huge stack of articles.
[01:54:40.024 --> 01:54:40.965]  Again, it's always petty things.
[01:54:41.025 --> 01:54:42.006]  Oh, report child abuse.
[01:54:42.066 --> 01:54:44.508]  Oh, report out-of-state plates if your neighbor hadn't changed them.
[01:54:44.548 --> 01:54:45.289]  They're a scofflaw.
[01:54:45.349 --> 01:54:47.371]  We're not able to scan and read those here locally.
[01:54:47.591 --> 01:54:48.672]  Go ahead and report your neighbor.
[01:54:48.712 --> 01:54:49.753]  Report your neighbor for pot.
[01:54:49.793 --> 01:54:50.674]  Report your neighbor for this.
[01:54:50.954 --> 01:54:51.935]  Report your neighbor for that.
[01:54:52.296 --> 01:54:54.598]  Every day I see articles where she says the U.S.
[01:54:54.618 --> 01:54:55.499]  would retaliate.
[01:54:55.999 --> 01:54:59.562]  Realtors are in people's houses and seek gun cases and call the cops on them.
[01:54:59.802 --> 01:55:03.625]  Like guns are illegal because they teach these morons that on the nightly news.
[01:55:03.825 --> 01:55:07.148]  Guns aren't illegal you stupid cowardly chicken neck pieces of filth!
[01:55:07.388 --> 01:55:12.992]  Don't you understand you're gonna have everything taken from you by these offshore banks because you've turned into domesticated foolish scum!
[01:55:15.154 --> 01:55:16.195]  I'm sick of tyranny!
[01:55:16.235 --> 01:55:17.716]  I want to defeat the new world order!
[01:55:18.537 --> 01:55:22.160]  CHP encourages residents to report out-of-state license plates.
[01:55:23.120 --> 01:55:25.162]  California Highway Patrol is out to catch
[01:55:26.078 --> 01:55:26.998]  Cheaters, oh!
[01:55:27.799 --> 01:55:28.659]  How about yourselves?
[01:55:29.159 --> 01:55:33.221]  The CHP is asking people to report those who drive around with out-of-state license plates.
[01:55:33.261 --> 01:55:38.683]  The program is called Californians Help Eliminate All the Evasive Registration Scofflaws or Cheaters.
[01:55:40.403 --> 01:55:42.704]  And again, the cops could pull people over with out-of-state plates.
[01:55:42.784 --> 01:55:47.986]  It's about making, they always make the most basic thing illegal, or the perception of illegal.
[01:55:48.459 --> 01:55:54.483]  It's like when they tell cops, if you pull somebody over and they've got a road almanac, they're probably a terrorist.
[01:55:54.523 --> 01:55:57.425]  Or if they've got a Ron Paul sticker, they're probably a terrorist.
[01:55:57.445 --> 01:56:01.328]  Because see, if they can sell you to start looking when you're in people's houses.
[01:56:01.348 --> 01:56:06.791]  By the way, you know most carpet cleaner companies and people make more money off tattling on you than they do off cleaning your carpets.
[01:56:06.811 --> 01:56:09.613]  You know, most carpet cleaning companies, big ones, just lose money.
[01:56:09.933 --> 01:56:12.195]  The money is in the tattling and scoping your house.
[01:56:12.788 --> 01:56:18.211]  Because, uh, the company ends up getting about 20% or any fines or fees or payoffs.
[01:56:18.471 --> 01:56:19.151]  That's on record.
[01:56:19.452 --> 01:56:21.573]  And then they give a little goody to their little spy.
[01:56:21.973 --> 01:56:26.856]  So while you're out of the room and the carpet cleaner's in there, cleaner and the plumber's in there, he's digging around through everything you got.
[01:56:27.076 --> 01:56:28.637]  This country's like the Soviet Union.
[01:56:28.817 --> 01:56:30.578]  And again, I'm the weirdo because I don't like it.
[01:56:31.838 --> 01:56:32.619]  See, you got a problem.
[01:56:32.639 --> 01:56:34.960]  We were all taught that was the Soviet Union, that was Nazi Germany.
[01:56:35.220 --> 01:56:36.841]  But see, now we're being taught it's good.
[01:56:37.081 --> 01:56:37.741]  No, it isn't good.
[01:56:38.002 --> 01:56:38.782]  It's degenerate.
[01:56:41.497 --> 01:56:41.977]  Unbelievable.
[01:56:41.997 --> 01:56:43.258]  Look at all these other articles I've got.
[01:56:43.378 --> 01:56:44.999]  I mean, they just get more and more hardcore.
[01:56:45.879 --> 01:56:46.920]  More and more incredible.
