[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[00:27:27.235 --> 00:27:37.799]  And I wanted to be on record with the filmmakers and read part of a negative review by Scott Von Dovak, I believe is how you pronounce it.
[00:27:38.019 --> 00:27:40.540]  And this was out of Nerve.com.
[00:27:40.560 --> 00:27:41.700]  Yeah, I read that one.
[00:27:42.080 --> 00:27:43.141]  So let me read some of this.
[00:27:43.201 --> 00:27:51.345]  It says, Welcome to the New World Order where 9-11 was an inside job and secret of elitist organizations called the Bilderberg Group, the Trilateral Commission and or the Council on Foreign Relations.
[00:27:51.385 --> 00:27:55.327]  Now we explain there are different governmental systems just like we have a House and a Senate.
[00:27:56.007 --> 00:27:57.688]  It doesn't mean either one of them doesn't exist.
[00:27:58.228 --> 00:27:59.730]  You know, Washington D.C.
[00:27:59.770 --> 00:28:03.616]  exists, the House, the Senate, the Judiciary, the Legislature, the Executive exist.
[00:28:03.636 --> 00:28:12.289]  And it goes on, our only hope is a ragtag band of conspiracy theorists, anarchists, and anti-globalists led by the mad prophet of the Infowars, Alex Jones.
[00:28:12.309 --> 00:28:13.370]  And then it goes on to say...
[00:28:14.673 --> 00:28:23.296]  That Meyer and Neal aren't concerned about the reality of these beliefs, and they don't present any counter-arguments or talking head rebuttals.
[00:28:23.396 --> 00:28:24.657]  Actually, there are people in there rebutting.
[00:28:25.177 --> 00:28:25.937]  They don't have to.
[00:28:26.317 --> 00:28:32.980]  In a way, New World Order is an extension of their previous film, Darkon, which was about live-action role-playing gamers.
[00:28:33.280 --> 00:28:38.202]  The movie's tagline was, everybody wants to be a hero, which could just as easily apply to this one.
[00:28:38.502 --> 00:28:41.865]  You don't need a PhD to figure out the psychology at work here.
[00:28:42.245 --> 00:28:44.306]  We'd all like to think that our lives are important.
[00:28:44.727 --> 00:28:46.108]  That's the classic yuppie thing.
[00:28:46.148 --> 00:28:46.988]  None of us are important.
[00:28:47.008 --> 00:28:48.349]  Let's just have hopeless lives.
[00:28:48.590 --> 00:28:50.211]  It's impossible to be politically active.
[00:28:50.591 --> 00:29:04.702]  And if you can convince yourself that you're one of the few in the know about what's really going on in the world, one of the few fighting for good, fight against forces that's been on destroying you, well, then you have a lot in common with Jones, Radowsky,
[00:29:05.973 --> 00:29:06.854]  Jackson and the rest.
[00:29:06.874 --> 00:29:09.455]  And then he goes on to say I'm insane.
[00:29:09.495 --> 00:29:11.036]  Basically Bilderberg didn't exist.
[00:29:11.456 --> 00:29:13.197]  I was imagining cars following us.
[00:29:13.497 --> 00:29:15.558]  I was imagining Secret Service behind bushes.
[00:29:15.859 --> 00:29:17.640]  Did a car follow us?
[00:29:17.780 --> 00:29:25.764]  It's one of the most kind of amusing things to me that like sometimes people are like so is a car really following you?
[00:29:25.844 --> 00:29:28.185]  Or like does the Bilderberg group really exist?
[00:29:29.426 --> 00:29:29.926]  Yeah, man.
[00:29:29.966 --> 00:29:32.767]  Like, not only do they exist, they admit they exist now.
[00:29:33.167 --> 00:29:35.788]  And, uh, you know, there was absolutely no question.
[00:29:35.808 --> 00:29:41.589]  This is something I wanted to talk about on the show because I wanted to make it clear, and we had a discussion that night in the hotel room about it.
[00:29:42.049 --> 00:29:48.471]  You know, there's no question, first of all, in my mind, that there were people the night before at the bar
[00:29:48.971 --> 00:29:54.392]  Who were in there, who were, you know, doing some kind of recon of some sort.
[00:29:54.792 --> 00:30:00.194]  And then, the next morning, there's absolutely no question that we were being, in my opinion, we were being followed.
[00:30:00.214 --> 00:30:01.894]  I mean, we took about nine turns.
[00:30:02.314 --> 00:30:05.055]  That guy tailed us all the way out, so we took nine turns.
[00:30:05.075 --> 00:30:07.276]  And then he got out and he was six foot four, built in.
[00:30:07.336 --> 00:30:08.176]  He's a big guy, yeah.
[00:30:08.216 --> 00:30:09.516]  You know, in a dress outfit.
[00:30:09.576 --> 00:30:13.677]  I mean, it's the classic FBI slash, you know, Army commando.
[00:30:13.697 --> 00:30:15.418]  I mean, he was either FBI or he was Army commando.
[00:30:15.678 --> 00:30:17.078]  Well, I mean, specifically, I would...
[00:30:17.398 --> 00:30:23.800]  I mean, that was like, that's something that, you know, that's, that, and I felt like we showed it pretty accurately.
[00:30:23.840 --> 00:30:32.863]  But I mean, how can they not show guys with black sunglasses in police vehicles with police wearing black glasses pointing at us and those don't exist?
[00:30:33.083 --> 00:30:33.883]  See, I'm insane.
[00:30:33.903 --> 00:30:34.784]  I just want to be a hero.
[00:30:35.124 --> 00:30:35.884]  None of this exists.
[00:30:36.044 --> 00:30:40.607]  And that's part of, you know, that's part of, you know, the power of interpretation.
[00:30:40.667 --> 00:30:47.372]  I think a lot of people will come to this film with preconceived ideas, and I think that's why you're going to see a broad variety of responses to it.
[00:30:47.392 --> 00:30:55.517]  You know, some people are going to come with preconceived notions that this is all whack job stuff, and they're going to leave, and maybe it won't change their mind.
[00:30:55.757 --> 00:30:59.480]  And maybe they're going to come in believing all of it, and maybe they'll leave believing all of it.
[00:30:59.680 --> 00:31:08.223]  I mean, you know, what we hope is that we did show what you guys were like, what your experiences had been, and why you believed in what you believed.
[00:31:08.263 --> 00:31:22.827]  And through that, to humanize you, to take you out of this kind of cliched environment where, you know, you're just kind of ranting at the margins, which really is a danger for your message, you know?
[00:31:23.727 --> 00:31:27.109]  And so, you know, I hope that it would affect things positively in that way.
[00:31:27.129 --> 00:31:28.349]  Luke, comments along those lines?
[00:31:29.079 --> 00:31:38.164]  Yeah, um, when we were having test screenings, it was very interesting that people would watch the same film and some people would have a totally negative reaction to everything in there.
[00:31:38.184 --> 00:31:40.966]  They would think that everything in the whole film wasn't true.
[00:31:41.446 --> 00:31:52.772]  And there'd be other people in the same audience that would think everything in there was totally true and totally, um, that it was like, it was the beginning of a whole bunch of information that was out there.
[00:31:53.627 --> 00:31:59.929]  And then there would be other people in between who would have a transformative experience in watching the film both directions.
[00:31:59.949 --> 00:32:12.932]  So I think it's interesting that this film, you know, I hope, shows a very honest picture of how things happen when you're out there trying to uncover stuff, investigating what's going on out there.
[00:32:12.952 --> 00:32:21.054]  And if people see that objective, honest view into what
[00:32:23.004 --> 00:32:23.844]  Into what happens?
[00:32:24.144 --> 00:32:25.665]  It's up to them to draw their own conclusions.
[00:32:25.685 --> 00:32:35.249]  That Nerve.com article pisses me off because it's like the guy betrays himself as bias in the first couple sentences of his review.
[00:32:35.649 --> 00:32:49.274]  If you walk into a review and are like, you know, and use those like derogatory terms that are clearly like, you know, pigeonholing people and like clearly he sat through the whole movie, he went into the movie thinking that way about them
[00:32:50.094 --> 00:33:00.643]  And continued to think about them that way, and didn't care to try to look at what he was seeing on screen, didn't care to look at the people who were in front of him and understand why they believe what they believe.
[00:33:00.724 --> 00:33:05.708]  Well, Andrew, let me make this point here, and that's why I'm making a big deal out of this, because it isn't just this review.
[00:33:05.748 --> 00:33:06.469]  I probably saw...
[00:33:08.038 --> 00:33:17.663]  Twenty reviews or more, and I have them here on the stack, and half of them were, yeah, these guys seem wild, but a lot of it's checking out nowadays, and they link to a few mainstream news articles.
[00:33:17.963 --> 00:33:25.567]  Hey, here's Time Magazine, here's others admitting they're setting up a bank of the world, just like the conspiracy theorist always said, and they said they would use an economic crisis to do it.
[00:33:26.187 --> 00:33:27.547]  I mean, this is mass delusion.
[00:33:27.607 --> 00:33:42.632]  You guys were there at the Hyatt, we were staying at a few miles away, and Davis, who's one of your partners, he is off at another screening of this right now, so he couldn't be here, and he comes over and he goes, you know these guys are cops.
[00:33:42.692 --> 00:33:47.353]  You know, my dad's a cop, and he's now a famous private detective, but he didn't want to get into that.
[00:33:47.373 --> 00:33:51.554]  The point is, is that, you know, he's from Chicago, and I go, well no, I know they're cops.
[00:33:51.894 --> 00:33:52.855]  This happens everywhere we go.
[00:33:53.175 --> 00:33:54.135]  We're at the bar, we're at the,
[00:33:54.455 --> 00:34:03.199]  Every time we're eating, big guys, 45 years old, 6 foot 5, in suits, act like they're with you and they walk up and say, hey, do you want to attack the State Department with us?
[00:34:04.119 --> 00:34:07.721]  And I'm like, just start laughing at them, saying, no, we're here, journalists, to cover this.
[00:34:07.741 --> 00:34:11.242]  Like, oh, because I really want to help you go attack government buildings right now.
[00:34:11.522 --> 00:34:17.385]  Now, if I would have been drunk or something and said, yeah, just joking, I would have been arrested and been on the news that I was an al-Qaeda guy planning terror.
[00:34:17.805 --> 00:34:22.527]  This happens every week when you hear about some cell they busted and it comes out later, it was at a bar and somebody just joked.
[00:34:23.107 --> 00:34:28.072]  So, you guys were there, while feds are on us, you're witnessing this happening.
[00:34:28.412 --> 00:34:37.000]  Then, as we get kicked out of the other base at Bilderberg, I am walking around videotaping, security comes up and says, don't videotape.
[00:34:37.020 --> 00:34:37.580]  We say, okay.
[00:34:37.600 --> 00:34:42.505]  They follow us into the bar, and they say, you know, we've had people try to steal things by pulling fire alarms.
[00:34:42.945 --> 00:34:46.608]  Rob Jacobson's with me, you guys are up in the hotel room, I'm about to come, I'm about to do coast-to-coast AM.
[00:34:47.429 --> 00:35:11.278]  And I say, okay, finish eating my hamburger, and then I go upstairs and the fire alarm goes off, and then I've been outside an hour before shooting video of the hotel, and there were these workmen with these big work trucks going, yeah, we're going to pull it at about 1 a.m., and I didn't know what they were talking about at the time, but after that, they did the fire alarm for whatever reason on purpose,
[00:35:11.838 --> 00:35:21.045]  They came up to us and asked us about fire alarms, and then it says here, I'm a kook crazy person and there's no cars following me, there's no secret service.
[00:35:21.065 --> 00:35:22.767]  I mean, let me just read the quote and then I'll shut up about this.
[00:35:22.807 --> 00:35:27.591]  It says, Paranoid delusions are contagious in New World Order, and Alex Jones is patient zero.
[00:35:28.171 --> 00:35:28.791]  And it goes on.
[00:35:28.811 --> 00:35:33.093]  It says, his face a puffy fright mask of Popeye'd outrage.
