[00:00:00.069 --> 00:00:00.709]  Corruption.
[01:36:37.003 --> 01:36:40.506]  The individual or the minority is protected against the majority.
[01:36:40.966 --> 01:36:46.790]  In a democracy, which Hitler got elected in, if 51% say kill the other 49%, it happens.
[01:36:47.311 --> 01:36:53.495]  In a democracy, if people go and vote in Austin to come take your house outright and move into it, they do it.
[01:36:54.156 --> 01:36:59.380]  And see, they're telling these dumbed-down, fluoride-head masses that they're going to get the rich.
[01:36:59.440 --> 01:37:05.945]  But the poor people think the rich are somebody driving a Pinto that's got less rust on it than theirs.
[01:37:07.014 --> 01:37:10.196]  Or they're Gremlin, or they're, you know, whatever their hoopy is.
[01:37:10.797 --> 01:37:12.538]  And so, you like that, Bartman?
[01:37:13.119 --> 01:37:17.162]  I mean, the point is, is that this is real, folks.
[01:37:17.562 --> 01:37:24.567]  The ultra-rich use the poor working class or poor welfare class to wage war against the middle class.
[01:37:24.908 --> 01:37:26.489]  Pressure from above, pressure from below.
[01:37:28.186 --> 01:37:30.748]  Folks, if you've got more than $10 in the bank, you're in deep trouble.
[01:37:30.928 --> 01:37:32.129]  If you're poor, you're in deep trouble.
[01:37:32.149 --> 01:37:34.830]  But they're going to sick the poor on what's left of this country.
[01:37:35.171 --> 01:37:40.814]  The globalists don't want a free market, they're monopoly men, as John D. Rockefeller I said, competition is a sin.
[01:37:41.134 --> 01:37:42.195]  Okay, straight to your calls.
[01:37:42.495 --> 01:37:46.858]  Chase in California, then Jay, Kyle, Tory, Barbara, Dan, Lacey, and others.
[01:37:46.898 --> 01:37:47.559]  Go ahead, Chase.
[01:37:48.579 --> 01:37:55.984]  Hey Alex, I'm a long-time listener, first-time caller, and I want to tell your entire audience, everything that you're saying is completely real.
[01:37:56.875 --> 01:37:59.577]  I'm a retired Marine, a two-time war veteran.
[01:37:59.617 --> 01:38:05.981]  I had some family come by and I knew that my wife's sister's son had a history of drug problems.
[01:38:07.041 --> 01:38:12.585]  Anyway, I guess he was afraid of a two-time war veteran that's got PTSD and 100%.
[01:38:13.185 --> 01:38:15.347]  But all he had to do was make a phone call.
[01:38:16.807 --> 01:38:18.068]  And everything you're saying is true.
[01:38:18.148 --> 01:38:20.710]  I was laying in my office actually listening to your radio show.
[01:38:21.676 --> 01:38:24.157]  They came in, they woke me up, they got my son to open the door.
[01:38:24.657 --> 01:38:26.617]  They tasered me, they took me off barefoot.
[01:38:27.117 --> 01:38:29.218]  All I had on was what I was sleeping in.
[01:38:30.378 --> 01:38:36.380]  First they took me to a medical unit, where I refused their shots, because they wanted to give me shots for something.
[01:38:36.460 --> 01:38:37.540]  I'm not trusting any shots.
[01:38:38.120 --> 01:38:39.100]  I've listened to you too long.
[01:38:40.220 --> 01:38:42.821]  Then they took me to jail, and I was walking around jail barefoot.
[01:38:43.021 --> 01:38:45.462]  So I'm just... I'm also an author, okay?
[01:38:45.502 --> 01:38:46.362]  I've written three books.
[01:38:47.014 --> 01:38:48.898]  The last book I wrote is called Dream Reachers.
[01:38:49.379 --> 01:38:52.485]  My co-authors are Clint Eastwood and Ted Kennedy.
[01:38:54.354 --> 01:38:55.715]  I've interviewed Darcy Donovan.
[01:38:56.315 --> 01:38:57.676]  That's awesome, send it to me.
[01:38:57.716 --> 01:39:02.459]  But yeah, for those that don't know, they're going to ban, this is public, most veterans owning guns.
[01:39:02.519 --> 01:39:07.723]  First thing Clinton did when he left office was turn over 86,000 names of vets with PTSD.
[01:39:08.043 --> 01:39:10.064]  No judge, no jury, you don't get your gun.
[01:39:10.485 --> 01:39:13.207]  And they have a bill introduced called No Fly, No Buy.
[01:39:13.487 --> 01:39:16.989]  There's 1.2 million on it since they made it secret six months ago.
[01:39:17.009 --> 01:39:17.950]  It was growing 25,000 names a week.
[01:39:19.871 --> 01:39:26.199]  And they're saying that the Attorney General will put you on a no-gun list even though you have no crimes, no convictions.
[01:39:26.760 --> 01:39:28.743]  And then Obama says he will hold U.S.
[01:39:28.803 --> 01:39:36.652]  citizens in domestic bases with no habeas corpus indefinitely forever, worse than Bush.
[01:39:38.483 --> 01:39:42.744]  But then he does some shill thing about he's going to investigate if there was torture.
[01:39:42.904 --> 01:39:46.925]  When they know there was torture from the Army's own reports, he'll do that to cover up.
[01:39:47.525 --> 01:39:57.928]  And yes, the DHS report says the number one terror threat is veterans, and the whole Department of Homeland Security system is set up to take your guns.
[01:39:58.208 --> 01:40:04.370]  Write it up in an article, send it to writers at InfoWars.com.
[01:40:04.390 --> 01:40:04.970]  Anything else, sir?
[01:40:06.212 --> 01:40:15.221]  No, I just wanted your audience to know that, um, I mean, I can look out the window in my neighborhood at my lamppost and I see a black thing on top of it.
[01:40:15.481 --> 01:40:17.583]  This is, uh, it's a nightmare.
[01:40:17.604 --> 01:40:19.185]  I just finished a book called Brain Reaches.
[01:40:19.225 --> 01:40:20.406]  I'm not trying to plug my book.
[01:40:20.687 --> 01:40:21.187]  No, that's fine.
[01:40:21.207 --> 01:40:22.108]  Listen, I appreciate your call.
[01:40:22.128 --> 01:40:23.409]  Now, they got cameras everywhere.
[01:40:24.289 --> 01:40:25.470]  It's GoldenEye.
[01:40:25.950 --> 01:40:26.890]  You see that movie.
[01:40:27.570 --> 01:40:28.351]  People should see it.
[01:40:29.211 --> 01:40:30.332]  And there's an eagle eye.
[01:40:30.472 --> 01:40:31.272]  I watched it on the treadmill.
[01:40:31.292 --> 01:40:32.613]  People kept saying I needed to watch it.
[01:40:32.893 --> 01:40:37.575]  It's all about this computer and it's watching and face scanning everybody from blimps.
[01:40:37.895 --> 01:40:39.315]  They already had that 10 years ago.
[01:40:39.395 --> 01:40:40.116]  People laughed at me.
[01:40:40.156 --> 01:40:41.116]  Now it's declassified.
[01:40:41.356 --> 01:40:42.817]  They really have stuff like that.
[01:40:44.133 --> 01:40:45.674]  That's how they can launch terror attacks.
[01:40:45.894 --> 01:40:48.675]  One globalist can go in and order the computers.
[01:40:48.735 --> 01:40:51.636]  See, it's not a computer running wild on its own.
[01:40:51.696 --> 01:40:55.697]  It's being given orders, and then it does it, and then the globalists don't need accomplices.
[01:40:56.417 --> 01:40:58.498]  And Bob Woodward just wrote a book about this.
[01:40:58.558 --> 01:41:00.799]  He calls it the secret weapon of the Pentagon.
[01:41:01.359 --> 01:41:02.359]  It's not so secret.
[01:41:03.200 --> 01:41:05.300]  Let's talk to Jay Enmasse.
[01:41:05.380 --> 01:41:06.261]  Jay, you're on the air.
[01:41:07.501 --> 01:41:08.041]  Hey, Alex.
[01:41:08.161 --> 01:41:08.641]  How you doing?
[01:41:09.262 --> 01:41:09.682]  Hey, bro.
[01:41:09.702 --> 01:41:09.882]  Good.
[01:41:09.902 --> 01:41:10.502]  What's on your mind?
[01:41:10.522 --> 01:41:13.003]  Down with the new world order, brother.
[01:41:13.581 --> 01:41:23.705]  Can you believe that they're shutting down our videos and saying that if a few people complain and say it's racist, then my video's gone and now they have bills?
[01:41:24.025 --> 01:41:28.067]  That if somebody complains and say you hurt their feelings, you get arrested federally?
[01:41:28.107 --> 01:41:29.047]  I mean, that's in the bill!
[01:41:30.288 --> 01:41:32.449]  No, that's just the last straw for me.
[01:41:32.489 --> 01:41:37.811]  I don't know why that hits me so hard, but it just twists right where it hurts the most for me.
[01:41:38.211 --> 01:41:39.412]  Well, it's the Soviet Union.
[01:41:39.472 --> 01:41:42.413]  I mean, there's not much liberty left and they're getting rid of the last bits.
[01:41:43.885 --> 01:41:44.645]  Yeah, I hear ya.
[01:41:44.885 --> 01:41:48.047]  And it's how self-righteous these idiot Obama supporters are.
[01:41:48.067 --> 01:41:48.747]  I know.
[01:41:49.447 --> 01:41:50.108]  I know, man.
[01:41:50.228 --> 01:41:52.689]  It's retarded.
[01:41:52.749 --> 01:41:53.829]  It's just retarded.
[01:41:54.610 --> 01:41:58.952]  Hey, I got a question for you, and then a comment.
[01:42:00.012 --> 01:42:04.054]  Where can people go, typically, to find out about these meetings?
[01:42:05.595 --> 01:42:07.816]  Okay, I appreciate your question.
[01:42:07.836 --> 01:42:08.716]  Give me a quick comment.
[01:42:09.824 --> 01:42:20.410]  Okay, my comment is pretty much I was working on something that I think got my house burned down by the same people, basically, but I took the insurance money.
[01:42:20.430 --> 01:42:33.338]  I bought a thousand of your DVDs yesterday, and I'm back to work on my project, which is a comic book about ending the Fed that me and my wife are working on, and we both just wanted to say that we love you, and we're
[01:42:34.083 --> 01:42:35.124]  I'm proud of you.
[01:42:35.144 --> 01:42:35.924]  You're awesome too.
[01:42:36.065 --> 01:42:37.345]  I want to see it when it comes out.
[01:42:37.686 --> 01:42:38.466]  I'm going to let you go.
[01:42:38.486 --> 01:42:40.347]  Tomorrow I'm going to take a lot more calls.
[01:42:40.928 --> 01:42:42.329]  It's already time for the final segment.
[01:42:42.349 --> 01:42:46.532]  I'm going to answer your question when we come back.
[01:42:46.552 --> 01:42:49.233]  What was his question?
[01:42:50.354 --> 01:42:56.058]  He was asking where could he find out about all these Democratic and Republican meetings that are going on.
[01:42:56.378 --> 01:42:57.539]  I'll tell folks about that.
[01:42:57.979 --> 01:42:59.060]  Then we're going to jam in.
[01:42:59.120 --> 01:43:02.682]  I'm going to jam in five, six callers on the other side of this quick break.
[01:43:02.902 --> 01:43:03.503]  So be ready.
[01:43:05.350 --> 01:43:06.450]  This is Alex Jones.
[01:43:06.730 --> 01:43:08.531]  Have you heard of the Millionaire Patriot?
[01:43:08.731 --> 01:43:09.371]  Well, you should.
[01:43:09.711 --> 01:43:13.953]  He has a free handgun and five days of firearms training waiting for you.
[01:43:14.193 --> 01:43:14.693]  That's right.
[01:43:14.993 --> 01:43:23.456]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:43:23.656 --> 01:43:24.917]  All for pennies on the dollar.
[01:43:25.017 --> 01:43:26.157]  Plus, if you act fast.
[01:43:26.377 --> 01:43:32.000]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:43:32.360 --> 01:43:38.884]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:43:39.244 --> 01:43:44.427]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:43:44.767 --> 01:43:45.907]  This is real.
[01:43:46.227 --> 01:43:46.968]  Don't miss out.
[01:43:47.268 --> 01:43:55.650]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:43:55.830 --> 01:43:58.011]  Go to FrontSight.com today.
[01:43:58.211 --> 01:44:01.712]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:44:01.892 --> 01:44:04.813]  Go to FrontSight.com for your training and free gun.
[01:44:05.646 --> 01:44:10.650]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:44:10.850 --> 01:44:14.654]  Number one, new climate legislation could easily double or triple your electric bill.
[01:44:14.874 --> 01:44:20.499]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:44:20.799 --> 01:44:25.663]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:44:25.863 --> 01:44:26.364]  Number three,
[01:44:26.764 --> 01:44:32.208]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:44:33.049 --> 01:44:35.710]  The hurricane and dangerous summer storm season is here again.
[01:44:35.951 --> 01:44:40.174]  Every year, thousands of families lose their power from weather-related outages.
[01:44:40.474 --> 01:44:44.117]  A solar power generator provides powerful backup insurance and peace of mind.
[01:44:44.337 --> 01:44:49.821]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:44:50.061 --> 01:44:53.183]  You can get more information at www.solutionsfromscience.com.
[01:44:53.223 --> 01:44:54.623]  MySolarBackup.com.
[01:44:54.743 --> 01:44:56.304]  That's MySolarBackup.com.
[01:44:56.524 --> 01:44:58.845]  Remember, the government doesn't own the sun yet.
[01:44:59.085 --> 01:45:02.986]  So go to MySolarBackup.com or call toll free 877-327-0365.
[01:45:03.786 --> 01:45:08.528]  Hello, this is Alex Jones with some important questions.
[01:45:08.928 --> 01:45:13.909]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:45:14.269 --> 01:45:16.010]  My answer would be all I can get.
[01:45:16.310 --> 01:45:21.132]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:45:21.312 --> 01:45:22.252]  How much do you want?
[01:45:22.492 --> 01:45:23.233]  When do you want it?
[01:45:23.613 --> 01:45:25.214]  Now or after the battle starts?
[01:45:25.494 --> 01:45:26.314]  When will you need it?
[01:45:26.575 --> 01:45:28.636]  Can you buy it without proper identification?
[01:45:28.776 --> 01:45:29.877]  Will there be any food?
[01:45:30.117 --> 01:45:31.458]  Will it make your children sick?
[01:45:31.638 --> 01:45:36.701]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:45:36.901 --> 01:45:40.083]  You wipe out all these problems if you have a good food supply.
[01:45:40.484 --> 01:45:43.966]  Food is your ammunition to fight for your freedom and your life.
[01:45:44.306 --> 01:45:45.287]  How much will you need?
[01:45:45.527 --> 01:45:46.148]  We don't know.
[01:45:46.428 --> 01:45:47.349]  How much do you want?
[01:45:47.550 --> 01:45:48.270]  All you can get.
[01:45:48.471 --> 01:45:49.312]  I'm Alex Jones.
[01:45:49.572 --> 01:45:52.335]  I want all of you good guys to live to fight another day.
[01:45:52.615 --> 01:45:54.817]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:45:54.858 --> 01:45:55.819]  Again that number 1-800-409-5633.
[01:46:04.977 --> 01:46:08.958]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:46:09.219 --> 01:46:10.999]  Do you really know what's in your tap water?
[01:46:11.219 --> 01:46:19.502]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:46:19.742 --> 01:46:24.964]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:46:25.284 --> 01:46:26.905]  Now what are you going to do about it?
[01:46:27.145 --> 01:46:33.490]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:46:33.670 --> 01:46:44.417]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[01:46:44.717 --> 01:46:45.238]  That's right.
[01:46:45.498 --> 01:46:47.799]  Clean water, right from the air you breathe.
[01:46:48.060 --> 01:46:49.641]  Order today by calling 1-800-691-8255.
[01:46:51.582 --> 01:46:57.624]  Okay, to answer the last caller's question, you don't have to go confront congressmen or senators or even governors.
[01:47:20.134 --> 01:47:26.376]  You can go to their websites though, senators, congressmen, they'll have their itinerary, events they're speaking at.
[01:47:27.136 --> 01:47:32.358]  You can go to their MySpace, you can go to their congressional site, you can go to your city council, your county commissioners.
[01:47:32.658 --> 01:47:35.999]  Just go tell government, get off our back, leave us alone, we're sick of you.
[01:47:36.480 --> 01:47:43.762]  Just let them know that we're awakening and then other sheep will see you stepping up and out and that will create the even larger awakening.
[01:47:44.522 --> 01:47:45.903]  And so that's what's happening.
[01:47:46.943 --> 01:47:50.104]  I mean, if you don't find out about government and get involved, you're going to be enslaved, folks.
[01:47:50.425 --> 01:47:53.186]  Turn off the television, spend more time researching the real world.
[01:47:54.246 --> 01:47:57.088]  Let's talk to Torrey in Texas.
[01:47:57.128 --> 01:47:57.788]  Go ahead, Torrey.
[01:47:59.238 --> 01:48:00.039]  Alex, how you doing?
[01:48:00.679 --> 01:48:01.680]  Good, what's on your mind?
[01:48:02.280 --> 01:48:05.923]  Well, Alex, you woke me up about four years ago, and God bless you for that.
[01:48:06.643 --> 01:48:12.547]  And, you know, first they ignore you, then they laugh at you, then they attack you, and then we win.
[01:48:12.968 --> 01:48:17.651]  And right now, they're really in the attack phase, so I see victory is just around the corner.
[01:48:18.191 --> 01:48:25.056]  Now, down here in Texas, there's a big battle for governor coming up here with Kay Bailey Hutchison and Rick Perry.
[01:48:25.996 --> 01:48:29.217]  Now, are you familiar with a candidate named Debra Medina?
[01:48:30.597 --> 01:48:33.058]  Yeah, that's a libertarian, isn't it?
[01:48:33.698 --> 01:48:35.339]  Well, she's running as a Republican.
[01:48:35.379 --> 01:48:38.740]  She's the Campaign for Liberty Texas State Coordinator.
[01:48:38.800 --> 01:48:41.481]  Her website is medinafortexas.com.
[01:48:41.921 --> 01:48:45.282]  She worked for Ron Paul's congressional campaign, and she's running as
[01:48:46.052 --> 01:48:47.412]  Yeah, I know who she is.
[01:48:47.712 --> 01:48:48.773]  Listen, I appreciate your call.
[01:48:49.213 --> 01:49:02.757]  What people should do, as this is a national, international show, yeah, they should just go check the Campaign for Liberty, Libertarian Party, all these different groups, and look at candidates' records and what they stand for, and then support them.
[01:49:03.257 --> 01:49:05.699]  But most Americans go, oh, I want to vote for the winner.
[01:49:05.739 --> 01:49:07.160]  So they wait and look in the polls.
[01:49:07.640 --> 01:49:10.843]  Oh, looks like that Democrat's going to win, or looks like that Republican's going to win.
[01:49:11.123 --> 01:49:16.126]  Then they think they vote for a winner, and then they stick a sticker on their car and go, I'm a sucker.
[01:49:16.547 --> 01:49:18.748]  I voted for a winner who works for offshore banks.
[01:49:19.249 --> 01:49:23.312]  We have to vote for constitutionalists that want to bring down the New World Order.
[01:49:24.465 --> 01:49:29.328]  And we've gone from being called kooks ten years ago to being the fastest growing organization and group.
[01:49:29.688 --> 01:49:31.009]  We are the American people.
[01:49:31.289 --> 01:49:32.390]  We are the populist.
[01:49:32.830 --> 01:49:34.291]  We are the constitutionalist.
[01:49:34.711 --> 01:49:36.212]  Hear us roar, as they say.
[01:49:36.932 --> 01:49:41.195]  Let's go ahead and take another call here.
[01:49:43.316 --> 01:49:45.377]  Let's talk to Kyle in Pennsylvania.
[01:49:45.417 --> 01:49:46.078]  Go ahead, Kyle.
[01:49:46.898 --> 01:49:47.559]  Yes, sir, Mr. Jones.
[01:49:47.599 --> 01:49:49.500]  Just a real quick question.
[01:49:50.260 --> 01:49:51.221]  What is, I mean,
[01:49:52.236 --> 01:49:55.502]  These guys are coming down the tournament camp and bleeding people.
[01:49:56.223 --> 01:49:57.926]  What are these?
[01:49:58.247 --> 01:49:59.289]  I think they're super close.
[01:50:00.451 --> 01:50:02.595]  Okay, you think you're on an IP phone or something?
[01:50:02.615 --> 01:50:03.457]  I couldn't understand you.
[01:50:05.012 --> 01:50:13.458]  I said, um, what are the signs to look for that they're going to be coming down on us and terming camps and rounding us up and things of that nature?
[01:50:13.618 --> 01:50:14.198]  Sure, sure.
[01:50:14.518 --> 01:50:15.239]  I appreciate your call.
[01:50:15.299 --> 01:50:15.859]  Great question.
[01:50:16.159 --> 01:50:25.425]  They're going to do it by staging a nuke attack or a bioweapon release, claiming terrorists did it or saying it's a regular flu, to set the military up, to set up the FEMA camps.
[01:50:25.445 --> 01:50:30.689]  They're taking over old shopping malls all over the country, right here in Austin, the old mall.
[01:50:31.909 --> 01:50:33.630]  They are Highland Mall.
[01:50:33.710 --> 01:50:37.171]  They are setting up FEMA camps, but posing like it's good.
[01:50:37.391 --> 01:50:39.252]  Oh, all the homeless come here.
[01:50:39.772 --> 01:50:41.472]  Oh, we re-educate you here.
[01:50:41.652 --> 01:50:44.773]  Oh, the Army's running checkpoints to stop drunk drivers.
[01:50:45.113 --> 01:50:47.714]  Oh, the governor of Tennessee says we're not allowed to.
[01:50:47.734 --> 01:50:49.035]  We're going to ignore you, governor.
[01:50:49.715 --> 01:50:56.157]  Oh, we got 14 countries training to take on American terrorists with foreign troops inside the U.S.
[01:50:57.421 --> 01:51:10.551]  They're just incrementally getting everybody conditioned to this and so they're going to have the flu fear-mongering and say your kids are dead if you don't take it and then just set the precedent and then later clamp down more and more.
[01:51:10.711 --> 01:51:13.973]  It's an incremental domestication process.
[01:51:14.633 --> 01:51:15.694]  So that's how they're going to do it.
[01:51:16.915 --> 01:51:18.576]  And we're going to fight back with our incremental.
[01:51:19.017 --> 01:51:25.661]  We have a long view of history here, but we fight as hard as we can now, but we also understand it's a process.
[01:51:27.481 --> 01:51:29.543]  Expect instant gratification.
[01:51:30.003 --> 01:51:32.185]  Barbara in Austin, then Dan in Alaska.
[01:51:32.225 --> 01:51:33.186]  Barbara, you're on the air.
[01:51:33.206 --> 01:51:33.246]  Hi.
[01:51:35.128 --> 01:51:43.055]  I like to check out things that I hear, and I was wondering if you could tell me what page you're finding all that on about the health care bill?
[01:51:44.196 --> 01:51:45.517]  Yes, ma'am.
[01:51:45.697 --> 01:51:47.558]  Is this your first time to tune in?
[01:51:47.578 --> 01:51:48.479]  Yes.
[01:51:49.810 --> 01:51:51.391]  Okay, well, let me just show you.
[01:51:51.871 --> 01:51:53.211]  You see these big stacks of news?
[01:51:53.271 --> 01:51:56.352]  This is just some of the news from last Thursday and Friday.
[01:51:57.373 --> 01:52:09.117]  And so I don't have the health care bill here in front of me, but you can Google, a lot of senators have breakdowns of it with the subsections and links.
[01:52:10.017 --> 01:52:13.058]  And so I've gone over those previously here on the show.
[01:52:13.098 --> 01:52:14.958]  We've got about four minutes, five minutes left.
[01:52:17.392 --> 01:52:21.895]  We've posted the breakdowns on InfoWars.com in the featured story area.
[01:52:22.215 --> 01:52:24.457]  We posted a detailed breakdown Wednesday.
[01:52:24.777 --> 01:52:42.069]  So go to the featured news area of InfoWars.com, the featured archive, and go through and you'll see breakdowns of the health care bill and some stories we've got there that when we make a bullet point claim, we have a link to the bill in the subsection.
[01:52:42.490 --> 01:52:44.471]  But I don't, I'd have to dig it out.
[01:52:44.491 --> 01:52:46.873]  I actually do have it here in one of these stacks here.
[01:52:47.455 --> 01:52:50.737]  I will look that up, but my understanding was there were three separate bills.
[01:52:50.797 --> 01:52:54.780]  There's a House bill and a Senate Health Committee bill.
[01:52:54.900 --> 01:52:55.181]  Hello?
[01:52:55.201 --> 01:52:56.401]  Yes, ma'am.
[01:52:57.122 --> 01:53:04.487]  And then there's a Senate Finance Committee bill, and they're going to vote on, you know, hash it out and change it around and vote on a final.
[01:53:04.908 --> 01:53:08.030]  So, nothing, as I understand it, nothing's final right now.
[01:53:08.090 --> 01:53:09.351]  It's just in the process.
[01:53:10.372 --> 01:53:11.953]  And there's three different bills.
[01:53:12.233 --> 01:53:16.376]  And I couldn't find, while I was listening to you, I was trying to find it in my copies, and I couldn't.
[01:53:18.544 --> 01:53:20.344]  I'll go to your side and look that up.
[01:53:20.704 --> 01:53:24.745]  But I did attend one of the hearings, the meetings here in Austin.
[01:53:26.126 --> 01:53:33.948]  And I think what's going to have to happen is that they're going to have to have the meetings inside and they're going to have to check people's IDs to see if they live in the district.
[01:53:34.408 --> 01:53:39.970]  Because I think a lot of people go, they're confused, they don't know where their congressional district is.
[01:53:40.900 --> 01:53:42.541]  Yeah, but you can't start doing that.
[01:53:42.621 --> 01:53:45.403]  It's good to have people from another district in another district.
[01:53:45.423 --> 01:53:46.404]  This is America!
[01:53:46.724 --> 01:53:49.686]  We don't have Nazi checkpoints and yellow stars on us.
[01:53:49.926 --> 01:53:51.027]  Ma'am, I appreciate your call.
[01:53:51.067 --> 01:53:55.470]  Listen, I have Senator Congressman Conyers
[01:53:56.881 --> 01:53:59.824]  On video, we played it Friday saying, in fact, cue it up.
[01:54:00.324 --> 01:54:01.305]  We may have time to play it.
[01:54:02.045 --> 01:54:03.246]  At the expense of a caller, though.
[01:54:03.927 --> 01:54:05.788]  Saying, it's bad to read the bills.
[01:54:05.848 --> 01:54:06.829]  We don't read the bills.
[01:54:06.849 --> 01:54:07.730]  There's no way to read them.
[01:54:07.750 --> 01:54:08.791]  They don't even read these.
[01:54:08.831 --> 01:54:09.852]  The lobbyists write them.
[01:54:10.292 --> 01:54:12.334]  All three versions of the bill you mentioned.
[01:54:13.467 --> 01:54:14.608]  Have these provisions in them.
[01:54:15.549 --> 01:54:19.292]  A really good one was written by Mike Adams for Natural News.
[01:54:20.032 --> 01:54:22.294]  What's really in Obama's health care reform bill?
[01:54:22.354 --> 01:54:23.695]  A plain English translation.
[01:54:23.995 --> 01:54:28.519]  Forced drugging funding, psychiatric funding to expand more drug into the kids.
[01:54:29.159 --> 01:54:32.082]  He's got section by section with the subsection in it.
[01:54:32.542 --> 01:54:33.943]  You can go read that right there.
[01:54:33.963 --> 01:54:37.046]  It's just incredible.
[01:54:37.426 --> 01:54:37.926]  I mean, look.
[01:54:39.768 --> 01:54:40.849]  Here's Conyers right now.
[01:54:42.145 --> 01:54:42.825]  Don't read the bill.
[01:54:43.286 --> 01:54:45.207]  There's no reason, just capitulate and get in.
[01:54:45.988 --> 01:54:48.149]  But they think they can run your health care, though.
[01:54:48.950 --> 01:54:52.712]  They can run your health care, but they can't read a 1,300 page bill.
[01:54:54.013 --> 01:54:57.996]  Well, we've been through the 1,300 page house bill he's talking about, and it's a nightmare.
[01:54:58.256 --> 01:54:58.636]  Here it is.
[01:55:12.845 --> 01:55:18.628]  Two days and two lawyers to find out what it means after you read the bill.
[01:55:19.308 --> 01:55:21.489]  Nicholas Fowlsey, cnsnews.com.
[01:55:22.270 --> 01:55:24.111]  Okay, that's him at the National Press Club.
[01:55:24.671 --> 01:55:26.352]  Like, we're the weirdos, exactly.
[01:55:26.392 --> 01:55:34.916]  They shouldn't be passing 40,000 page, 44,000 page NAFTAs, which has totally destroyed our economy and isn't free or fair trade.
[01:55:36.116 --> 01:55:38.838]  They shouldn't be doing things like this.
[01:55:39.912 --> 01:55:51.266]  I mean, Obama will get up and say, there's no bills for National Compulsory Service, while they have all the bills saying National Compulsory Service, and I've got a chief of staff saying, yes, it's going to be compulsory.
[01:55:51.827 --> 01:55:59.175]  They've got bills to basically ban any and all guns they want, we've read the bill numbers here on air, and they just stonewall and say it's not true!
[01:56:01.363 --> 01:56:06.725]  They shouldn't be passing 1,300 page and 500 page and 44,000 page.
[01:56:07.706 --> 01:56:13.709]  They passed that cap and trade bill in the House that was 1,300 pages long and 300 pages of it was secret.
[01:56:14.029 --> 01:56:18.951]  I have the C-SPAN video where the House leadership couldn't even get a copy of it.
[01:56:18.971 --> 01:56:23.713]  They passed that thing a few minutes after they released it.
[01:56:25.414 --> 01:56:29.316]  I mean, you cannot imagine the full magnitude of this we're dealing with.
[01:56:31.317 --> 01:56:34.859]  I wanted to get to Dan in Alaska, Lacey, James, John, George, and others.
[01:56:34.899 --> 01:56:35.320]  Call me back.
[01:56:35.360 --> 01:56:37.481]  I'll be live tomorrow, 11 to 3, Central Standard Time.
[01:56:37.941 --> 01:56:41.904]  If you don't have an MNRFM in your area, you can always listen at InfoWars.com or PrisonPlanet.com.
[01:56:42.304 --> 01:56:42.985]  And in closing...
[01:56:44.671 --> 01:56:45.611]  I exposed corruption.
[01:56:45.631 --> 01:56:52.795]  You know, I told you that Dyncor and Halliburton were involved in child kidnapping rings, and then it came out in the Chicago Tribune years later.
[01:56:53.415 --> 01:56:56.716]  Here is Time Magazine, here's Raw Story, here's The Nation.
[01:56:57.497 --> 01:57:07.901]  Ex-employees claim Blackwater pimped out Iraqi girls, you know, 14-year-old girls, 12-year-old girls, and that wife-swapping parties at the bases, murder,
[01:57:09.762 --> 01:57:12.585]  Blackwater people being murdered, who didn't go along with it.
[01:57:12.965 --> 01:57:14.786]  I mean, this is what happens with corruption.
[01:57:14.846 --> 01:57:15.947]  I told you this years ago.
[01:57:16.248 --> 01:57:17.549]  Here it is, mainstream news.
[01:57:18.109 --> 01:57:18.469]  Okay?
[01:57:18.930 --> 01:57:19.991]  And I meant to get into this today.
[01:57:20.011 --> 01:57:21.092]  I'm going to cover this tomorrow.
[01:57:21.352 --> 01:57:22.953]  It's so horrible I didn't cover it all week.
[01:57:23.213 --> 01:57:25.455]  And they're censoring our YouTube videos.
