[00:00:00.197 --> 00:00:01.318]  The GCN Radio Network.
[01:40:57.003 --> 01:40:57.764]  Alex Jones!
[01:40:58.764 --> 01:41:01.846]  As I rode down the beach, and my wife was like, this is incredible.
[01:41:02.587 --> 01:41:04.948]  And then, three places we went to eat.
[01:41:06.609 --> 01:41:11.472]  The waiter, and the manager, and the hostess were all fans.
[01:41:12.890 --> 01:41:20.772]  One place called Pelican Landing, yesterday as we're leaving town eating lunch to drive back to Austin, I'm like, my God, everybody's awake down here.
[01:41:21.032 --> 01:41:23.672]  There were people down there visiting from New England who were listeners.
[01:41:23.752 --> 01:41:29.434]  And I'd be riding down the beach and black people would be waving, Alex Jones, hi, we're big fans.
[01:41:29.694 --> 01:41:32.354]  People with mohawks, hey, Alex Jones, we're big fans.
[01:41:33.074 --> 01:41:35.715]  And I was just like, my God, I'm just little Alex Jones.
[01:41:36.415 --> 01:41:39.416]  And I'm down here at Port Aransas at the start of the big beach season,
[01:41:40.496 --> 01:41:42.197]  Absolute heaven, baking sun.
[01:41:42.217 --> 01:41:45.099]  I mean, I just... I swim around in the ocean all day.
[01:41:45.379 --> 01:41:51.182]  The water... I could say I visited the Caribbean this weekend.
[01:41:52.442 --> 01:41:52.903]  But I didn't.
[01:41:52.943 --> 01:41:54.123]  I visited the Gulf of Mexico.
[01:41:54.463 --> 01:41:56.064]  I've never seen the Gulf this clear.
[01:41:56.484 --> 01:42:00.627]  I swam out 500 yards or so onto the jetty.
[01:42:00.647 --> 01:42:08.571]  Because I get there at the jetty to crab fish and there's scuba divers everywhere going, I'm seeing Spanish mackerel and sergeant fish and...
[01:42:09.895 --> 01:42:10.395]  Sharks!
[01:42:10.495 --> 01:42:11.896]  And people were catching sharks.
[01:42:12.617 --> 01:42:15.018]  And I went to the store, bought a cheap mask and snorkel.
[01:42:15.038 --> 01:42:15.799]  There were jellyfish.
[01:42:15.839 --> 01:42:16.379]  I didn't care.
[01:42:16.899 --> 01:42:18.360]  You couldn't keep me out of clear water.
[01:42:18.440 --> 01:42:22.243]  I jumped in that and skin-dived for hours.
[01:42:22.903 --> 01:42:23.463]  The jetty.
[01:42:23.623 --> 01:42:25.625]  It was absolute heaven.
[01:42:25.885 --> 01:42:27.506]  Been going to that jetty since I was a little kid.
[01:42:27.526 --> 01:42:29.167]  And it's not dirty water.
[01:42:29.187 --> 01:42:30.528]  It's just sandy and churning.
[01:42:30.928 --> 01:42:32.048]  And it was amazing.
[01:42:32.929 --> 01:42:37.352]  I mean, to dive the Port Aransas jetty was a real treat.
[01:42:38.527 --> 01:42:40.228]  Plus it's like an actual adventure thing.
[01:42:40.568 --> 01:42:44.089]  You've got jellyfish all around you and you're dodging them, the big stinging kind.
[01:42:44.349 --> 01:42:45.590]  People call me crazy, but it was fun.
[01:42:45.670 --> 01:42:47.571]  Because they all had wetsuits on and thought I was nuts.
[01:42:47.651 --> 01:42:48.751]  And I did.
[01:42:48.791 --> 01:42:52.733]  I saw Spanish mackerel, big old crabs walking across the bottom.
[01:42:52.753 --> 01:42:57.354]  Because it's a different type of beach to skin dive than the Caribbean.
[01:42:58.975 --> 01:43:01.356]  You go to the Caribbean and you snorkel and stuff.
[01:43:02.935 --> 01:43:03.936]  See, I'm already digressing.
[01:43:04.476 --> 01:43:06.457]  Folks, I don't want to cover the cybersecurity.
[01:43:06.577 --> 01:43:08.298]  I don't want to have my head hurt.
[01:43:09.078 --> 01:43:11.800]  I mean, it's so bad, the total takeover of society.
[01:43:12.380 --> 01:43:19.324]  They're openly announcing the end of free speech everywhere, and I got my own listeners emailing me saying it's impossible to shut the web down.
[01:43:19.945 --> 01:43:23.366]  They shut down five or six of the peer-to-peer systems, it's over.
[01:43:23.727 --> 01:43:27.789]  China, you can't get most patriot websites in China.
[01:43:29.724 --> 01:43:32.785]  You can't get my websites off government wireless systems in England.
[01:43:33.386 --> 01:43:35.627]  I mean, of course they can censor the internet.
[01:43:36.367 --> 01:43:39.388]  Yahoo and Google do it for China and other countries all over the world.
[01:43:39.748 --> 01:43:42.910]  Australia is announcing they're shutting down free speech.
[01:43:42.950 --> 01:43:45.811]  In fact, for those who don't believe it, search engine and put on screen
[01:43:47.620 --> 01:43:51.582]  Australia to implement Chinese-style internet censorship.
[01:43:52.042 --> 01:43:54.062]  Australia-Chinese-style net censorship.
[01:43:54.523 --> 01:44:01.605]  And you will see them announcing it, the government saying that, and saying censorship is good of the internet.
[01:44:03.926 --> 01:44:05.927]  This is the type of stuff we have going on.
[01:44:06.997 --> 01:44:08.138]  So I'm going to get into that in a moment.
[01:44:08.218 --> 01:44:11.640]  First off, MySolarBackup.com.
[01:44:11.680 --> 01:44:12.661]  Be sure and check them out.
[01:44:12.681 --> 01:44:14.563]  A lot of things can cut off your electrical power.
[01:44:15.023 --> 01:44:16.364]  Hurricanes, snow, ice storms.
[01:44:16.784 --> 01:44:19.866]  Listeners should move towards getting off the grid, and here's a good way to do just that.
[01:44:20.247 --> 01:44:26.371]  A solar power generator is now available from our long-term sponsor, Solutions from Science.
[01:44:26.431 --> 01:44:30.734]  It's designed to provide 800 watts of power on demand in the event of any disaster or outage.
[01:44:31.335 --> 01:44:35.057]  You've got an emergency power backup kit, which consists of the power source 1800.
[01:44:36.923 --> 01:44:40.744]  Power plant and high efficiency solar panel designed to provide endless electricity.
[01:44:41.164 --> 01:44:42.725]  That's right, it generates free electricity.
[01:44:42.765 --> 01:44:45.226]  Remember too, gas generators need gas.
[01:44:45.626 --> 01:44:49.647]  But in a blackout, gas pumps can't pump gas because they run on electricity.
[01:44:50.088 --> 01:44:53.729]  The solar generator is like having a silent power plant hidden in your home.
[01:44:54.189 --> 01:44:56.670]  It's perfect emergency power backup for troubled times.
[01:44:57.210 --> 01:44:59.893]  The government doesn't own the sun yet, folks, so make your move today.
[01:45:00.353 --> 01:45:02.475]  Their website is mysolarbackup.com.
[01:45:02.855 --> 01:45:06.178]  That's mysolarbackup.com, or you can always call them toll-free.
[01:45:06.198 --> 01:45:06.259]  877-327-0365.
[01:45:06.279 --> 01:45:06.639]  877-327-0365.
[01:45:06.659 --> 01:45:10.002]  And last but not least, the sponsors that make this radio show possible.
[01:45:17.335 --> 01:45:18.015]  Home Gain.
[01:45:18.215 --> 01:45:23.177]  I want to tell you a little bit about this great sponsor, H-O-M-E-G-A-I-N dot com.
[01:45:23.237 --> 01:45:24.337]  Home Gain dot com.
[01:45:24.357 --> 01:45:29.959]  This is the place to get you started buying or selling a home, finding a realtor, or getting any real estate questions answered.
[01:45:30.239 --> 01:45:32.320]  Go to Home Gain dot com and see what I'm talking about.
[01:45:32.720 --> 01:45:37.862]  All you need to do is type in your home address and you'll get a free, that's free estimate, on your home's value.
[01:45:37.882 --> 01:45:42.043]  According to realtors and home sellers, becoming more realistic on home prices.
[01:45:42.084 --> 01:45:46.105]  Go to Home dot Home Gain dot com and see the Home Gain
[01:45:48.135 --> 01:45:51.076]  Second and fourth home price survey.
[01:45:51.776 --> 01:45:57.557]  This is a new feature called Street View, where you can look at the house street level and take a virtual tour of the neighborhood you're interested in.
[01:45:57.977 --> 01:46:00.018]  You've got to see it for yourself, and again, it's free.
[01:46:00.058 --> 01:46:01.178]  There are tons of tools to help you.
[01:46:01.198 --> 01:46:04.558]  For instance, if you want to remodel your home, homegain.com.
[01:46:05.039 --> 01:46:11.800]  Use the home sale maximizer to help you determine whether home improvements can most increase your home's value before you put it on the market.
[01:46:12.320 --> 01:46:16.341]  Visit maxlittleorangegorilla up on infowars.com or homegain.com.
[01:46:17.657 --> 01:46:19.518]  I want to thank the sponsors for making the show possible.
[01:46:19.918 --> 01:46:28.343]  Okay, um, tomorrow in the first hour, I will exclusively cover cyber security.
[01:46:29.184 --> 01:46:34.547]  You know, maybe the answer is, maybe I should come up here tonight, 9 to midnight, with Burmess.
[01:46:34.767 --> 01:46:36.568]  Why don't you call Jason in here real quick?
[01:46:38.109 --> 01:46:40.150]  I know a lot of stations don't carry that show, though.
[01:46:40.170 --> 01:46:40.791]  People want to hear it.
[01:46:41.371 --> 01:46:43.692]  Because I could do five hours on this, and the show's filled, uh,
[01:46:45.657 --> 01:46:47.799]  Tomorrow, except for the first hour, I've got Webster Tarpley.
[01:46:47.819 --> 01:46:48.980]  I haven't had him in months.
[01:46:49.000 --> 01:46:50.962]  I want to see what he has to say.
[01:46:51.783 --> 01:46:53.264]  Everybody's at lunch around here.
[01:46:53.284 --> 01:46:58.409]  Well, it is lunchtime, I guess.
[01:47:03.614 --> 01:47:05.236]  I'll just come in tomorrow and do it.
[01:47:08.982 --> 01:47:11.804]  See, I hesitate on all this.
[01:47:12.085 --> 01:47:19.090]  Like, I've been doing a lot of thinking about the nature of man, the nature of the universe, the nature of our species, our history, what we are, what we're meant to do.
[01:47:19.130 --> 01:47:25.416]  It's mind-blowing revelations of research and of understanding and everything that I've been having.
[01:47:26.076 --> 01:47:26.817]  Just amazing.
[01:47:26.997 --> 01:47:30.260]  But then I want to articulate it properly.
[01:47:32.227 --> 01:47:40.454]  Yeah, I'm finishing up a book, The Answer in 1984, 1776, and I've got to lock myself in the office in here this week and next week to finish it.
[01:47:44.077 --> 01:47:46.859]  And the book telegraphs a lot of these ideas, but not all of them.
[01:47:50.359 --> 01:47:52.040]  I want to move slowly on air.
[01:47:52.101 --> 01:48:01.388]  I want to diagram and blueprint everything and show the interconnections almost like a college course so it's done and I can say there it is.
[01:48:01.428 --> 01:48:02.389]  That's how they operate.
[01:48:02.749 --> 01:48:04.371]  That's how I understand what they're doing.
[01:48:07.783 --> 01:48:18.689]  But simply put, you know the Feds want RFID tracker chips in all products, and you know that they listen to all the cell phones and regular phone calls and emails and faxes under federal law, and that's now been admitted.
[01:48:19.449 --> 01:48:26.093]  And you know that they're announcing they want cyber security to save us from Al-Qaeda and the Russians and the Chinese supposedly attacking the Internet.
[01:48:27.553 --> 01:48:33.837]  And then, I see all these articles where the Pentagon, cyber security in San Antonio has meetings and says,
[01:48:35.106 --> 01:48:42.250]  Oh, we're attacking our own networks to test feasibility and then we tell the public we've been hit by the Russians as a pretext to get this passed?
[01:48:43.010 --> 01:48:45.051]  It's completely immoral, out in the open.
[01:48:45.091 --> 01:48:46.192]  I've got all those articles.
[01:48:47.426 --> 01:48:57.013]  And I can't even get the public to the point of being able to understand that or admit that, because they're too busy emailing me saying it's impossible to shut the web down.
[01:48:57.654 --> 01:48:58.735]  Well, here's Mother Jones.
[01:48:59.495 --> 01:49:01.237]  Should Obama control the internet?
[01:49:01.257 --> 01:49:04.699]  Should President Obama have the power to shut down domestic internet traffic during a state of emergency?
[01:49:05.260 --> 01:49:13.506]  And that's what, three months ago, the head of cybersecurity that they hired quit and said, this is a government Pentagon takeover, the web has shut it down, and to end the freedom on it.
[01:49:13.786 --> 01:49:15.727]  I mean, he's on record!
[01:49:16.528 --> 01:49:26.513]  This is the guy the White House hired, boldly comes out with courage, I'm surprised he hasn't committed suicide, tells you it's a police state, and the thumbsuckers are emailing me saying it isn't real!
[01:49:27.054 --> 01:49:28.014]  Of course it's real!
[01:49:28.214 --> 01:49:34.398]  Just like two and a half years ago we read articles where they were planning to shut down General Motors and ship it to China and Brazil!
[01:49:34.798 --> 01:49:36.959]  And now it's gonna happen in front of your eyes!
[01:49:38.860 --> 01:49:40.661]  This isn't a frickin' game, people!
[01:49:41.061 --> 01:49:42.322]  This is the end of our republic!
[01:49:43.786 --> 01:49:47.867]  Senators John Rockefeller and Olympia Snowe think so, that the web should be shut down.
[01:49:48.207 --> 01:49:51.408]  On Wednesday they introduced a bill establishing the Office of National Cyber Security.
[01:49:52.129 --> 01:49:52.829]  Here's another one.
[01:49:59.671 --> 01:50:03.212]  And this is by federal law stated in the bill.
[01:50:04.246 --> 01:50:05.307]  Go read it, we're linked to it.
[01:50:05.367 --> 01:50:06.767]  Read it instead of saying it in real.
[01:50:07.327 --> 01:50:07.928]  Face it!
[01:50:08.408 --> 01:50:09.849]  We're not in Kansas anymore.
[01:50:10.629 --> 01:50:19.513]  They say that they will go in and even small ISPs will have government switches on them and everything has to be wired through the government equipment.
[01:50:19.733 --> 01:50:33.120]  That's the Telecommunications Act of 1996 where it said all phone companies and all telecommunications and all internet have to be wired through our equipment and they built whole floors or whole buildings next door to every phone company hub
[01:50:33.760 --> 01:50:47.623]  Publicly, with everything wired to the NSA, and I made films ten years ago telling you that, because I had the Telecommunications Act, and then they come out last year, San Francisco control room, everything goes through it, and there's boxes like this all over the country.
[01:50:48.984 --> 01:50:50.064]  And they go, well how did they know?
[01:50:50.184 --> 01:50:55.225]  They knew because the engineers knew what they were designing for the NSA to then only have keys to the door.
[01:50:55.865 --> 01:50:59.806]  But we knew from the Telecommunications Act, it stated what it was!
[01:51:00.486 --> 01:51:02.167]  None of this crap's secret, stay with us.
[01:51:03.530 --> 01:51:05.871]  Hi, this is Peter Kronschnabel with Midas Resources.
[01:51:06.011 --> 01:51:09.712]  As you know, government spending is at an all-time high and inflation is on the rise.
[01:51:09.812 --> 01:51:12.453]  What are you doing right now to protect yourself financially?
[01:51:12.633 --> 01:51:19.815]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and worse, their life savings.
[01:51:19.955 --> 01:51:20.276]  We're good.
[01:51:36.417 --> 01:51:40.419]  If you've been thinking about investing in the physical possession of precious metals, I can help.
[01:51:40.559 --> 01:51:45.561]  Call me today, Peter Kranchnovel, at 800-686-2237, extension 108.
[01:51:46.361 --> 01:51:51.283]  And I will take the time personally to put together a portfolio designed to protect what you've worked so hard for.
[01:51:51.403 --> 01:51:55.145]  Call Peter, 800-686-2237, extension 108.
[01:51:55.865 --> 01:51:58.366]  You've worked hard your whole life, and I want to work hard for you.
[01:51:58.506 --> 01:51:58.966]  Call 800-686-2237, extension 108.
[01:52:03.877 --> 01:52:09.184]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:52:09.685 --> 01:52:16.674]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:52:17.265 --> 01:52:23.468]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:52:23.848 --> 01:52:25.689]  Well, Obama's already fudging.
[01:52:25.829 --> 01:52:28.250]  He's fudged since day one of this election.
[01:52:28.330 --> 01:52:39.275]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:52:39.896 --> 01:52:41.196]  It's not about left or right.
[01:52:41.576 --> 01:52:42.937]  It's about a one-world government.
[01:52:43.439 --> 01:52:49.786]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:52:50.326 --> 01:52:58.154]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:52:58.615 --> 01:52:59.756]  The Obama Deception.
[01:53:00.176 --> 01:53:01.378]  The people strike back.
[01:53:03.462 --> 01:53:07.446]  Less than a century ago, half of the American public grew much of their own food.
[01:53:07.727 --> 01:53:11.851]  Today, it's been estimated that only 1% of Americans still grow their own food.
[01:53:12.131 --> 01:53:16.416]  During the Great Depression, over 18 million people suffered from starvation.
[01:53:16.616 --> 01:53:22.843]  And as America continues down its current path, for many, the reality of another depression is a very serious concern.
[01:53:23.343 --> 01:53:24.064]  We're good to go.
[01:53:38.120 --> 01:53:38.400]  I think so.
[01:54:05.248 --> 01:54:07.952]  I think that a parasitic dream will never come back.
[01:54:08.012 --> 01:54:11.376]  It painted my hands and my face blue.
[01:54:11.536 --> 01:54:16.322]  And suddenly, in the wind, life took me away and made me fly.
[01:54:24.780 --> 01:54:30.122]  Alright, tomorrow I will in full detail cyber security framework for total government regulation control of our lives.
[01:54:30.582 --> 01:54:35.704]  This is Pentagon designed, MIT designed and controlled, NORTHCOM implemented openly.
[01:54:35.724 --> 01:54:38.745]  The military openly runs it over everything you do.
[01:54:39.065 --> 01:54:45.548]  Tracking everywhere, tied in with red light cameras, face scanning cameras, thumb scanning to buy and sell, school lunch programs.
[01:54:46.728 --> 01:54:51.389]  This is a total cashless grid, no buying or selling, if you're not in good favor with them.
[01:54:51.669 --> 01:54:55.410]  This is a global straitjacket, a global control system.
[01:54:56.050 --> 01:55:01.251]  And they openly announce it, has nothing to do with your security, it's another war on liberties and freedom.
[01:55:01.651 --> 01:55:03.492]  I want to talk to Paul in Ireland.
[01:55:03.952 --> 01:55:05.372]  Paul in Ireland, you're on the air.
[01:55:05.392 --> 01:55:07.613]  Hello, Alex.
[01:55:08.233 --> 01:55:08.573]  Yes, sir.
[01:55:10.833 --> 01:55:13.194]  I have been listening to you for a couple of years.
[01:55:15.414 --> 01:55:18.115]  I first heard about you after 9-11.
[01:55:18.696 --> 01:55:30.701]  I had been completely taken in by the government's story about what happened for the attacks of 9-11.
[01:55:30.721 --> 01:55:43.626]  A couple of years later, I heard what you said, and I checked out every piece of evidence, and everything I checked out
[01:55:45.325 --> 01:55:45.805]  Was true.
[01:55:47.866 --> 01:55:50.487]  And then I knew that you were telling the whole truth.
[01:55:53.808 --> 01:55:54.508]  Well, thank you, sir.
[01:55:55.049 --> 01:55:56.049]  We try to tell the truth.
[01:55:56.089 --> 01:56:01.451]  I'm not perfect, but our track record is we've been pretty darn good at breaking down what's happening.
[01:56:03.412 --> 01:56:05.012]  You know what's happening in Europe now?
[01:56:05.032 --> 01:56:06.493]  We're having European elections.
[01:56:07.513 --> 01:56:14.176]  And Ireland, they tried to force Ireland to accept the Constitution.
[01:56:15.031 --> 01:56:20.134]  Yeah, I mean, you said no last year to being taken over by the EU, so they're back again.
[01:56:23.216 --> 01:56:24.096]  The Lisbon Treaty.
[01:56:25.517 --> 01:56:25.917]  That's right.
[01:56:26.497 --> 01:56:34.082]  It always happens the same way, that if the people will vote against it, they will try to force the people
[01:56:35.123 --> 01:56:35.704]  Exactly.
[01:56:35.764 --> 01:56:37.165]  God bless you from Ireland.
[01:56:37.205 --> 01:56:38.006]  Call me back tomorrow.
[01:56:38.026 --> 01:56:38.847]  We'll have more time.
[01:56:39.308 --> 01:56:44.253]  I wanted to, and I'm sorry to everybody else, we'll get to you tomorrow, live, 11 to 3, Central Standard Time.
[01:56:44.594 --> 01:56:46.916]  Webster Tarpley and Mike Rivera, always informative.
[01:56:47.236 --> 01:56:47.977]  They'll be on the show.
[01:56:47.997 --> 01:56:49.799]  I want to get into the collapse of General Motors.
[01:56:50.660 --> 01:56:58.342]  By design, we told you two and a half years ago, Bob Chapman wrote two and a half years ago, they were going to break it down and move it to China.
[01:56:58.363 --> 01:57:01.804]  They're now going to use the bailout money to move it to China and places.
[01:57:02.164 --> 01:57:07.465]  The globalists are debasing the currency to the point that Geithner had to go before the Chinese.
[01:57:07.505 --> 01:57:08.626]  That's in Reuters today.
[01:57:09.386 --> 01:57:10.447]  Trying to find my article.
[01:57:10.867 --> 01:57:15.771]  Geithner had to go before him and say, look, don't worry, you know, your money's safe in dollars.
[01:57:16.111 --> 01:57:19.134]  The whole world is moving away from dollars right now.
[01:57:19.154 --> 01:57:20.575]  I wanted to bring Jim Newcomer up.
[01:57:20.995 --> 01:57:21.355]  Here it is.
[01:57:21.395 --> 01:57:23.617]  Geithner tells China its dollar assets are safe.
[01:57:24.178 --> 01:57:28.621]  They still have gold and silver they bought before it exploded, but it's gone up again.
[01:57:29.442 --> 01:57:31.263]  Before it goes up again, get involved.
[01:57:32.024 --> 01:57:34.906]  I just wanted to give people the number to Minus Resources here at the end of the show.
[01:57:34.946 --> 01:57:37.748]  Jim, tell folks the prices on gold and silver right now.
[01:57:37.968 --> 01:57:38.509]  The best deals.
[01:57:38.909 --> 01:57:42.092]  On the private gold, we have the $20 Liberties at $16.3260.
[01:57:42.933 --> 01:57:45.255]  The $10 Liberty at $8.1850.
[01:57:45.675 --> 01:57:48.958]  We still have the Lakota Silver Rounds at $21.72.
[01:57:49.899 --> 01:57:52.261]  They're $4.3440 a roll, and that's still a steal.
[01:57:52.301 --> 01:57:53.082]  That's a good buy.
[01:57:54.864 --> 01:57:57.406]  We're also representing the Walking Liberty, half dollars.
[01:57:57.446 --> 01:57:58.607]  We have those back at $9.18 apiece.
[01:57:59.946 --> 01:58:07.272]  The per roll price is $183.60, the British Sovereign at $285.93, and the French or 20 Franc coin at $231.50.
[01:58:07.532 --> 01:58:09.774]  That's French, Belgian, or Swiss.
[01:58:10.054 --> 01:58:16.600]  Yeah, that half dollar on silver is the best deal there in my opinion, and so are those Sovereigns and European Francs.
[01:58:16.620 --> 01:58:16.660]  800-686-2237.
[01:58:16.680 --> 01:58:16.720]  800-686-2237.
[01:58:23.405 --> 01:58:25.806]  Ladies and gentlemen, get in on the gold and silver now.
[01:58:25.906 --> 01:58:29.568]  Don't trust the government and keep all your money in stocks and bonds and paper.
[01:58:29.869 --> 01:58:31.309]  You're really asking for it if you do.
[01:58:31.329 --> 01:58:31.630]  800-686-2237.
[01:58:31.750 --> 01:58:34.111]  Thank you, Jim Newcomer.
[01:58:34.431 --> 01:58:35.872]  You bet.
[01:58:36.752 --> 01:58:38.153]  All right, and they're there right now.
[01:58:38.693 --> 01:58:42.235]  All right, retransmission with Jesse Ventura and a lot more starts now.
[01:58:42.396 --> 01:58:44.036]  Stay with us at Infowars.com.
[01:58:45.457 --> 01:58:46.998]  Thank you for listening to GCN.
[01:58:47.939 --> 01:58:50.260]  Be sure to visit GCNlive.com today.
[01:58:53.171 --> 01:58:54.733]  Hello friends, this is Alex Jones.
[01:58:54.853 --> 01:58:59.518]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:58:59.598 --> 01:59:02.361]  We need to be independent, and food and water is the key.
[01:59:02.561 --> 01:59:05.424]  You'll never have to stand in a bread line if you have your own bread.
[01:59:05.604 --> 01:59:10.329]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:59:10.549 --> 01:59:11.470]  If you simply prepare.
[01:59:11.670 --> 01:59:14.714]  No one is going to take care of your family in the final equation that you do.
[01:59:14.914 --> 01:59:21.841]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, Salmonella, genetic alteration, or Chinese imports.
[01:59:21.901 --> 01:59:25.044]  And they do it at almost half the cost of last year's grocery prices.
[01:59:25.185 --> 01:59:25.385]  Call 1-800-409-5633.
[01:59:25.445 --> 01:59:27.087]  Or on the web, go to efoodsdirect.com.
[01:59:30.330 --> 01:59:36.396]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:59:36.597 --> 01:59:40.180]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:59:40.200 --> 01:59:41.702]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:59:41.722 --> 01:59:42.303]  Take action today.
[01:59:42.343 --> 01:59:44.325]  The first step is getting storable food.
