[00:00:00.009 --> 00:00:00.409]  Congruent.
[00:24:06.976 --> 00:24:13.824]  Yeah, okay, well when police with guns put their hands on you and stick you in a police car and take you to a police station, you're under arrest.
[00:24:13.844 --> 00:24:17.989]  And I'm not mad at you here, but I think you're going through some crime stop or some double think here.
[00:24:18.009 --> 00:24:23.035]  Kind of like when, you know, Winston's neighbor's being tortured by O'Brien but he still thinks he kind of deserves it.
[00:24:23.415 --> 00:24:24.757]  No, you're being violated.
[00:24:25.137 --> 00:24:29.178]  I mean, you keep saying you've done nothing wrong and that you're a small problem.
[00:24:29.758 --> 00:24:35.280]  They are the problem in supposedly free Europe coming over and grabbing you.
[00:24:35.320 --> 00:24:38.641]  Now, Jim Tucker told us they've arrested a bunch of other journalists.
[00:24:39.161 --> 00:24:39.941]  Have you seen that?
[00:24:41.081 --> 00:24:41.581]  I haven't, no.
[00:24:41.622 --> 00:24:44.822]  I've not really had much contact with anyone else here today.
[00:24:44.842 --> 00:24:45.803]  I had breakfast with Jim.
[00:24:46.743 --> 00:24:48.903]  But apart from that, I've not really seen anyone.
[00:24:49.144 --> 00:24:53.365]  I've just been keeping myself to myself, writing up another... I wrote up the account of last night.
[00:24:54.699 --> 00:25:06.203]  I was actually going to write tomorrow, well tonight, I was going to write about just the kind of strange, surreal and farcical nature of people arriving in ultimate privacy
[00:25:06.653 --> 00:25:09.634]  You know, keeping the windows tinted, keeping the shades down.
[00:25:10.174 --> 00:25:11.655]  You know, what on earth do they think they're going on?
[00:25:11.995 --> 00:25:13.015]  What is in their minds?
[00:25:13.395 --> 00:25:15.976]  It's so pathetic that they're having this meeting.
[00:25:15.996 --> 00:25:16.876]  It's kind of pathetic.
[00:25:16.896 --> 00:25:19.077]  You know, you have different feelings about it.
[00:25:19.097 --> 00:25:19.917]  You might be angry.
[00:25:20.277 --> 00:25:22.518]  You might be insulted that they're having this meeting in private.
[00:25:22.778 --> 00:25:24.398]  I kind of find it a little bit tragic.
[00:25:24.778 --> 00:25:25.919]  Mr. Skelton!
[00:25:25.959 --> 00:25:26.799]  Mr. Skelton!
[00:25:27.119 --> 00:25:30.380]  They've stolen $14.8 trillion in seven months of U.S.
[00:25:30.400 --> 00:25:31.220]  taxpayer money.
[00:25:31.481 --> 00:25:33.221]  The global banking ministers are meeting.
[00:25:33.441 --> 00:25:35.922]  They've stolen $10 trillion from Europe and England together.
[00:25:37.242 --> 00:25:39.804]  It would be tragic if they didn't control the military.
[00:25:40.064 --> 00:25:42.505]  We have Bilderberg Group, Club of Rome documents, sir.
[00:25:42.746 --> 00:25:44.947]  They're calling for world population reduction.
[00:25:45.407 --> 00:25:52.771]  They're calling for world taxes to enslave us and to quote streamline our lifestyles, lower our standard of living.
[00:25:53.031 --> 00:25:54.612]  They want one child policy.
[00:25:55.012 --> 00:25:57.414]  They're meeting, they're mobsters.
[00:25:57.694 --> 00:26:02.717]  So of course, but they're mobsters that the state and the government work for and protect.
[00:26:03.157 --> 00:26:11.342]  You've got 150 world leaders, kings, queens, banker heads, government ministers, meeting in secret, violating the Logan Act, the U.S.
[00:26:11.362 --> 00:26:18.446]  ministers, and then you, the London Guardian, is it the Guardian in the top 5 newspapers or is it the top 10?
[00:26:19.887 --> 00:26:23.369]  Yeah, I mean, it's one of the big broadsheets, so it's, you know, top 5.
[00:26:23.789 --> 00:26:26.151]  But, I mean, the London Guardian is the biggest paper in Europe.
[00:26:27.301 --> 00:26:28.704]  I mean, I know that, because I've been to Europe.
[00:26:29.345 --> 00:26:30.908]  No, that's the paper you see everywhere.
[00:26:30.948 --> 00:26:36.338]  No, I mean, no, I mean... In fact, pull out... I mean, I should just point out, I should point out, I'm not really, well, I'm not a journalist.
[00:26:36.458 --> 00:26:37.480]  I'm a, you know, I'm a writer.
[00:26:38.337 --> 00:26:41.379]  I write jokes about Amy Whitehouse for a living.
[00:26:41.600 --> 00:26:47.864]  That's why they sent you, because they thought you wouldn't be able to recognize what was really happening, but I think you're a smart guy.
[00:26:48.385 --> 00:26:49.926]  With respect, that's not what happened.
[00:26:51.027 --> 00:26:53.909]  I was aware that they weren't going to send anyone, and no one was writing about this.
[00:26:54.189 --> 00:27:01.374]  So I approached them, and I said, under the cover of wanting to make a few jokes about it, I said, why don't I go over and cover this?
[00:27:01.414 --> 00:27:02.555]  They said, OK, that sounds funny.
[00:27:02.855 --> 00:27:07.439]  So I've started to be able to, just I hope in my small way,
[00:27:07.998 --> 00:27:15.824]  Raise a little bit of awareness about this because you would not believe the lack of awareness and the lack of just basic knowledge or even caring about
[00:27:16.443 --> 00:27:19.765]  About this situation and about, you know, global power structures.
[00:27:20.105 --> 00:27:21.946]  There is just such ignorance.
[00:27:22.066 --> 00:27:22.667]  It's unbelievable.
[00:27:22.727 --> 00:27:23.767]  Yeah, let me throw this in.
[00:27:24.128 --> 00:27:27.149]  They just walked in with a bunch of mainstream articles out of Greece, England, you name it.
[00:27:27.710 --> 00:27:32.532]  Yes, there are members of the State Department and others on record meeting in Greece this weekend.
[00:27:32.873 --> 00:27:40.297]  So all these Obama people are going over to Greece, but then the news won't say they're there because it's a felony.
[00:27:40.597 --> 00:27:41.858]  Now Rick Perry, in 2007,
[00:27:44.239 --> 00:27:47.621]  He's the first to ever arrogantly tell the Dallas Morning News he was going to Bilderberg.
[00:27:48.601 --> 00:27:49.142]  Right, right.
[00:27:49.242 --> 00:27:50.883]  And he went to Istanbul, Turkey.
[00:27:51.723 --> 00:27:58.226]  Now, the article yesterday that you were in kind of said you were going to Bilderberg to see if it existed.
[00:27:58.807 --> 00:28:00.548]  Let me ask you now, does it exist?
[00:28:01.708 --> 00:28:02.028]  Oh, yeah.
[00:28:03.049 --> 00:28:04.350]  Um, yeah.
[00:28:04.450 --> 00:28:05.790]  I mean, do those police... 100,000%.
[00:28:06.071 --> 00:28:09.152]  Do those police exist that took you to jail?
[00:28:10.153 --> 00:28:10.713]  Well, yeah.
[00:28:10.873 --> 00:28:12.314]  Well, I'm calling from the police station.
[00:28:13.381 --> 00:28:16.142]  You know how many times I've been in a police station in my life?
[00:28:16.242 --> 00:28:17.282]  Twice.
[00:28:17.662 --> 00:28:19.242]  Both days here at Bilderberg.
[00:28:19.722 --> 00:28:20.803]  You know, I've never been arrested.
[00:28:20.903 --> 00:28:22.323]  I've never had a crossword with a policeman.
[00:28:22.723 --> 00:28:23.443]  And now suddenly this.
[00:28:23.483 --> 00:28:29.965]  Yeah, but that's what Winston Smith's upstairs neighbor, when he brings him into the cell and he goes, they got you too?
[00:28:30.005 --> 00:28:31.605]  And he's like, I don't know why I'm here.
[00:28:31.625 --> 00:28:32.625]  I must have done something.
[00:28:32.825 --> 00:28:33.585]  I'm sure I deserve it.
[00:28:33.745 --> 00:28:34.746]  My son turned me in.
[00:28:34.946 --> 00:28:35.866]  I'm so proud of him.
[00:28:36.186 --> 00:28:39.807]  I mean, do you understand that that's the level we've reached?
[00:28:40.007 --> 00:28:41.447]  I hope I'm not coming across as that.
[00:28:41.787 --> 00:28:45.830]  I hope I'm not saying I've done something wrong here.
[00:28:45.950 --> 00:28:51.534]  What I am saying, though, is that you've been doing this for years.
[00:28:51.775 --> 00:28:52.875]  This is my first Bilderberg.
[00:28:52.956 --> 00:28:54.076]  I know I'm a bit naive.
[00:28:54.176 --> 00:28:54.617]  I know that.
[00:28:55.097 --> 00:28:55.838]  I appreciate that.
[00:28:56.818 --> 00:28:59.320]  It's been a real eye-opener for me.
[00:28:59.340 --> 00:29:04.044]  It's just been an extraordinary experience, and it's made me more
[00:29:04.804 --> 00:29:08.808]  Aware of the seriousness of the situation because there are people here taking this thing very seriously.
[00:29:09.068 --> 00:29:09.909]  So I think everyone should.
[00:29:10.470 --> 00:29:11.551]  Are they going to let you go?
[00:29:11.571 --> 00:29:13.633]  Well, do you know what?
[00:29:13.653 --> 00:29:13.953]  I don't know.
[00:29:13.973 --> 00:29:14.874]  They're just sitting about.
[00:29:14.894 --> 00:29:16.156]  It's strange.
[00:29:16.176 --> 00:29:17.136]  I'm just sort of here.
[00:29:18.226 --> 00:29:19.366]  I don't really know what's going on.
[00:29:19.426 --> 00:29:25.308]  Well, Obama says he supports indefinite detention like Bush, so maybe this is the last time we'll ever talk to you.
[00:29:25.548 --> 00:29:26.409]  Maybe that's just all.
[00:29:27.029 --> 00:29:28.269]  Where'd Mr. Skelton go?
[00:29:28.309 --> 00:29:29.229]  Where did Charlie go?
[00:29:29.269 --> 00:29:30.190]  You know, he disappeared!
[00:29:30.210 --> 00:29:32.650]  It's part of freedom!
[00:29:32.670 --> 00:29:33.651]  Give my love to mom and dad.
[00:29:33.991 --> 00:29:35.871]  Yeah, well, hey, in fact, this may be the last time.
[00:29:35.891 --> 00:29:38.552]  You want to say bye to your family, maybe?
[00:29:39.032 --> 00:29:40.373]  I'm not going to do anything so chilling.
[00:29:41.253 --> 00:29:42.393]  But, I mean, you know, this is freedom.
[00:29:42.453 --> 00:29:47.275]  I mean, you know... Yeah, no, look, this is also on a serious note.
[00:29:47.662 --> 00:29:55.569]  This is the first time I've experienced in a very, very real, visceral way the withdrawal of freedoms.
[00:29:56.751 --> 00:30:09.182]  Just the other day, on a related note, I found out that the EU had basically limited the number of seeds that you can sell legally to members of the public.
[00:30:10.097 --> 00:30:13.058]  We keep telling listeners that all over they're buying up the heirloom seeds, putting them in U.N.
[00:30:13.098 --> 00:30:13.719]  armored vaults.
[00:30:13.979 --> 00:30:14.759]  You can hardly get them!
[00:30:31.607 --> 00:30:32.647]  There are a bunch of U.S.
[00:30:32.667 --> 00:30:35.689]  cities in Oklahoma, Oregon, you name it.
[00:30:36.049 --> 00:30:40.971]  One of them's Tulsa, Oklahoma, where they want to make you get a license to have a garden.
[00:30:41.491 --> 00:30:43.012]  I mean, we're in a prison, folks!
[00:30:43.052 --> 00:30:44.432]  These people mean business!
[00:30:44.612 --> 00:30:46.193]  I'm sorry, go ahead about your point about the seeds.
[00:30:47.033 --> 00:30:59.118]  Well, no, it's just that I think that was one of the first occasions where I suddenly felt the hand of the EU limiting me as a citizen, wanting to do a perfectly innocent, in fact, good thing.
[00:30:59.588 --> 00:31:01.849]  You know, I was thinking, this is ridiculous.
[00:31:01.909 --> 00:31:03.469]  It's an absurd situation.
[00:31:03.489 --> 00:31:04.890]  What type of seeds were they?
[00:31:04.950 --> 00:31:06.330]  Maybe they could be used as weapons.
[00:31:06.450 --> 00:31:07.011]  Al-Qaeda.
[00:31:07.411 --> 00:31:13.153]  We have SWAT teams here raiding aloe vera plantations because it's evil.
[00:31:13.193 --> 00:31:13.993]  It helps for burns.
[00:31:14.033 --> 00:31:16.134]  Maybe they're protecting me from these terrible seeds.
[00:31:16.174 --> 00:31:18.574]  Maybe, you know, I don't know.
[00:31:18.594 --> 00:31:20.155]  We're laughing, but it's actually...
[00:31:20.595 --> 00:31:30.801]  When it comes down to things like DNA, genetics, and seeds, and ownership of water, these are massive, fundamental pillars of human life.
[00:31:31.161 --> 00:31:37.225]  Sir, for 36 years, they've taken in the UK, Australia, the US, Canada, New Zealand, your blood at birth.
[00:31:37.685 --> 00:31:40.667]  I had the secret documents on this 14 years ago, now it's mainstream news.
[00:31:40.707 --> 00:31:42.428]  They go, yeah, we take your blood illegally.
[00:31:42.448 --> 00:31:43.869]  If you don't like it, we got weapons.
[00:31:44.349 --> 00:31:51.172]  Now, sir, I'm trying to understand here, we really appreciate you joining us, a London Guardian reporter from the police station, there where you're being held.
[00:31:51.712 --> 00:31:53.633]  Can you tell us what police station you're being held in?
[00:31:53.653 --> 00:31:55.354]  In case this is the last time you're on the scene.
[00:31:55.374 --> 00:31:59.996]  Well, I guess it's, I can't even, I can't even say it's, the one that sounded a bit like Volugamini.
[00:32:00.556 --> 00:32:05.899]  It's where the police, it's the police station local to the hotel resort that they've taken over for Bilderberg.
[00:32:06.319 --> 00:32:08.360]  And the hotel is located where outside Athens?
[00:32:10.140 --> 00:32:13.782]  Yeah, it's about 20 kilometers outside Athens on the Riviera, they call it.
[00:32:14.198 --> 00:32:16.520]  Beginning with V, and I can't say it, for Luke Minney or something.
[00:32:16.540 --> 00:32:25.687]  So that's where I am, and you know, I can see that... I just sat at the side of the road for a couple of hours just watching the... Actually, I can see where I was sitting from here.
