[00:00:00.429 --> 00:00:00.970]  Impossible.
[01:38:48.436 --> 01:38:49.276]  Pack up your family.
[01:38:49.296 --> 01:38:50.097]  We're going to Mexico.
[01:38:51.778 --> 01:38:52.478]  Good luck, man.
[01:38:52.918 --> 01:38:53.378]  You got it.
[01:38:53.398 --> 01:38:56.240]  Alright, let's go to Jason in Missouri.
[01:38:56.300 --> 01:38:56.980]  Jason, you're up.
[01:38:57.861 --> 01:38:58.481]  Hey, how you doing?
[01:38:58.921 --> 01:38:59.342]  Good, man.
[01:39:00.562 --> 01:39:01.623]  It's an honor to talk to you.
[01:39:01.663 --> 01:39:05.885]  I've seen loose change and I've used it to wake up a couple of good friends of mine.
[01:39:08.762 --> 01:39:14.244]  It's great to see other people get the same feeling out of it that I did.
[01:39:14.985 --> 01:39:25.749]  I was calling because lately I've been noticing a trend, even with the people that I've woke up, is that people are just repeating what you say, or what Alex says.
[01:39:26.089 --> 01:39:28.510]  I don't necessarily have a problem with that.
[01:39:29.110 --> 01:39:33.812]  My problem comes from people not actually going and looking for themselves.
[01:39:35.329 --> 01:39:36.350]  I have a big problem with that.
[01:39:36.390 --> 01:39:38.293]  I think that you need to verify everything I say.
[01:39:38.333 --> 01:39:41.136]  I'm not going to get everything 100% right, neither is Alex Jones.
[01:39:41.476 --> 01:39:49.004]  And that's why, basically what I do before I come into every show is I just go scan the regular news wires.
[01:39:49.044 --> 01:39:52.168]  I go to routers, I go to MSNBC, I go to Fox.
[01:39:52.728 --> 01:39:54.529]  I go to the Telegraph and I go to the Guardian.
[01:39:54.549 --> 01:39:56.010]  Those are my big five sites now.
[01:39:56.350 --> 01:39:58.672]  Other than that, I also check my MySpace and my Facebook.
[01:39:58.692 --> 01:40:01.934]  So a lot of the information I present here really isn't even my own.
[01:40:02.334 --> 01:40:08.799]  It is coming out of the mainstream media, but it's really coming out of all the little info warriors all across the country that are sending me this stuff.
[01:40:09.599 --> 01:40:16.984]  For instance, Section 1710 of the Give Act, I wouldn't have known about that unless one of my callers came in and said, listen, you need to
[01:40:17.344 --> 01:40:19.005]  Well, that's kind of how I feel about it, too.
[01:40:41.624 --> 01:40:48.345]  comes up to somebody who's not awake and just completely recites word-for-word what was said on the radio show.
[01:40:48.806 --> 01:40:53.146]  Great, you've said what you've heard, but you have nothing to back that claim up at all.
[01:40:53.847 --> 01:41:01.008]  You may not have a date, you may not have anything that's actually tangible to prove to somebody.
[01:41:01.448 --> 01:41:08.590]  And then, I mean, if you actually have studied something and you are educated on it, you have no problem defending your point of view.
[01:41:08.730 --> 01:41:09.610]  And people kind of
[01:41:10.279 --> 01:41:15.649]  Respond better to someone who's confident with what they're saying and a lot of people are like well, why can't I wake this person up?
[01:41:15.689 --> 01:41:19.917]  Well, it's because you're you're not completely awake yet yourself in my eyes
[01:41:20.717 --> 01:41:25.139]  Well it took me a long time to get to the point where I was comfortable doing this on a massive level.
[01:41:25.179 --> 01:41:27.299]  It took me a short period of time.
[01:41:27.319 --> 01:41:31.141]  I got a pretty good memory to try to take some of these facts to my friends and my family.
[01:41:31.441 --> 01:41:37.203]  But like you said, it's very difficult when you're just sitting there talking to somebody and you don't have the article right in front of you to back up.
[01:41:37.243 --> 01:41:42.485]  It's gotten a lot easier with the advent of cell phone technology, wireless internet everywhere, laptops.
[01:41:42.765 --> 01:41:44.166]  I appreciate you taking my call, man.
[01:42:05.632 --> 01:42:13.217]  Like I said, I've used your movies and Alex's movies to wake up people and I'm going to keep doing that until it's outlawed.
[01:42:36.392 --> 01:42:39.553]  Anderson Cooper saying, wow, they declared a new world order.
[01:42:39.573 --> 01:42:42.094]  A few people in the United States are pretty concerned about that.
[01:42:43.234 --> 01:42:48.235]  No kidding we're concerned about it because a new world order means less for us and more for them.
[01:42:48.576 --> 01:42:49.696]  It's the Alex Jones Show.
[01:42:49.856 --> 01:42:50.436]  I'm Jason Bermas.
[01:42:50.456 --> 01:42:51.216]  We'll be back after this.
[01:42:51.276 --> 01:42:52.657]  Infowars.com, PrisonPlanet.tv.
[01:43:02.344 --> 01:43:05.726]  More than 700 chemicals have been found in our drinking water.
[01:43:05.866 --> 01:43:11.088]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:43:11.269 --> 01:43:14.070]  That's because many chemicals are inhaled when they evaporate.
[01:43:17.585 --> 01:43:27.587]  The KDF Dual Media Shower Filter works with both hot and cold water, and is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:43:27.947 --> 01:43:33.488]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons, or one year, whichever comes first.
[01:43:33.708 --> 01:43:39.789]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:43:39.989 --> 01:43:40.649]  What about you?
[01:43:41.009 --> 01:43:45.010]  Order your KDF Shower Filter normally, $49 for a special price of only $39.99, with free shipping.
[01:43:47.430 --> 01:43:50.513]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[01:43:51.414 --> 01:43:54.297]  That's 1-877-886-3653.
[01:43:56.759 --> 01:44:00.263]  Or simply click on the banner at GCNlive.com to order online now.
[01:44:02.345 --> 01:44:07.590]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:08.368 --> 01:44:13.712]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:14.253 --> 01:44:20.437]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:20.737 --> 01:44:22.559]  Well, Obama's already fudging.
[01:44:22.739 --> 01:44:25.101]  He's fudged since day one in this election.
[01:44:25.181 --> 01:44:36.069]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:44:38.374 --> 01:44:39.635]  It's not about left or right.
[01:44:40.035 --> 01:44:41.416]  It's about a one world government.
[01:44:41.896 --> 01:44:48.240]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:48.801 --> 01:44:56.606]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:57.066 --> 01:44:58.227]  The Obama Deception.
[01:44:58.647 --> 01:44:59.828]  The people strike back.
[01:45:02.011 --> 01:45:02.872]  Detoxify.
[01:45:02.953 --> 01:45:07.419]  You are constantly reminded how important detoxify is to cleanse your body of dangerous toxins.
[01:45:07.560 --> 01:45:13.329]  You are also being reminded that it's important to detoxify safely and not all products will provide safe and effective results.
[01:45:13.549 --> 01:45:17.275]  It's time to clear the air and clear your body with safe and effective keelermats.
[01:45:17.435 --> 01:45:22.417]  With the help of Nutri-A-Dine, Killer Max will help your body to remove heavy metals, toxins, and chemicals.
[01:45:22.557 --> 01:45:28.098]  The liquid zeolite formula, Humic, helps to remove chemicals, toxins, and fluoride, bromine, and chloride.
[01:45:28.258 --> 01:45:32.220]  Add Malignant Block to stimulate these two detox and anti-cancer protection.
[01:45:32.280 --> 01:45:36.541]  Green Tea Supreme to bind ionic toxins and protecting DNA and membranes.
[01:45:36.581 --> 01:45:36.861]  I think so.
[01:46:06.204 --> 01:46:07.485]  Alright folks, we are back.
[01:46:08.345 --> 01:46:10.527]  It's the Alex Jones Show, final segment.
[01:46:11.027 --> 01:46:13.349]  And joining us now, Alex Jones.
[01:46:13.469 --> 01:46:14.229]  Alex, what's up?
[01:46:15.490 --> 01:46:19.113]  Hey buddy, I've been taking care of business all day and I've been taking my children fishing.
[01:46:19.853 --> 01:46:23.195]  And I was listening to the show and that last caller was a nice guy.
[01:46:24.276 --> 01:46:28.919]  But I don't completely agree with him.
[01:46:28.939 --> 01:46:33.182]  By that I mean, I don't think we should spend all our time
[01:46:35.114 --> 01:46:42.117]  Uh, being too worried about how we present things, or obsessing, or trying to convince those.
[01:46:42.397 --> 01:46:50.381]  Hey, if people want to have all their 401Ks stolen, and want to live in a world government, and want to have their goods confiscated, I mean, we've been doing people a favor.
[01:46:50.941 --> 01:46:59.544]  You know, we're doing something for humanity, warning all these stupid, self-serving, foolselves, arrogant, foolish people.
[01:47:01.434 --> 01:47:04.495]  You know, I feel sorry for that guy who's trying to wake folks up and they give them problems.
[01:47:04.995 --> 01:47:10.356]  But, you know, I give people documentation, evidence, hardcore facts, and they still deny it.
[01:47:10.877 --> 01:47:13.797]  And so I say to that guy, or to others, just move on.
[01:47:14.318 --> 01:47:14.838]  Move on.
[01:47:15.098 --> 01:47:16.878]  There's always people that want to be suckers.
[01:47:16.898 --> 01:47:18.339]  There's always people that want to be slaves.
[01:47:19.719 --> 01:47:25.761]  I don't think people are running around regurgitating what they heard on InfoWars.com or on the radio show.
[01:47:25.881 --> 01:47:26.501]  All we do is
[01:47:27.580 --> 01:47:37.108]  Cover legislation and documents and have guests on and literally 98% of what we cover on the radio is posted on the websites.
[01:47:38.069 --> 01:47:41.212]  And so no, we have the higher standard of journalism.
[01:47:41.272 --> 01:47:43.314]  We have the higher standard of documentation.
[01:47:43.634 --> 01:47:44.995]  We've done a fabulous job.
[01:47:45.316 --> 01:47:49.880]  It's the mainstream horror media that's now trying to play catch up.
[01:47:50.380 --> 01:47:54.564]  And so I think the most important thing relaying information to people is to be confident
[01:47:55.380 --> 01:48:02.803]  And to say, listen, we have a world government coming down on us, and we've been right all along, and we need to point that out to people.
[01:48:03.864 --> 01:48:13.528]  Look, who even needs to wake up one of these arrogant nobodies who is on a power trip thinking that, you know, they run the planet and the establishment doesn't have anything over on them?
[01:48:13.548 --> 01:48:24.353]  I mean, who wants to wake up somebody that doesn't instinctively know that government's too big and that tyranny's out of control and that freedom's under attack at every level of society and that we're in serious trouble?
[01:48:25.853 --> 01:48:29.174]  Listen, 5% won the Revolutionary War against Britain.
[01:48:29.194 --> 01:48:31.195]  We got way more than 5% right now.
[01:48:31.695 --> 01:48:39.097]  And so the main thing is just to go out and wake up those that want to be woken up, but also say no, no, no to this system and call for the arrest of these bankers.
[01:48:39.437 --> 01:48:40.938]  Jason, I appreciate you filling in today.
[01:48:40.958 --> 01:48:46.499]  You'll be back live tonight, 9 to midnight, on the Genesis Network and Sommelcast and PrisonPlanet.tv.
[01:48:46.519 --> 01:48:48.460]  And I'll be back live Sunday, 4 to 6 p.m.
[01:48:49.760 --> 01:48:59.710]  On the abbreviated Sunday Show and Monday I'm doing a big two-hour presentation on the four-hour show ahead of Glenn Beck and Pompeo Mechanics debunking the FEMA camps.
[01:48:59.950 --> 01:49:04.735]  And I told folks a month ago he was going to debunk them and they were like, no, he says they're real.
[01:49:05.115 --> 01:49:06.517]  He's going to expose them.
[01:49:06.577 --> 01:49:07.798]  You don't sit, Jones.
[01:49:08.888 --> 01:49:10.449]  No, I wish Glenn Beck was for real.
[01:49:10.509 --> 01:49:11.730]  I wish he was joining the team.
[01:49:11.990 --> 01:49:14.932]  But the guy called for Ron Paul supporters to be arrested a year ago.
[01:49:14.952 --> 01:49:17.874]  He's total New World Order, so that big expose is coming up.
[01:49:17.894 --> 01:49:19.415]  Burmas, great job on it.
[01:49:19.455 --> 01:49:20.516]  I really appreciate you filling in.
[01:49:21.141 --> 01:49:22.122]  Thank you, Mr. Jones.
[01:49:22.542 --> 01:49:30.307]  Yeah, I mean, he also associated us with Tim McVeigh types that we're going to pull off the next terror attack in the United States, completely trying to demonize us.
[01:49:30.547 --> 01:49:33.169]  I mean, Glenn Beck is a shill among shills, folks.
[01:49:33.229 --> 01:49:37.652]  If you buy into that guy, I feel bad for you and I might have a bridge to sell you as well.
[01:49:37.972 --> 01:49:40.294]  All right, let's go to one final caller.
[01:49:41.034 --> 01:49:41.855]  He's out of the Ukraine.
[01:49:41.875 --> 01:49:42.435]  I got to take him.
[01:49:42.455 --> 01:49:43.956]  Let's go to Eric in the Ukraine.
[01:49:44.256 --> 01:49:45.597]  Eric, you got about 30 seconds.
[01:49:45.637 --> 01:49:45.957]  Go ahead.
[01:49:47.418 --> 01:49:49.460]  Hi, this is Eric from Kiev, Ukraine.
[01:49:50.461 --> 01:49:52.142]  I just want to speak about freedom a little bit.
[01:49:53.663 --> 01:49:57.426]  What I found, I moved to Germany, Bavaria, in 1990.
[01:49:57.546 --> 01:50:02.250]  I was luckily one of the 10% of Americans that had a passport.
[01:50:02.370 --> 01:50:02.891]  I got out.
[01:50:03.831 --> 01:50:04.852]  And it changed my life.
[01:50:05.332 --> 01:50:07.594]  And really, you know what's so great about Europe?
[01:50:07.614 --> 01:50:08.515]  There's so much freedom.
[01:50:09.387 --> 01:50:12.530]  You can just travel wherever and get so much culture and life.
[01:50:13.271 --> 01:50:14.572]  Eric, I wish I could have kept you over.
[01:50:14.752 --> 01:50:15.753]  We're at the end of the show.
[01:50:16.494 --> 01:50:17.735]  Let you get that little blurb in.
[01:50:17.795 --> 01:50:19.536]  It's the Alex Jones Show.
[01:50:19.576 --> 01:50:22.299]  The rebroadcast begins in about 40 seconds, folks.
[01:50:22.339 --> 01:50:30.746]  If you missed anything about the G20, about Anderson Cooper talking about a new world order, about Max Keiser and the controlled demolition coup d'etat, it's on the way.
[01:50:31.007 --> 01:50:32.028]  It's the Alex Jones Show.
[01:50:32.228 --> 01:50:34.350]  PrisonPlanet.com, InfoWars.com.
[01:50:42.686 --> 01:50:47.529]  Thank you for listening to GCN.
[01:50:47.569 --> 01:50:50.491]  Visit GCNlive.com today.
[01:50:51.852 --> 01:50:53.432]  Hello friends, this is Alex Jones.
[01:50:53.573 --> 01:50:58.195]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:50:58.295 --> 01:51:01.037]  We need to be independent, and food and water is the key.
[01:51:01.257 --> 01:51:02.838]  You'll never have to stand in a bread line.
