[00:00:00.349 --> 00:00:01.710]  War on Corruption.
[01:39:01.769 --> 01:39:03.250]  Alan Keyes hates Barack Obama.
[01:39:04.514 --> 01:39:05.715]  Ambassador Alan Keyes.
[01:39:09.878 --> 01:39:13.080]  So, there's your issue right there.
[01:39:14.942 --> 01:39:28.432]  I mean, I always hear about, I get calls every week, on and off air about, my cousin knows a guy who works at a repair shop who saw a checkpoint where a truck jumped over full of martial law signs.
[01:39:28.492 --> 01:39:29.412]  I've been hearing that for 14 years.
[01:39:30.606 --> 01:39:44.416]  But I've got mainstream news, martial law preparations, foreign troops training for gun confiscations and take on the American people, FEMA press releases, NLE09 we're going to be covering all week, and I can't get people to pay attention to it!
[01:39:46.955 --> 01:39:49.617]  The so-called swine flu is clearly manufactured.
[01:39:50.098 --> 01:39:53.160]  Baxter and others put in patents for it a year before it popped up.
[01:39:53.460 --> 01:39:56.003]  They're building mass graves, getting ready for martial law.
[01:39:56.403 --> 01:39:59.225]  I gave you secret documents before it was mainstream news.
[01:39:59.646 --> 01:40:02.748]  Now it's mainstream news.
[01:40:02.768 --> 01:40:04.490]  I mean, it's still not that big of an issue.
[01:40:07.112 --> 01:40:07.973]  All I'm saying is,
[01:40:09.150 --> 01:40:11.992]  Obama could clear all this up by releasing his birth certificate.
[01:40:12.012 --> 01:40:13.634]  And don't give me, he has.
[01:40:14.014 --> 01:40:15.735]  No, he hasn't.
[01:40:16.976 --> 01:40:20.739]  He hasn't released, he's released a certificate.
[01:40:22.280 --> 01:40:24.462]  And now they've waited so long they could fake one.
[01:40:24.562 --> 01:40:29.886]  I mean, they really have, why did, it's getting very, why did he post his birth certificate before anybody was asking the question?
[01:40:30.166 --> 01:40:32.168]  Or his certificate of birth certificate.
[01:40:32.188 --> 01:40:33.349]  Certificate of live birth.
[01:40:34.361 --> 01:40:34.861]  Oh, God.
[01:40:34.961 --> 01:40:35.961]  Robert in Texas.
[01:40:36.061 --> 01:40:36.941]  Robert, you're on the air.
[01:40:37.001 --> 01:40:37.382]  Go ahead.
[01:40:37.402 --> 01:40:38.782]  Hey, how you doing, Alex?
[01:40:39.082 --> 01:40:39.442]  Good, sir.
[01:40:40.902 --> 01:40:42.482]  I was broadcasting.
[01:40:42.602 --> 01:40:51.904]  I was on the air last night talking about NLE 09, warning people about the, you know, the foreign troops coming over here.
[01:40:53.444 --> 01:41:00.406]  And I had a listener come in the chat room, posted a link to the FEMA website, and said, where does it say anything about foreign troops?
[01:41:00.566 --> 01:41:02.846]  And I said, it's right there in paragraph three.
[01:41:04.082 --> 01:41:05.984]  So I went back to the FEMA site and it was gone.
[01:41:08.165 --> 01:41:12.629]  At the bottom of the site it says last edited on July 24th.
[01:41:13.470 --> 01:41:14.651]  Well let's check into this.
[01:41:14.751 --> 01:41:20.155]  The top link when you put in National Level Exercise 2009 is a FEMA link.
[01:41:20.976 --> 01:41:24.258]  And I printed this again last night.
[01:41:25.659 --> 01:41:28.101]  And the guys printed some more on this today.
[01:41:28.662 --> 01:41:29.983]  National Level Exercise 2009.
[01:41:30.023 --> 01:41:30.383]  And it says
[01:41:33.626 --> 01:41:46.292]  That they're working with federal agencies, state, tribal, and the United States welcomes the participation of Australia, Canada, Mexico, the United Kingdom, and NLEO-9.
[01:41:47.313 --> 01:41:56.897]  Then you get into the exercise, which is for counterintelligence, spying on us, foreign governments helping, and practicing, quote, taking on terrorists in the United States.
[01:41:57.578 --> 01:41:59.839]  And then here is the press release from FEMA,
[01:42:01.004 --> 01:42:05.627]  FEMA, Israeli Defense Forces, Home Front Command Partner for Martial Law.
[01:42:05.948 --> 01:42:18.536]  And when you go read this, and it's also in newspapers, they say the Israelis, because they know how to lock down a city, set up checkpoints, they're training all the major police departments on how to set up checkpoints and basically turn us into Gaza.
[01:42:19.377 --> 01:42:24.801]  And whether you love Israel or hate Israel, I sure don't want America to be like Israel, a total police state.
[01:42:25.922 --> 01:42:29.004]  But there's the FEMA official document.
[01:42:29.584 --> 01:42:30.485]  Guys, pull up FEMA.
[01:42:31.991 --> 01:42:35.494]  Just put into Google on screen right now for everybody.
[01:42:35.614 --> 01:42:36.714]  National Level Exercise 2009.
[01:42:36.975 --> 01:42:38.296]  Oh, there it is!
[01:42:39.416 --> 01:42:42.699]  It still says... There it is on screen right here.
[01:42:42.979 --> 01:42:45.881]  Post that on screen for folks watching on PrisonPlanet.TV.
[01:42:46.101 --> 01:42:56.529]  For folks on the radio, just Google National Level Exercise NLE09, the first Lynx FEMA press release that was put out a few months ago.
[01:42:58.090 --> 01:43:00.671]  And third paragraph says foreign troops right there.
[01:43:01.652 --> 01:43:04.593]  So, sir, I don't know what FEMA sheet you're looking at.
[01:43:05.033 --> 01:43:06.694]  Well, no, I'm looking at the same one you are.
[01:43:06.734 --> 01:43:09.495]  The last sentence was missing last night.
[01:43:09.535 --> 01:43:10.315]  It's back now.
[01:43:10.375 --> 01:43:11.495]  I'm looking at it right now.
[01:43:11.555 --> 01:43:11.976]  It's there.
[01:43:12.536 --> 01:43:17.298]  But if you also look at the bottom of the site, you see where they've been editing the site also.
[01:43:19.210 --> 01:43:23.072]  Last modified, yeah, Friday, July 24th.
[01:43:23.112 --> 01:43:24.192]  So you're right.
[01:43:24.372 --> 01:43:26.273]  Yeah, they've been in there changing things.
[01:43:26.553 --> 01:43:27.854]  They've been changing things.
[01:43:27.894 --> 01:43:29.955]  So that last sentence was not there last night.
[01:43:30.075 --> 01:43:42.060]  It is back today, which makes me believe that you're getting the word out and mainstream might be picking up on the foreign troops, so they had to put it back.
[01:43:42.711 --> 01:44:07.083]  Well, I mean, I remember two months ago, they had drills in Tucson and Phoenix with Israeli, German, French, Dutch, Australian, British, and a bunch of other, and it said, in-fighting terrorists, and I, the local news said, practicing to fight American militias, and I've got army reports all over the country, in fact, I showed one in the first hour today, I'll dig it out in a minute,
[01:44:07.603 --> 01:44:10.204]  This is all going on and the public's in denial.
[01:44:10.464 --> 01:44:12.425]  Folks, we're not making this up.
[01:44:12.785 --> 01:44:13.826]  I appreciate your call, sir.
[01:44:14.086 --> 01:44:20.929]  In fact, guys, pull up the Curt Nemo story, FEMA, Israeli Defense Forces, Home Front Command Partner.
[01:44:21.429 --> 01:44:25.611]  FEMA, Israeli Defense Forces, Home Front Command Partner for Martial Law.
[01:44:25.911 --> 01:44:35.176]  Because I want to put this on screen, not just Curt Nemo's article, the whole article is hyperlinks to the Department of Homeland Security and to a FEMA press release.
[01:44:36.263 --> 01:44:36.843]  See right here?
[01:44:37.244 --> 01:44:37.684]  Zoom in.
[01:44:38.144 --> 01:44:41.006]  See, people say, oh, that's just InfoWars or Prison Planet.
[01:44:41.486 --> 01:44:44.628]  We are a hundred times better than the mainstream media.
[01:44:44.928 --> 01:44:46.729]  We link to everything we show.
[01:44:47.029 --> 01:44:48.550]  People ask, well, where do you get your info?
[01:44:48.870 --> 01:44:49.871]  FEMA.gov?
[01:44:50.771 --> 01:44:51.812]  Homeland Security?
[01:44:51.832 --> 01:44:53.152]  I mean, look, right there!
[01:44:53.993 --> 01:44:54.933]  Israeli troops!
[01:44:56.394 --> 01:44:57.575]  That's the press release link.
[01:44:58.942 --> 01:45:06.602]  In fact, go ahead and put the actual website up on screen and on video for everybody watching and listening, click on press release.
[01:45:08.442 --> 01:45:09.142]  See the first link?
[01:45:09.542 --> 01:45:17.144]  And there is the press release, FEMA Administrator Fugate meets top Israeli officials to discuss emergency management issues.
[01:45:17.384 --> 01:45:20.704]  Then you read the article, it says they're involved in these drills.
[01:45:21.084 --> 01:45:24.745]  Then we googled that and found it was in Arizona.
[01:45:25.165 --> 01:45:33.347]  I go on air, read mainstream articles, but Arizona's saying how great it is to have foreign troops there, and how great it is to have them training to take on terrorists.
[01:45:33.787 --> 01:45:34.087]  And then,
[01:45:35.390 --> 01:45:36.611]  Look, I've got hundreds of these.
[01:45:36.751 --> 01:45:37.751]  I can't keep track of it.
[01:45:38.051 --> 01:45:39.452]  Here's News Tribune.
[01:45:39.692 --> 01:45:41.193]  Guard units trained for attacks.
[01:45:41.734 --> 01:45:42.814]  Camp Crowder, Missouri.
[01:45:43.515 --> 01:45:51.119]  And it says they practice repulsing an attack on the base by militias and on army checkpoint searching citizens.
[01:45:51.699 --> 01:45:57.342]  And they have army out on highways at mock checkpoints, which always go live.
[01:45:57.402 --> 01:45:58.143]  I videotaped this.
[01:45:58.203 --> 01:45:58.943]  I've been there before.
[01:45:59.363 --> 01:46:01.565]  And others have sent us the video.
[01:46:02.085 --> 01:46:03.506]  And it's got the militias
[01:46:04.667 --> 01:46:07.268]  They're practicing attacking the troops.
[01:46:07.288 --> 01:46:08.328]  It says malicious.
[01:46:12.529 --> 01:46:16.190]  I mean, you can go read this for yourself.
[01:46:16.251 --> 01:46:17.131]  They are practicing.
[01:46:17.191 --> 01:46:22.332]  I mean, Google Pentagon prepares to deploy in the U.S.
[01:46:23.013 --> 01:46:24.693]  or Brigade Homeland Tour.
[01:46:25.033 --> 01:46:30.455]  Google that and you'll be on Army Times saying they're preparing to put regular Army
[01:46:31.448 --> 01:46:35.009]  Two months ago, Tennessee, I had the state rep on.
[01:46:35.049 --> 01:46:39.770]  The army was out randomly running checkpoints in a four-state area.
[01:46:39.810 --> 01:46:41.190]  Tennessee was the only state to say no.
[01:46:41.570 --> 01:46:43.330]  And they told the governor, we're going to do it anyways.
[01:46:43.751 --> 01:46:45.011]  This was in the news!
[01:46:45.071 --> 01:46:45.891]  This is happening!
[01:46:47.311 --> 01:46:51.092]  And they just acclimate and acclimate and acclimate and acclimate and acclimate.
[01:46:51.132 --> 01:46:52.992]  And then we say something and they make fun of us.
[01:46:54.953 --> 01:46:55.633]  You know, I watched
[01:46:56.789 --> 01:46:58.349]  Real time with Bill Maher this weekend.
[01:46:58.369 --> 01:46:59.470]  I haven't watched it in months.
[01:47:00.270 --> 01:47:01.350]  And it was all lies.
[01:47:02.730 --> 01:47:05.371]  Just, just, and making fun of anybody that talks about this.
[01:47:05.411 --> 01:47:07.231]  And if you don't like Obama, you're a racist.
[01:47:07.612 --> 01:47:10.292]  I get these hundreds of emails a week saying, you're a racist, you're a racist.
[01:47:10.652 --> 01:47:14.413]  Folks, I'm not the one setting up abortuaries in black neighborhoods.
[01:47:14.493 --> 01:47:19.294]  I'm not the one grabbing black foster kids to test chemical and biologicals on them and radiologicals.
[01:47:19.634 --> 01:47:22.055]  And if your black leaders weren't paid off, they'd be fighting it.
[01:47:23.766 --> 01:47:25.607]  But it's not blacks telling me I'm racist.
[01:47:25.688 --> 01:47:27.549]  It's stupid yuppies.
[01:47:28.210 --> 01:47:29.050]  It's white people.
[01:47:31.652 --> 01:47:32.493]  It's a religion.
[01:47:32.973 --> 01:47:38.438]  You know, by saying you're a racist if you fight Obama, they then push his whole agenda through.
[01:47:38.898 --> 01:47:40.099]  You don't want a carbon tax?
[01:47:40.339 --> 01:47:40.920]  You're a racist.
[01:47:41.240 --> 01:47:42.221]  You don't want open borders?
[01:47:42.421 --> 01:47:42.961]  You're a racist.
[01:47:43.242 --> 01:47:44.282]  You don't want to lose your job?
[01:47:44.302 --> 01:47:44.743]  You're a racist.
[01:47:44.943 --> 01:47:48.266]  You don't want the government controlling and fining you thousands of dollars a year?
[01:47:49.972 --> 01:47:53.074]  If you don't have government health care, you're a racist.
[01:47:53.214 --> 01:47:53.475]  No!
[01:47:54.916 --> 01:47:55.196]  No!
[01:47:57.197 --> 01:47:58.198]  This is tribalism.
[01:47:58.238 --> 01:48:00.780]  They are playing us all off against each other.
[01:48:01.741 --> 01:48:03.882]  You know, tomorrow I'll get more into the whole flu thing.
[01:48:03.902 --> 01:48:05.984]  I prepared a huge folder on all this.
[01:48:06.584 --> 01:48:06.864]  Here is
[01:48:09.724 --> 01:48:15.767]  Public Safety Canada Media Relations with the phone number with Canada saying they're taking part in the drill.
[01:48:16.328 --> 01:48:31.996]  And I've got news articles from 2002 where they signed deals with Canadian and Mexican military to quote use Mexican and Canadian troops in the US for martial law to quote take on American terrorists and for insurrection.
[01:48:32.356 --> 01:48:33.437]  This is a fact!
[01:48:34.926 --> 01:48:44.690]  So see, they deny it, deny it, deny it, but if you go to the training, and you go read the FEMA press releases that I just put on screen, they say it's to take on American terrorists!
[01:48:45.050 --> 01:48:46.231]  Foreign troops!
[01:48:46.751 --> 01:49:00.717]  I've had Colonel Craig Roberts on, whose nephew went through West Point, and they had Wesley Clark and people in there giving him speeches saying, get ready to work with foreign troops to suppress American insurrection!
[01:49:01.604 --> 01:49:03.205]  They are going to use foreign troops.
[01:49:03.525 --> 01:49:06.047]  As crazy as that is, it's real, folks!
[01:49:06.427 --> 01:49:07.949]  This is really going on.
[01:49:08.669 --> 01:49:11.171]  I can show you the video out of the different
[01:49:12.318 --> 01:49:20.067]  to television stations in Florida when they landed troops from more than 12 nations from Latin America to quote, take on American terrorists.
[01:49:20.728 --> 01:49:24.011]  In fact, Google Latin American troops land in Florida.
[01:49:24.212 --> 01:49:28.737]  We can show them the video right now during the break for people watching on PrisonPlanet.TV.
[01:49:29.358 --> 01:49:30.499]  I mean, it's just everywhere.
[01:49:30.539 --> 01:49:32.101]  It's wallowing in evidence.
[01:49:34.350 --> 01:49:37.475]  I have the army following and watching me.
[01:49:37.595 --> 01:49:39.858]  It's in mainstream news they're doing it.
[01:49:40.619 --> 01:49:45.245]  Months after I tell you because the army leaks me a secret document because they don't like it.
[01:49:46.479 --> 01:49:50.580]  Folks, we're far down the rat hole when the army is following me around.
[01:49:50.981 --> 01:49:52.841]  They might be following me home today!
[01:49:53.521 --> 01:50:00.744]  I'll be like, oh, there they are behind me and I can take ten turns and they're following me and they'll smile at me and laugh at me, it's all real funny.
[01:50:01.164 --> 01:50:01.984]  It's not funny!
[01:50:02.705 --> 01:50:05.186]  You guys are traitors!
[01:50:05.626 --> 01:50:11.628]  They've been over in Baghdad shooting people and torturing people and doing their crap and now they're here and
[01:50:12.691 --> 01:50:15.892]  In fact, Hoos gave me an article earlier that I'm going to have some guests on.
[01:50:16.252 --> 01:50:19.112]  Lethal warriors bring combat hostility home.
[01:50:19.632 --> 01:50:21.833]  One unit where ten of them committed murders.
[01:50:22.853 --> 01:50:25.714]  Units where three or four separately go out and rob banks.
[01:50:26.254 --> 01:50:27.314]  They're just going crazy.
[01:50:27.454 --> 01:50:32.355]  But see, most of them aren't going to have to rob banks because they're used to killing and stealing and breaking down doors.
[01:50:32.735 --> 01:50:35.356]  This screws people up, folks, especially when you do two or three tours.
[01:50:36.016 --> 01:50:37.676]  It screws up about half the people who do one tour.
[01:50:37.976 --> 01:50:38.957]  Now they're all warped.
[01:50:39.197 --> 01:50:40.357]  They're all going to be cops.
[01:50:40.737 --> 01:50:42.939]  They got these kind of guys following me around.
[01:50:43.279 --> 01:50:44.720]  Following Ron Paul around.
[01:50:45.341 --> 01:50:46.982]  Baltimore Sun reported on that.
[01:50:48.923 --> 01:50:50.845]  I mean, this is crazy, ladies and gentlemen.
[01:50:51.005 --> 01:50:53.927]  Now, a lot of the troops are good patriotic people, and they know what's going on.
[01:50:54.968 --> 01:50:58.471]  But, uh, I mean, it is a total martial law grid.
[01:50:59.231 --> 01:51:04.595]  And it is expanding its net right now, and the enemy's building up, it looks like, to move against us.
[01:51:04.976 --> 01:51:06.116]  So, just get ready.
[01:51:06.156 --> 01:51:06.657]  Hold on.
[01:51:07.617 --> 01:51:12.919]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:51:13.640 --> 01:51:18.982]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:51:19.522 --> 01:51:25.685]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:51:26.025 --> 01:51:27.846]  Well, Obama's already fudging.
[01:51:27.966 --> 01:51:30.367]  He's fudged since day one in this election.
[01:51:30.447 --> 01:51:41.392]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:51:43.633 --> 01:51:44.914]  It's not about left or right.
[01:51:45.314 --> 01:51:46.695]  It's about a one-world government.
[01:51:47.175 --> 01:51:53.398]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:51:54.053 --> 01:52:01.826]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:52:02.347 --> 01:52:03.469]  The Obama Deception.
[01:52:03.909 --> 01:52:05.091]  The people strike back!
[01:52:09.073 --> 01:52:13.115]  If you owe the IRS, you can't make the problem go away without professional help.
[01:52:13.575 --> 01:52:16.516]  But with the help of Dan Pilla, you can get your problem solved.
[01:52:16.937 --> 01:52:21.439]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:52:21.799 --> 01:52:26.441]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:52:26.974 --> 01:52:38.505]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:52:38.806 --> 01:52:41.648]  Call us for a free consultation to discuss the many possibilities.
[01:52:42.129 --> 01:52:42.509]  Call 1-800-34-NO-TAX.
[01:52:42.529 --> 01:52:42.910]  That's 800-34-N-O-T-A-X.
[01:52:42.930 --> 01:52:45.552]  Or go to my website at TaxHelpOnline.com.
[01:52:51.778 --> 01:52:56.625]  Dan Pilla has been protecting taxpayers from the IRS for three decades and he can help you.
[01:52:57.085 --> 01:52:57.826]  Call us today 800-346-6829.
[01:52:58.067 --> 01:52:58.487]  That's 800-34-NO-TAX.
[01:53:07.003 --> 01:53:08.865]  Heart disease is on the rise.
[01:53:08.985 --> 01:53:14.170]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:53:14.351 --> 01:53:15.692]  But the symptoms are there.
[01:53:15.952 --> 01:53:24.141]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:53:24.361 --> 01:53:30.087]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:53:30.247 --> 01:53:32.047]  My blood pressure has normalized.
[01:53:32.088 --> 01:53:34.248]  My diabetes has totally improved.
[01:53:34.268 --> 01:53:38.629]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:53:38.809 --> 01:53:40.910]  I recommend Heart and Body Extract to everyone.
[01:53:41.030 --> 01:53:48.552]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:53:48.952 --> 01:53:51.293]  Order your two-month supply today by calling 866-295-5305.
[01:53:51.313 --> 01:53:51.753]  That's 866-295-5305.
[01:53:51.793 --> 01:53:53.494]  Or order online at HBextract.com.
[01:53:53.514 --> 01:53:55.395]  Heart and Body Extract, 866-295-5305.
[01:53:55.575 --> 01:53:56.516]  Or HBextract.com.
[01:54:22.443 --> 01:54:31.410]  To see if I still feel focused.
[01:54:32.491 --> 01:54:35.574]  You know, we'll be back tomorrow, 11 a.m.
[01:54:35.914 --> 01:54:36.574]  to 3 p.m.
[01:54:36.615 --> 01:54:37.235]  Central Center Time.
[01:54:37.255 --> 01:54:39.757]  I want to jam in a few final calls here.
[01:54:40.858 --> 01:54:41.679]  Who's up next?
[01:54:42.299 --> 01:54:43.921]  Here, John, I got my call list mixed up.
[01:54:45.549 --> 01:54:46.290]  Mike, Virginia.
[01:54:46.611 --> 01:54:48.894]  We'll probably get to Mike in Virginia and Mike in California.
[01:54:49.394 --> 01:54:51.737]  Dwayne and Jim and others we may not get to, but we'll see.
[01:54:53.440 --> 01:54:57.065]  I did want to just, in closing, thank our sponsors.
[01:54:57.705 --> 01:54:59.488]  One of them is MySolarBackup.com.
[01:54:59.528 --> 01:55:01.430]  A lot of things can happen during these troubled times.
[01:55:01.470 --> 01:55:02.832]  Hurricanes, snow, ice storms.
[01:55:03.413 --> 01:55:07.054]  The control freak, globalist, coming in with their carbon taxes.
[01:55:07.114 --> 01:55:09.215]  It's just good to start getting off the grid.
[01:55:09.715 --> 01:55:11.996]  A great little unit that will power quite a bit in your house.
[01:55:12.016 --> 01:55:13.997]  You can get a bunch of the units to run your whole house.
[01:55:14.317 --> 01:55:15.818]  MySolarBackup.com.
[01:55:16.518 --> 01:55:18.379]  It consists of the power source
[01:55:19.339 --> 01:55:23.101]  1800 watt generator, high-efficiency solar panel designed to provide endless electricity.
[01:55:23.401 --> 01:55:24.841]  It's MySolarBackup.com.
[01:55:24.882 --> 01:55:25.942]  It's MySolarBackup.com or 877-327-0365.
[01:55:25.962 --> 01:55:26.542]  That's 877-327-0365.
[01:55:26.562 --> 01:55:27.523]  And in closing, a cola blue.
[01:55:35.746 --> 01:55:39.029]  Atmospheric Water Generator, what I use in my home, what we use in the office.
[01:55:39.390 --> 01:55:40.891]  They've got a new unit out.
[01:55:41.291 --> 01:55:42.072]  They're special.
[01:55:42.352 --> 01:55:44.174]  20% off ends today.
[01:55:44.554 --> 01:55:45.555]  So I've called today.
[01:55:45.575 --> 01:55:46.556]  800-691-6043.
[01:55:46.576 --> 01:55:47.517]  800-691-6043.
[01:55:47.657 --> 01:55:57.146]  It grabs the water out of the air and then sends it through seven different filters, including reverse osmosis and a carbon filter.
[01:55:57.446 --> 01:55:58.387]  acolablue.com.
[01:55:58.407 --> 01:55:58.447]  800-691-6043.
[01:56:02.392 --> 01:56:02.772]  Hello Alex.
[01:56:02.792 --> 01:56:03.073]  Hi Mike.
[01:56:25.979 --> 01:56:34.381]  Um, I'm calling because, uh, I found some images on the dollar bill that, uh, Jordan Maxwell or anybody hasn't found today, uh, that I know of.
[01:56:35.041 --> 01:56:37.582]  Um, I'll try to make this quick because I know you're trying to take other calls.
[01:56:37.982 --> 01:56:42.243]  Alright, what you need to do is get about, uh, five to ten dollar, one dollar bills.
[01:56:42.723 --> 01:56:48.324]  The area you're looking for is the white and black dots behind George Washington's head.
[01:56:48.764 --> 01:56:52.585]  You usually turn the dollar bill on its side or upside down, still looking at the front
[01:56:53.044 --> 01:56:53.424]  Of course.
[01:56:54.165 --> 01:56:58.406]  I found skulls, occult images, just all kinds of stuff.
[01:56:58.446 --> 01:57:00.307]  No, I don't think anybody's seen that.
[01:57:01.408 --> 01:57:03.429]  Well, there's all sorts of secret stuff.
[01:57:04.449 --> 01:57:31.753]  on the dollar bill i don't have a dollar bill as a twenty and a ten and a five but uh... it's just filled with a cultic stuff and they admit it is so why don't you scan in that little image and just that little part of it and then pointed out right a blurb and send it to writers and info wars dot com we get a lot of listeners submitted ideas and stuff and a lot of it's great we're posting most of it post anything you want in the prison planet forum unless it's calling for violence
[01:57:32.694 --> 01:57:35.240]  Let's go ahead and talk to Mike in California.
[01:57:35.641 --> 01:57:36.503]  Mike, you're on the air.
[01:57:37.565 --> 01:57:38.708]  Hey Alex, how you doing?
[01:57:39.970 --> 01:57:42.031]  First, I want to thank you for everything that you're doing.
[01:57:42.051 --> 01:57:50.877]  You actually made me feel sane again, because for a long time, I had a lot of people saying, hey, you're crazy for all these things you're thinking.
[01:57:51.177 --> 01:57:52.018]  I'm 31 years old.
[01:57:52.058 --> 01:57:53.939]  I started doing this when I was 18 years old.
[01:57:56.280 --> 01:57:59.963]  I got into studying Babylon and unlocking Babylon.
[01:58:00.583 --> 01:58:05.266]  It got me into the whole monarchy, and I started seeing what the system was really about.
[01:58:08.098 --> 01:58:19.212]  I actually read a book by Alexander Hilflock called The True Babylon, and it, you know, it woke me up to the whole thing and actually seeing, you know, the whole system that our government is.
[01:58:19.292 --> 01:58:20.554]  It's almost a mere image of it.
[01:58:23.018 --> 01:58:29.722]  Well, these are Babylonian Mystery School systems of psychology and government and controlling populations.
[01:58:29.742 --> 01:58:34.184]  And if you know that science, then you have a monopoly over everything else in rule.
[01:58:34.884 --> 01:58:39.307]  But somehow they convinced the population not to even look into the sciences of control.
[01:58:39.567 --> 01:58:42.068]  It's our job to just get people to wake up and look around them.
[01:58:42.328 --> 01:58:42.889]  Thank you.
[01:58:42.929 --> 01:58:43.629]  Big show today.
[01:58:43.649 --> 01:58:44.790]  Retransmission starts now.
[01:58:45.050 --> 01:58:46.090]  Infowars.com.
[01:58:46.311 --> 01:58:47.051]  Great job, crew.
[01:58:48.732 --> 01:58:50.473]  Thank you for listening to GCN.
[01:58:52.049 --> 01:58:54.271]  Visit GCNlive.com today.
[01:58:56.452 --> 01:58:57.553]  This is Alex Jones.
[01:58:57.833 --> 01:58:59.634]  Have you heard of the Millionaire Patriot?
[01:58:59.834 --> 01:59:00.455]  Well, you should.
[01:59:00.475 --> 01:59:05.058]  He has a free handgun and five days of firearms training waiting for you.
[01:59:05.318 --> 01:59:05.798]  That's right.
[01:59:06.118 --> 01:59:16.045]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar.
[01:59:16.145 --> 01:59:17.286]  Plus, if you act fast,
[01:59:17.486 --> 01:59:23.109]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[01:59:23.469 --> 01:59:29.993]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:59:30.353 --> 01:59:35.536]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:59:35.876 --> 01:59:37.037]  This is real.
[01:59:37.338 --> 01:59:38.078]  Don't miss out.
[01:59:38.379 --> 01:59:46.767]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:59:46.947 --> 01:59:49.130]  Go to FrontSight.com today.
[01:59:49.310 --> 01:59:52.834]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:59:53.014 --> 01:59:55.937]  Go to FrontSight.com for your training and free gun.
