[00:00:04.195 --> 00:00:09.617]  The web, efoodsdirect.com, 800-409-5633.
[01:33:25.197 --> 01:33:26.498]  Be sure to visit GCNlive.com today.
[01:33:49.184 --> 01:33:59.148]  You know, I'm not whining when I say I've probably done 30 interviews in the last three or four days with newspapers, TV, PBS, Independent Film Channel, Wired Magazine, on and on and on.
[01:34:00.228 --> 01:34:06.990]  For four days, one of the chief writers at Politico, which is huge, tried to get a hold of me, and I never got back with him.
[01:34:07.071 --> 01:34:11.432]  He was like calling people in England, my webmaster, trying to get me Saturday night.
[01:34:11.792 --> 01:34:13.693]  And I called him right after he'd filed the story,
[01:34:14.375 --> 01:34:20.656]  And it's out today, but we're quoted all in the big headline story at Politico right now, but this just came in.
[01:34:21.156 --> 01:34:25.537]  Bilderberg's excited conspiracist.
[01:34:26.318 --> 01:34:28.798]  And it just goes through it all here.
[01:34:28.818 --> 01:34:36.760]  And it says, one popular website, PrisonPlanet.com, greeted the nomination with the headline, Obama picks Bilderberg for health secretary.
[01:34:36.780 --> 01:34:39.500]  I haven't had time to read the whole article yet, it's very lengthy.
[01:34:40.521 --> 01:34:41.821]  And it goes on here to say,
[01:34:43.069 --> 01:34:47.272]  It talks about the secret meeting that the Obama deception covers.
[01:34:50.394 --> 01:35:05.324]  It documents all of that as we show how Obama literally had the reporters locked on a plane, said he was getting on board to go to Chicago, advertised he was going there, locked them on the plane at Dulles, two miles, three miles away from Bilderberg meeting this year, and then he pulled in with Hillary and they had their secret meeting.
[01:35:05.665 --> 01:35:10.408]  And they admitted it was a secret meeting on the news, but then lied about where it was in Georgetown and other places in D.C.
[01:35:11.328 --> 01:35:13.950]  But, so we actually got some credit there for breaking that.
[01:35:14.310 --> 01:35:15.471]  This is big news, folks.
[01:35:15.491 --> 01:35:21.335]  Politico is as big as the New York Times now in political news coverage.
[01:35:23.437 --> 01:35:25.718]  And they cover InfoWars.net here.
[01:35:25.778 --> 01:35:28.080]  Boy, I tell you, this is just amazing coverage they gave us.
[01:35:28.861 --> 01:35:30.342]  Man, I dropped the ball missing this one.
[01:35:30.542 --> 01:35:32.123]  I mean, I miss these interviews constantly.
[01:35:32.223 --> 01:35:33.904]  I can't work this hard.
[01:35:34.044 --> 01:35:36.766]  I can't keep track of it anymore.
[01:35:36.786 --> 01:35:38.808]  I was supposed to go do more media interviews tonight.
[01:35:39.713 --> 01:35:41.174]  And I'm about to collapse, folks.
[01:35:41.314 --> 01:35:47.437]  And, you know, then I've got the callers calling in, asking me incredibly important questions.
[01:35:47.858 --> 01:36:00.124]  And, again, I could spend five hours answering the question with detail and facts and proof of saying, you know, they've got their whole New World Order set up, their police state grid, their surveillance grid in place.
[01:36:00.625 --> 01:36:07.008]  When will they launch the next big stage terror attack, Alex?
[01:36:07.208 --> 01:36:08.449]  And why haven't they pulled the trigger yet?
[01:36:09.292 --> 01:36:10.733]  And then will we be able to stop them?
[01:36:10.773 --> 01:36:12.394]  I mean, those are just such weighty questions.
[01:36:14.236 --> 01:36:15.697]  Oh, I'm trying to answer that question.
[01:36:15.777 --> 01:36:25.944]  It's just, I... Questions that important, I don't want to not do justice to them by giving it a... half... half-detailed question.
[01:36:25.964 --> 01:36:28.545]  About to say... something else.
[01:36:28.786 --> 01:36:33.609]  But, um... Look.
[01:36:35.635 --> 01:36:36.596]  They do stunts.
[01:36:36.796 --> 01:36:38.196]  They don't just stage terror attacks.
[01:36:38.216 --> 01:36:38.977]  They do stunts.
[01:36:39.437 --> 01:36:41.498]  Madison Avenue package stunts like Obama.
[01:36:42.118 --> 01:36:46.481]  The great leftists to repudiate Bush and fix everything and save everybody.
[01:36:46.541 --> 01:36:54.005]  And as soon as that hype wears down, as soon as, whether it takes six months, a year, two years, as soon as his approval rating starts dropping down to about 50.
[01:36:55.504 --> 01:37:01.485]  That's when the globalists will stage terror attacks as the new stunt to get everybody hyped up and emotional and going along with the agenda.
[01:37:01.946 --> 01:37:11.968]  You know, the big stunts they're launching now are Obama and the world economic crisis they've engineered, saying the solution, the economy won't get better until you accept a new bank of the world that you pay your taxes directly to.
[01:37:12.388 --> 01:37:17.049]  And if the world accepts that, which they're now proposing in every major publication in the world, I mean, everything.
[01:37:17.669 --> 01:37:19.150]  I mean, just thousands of articles.
[01:37:19.210 --> 01:37:22.390]  New York Times, Wall Street Journal, Time Magazine, Newsweek.
[01:37:23.771 --> 01:37:24.351]  Meanwhile, there were
[01:37:25.041 --> 01:37:33.328]  I'm not kidding, probably 30 articles that I've seen in the last three days attacking me in mainstream news saying I'm delusional and world government doesn't exist.
[01:37:35.970 --> 01:37:39.893]  When I was walking out of my main office today, I just saw this laying there on the desk.
[01:37:41.114 --> 01:37:43.016]  We need a Bank of the World Newsweek.
[01:37:43.056 --> 01:37:46.559]  The financial crisis is global and only International Central Bank can deal with it.
[01:37:46.579 --> 01:37:48.661]  And you read the article, it calls for world government run by the banks.
[01:37:49.601 --> 01:37:52.664]  And then there's all these other publications saying I'm crazy, it doesn't exist.
[01:37:55.014 --> 01:37:58.575]  And it's kind of scary to have this much mainstream media paying attention to me and attacking me.
[01:37:58.815 --> 01:37:59.675]  Politico doesn't.
[01:38:00.015 --> 01:38:01.375]  I scanned over, it looks pretty fair.
[01:38:03.076 --> 01:38:04.156]  That's even more scary.
[01:38:07.837 --> 01:38:09.157]  You know, will we beat these people?
[01:38:09.197 --> 01:38:09.897]  Will we stop them?
[01:38:09.917 --> 01:38:12.378]  We got a good chance of it, because we planted all these seeds.
[01:38:12.398 --> 01:38:15.738]  We detailed what was going to happen, when it was going to happen, how it was going to happen, and our proof.
[01:38:16.779 --> 01:38:22.900]  And so, when I open the phones up now, especially on the weekday show, because there's more phone lines, and people can get in,
[01:38:25.017 --> 01:38:27.158]  Well, you hear it every day, police call in.
[01:38:28.118 --> 01:38:30.699]  You'll even have the squad car, you know, radio going off.
[01:38:31.079 --> 01:38:34.139]  They're like, yeah, I know they're training us for martial law and mass graves and we don't like it.
[01:38:34.179 --> 01:38:39.061]  And then I have city officials on, and I have people on, you know, who are, FEMA's getting them ready for it.
[01:38:39.441 --> 01:38:42.842]  I don't know if they're going to pull the trigger, but we're held hostage by the bankers.
[01:38:42.862 --> 01:38:45.923]  They've got the police state martial law gun to our head.
[01:38:47.503 --> 01:38:48.023]  So I don't know.
[01:38:48.443 --> 01:38:50.744]  Okay, I want to go to your calls, but on the Obama deception,
[01:38:54.398 --> 01:38:56.539]  Listen to me very very carefully, please.
[01:38:57.039 --> 01:38:59.240]  And don't take what I'm about to say for granted.
[01:39:01.381 --> 01:39:05.283]  Don't take this information I'm about to put out for granted.
[01:39:07.124 --> 01:39:07.444]  Okay?
[01:39:08.404 --> 01:39:18.949]  We got a lot of threats and a lot of stuff happened early last week that was clear evidence that the establishment was going to try to shut down our main servers.
[01:39:22.193 --> 01:39:26.278]  So that I couldn't put the Obama deception out this evening with the set premiere time of 6 p.m.
[01:39:26.318 --> 01:39:27.299]  Central when the show ended.
[01:39:27.739 --> 01:39:28.360]  March 15th.
[01:39:28.440 --> 01:39:29.221]  The people strike back.
[01:39:29.461 --> 01:39:30.282]  The Obama deception.
[01:39:32.344 --> 01:39:33.606]  So I launched it Wednesday night.
[01:39:34.781 --> 01:39:37.482]  Within 24 hours, it was number one on YouTube and Google.
[01:39:37.982 --> 01:39:39.202]  Number one video.
[01:39:39.622 --> 01:39:46.244]  They then knocked us off the top spot, and just took us completely out of the ratings, because they can't... These things are bigger than national television.
[01:39:46.485 --> 01:39:51.706]  When you're on the front page of Google and YouTube, when you're number one, it's a domino effect.
[01:39:52.006 --> 01:39:56.628]  Like loose change getting over 100 million views on Google, documented in a two-year period.
[01:39:57.048 --> 01:39:58.208]  They had to knock us out.
[01:39:58.228 --> 01:39:58.568]  They did.
[01:39:58.608 --> 01:39:59.368]  They expunged it.
[01:39:59.789 --> 01:40:01.409]  It's still there, it's just not on their main page.
[01:40:04.150 --> 01:40:04.410]  Okay?
[01:40:06.371 --> 01:40:07.452]  Now, I put the film out.
[01:40:07.512 --> 01:40:09.913]  It's on PrisonPlanet.tv for members in high quality.
[01:40:09.933 --> 01:40:12.094]  15 cents a day, $5.95 a month.
[01:40:12.394 --> 01:40:13.555]  Burns a DivX disc.
[01:40:13.975 --> 01:40:14.735]  Great activism.
[01:40:14.775 --> 01:40:15.516]  Get it out to everybody.
[01:40:16.336 --> 01:40:19.378]  The DVDs, the super high quality that everybody should have, the Obama Deception.
[01:40:19.978 --> 01:40:20.918]  Start shipping tomorrow.
[01:40:21.098 --> 01:40:22.399]  Get them at InfoWars.com.
[01:40:22.419 --> 01:40:23.159]  That's the way to see it.
[01:40:24.600 --> 01:40:31.964]  Now, with horror, I noticed by Thursday morning hundreds of copies of the Obama Deception all over the Internet.
[01:40:32.544 --> 01:40:34.685]  Now, I was pleased that it was ripped everywhere.
[01:40:34.705 --> 01:40:35.366]  I knew that would happen.
[01:40:35.386 --> 01:40:35.986]  That was my plan.
[01:40:36.883 --> 01:40:44.167]  But in horror, people were so excited to get it up quick that they uploaded it in low quality to YouTube and Google.
[01:40:44.268 --> 01:40:46.629]  Everybody did this because that meant theirs got up first.
[01:40:46.649 --> 01:40:48.510]  You understand it takes more time to upload it in high quality?
[01:40:49.791 --> 01:40:54.994]  So horrible end codes, totally ugly, looks like, you know, 2000 quality video.
[01:40:55.694 --> 01:40:59.277]  Whereas it's almost DVD quality on some of the downloads we've got at PrisonPlanet.tv.
[01:40:59.377 --> 01:41:04.780]  I mean, if you're going to spend two hours watching something, folks, have a little respect for yourself and us and buy the thing.
[01:41:05.874 --> 01:41:12.837]  We wanted to go virally for free to everybody, but it is not as effective looking like total crud with pixels all over it.
[01:41:14.138 --> 01:41:24.903]  So I was just completely disgusted with that, but a great channel who's got a director channel, meaning you can put more than 10 minute clips up, changed that channel on, that's his handle, on YouTube.
[01:41:27.208 --> 01:41:32.089]  Millions of views on his videos have been viewed millions of times, the ones he posts.
[01:41:32.690 --> 01:41:34.090]  He posted the Obama deception.
[01:41:34.130 --> 01:41:36.771]  It is the best encode I've ever seen on YouTube.
[01:41:38.271 --> 01:41:41.972]  I mean, it is a crystal clear encode on YouTube.
[01:41:43.513 --> 01:41:51.695]  And I've told Kurt Neumel and Paul Watson this morning I made the decision, though this will financially devastate us, I don't even care anymore, folks.
[01:41:52.275 --> 01:41:55.096]  I'm posting on the front page of InfoWars and Prison Planet
[01:41:56.368 --> 01:42:00.397]  These really good high quality copy of The Obama Deception.
[01:42:01.078 --> 01:42:04.946]  Now, now the psychology behind this is then people say, you know, here's a film cost me $100,000 to make.
[01:42:08.823 --> 01:42:10.705]  And the day it's released, I put it out for free.
[01:42:10.766 --> 01:42:13.068]  So please don't take that for granted, folks.
[01:42:13.609 --> 01:42:18.375]  You understand I'm doing this because we, they're gonna stage more terror and bring in complete martial law.
[01:42:18.655 --> 01:42:23.060]  They're now announcing North Com troops on the streets, FEMA camps, the American people are terrorists.
[01:42:23.561 --> 01:42:26.765]  Even Michael Savage is admitting the government's gonna stage a terror attack for martial law.
[01:42:27.449 --> 01:42:29.590]  People in the know understand this is real.
[01:42:29.710 --> 01:42:30.690]  Do you read me?
[01:42:31.170 --> 01:42:33.831]  This is not about me being a filmmaker or people liking me.
[01:42:33.951 --> 01:42:34.591]  I don't care.
[01:42:35.031 --> 01:42:39.552]  You know, if this new order wasn't coming down on us folks, I'd be a farmer or a rancher.
[01:42:40.212 --> 01:42:41.913]  I mean, I like to piddle around in the yard.
[01:42:41.973 --> 01:42:43.573]  I like to be out in the outdoors.
[01:42:43.613 --> 01:42:44.313]  I like to camp.
[01:42:45.033 --> 01:42:46.614]  I like to jog every morning, lift weights.
[01:42:46.674 --> 01:42:47.454]  I don't even do that.
[01:42:48.135 --> 01:42:50.959]  I'm a big fat blob because of it because all I do is work.
[01:42:50.999 --> 01:42:51.980]  I hardly see my children.
[01:42:52.541 --> 01:42:58.829]  I do this because I'm totally and completely dedicated to this fight and I've made this film.
[01:42:59.790 --> 01:43:06.259]  Curt Nemo posted a nice review out of a New York publication.
[01:43:07.205 --> 01:43:15.915]  For the Obama Deception, and in that, at InfoWars.com, a review of the Obama Deception is what it's called, top story, in there is the link to the high quality YouTube.
[01:43:15.955 --> 01:43:23.564]  Now the problem is, there's cruddy copies with hundreds of thousands of views a piece, hundreds of them, and the super high quality has like 10,000 views.
[01:43:23.624 --> 01:43:26.848]  Let's make it number one, so when folks Google the Obama Deception,
[01:43:27.754 --> 01:43:28.554]  That's all they see.
[01:43:28.614 --> 01:43:30.575]  But for that to happen, it's got to get more views.
[01:43:30.615 --> 01:43:32.275]  So, InfoWars.com.
[01:43:32.515 --> 01:43:39.717]  YourFoodStorage.com has been helping families prepare with the lowest priced, highest quality, storable food for over a decade.
[01:43:39.877 --> 01:43:44.079]  And right now, a one-year food supply that feeds 4 to 5 people is only $39.95.
[01:43:44.159 --> 01:43:45.879]  That's right.
[01:43:46.119 --> 01:43:49.120]  A one-year supply that feeds 4 to 5 people for under $4,000.
[01:43:49.520 --> 01:43:50.920]  That's only $0.92 per person for each meal.
[01:43:52.981 --> 01:43:55.303]  And comes with a 30 year shelf life.
[01:43:55.483 --> 01:43:59.845]  This amazing package has everything your family needs to survive for one full year.
[01:44:00.006 --> 01:44:03.848]  Your gourmet food is packed fresh when you place your order and is shipped to your doorstep.
[01:44:04.718 --> 01:44:05.398]  We're good to go!
[01:44:32.288 --> 01:44:34.149]  Heart disease is on the rise.
[01:44:34.289 --> 01:44:39.452]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:44:39.632 --> 01:44:40.973]  But the symptoms are there.
[01:44:41.233 --> 01:44:49.417]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:44:49.637 --> 01:44:55.360]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:44:55.540 --> 01:44:57.322]  My blood pressure has normalized.
[01:44:57.382 --> 01:44:59.545]  My diabetes has totally improved.
[01:44:59.665 --> 01:45:03.931]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[01:45:04.091 --> 01:45:06.214]  I recommend Heart and Body Extract to everyone.
[01:45:06.314 --> 01:45:14.084]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:45:14.244 --> 01:45:16.586]  Order your two month supply today by calling 866-295-5305.
[01:45:16.606 --> 01:45:17.046]  That's 866-295-5305.
[01:45:17.086 --> 01:45:18.947]  Or order online at hbextract.com.
[01:45:18.987 --> 01:45:21.769]  Heart and body extract 866-295-5305 or hbextract.com.
[01:45:33.883 --> 01:45:35.823]  Now, a quick word with Tony O'Donnell.
[01:45:35.863 --> 01:45:43.305]  He's America's favorite authority on healthy living, and now he's got a formula called Ruby Reds that will get us on the path to longer, happier lives.
[01:45:43.345 --> 01:45:46.405]  Tony, what does a person feel when they start to drink Ruby Reds?
[01:45:46.585 --> 01:45:55.807]  Well, Ruby Reds will help them feel like they're at 100%, and it's made with exotic red fruits, immune boosters, energy boosters, all the best stuff that you'll actually feel working.
[01:45:55.907 --> 01:46:01.148]  When I mix Ruby Reds into water and make this delicious drink, why is that so good for my body?
[01:46:01.388 --> 01:46:06.671]  Well, Ruby Reds is packed with so many great vitamins, minerals, digestive aids, and of course, antioxidants.
[01:46:07.071 --> 01:46:13.375]  In fact, when you have a serving, John, of Ruby Reds, it gives you the antioxidant power of a large bowl filled with fruits and vegetables.
[01:46:13.575 --> 01:46:17.477]  And best of all, Ruby Reds has no added sugar, no carbs, and only 30 calories.
[01:46:17.637 --> 01:46:21.819]  Today, you can try it risk-free and ask how you can get a free gift with your order.
[01:46:22.019 --> 01:46:22.219]  Call 1-800-204-6421.
[01:46:26.001 --> 01:46:28.423]  That's 1-800-204-6421.
[01:46:28.443 --> 01:46:28.683]  1-800-204-6421.
[01:46:28.703 --> 01:46:35.447]  Before you throw away your used batteries, you need to listen to this.
[01:46:35.807 --> 01:46:37.548]  Now going green can save money.
[01:46:37.708 --> 01:46:43.011]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:46:43.251 --> 01:46:50.981]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:46:51.302 --> 01:47:00.594]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:47:00.894 --> 01:47:03.918]  Increasing capacity and maintaining cell integrity.
[01:47:04.098 --> 01:47:08.984]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:47:09.284 --> 01:47:14.490]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:47:14.810 --> 01:47:15.551]  Save your money.
[01:47:15.932 --> 01:47:16.873]  Save the environment.
[01:47:17.233 --> 01:47:18.614]  Visit us online at r-charge.com.
[01:47:18.654 --> 01:47:19.615]  That's r-charge.com.
[01:47:19.635 --> 01:47:20.216]  Or call us at 989-637-4179.
[01:47:20.256 --> 01:47:20.696]  That's 989-637-4179.
[01:47:20.716 --> 01:47:22.337]  Be a part of the revolution today.
[01:47:22.477 --> 01:47:24.199]  Are you tired of searching for great talk radio?
[01:47:24.219 --> 01:47:25.280]  Well, search no more.
[01:47:25.300 --> 01:47:26.621]  We are the GCN Radio Network.
[01:47:43.911 --> 01:47:45.372]  Don't forget our free podcast.
[01:47:45.632 --> 01:47:47.093]  Over 130,000 people.
[01:47:47.133 --> 01:47:47.913]  It grows every week.
[01:47:47.973 --> 01:47:49.474]  Downloading it each day for free.
[01:47:49.894 --> 01:47:52.296]  Six days a week at Infowars.com.
[01:47:54.717 --> 01:47:58.459]  And don't forget that I also have the weekday show from 11 a.m.
[01:47:58.479 --> 01:47:59.179]  to 3 p.m.
[01:47:59.199 --> 01:47:59.920]  Central Standard Time.
[01:48:00.260 --> 01:48:01.941]  We come in here Sundays 4 to 6 p.m.
[01:48:01.961 --> 01:48:03.882]  with an abbreviated transmission, the final edition.
[01:48:05.637 --> 01:48:07.058]  Right now, you can go to PrisonPlanet.tv.
[01:48:07.158 --> 01:48:08.819]  It takes you about a minute to sign up.
[01:48:09.359 --> 01:48:10.580]  $5.95 for a monthly membership.
[01:48:10.900 --> 01:48:17.404]  See my live TV show where I simulcast weekdays, Jason Bermas 9 to midnight at PrisonPlanet.tv, simulcasting with Genesis.
[01:48:18.364 --> 01:48:19.825]  It's all there at PrisonPlanet.tv.
[01:48:19.905 --> 01:48:23.367]  You get all my films in super high quality.
[01:48:23.767 --> 01:48:26.149]  No hunting around or finding cruddy ones all over the web.
[01:48:26.509 --> 01:48:31.552]  PrisonPlanet.tv and The Obama Deception is up there in super high quality for you right now.
[01:48:31.712 --> 01:48:33.753]  Or order the best quality you can get.
[01:48:34.443 --> 01:48:41.369]  The high quality DVDs at InfoWars.com and also support this filmmaker so I can make more films.
[01:48:41.389 --> 01:48:48.816]  So please purchase it at InfoWars.com or see it in high quality online right now at PrisonPlanet.tv for those that can't afford it.
[01:48:49.389 --> 01:48:53.872]  Or those that want to see it in decent quality, we have one up there in that review of the film.
[01:48:53.892 --> 01:48:57.253]  It says, Review of the Obama Deception, and right there is the documentary.
[01:48:57.634 --> 01:49:00.255]  And it's the best quality out there we've seen on the web for free.
[01:49:00.575 --> 01:49:02.156]  That's why I'm pointing you at it.
[01:49:02.576 --> 01:49:04.157]  There's all these cruddy copies everywhere.
[01:49:04.217 --> 01:49:10.781]  Please, folks, make this the number one copy of Obama Deception, because there's literally dozens and dozens and dozens with hundreds of thousands of views apiece.
[01:49:10.921 --> 01:49:14.623]  Millions and millions of people have seen it in three or four days, and it's just total crud.
[01:49:14.663 --> 01:49:15.504]  It's driving me up the wall.
[01:49:15.524 --> 01:49:17.605]  So please make the Change the Channel copy.
[01:49:18.507 --> 01:49:20.208]  Okay, let's go to Ingrid in Las Vegas.
[01:49:20.228 --> 01:49:20.928]  Ingrid, you're on the air.
[01:49:45.194 --> 01:49:45.394]  Yes.
[01:49:45.414 --> 01:49:47.195]  Love you and listen to you every day.
[01:49:47.215 --> 01:50:00.261]  Do you remember back in August, I called you because my friend and me got pulled over by the cops because of... Yes, it was the Ron Paul sticker and it didn't shoot video of that in Las Vegas and put it on YouTube.
[01:50:01.432 --> 01:50:07.316]  You posted on InfoWars and some of the comments that we got were really upsetting.
[01:50:07.456 --> 01:50:13.280]  People said that we made... That's because they teach the police that Ron Paul supporters are terrorists because you love America.
[01:50:13.320 --> 01:50:15.061]  We have the secret government documents.
[01:50:15.562 --> 01:50:17.043]  So now I'm called a terrorist.
[01:50:17.083 --> 01:50:19.384]  That's about the worst thing you can be called.
[01:50:19.424 --> 01:50:20.705]  That's worse than a murderer.
[01:50:20.725 --> 01:50:22.706]  No, no, because we know the bankers are the criminals.
[01:50:22.766 --> 01:50:24.527]  They're the real criminals, the real terrorists.
[01:50:25.068 --> 01:50:26.689]  And so they've got to say we're the terrorists.
[01:50:27.578 --> 01:50:29.761]  I don't know if I should laugh or cry about this.
[01:50:30.141 --> 01:50:31.503]  Well, they're losing the fight right now.
[01:50:31.543 --> 01:50:32.905]  Look at how everybody's starting to wake up.
[01:50:33.665 --> 01:50:33.966]  Yeah.
[01:50:34.326 --> 01:50:34.867]  Yeah, I know.
[01:50:34.887 --> 01:50:36.469]  Yeah, Ingrid, so the cop pulls you over.
[01:50:36.729 --> 01:50:37.530]  There's video of it.
[01:50:37.830 --> 01:50:38.691]  Thank God you had a camera.
[01:50:38.732 --> 01:50:40.474]  He starts your evil Ron Paul sticker.
[01:50:40.514 --> 01:50:40.954]  How dare you?
[01:50:41.715 --> 01:50:43.918]  Yeah, and the interval sticker also.
[01:50:44.548 --> 01:50:45.269]  How dare you?
[01:50:45.329 --> 01:50:46.590]  How dare you be informed?
[01:50:46.990 --> 01:50:48.711]  The stickers are still on the car.
[01:50:48.931 --> 01:50:50.833]  Well, pretty soon they're going to have to say we're all terrorists.
[01:50:50.853 --> 01:50:51.253]  I mean, you know.
[01:50:52.354 --> 01:50:52.794]  I know.
[01:50:52.834 --> 01:50:53.815]  This is crazy.
[01:50:54.255 --> 01:50:55.436]  It's absolutely insane.
[01:50:55.456 --> 01:50:57.457]  We are not terrorists.
[01:50:58.258 --> 01:50:59.399]  Hey, good to hear from you.
[01:50:59.419 --> 01:51:01.880]  Yeah, I need to... I should ask her the name of the video.
[01:51:01.920 --> 01:51:02.681]  I know we posted it.
[01:51:03.021 --> 01:51:05.222]  When she posted it on YouTube, but I can't remember the name of it.
[01:51:05.562 --> 01:51:07.323]  Yeah, Ron Paul stickers, you're all kinda.
[01:51:07.663 --> 01:51:11.284]  But I mean, now Chuck Norris is on our side, now Michael Savage is saying the government stage is terror attacks.
[01:51:11.324 --> 01:51:12.164]  I mean, everybody's waking up.
[01:51:12.404 --> 01:51:13.545]  I mean, are they terrorists, too?
[01:51:14.385 --> 01:51:16.045]  Let's go ahead and talk to Max in Michigan.
[01:51:16.065 --> 01:51:16.826]  You're on the air, Max.
[01:51:17.866 --> 01:51:18.686]  Hey, how's it going, Alex?
[01:51:18.726 --> 01:51:19.046]  Good, sir.
[01:51:20.007 --> 01:51:23.208]  I just wanted to say I really like that video, though, about the deception.
[01:51:23.228 --> 01:51:27.769]  I think it's going to help definitely break down the boundaries between the left and the right.
[01:51:27.889 --> 01:51:30.190]  Yeah, it doesn't attack him from a phony right-wing perspective.
[01:51:30.210 --> 01:51:32.411]  It shows he's a front man for the bankers.
[01:51:33.542 --> 01:51:43.806]  Yeah, I see the whole argument being a lot harder after this video really gets big of, you know, the New World Order being this good, you know, system to run to.
[01:51:43.826 --> 01:51:54.410]  I see people really going to be waking up from this film and realize that the New World Order is, you know, a one-world banking system that is going to drag America down.
[01:51:55.250 --> 01:51:55.710]  Absolutely.
[01:51:55.850 --> 01:52:00.652]  And this film exposes how they orchestrated the economic crisis and are bringing in world government.
[01:52:00.872 --> 01:52:04.794]  And we show Henry Kissinger admitting that Obama is going to set up world government.
[01:52:05.334 --> 01:52:09.155]  And we have the troops admitting that the Pentagon is ordering them to set up martial law.
[01:52:09.515 --> 01:52:10.876]  It is all documented in the film.
[01:52:10.936 --> 01:52:12.096]  Thank you, sir, for the support.
[01:52:12.416 --> 01:52:13.797]  Corey in Denver, Colorado.
[01:52:13.817 --> 01:52:14.337]  You're on the air.
[01:52:15.437 --> 01:52:16.678]  Hey, how you doing?
[01:52:16.898 --> 01:52:17.158]  Good, sir.
[01:52:18.104 --> 01:52:27.267]  Yeah, I was just calling, I put on, I just signed up for the Prison Planet and just did that two-day, you know, when you announced that you were going to release Obama Deception.
[01:52:27.727 --> 01:52:30.548]  I had to get it before the FBI got it, you know.
[01:52:30.588 --> 01:52:34.009]  So I got that on my external hard drive and I'm going to burn a bunch of DVDs.
[01:52:34.049 --> 01:52:45.213]  I go to a film school out here, so I'm 20, I'm a young guy and I'm just trying to spread the word out to all my fellow filmmakers and I'm making my own films, trying to support you and going down that path.
[01:52:45.613 --> 01:52:45.833]  Good.
[01:52:46.733 --> 01:52:55.901]  But yeah, I just want to let you know, some of the bands that I listen to, their recent CD that they've been putting out, pretty much track for track.
[01:52:56.862 --> 01:53:00.605]  Every lyric and every word about the New World Order.
[01:53:00.645 --> 01:53:01.125]  No, I know.
[01:53:01.185 --> 01:53:02.486]  I mean, we talked to Muse.
[01:53:02.526 --> 01:53:05.809]  They wear my t-shirts on stage, on worldwide TV.
[01:53:07.070 --> 01:53:07.971]  Radiohead.
[01:53:08.511 --> 01:53:12.695]  I mean, just huge band after huge band now are listening to the radio show.
[01:53:13.254 --> 01:53:17.259]  Yeah, I mean, uh, Slipknot's new album is All Hope Is Gone, and uh... No, no, they're big.
[01:53:17.459 --> 01:53:23.807]  I'm not particularly like their whole angle myself, because it's pretty dark stuff, but they invited Burmess out to their show a few weeks ago in Austin.
[01:53:23.827 --> 01:53:24.348]  They're big fans.
[01:53:24.955 --> 01:53:27.816]  Yeah, we definitely have a message to be spread.
[01:53:27.856 --> 01:53:29.037]  Motley Crue are big fans.
[01:53:29.097 --> 01:53:32.138]  I mean, there's basically anybody we ever talk to that knows about the New World Order.
[01:53:32.678 --> 01:53:36.359]  Definitely catching the younger demographic, and I love hearing that, you know.
[01:53:36.499 --> 01:53:38.320]  You know, Bob Dylan knows about the New World Order.
[01:53:38.340 --> 01:53:40.461]  Let me tell you who else knows about the New World Order.
[01:53:40.861 --> 01:53:42.621]  Willie Nelson, Jesse Ventura.
[01:53:42.642 --> 01:53:43.762]  I mean, I could just go on for hours.
[01:53:44.600 --> 01:54:02.435]  Yeah, it's great, and you know, I just wanted to say good job on the movie I saw it, and I'm telling all my friends about it, so good job on that, and I just want to say, man, the big thing now, I guess, is the bird flu and getting your immune system boosted up.
[01:54:02.575 --> 01:54:06.178]  Absolutely, but listen, what's going to make this film unstoppable is you.
[01:54:06.318 --> 01:54:08.961]  Spread the word about the Obama deception.
[01:54:08.981 --> 01:54:12.103]  It is now out, and get the super high quality DVD.
[01:54:13.271 --> 01:54:15.414]  Just so crystal clear, so professionally done.
[01:54:15.834 --> 01:54:19.359]  Order the hard copy at Infowars.com or call toll free 888-253-3139.
[01:54:19.379 --> 01:54:19.419]  888-253-3139.
[01:54:25.814 --> 01:54:27.895]  Folks always say, I don't give them a warning, I just blurt the number out.
[01:54:28.175 --> 01:54:29.076]  Grab a pen and paper, folks.
[01:54:29.096 --> 01:54:30.917]  The point is, get the DVD.
[01:54:30.977 --> 01:54:32.037]  Have screenings at your home.
[01:54:32.397 --> 01:54:33.038]  Have parties.
[01:54:33.098 --> 01:54:33.698]  Viewing parties.
[01:54:33.758 --> 01:54:34.238]  Show them this.
[01:54:34.278 --> 01:54:36.440]  Say, hey, this exposes Bush and Obama.
