[00:00:00.089 --> 00:00:01.010]  Punch it!
[01:32:22.721 --> 01:32:35.344]  The fact of the matter is, when you shoot with people who have big egos, you know, and are complex, you know, sometimes they act like babies when they don't get put in the piece, you know?
[01:32:35.384 --> 01:32:38.085]  And that's just kind of slimy and low behavior.
[01:32:39.204 --> 01:32:42.505]  No, I just think it's unprofessional and kind of silly.
[01:32:58.332 --> 01:32:59.873]  Israel's talking about hitting Iran.
[01:32:59.973 --> 01:33:02.895]  Iran has sent battleships out to confront the U.S.
[01:33:02.995 --> 01:33:05.497]  fleet hundreds of miles away from their waters.
[01:33:05.817 --> 01:33:06.577]  That's Reuters.
[01:33:07.498 --> 01:33:09.039]  NATO is encircling Russia.
[01:33:09.139 --> 01:33:10.260]  Russia's threatening back.
[01:33:10.580 --> 01:33:12.501]  Russia's saying they're worried about nuclear war.
[01:33:12.841 --> 01:33:14.002]  China's on high alert.
[01:33:14.262 --> 01:33:16.043]  Japan's threatening to attack people.
[01:33:16.564 --> 01:33:24.849]  And the decadent American public and Europeans are just descending into total lunacy with one group denying there's a new world order.
[01:33:25.149 --> 01:33:27.871]  I've got people saying that you are controlling my mind with a mind control machine.
[01:33:27.911 --> 01:33:29.932]  And they're saying that this is a propaganda.
[01:33:48.317 --> 01:33:56.019]  So it's like, hold on, hold on, hold on, I'm Count Dracula, and like I'm saying, come here, Von Helsing, come here!
[01:33:56.039 --> 01:34:02.681]  And you're like, oh, you are strong-willed for one that has only lived one life.
[01:34:03.222 --> 01:34:16.866]  I was talking to your producer before we got on the show, and actually, you know, I'm a little worked up about everything, it's just too many statements, of like, you know, too many opinions.
[01:34:17.611 --> 01:34:24.574]  Well, he pointed out, and I think he's basically right, you know, if you make something to get people this riled up, then you've made something interesting.
[01:34:24.915 --> 01:34:36.680]  And in the end, you know, that is what Luke and I were trying to do, was trying to make something interesting, something objective, you know, and you're allowed to have your qualms a bit about the cliches, and people are allowed to criticize.
[01:34:36.920 --> 01:34:40.082]  And that's the other thing I want to say, you know, people are allowed to say they hate it.
[01:34:40.495 --> 01:34:41.676]  You know?
[01:34:41.796 --> 01:34:43.957]  That freedom of speech, you're allowed to say that.
[01:34:44.077 --> 01:34:45.238]  But Andrews, let me stop you.
[01:34:45.278 --> 01:34:47.379]  I want to be clear, and I'm going to let you make your points.
[01:34:48.720 --> 01:34:50.562]  I have complex emotions about it.
[01:34:51.062 --> 01:35:00.708]  I understand it's cliches, but because those really are our cliches, I know you were being kind with the stuff you didn't put in it, now that you've told me what you've got.
[01:35:00.768 --> 01:35:02.169]  My God, is it unbelievable.
[01:35:02.589 --> 01:35:06.132]  So in a way, I understand, but see,
[01:35:06.952 --> 01:35:07.472]  This is the deal.
[01:35:07.512 --> 01:35:11.733]  We're not cloistered, you know, monolithic mainstream media.
[01:35:11.993 --> 01:35:18.534]  So, of course, if you wanted to go out and pick a bunch of buffoons to represent us, you could have done that.
[01:35:18.995 --> 01:35:21.735]  And I don't think you did that to a great extent.
[01:35:21.755 --> 01:35:24.076]  You did it to somewhat of an extent.
[01:35:24.116 --> 01:35:25.156]  So I'm not blaming you.
[01:35:25.416 --> 01:35:28.857]  The issue is, we're on the verge of World War III, so what does it even matter?
[01:35:29.757 --> 01:35:30.217]  Yeah, right.
[01:35:30.317 --> 01:35:30.557]  Yeah.
[01:35:30.637 --> 01:35:33.878]  Well, you know, God, you know, I mean, excuse me.
[01:35:34.058 --> 01:35:34.398]  I don't know.
[01:35:36.071 --> 01:35:37.532]  You know, that's the thing.
[01:35:37.632 --> 01:35:41.575]  I think people tend to kind of lose perspective about stuff.
[01:35:43.116 --> 01:35:51.402]  And what's so amazing to me is when we set out to make a fair film, we make a film that's really, for all intents and purposes, a verite documentary.
[01:35:51.682 --> 01:35:59.448]  Really, I mean, when it comes down to it, it's a behind-the-scenes movie about what it's like to hang out with activist journalists in your movement.
[01:36:00.040 --> 01:36:03.422]  And what's amazing is that people are so stirred up, you know?
[01:36:03.642 --> 01:36:05.003]  Both the positive and the negative.
[01:36:05.023 --> 01:36:13.888]  And actually, I don't want to... I want to accentuate the positive, too, because actually, the film is a total victory right now because of the number of people who are tuning in.
[01:36:14.348 --> 01:36:15.309]  ISC's behind it.
[01:36:15.689 --> 01:36:17.010]  ISC's excited about it.
[01:36:17.870 --> 01:36:20.492]  And people are watching it, and that's the important thing.
[01:36:20.532 --> 01:36:29.377]  And actually, for all the weird, wacko email stuff, phone calls that we get, we've had people coming up to us and saying, you know what?
[01:36:29.878 --> 01:36:32.399]  We read that review, or this review, that was a great film.
[01:36:32.439 --> 01:36:33.279]  We really enjoyed it.
[01:36:33.299 --> 01:36:37.581]  And these are people who don't necessarily agree with everything that you or other people in the film have to say.
[01:36:37.901 --> 01:36:44.744]  You know, they're like, I didn't really, I cast those people off before as blackos, and I understand them now more as human beings.
[01:36:44.804 --> 01:36:48.086]  And I think that's an important thing, you know?
[01:36:48.206 --> 01:36:50.707]  I think that humanity in general,
[01:36:51.840 --> 01:36:59.007]  You better understand why and how people came to believe what they believe, why they believe what they believe.
[01:36:59.067 --> 01:37:08.576]  Well look, in this media universe with 10 million different frequencies of information and different ideas and different variants and niches,
[01:37:09.517 --> 01:37:22.113]  To have a big avant-garde film with top ratings on cable and going to have a huge theatrical release now and huge ratings, that is a positive thing.
[01:37:22.473 --> 01:37:26.438]  And overall, as the LA Times said, it shows myself and others as charming.
[01:37:27.519 --> 01:37:31.523]  Uh, and what's going to happen is people are then going to see the film.
[01:37:31.724 --> 01:37:33.826]  They're going to go find out about who we really are.
[01:37:34.366 --> 01:37:35.948]  Not saying you've distorted it too bad.
[01:37:35.988 --> 01:37:41.914]  The point is you have to distort something in 90 minutes because there's so much info you have to cram it down and
[01:37:42.975 --> 01:37:48.159]  And so the very nature of cutting something distorts it from its true continuum.
[01:37:48.419 --> 01:37:55.164]  So they're going to find the radio show, they're going to find InfoWars.com, they're going to find PrisonPlanet.com, and this is a positive thing.
[01:37:55.324 --> 01:38:00.547]  I learned that with real hit pieces, certified hit pieces, like the History Channel thing.
[01:38:01.428 --> 01:38:08.650]  That was so over-the-top one-sided, the mainstream media has so little credibility, that that actually got us so many new people to wake up.
[01:38:09.090 --> 01:38:29.255]  So, this is a positive victory, and it's a victory for you, and I happen to know that you guys are struggling filmmakers that have made a few hit films, but have maxed out your credit cards, and you know, literally on the edge of financial oblivion, and that you barely, barely might even get your money back on this sucker, you know, three years in the making.
[01:38:31.237 --> 01:38:33.739]  And so hold on, people are jealous.
[01:38:33.779 --> 01:38:38.024]  They think because somebody's got a hit one-time TV film that they're rich.
[01:38:38.064 --> 01:38:38.664]  They're not.
[01:38:40.146 --> 01:38:44.090]  I hope you guys do become wealthy so you can make more films, but that's not what happened.
[01:38:44.310 --> 01:38:46.553]  Again, it's a very, very sick culture.
[01:38:46.793 --> 01:38:51.518]  So Andrew, you're just having a lot of success now, so just get used to it.
[01:38:52.981 --> 01:38:58.603]  Well, you know, and the one thing you pointed out there that I think is important is, you know, I'm not saying it's the perfect movie, okay?
[01:38:58.744 --> 01:39:06.367]  In fact, in my opinion, most really great films have these little flaws that make them what they are, make them unique, you know?
[01:39:06.707 --> 01:39:07.427]  It's an impression.
[01:39:07.487 --> 01:39:12.590]  It's just a fleeting 1.5 hours of time, and you can only show so much.
[01:39:12.650 --> 01:39:17.732]  And we chose what we chose because we felt it painted an accurate impression of the people we met.
[01:39:18.120 --> 01:39:18.440]  You know?
[01:39:18.720 --> 01:39:21.101]  And of course, there's all kinds of stuff that didn't make it in there.
[01:39:21.281 --> 01:39:27.303]  And we tried to be moral and fair and good to the people that we chose to show in the film.
[01:39:27.743 --> 01:39:32.685]  And really, I think for most people that see this movie, you know, they agree with that.
[01:39:32.905 --> 01:39:40.447]  And they see human beings here, not two-dimensional cardboard cutouts.
[01:39:41.028 --> 01:39:42.168]  And that's a good thing.
[01:39:42.208 --> 01:39:43.388]  That's what we set out to do.
[01:39:43.668 --> 01:39:45.429]  And I basically hope that
[01:39:46.212 --> 01:40:05.629]  In a way, like, despite, you know, me just kind of being a baby about, you know, a lot of controversy, you know, I hope that people just continue arguing and talking and thinking and looking at this movie and hopefully, you know, a dialogue will continue and people will talk about it.
[01:40:05.829 --> 01:40:06.870]  That's why I make film.
[01:40:07.010 --> 01:40:07.631]  You know what I mean?
[01:40:07.991 --> 01:40:08.932]  That's why I make film.
[01:40:09.392 --> 01:40:11.334]  And so I hope that continues.
[01:40:12.640 --> 01:40:13.180]  Absolutely.
[01:40:13.200 --> 01:40:19.082]  Well, Andrew, in a few weeks I want to get you and a couple other filmmakers here on the show and the aftermath of all this.
[01:40:19.142 --> 01:40:26.625]  The point is, most films on cable or IFC aren't in every major newspaper and in the front page of Variety.
[01:40:27.145 --> 01:40:28.505]  They know this film's important.
[01:40:28.545 --> 01:40:29.986]  That's why they're attacking your film.
[01:40:30.526 --> 01:40:31.706]  Trying to give it bad reviews.
[01:40:31.726 --> 01:40:35.827]  You've also got a lot of good reviews from the actual big film sites and the LA Times.
[01:40:36.307 --> 01:40:42.449]  And so you've made a big splash here, and that's hard to do in this huge universe of movies and films and productions.
[01:40:42.749 --> 01:40:44.869]  And so I'm just blessed that I was included in it.
[01:40:45.409 --> 01:40:51.311]  And so, you know, you called me up this morning pretty upset about what everybody's saying to you and doing.
[01:40:51.451 --> 01:40:53.691]  That's what they do, because they have no soul.
[01:40:54.052 --> 01:40:55.592]  All they have is the acts they put on.
[01:40:56.432 --> 01:41:02.356]  And they're full of a bunch of hot air and that's why they hate you is because you've got a soul and they don't have one.
[01:41:02.616 --> 01:41:04.197]  So they're a bunch of zombie ringwraiths.
[01:41:04.517 --> 01:41:05.277]  You take care, buddy.
[01:41:05.317 --> 01:41:05.798]  Good talking to you.
[01:41:05.818 --> 01:41:06.378]  Have a good weekend.
[01:41:06.398 --> 01:41:07.979]  Thanks for having me on the show.
[01:41:08.703 --> 01:41:08.963]  You bet.
[01:41:08.983 --> 01:41:10.164]  We'll see ya.
[01:41:10.184 --> 01:41:10.804]  Have a good weekend.
[01:41:10.824 --> 01:41:12.245]  I was about to take off a day or two with my kids.
[01:41:12.265 --> 01:41:14.086]  I don't know if I will now with this Korea situation.
[01:41:14.346 --> 01:41:18.989]  I'm going to come back and take a few final calls, but first I want to tell you about sponsors that make this show possible.
[01:41:19.369 --> 01:41:21.530]  One of them is New Silver Solution.
[01:41:22.290 --> 01:41:26.292]  What can you do to keep you and your family safe from resistant strains of deadly bacteria and viruses?
[01:41:26.673 --> 01:41:33.436]  I want you to go to SupernaturalSilver.com today and visit their link on Infowars.com to find out more about this incredible new take on silver compound.
[01:41:33.756 --> 01:41:36.318]  The New Silver Solution is a natural antibiotic that is
[01:41:36.798 --> 01:41:40.390]  Clinically proven to kill viruses, germs, bacteria, and yeast safely.
[01:41:41.385 --> 01:41:48.410]  It is a new technology and has proven to be a formidable weapon against the bio-threats of today and tomorrow.
[01:41:48.730 --> 01:41:54.774]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[01:41:54.794 --> 01:42:00.218]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[01:42:00.498 --> 01:42:03.980]  Go to supernaturalsilver.com to see the amazing line of products they have available.
[01:42:04.340 --> 01:42:09.984]  The new silver solution is patented and has been extensively tested to proven effectiveness and is a non-toxic to both humans and animals.
[01:42:10.364 --> 01:42:10.925]  Click on the link.
[01:42:11.845 --> 01:42:12.866]  We're good to go.
[01:42:41.445 --> 01:42:42.706]  Don't think you won't need it.
[01:42:43.287 --> 01:42:48.312]  I was talking to Andrews up in New York, where he can't have a gun to defend himself, and I said, why don't you get a Taser, buddy?
[01:42:49.093 --> 01:42:51.034]  Why don't you call Pepperspray.com?
[01:42:51.074 --> 01:42:51.655]  Pepperspray.com or 800-908-9988.
[01:42:51.675 --> 01:42:51.735]  1-800-908-9988.
[01:42:51.775 --> 01:42:53.977]  We'll be right back with a few final phone calls.
[01:42:54.077 --> 01:42:54.578]  Stay with us.
[01:43:02.395 --> 01:43:05.777]  More than 700 chemicals have been found in our drinking water.
[01:43:05.917 --> 01:43:11.121]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:43:11.321 --> 01:43:16.084]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[01:43:16.284 --> 01:43:27.252]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:43:27.532 --> 01:43:33.074]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[01:43:33.274 --> 01:43:39.356]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:43:39.516 --> 01:43:40.157]  What about you?
[01:43:40.377 --> 01:43:42.277]  Order your KDF Shower Filter normally.
[01:43:42.297 --> 01:43:44.978]  $49 for a special price of only $39.99 with free shipping.
[01:43:46.579 --> 01:43:48.821]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[01:43:48.901 --> 01:43:49.221]  That's 1-877-886-3653.
[01:43:49.241 --> 01:43:50.802]  Or order online by visiting us at Directive21.com.
[01:43:50.822 --> 01:43:52.283]  That's DirectiveTheNumber21.com now.
[01:43:52.303 --> 01:43:55.045]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:08.798 --> 01:44:14.142]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:14.682 --> 01:44:20.867]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:21.207 --> 01:44:22.988]  Well, Obama's already fudging.
[01:44:23.148 --> 01:44:25.530]  He's fudged since day one of this election.
[01:44:25.610 --> 01:44:36.498]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:44:38.783 --> 01:44:40.064]  It's not about left or right.
[01:44:40.444 --> 01:44:41.845]  It's about a one-world government.
[01:44:42.306 --> 01:44:48.631]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:49.231 --> 01:44:56.997]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:57.498 --> 01:44:58.639]  The Obama Deception.
[01:44:59.059 --> 01:45:00.260]  The people strike back.
[01:45:01.732 --> 01:45:06.055]  There's a guy named MZ in Santa Cruz, California, who owns one of our affiliate radio stations.
[01:45:06.255 --> 01:45:08.677]  He got laid off from a job he loved many years ago.
[01:45:08.837 --> 01:45:18.383]  He was devastated, but it taught him a lesson very early in life that even when you do a great job for someone and your boss tells you how much he appreciates you every day, there is no job security.
[01:45:18.503 --> 01:45:24.407]  You are always in danger of losing your job unless you take charge of your livelihood and own your own business.
[01:45:24.707 --> 01:45:27.209]  Since you are the boss, nobody can fire you.
[01:45:27.409 --> 01:45:29.790]  So MZ has been his own boss for over 37 years.
[01:45:30.851 --> 01:45:31.051]  I think so.
[01:45:55.080 --> 01:45:57.621]  It takes very little money, and if you're interested, M.Z.
[01:45:57.661 --> 01:45:58.702]  wants to talk to you.
[01:45:58.862 --> 01:46:01.423]  Remember, chocolate.ownmyself.com.
[01:46:05.025 --> 01:46:09.067]  Freedom is just another word for nothing left to lose.
[01:46:09.148 --> 01:46:09.928]  Nothing.
[01:46:10.048 --> 01:46:13.550]  I mean nothing, honey, if it ain't free.
[01:46:13.570 --> 01:46:17.652]  Yeah, feeling good was easy love when they sang the blues.
[01:46:17.712 --> 01:46:19.833]  You know, feeling good
[01:46:24.278 --> 01:46:24.979]  Freedom, folks!
[01:46:25.019 --> 01:46:26.900]  Just another word for nothing left to lose.
[01:46:26.920 --> 01:46:32.464]  And when you get that attitude that you're not backing down from tyranny, you are truly free.
[01:46:35.186 --> 01:46:36.968]  Okay, let's jam in a few calls here.
[01:46:37.028 --> 01:46:37.648]  Who's up next?
[01:46:37.748 --> 01:46:40.590]  Richard in Colorado, then Torrey and Nick.
[01:46:40.610 --> 01:46:41.831]  I want to at least cram those three in.
[01:46:41.891 --> 01:46:42.732]  Richard, you're on the air.
[01:46:43.452 --> 01:46:44.753]  Thank you for taking my call.
[01:46:44.913 --> 01:46:47.335]  And, you know, you're going to make a lousy cult leader.
[01:46:47.375 --> 01:46:49.517]  You keep telling people to think for themselves.
[01:46:49.697 --> 01:46:51.498]  And it's just not going to work, Alex.
[01:46:53.931 --> 01:47:01.681]  You gotta stop telling people to think for themselves, because they keep doing that and they keep finding out their own truth in life, you know?
[01:47:01.921 --> 01:47:09.591]  And I just want to say that you remind me of Sun Tzu, I believe his name was, that wrote The Art of War.
[01:47:10.550 --> 01:47:11.731]  And, uh, and Superman.
[01:47:12.091 --> 01:47:12.972]  Because... Oh, please!
[01:47:13.372 --> 01:47:13.632]  Folks!
[01:47:14.352 --> 01:47:16.334]  Look, look, actually, that stuff tortures me.
[01:47:16.394 --> 01:47:18.475]  Some people get all puffed up and everything.
[01:47:18.955 --> 01:47:23.458]  Uh, look, I'm just, I've been doing this for 14 years, so I'm good at it, I'm also bad at it.
[01:47:23.778 --> 01:47:24.779]  I got a lot of problems.
[01:47:25.199 --> 01:47:30.842]  But, look, I am good at getting people motivated to take action, but they already innately all had that in them.
[01:47:31.743 --> 01:47:38.207]  But you fight for truth, justice, and the American way, and you use the enemy's weapons against them?
[01:47:38.740 --> 01:47:41.561]  You strike where they are weak and you are strong.
[01:47:42.001 --> 01:47:49.604]  You aren't that guy, but you're using their techniques and their battle.
[01:47:50.524 --> 01:47:52.145]  I appreciate that Alex.
[01:47:52.165 --> 01:47:53.445]  You've got to keep doing that.
[01:47:53.566 --> 01:47:54.726]  I want to remind people
[01:47:55.325 --> 01:47:59.586]  Be a fully informed juror, go to FIJA.org.
[01:48:00.007 --> 01:48:01.567]  That's a big part of the solution.
[01:48:01.847 --> 01:48:07.209]  That's why they're trying to create their own little special courts to try their police and stuff now, just like King George III did.
[01:48:07.229 --> 01:48:10.490]  Yeah, so the fully informed jury is another way to take our power back.
[01:48:11.010 --> 01:48:11.470]  Exactly.
[01:48:11.551 --> 01:48:24.755]  My son, in fact, stopped the police from using their illegal Gestapo tactics on a member of our citizenry here in Denver by standing up on a jury and saying, hold on a second.
[01:48:25.265 --> 01:48:28.026]  It's their job to prove beyond a shadow of a doubt.
[01:48:28.166 --> 01:48:37.209]  And did they trod on this man's constitutional rights in the pursuit of their... And you know why corrupt police hate the word Gestapo?
[01:48:37.509 --> 01:48:40.250]  That reminds people that in history, police are dangerous.
[01:48:40.750 --> 01:48:43.291]  That police have got to be controlled, just like everything else does.
[01:48:43.591 --> 01:48:44.371]  I appreciate your call.
[01:48:44.391 --> 01:48:45.032]  Good to hear from you.
[01:48:45.052 --> 01:48:46.752]  Talked to you for hours, but I got everybody in there.
[01:48:47.132 --> 01:48:48.233]  Torrey in Idaho.
[01:48:48.253 --> 01:48:48.693]  You're on the air.
[01:48:49.741 --> 01:48:50.341]  Thank you, Alex.
[01:48:50.902 --> 01:48:55.163]  I actually am a younger guy, 21 years old, and I've grown up playing video games my entire life.
[01:48:55.623 --> 01:49:02.026]  I broke up about a year ago, and in retrospect, a lot of the games that I played were promoting world government and the military and stuff like that.
[01:49:02.106 --> 01:49:09.929]  But I actually played a video game just recently called Metal Gear Solid 4, and it actually had a lot of parallels with our current reality.
[01:49:10.390 --> 01:49:15.912]  It's about an alternate reality where there's a world government that's controlled by AIs,
[01:49:16.716 --> 01:49:29.506]  And those AIs have control over nanomachines that are in every single soldier and every single person, and so that the nanomachines can control all the soldiers and decide whether or not they can fire their guns and so on and so forth.
[01:49:29.787 --> 01:49:30.667]  What's the name of this game?
[01:49:31.608 --> 01:49:32.209]  Metal Gear Solid 4.
[01:49:32.369 --> 01:49:34.591]  Oh yeah, Metal Gear Solid.
[01:49:34.651 --> 01:49:35.952]  I get a lot of emails about that.
[01:49:36.992 --> 01:49:42.517]  Yeah, and it was kind of strange because it wasn't necessarily predictive programming, but it was.
[01:49:43.243 --> 01:49:44.764]  Yeah, Alex, how's it going?
[01:49:44.784 --> 01:49:50.788]  Yeah, I'm just calling, you know, because I respect everything you do and I believe everything that's going on because a lot of people are evil.
[01:50:13.487 --> 01:50:21.091]  And I try to inform my family and friends, and like Andrew said, they're trying to say that I'm being brainwashed.
[01:50:21.191 --> 01:50:27.234]  I told them when... Well, that's because they're scared of the truth and they're cowering, but in the end they're going to thank you.
[01:50:27.474 --> 01:50:28.995]  They're the ones that are brainwashed.
[01:50:29.175 --> 01:50:29.936]  What else are they doing?
[01:50:31.156 --> 01:50:33.738]  They're just telling me, you know, making fun of me.
[01:50:33.758 --> 01:50:35.619]  I'm telling them when everything hits the fan.
[01:50:35.639 --> 01:50:36.299]  Look, keep it up.
[01:50:36.359 --> 01:50:37.139]  Keep being right.
[01:50:37.440 --> 01:50:37.980]  Keep being right.
[01:50:38.020 --> 01:50:38.540]  God bless you.
[01:50:38.580 --> 01:50:39.641]  Retransmission starts now.
[01:50:39.921 --> 01:50:41.682]  InfoWars.com with the Korea info.
[01:50:43.354 --> 01:50:45.257]  You are listening to GCN.
[01:50:46.859 --> 01:50:49.203]  Visit GCNlive.com today.
[01:50:52.208 --> 01:50:57.496]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[01:50:58.038 --> 01:51:06.424]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[01:51:06.624 --> 01:51:13.409]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[01:51:13.749 --> 01:51:19.253]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[01:51:19.514 --> 01:51:25.058]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to 4 hours.
[01:51:25.798 --> 01:51:32.062]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[01:51:32.443 --> 01:51:36.846]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[01:51:37.106 --> 01:51:40.128]  Check out the patented new silver solution today.
[01:51:40.488 --> 01:51:43.790]  Click on the link and check out the uses for new silver solution.
[01:51:44.170 --> 01:51:48.833]  Order this extra line of defense today by going to SupernaturalSilver.com.
[01:51:48.974 --> 01:51:51.095]  That's SupernaturalSilver.com today.
[01:51:54.654 --> 01:51:59.326]  You're listening to GCN, the world leader in independent talk radio.
