[00:00:06.000 --> 00:00:06.441]  Watch me!
[01:52:11.111 --> 01:52:13.213]  I've got all sorts of black ops being pulled on me.
[01:52:13.293 --> 01:52:16.555]  I just ignore it and trust in God, you know, to go through the storm.
[01:52:16.696 --> 01:52:18.057]  I'm happy I've done this.
[01:52:18.397 --> 01:52:19.418]  You're only alive once.
[01:52:19.698 --> 01:52:22.800]  But the issue is we're making history right now.
[01:52:23.380 --> 01:52:28.944]  And the establishment is launching all sorts of COINTELPRO, whisper campaigns, black ops attacks.
[01:52:28.985 --> 01:52:32.347]  They're pulling out all the stops on me, trying to set me up.
[01:52:33.128 --> 01:52:36.310]  And I just want folks to know whatever happens to me, it's a victory.
[01:52:37.208 --> 01:52:41.332]  The testament to what I've been able to do with your help taking action.
[01:52:41.612 --> 01:52:42.393]  The testament.
[01:52:43.054 --> 01:52:50.801]  These type of stories that this writer John in Tampa Bay tells me where all the cops he sees are awake.
[01:52:51.702 --> 01:53:00.670]  I mean, it's just, I was talking to a friend last night who was in Oregon visiting family
[01:53:01.428 --> 01:53:04.109]  I believe she's telling the story, but she was visiting some friends in Florida.
[01:53:04.770 --> 01:53:05.910]  I mean, and I was thinking of Florida.
[01:53:06.751 --> 01:53:07.731]  Let me go back to the exact story.
[01:53:07.771 --> 01:53:07.931]  Hold on.
[01:53:07.951 --> 01:53:09.492]  I'm going to download that here mentally.
[01:53:10.432 --> 01:53:11.893]  I was talking to a friend last night.
[01:53:11.953 --> 01:53:20.217]  We were having dinner, my wife and I and some friends, and this friend was talking about how she was in... No, it was her mother!
[01:53:21.378 --> 01:53:28.041]  Our friend's mother was traveling, visiting family in Oregon, and she went to the Buffalo Bill Show.
[01:53:29.565 --> 01:53:32.377]  Because I guess there's a company that does that around the country.
[01:53:33.232 --> 01:53:41.700]  And they were at the Buffalo Bill Show, and they were just talking to some young man who was part of the Buffalo Bill Show, and he said, oh, have you heard of Infowars.com and Alex Jones?
[01:53:42.200 --> 01:53:45.723]  And then the mother of one of my friends was like, absolutely!
[01:53:45.764 --> 01:53:51.208]  And then suddenly, there were more people there, and they were talking about, hey, everybody's awake here, we know what's going on.
[01:53:51.228 --> 01:53:59.096]  My only point in telling that story is that everywhere I go, and everybody I talk to, they're having the same experiences.
[01:54:00.316 --> 01:54:10.462]  And I get calls and I get letters from New York and Wisconsin and South Texas and Colorado and New Zealand.
[01:54:11.883 --> 01:54:15.505]  I've had police departments call and say, did you do this?
[01:54:15.565 --> 01:54:19.628]  Did you spray paint Infowars.com on this big derelict city building?
[01:54:20.488 --> 01:54:25.671]  And they'll send us a photo in New Zealand of Infowars.com spray painted all across it.
[01:54:25.691 --> 01:54:26.432]  And I'm like, no.
[01:54:29.047 --> 01:54:35.989]  Or I'll get a mean letter going, how dare you in these falls in Hawaii carve Info Wars into the rock?
[01:54:36.589 --> 01:54:40.791]  Or people spray painting road signs in Colorado thinking I'm doing it.
[01:54:41.111 --> 01:54:43.271]  The point is, folks, it's everywhere.
[01:54:43.391 --> 01:54:48.073]  And then I realize we have tens of millions of people listening to us.
[01:54:49.133 --> 01:54:51.314]  We've actually got the attention of the people.
[01:54:52.409 --> 01:54:53.450]  What am I supposed to do?
[01:54:53.470 --> 01:55:00.155]  I mean, it's not even so much as a weight, it's that it's just almost embarrassing.
[01:55:00.195 --> 01:55:02.137]  I mean, I'm not the guy for this job.
[01:55:02.217 --> 01:55:06.020]  I'm not the guy to be the leader of the resistance against the New World Order.
[01:55:06.260 --> 01:55:08.101]  But at the same time, who else is there?
[01:55:08.702 --> 01:55:09.282]  It's you.
[01:55:09.983 --> 01:55:12.205]  They can kill me individually, they can destroy my name.
[01:55:12.825 --> 01:55:14.487]  I've been analyzing their attack profile.
[01:55:14.507 --> 01:55:19.290]  They're more likely to invent scandals against me, but I'm so clean, I'm so square, it's hard to do.
[01:55:20.231 --> 01:55:24.936]  But whatever they do to me, don't see the movement as about Alex Jones.
[01:55:25.256 --> 01:55:26.738]  See it as about liberty and freedom.
[01:55:27.779 --> 01:55:31.282]  And realize you're a leader, and that they can't kill ideas.
[01:55:31.803 --> 01:55:42.974]  And that you, by going out, handing out DVDs, handing out films, handing out articles, handing out websites, starting your own local radio show, starting AXS TV, starting your own local activist group,
[01:55:43.635 --> 01:55:46.698]  By going out and going to city council and taking action.
[01:55:47.119 --> 01:55:49.241]  If you will take action, people will join you.
[01:55:49.561 --> 01:55:51.163]  If you will build it, they will come.
[01:55:51.543 --> 01:55:54.126]  If you will engage the enemy, we can defeat them.
[01:55:54.166 --> 01:55:56.168]  Because the enemy's coming in like a flood now.
[01:55:56.368 --> 01:55:57.449]  There's no more denials.
[01:55:57.590 --> 01:55:59.011]  Open world government's been announced.
[01:55:59.411 --> 01:56:00.433]  And I always knew.
[01:56:01.528 --> 01:56:01.628]  It's
[01:56:21.698 --> 01:56:36.316]  But that as it all came true, then they would remember, and that it's that power of revelation, it's that power of the foresight that people pay attention to, and that by doing that, they would then wake up and get involved and join us.
[01:56:37.358 --> 01:56:37.958]  And we've done that.
[01:56:37.998 --> 01:56:41.419]  We planted tens of millions of seeds all across the world.
[01:56:41.479 --> 01:56:46.141]  And now those have grown mentally and spiritually and they are planting seeds.
[01:56:46.401 --> 01:56:48.881]  And so the great harvest is coming.
[01:56:49.142 --> 01:56:51.202]  So the enemy is going to stage nuclear attacks.
[01:56:51.482 --> 01:56:52.863]  They're going to stage flu attacks.
[01:56:53.103 --> 01:56:55.623]  They're going to stage World War 3 type events, wars.
[01:56:56.064 --> 01:56:58.424]  They are going to bankrupt everything by design.
[01:56:58.864 --> 01:57:00.245]  They are going to bring in hell.
[01:57:01.025 --> 01:57:03.846]  In an attempt to block us, but they were already going to do that.
[01:57:04.226 --> 01:57:06.506]  We're now just engaging them on our terms.
[01:57:07.066 --> 01:57:08.286]  They were attacking us anyways.
[01:57:08.327 --> 01:57:09.627]  We're just decided to fight back.
[01:57:10.387 --> 01:57:12.667]  Some people say, well, you're goading them into moving quicker.
[01:57:12.947 --> 01:57:13.608]  Yes, we are.
[01:57:13.628 --> 01:57:17.648]  If they're behind in the race, they don't have the pole position.
[01:57:18.429 --> 01:57:20.089]  We can force them to drive recklessly.
[01:57:20.429 --> 01:57:23.330]  We can force them to try to push the situation.
[01:57:23.770 --> 01:57:30.151]  That means that they've got the momentum and the power and the money, but we got the numbers and the truth and that
[01:57:30.831 --> 01:57:38.135]  It's a fight of our lives, a fight for our lives, and we're going to go 110% into this fight, swinging as hard as we can, committing.
[01:57:38.395 --> 01:57:51.762]  And when you commit and stop caring what happens to your body, what happens to your name, when you just get in the fight and go 110%, you're pretty much assured of victory, folks, if you'll just gut up and go absolutely A in the InfoWars.
[01:57:52.486 --> 01:57:54.047]  Hello friends, this is Alex Jones.
[01:57:54.167 --> 01:57:58.790]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:57:58.910 --> 01:58:01.652]  We need to be independent, and food and water is the key.
[01:58:01.872 --> 01:58:04.734]  You'll never have to stand in a bread line if you have your own bread.
[01:58:04.915 --> 01:58:10.819]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:58:10.999 --> 01:58:13.961]  No one is going to take care of your family in the final equation but you.
[01:58:14.241 --> 01:58:18.464]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli,
[01:58:18.584 --> 01:58:24.326]  Salmonella genetic alteration or Chinese imports, and they do it at almost half the cost of last year's grocery prices.
[01:58:24.507 --> 01:58:29.429]  Call 1-800-409-5633 or on the web go to efoodsdirect.com.
[01:58:29.649 --> 01:58:35.731]  Visit efoodsdirect.com and look over the fine list of high quality, freeze-dried, and dehydrated foods they have to offer.
[01:58:35.911 --> 01:58:39.753]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:58:39.773 --> 01:58:41.634]  Again, 1-800-409-5633 or on the web at efoodsdirect.com.
[01:58:47.256 --> 01:58:48.217]  Take action today.
[01:58:48.397 --> 01:58:50.219]  The first step is getting storable food.
[01:58:52.240 --> 01:58:57.785]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:58:58.085 --> 01:58:59.246]  Inner Health Botanicals.
[01:58:59.406 --> 01:59:03.390]  This company produces the highest quality superfood around called Inner Food.
[01:59:03.670 --> 01:59:11.817]  My wife just loves the stuff and now the health ranger Mike Adams has awarded Inner Food his editor's choice award for best superfood of 2009.
[01:59:12.958 --> 01:59:15.519]  Interfood is loaded with 20 great organic ingredients.
[01:59:15.839 --> 01:59:17.320]  No fillers, no sweeteners.
[01:59:17.580 --> 01:59:20.361]  It would be impossible to blend this up for a better price.
[01:59:20.582 --> 01:59:22.022]  And their formula really works.
[01:59:22.302 --> 01:59:24.844]  This is the real thing for the great health you need.
[01:59:25.104 --> 01:59:26.364]  Try the NutriCafe.
[01:59:26.604 --> 01:59:30.986]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:59:31.367 --> 01:59:33.548]  A truly healthy coffee that tastes great.
[01:59:33.788 --> 01:59:36.069]  And take it from me folks, it really does taste great.
[01:59:36.249 --> 01:59:38.010]  Don't forget to try their other great products.
[01:59:38.350 --> 01:59:40.691]  Go to www.interfood.com.
[01:59:40.871 --> 01:59:41.331]  We're good.
