[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[00:24:27.030 --> 00:24:37.395]  But also just the vaccine manufacturing process, the adjuvants, the fact that Dr. Monteith, medical doctor, was on with us yesterday and he talked in detail.
[00:24:38.996 --> 00:24:45.079]  And we went to the CDC's own website and they admitted that upwards of 37% of people they've tested in the US and also in Australia
[00:24:46.272 --> 00:24:50.155]  Have been found to have the H1N1 and didn't even get sick from it.
[00:24:51.095 --> 00:24:52.676]  And it appears to be very mild.
[00:24:55.678 --> 00:24:58.881]  And this whole thing, we know they've been secretly preparing for it since January.
[00:24:58.921 --> 00:24:59.841]  Give us your take on that.
[00:25:00.742 --> 00:25:06.566]  Well, it's not that much different than what was happening with the bird flu with H5N1, Alex, three years ago.
[00:25:06.946 --> 00:25:12.630]  And that they were saying that there were tens of thousands more people in Southeast Asia and China and in that part of the world
[00:25:13.072 --> 00:25:13.472]  Thank you.
[00:25:32.711 --> 00:25:48.056]  But the truth is that if 100 people went to the hospital and there were 10 or 20,000 people who were sick enough to not even, or who weren't even sick enough to go to the doctor, that changes the denominator and makes the death rate, you know, some infinitesimally small number.
[00:25:48.436 --> 00:25:50.896]  And I don't think it's any different now with the swine flu.
[00:25:50.916 --> 00:25:56.418]  I mean, they've said that they thought that by flu season this year, almost a third of the general population in the U.S.
[00:25:56.874 --> 00:26:01.556]  Would have either been exposed or would have been sick by the H1N1 virus.
[00:26:01.616 --> 00:26:03.236]  So what is the big deal?
[00:26:03.556 --> 00:26:12.439]  They say it's highly infective, but it has a low virulence, which means a lot of people can get it, a lot of people can spread it around, but not very many people get sick from it.
[00:26:15.020 --> 00:26:16.360]  Continue breaking that down.
[00:26:17.761 --> 00:26:18.621]  In terms of?
[00:26:20.242 --> 00:26:21.542]  What do you mean?
[00:26:22.122 --> 00:26:24.143]  Why are they hyping it then if it's no big deal?
[00:26:25.640 --> 00:26:28.961]  They really want us to get this vaccine for one reason or another.
[00:26:29.001 --> 00:26:34.623]  And one of the things that I've said for a while is that this is either phase three.
[00:26:34.643 --> 00:26:41.285]  This is like when you're in the Navy and you have to do all of these final checks before you launch a ship out to the ocean.
[00:26:41.305 --> 00:26:49.608]  This is either the final test to make sure that all of the implementation things are in place before they pull the big trigger in the final one.
[00:26:50.888 --> 00:26:53.989]  Because it's looking less and less like this is going to be it.
[00:26:54.557 --> 00:26:56.057]  You know, we've had three trial runs.
[00:26:56.097 --> 00:27:00.838]  We've had SARS, we've had H5N1, and now we've had this one, the H1N1.
[00:27:01.519 --> 00:27:02.419]  They're talking about it.
[00:27:02.539 --> 00:27:04.339]  Is it going to ramp up this winter?
[00:27:04.439 --> 00:27:11.181]  And wouldn't it be a coincidence if it ramped up right around October 15th when the vaccine was supposed to be delivered?
[00:27:11.741 --> 00:27:21.183]  And, you know, they've got these emergency utilization authorizations that are sitting back in the backdrop, the EUAs, which have been put into place by the 2006 PrEP Act.
[00:27:22.802 --> 00:27:23.142]  I think so.
[00:27:39.878 --> 00:27:45.003]  Let me stop you.
[00:27:45.063 --> 00:27:52.791]  I want to go through that, but you're saying pull the trigger on the big event, all these little events, dry runs to set up the medical tyranny infrastructure.
[00:27:52.811 --> 00:27:55.554]  Ron Paul talked about that last hour.
[00:27:55.574 --> 00:28:00.419]  Are you saying they may release something else or try to do a forced inoculation?
[00:28:01.260 --> 00:28:02.221]  What is the big event?
[00:28:03.024 --> 00:28:09.066]  Well, either that, the virus gets suddenly worse, either something is released.
[00:28:09.506 --> 00:28:22.311]  It seems so weird, Alex, that if something was really made in nature, which they're trying to make us believe, would suddenly have a ramp up, and particularly since everything coming out of South America and the Southern Hemisphere says that it didn't ramp up at all down there.
[00:28:23.331 --> 00:28:27.833]  So, could it be that they're going to have another test tube made virus
[00:28:29.352 --> 00:28:32.836]  That could be released at some major event in the winter.
[00:28:33.316 --> 00:28:50.255]  You know, we've got the Winter Olympics that are coming up this winter, and it makes me nervous to think that there'll be people that will be going to Vancouver from all over the world, and in the middle of the wintertime, and is that a point in time where the virus may be contracted, be worse, and be spread by just the humans going back home?
[00:28:50.788 --> 00:28:53.710]  Doctor, we're about to break, but I want to spend time on this in the next segment.
[00:28:53.730 --> 00:29:08.540]  I want to flesh this out, because this is what every other medical doctor I have on says they believe is being set up, and my dad called me Sunday night and said, check your email, and I didn't see it, and I need to call him and find out what he was talking about.
[00:29:09.140 --> 00:29:11.202]  He said he got a CDC report.
[00:29:11.992 --> 00:29:15.833]  I've read a little bit of that, but I haven't perhaps read as much specific as
[00:29:29.238 --> 00:29:29.858]  That's what you have.
[00:29:30.018 --> 00:29:33.360]  But that's exactly what you're saying, because we see this massive buildup.
[00:29:33.801 --> 00:29:36.842]  Troops suddenly popping up on the streets all over the US and Europe.
[00:29:37.323 --> 00:29:37.723]  Stay there.
[00:29:38.343 --> 00:29:42.565]  Let's talk about how this may unfold, because we've never seen such a buildup at this level.
[00:29:42.605 --> 00:29:43.986]  Dr. Sherry Tinpenny is our guest.
[00:29:44.466 --> 00:29:46.307]  DrTinpenny.com is her website.
[00:29:46.327 --> 00:29:46.748]  Stay with us.
[00:29:51.270 --> 00:29:52.191]  We're on the march.
[00:29:52.671 --> 00:29:54.292]  The Empire's on the run.
[00:29:55.192 --> 00:29:57.874]  Alex Jones and the GCN Radio Network.
[00:30:00.623 --> 00:30:04.604]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:30:04.865 --> 00:30:06.645]  Do you really know what's in your tap water?
[00:30:06.865 --> 00:30:15.148]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:30:15.388 --> 00:30:20.610]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:30:20.930 --> 00:30:22.551]  Now what are you going to do about it?
[00:30:22.791 --> 00:30:29.116]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:30:29.316 --> 00:30:40.065]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:30:40.365 --> 00:30:40.885]  That's right.
[00:30:41.145 --> 00:30:43.427]  Clean water, right from the air you breathe.
[00:30:43.707 --> 00:30:45.269]  Order today by calling 1-800-691.
[00:30:47.210 --> 00:30:47.850]  We're good to go.
[00:31:03.945 --> 00:31:04.405]  It's here.
[00:31:04.606 --> 00:31:09.349]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:31:09.749 --> 00:31:17.395]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:31:18.103 --> 00:31:25.146]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:31:25.527 --> 00:31:36.972]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:31:37.272 --> 00:31:40.794]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:31:41.234 --> 00:31:43.195]  It's an anthology of government crimes.
[00:31:43.495 --> 00:31:47.357]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:31:47.937 --> 00:31:55.408]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:32:00.700 --> 00:32:02.341]  Say no to government vaccinations.
[00:32:02.481 --> 00:32:03.921]  Say no to toxic overload.
[00:32:03.981 --> 00:32:05.082]  Say no to chemicals.
[00:32:05.322 --> 00:32:07.123]  Say yes to liquid zeolite.
[00:32:07.263 --> 00:32:15.986]  When you have fatigue, problems concentrating, muscle weakness, headaches, digestion, memory loss, influenza, or joint pain, the solution may be as simple as detoxifying your body.
[00:32:16.046 --> 00:32:21.308]  Chemical-free liquid zeolite helps the body heal itself so that it can become stronger to fight off viruses.
[00:32:21.468 --> 00:32:23.090]  Why risk government vaccinations?
[00:32:23.270 --> 00:32:30.679]  Liquid Zeolite detoxifies the body by safely helping remove toxins and heavy metals, boosting energy levels, and promoting a strong immune system.
[00:32:30.760 --> 00:32:34.825]  Liquid Zeolite is tasteless, odorless, and so gentle you won't even know you're taking it.
[00:32:34.945 --> 00:32:37.468]  Feel great again in as little as three days to three weeks.
[00:32:37.648 --> 00:32:42.533]  Liquid Zeolite comes with a money-back guarantee, but it's only available at RestoreYourHealthNow.com.
[00:32:42.633 --> 00:32:46.416]  Learn how to get free bottles of Liquid Zeolite at RestoreYourHealthNow.com.
[00:32:46.556 --> 00:32:49.099]  That's RestoreYourHealthNow.com or call 1-800-976-0025.
[00:32:49.119 --> 00:32:49.179]  1-800-976-0025.
[00:32:49.199 --> 00:32:50.440]  100% natural, 100% safe, 100% amazing.
[00:32:50.500 --> 00:32:51.581]  Try Liquid Zeolite today!
[00:33:26.943 --> 00:33:29.044]  Dr. Sherry Tenpenny is our guest.
[00:33:32.146 --> 00:33:42.991]  Doctor, continuing along the line that you've gotten into about all the evidence showing pointing towards them releasing something more deadly or knowing it's going to mutate.
[00:33:43.881 --> 00:33:48.024]  The CDC report saying it may mutate into something extremely deadly.
[00:33:48.805 --> 00:33:49.325]  Continue.
[00:33:50.086 --> 00:33:53.549]  I read a report, I think it was a couple of days ago, and I just skimmed it.
[00:33:53.569 --> 00:34:01.174]  I didn't really read at the details of it, but it was talking about the H1N1 morphing into something and being a different subtype.
[00:34:01.595 --> 00:34:03.396]  And I thought, well, isn't that just interesting?
[00:34:03.416 --> 00:34:11.182]  We've just spent $10 billion manufacturing a vaccine by five different companies and bottling it all up, and even their stuff isn't going to work.
[00:34:12.382 --> 00:34:28.741]  You know if this is really true that the virus is going to going to morph and they claim that in order for the vaccine to work it needs to be an exact match except of course Nancy Cox who once in a while has said and I talked about it in my book Fowl where she said well you know sometimes if it's a close match it'll be okay.
[00:34:29.101 --> 00:34:30.463]  So how close is close enough?
[00:34:31.420 --> 00:34:39.665]  You know, is the vaccine going to be, even in their own mind, is it going to be good enough to protect against this morphed, very much stronger, more virulent virus?
