[00:00:00.009 --> 00:00:00.069]  Wow.
[00:27:36.740 --> 00:27:37.700]  This is unfolding.
[00:27:39.421 --> 00:27:41.402]  Alan, there is a mass awakening happening.
[00:27:41.743 --> 00:27:45.485]  So I see a lot of positive things happening, and I know the globalists aren't invincible.
[00:27:45.845 --> 00:27:49.908]  No matter how sophisticated their propaganda is, being aware of it, is the battle.
[00:27:50.308 --> 00:27:55.171]  Forty-plus billion dollars the Pentagon is going to use in the US and worldwide to fix their image.
[00:27:55.751 --> 00:27:59.873]  And then you watch HBO and it's PR pieces for the military.
[00:28:00.474 --> 00:28:02.515]  There's military pamphlets everywhere.
[00:28:02.855 --> 00:28:04.356]  It's all over the news.
[00:28:04.776 --> 00:28:06.717]  Isn't that a sign of being in a police state?
[00:28:06.757 --> 00:28:18.244]  I mean, we are so propagandized with the fake news and the fake reporters and all of the news packaging that Congress admits is going on and it's only intensifying.
[00:28:18.584 --> 00:28:21.406]  Can't that propaganda backfire on the establishment?
[00:28:22.226 --> 00:28:27.172]  Or because they're just immersing the population from every angle with it, will it be effective?
[00:28:28.713 --> 00:28:42.248]  It's been effective so far, as I say, when you go into, there's a good video up there by a guy who does a lot of work for the BBC, Adam Curtis, it's called The Power of Nightmares, and he goes in
[00:28:42.887 --> 00:29:10.240]  to the psychology behind setting up a world of terrorism and how politicians needed this because if they were losing all respect from the general public they were so corrupt that they needed this new authority and the authority is we are here to protect you and they created a myth of terrorism worldwide of course this myth was to be expanded to include anyone who was politically incorrect on many topics various topics that's what's happening today it's a tool
[00:29:10.936 --> 00:29:16.758]  It's a tool and terror is being used on the general public by the politicians and the governments.
[00:29:17.318 --> 00:29:31.142]  They're chasing shadows looking for terrorism everywhere and Adam Curtis did an excellent job of exposing this using documents that they had stored in the BBC archives to show you the whole thing was a farce from the beginning to end.
[00:29:31.782 --> 00:29:32.643]  But it's unnecessary.
[00:29:32.923 --> 00:29:40.005]  This comes back down to the neoconservatives who dreamed up the policy taken from Leo Strauss who taught Wolfowitz and others
[00:29:40.900 --> 00:29:45.765]  Uh, the fact that they need, they need a myth for every age to get their agenda through.
[00:29:46.466 --> 00:29:49.348]  And they created the myth of terrorism everywhere.
[00:29:49.368 --> 00:29:53.032]  It's a, it's an exaggeration of the old Reds under the bed scare.
[00:29:53.412 --> 00:29:54.634]  It's much worse than that.
[00:29:55.214 --> 00:29:58.918]  Another expanding terrorism to include anyone who speaks out and fight.
[00:29:59.851 --> 00:30:04.334]  So, this is the technique that they must use now until they finish this whole agenda.
[00:30:04.975 --> 00:30:10.659]  And they even have environmental terrorism now, if you don't put your garbage in the right boxes, etc, etc.
[00:30:10.999 --> 00:30:12.300]  It all comes under terrorism.
[00:30:13.087 --> 00:30:17.833]  So, this is the noble lie that they're using to bring this whole agenda forward.
[00:30:18.293 --> 00:30:30.587]  They must create a state of fear, and when the public get into a state of panic and stampede, as long as they are heading off the cattle at the head of the herd, they can guide us into this new world order.
[00:30:30.888 --> 00:30:32.029]  That's their whole theory.
[00:30:32.309 --> 00:30:33.511]  That's what it's based upon.
[00:30:34.271 --> 00:30:43.400]  And the public have got to stop being afraid, and they've got to stop obeying ridiculous laws that are thrown at them, because we know where it's to go.
[00:30:43.740 --> 00:30:50.026]  It's to go into an Orwellian world where you'll need to believe and speak, double-speak all the time to survive.
[00:30:50.767 --> 00:30:52.088]  They've got cameras up for you.
[00:30:52.428 --> 00:30:56.532]  Any little expression that they deem might be anger,
[00:30:57.807 --> 00:31:03.860]  Or you're being upset means they have to get into you and intervene right away by drugging you or whatever is necessary.
[00:31:04.460 --> 00:31:05.801]  This is the world they're bringing in.
[00:31:05.901 --> 00:31:07.023]  Total control.
[00:31:07.083 --> 00:31:14.169]  It's a hellish control where you have no freedom for it to do anything whatsoever except that which is authorized by the top.
[00:31:14.510 --> 00:31:16.872]  That was the next issue.
[00:31:16.892 --> 00:31:18.674]  I was going to bring up the whole control grid.
[00:31:19.114 --> 00:31:27.262]  They admit that in England and the United States, the two major beta test centers, Australia as well, the Anglo-American system, New Zealand, Canada,
[00:31:28.942 --> 00:31:33.987]  It's admitted that first they trained you how to go through a checkpoint and be searched, put your stuff through a metal detector.
[00:31:34.387 --> 00:31:35.949]  Then they begin asking you questions.
[00:31:35.989 --> 00:31:37.250]  Then you take your shoes off.
[00:31:37.630 --> 00:31:38.732]  An act of submission.
[00:31:38.992 --> 00:31:41.034]  Then you can't bring liquids in or toothpaste.
[00:31:41.394 --> 00:31:42.615]  Another act of submission.
[00:31:42.816 --> 00:31:44.017]  You've got to hold your pants up.
[00:31:44.878 --> 00:31:45.358]  Exactly.
[00:31:45.438 --> 00:31:46.219]  Show your body.
[00:31:46.299 --> 00:31:48.861]  Women have to drink the milk they pump for their baby.
[00:31:51.249 --> 00:31:53.550]  They are putting in at 200 airports in the U.S.
[00:31:53.570 --> 00:31:59.933]  these body scanners that scan your 360 biometric signature so their cameras can now track and trace you.
[00:32:00.373 --> 00:32:05.735]  Another active submission, they admit it's the naked image of your body scanned onto their hard drives.
[00:32:06.335 --> 00:32:10.237]  They now admit they're doing that and then now they're talking about putting metal detectors in shopping malls.
[00:32:10.617 --> 00:32:12.197]  In the schools it's already happening.
[00:32:12.478 --> 00:32:14.038]  Thumb scanning to buy and sell.
[00:32:14.118 --> 00:32:17.700]  Cash being phased out by major airlines and businesses.
[00:32:17.880 --> 00:32:19.961]  All Pavlovian dog training.
[00:32:21.201 --> 00:32:24.063]  In their own words, to train us to submit it.
[00:32:24.083 --> 00:32:30.327]  Now suddenly, if you had an anti-Bush sticker, they would pull you over and take you to jail or ticket you or put you in a terror database.
[00:32:30.647 --> 00:32:31.708]  In England they started that.
[00:32:31.748 --> 00:32:33.789]  It happened to me when I was over there videotaping from the street.
[00:32:34.029 --> 00:32:36.311]  Now it's illegal in England to videotape anything.
[00:32:36.611 --> 00:32:44.016]  An act of terrorism, the police decide that if somebody can even find it on the web and use it, that way you can't videotape them brutalizing people.
[00:32:44.056 --> 00:32:47.618]  I mean, it's all coming into play now.
[00:32:48.379 --> 00:32:48.799]  Yes it is.
[00:32:49.725 --> 00:32:51.867]  And once again, it falls in with it.
[00:32:51.907 --> 00:32:55.149]  You see, there's actually handbooks on terrorism, how to implement it.
[00:32:56.210 --> 00:32:59.792]  And Russell, Bertrand Russell, had studied this technique.
[00:33:00.473 --> 00:33:02.814]  And he said, we must create a condition of apathy.
[00:33:03.935 --> 00:33:08.959]  And as you say, by ridiculing people, taking away their basic
[00:33:10.381 --> 00:33:15.613]  Making them...dehumiliating the public, in other words, is the greatest form of creating apathy.
[00:33:15.673 --> 00:33:19.482]  They feel helpless, just like the pris... In fact, you get a prisoner of war syndrome.
[00:33:20.743 --> 00:33:29.552]  Even though you're not behind bars, you're walking within the general public, you get a syndrome that you get in prison camps where you feel apathetic and jaded and helpless.
[00:33:29.992 --> 00:33:34.897]  Helplessness is essential to control if you're using techniques of terrorism.
[00:33:34.917 --> 00:33:37.820]  Well, the Marines brag about that when they dominate a population.
[00:33:38.080 --> 00:33:39.882]  They want to teach them to learn helplessness.
[00:33:40.302 --> 00:33:40.623]  I don't know.
[00:33:55.499 --> 00:34:21.246]  Uh, as the Club of Rome wrote in 91 and republished last year in the Council on Foreign Relations with their chairman Richard N. Haas, who wrote it back in the early 90s, that they will use the pincer of false environmentalism to teach us we're bad and that we're the enemy and the state's going to deal with us, because we're bad for the earth, and the other pincer of fake terrorism, with those two pincers, the left is into the environment pincer, the right is into the law and order pincer, with those pincers, they've got us.
[00:34:22.867 --> 00:34:26.780]  And what they're doing across the world right now is another idea they dreamed up.
[00:34:27.492 --> 00:34:44.825]  It was called, and they actually have a group in the United States who are well-funded to do so, and it's called Revolutionary Democracy, where they go across the world forcing countries, by literally bombing them out of existence if necessary, to accept this new idea of democracy.
[00:34:45.285 --> 00:34:56.373]  So they're standardizing the entire planet according to this agenda, and anyone who won't go along with it is simply to be obliterated, and that's what they're doing in the Middle East right now, and in Afghanistan too.
[00:34:58.562 --> 00:34:59.103]  Absolutely.
[00:34:59.143 --> 00:35:03.409]  I want to go to some phone calls, Alan, but there's a lot of other things going on in the world today.
[00:35:04.330 --> 00:35:06.813]  You know, the bad news is it's very serious what's happening.
[00:35:06.833 --> 00:35:08.996]  The good news is we don't have a choice.
[00:35:09.837 --> 00:35:10.939]  We have to resist this.
[00:35:10.979 --> 00:35:13.242]  We have to say no to this system.
[00:35:13.262 --> 00:35:15.585]  I mean, are you not pleasantly pleased?
[00:35:16.286 --> 00:35:19.068]  Because I know I'm certainly seeing an explosive awakening.
[00:35:19.408 --> 00:35:23.451]  This information you and I and others are putting out is the hottest info out there right now.
[00:35:23.852 --> 00:35:25.633]  And it's not some fad, it's reality.
[00:35:25.673 --> 00:35:31.057]  It's people rediscovering reality and learning they're being bombarded by propaganda at every angle.
[00:35:31.097 --> 00:35:41.265]  I mean, I'm optimistic as dark as things are because I also know people in the elite structure themselves are becoming upset with what's happening and seeing their plan come to fruition.
[00:35:41.285 --> 00:35:45.047]  A lot of them are two or three generation and, you know,
[00:35:46.388 --> 00:35:49.870]  It's alerting to them to want to come over to the light side.
[00:35:50.350 --> 00:35:52.771]  It's very lonely for them and some of them aren't psychopaths.
[00:35:52.791 --> 00:35:58.513]  They've been brought along to the system and tried to be trained and conditioned to enjoy predatory action against their own species.
[00:35:58.553 --> 00:36:01.655]  But I see rebellion and resistance in every quarter.
[00:36:02.515 --> 00:36:05.737]  Yes, and it will have to increase and escalate as well.
[00:36:06.177 --> 00:36:07.477]  And there will be martyrs.
[00:36:07.517 --> 00:36:11.299]  There's always martyrs and you need martyrs as well to get the public on board.
[00:36:12.202 --> 00:36:17.568]  And that will grow and grow, and that's what they're terrified of, in fact, is the creation of martyrs.
[00:36:18.308 --> 00:36:23.434]  That's the greatest way to get the public turning against the tyrants in all ages.
[00:36:24.014 --> 00:36:25.376]  So they're very, very careful at the moment.
[00:36:25.396 --> 00:36:33.484]  That's why the feds bomb themselves in Oklahoma City and bomb themselves on 9-11, because they get to become the martyrs.
