[00:00:00.069 --> 00:00:00.430]  Brother.
[01:49:28.096 --> 01:49:30.537]  Again, that's just how classy Charlie Sheen is.
[01:49:31.297 --> 01:49:35.959]  And he gives his friends people he really likes, things like that, and I'm just so honored to ever be involved in his life.
[01:49:36.359 --> 01:49:41.061]  That's why the system has tried to demonize him and attack him, and he was told, shut up, about 9-11 truth, that they'd destroy him.
[01:49:41.761 --> 01:49:43.883]  They tried to in the media, but it was unsuccessful.
[01:49:43.963 --> 01:49:44.503]  One more look.
[01:49:44.523 --> 01:49:45.684]  People will probably never see it again.
[01:49:46.185 --> 01:49:47.266]  There it is, ladies and gentlemen.
[01:49:48.266 --> 01:49:51.129]  The famous jacket from the movie on the Red Dawn cover.
[01:49:52.210 --> 01:49:57.614]  The Wolverine jacket that now I, Wolverine One, own.
[01:49:58.955 --> 01:50:00.216]  What a strange life, man.
[01:50:00.597 --> 01:50:01.878]  Fighting tyrannies had its rewards.
[01:50:01.958 --> 01:50:02.698]  It's also had its...
[01:50:03.900 --> 01:50:09.403]  It's punishments, but at the same time, overall, it's good to be involved in liberty and freedom and fighting corruption.
[01:50:09.623 --> 01:50:14.386]  And I get to associate with all those that love freedom, love humanity, that have honor, that have courage.
[01:50:14.746 --> 01:50:22.270]  All of you that are into evil, you get to associate it with backbiting, backstabbing, lying, delusional abuse of scum, and the stench of death in New World Order.
[01:50:23.010 --> 01:50:25.231]  And I get to be around the heroes that care about freedom.
[01:50:25.811 --> 01:50:28.051]  And that's why I've got to step up to the plate and be the best I can.
[01:50:28.712 --> 01:50:31.973]  And be the most honest and focused and most well-researched I can.
[01:50:31.993 --> 01:50:35.013]  And that's why I work at least 18 hours a day in the fight against the New World Order.
[01:50:35.233 --> 01:50:37.114]  Because you only get one shot at this in life.
[01:50:37.434 --> 01:50:38.574]  And I want to be on the good team.
[01:50:38.734 --> 01:50:39.775]  And I want to be victorious.
[01:50:40.015 --> 01:50:41.215]  And all the glory goes to God.
[01:50:41.755 --> 01:50:42.355]  All right, folks.
[01:50:42.816 --> 01:50:47.137]  We'll be right back in the final segment of this amazing 8th day of January 2009.
[01:50:47.177 --> 01:50:49.197]  Infowars.com and get the Bullhorn at eBay.
[01:50:52.267 --> 01:50:53.468]  Tyranny Crusher won!
[01:50:54.829 --> 01:50:55.389]  Yeah!
[01:50:55.890 --> 01:50:56.350]  Attention.
[01:50:56.690 --> 01:50:59.352]  This is an extremely urgent, self-reliant news bulletin.
[01:50:59.713 --> 01:51:06.158]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[01:51:06.818 --> 01:51:07.539]  Here is why.
[01:51:08.279 --> 01:51:18.207]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the US.
[01:51:18.727 --> 01:51:21.129]  Grain shortages and hunger are spreading across the globe.
[01:51:21.429 --> 01:51:23.550]  Will troops guard the food supplies in the U.S.
[01:51:23.590 --> 01:51:24.050]  this fall?
[01:51:24.551 --> 01:51:25.071]  Don't wait.
[01:51:25.471 --> 01:51:29.113]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[01:51:29.434 --> 01:51:32.255]  Get the details at foodshortageusa.com.
[01:51:32.756 --> 01:51:34.257]  That's foodshortageusa.com.
[01:51:35.457 --> 01:51:39.781]  Or you can call toll free 877-327-0365.
[01:51:40.182 --> 01:51:41.483]  Don't wait for empty shelves.
[01:51:41.963 --> 01:51:45.246]  Go to foodshortageusa.com while you still have time.
[01:51:45.827 --> 01:51:50.051]  www.foodshortageusa.com or toll free at 877-327-0365.
[01:51:50.071 --> 01:51:50.371]  Act now!
[01:51:55.157 --> 01:51:56.819]  Our beloved Republic is on her knees.
[01:51:57.139 --> 01:52:00.583]  The forces of globalism are destroying national sovereignty worldwide.
[01:52:00.763 --> 01:52:02.585]  But in Liberty's darkest hour, there is hope.
[01:52:03.206 --> 01:52:05.929]  The first time in modern history, the people are beginning to wake up.
[01:52:06.249 --> 01:52:07.090]  It is essential that patriots
[01:52:08.670 --> 01:52:09.070]  Let's do it!
[01:52:33.510 --> 01:52:37.494]  From tainted vaccines to martial law can be found in this online video library.
[01:52:37.655 --> 01:52:42.179]  By weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:52:42.500 --> 01:52:45.002]  The Info War is waiting for you to set it free.
[01:52:45.343 --> 01:52:47.025]  Join PrisonPlanet.TV.
[01:52:47.405 --> 01:52:49.187]  Burn the info bombs to disk.
[01:52:49.387 --> 01:52:51.189]  Put them on the file sharing networks.
[01:52:51.530 --> 01:52:52.951]  Bring down the New World Order.
[01:52:53.311 --> 01:52:54.052]  PrisonPlanet.TV.
[01:52:55.945 --> 01:52:59.768]  You don't have to be in the military to enjoy military surplus savings.
[01:53:00.108 --> 01:53:05.893]  Right now at MainMilitary.com you'll find savings on the top must-have military supplies.
[01:53:06.273 --> 01:53:08.054]  M10 gas masks for $12 or 3 for $30.
[01:53:08.094 --> 01:53:09.335]  Gas mask hoods $4 or 3 for $10.
[01:53:09.855 --> 01:53:10.856]  Mask filters $6 or 3 for $15.
[01:53:10.916 --> 01:53:12.477]  Save big on British chemical suits only $12.
[01:53:12.517 --> 01:53:12.918]  Israeli gas masks $20.
[01:53:19.983 --> 01:53:23.386]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:53:23.626 --> 01:53:26.748]  Snowshoe binding for $8 or $48 a dozen.
[01:53:26.948 --> 01:53:27.989]  And so much more.
[01:53:28.269 --> 01:53:31.712]  Even hard to find surplus items, all at surplus prices.
[01:53:31.972 --> 01:53:36.715]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:53:37.036 --> 01:53:38.457]  MainMilitary.com.
[01:53:38.637 --> 01:53:41.579]  One of the last surviving true surplus stores in the country.
[01:53:41.859 --> 01:53:45.482]  Shop now at M-A-I-N-E Military.com.
[01:53:45.762 --> 01:53:46.363]  Or call 877-608-0179.
[01:53:49.765 --> 01:53:53.906]  That's 877-608-0179 today.
[01:54:00.007 --> 01:54:01.928]  Waging war on corruption.
[01:54:02.408 --> 01:54:05.228]  Alex Jones on the GCN Radio Network.
[01:54:06.128 --> 01:54:07.649]  Wolverines, baby!
[01:54:07.829 --> 01:54:08.229]  Ha ha!
[01:54:08.249 --> 01:54:08.769]  Yeah!
[01:54:09.049 --> 01:54:15.831]  You know, I'm not going to show you Charlie's note that came with it.
[01:54:16.931 --> 01:54:17.671]  I guess that's private.
[01:54:19.215 --> 01:54:20.878]  But, uh, I'm done talking about that.
[01:54:21.199 --> 01:54:22.080]  Want to rebroadcast?
[01:54:22.120 --> 01:54:30.355]  It's coming up on the InfoWars.com streams and we'll post this last two hours of video up at PrisonPlanet.tv for members when the show ends at T-minus four and a half minutes.
[01:54:31.798 --> 01:54:32.278]  But, uh...
[01:54:35.310 --> 01:54:43.721]  In closing, again, we're trying to fund this operation, and the reason we're able to expand or maintain, I'm kind of wondering if we can expand or just maintain with the economy the way it is, we need more funds.
[01:54:44.282 --> 01:54:47.106]  And I hope you will get the books and videos and materials, and also support our sponsors.
[01:54:47.166 --> 01:54:49.629]  And one of them is the place I buy precious metals.
[01:54:50.290 --> 01:54:57.072]  And Ted has still got gold at $60, $70, some of the pieces $80 under the price it's selling for.
[01:54:57.132 --> 01:55:01.593]  Gold is up right now, right at $15 today from yesterday.
[01:55:02.013 --> 01:55:05.154]  And you heard Dr. Paul Craig Roberts say we will have a depression worse.
[01:55:05.194 --> 01:55:06.994]  He never talked like that, the father of ergonomics.
[01:55:07.234 --> 01:55:08.254]  So I wanted to bring Ted on.
[01:55:08.535 --> 01:55:09.495]  Ted Anderson here at the end.
[01:55:09.515 --> 01:55:10.535]  He hasn't been on in about a week.
[01:55:11.235 --> 01:55:13.576]  Ted, you've got the super deal for people.
[01:55:13.616 --> 01:55:14.416]  Tell folks about it.
[01:55:14.796 --> 01:55:15.076]  I did.
[01:55:15.116 --> 01:55:18.639]  I was able to even back down a little bit on the British Sovereigns and Franks right now.
[01:55:18.659 --> 01:55:22.363]  I've got the French Frank at $2.04 and the British Sovereign at $2.52.
[01:55:23.644 --> 01:55:25.605]  So where is that price in the market?
[01:55:25.926 --> 01:55:26.506]  Like $7.60?
[01:55:26.646 --> 01:55:35.174]  Yeah, comparatively speaking, I did a little check on it and I was looking to see where I'd be at if I was going to do it at today's current spot prices.
[01:55:35.694 --> 01:55:40.558]  And the Frank comes in closer to $2.14 and the British Sovereign comes much closer to $2.70.
[01:55:42.034 --> 01:55:44.356]  And then I also have the buffaloes.
[01:55:44.776 --> 01:55:46.337]  And again, I'll put 50 more out there.
[01:55:46.377 --> 01:55:52.822]  The bottom line on those is they're real hard to buy and I don't want to be selling something I can't deliver real quick.
[01:55:52.902 --> 01:55:58.506]  So the gold buffalo, we have those right now at $1,036, which is actually the same price when gold was lower.
[01:55:59.476 --> 01:56:03.980]  I'm just, you know, I get them to trickle in here and I'm able to get a little bit of supply and I'll let 50 of them go.
[01:56:04.000 --> 01:56:05.381]  So tell folks the coins you've got.
[01:56:05.401 --> 01:56:10.685]  You've got 50 Buffalos, impossible to get in most places, are huge premiums, no premium on it.
[01:56:10.705 --> 01:56:11.026]  50 of those.
[01:56:11.066 --> 01:56:12.967]  You've got a lot of Sovereigns and Franks, though.
[01:56:13.287 --> 01:56:13.888]  Yes, we do.
[01:56:13.948 --> 01:56:16.030]  That's the thing that I can get in your hands real fast.
[01:56:16.070 --> 01:56:17.631]  What about the Silver Half Dollars?
[01:56:17.751 --> 01:56:19.653]  Yeah, definitely the Silver Half Dollars.
[01:56:19.673 --> 01:56:20.713]  There's no question about it.
[01:56:20.733 --> 01:56:23.516]  They're at 840 or 168 per roll, a 20.
[01:56:24.036 --> 01:56:27.559]  And the reason why they're such a good idea, because if we do have a depression,
[01:56:27.995 --> 01:56:30.536]  You're going to have to buy things like groceries.
[01:56:31.057 --> 01:56:33.838]  And to have a big old gold piece may be too much money.
[01:56:34.339 --> 01:56:35.619]  And so you get into the silver.
[01:56:35.680 --> 01:56:37.981]  Besides that, silver is a much tighter supply.
[01:56:38.021 --> 01:56:39.542]  These are gorgeous, great coins.
[01:56:40.382 --> 01:56:41.443]  What's the price on those?
[01:56:41.543 --> 01:56:45.505]  They're currently, right now, again, they're at $168 per roll of 20.
[01:56:46.006 --> 01:56:47.306]  And Alex, you need to have silver.
[01:56:47.486 --> 01:56:48.507]  I mean, you really do.
[01:56:48.547 --> 01:56:49.688]  How much is that per unit?
[01:56:50.668 --> 01:56:51.629]  Down to $8.40.
[01:56:51.849 --> 01:56:54.732]  So that's an amazing deal with silver up as well.
[01:56:54.752 --> 01:56:55.272]  800-686-2237.
[01:56:56.693 --> 01:56:59.736]  The brokers will be there until midnight tonight.
[01:56:59.776 --> 01:57:01.517]  And does that deal hold through until tomorrow, Ted?
[01:57:01.837 --> 01:57:02.558]  Oh, absolutely.
[01:57:02.578 --> 01:57:04.199]  We'll hold it through midnight tonight.
[01:57:04.239 --> 01:57:06.281]  And if the market's still strong, we'll do it tomorrow, too.
[01:57:06.941 --> 01:57:07.241]  800-686-2237.
[01:57:07.562 --> 01:57:15.127]  For PrisonPlanet.TV viewers, it's on screen right now.
[01:57:15.147 --> 01:57:15.907]  800-686-2237.
[01:57:16.168 --> 01:57:17.549]  Like the old cartoons, Bouncing Ball.
[01:57:17.569 --> 01:57:18.389]  800-686-2237.
[01:57:18.970 --> 01:57:22.012]  I mean, it is right there.
[01:57:22.552 --> 01:57:24.313]  And I want to know where to go, Deb.
[01:57:24.513 --> 01:57:29.937]  Do we have time at the very end of the show to go out with Ted's theme music and John will suspend his theme music?
[01:57:30.277 --> 01:57:31.358]  Yeah, get that ready for the last 45 seconds.
[01:57:32.719 --> 01:57:33.860]  Ted, I want to commend you.
[01:57:33.920 --> 01:57:35.540]  People cannot beat those deals.
[01:57:35.640 --> 01:57:37.461]  That is a steal anywhere in the market.
[01:57:37.501 --> 01:57:39.602]  And still, most brokers can't get gold and silver.
[01:57:39.662 --> 01:57:41.383]  They're selling one coin at a time.
[01:57:42.043 --> 01:57:44.044]  You've been in this business 30 years.
[01:57:44.064 --> 01:57:45.505]  You're able to pass these savings along.
[01:57:45.865 --> 01:57:49.567]  Is that $70 or $80 under what the market is selling these for?
[01:57:49.587 --> 01:57:53.069]  Well, I mean, because the gold is up another $10, I guess it's closer to $80.
[01:57:53.549 --> 01:57:57.771]  And you know, the other thing, too, we're selling those creature books with the silver dollar way below cost.
[01:57:58.993 --> 01:58:04.936]  Got a $25 book with a $20-something silver dollar that are going for premiums with the $6 shipping for what?
[01:58:05.076 --> 01:58:05.416]  How much?
[01:58:06.056 --> 01:58:05.416]  $26.45.
[01:58:06.116 --> 01:58:09.698]  So that's $20-something bucks under what it cost you?
[01:58:10.058 --> 01:58:10.598]  Yeah, it is.
[01:58:10.678 --> 01:58:11.178]  It really is.
[01:58:11.258 --> 01:58:14.860]  And people are buying the books and keeping the silver dollars and passing them on to people.
[01:58:14.920 --> 01:58:17.101]  I can't think of a better way to spread the word.
[01:58:17.141 --> 01:58:19.062]  And Ted just does this for our audience.
[01:58:19.082 --> 01:58:19.382]  800-686-2237.
[01:58:21.663 --> 01:58:24.984]  Hold on, that's my Starship Troopers music.
[01:58:25.284 --> 01:58:26.485]  John's got to cut that off.
[01:58:27.305 --> 01:58:28.486]  Where the gold at?
[01:58:28.946 --> 01:58:30.888]  I want to know where the gold at?
[01:58:32.629 --> 01:58:33.289]  I want to know.
[01:58:33.790 --> 01:58:34.450]  I want to know.
[01:58:34.470 --> 01:58:35.651]  I want to know.
[01:58:35.851 --> 01:58:36.812]  God bless you all.
[01:58:36.832 --> 01:58:37.552]  Take care.
[01:58:37.572 --> 01:58:38.793]  Rebroadcast starts now.
[01:58:38.813 --> 01:58:40.174]  Rebroadcast starts now.
[01:58:40.234 --> 01:58:41.155]  God bless you all.
[01:58:44.897 --> 01:58:45.518]  Good job, John.
[01:58:45.558 --> 01:58:45.878]  I'll see you.
[01:58:45.898 --> 01:58:51.802]  Unlike any other in the long course of American history, a terrorist act of war against this country.
[01:58:52.163 --> 01:58:53.864]  The enemy struck America on September 11th.
[01:58:54.798 --> 01:58:55.839]  But who is the enemy?
[01:58:56.339 --> 01:58:56.840]  Bin Laden.
[01:58:57.140 --> 01:58:58.141]  This is his M.O.
[01:58:58.161 --> 01:58:59.442]  We have to look to the Middle East.
[01:58:59.502 --> 01:59:01.163]  We have to look to Osama Bin Laden.
[01:59:01.503 --> 01:59:08.269]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:59:08.649 --> 01:59:09.089]  Some U.S.
[01:59:09.149 --> 01:59:14.794]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:59:15.474 --> 01:59:18.939]  I'm aware that some Israeli citizens have been detained.
