[00:00:00.134 --> 00:00:02.339]  In Texas, Alex Jones.
[01:32:01.908 --> 01:32:07.690]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[01:32:08.030 --> 01:32:10.432]  Now, Calvin Soaps are available to you and me.
[01:32:10.533 --> 01:32:12.855]  Triple concentrated for all your cleaning needs.
[01:32:13.075 --> 01:32:15.197]  From bathing and laundry to dishes, hair and more.
[01:32:15.497 --> 01:32:16.478]  No harsh chemicals.
[01:32:16.698 --> 01:32:17.619]  No animal testing.
[01:32:17.879 --> 01:32:19.201]  I use them and love them.
[01:32:19.221 --> 01:32:20.822]  Knowing they're all natural and safe.
[01:32:21.102 --> 01:32:22.143]  And I say big time.
[01:32:22.524 --> 01:32:24.105]  Call Calvin Pure Soap at 1-800-340-7091.
[01:32:24.245 --> 01:32:24.565]  That's 1-800-340-7091.
[01:32:24.585 --> 01:32:27.228]  Or log on to 5starsoap.com now for a free catalog.
[01:32:33.994 --> 01:32:40.517]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[01:32:47.461 --> 01:32:52.183]  Hey, side issue, San Antonio newspaper, The Current, great paper.
[01:32:52.203 --> 01:32:59.987]  You know, they've moved the new cybersecurity NSA snooping hub for the American people, one of the big ones, to a giant
[01:33:01.411 --> 01:33:05.214]  facility in San Antonio, and it's got barbed wire around it and all that.
[01:33:05.634 --> 01:33:11.858]  If you take a picture, the NSA will run out without warrants on city property outside, grab you, steal your stuff.
[01:33:12.178 --> 01:33:13.199]  I think I'm gonna go down there.
[01:33:13.739 --> 01:33:20.864]  Listen, you dirty crooks that work for offshore banks, we know you spy on every email, every fax, everything.
[01:33:21.145 --> 01:33:28.450]  You're engaging in crimes, you surveil us, you look through your walls, you're putting up your high-altitude blimps, you work for offshore banks,
[01:33:29.210 --> 01:33:37.792]  The National Reconnaissance Office, CIA, Defense Intelligence, your data mining, your total information awareness network, run by the criminal Admiral Poindexter.
[01:33:38.032 --> 01:33:40.552]  When Congress said shut it down, he legally kept it open.
[01:33:40.872 --> 01:33:42.532]  You make us sick!
[01:33:44.613 --> 01:33:51.654]  And the... Oh, it just makes my head spin.
[01:33:51.934 --> 01:33:54.014]  This government is so illegitimate and so criminal.
[01:33:54.074 --> 01:33:55.755]  Land of the free, home of the cowards, yeah.
[01:33:56.055 --> 01:33:57.495]  Land of the cowards, home of the slaves.
[01:33:58.459 --> 01:33:59.700]  Until we stand up and say no.
[01:34:00.081 --> 01:34:04.364]  This is a big data mining, giant facility to read all your emails and everything without warrants.
[01:34:05.225 --> 01:34:08.688]  And then they admit, NSA people admit, they sit around listening to you having phone sex with your wife.
[01:34:09.189 --> 01:34:12.192]  Or they dial in using the phone, even when it's on the receiver.
[01:34:12.392 --> 01:34:16.876]  They dial in and listen to you having sex, listen to you on the toilet, and they just sit around laughing all day.
[01:34:16.896 --> 01:34:17.737]  It's a bunch of criminals.
[01:34:18.916 --> 01:34:21.037]  Who then lie all these years saying they're not listening to you.
[01:34:21.297 --> 01:34:23.618]  And they're there to make sure America falls to the bankers.
[01:34:23.998 --> 01:34:34.962]  And they've had the cyber security run by the Air Force and the NSA say their job is to attack blogs and websites and go after bloggers that disagree with them and quote, kill American citizens if need be.
[01:34:35.302 --> 01:34:37.903]  One of their colonels is on record saying they're going to start killing us.
[01:34:38.996 --> 01:34:41.218]  So everybody needs to know where these criminals are at.
[01:34:41.598 --> 01:34:43.459]  And they will send the NSA out if you put this up.
[01:34:43.719 --> 01:34:50.424]  The panoptagon economy, the NSA's new data mining facility, is one component of a growing local surveillance industry.
[01:34:50.764 --> 01:34:52.646]  We should all go have a protest out there.
[01:34:53.763 --> 01:34:56.624]  And just sit there with these criminals and force the issue.
[01:34:57.364 --> 01:35:01.465]  Here they are illegally spying on us, engaging in all their crimes.
[01:35:01.725 --> 01:35:03.545]  I was down in San Antonio at gunpoint once.
[01:35:03.825 --> 01:35:06.706]  We were filming Delta Force at Fort Sam Houston.
[01:35:06.726 --> 01:35:07.826]  They just done a big drill there.
[01:35:08.626 --> 01:35:10.047]  They tried to rob the police chief.
[01:35:10.107 --> 01:35:10.827]  I went and interviewed him.
[01:35:10.847 --> 01:35:11.587]  They're total criminals.
[01:35:12.567 --> 01:35:16.668]  And MPs come up and put a gun to our chest, but we were on base.
[01:35:17.008 --> 01:35:18.248]  This won't be on base.
[01:35:18.608 --> 01:35:20.869]  You're a precious little crime center down there.
[01:35:22.628 --> 01:35:25.409]  Surrounded by barbed wire fencing on both sides.
[01:35:25.449 --> 01:35:26.169]  Don't get in or out.
[01:35:26.729 --> 01:35:33.572]  The anonymous yet massive building on West Military Drive near San Antonio's Loop 410 freeway looms mysteriously with no identifying signs of any kind.
[01:35:33.592 --> 01:35:34.392]  Surveillance is tight.
[01:35:35.893 --> 01:35:39.114]  The security cameras surround the under construction building.
[01:35:41.417 --> 01:35:51.291]  Readers are advised not to take photos unless you care to be detained for at least 45 minutes, interrogated by the National Security Agency and, as this reporter was, yeah, offshore criminals.
[01:35:52.292 --> 01:35:55.156]  In fact, go to the actual article, the Panopticon, let's put it up on screen.
[01:35:55.176 --> 01:35:57.880]  In fact, just Google that building, we'll give everybody a shot of that.
[01:35:59.977 --> 01:36:00.717]  And it's ridiculous.
[01:36:00.937 --> 01:36:01.798]  They know Google.
[01:36:01.818 --> 01:36:02.798]  They know satellites.
[01:36:02.818 --> 01:36:04.600]  They know anybody can get photos that are hidden.
[01:36:04.960 --> 01:36:06.461]  It's about letting you know.
[01:36:06.741 --> 01:36:10.223]  Like the Washington Post reported, they've got a DARPA facility in D.C.
[01:36:10.483 --> 01:36:14.346]  Anybody out taking photos of their kids or dogs, you know, people got cameras.
[01:36:14.406 --> 01:36:18.668]  Oh, taking a picture of their buddy there at the bus stop.
[01:36:18.928 --> 01:36:20.769]  Cops run up, grab you, drag you off.
[01:36:21.050 --> 01:36:23.211]  It's about letting you know you're a slave.
[01:36:23.611 --> 01:36:26.073]  Letting you know you don't take photos in America.
[01:36:26.253 --> 01:36:27.514]  But they put up cameras.
[01:36:28.234 --> 01:36:38.181]  This facility also runs the face-scanning cameras on street corners, the heat resonance that know your heat signature, the cameras that scanner your license plates without warrants.
[01:36:38.201 --> 01:36:44.905]  They're also building a level 4 bio-weapons lab to create weapons to kill us down in San Antonio and to release into the vaccines.
[01:36:46.626 --> 01:36:49.708]  And they got a bunch of do-gooders, shaved-head morons working there.
[01:36:49.728 --> 01:36:51.389]  I have no idea how criminal this government is.
[01:36:51.990 --> 01:36:52.410]  There it is.
[01:36:52.750 --> 01:36:53.991]  The Panoptagon economy.
[01:36:54.451 --> 01:36:55.352]  San Antonio Current.
[01:36:55.592 --> 01:36:56.633]  They've done reports on us.
[01:36:57.931 --> 01:36:58.612]  Yeah, that's it.
[01:36:58.652 --> 01:37:00.313]  When I get some time, I'm going down there.
[01:37:02.694 --> 01:37:04.476]  NSA's going, oh look, he says he's coming down there.
[01:37:04.496 --> 01:37:06.897]  That means we can get NSA extra funding on him to run ops.
[01:37:07.198 --> 01:37:08.819]  Hey, I don't care what you criminals do to me.
[01:37:09.199 --> 01:37:09.779]  I'm good.
[01:37:10.180 --> 01:37:10.800]  I'm decent.
[01:37:11.120 --> 01:37:13.662]  I'm not drug dealing child kidnappers like you.
[01:37:14.242 --> 01:37:18.545]  It's come out in congressional hearings that you run giant child kidnapping rings and help cover it up.
[01:37:18.785 --> 01:37:24.329]  The NSA is there to supply little kids for Arabs and foreigners to rape them and blow their heads off with 45s.
[01:37:26.308 --> 01:37:29.489]  Has been reported in the Italian news with the snuff films our government produces.
[01:37:29.890 --> 01:37:30.690]  That's what you are!
[01:37:30.930 --> 01:37:35.032]  A bunch of murdering criminals here to destroy America!
[01:37:35.252 --> 01:37:42.515]  You work for the illegitimate Federal Reserve that's announced it's above the law that's preparing to shoot the American people up with more cancer viruses.
[01:37:42.675 --> 01:37:48.698]  And you idiots will go shoot your families up with the cancer viruses and love the fact they flop around and die later because you're cowards!
[01:37:49.298 --> 01:37:54.182]  You're all good patriots, real conservative, all this gun-grabbing going on.
[01:37:54.362 --> 01:37:57.084]  You're a bunch of felons with Admiral Poindexter!
[01:37:57.104 --> 01:37:59.846]  I just can't handle it.
[01:38:00.647 --> 01:38:12.996]  In America, red, white, and blue, you go down in a major giant FEMA camp complex, that's really what it is, with a bunch of goons setting up their big data spying, data mining, criminal operation, and they come out
[01:38:14.178 --> 01:38:16.559]  Like you couldn't drive by with cars and video cameras all day.
[01:38:16.739 --> 01:38:18.080]  Like people don't know where it is.
[01:38:18.300 --> 01:38:19.640]  Like it hadn't been on the news.
[01:38:19.881 --> 01:38:21.761]  Like real terrorists exist!
[01:38:22.282 --> 01:38:24.643]  The NSA had all the intercepts on 9-11.
[01:38:24.803 --> 01:38:26.644]  Your bosses staged the attacks!
[01:38:27.064 --> 01:38:28.584]  Don't use the stinking terrorists!
[01:38:28.604 --> 01:38:34.627]  See, you used to stage your stinking terror attacks in third world countries to go in and, eh, we're just overthrowing these dumb brown people.
[01:38:34.807 --> 01:38:35.688]  Heh heh heh heh!
[01:38:35.888 --> 01:38:37.168]  But now you're doing it here, aren't you?
[01:38:37.208 --> 01:38:37.909]  To the Republic.
[01:38:39.429 --> 01:38:40.430]  I mean, where does it end?
[01:38:41.290 --> 01:38:42.811]  Did you find the Washington Post article?
[01:38:44.347 --> 01:38:45.448]  Punch that up on screen for folks.
[01:38:45.488 --> 01:38:46.929]  Show them the facility.
[01:38:48.170 --> 01:38:50.511]  All you got to Google is... It was all over the news last week.
[01:38:50.551 --> 01:38:51.172]  I didn't cover it.
[01:38:51.192 --> 01:38:51.572]  I should have.
[01:38:51.592 --> 01:38:52.372]  I want to get the guy on it.
[01:38:52.412 --> 01:38:52.773]  Happened to.
[01:38:53.033 --> 01:38:53.873]  I told the producers.
[01:38:56.360 --> 01:39:00.621]  Takes a photo of this big giant apartment building complex in D.C.
[01:39:00.641 --> 01:39:01.662]  and they run out and grab him.
[01:39:02.442 --> 01:39:03.522]  And he's suing them, by the way, now.
[01:39:03.542 --> 01:39:05.463]  And it turns out there's no law.
[01:39:05.923 --> 01:39:07.904]  It's just made up national security.
[01:39:08.544 --> 01:39:10.825]  They'd love to grab you and rip your teeth out with pliers.
[01:39:10.845 --> 01:39:11.525]  That's what they are.
[01:39:11.745 --> 01:39:15.546]  The pedophile criminal murderers join the government so they can do this.
[01:39:15.586 --> 01:39:16.386]  They hate you.
[01:39:16.687 --> 01:39:17.847]  It has nothing to do with security.
[01:39:18.027 --> 01:39:24.109]  It's about letting you know you're nobody but somebody to work for them until you're 50 and then die of cancer they injected you with.
[01:39:25.994 --> 01:39:28.797]  It's like, man detained for taking a photo of a building.
[01:39:30.498 --> 01:39:31.259]  Washington Post.
[01:39:32.580 --> 01:39:34.141]  That was last week, I see it every day.
[01:39:34.781 --> 01:39:37.744]  And I've had it happen to me in England, they've been putting their terror databases.
[01:39:37.944 --> 01:39:42.067]  Because they are terrorist criminals, robbing and stealing everything.
[01:39:44.189 --> 01:39:45.510]  Coming up, I'm going to finish the clip.
[01:39:45.530 --> 01:39:51.996]  They're about to pass bills to regulate and tax and do home inspections and tax all carbon.
[01:39:53.737 --> 01:39:54.618]  It's been all over the news.
[01:39:58.234 --> 01:39:59.276]  It's Washington Post.
[01:40:00.419 --> 01:40:01.080]  Man detained.
[01:40:02.944 --> 01:40:03.826]  Oh, now I'm going crazy.
[01:40:03.846 --> 01:40:05.069]  Let me think of the exact headline.
[01:40:06.552 --> 01:40:07.434]  Exact headline.
[01:40:13.955 --> 01:40:17.356]  It is now illegal to take photos of buildings in D.C.
[01:40:17.576 --> 01:40:18.356]  But there's no law!
[01:40:18.556 --> 01:40:19.596]  But they have weapons!
[01:40:20.037 --> 01:40:24.517]  And it's their country and they're going to ship the coke and heroin in and your kids are going to use it and go to their own prisons.
[01:40:24.698 --> 01:40:26.658]  And they're going to make your kids take Ritalin and Prozac.
[01:40:26.838 --> 01:40:28.598]  And they're going to take your guns and they're going to hurt you.
[01:40:28.638 --> 01:40:34.039]  And they've got a lot of stupid goons who like to push people around and aren't real warriors that like to pick on innocent people.
[01:40:34.239 --> 01:40:36.540]  And they enjoy just destroying the Republic.
[01:40:36.580 --> 01:40:38.400]  Just fill... Yes, there it is.
[01:40:38.420 --> 01:40:38.700]  There it is.
[01:40:38.760 --> 01:40:39.321]  Washington Post.
[01:40:39.641 --> 01:40:41.241]  Secret buildings you may not photograph.
[01:40:42.657 --> 01:40:44.278]  There's the Washington Post right there.
[01:40:44.998 --> 01:40:46.759]  Secret buildings you may not photograph.
[01:40:48.040 --> 01:40:48.500]  DARPA.
[01:40:50.781 --> 01:41:02.408]  I am sick of you criminal filth trying to domesticate us and intimidate us and set the precedent that we're your slaves so your offshore banker masters can suck us dry!
[01:41:02.808 --> 01:41:04.329]  Stop being traitors!
[01:41:04.669 --> 01:41:06.570]  Stop destroying the United States!
[01:41:06.930 --> 01:41:08.571]  Stop claiming you're patriots!
[01:41:15.768 --> 01:41:23.657]  I just see stuff like this and it makes me mad and I'm already wound up over the Federal Reserve dictatorship and saying Congress has no authority over the coining and issuance of currency and money.
[01:41:26.508 --> 01:41:29.769]  I go to events and they have the Army watching us, and it's now in the news.
[01:41:30.009 --> 01:41:33.430]  The Army follows us around when we go protest the Federal Reserve in Ron Paul.
[01:41:33.730 --> 01:41:34.771]  You're criminals!
[01:41:35.111 --> 01:41:36.111]  You're in the wrong!
[01:41:36.391 --> 01:41:37.251]  You're bad!
[01:41:37.512 --> 01:41:38.032]  Got it?
[01:41:38.472 --> 01:41:39.452]  Get it through your head!
[01:41:39.472 --> 01:41:47.095]  But see, they hire these little nobody scumbags, and people used to torturing people and spying on people in Iraq, and they're bringing them all back here to do it to us.
[01:41:47.415 --> 01:41:48.215]  You are trash.
[01:41:48.255 --> 01:41:48.975]  You are scum.
[01:41:49.155 --> 01:41:50.116]  You're worse than Stalin.
[01:41:50.136 --> 01:41:51.236]  You're as bad as Hitler.
[01:41:51.516 --> 01:41:52.536]  You're as bad as linen.
[01:41:52.717 --> 01:41:53.417]  You're trash.
[01:41:53.437 --> 01:41:53.997]  You're filth.
[01:41:54.197 --> 01:41:55.338]  You're malice crap.
[01:41:55.558 --> 01:41:57.238]  You're pieces of un-American trash.
[01:41:57.478 --> 01:41:59.099]  Get the American flags off your car.
[01:41:59.359 --> 01:42:02.861]  Stop putting Browning stickers, deer-hunting stickers on your car.
[01:42:03.101 --> 01:42:05.322]  Swaggin' around, you're an American-er.
[01:42:05.542 --> 01:42:06.702]  I know who you people are.
[01:42:06.882 --> 01:42:09.183]  You're a bunch of trash on power trips!
[01:42:09.764 --> 01:42:12.925]  And I swear we're gonna bring you to justice when we take this country back.
[01:42:13.125 --> 01:42:15.446]  We gotta make sure you all get in trouble for what you've done.
[01:42:15.466 --> 01:42:17.667]  Because you'll just come right back like cancer!
[01:42:22.759 --> 01:42:26.788]  God, they go on ABC News and brag how they listen to you have sex with your wife and sit around laughing.
[01:42:27.009 --> 01:42:29.795]  The NSA guys literally just sit there in their offices masturbating.
[01:42:30.728 --> 01:42:34.831]  I mean, that's just a bunch of scumbags masturbating, is what the NSA is.
[01:42:35.552 --> 01:42:41.417]  And covering up, local cops are about to bust a government child kidnapping ring, NSA comes in to stop.
[01:42:41.957 --> 01:42:46.481]  Somebody catches government shipping drugs in, NSA finds out, comes in and blocks the investigation.
[01:42:46.722 --> 01:42:48.643]  It's all to make sure their crimes continue.
[01:42:48.883 --> 01:42:55.369]  And spying on Congress illegally, and running all their scams, and MI6 and MI5, spies on the British Parliament.
[01:42:55.729 --> 01:42:57.270]  You're criminals, we're gonna get you.
[01:42:57.571 --> 01:42:57.971]  You're criminals!
[01:42:59.312 --> 01:43:04.275]  And a lot of you are just compartmentalizing, just grab the data and pass it up to the sicko eggheads above you.
[01:43:06.256 --> 01:43:08.398]  Okay, now I'm getting mad.
[01:43:08.418 --> 01:43:14.741]  Go ahead and finish the clip where this bastard creature in Arkansas is saying it's the law, we're going to forcibly inject you.
[01:43:14.781 --> 01:43:15.202]  Here it is.
[01:43:15.782 --> 01:43:18.724]  Oh, I can refuse a vaccination whenever I want.
[01:43:18.984 --> 01:43:22.606]  I mean, Sam, are you going into college or is this why you're asking?
[01:43:23.166 --> 01:43:27.209]  No, I'm concerned about mandatory vaccinations for this point.
[01:43:29.437 --> 01:43:31.898]  Well, there is no mandatory vaccination for the swine flu.
[01:43:31.978 --> 01:43:35.260]  Well, if you read the CDC, you'd read that differently, I'm afraid.
[01:43:36.281 --> 01:43:38.822]  Well, I'm not saying there couldn't be in the future, but... Well, exactly.
[01:43:38.842 --> 01:43:39.462]  That's my point.
[01:43:39.723 --> 01:43:44.645]  There's certainly nothing... Well, it's... And that's very... I mean, that's constitutional.
[01:43:44.685 --> 01:43:45.506]  There's no doubt about it.
[01:43:45.886 --> 01:43:51.129]  Well, there are a lot of things that are constitutional that are being undone right now, so that is why I'm questioning it.
[01:43:51.149 --> 01:43:57.012]  I mean, this is a law that goes back, you know, a hundred years, maybe more.
[01:43:58.629 --> 01:44:02.791]  Yeah, there were laws to take black babies and put them in buckets of water.
[01:44:03.692 --> 01:44:04.933]  Saying they weren't human and kill them.
[01:44:04.953 --> 01:44:05.533]  Is that good?
[01:44:07.515 --> 01:44:08.695]  Sick all you cowards.
[01:44:09.236 --> 01:44:10.296]  You know this is tyranny.
[01:44:10.677 --> 01:44:13.859]  But you're going to roll over and go along with it until this country turns into a total cesspit.
[01:44:14.119 --> 01:44:14.960]  Because that's what you like.
[01:44:15.560 --> 01:44:19.342]  Because they're not artists, they're not creators, they're not business owners, they're parasites.
[01:44:19.723 --> 01:44:22.224]  It's a world run of scum like you.
[01:44:23.145 --> 01:44:23.966]  Keep playing the filth.
[01:44:28.246 --> 01:44:30.388]  They've gone to the Supreme Court.
[01:44:30.988 --> 01:44:31.929]  There's no doubt about it.
[01:44:32.289 --> 01:44:35.291]  That you're saying their vaccinations can be made mandatory?
[01:44:35.871 --> 01:44:36.372]  Absolutely.
[01:44:37.152 --> 01:44:37.533]  Absolutely.
[01:44:37.553 --> 01:44:38.473]  Let me stop right there.
[01:44:38.533 --> 01:44:42.436]  See, we have the dummy public thinking I make it up when I give you the executive order.
[01:44:42.636 --> 01:44:53.784]  Let me give you the executive order for forced quarantine inoculations, and for five years they've been secretly hiring tens of thousands of preachers to tell their flocks to go to FEMA camps, take forced injections, and turn the guns in.
[01:44:53.844 --> 01:44:54.504]  It's of God.
[01:44:54.825 --> 01:44:56.466]  That means they're getting ready to try it.
[01:44:57.551 --> 01:44:58.314]  What'd you guys just say?
[01:45:00.622 --> 01:45:01.024]  Oh, thank you.
[01:45:01.044 --> 01:45:02.188]  They're popping my ear up at the network.
[01:45:04.025 --> 01:45:06.906]  DHS sets guidelines for possible swine flu.
[01:45:06.946 --> 01:45:07.806]  CBS News.
[01:45:08.126 --> 01:45:08.746]  Quarantines.
[01:45:09.246 --> 01:45:10.206]  Forced inoculations.
[01:45:10.606 --> 01:45:11.326]  Executive Order 13-375.
[01:45:11.346 --> 01:45:11.846]  13-375!
[01:45:11.926 --> 01:45:16.827]  Here, I'll circle it.
[01:45:17.127 --> 01:45:17.827]  Right there for you.
[01:45:18.027 --> 01:45:19.088]  Zoom in on that for them.
[01:45:19.228 --> 01:45:24.629]  They're out there in denial, sucking their thumbs and drinking sodium death fluoride because they love being euthanized.
[01:45:25.169 --> 01:45:27.089]  Why shouldn't the elite steal everything and just take over?
[01:45:27.109 --> 01:45:28.409]  You love drinking their poison water.
[01:45:28.709 --> 01:45:29.770]  Hell, it's a big joke.
[01:45:30.150 --> 01:45:31.150]  I bet the guys at the NSA
[01:45:32.330 --> 01:45:33.591]  Drink extra fluoride water!
[01:45:33.751 --> 01:45:35.012]  I bet they give it to their babies!
[01:45:35.712 --> 01:45:40.435]  Because it's all about being slaves and being stupid and being conned and being gamed and being run over.
[01:45:40.616 --> 01:45:44.478]  Finish the clip.
[01:45:45.859 --> 01:45:57.166]  I'm looking into the vaccination refusal forms and I'm trying to find out what the... I talked to a lawyer and it seems that
[01:45:58.337 --> 01:46:00.118]  That is an application for a weapon.
[01:46:00.138 --> 01:46:01.239]  You guys just started the clip over.
[01:46:01.259 --> 01:46:01.719]  Forget it.
[01:46:02.299 --> 01:46:02.719]  Forget it.
[01:46:02.759 --> 01:46:04.980]  The whole clip's up on InfoWars.com.
[01:46:05.601 --> 01:46:10.163]  Just stop being in denial about what... And then the company that's made the vaccine is Baxter.
[01:46:10.423 --> 01:46:13.385]  Caught putting weaponized bird flu in the vaccines.
[01:46:13.565 --> 01:46:14.485]  Bloomberg News.
[01:46:14.765 --> 01:46:15.626]  But you don't care.
[01:46:16.286 --> 01:46:42.137]  And people will take it, and they'll die, and you'll stick your kids to the ground, and you'll go, proud to be an American, where at least I know I'm thumb scanned, and everything gets listened to, and the police wear black uniforms, and I get home inspections for my carbon tax, and I gladly turn my guns in, cause I'm proud to be a slave of the bankers!
[01:46:42.497 --> 01:46:44.798]  God bless the slaves!
[01:46:45.698 --> 01:46:46.619]  And the masters!
[01:46:49.080 --> 01:46:52.922]  The idiot type redneck people, they've got to serve the new order kind of as the enforcer.
[01:46:54.383 --> 01:46:55.703]  It's like gorillas, like policy.
[01:46:56.444 --> 01:47:01.406]  I mean, you know, I'm kind of ashamed I'm a little bit related to them.
[01:47:01.807 --> 01:47:03.408]  They got a bunch of other scum working for them.
[01:47:03.448 --> 01:47:03.888]  I've seen you.
[01:47:03.908 --> 01:47:04.808]  You're a bunch of trash.
[01:47:05.409 --> 01:47:06.169]  Oh, I hate you.
[01:47:08.030 --> 01:47:10.471]  Liberty folks, I'm really threatened by all this.
[01:47:10.491 --> 01:47:11.452]  I get a little fired up.
[01:47:12.901 --> 01:47:15.262]  But the spirit of liberty is infectious, is it not?
[01:47:15.943 --> 01:47:20.065]  Alright, let's go ahead and take more... take calls from Ted Anderson.
[01:47:20.085 --> 01:47:22.667]  Folks, I can't handle it anymore.
[01:47:22.727 --> 01:47:25.629]  I'm starting to... I'm starting to really have a problem here.
[01:47:26.429 --> 01:47:32.413]  I mean, it's just... I realize what scum the government is, how it's filled with... What's funny, guys?
[01:47:32.433 --> 01:47:35.134]  I just can't handle it anymore.
[01:47:35.715 --> 01:47:37.036]  Alright, let's go to Ted Anderson.
[01:47:37.396 --> 01:47:38.356]  They're in there laughing at me.
[01:47:38.376 --> 01:47:39.057]  This ain't funny.
[01:47:43.628 --> 01:47:45.629]  I just blew my voice out earlier screaming.
[01:47:46.049 --> 01:47:47.430]  People ask why my voice is so deep.
[01:47:48.211 --> 01:47:50.912]  I go out and bullhorn the NSA like I'm going to probably go do.
[01:47:52.113 --> 01:47:56.515]  And there'll be army guys in plainclothes in the Air Force acting like they're friends.
[01:47:56.735 --> 01:47:58.716]  They'll be acting real scared though when you're by.
[01:47:58.736 --> 01:48:01.018]  They'll be going, Hi Alex, I'm here for the protest.
[01:48:01.038 --> 01:48:03.199]  And they actually are scared.
[01:48:03.219 --> 01:48:06.401]  Oh God, it's them Patriot people that wear George Washington shirts.
[01:48:06.441 --> 01:48:08.162]  Oh God, it's so scary.
[01:48:08.182 --> 01:48:08.942]  They might get me.
[01:48:11.301 --> 01:48:14.785]  We're good to go.
[01:48:32.603 --> 01:48:33.764]  You bought it and it was a lot lower.
[01:48:34.004 --> 01:48:35.285]  You're passing those savings on.
[01:48:35.545 --> 01:48:36.626]  People shouldn't listen to me, though.
[01:48:36.646 --> 01:48:43.652]  They should probably just keep their paper money, stay in the stock market, trust the government, don't get into gold and silver that's tripled in value the last few years.
[01:48:43.812 --> 01:48:44.713]  Just don't do it, right, Ted?
[01:48:45.333 --> 01:48:46.794]  Well, you know, here's what I have to say.
[01:48:47.195 --> 01:48:57.663]  If they pass this cap-and-trade bill, and right now it's about a 50-50 shot, that is going to be the death to the United States currency because that is what's needed in order to have a world bank.
[01:48:58.682 --> 01:49:02.323]  Hey, that's what the NSA's there to make sure the raping goes well.
[01:49:02.343 --> 01:49:05.644]  The Pentagon is a knife slitting our throat.
[01:49:05.944 --> 01:49:06.725]  TRAITORS!
[01:49:07.305 --> 01:49:09.265]  Well, that's exactly what I'm trying to say.
[01:49:09.285 --> 01:49:17.548]  The Federal Reserve Act was passed in 1913, Alex, and then the taxes, the federal income taxes passed the same year.
[01:49:17.848 --> 01:49:20.269]  You cannot have a central bank in the world
[01:49:21.451 --> 01:49:24.512]  We're doing what America needs, Ted!
[01:49:24.712 --> 01:49:29.715]  The NSA needs to make sure Northcom stops the people from foreign banks ruling, Ted!
[01:49:31.235 --> 01:49:34.497]  Anyways, that's just the point that I'm trying to come up with, Alex.
[01:49:34.537 --> 01:49:39.499]  I mean, we are sitting... I mean, we lose this one battle today, it's done.
[01:49:39.579 --> 01:49:40.259]  We're screwed.
[01:49:40.299 --> 01:49:41.320]  This nation is...
[01:49:42.097 --> 01:49:42.878]  Is toast.
[01:49:43.578 --> 01:49:44.839]  No, that's what the NSA wants.
[01:49:44.899 --> 01:49:47.741]  Traitorous pieces of trash that openly admit they work for offshore corporations.
[01:49:48.142 --> 01:49:49.563]  Oh, you didn't know you're Thomas Barnett?
[01:49:49.603 --> 01:49:50.944]  It's on C-SPAN and brags about it.
[01:49:51.304 --> 01:49:51.884]  Stay there, chow.
[01:49:51.904 --> 01:49:53.085]  Tell them about the coins when we get back.
[01:49:53.466 --> 01:49:54.606]  You know, we're not done.
[01:49:55.027 --> 01:49:59.330]  It just means that these bastards are going for broke, but I agree, it's really bad.
[01:49:59.670 --> 01:50:05.615]  And then the slaves want to see what it's like going under a socialist grid with Obamanoid Nazis running around in red and black uniforms.
[01:50:06.431 --> 01:50:07.231]  Ted, can you believe it?
[01:50:07.672 --> 01:50:12.194]  NSA spy bases everywhere, FEMA camps, Obama Brigades marching around.
[01:50:12.214 --> 01:50:14.415]  I mean, it's just insane, Ted.
[01:50:14.435 --> 01:50:18.116]  It sounds more like Nazi Germany than it does the United States of America.
[01:50:18.236 --> 01:50:20.878]  Yeah, well their Nazi Germany can just go to hell, Ted.
[01:50:20.938 --> 01:50:22.478]  I mean, I'm just really getting sick of it.
[01:50:22.879 --> 01:50:25.100]  And all you stupid good old boys that work for the system.
[01:50:25.680 --> 01:50:28.201]  Man, what is wrong with you, you cops and the rest of you?
[01:50:28.421 --> 01:50:29.642]  This is classical tyranny.
[01:50:30.586 --> 01:50:34.375]  I know, you're going to sit out and think you're going to be safe because you're born cowards and trash.
[01:50:34.716 --> 01:50:35.418]  Well, not me!
[01:50:35.879 --> 01:50:36.420]  Not me!
[01:50:36.901 --> 01:50:37.543]  Not me!
[01:50:37.563 --> 01:50:40.710]  I won't urinate all over my forebears.
