[00:00:00.908 --> 00:00:10.052]  Prepare yourself for a talk radio experience like no other.
[01:41:48.703 --> 01:41:51.966]  I want people to have an opportunity with deals this good.
[01:41:51.986 --> 01:41:52.406]  800-686-2237.
[01:41:54.408 --> 01:41:56.429]  Like a free newsletter.
[01:41:56.449 --> 01:41:57.871]  800-686-2237.
[01:41:58.371 --> 01:42:01.554]  Ted, closing comment, and then the Bob Chapman closing comment.
[01:42:01.574 --> 01:42:02.875]  I'm going to blitzkrieg through these calls.
[01:42:03.703 --> 01:42:05.223]  Yeah, I can just say real quick.
[01:42:05.283 --> 01:42:07.044]  I mean, the market has just been crazy.
[01:42:07.364 --> 01:42:10.625]  If you're interested in now getting into the precious metals, you should call now.
[01:42:10.665 --> 01:42:13.725]  But mainly, more importantly, educate yourself.
[01:42:14.005 --> 01:42:14.726]  Say, understand.
[01:42:14.746 --> 01:42:19.227]  I mean, this economic system that we're in is heading towards a collapse.
[01:42:19.587 --> 01:42:25.408]  And if you can see the telltale signs and you know what they mean, you can take some precautions.
[01:42:25.488 --> 01:42:27.789]  Well, it's not even telltale now, is it, Bob Chapman?
[01:42:29.089 --> 01:42:29.769]  It's not even what?
[01:42:30.253 --> 01:42:31.354]  It's not even telltale.
[01:42:31.394 --> 01:42:34.516]  I mean, it's a huge brass band right in front of you.
[01:42:34.536 --> 01:42:35.077]  It's so loud.
[01:42:36.758 --> 01:42:37.238]  That's right.
[01:42:37.539 --> 01:42:38.159]  Absolutely.
[01:42:38.900 --> 01:42:48.707]  And, you know, you don't get deals like this in this kind of a market very often in the inventory that Ted has.
[01:42:50.268 --> 01:42:54.091]  You know, whether it was a professional acumen or luck, it doesn't make any difference.
[01:42:54.572 --> 01:42:55.512]  He's got the product.
[01:42:55.572 --> 01:42:56.353]  He's got it cheap.
[01:42:57.413 --> 01:43:01.036]  And, or should I say, inexpensive, and very few others have.
[01:43:27.341 --> 01:43:27.981]  And you too, Ted.
[01:43:28.001 --> 01:43:28.621]  Thanks for the time.
[01:43:29.222 --> 01:43:30.382]  Yeah, thanks for having us.
[01:43:30.482 --> 01:43:30.742]  You bet.
[01:43:30.762 --> 01:43:31.382]  Take care, man.
[01:43:31.782 --> 01:43:32.523]  All right, now listen.
[01:43:32.543 --> 01:43:33.063]  Here's the deal.
[01:43:33.123 --> 01:43:35.483]  I've got, what, like eight phone calls here?
[01:43:36.324 --> 01:43:37.324]  And I want to go to them.
[01:43:38.584 --> 01:43:39.845]  And I'm going to take them.
[01:43:39.865 --> 01:43:41.685]  But have your question, your comment ready.
[01:43:41.705 --> 01:43:43.686]  I'm giving each of you about one minute, OK?
[01:43:43.746 --> 01:43:46.307]  We'll go to Pam, Tom, Ollie, Scott, Russ, Steve, and one other.
[01:43:46.887 --> 01:43:48.947]  Let's go ahead and go to Pam in Canada.
[01:43:48.967 --> 01:43:49.527]  You're on the air.
[01:43:49.567 --> 01:43:50.108]  Thanks for holding.
[01:43:51.828 --> 01:43:52.108]  Uh-oh.
[01:43:52.928 --> 01:43:53.449]  Come on, Pam.
[01:43:53.469 --> 01:43:54.029]  You're on the air.
[01:43:54.109 --> 01:43:54.409]  Welcome.
[01:43:56.854 --> 01:43:57.754]  Okay, there she goes.
[01:43:59.075 --> 01:43:59.895]  I don't know what's going on.
[01:43:59.915 --> 01:44:01.016]  I guess people sit there for 30 minutes.
[01:44:01.036 --> 01:44:01.676]  They're kind of out of it.
[01:44:02.056 --> 01:44:04.637]  Tom in Pennsylvania, you're on the air.
[01:44:04.677 --> 01:44:05.017]  Welcome.
[01:44:05.798 --> 01:44:06.698]  Alex, what is going on?
[01:44:07.138 --> 01:44:08.239]  Worldwide transmission, sir.
[01:44:08.259 --> 01:44:08.579]  Go ahead.
[01:44:09.259 --> 01:44:13.861]  Hey, did you say on your show the other day that you're going to launch a website where you're proving things like point by point?
[01:44:15.082 --> 01:44:16.362]  I think that's what I heard you say.
[01:44:16.602 --> 01:44:17.263]  Did I hear right?
[01:44:17.963 --> 01:44:19.484]  I'm not quite sure what you're saying, sir.
[01:44:22.385 --> 01:44:22.505]  What?
[01:44:23.129 --> 01:44:23.750]  Expand it.
[01:44:23.950 --> 01:44:25.151]  Expand what you're saying.
[01:44:25.451 --> 01:44:27.433]  Explain to me specifically what you're asking.
[01:44:28.314 --> 01:44:29.155]  No, I'm asking you.
[01:44:29.195 --> 01:44:40.385]  I mean, I thought I heard you say on your show the other day that you're going to launch a website where you're proving things point by point, like you're going to give the background information on each subject and then prove things point by point.
[01:44:40.405 --> 01:44:41.086]  Did you say that?
[01:44:41.707 --> 01:44:41.927]  No.
[01:44:42.908 --> 01:44:43.288]  You didn't?
[01:44:44.029 --> 01:44:44.169]  No.
[01:44:46.401 --> 01:44:48.322]  But we have done that.
[01:44:48.342 --> 01:44:49.882]  I mean, we do that all the time.
[01:44:49.902 --> 01:44:57.224]  We write articles all the time, and every comment we make, every statement we make, is backed up by links to legislation, government documents, you name it.
[01:44:57.564 --> 01:45:06.547]  My film, Endgame, whatistheendgame.com, endgamethemovie.com, we'll take you to the URL, has a complete bibliography of every second of the film as you go through it.
[01:45:08.167 --> 01:45:09.927]  So it's all right there for you.
[01:45:10.848 --> 01:45:11.808]  The film, Terror Storm,
[01:45:12.418 --> 01:45:13.259]  Uh, has one of those.
[01:45:13.559 --> 01:45:14.820]  So does my Phil Marshall law.
[01:45:15.120 --> 01:45:17.022]  So everything we talk about is documented.
[01:45:17.062 --> 01:45:34.797]  I mean, if I sit there and I read an article about Coast Guards can't start a rescue until they fill out a health and safety assessment, after first filling out the data timeline, the lead rescuer must outline the reason for the journey, detail any risks the team may encounter during the rescue, including both current and forecast weather conditions.
[01:45:35.297 --> 01:45:39.941]  And it goes on to say that when the Coast Guard was first shown this, they thought it was a joke.
[01:45:40.001 --> 01:45:40.462]  They say, uh,
[01:45:41.138 --> 01:45:42.979]  But they didn't believe it when they first saw it.
[01:45:43.360 --> 01:45:44.660]  I'm trying to find that quote here.
[01:45:44.901 --> 01:45:46.181]  I mean, that's out of the mail online.
[01:45:46.201 --> 01:45:46.842]  We have a link to it.
[01:45:47.823 --> 01:45:48.623]  Very strange call.
[01:45:48.663 --> 01:45:49.644]  Another very strange call.
[01:45:50.304 --> 01:45:51.665]  Ollie in Canada.
[01:45:51.745 --> 01:45:52.426]  You're on the air.
[01:45:52.466 --> 01:45:52.866]  Go ahead.
[01:45:54.027 --> 01:45:54.727]  Hello, Alex.
[01:45:54.847 --> 01:45:56.008]  I'm glad to be on the show.
[01:45:56.228 --> 01:46:03.213]  And I just wanted... I have a lot of questions to ask you, but if you're going to give me one minute, I'm just going to ask one question.
[01:46:04.225 --> 01:46:12.953]  Alex, you said at the beginning of the show that this show is very expanding on people, are becoming really, really, really aware.
[01:46:13.613 --> 01:46:28.426]  Now, my question is that once it reaches the boiling point, which I'm pretty sure the so-called predators have already anticipated, what will they, in your opinion, be on their shoes
[01:46:29.065 --> 01:46:36.986]  What will they do to consolidate or maintain their noose or jaw on the prey?
[01:46:37.447 --> 01:46:38.147]  What will they do?
[01:46:38.827 --> 01:46:40.267]  So, just answer me that.
[01:46:41.407 --> 01:46:41.867]  Okay.
[01:46:42.927 --> 01:46:44.128]  Very important question.
[01:46:44.208 --> 01:46:47.508]  My job is to point out the corruption, the evil that's going on.
[01:46:47.528 --> 01:46:48.448]  That's a full-time job.
[01:46:48.969 --> 01:46:55.970]  And then I do have solutions, like fight for the Second Amendment, fight for national sovereignty, abolish the Federal Reserve, kick the bankers out, or they'll take over, which they've now done.
[01:46:56.810 --> 01:46:57.050]  Fully.
[01:46:57.920 --> 01:46:59.301]  Gibbonage will take it a million miles.
[01:47:00.502 --> 01:47:11.489]  The criminals running government will stage terror attacks every time people rebel, to then blame it on the people and say, oh look, you're a terrorist, or the provocateur terrorist, to have a pretext, an excuse to attack the public.
[01:47:12.430 --> 01:47:16.153]  They will always stage new crises, outside threats to unify the public around them.
[01:47:16.373 --> 01:47:17.634]  But that's not going to work forever.
[01:47:18.574 --> 01:47:23.958]  But overall, they would stage terror to begin with to get through Agenda 3, so it's better that we be awake and know what we're going into.
[01:47:24.628 --> 01:47:25.929]  Let's continue with your phone calls.
[01:47:26.150 --> 01:47:28.192]  Let's talk to Scott in Seattle.
[01:47:28.212 --> 01:47:28.792]  You're on the air.
[01:47:28.832 --> 01:47:29.152]  Welcome.
[01:47:29.873 --> 01:47:31.775]  Yes, thank you for taking my call.
[01:47:31.995 --> 01:47:35.138]  I was kind of interested in your take on this.
[01:47:35.198 --> 01:47:42.505]  I'm wondering who their golden boy or girl is going to be to introduce this National Service Act into
[01:47:43.146 --> 01:47:46.028]  Congress now that Carolyn Kennedy has stepped down.
[01:47:46.268 --> 01:47:46.789]  Yeah, that's right.
[01:47:46.829 --> 01:47:51.852]  For those that don't know, how are they going to roll out what Obama has officially said he'll do as Chief of Staff Rahm Emanuel?
[01:47:52.733 --> 01:47:58.156]  18 to 24, first compulsory domestic military service is a new separate arm under him.
[01:47:58.457 --> 01:48:09.144]  Then they're also going to have big public volunteer groups that do PR, like soup kitchens and things, which sound great as the front for having them as tattletale squads, environmental land grabbing squads.
[01:48:09.502 --> 01:48:18.387]  Well, you know, it's kind of curious, because I don't think most people are aware, but Carolyn Kennedy sat on the committee for the National Service Act, along with his former foreign policy advisor, Samantha Power.
[01:48:35.325 --> 01:48:40.455]  So I just thought that it was kind of curious that they would tap her to replace Hillary's seat.
[01:48:41.072 --> 01:48:46.657]  Well, now they've got a more conservative pro-gun lady, a Republican, that they're tabbing as the governor can appoint whoever they want.
[01:48:46.677 --> 01:48:59.307]  That's a big controversy, but Carolyn Kennedy had so much baggage not paying taxes and things that she had to step down, like Bill Richardson with weird lobbying deals, and Blagojevich, who came up under Rahm Emanuel.
[01:48:59.647 --> 01:49:06.252]  Rahm Emanuel handled Obama and Blagojevich, and I mean, just look at it, and then Gessner not paying taxes.
[01:49:06.292 --> 01:49:07.433]  I mean, look at these people.
[01:49:08.174 --> 01:49:09.735]  I mean, they are just a pack of weasels.
[01:49:09.775 --> 01:49:10.676]  Thank you, great call.
[01:49:11.367 --> 01:49:11.887]  Great point.
[01:49:11.907 --> 01:49:12.767]  That's what we like here.
[01:49:12.907 --> 01:49:14.068]  Russ in California.
[01:49:14.388 --> 01:49:15.008]  You're on the air.
[01:49:15.048 --> 01:49:16.088]  Go ahead, Russ.
[01:49:16.728 --> 01:49:17.368]  Yes, sir.
[01:49:17.528 --> 01:49:20.129]  Alex, thank you for having me speak on your show.
[01:49:20.169 --> 01:49:20.449]  You bet.
[01:49:20.689 --> 01:49:22.369]  You are the tip of the spear.
[01:49:22.429 --> 01:49:23.729]  You are the commander.
[01:49:23.869 --> 01:49:26.410]  And you keep going the direction you're going.
[01:49:26.990 --> 01:49:36.232]  I'd like to see sometime on your show, in your new studio, you bring together Ron Paul, Dennis Kucinich, Webster Tarpley.
[01:49:36.252 --> 01:49:38.412]  These gentlemen are so close together.
[01:49:38.948 --> 01:49:39.709]  I'm pretty excited here.
[01:49:53.974 --> 01:50:04.063]  Willie Nelson, Dixie Chicks, as many of you are rolling over the Rush Limbaugh's of the world and we are grabbing a hold of people from the right and left every day.
[01:50:04.143 --> 01:50:08.167]  You keep going forward, get another concert, get another big thing.
[01:50:08.568 --> 01:50:10.690]  Everybody will be... Hollywood is behind you.
[01:50:11.330 --> 01:50:12.611]  Everybody is behind you, Alex.
[01:50:12.751 --> 01:50:13.272]  Go to it.
[01:50:13.572 --> 01:50:15.074]  No, I appreciate you, my friend.
[01:50:15.314 --> 01:50:17.436]  The left-right paradigm is being shattered and
[01:50:18.012 --> 01:50:19.092]  You know, this isn't just Alex Jones.
[01:50:19.153 --> 01:50:21.093]  It's all of us doing things that are going to wake folks up.
[01:50:21.133 --> 01:50:26.776]  One big thing you can do is tell your friends and family, neighbors about the show, whether it's AM, FM, shortwave internet, satellite, that you listen.
[01:50:27.296 --> 01:50:28.337]  Tell them how they can listen.
[01:50:28.357 --> 01:50:31.698]  That's how we can do the free podcast every day at InfoWars.com.
[01:50:31.718 --> 01:50:33.219]  Listen to how you want, where you want, when you want.
[01:50:33.239 --> 01:50:35.420]  We're on Flycast and a bunch of other systems.
[01:50:35.460 --> 01:50:39.662]  You can listen on your iPhone or Blackberry or your cell phone.
[01:50:40.182 --> 01:50:41.403]  So, yes, it is exponential.
[01:50:41.423 --> 01:50:44.864]  That's why they're trying to shut down the web with net neutrality and taxation.
[01:50:44.904 --> 01:50:46.165]  That's all coming in right now.
[01:50:46.618 --> 01:50:49.539]  Because the establishment can't fight us on a level playing field.
[01:50:49.559 --> 01:50:56.121]  That's why YouTube's erasing 9-11 Truth videos left and right, including some of ours that have millions of views on YouTube.
[01:50:56.581 --> 01:50:57.702]  People say, well then leave YouTube.
[01:50:57.782 --> 01:50:58.962]  No, that's where the crowd is.
[01:50:59.002 --> 01:51:00.222]  That's where we get viral videos.
[01:51:00.442 --> 01:51:02.683]  That's one of the places we spread the word more effectively.
[01:51:02.923 --> 01:51:07.125]  So we will infest YouTube more and redouble our efforts and fight their censorship.
[01:51:07.445 --> 01:51:08.065]  That's what we'll do.
[01:51:09.781 --> 01:51:17.905]  I do want to tell all the other callers, sorry we don't have time to get to Steve and Bill and everybody else that they're patiently holding, but I'll be back tomorrow live on the radio.
[01:51:18.425 --> 01:51:22.327]  Of course, if you don't have an AM or FM in your area, you can always listen at InfoWars.com.
[01:51:22.367 --> 01:51:24.168]  If you do have an AM or FM, spread the word.
[01:51:24.708 --> 01:51:26.829]  And we'll be back, of course, next weekend, 4 to 6 p.m.
[01:51:26.849 --> 01:51:29.030]  with this abbreviated Sunday transmission.
[01:51:29.050 --> 01:51:32.872]  I want to thank all the sponsors, affiliates, the great guys running the show, and a lot more.
[01:51:33.152 --> 01:51:34.553]  Look, the globalists are criminal.
[01:51:34.793 --> 01:51:37.634]  They can't operate and get away with this if we expose them.
[01:51:38.198 --> 01:51:39.280]  It's so brazen.
[01:51:39.480 --> 01:51:41.082]  So get out there and spread the word.
[01:51:41.402 --> 01:51:43.525]  Get out there and join the InfoWars today.
[01:51:43.745 --> 01:51:46.048]  That's why the website's InfoWars.com.
[01:51:46.329 --> 01:51:47.230]  Vaya con Dios!
[01:51:47.270 --> 01:51:47.831]  Have a great week.
[01:51:48.721 --> 01:51:49.622]  Hi, this is Ted Anderson.
[01:51:49.642 --> 01:51:51.462]  Did you miss your favorite shows on GCN today?
[01:51:51.803 --> 01:51:59.366]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:51:59.806 --> 01:52:05.489]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:52:05.829 --> 01:52:06.690]  It's simple to use.
[01:52:06.970 --> 01:52:11.112]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:52:11.672 --> 01:52:12.533]  Don't get discouraged.
[01:52:12.633 --> 01:52:13.873]  Get On Demand, free!
[01:52:14.334 --> 01:52:17.175]  Thanks again to the listeners at GCNlive.com.
[01:52:18.092 --> 01:52:19.593]  Wondering about your retirement portfolio?
[01:52:19.713 --> 01:52:23.996]  Is your financial advisor experienced enough to combat rising interest rates, taxes, and inflation?
[01:52:24.236 --> 01:52:28.319]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:52:28.359 --> 01:52:32.542]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[01:52:32.722 --> 01:52:35.203]  Get the cold, hard facts and a proven investment strategy.
[01:52:35.324 --> 01:52:39.346]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to theinternationalforecaster.com.
[01:52:39.366 --> 01:52:39.666]  That's 877-479-8178.
[01:52:39.686 --> 01:52:39.726]  877-479-8178.
[01:52:48.232 --> 01:52:48.452]  No.
[01:52:48.772 --> 01:52:49.313]  You worry.
[01:52:49.673 --> 01:52:51.393]  You see the signs and worry about the future.
[01:52:51.754 --> 01:52:53.974]  You worry about economic turmoil and food shortages.
[01:52:54.395 --> 01:52:56.195]  How to be prepared while preserving your sanity?
[01:52:56.515 --> 01:52:57.716]  Your answer may be at hand.
[01:52:58.116 --> 01:53:01.317]  Author Linda Runyon lived off the land, isolated from civilization.
[01:53:01.718 --> 01:53:06.579]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:53:06.960 --> 01:53:10.261]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:53:10.919 --> 01:53:12.261]  The cost of learning is minimal.
[01:53:12.601 --> 01:53:15.204]  Wild food grows everywhere and you will see it everywhere.
[01:53:15.504 --> 01:53:18.488]  It's every bit organic and more nutritious than our modern diets.
[01:53:18.968 --> 01:53:27.078]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
