[00:00:01.191 --> 00:00:01.611]  Michigan.
[00:21:39.942 --> 00:21:40.943]  How much will you need?
[00:21:41.183 --> 00:21:41.804]  We don't know.
[00:21:42.084 --> 00:21:43.004]  How much do you want?
[00:21:43.185 --> 00:21:43.925]  All you can get.
[00:21:44.105 --> 00:21:44.806]  I'm Alex Jones.
[00:21:45.206 --> 00:21:47.969]  I want all of you good guys to live to fight another day.
[00:21:48.249 --> 00:21:50.011]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:21:50.031 --> 00:21:50.952]  Again, that number 1-800-409-5633.
[00:22:00.649 --> 00:22:05.836]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:22:05.976 --> 00:22:07.899]  Will you continue to be their profit center?
[00:22:08.039 --> 00:22:10.342]  Buying their processed food that makes you sick?
[00:22:10.502 --> 00:22:12.345]  Go to the doctor and buy their drugs?
[00:22:12.785 --> 00:22:14.127]  You don't have to cooperate.
[00:22:14.407 --> 00:22:15.449]  There is a solution.
[00:22:15.649 --> 00:22:23.672]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:22:24.073 --> 00:22:31.155]  Try their inner food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:22:31.536 --> 00:22:37.198]  It even won the award for best superfood of 2009 from our friend Mike Adams, the health ranger.
[00:22:37.578 --> 00:22:43.164]  I love their NutriCafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:22:43.584 --> 00:22:47.388]  Try all of their truly honest products that will keep you alive and healthy.
[00:22:47.749 --> 00:22:53.935]  Go to enerfood.com or give them a call right now, 866-762-9238.
[00:22:55.216 --> 00:22:58.520]  Click on their banner at infowars.com to see all the available discounts.
[00:23:01.015 --> 00:23:04.977]  For thousands of years, Native American healing has been practiced in North America.
[00:23:05.277 --> 00:23:09.318]  The Native Americans discovered an astonishing healing plant called Ciaga.
[00:23:09.558 --> 00:23:19.982]  This pesticide-free, wild-crafted, all-natural wonder is hand-picked by a medicine man and effectively combined with other all-natural and sacred ingredients into a product called Defense.
[00:23:20.383 --> 00:23:29.206]  These key ingredients not only supply powerful immune system-building blocks defending your body against natural and man-made viruses, but they also assist your body in healing
[00:23:31.642 --> 00:23:32.223]  We're good to go.
[00:24:04.157 --> 00:24:18.527]  We better recognize that there is a unified global corporate government telling people in Australia, in England, in the United States, in Canada, and Europe-wide, you don't have neighbor kids over.
[00:24:31.078 --> 00:24:34.041]  In England they're saying you gotta have a license to even talk to kids.
[00:24:35.402 --> 00:24:42.269]  They're making everybody learn that they're a terrorist, that they're bad, that they're not allowed to talk to their neighbors.
[00:24:48.295 --> 00:24:50.578]  And they're coming into every facet of life.
[00:24:51.621 --> 00:24:59.472]  They're actually in major cities, like Tulsa, Oklahoma, with the headline, Licenses Proposed for Gardens.
[00:24:59.932 --> 00:25:03.197]  With the city councilman saying, they may grow marijuana.
[00:25:03.777 --> 00:25:05.560]  So you're guilty until proven innocent.
[00:25:05.640 --> 00:25:06.301]  It's bad!
[00:25:07.342 --> 00:25:08.283]  In your backyard.
[00:25:08.343 --> 00:25:10.926]  And see, because the council doesn't control that.
[00:25:10.946 --> 00:25:11.606]  And they're God.
[00:25:11.666 --> 00:25:12.447]  They run your life.
[00:25:12.487 --> 00:25:13.408]  You are their slave.
[00:25:13.748 --> 00:25:15.390]  In and enough, you pay all the taxes.
[00:25:15.690 --> 00:25:17.352]  And pay the cops when they pull you over.
[00:25:17.692 --> 00:25:18.893]  And pay all the regulations.
[00:25:18.933 --> 00:25:21.836]  And kiss their butt and call them authorities and officials.
[00:25:23.809 --> 00:25:39.000]  You're going to have your entire life run by them and there's the city councilman in the paper going, yeah, everybody's getting into gardens and we don't know what's being grown and we need to have the police inspect your gardens to license them because there might be marijuana.
[00:25:41.061 --> 00:25:50.248]  And I've done a lot of stories, covered a lot of stories here in Austin of, in one case, an old lady, no criminal record, lived in her little house,
[00:25:51.778 --> 00:25:52.738]  Out in Travis County.
[00:25:53.318 --> 00:25:54.139]  By Spicewood.
[00:25:55.539 --> 00:25:56.659]  Right by Pootie's Bar.
[00:25:56.999 --> 00:25:59.300]  One of Willie Nelson's stagehand's bars.
[00:26:01.500 --> 00:26:05.601]  And, uh... They SWAT teamed her.
[00:26:05.621 --> 00:26:08.282]  She had bloodweed growing in the forest down the hill from her.
[00:26:08.582 --> 00:26:10.083]  Everybody knows bloodweed grows everywhere.
[00:26:10.103 --> 00:26:11.423]  Doesn't even look anything like marijuana.
[00:26:11.983 --> 00:26:13.864]  They came in, laughed about the bloodweed.
[00:26:14.224 --> 00:26:15.004]  Kicked her dog.
[00:26:18.285 --> 00:26:19.225]  Tore everything apart.
[00:26:20.734 --> 00:26:26.218]  Went in a rent house she had on the property, pulled out a guy's Playboy magazine, and made fun of it in front of him.
[00:26:29.020 --> 00:26:30.902]  Now that's how America operates.
[00:26:32.943 --> 00:26:36.346]  Meanwhile, the government ships in the majority of the narcotics to carry all of this out.
[00:26:36.906 --> 00:26:39.929]  They want in your life, period.
[00:26:41.110 --> 00:26:46.614]  And that's what this new government policy imposes strict standards on garage sales.
[00:26:49.048 --> 00:26:58.798]  Americans who slap $1 price tags on their used possessions at garage sales or bizarre events risk a $15 million fine thanks to new government campaign.
[00:26:58.818 --> 00:26:59.578]  That's Fox News.
[00:27:00.039 --> 00:27:01.881]  I have McClatchy Newspapers here.
[00:27:02.521 --> 00:27:03.342]  Seller beware!
[00:27:03.462 --> 00:27:05.444]  Feds cracking down on garage sales.
[00:27:06.845 --> 00:27:13.372]  And when I printed both of these articles, they had ads to become a police officer on the sides of each one.
[00:27:17.236 --> 00:27:23.882]  Not just because that's what the cookies show that it was a cop article, an article about police, but that that's just the major ads now.
[00:27:23.962 --> 00:27:25.124]  That's... Look!
[00:27:27.486 --> 00:27:31.169]  About once a year, I'll go to Toys R Us to buy a bike or something for my kids.
[00:27:31.570 --> 00:27:39.117]  And every time I walk in, there's a big board hanging on the wall of files of the recalls.
[00:27:39.397 --> 00:27:40.198]  Thousands of them.
[00:27:40.718 --> 00:27:41.099]  Per year.
[00:27:42.697 --> 00:27:47.601]  They say for 10 years, you've got to go check on an online registry of all the recalled toys.
[00:27:47.882 --> 00:27:48.662]  That's just toys.
[00:27:49.503 --> 00:27:53.086]  Everything else, as high as 10% of things get recalled.
[00:27:53.387 --> 00:27:54.528]  No one knows all this.
[00:27:54.588 --> 00:27:56.089]  No one knows where they got a table.
[00:27:56.429 --> 00:27:59.232]  No one knows where this mouse came from if it gets recalled.
[00:27:59.532 --> 00:28:02.335]  I don't have time to sit there and read hundreds of documents.
[00:28:02.755 --> 00:28:04.777]  There's a 10% chance this has been recalled.
[00:28:05.057 --> 00:28:06.458]  It's got some lead part in it.
[00:28:07.159 --> 00:28:10.561]  Hell, more than half the milk products for kids have got melamine in it.
[00:28:10.581 --> 00:28:14.363]  Instead of recalling it though, they just say, oh, melamine's good for you now.
[00:28:18.044 --> 00:28:24.148]  Many different inks that you print with get recalled now with all sorts of poison in it from China and the U.S.
[00:28:26.569 --> 00:28:28.750]  Upwards of 10% of products are recalled.
[00:28:29.662 --> 00:28:46.112]  One time my wife got freaked out about it about two, three years ago, and that was really big news, and she found out the little color, little blue table we got with a red, yellow, and green chair for kids from Target was recalled, and she freaked out and took it back, and then she found out this was, she's like, my God, this is recalled!
[00:28:46.332 --> 00:28:47.152]  This is recalled!
[00:28:47.192 --> 00:28:48.073]  This is recalled!
[00:28:48.393 --> 00:28:53.776]  And pretty soon I said, yeah, just anything made in China, you can forget it.
[00:28:57.785 --> 00:29:03.289]  See, because they've got to store that toxic waste from all their chemical plants and all their microchip plants.
[00:29:04.590 --> 00:29:08.573]  Just like they had fluoride in the 40s after World War II, they said, hell, dump it in the water.
[00:29:09.354 --> 00:29:15.559]  Because they've been doing that in Tennessee at the nuke plants, the byproduct of making the uranium rods and the plutonium rods.
[00:29:17.369 --> 00:29:18.330]  Manly uranium rods.
[00:29:18.670 --> 00:29:19.891]  They've been dumping it in the water.
[00:29:20.592 --> 00:29:22.353]  And they said, hell, the public didn't notice.
[00:29:22.974 --> 00:29:23.974]  So they dump it in the water.
[00:29:24.235 --> 00:29:30.920]  China, dumps it in your cereal, dumps it in your baby formula, dumps it in your drugs, dumps it in the paint.
[00:29:31.100 --> 00:29:35.664]  Paint's a great place to mix poison up, because it congeals and freezes.
[00:29:36.725 --> 00:29:38.986]  So, you now are supposed to
[00:29:40.302 --> 00:29:55.854]  No, tens of thousands of products that have been recalled, and you're supposed to then not... And they say they're already, under the federal stimulus money, paying for local cops to be federalized, and it's already being reported they're coming up and writing people $100,000 tickets.
[00:29:59.073 --> 00:30:02.960]  And they come in with a computer laptop without a warrant.
[00:30:03.160 --> 00:30:04.282]  Search everything you've got.
[00:30:04.563 --> 00:30:08.991]  You sit there going, I was just trying to clean out the garage.
[00:30:09.171 --> 00:30:09.692]  Shut up!
[00:30:10.453 --> 00:30:11.515]  Shut up, Al-Qaeda!
[00:30:12.702 --> 00:30:14.483]  And you think I'm joking?
[00:30:14.663 --> 00:30:20.086]  I get reports every day or two of them SWAT teaming Amish, SWAT teaming farmers and ranchers.
[00:30:20.386 --> 00:30:27.290]  They don't just come and fine you in all these states now saying you can't sell eggs or watermelons or squash or whatever without a permit.
[00:30:27.591 --> 00:30:29.952]  They now send SWAT teams!
[00:30:31.533 --> 00:30:33.274]  We've had the farmers on the show!
[00:30:34.034 --> 00:30:35.775]  They, look, they're rogue!
[00:30:35.955 --> 00:30:36.716]  They're criminal!
[00:30:39.241 --> 00:30:51.185]  I mean, I think about how it's in the news every week, how different Texas towns just pull over old ladies, pull over people and rob the hell out of them, and people get on the news and make excuses.
[00:30:51.225 --> 00:30:52.465]  They go, yeah, we take your money.
[00:30:53.285 --> 00:30:56.226]  By the way, me and my family and cousins run the town.
[00:30:56.746 --> 00:30:58.787]  There's nothing that ain't gonna do!
[00:31:00.347 --> 00:31:01.988]  And it's just like Hardin.
[00:31:02.388 --> 00:31:08.250]  The entire town hates the private con artists with 14 felonies coming in and taking over the prison and policing people.
[00:31:09.366 --> 00:31:15.271]  But every one of the locals that's in power just sits there and goes, how about you get the hell out of here?
[00:31:15.671 --> 00:31:16.131]  Literally.
[00:31:16.592 --> 00:31:18.093]  We're going to keep running things.
[00:31:18.573 --> 00:31:21.776]  Damn right, we're going to throw the local slobs in there and make a little money.
[00:31:26.860 --> 00:31:28.761]  Oh, we're not going to let you.
[00:31:29.042 --> 00:31:34.986]  Oh, you think you're going to have two or three of the neighbor kids when it's sleeting outside Michigan 20 below?
[00:31:36.641 --> 00:31:38.422]  As it is on average about a month out of the year.
[00:31:38.902 --> 00:31:42.543]  You think you're gonna have kids come in and stand under your porch?
[00:31:42.983 --> 00:31:44.684]  They're not gonna stand in your garage?
[00:31:45.084 --> 00:31:47.145]  And the lady's like, well, can I have them stand in the garage?
[00:31:48.725 --> 00:31:49.585]  No, slave!
[00:31:50.206 --> 00:31:52.306]  You get one hour out in the yard a day.
[00:31:52.466 --> 00:31:54.327]  You pay me everything you produce.
[00:31:54.887 --> 00:31:55.968]  It's all pimp game.
[00:31:56.008 --> 00:31:59.209]  It's like, my bitches pay me 110% back.
[00:31:59.629 --> 00:32:01.189]  And they're like, I just love you, baby.
[00:32:02.150 --> 00:32:04.871]  They were telling me a story about some HBO special about pimps.
[00:32:04.911 --> 00:32:05.551]  What was the name of the movie?
