[00:00:10.435 --> 00:00:10.695]  R-Charge.com.
[01:33:52.441 --> 01:34:05.010]  It's classified, but the budget shows, and I've seen some congressional testimony, they're going to increase their amount of HUMET by about four times, and their basic bureaucrats many more times.
[01:34:05.811 --> 01:34:06.972]  And they're breaking the law.
[01:34:07.092 --> 01:34:08.733]  They're in local police departments.
[01:34:08.773 --> 01:34:11.054]  They're putting regular army in local police departments.
[01:34:11.455 --> 01:34:13.176]  They've got dossiers on citizens.
[01:34:14.667 --> 01:34:16.648]  They're expanding domestic death squads.
[01:34:20.088 --> 01:34:21.369]  And yeah, our country's falling.
[01:34:21.749 --> 01:34:23.609]  Private banks have come in, seized the nation.
[01:34:23.629 --> 01:34:24.770]  They have unlimited capital.
[01:34:24.790 --> 01:34:25.790]  They make out a fiat.
[01:34:26.690 --> 01:34:37.473]  And they've just got to make sure that they've got secret police and thugs everywhere, so when they bankrupt everything and take all your pension funds, and draft your sons and daughters to carry out their wars overseas, that you can't resist them.
[01:34:38.153 --> 01:34:43.555]  And they find lots of weak-minded, control-freak, little petty ideologues to join them and be part of it.
[01:34:44.048 --> 01:34:47.629]  They're hiring illegal aliens, felons, you name it, to join the military and police.
[01:34:48.749 --> 01:34:49.470]  Oh, you didn't know that.
[01:34:50.310 --> 01:34:52.530]  Pure criminals have taken control of the government.
[01:34:52.930 --> 01:34:54.331]  And I don't mean Barack Obama.
[01:34:54.471 --> 01:34:56.311]  That guy's a complete Madison Avenue puppet.
[01:34:56.551 --> 01:34:57.832]  He doesn't run Jack Squat.
[01:34:58.472 --> 01:35:01.173]  You notice they've announced unlimited spying on the American people.
[01:35:01.793 --> 01:35:03.153]  It all continues under Obama.
[01:35:04.494 --> 01:35:08.715]  You notice they're just announcing they're going to pull you over without a warrant, without even arresting you, and take your DNA.
[01:35:08.735 --> 01:35:12.636]  If you read this carefully, it says, those detained, those pulled over.
[01:35:13.544 --> 01:35:14.725]  This is enslavement.
[01:35:14.765 --> 01:35:15.966]  This is bondage.
[01:35:18.007 --> 01:35:22.931]  Look, the government knows 98% of you don't want the bailouts and don't want open borders and don't want police state.
[01:35:23.191 --> 01:35:24.352]  That's why they're gearing it up.
[01:35:24.592 --> 01:35:25.313]  They're criminal.
[01:35:25.333 --> 01:35:26.273]  They're illegitimate.
[01:35:26.453 --> 01:35:27.774]  They've taken over the country.
[01:35:27.994 --> 01:35:28.955]  They think it's theirs.
[01:35:29.295 --> 01:35:30.877]  And look, you can laugh all you want.
[01:35:31.057 --> 01:35:32.658]  They're going to take everything you got.
[01:35:33.328 --> 01:35:38.872]  They're going to stage riots in the breakdown of society this year, next year, maybe five years from now, when they think they're ready.
[01:35:39.332 --> 01:35:43.795]  That's why we've got to expose these terrorists now, and expose what they're doing, and we can save this nation.
[01:35:45.516 --> 01:35:47.558]  There's a lot of control freaks out there who don't care.
[01:35:47.798 --> 01:35:50.500]  They just want to be on the winning team, gutting this country.
[01:35:51.060 --> 01:35:52.421]  You're expendable too, remember that.
[01:35:52.481 --> 01:35:53.682]  You're gutting your own future.
[01:35:54.263 --> 01:35:58.646]  It's time for you to have a serious gut check, and look at whose side you're on.
[01:35:59.286 --> 01:36:01.908]  And stop rationalizing what you're involved in!
[01:36:03.427 --> 01:36:04.467]  Let's go to the phone calls.
[01:36:04.588 --> 01:36:05.668]  Rick in Pennsylvania.
[01:36:05.988 --> 01:36:06.669]  You're on the air.
[01:36:07.989 --> 01:36:08.769]  Hi there, Mr. Jones.
[01:36:08.789 --> 01:36:09.770]  Great to finally speak to you.
[01:36:09.950 --> 01:36:10.910]  Good to talk to you, Bubba.
[01:36:12.131 --> 01:36:13.011]  Alex, can you hear me?
[01:36:13.171 --> 01:36:14.052]  Yes, loud and clear!
[01:36:15.063 --> 01:36:18.806]  Okay, hey, just wanted to share a little story with you about chemtrails.
[01:36:20.047 --> 01:36:29.094]  I'm a history major here at Indiana University of Pennsylvania out in Western PA, and for my sociology class, they required us to bring an environmental article.
[01:36:29.654 --> 01:36:34.938]  So I brought in an article about chemtrails, and I had asked the class if anybody had heard of them.
[01:36:34.958 --> 01:36:36.239]  Of course, no one heard of them.
[01:36:36.899 --> 01:36:42.384]  And so I went off for about a five-minute rant talking about the barium and the aluminum that they're releasing into the stratosphere, etc.
[01:36:43.364 --> 01:36:55.007]  And basically I was confronted with a classroom full of laughter after, you know, the teacher sort of made a few jokes about it, tried to really destroy my argument.
[01:36:55.127 --> 01:36:57.307]  Yeah, they're taught they're winners because they're dumb.
[01:36:57.548 --> 01:37:02.289]  They're taught they're winners because they know nothing but Britney Spears and American Idol.
[01:37:02.529 --> 01:37:07.170]  Meanwhile, it's all over the news they're terraforming and mixing it with jet fuel and spraying us.
[01:37:07.210 --> 01:37:07.590]  Go ahead.
[01:37:08.607 --> 01:37:19.750]  Right, and I just went on, I brought in an article, and somehow with my printer I couldn't turn off the second page, and at the end of the class I went up to her and said, you know, I'll bring in the rest of that article for you to read, because, you know, it's very important information.
[01:37:20.150 --> 01:37:24.171]  And she goes, you know, laughing to herself, she goes, oh, well I'm not going to read that.
[01:37:24.931 --> 01:37:25.672]  I said, excuse me?
[01:37:25.732 --> 01:37:26.972]  She said, oh, I'm not going to read that.
[01:37:27.692 --> 01:37:28.252]  Like, what do you mean?
[01:37:28.332 --> 01:37:30.813]  This is information you had no idea about.
[01:37:30.893 --> 01:37:36.755]  Obviously, you know, people in the class are, you know, they were laughing, but there was... Let me stop you, because it's about... Listen, listen, stop.
[01:37:36.775 --> 01:37:37.775]  This is the mental illness.
[01:37:38.563 --> 01:37:39.864]  This is what slaves are like.
[01:37:40.304 --> 01:37:43.986]  Slaves, after they've been slaves a while, generationally like to be slaves.
[01:37:45.466 --> 01:37:47.987]  She doesn't care, he doesn't care, is it a he or she?
[01:37:49.808 --> 01:37:50.749]  Is it a he or she, sir?
[01:37:51.849 --> 01:37:52.229]  What's that?
[01:37:52.349 --> 01:37:53.250]  Ah, the teacher's a she.
[01:37:53.350 --> 01:37:54.550]  Okay, listen, can you hear me?
[01:37:54.570 --> 01:37:56.211]  Because the callers keep saying they can't hear me.
[01:37:57.344 --> 01:37:58.586]  Nah, it's sorta cut now.
[01:38:16.204 --> 01:38:17.946]  Uh, yeah, it was from WhiteHouse.gov.
[01:38:17.966 --> 01:38:27.194]  I also brought in the one from, uh... Okay, so you brought out from WhiteHouse.gov their announcement about terraforming the planet to stop global warming, total bull, when the scientists admit it's actually to heat the planet.
[01:38:27.394 --> 01:38:29.076]  God knows why they're doing it, it's classified.
[01:38:29.336 --> 01:38:36.122]  But the point is, is that she said, I don't care, I don't want to see it, I want to feel like I'm right.
[01:38:36.403 --> 01:38:38.325]  See, that's buying into the delusion.
[01:38:38.365 --> 01:38:38.665]  Go ahead.
[01:38:39.477 --> 01:38:41.458]  Right, you know, just to me, I was really blown away.
[01:38:41.478 --> 01:38:46.742]  You know, I know people think that it's conspiracy theory and all that other stuff, but it was just really unbelievable.
[01:38:46.762 --> 01:38:49.944]  Sir, I get emails where people don't believe the European Union exists.
[01:38:50.245 --> 01:38:52.046]  That's how dumbed down Americans are.
[01:38:52.679 --> 01:38:54.781]  Right, and the fact that she didn't even want to read it.
[01:38:55.001 --> 01:38:58.965]  Didn't even want to devote a second of her time.
[01:38:59.045 --> 01:39:00.727]  That's why I quit college with straight A's.
[01:39:00.807 --> 01:39:01.687]  It was delusional.
[01:39:02.248 --> 01:39:07.633]  I mean, I would write papers against the anti-American, anti-freedom stuff, and they'd give me C-minuses.
[01:39:07.913 --> 01:39:09.515]  So I cynically, one semester,
[01:39:10.542 --> 01:39:12.323]  Just totally wrote whatever they wanted.
[01:39:12.363 --> 01:39:14.484]  How families were bad, how world government was good.
[01:39:14.844 --> 01:39:15.604]  A pluses.
[01:39:17.605 --> 01:39:18.245]  They're whores.
[01:39:19.066 --> 01:39:20.646]  They're intellectual prostitutes.
[01:39:20.726 --> 01:39:21.567]  It's a fraud.
[01:39:21.847 --> 01:39:25.048]  It's a cult of scum and weaklings.
[01:39:25.248 --> 01:39:26.429]  Look, that's what the New World Order is.
[01:39:26.489 --> 01:39:31.591]  It's a bunch of parasite weaklings working for the elites that want to feed on those of us that are productive.
[01:39:31.751 --> 01:39:37.553]  But they don't know the elites plan to get rid of them as soon as they've used the parasites to bring down those of us that are strong.
[01:39:37.833 --> 01:39:39.114]  The elites openly say this.
[01:39:39.847 --> 01:39:44.791]  And you have this fake global warming science going on, and you know... It's admittedly fake!
[01:39:44.992 --> 01:39:46.173]  The sun's what drives it!
[01:39:46.213 --> 01:39:46.973]  I'm sick of them!
[01:39:47.173 --> 01:39:48.314]  I'm sick of the ignorance!
[01:39:48.495 --> 01:39:51.417]  They get all these idiots to buy into something and they won't admit they're wrong?
[01:39:53.459 --> 01:39:53.599]  Ah!
[01:39:53.859 --> 01:39:55.100]  Mike in San Diego.
[01:39:55.160 --> 01:39:55.981]  Mike, you're on the air.
[01:39:56.021 --> 01:39:56.482]  Go ahead.
[01:39:56.502 --> 01:39:57.482]  Hey, Alex.
[01:39:57.903 --> 01:39:58.143]  Hey.
[01:39:58.663 --> 01:40:00.065]  Hey, I'm liking the energy today, man.
[01:40:00.105 --> 01:40:00.485]  It's good.
[01:40:00.625 --> 01:40:01.025]  I like it.
[01:40:02.347 --> 01:40:02.647]  Go ahead.
[01:40:03.348 --> 01:40:10.654]  Alright, um, I just want to talk about the, um, kind of what the elite believe in as far as how they want to let you know before they do something like this.
[01:40:10.674 --> 01:40:13.877]  They openly have written thousands of white papers and now they're going to kill every last one of us.
[01:40:14.257 --> 01:40:20.402]  Yes, yes, and I just want to say, do you think in their own thick and twisted way they actually enjoy you, Alex Jones, exposing them?
[01:40:20.562 --> 01:40:21.623]  Oh, I've had them tell me that, yeah.
[01:40:22.299 --> 01:40:23.219]  Okay, alright.
[01:40:23.239 --> 01:40:24.239]  They enjoy it.
[01:40:24.279 --> 01:40:26.140]  They go, listen, the slaves don't care.
[01:40:26.320 --> 01:40:27.440]  They want to be slaves.
[01:40:28.180 --> 01:40:30.200]  And you ought to join us.
[01:40:30.341 --> 01:40:31.221]  I mean, that's the attitude.
[01:40:31.241 --> 01:40:32.001]  Yeah, exactly.
[01:40:32.121 --> 01:40:33.081]  And people need to start listening.
[01:40:33.101 --> 01:40:34.461]  And the slaves want to be slaves.
[01:40:34.601 --> 01:40:36.342]  They want to give their kids shots full of mercury.
[01:40:36.462 --> 01:40:39.022]  They want to drink sodium fluoride and say it's not bad for them.
[01:40:39.202 --> 01:40:41.423]  They want to have foreign banks bankrupt them.
[01:40:41.543 --> 01:40:46.764]  They want to smile and feel good and think of carbon taxes about the environment to foreign banks.
[01:40:47.004 --> 01:40:49.004]  They love being scammed.
[01:40:49.204 --> 01:40:51.067]  They love being conned!
[01:40:51.227 --> 01:40:51.868]  They love it!
[01:40:52.028 --> 01:40:52.729]  They love it!
[01:40:52.889 --> 01:40:53.650]  They love it!
[01:40:53.990 --> 01:40:54.391]  Go ahead.
[01:40:55.071 --> 01:41:02.996]  Alright, and one more thing, um, after the whole Baxter incident and the bird flu virus... They love how the government's injecting people in Europe dying of massive live bird flu!
[01:41:03.216 --> 01:41:04.757]  They love it being an AP in Reuters!
[01:41:04.917 --> 01:41:12.761]  They love taking their girls in to have HPV shot when the governor says it's mandatory when it isn't, and then the girls die, and then they say, that's good!
[01:41:12.781 --> 01:41:14.802]  I mean, it's just sickening filth!
[01:41:15.002 --> 01:41:17.424]  You're scum slaves who enjoy being conned!
[01:41:17.644 --> 01:41:18.965]  What is wrong with you people?!
[01:41:18.985 --> 01:41:19.265]  Go ahead.
[01:41:19.665 --> 01:41:20.186]  We'll get this.
[01:41:20.486 --> 01:41:25.870]  Jim Cramer on CNBC the next day, March 6, 2009, recommended Baxter International stock.
[01:41:26.091 --> 01:41:28.753]  He didn't make any mention about the bird flu virus mishaps.
[01:41:29.073 --> 01:41:31.715]  He said their stock's going to go up under the Obama administration.
[01:41:31.755 --> 01:41:32.616]  Of course it is!
[01:41:32.636 --> 01:41:35.759]  Mixing live bird flu with a regular vaccine!
[01:41:36.139 --> 01:41:36.519]  A.P.
[01:41:36.559 --> 01:41:36.980]  Reuters!
[01:41:37.960 --> 01:41:41.744]  Meanwhile, they give it to people and they die dead in a hammer from some other company over there.
[01:41:42.124 --> 01:41:45.747]  You talk about it and the public giggles and snickers because they're idiots!
[01:41:46.659 --> 01:41:50.743]  I hate to get mad, folks, but I mean, it's like watching somebody rob my neighbor's house 20 times.
[01:41:50.763 --> 01:41:53.485]  And I go tell my neighbor, you know the guy stealing your car again?
[01:41:53.685 --> 01:41:55.306]  He's out there hot-wiring it, go stop him.
[01:41:55.627 --> 01:41:57.768]  And he goes, there's no such thing as thieves!
[01:41:58.028 --> 01:41:59.550]  I'm like, see him out there in the black mask?
[01:41:59.850 --> 01:42:03.593]  And the neighbor just sticks both his fingers in his nose and goes, noooo!
[01:42:03.993 --> 01:42:05.234]  And you're like, come on, man!
[01:42:05.274 --> 01:42:06.876]  Let's get together and beat these people!
[01:42:07.396 --> 01:42:09.279]  I gotta wake you up to defend my family.
[01:42:09.439 --> 01:42:11.221]  I need you people to beat these people!
[01:42:11.501 --> 01:42:12.603]  None of us have any future!
[01:42:12.743 --> 01:42:16.447]  If you don't grow up and realize what's happening, I mean everything I say!
[01:42:16.607 --> 01:42:17.408]  This stuff's real!
[01:42:17.448 --> 01:42:19.251]  You understand how much danger I'm in?
[01:42:19.411 --> 01:42:21.093]  How many hit pieces are being written against me?
[01:42:21.293 --> 01:42:22.374]  How I get followed around?
[01:42:22.535 --> 01:42:24.297]  The death threats I'm getting, you cowards!
[01:42:25.106 --> 01:42:27.267]  You need to stand up or you have no future!
[01:42:27.487 --> 01:42:28.888]  I'm not putting up with this anymore!
[01:42:29.008 --> 01:42:39.773]  They put out government documents, as I told you, saying the veterans are the number one threat to the government, that gun owners are terrorists, that those buying ammo are terrorists, and the articles Kurt and Emma wrote about this that we broke, I didn't even need to point out.
[01:42:40.213 --> 01:42:40.974]  Google this right now.
[01:42:41.718 --> 01:42:43.039]  I'm going to pull up the newscast right now.
[01:42:43.380 --> 01:42:46.363]  Google, man who bought ammo visited by Homeland Security.
[01:42:46.623 --> 01:42:48.405]  You'll get a whole bunch of stuff all over the country.
[01:42:48.606 --> 01:42:50.268]  You buy like a thousand rounds of ammo.
[01:42:50.468 --> 01:43:01.360]  Homeland Security, secret commissar, thug police, the ones you're getting hired to all these CIA ads you hear, show up at your house and want to ask you if you're a terrorist for buying ammunition!
[01:43:01.620 --> 01:43:03.022]  The government's criminal!
[01:43:04.528 --> 01:43:05.548]  Don't you people get it?
[01:43:05.568 --> 01:43:08.669]  They're going to take everything we've got if you keep sucking your thumbs!
[01:43:09.069 --> 01:43:09.949]  This isn't a joke!
[01:43:10.209 --> 01:43:11.630]  And the Republicans aren't going to save you.
[01:43:11.770 --> 01:43:19.052]  They're there posing like they're patriots, now saying they're anti-New World Order because they're playing the part of the opposition right now to soak up all the resistance!
[01:43:21.772 --> 01:43:23.133]  And don't you tell me something's wrong with me.
[01:43:23.173 --> 01:43:26.454]  You get excited about sports, I get excited about stuff that matters!
[01:43:27.094 --> 01:43:28.154]  It's April 19th!
[01:43:28.434 --> 01:43:30.475]  Remember who your forebears are!
[01:43:30.775 --> 01:43:31.995]  Resist the tyranny!
[01:43:33.823 --> 01:43:35.264]  Are you embarrassed by your legs?
[01:43:35.664 --> 01:43:37.365]  Are your legs sore and irritated?
[01:43:37.645 --> 01:43:40.847]  Millions of women suffer from leg pain due to varicose veins.
[01:43:41.087 --> 01:43:45.750]  When varicose veins prevent you from living and enjoying your everyday life, you need Venulux.
[01:43:46.050 --> 01:43:51.333]  Venulux is a dietary tool formulated to restore naturally beautiful legs from the inside out.
[01:43:51.573 --> 01:43:59.377]  As part of your healthy lifestyle, Venulux promotes antioxidant action throughout your body to calm varicose veins and support fit legs for life.
[01:43:59.677 --> 01:44:05.500]  VaniLuxe has helped women all over the world relieve varicose vein pain and restore the confidence to bare their legs.
[01:44:05.840 --> 01:44:10.362]  Now it's your chance to benefit with VaniLuxe free when you call 1-888-4FITLEG today.
[01:44:10.482 --> 01:44:13.624]  That's 1-888-4FITLEG or visit us on the web at 4fitleg.com.
[01:44:13.804 --> 01:44:16.465]  And remember, when you call 1-888-4FITLEG, ask how to get your VaniLuxe free.
[01:44:16.485 --> 01:44:17.386]  That's 1-888-4FITLEG.
[01:44:34.937 --> 01:44:38.960]  If you owe the IRS, you can't make the problem go away without professional help.
[01:44:39.440 --> 01:44:42.403]  But with the help of Dan Pilla, you can get your problem solved.
[01:44:42.803 --> 01:44:47.307]  Hi, I'm Dan Pilla and I've been solving tax debt problems for 30 years and I can help you too.
[01:44:47.667 --> 01:44:52.311]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:44:52.811 --> 01:45:04.363]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:45:04.664 --> 01:45:07.507]  Call us for a free consultation to discuss the many possibilities.
[01:45:07.967 --> 01:45:08.388]  Call 1-800-34-NO-TAX.
[01:45:08.408 --> 01:45:08.768]  That's 800-34-N-O-T-A-X.
[01:45:14.514 --> 01:45:17.317]  Or go to my website at TaxHelpOnline.com.
[01:45:17.638 --> 01:45:22.463]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:45:22.943 --> 01:45:23.684]  Call us today, 800-346-6829.
[01:45:23.924 --> 01:45:24.365]  That's 800-34-NoTax.
[01:45:33.315 --> 01:45:35.657]  Hi, this is Peter Kronschnabel from Midas Resources.
[01:45:35.798 --> 01:45:39.521]  As you know, government spending is at an all-time high and inflation is on the rise.
[01:45:39.601 --> 01:45:42.243]  What are you doing right now to protect yourself financially?
[01:45:42.423 --> 01:45:49.649]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and, worse, their life savings.
[01:45:49.770 --> 01:45:54.714]  Having your hard-earned money in banks, the stock market, or any other paper asset is a lose-lose deal.
[01:45:55.034 --> 01:45:55.495]  We're good to go.
[01:46:16.118 --> 01:46:16.659]  We're good to go.
[01:46:32.958 --> 01:46:38.463]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:46:38.923 --> 01:46:39.644]  Think about that.
[01:46:39.704 --> 01:46:42.346]  Would you swallow a handful of shells you found at the beach?
[01:46:42.827 --> 01:46:45.749]  Our body wasn't designed to digest rocks and shells.
[01:46:46.029 --> 01:46:55.818]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables and antioxidants.
[01:46:56.278 --> 01:47:01.844]  Unlike hard to digest pills, Chews for Health is a convenient chewable which allows for better digestion.
[01:47:02.105 --> 01:47:03.126]  The choice is yours.
[01:47:03.266 --> 01:47:08.552]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:47:08.892 --> 01:47:13.698]  Chews for Health, the world's first super fruit, sea vegetable, antioxidant chewable.
[01:47:13.958 --> 01:47:16.421]  Whole food nutrition, not rocks and shells.
[01:47:17.241 --> 01:47:17.481]  1-800-210-1922.
[01:47:20.542 --> 01:47:24.984]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:47:25.004 --> 01:47:25.324]  1-800-210-1922.
[01:47:25.524 --> 01:47:27.765]  Or go to orderchoose.com.
[01:47:27.905 --> 01:47:29.585]  You're listening to GCN.
[01:47:29.645 --> 01:47:35.027]  Genesis Communication Radio Network.
[01:47:35.087 --> 01:47:38.288]  Folks, I just googled, during the break,
[01:47:47.020 --> 01:47:50.082]  Homeland Security visits man for buying ammo.
[01:47:50.942 --> 01:47:52.683]  Thousands of articles came up with them.
[01:47:53.044 --> 01:47:55.405]  SWAT teaming people that own more than five guns.
[01:47:55.805 --> 01:47:57.947]  Man-held accused of stockpiling ammo.
[01:47:58.527 --> 01:47:59.488]  Which is totally legal.
[01:47:59.528 --> 01:47:59.948]  That's the thing.
[01:47:59.968 --> 01:48:01.969]  This is in Kentucky, this article I'm on right here.
[01:48:02.369 --> 01:48:03.730]  They still just arrest you!
[01:48:04.671 --> 01:48:07.052]  Then this government is just totally crooked.
[01:48:08.173 --> 01:48:10.774]  And then you can find the articles where you bought a thousand rounds of ammo.
[01:48:10.834 --> 01:48:11.315]  Big deal!
[01:48:11.975 --> 01:48:13.316]  See, this government is criminal.
[01:48:14.562 --> 01:48:15.102]  They know.
[01:48:15.162 --> 01:48:16.223]  They're the revolutionaries.
[01:48:16.243 --> 01:48:17.264]  They've hijacked the nation.
[01:48:17.284 --> 01:48:17.704]  Now listen.
[01:48:19.045 --> 01:48:20.686]  I'm not a John Birch Society member.
[01:48:21.606 --> 01:48:24.348]  And I'd woken up to the New World Order even before I saw their material.
[01:48:24.488 --> 01:48:29.531]  But I tell you, they've done more work early on than anybody else out there on the New World Order.
[01:48:30.072 --> 01:48:32.213]  And it's very well researched and very well documented.
[01:48:32.253 --> 01:48:34.294]  And it's because they were effective that they were demonized.
[01:48:34.535 --> 01:48:37.336]  They were real conservatives against phony wars, against the police state.
[01:48:37.637 --> 01:48:42.720]  They figured out with government documents, even before it was declassified, it's now been declassified, that
[01:48:44.048 --> 01:48:49.430]  Big international banks were financing communism and socialism to consolidate the wealth under their control.
[01:48:50.951 --> 01:49:05.396]  Now, Mr. Welch in the 50s gave this speech you're about to hear, but then in 1974 he gave it again, it's up on Infowars.com, and listen to how he breaks down how the elites operate, how they work.
[01:49:05.996 --> 01:49:07.137]  Listen carefully!
[01:49:07.617 --> 01:49:12.579]  This is 1974, the year I was born, and he said it 20 years before this in a book,
[01:49:13.840 --> 01:49:16.301]  And here he is laying out how the globalists operate.
[01:49:16.662 --> 01:49:21.544]  Listen carefully and ask yourselves, is this what's happening right now?
[01:49:21.624 --> 01:49:22.585]  Do you want to be slaves?
[01:49:22.785 --> 01:49:23.926]  Do you love your children, folks?
[01:49:24.046 --> 01:49:24.586]  Wake up!
[01:49:24.646 --> 01:49:25.526]  At least investigate.
[01:49:25.726 --> 01:49:26.107]  Here it is.
[01:49:27.447 --> 01:49:31.810]  A part of that plan, of course, is to induce the gradual surrender
[01:49:32.472 --> 01:49:43.879]  ...of American sovereignty, piece by piece and step by step, to various international organizations, of which the United Nations is the outstanding but far from the only example.
[01:49:44.939 --> 01:49:48.001]  Here are the aims for the United States.
[01:49:49.402 --> 01:50:01.649]  One, greatly expanded government spending for every conceivable means of getting rid of ever larger sums of American money, as wastefully as possible.
[01:50:02.717 --> 01:50:05.599]  Two, higher and then much higher taxes.
[01:50:06.499 --> 01:50:12.003]  Three, an increasingly unbalanced budget, despite the higher taxes.
[01:50:12.983 --> 01:50:16.525]  Four, wild inflation of our currency.
[01:50:17.526 --> 01:50:24.450]  Five, government controls of prices, wages, and materials, supposedly to combat inflation.
[01:50:25.502 --> 01:50:34.412]  Six, greatly increased socialistic controls over every operation of our economy and every activity of our daily lives.
[01:50:35.232 --> 01:50:46.625]  This is to be accompanied naturally and automatically by a correspondingly huge increase in the size of our bureaucracy and in both the cost and reach of our domestic government.
[01:50:47.505 --> 01:50:47.806]  Seven,
[01:50:49.218 --> 01:50:56.201]  Far more centralization of power in Washington and the practical elimination of our state lines.
[01:50:57.061 --> 01:51:07.266]  There is a many-faceted drive at work to have our state lines eventually mean no more within the nation than our county lines do now within the states.
[01:51:08.486 --> 01:51:18.831]  Eight, the steady advance of federal aid to and control over our educational system, leading to complete federalization of our public education.
[01:51:19.875 --> 01:51:27.040]  Nine, a constant hammering into the American consciousness of the horror of modern warfare.
[01:51:27.941 --> 01:51:30.723]  The beauties and the absolute necessity of peace.
[01:51:31.524 --> 01:51:34.346]  Peace always on communist terms, of course.
[01:51:35.487 --> 01:51:49.277]  And ten, the consequent willingness of the American people to allow the steps of appeasement by our government, which amount to a piecemeal surrender of the rest of the free world and of the United States itself.
[01:51:56.101 --> 01:52:11.179]  So brush the insiders' dust out of your eyes, my friends, and the communists' soap suds out of your brain, and ask yourselves in all honesty, what on earth is wrong with the United States simply minding its own business?
[01:52:24.331 --> 01:52:30.613]  With having its foreign policy function primarily for the safety and benefit of the American people.
[01:52:36.515 --> 01:52:45.918]  Which is exactly what we had done for the first 140 years of our existence as a nation, to the incredible advantage of ourselves and everybody else.
[01:52:46.639 --> 01:52:47.459]  Everybody, that is.
[01:52:48.212 --> 01:52:56.479]  Except a numerically small clique of power-lusting conspirators who had somehow inflicted themselves on a gullible world.
[01:52:57.780 --> 01:53:10.271]  While we turn to a very brief summarization of what we hope the John Birch Society will help and even sometimes lead the American people to accomplish during the next 15 years.
[01:53:12.681 --> 01:53:20.464]  One, our first and most important specific undertaking should be to restore the complete independence of the United States.
[01:53:27.467 --> 01:53:33.989]  This includes our resolution to get us out of the United Nations and get the United Nations out of the United States.
[01:53:41.440 --> 01:53:47.750]  True, we must once again make our money freely redeemable in gold at some realistic price.
[01:53:53.989 --> 01:54:13.005]  And we must take all practicable legislative steps to prevent a recurrence of the enormous thievery and other subversive crimes that have been perpetrated on the American people through a contrived inflation by every president from Franklin Roosevelt through Richard Nixon.
[01:54:13.626 --> 01:54:13.906]  Great!
[01:54:18.790 --> 01:54:26.553]  3.
[01:54:18.930 --> 01:54:26.553]  We should reduce the number of government bureaus, of government civilian employees, and the whole quantity of government by at least 50%.
[01:54:33.575 --> 01:54:44.739]  And we should achieve at least this much reduction in proper fashion through gradually convincing a majority of the American people of the wisdom of such a course. 4.
[01:54:46.954 --> 01:55:03.067]  We should withdraw all American troops from every spot on earth that is not American soil, except when and where such troops may be required, as decided by Congress, to protect American lives and property from criminal vandalism.
[01:55:03.907 --> 01:55:04.508]  Signed,
[01:55:11.297 --> 01:55:18.582]  Five, we should get government out of the areas and functions and activities where government does not belong.
[01:55:19.042 --> 01:55:24.065]  Again, all steps to this end should be taken gradually.
[01:55:24.745 --> 01:55:31.730]  But nevertheless, just as rapidly as enough of the American people can be persuaded to support such progress.
[01:55:32.592 --> 01:55:41.558]  Any such achievement will require a truly massive educational force, but that's exactly what we hope to build during the next 15 years.
[01:55:42.398 --> 01:55:57.988]  We could go ahead for at least a hundred numbered items, but the John Birch Society will undoubtedly be working on more than that many specific projects, which will be laid out in its bulletins before another 180 months will have rolled around.
[01:55:58.817 --> 01:56:05.639]  And all of them will fit into, all of these projects will fit into the general pattern indicated by the... Alright folks, that's enough of it.
[01:56:05.659 --> 01:56:10.401]  The rest of it's up on InfoWars.com and PrisonPlanet.com right now.
[01:56:10.421 --> 01:56:14.663]  You know, my whole point here is that there have been a lot of groups and people fighting this for a long time.
[01:56:15.403 --> 01:56:21.285]  And now they're openly announcing a global bank of the world by the very bankers that engineered the crisis that you'll pay your carbon taxes to.
[01:56:21.825 --> 01:56:27.067]  They're announcing taxes on all your cars, your factories, your businesses, your houses, home inspections.
[01:56:29.591 --> 01:56:34.553]  This is the announcement listing carbon dioxide and four other gases as toxic waste.
[01:56:36.213 --> 01:56:41.415]  Carbon dioxide, sunlight, water, and oxygen are the four components of life in the carbon cycle.
[01:56:42.715 --> 01:56:43.795]  Google the carbon cycle.
[01:56:43.815 --> 01:56:48.017]  They are literally... Well, the New York Times called it a tax on breathing, but said it was a good idea.
[01:56:49.597 --> 01:56:51.118]  So this is a tax on breathing.
[01:56:51.758 --> 01:56:55.639]  Meanwhile, they're engaging in all sorts of bizarre atmospheric weather modifications
[01:56:56.423 --> 01:56:59.544]  Admittedly, on a giant scale, but they say it's classified what they're doing.
[01:57:00.124 --> 01:57:02.704]  You tell the public about it and go, look, here's Reuters and AP.
[01:57:04.425 --> 01:57:06.945]  They're doing all this and they just go, who?
