[00:00:00.109 --> 00:00:01.711]  You know, Ron Paul grills Ben Bernanke.
[01:39:39.642 --> 01:39:55.834]  We have all the mainstream news articles admitting that they put this bird flu virus in with the regular viruses and that it was being done and that it would mutate and that there's no way that that is an accident.
[01:39:55.914 --> 01:40:04.501]  This is admitted that this was happening and that the way they told the companies to do it was the exact way to create the mutation.
[01:40:05.336 --> 01:40:05.957]  Exactly.
[01:40:06.337 --> 01:40:09.099]  And I want to just quickly bring it to the next level.
[01:40:09.119 --> 01:40:15.685]  I also have another book published by the NATO Life Sciences Division entitled The Biology of Aggression.
[01:40:16.085 --> 01:40:18.027]  And that's all about the rabies virus.
[01:40:18.447 --> 01:40:23.231]  They are now also putting rabies virus into many human vaccines.
[01:40:23.411 --> 01:40:26.934]  There's many movies out now that actually illustrate this.
[01:40:27.054 --> 01:40:34.420]  Quarantine is the best because in quarantine, they actually admit that the rabies virus is what's making these people become ghouls.
[01:40:35.069 --> 01:40:38.691]  This is going to get even worse, folks, and this is being done intentionally.
[01:40:38.711 --> 01:40:53.117]  That's right, the media always throws us in our face, like the government creates a cancer shot cure, and the inventor of it, it's I Am Legend, and then 99% die but 1% turn into these raving lunatics.
[01:40:53.778 --> 01:40:56.939]  Take the movie Serenity, where the government puts
[01:40:57.199 --> 01:41:02.481]  This stuff into the atmosphere that kills everybody, but then a small percent turn into these raving maniacs.
[01:41:03.081 --> 01:41:14.265]  And you're right, the Pentagon, Wired Magazine, their head futurist, Mr. Marshall, brags that they're also creating compounds to make the troops psychopathic killers.
[01:41:14.605 --> 01:41:16.546]  Then they give them an amnesiac.
[01:41:16.586 --> 01:41:18.426]  They're already doing this in Afghanistan as a test.
[01:41:18.987 --> 01:41:25.289]  And then now mainstream news came out and said, we're going to have everybody take these amnesiacs where we don't feel bad about who we are anymore.
[01:41:26.018 --> 01:41:42.667]  Yes, as a matter of fact, I was amazed that the mainstream media, I was listening to NPR one day and they were talking about a study done in Switzerland where they used the blood pressure drug propranolol to reverse a post-traumatic stress disorder.
[01:41:42.747 --> 01:41:46.829]  People that had been traumatized by something take this blood pressure drug.
[01:41:47.089 --> 01:41:48.470]  That's what people have to realize.
[01:41:48.670 --> 01:41:51.672]  Every single drug has a mental side effect.
[01:41:52.139 --> 01:41:57.945]  And now they're actually admitting that they can remove these traumatic memories with propranolol.
[01:41:57.985 --> 01:42:07.875]  So as your loved ones are being killed and maimed by the mainstream medical mafia, you can take this blood pressure medication and just say, oh, that's fine.
[01:42:08.355 --> 01:42:09.797]  I don't have a problem with that.
[01:42:10.250 --> 01:42:15.876]  Well, it literally is like a lobotomy, and they're saying they want to put statins in this drug and others in the water.
[01:42:16.276 --> 01:42:18.259]  They're now admitting they're going to medicate the water.
[01:42:18.899 --> 01:42:21.562]  I mean, Dr. Kim... They're doing it with fluoride.
[01:42:21.582 --> 01:42:27.889]  They're already doing it with fluoride, and they're also admitting that as we're flushing more and more drugs down the toilet,
[01:42:28.334 --> 01:42:32.137]  And down the sink, these are all being released into the water supply.
[01:42:32.257 --> 01:42:37.222]  Isn't it amazing, Alex, that nobody seems to be rising up to protest that?
[01:42:37.622 --> 01:42:44.188]  As far as the ecology and nature are concerned, why don't they have a problem with all these things?
[01:42:44.548 --> 01:42:52.214]  Because they've destroyed with drugs, admittedly, our normal human spirit of just burning, being alive, being intelligent.
[01:42:52.415 --> 01:42:53.456]  They're just drugged out.
[01:42:54.176 --> 01:42:55.918]  Oh my gosh, Dr. Carley, stay there.
[01:42:55.938 --> 01:42:57.439]  We're going to come back and get more into this.
[01:42:57.760 --> 01:43:06.028]  Ladies and gentlemen, they were putting live bird flu in with regular flu so it could go airborne.
[01:43:06.761 --> 01:43:10.402]  Everyone knows that omega-3 should be an essential part of our daily diet.
[01:43:10.462 --> 01:43:16.064]  With so many different methods of consumption, how do you choose a simple yet effective way to get your daily intake?
[01:43:16.204 --> 01:43:20.245]  The friendly, knowledgeable folks at North American Nutrition have the answer.
[01:43:20.545 --> 01:43:22.826]  Nature's gem, premium omega-3.
[01:43:23.006 --> 01:43:28.888]  Unlike other flaxseed, our golden flax is grown on our farm in northern Minnesota, providing cooler temperatures.
[01:43:29.008 --> 01:43:29.808]  We're good to go!
[01:43:58.237 --> 01:44:01.038]  GoldenFLAX.com or call 800-387-5516.
[01:44:01.098 --> 01:44:01.999]  That's 800-387-5516.
[01:44:02.019 --> 01:44:06.141]  Free shipping included.
[01:44:06.161 --> 01:44:08.302]  Our beloved Republic is on her knees.
[01:44:08.602 --> 01:44:12.043]  The forces of globalism are destroying national sovereignty worldwide.
[01:44:12.204 --> 01:44:14.044]  But in Liberty's darkest hour, there is hope.
[01:44:14.665 --> 01:44:17.406]  The first time in modern history, the people are beginning to wake up.
[01:44:17.706 --> 01:44:19.607]  It is essential that patriots worldwide
[01:44:20.012 --> 01:44:20.553]  We're good to go.
[01:44:44.974 --> 01:44:53.640]  From tainted vaccines to martial law can be found in this online video library, my weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:44:53.960 --> 01:44:56.462]  The Info War is waiting for you to set it free.
[01:44:56.802 --> 01:44:58.483]  Join PrisonPlanet.tv.
[01:44:58.863 --> 01:45:00.644]  Burn the info bombs to disk.
[01:45:00.844 --> 01:45:02.646]  Put them on the file sharing networks.
[01:45:02.986 --> 01:45:04.387]  Bring down the new world order.
[01:45:04.747 --> 01:45:05.507]  PrisonPlanet.tv.
[01:45:06.704 --> 01:45:09.325]  Companies continue to lay off thousands of people.
[01:45:09.925 --> 01:45:12.887]  Unemployment is the highest it's been in over 30 years.
[01:45:13.247 --> 01:45:16.668]  Statistics prove that in a recession, crime rates go up.
[01:45:17.028 --> 01:45:23.211]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[01:45:23.611 --> 01:45:28.653]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[01:45:28.833 --> 01:45:35.536]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:45:35.856 --> 01:45:36.737]  Need something more?
[01:45:36.757 --> 01:45:40.602]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:45:40.902 --> 01:45:48.951]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:45:49.212 --> 01:45:53.557]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:45:53.757 --> 01:45:57.239]  Visit MrDefense.com, that's MRDefense.com or call 1-800-313-6400.
[01:45:57.259 --> 01:45:58.880]  That's 1-800-313-6400 for all of your self-defense needs today!
[01:46:14.517 --> 01:46:16.700]  I'm going to get Dr. Blaylock on about this next week.
[01:46:16.720 --> 01:46:17.841]  I'm going to get Dr. Carley back on.
[01:46:17.901 --> 01:46:24.108]  I'm going to get a bunch of medical doctors on so you can hear the same thing from different medical doctors with all the documents, all the articles.
[01:46:24.128 --> 01:46:28.873]  We're going to do a whole show on FEMA camps next week as well, just where I go through all the documents, all the videos.
[01:46:29.414 --> 01:46:31.956]  We cover a piece here, a piece there as it comes out in the news.
[01:46:31.976 --> 01:46:33.999]  We're going to be doing some big special reports.
[01:46:34.019 --> 01:46:35.600]  We're going to put a lot of work into these next week.
[01:46:36.601 --> 01:46:38.522]  The Obama Deception is on sale right now.
[01:46:38.562 --> 01:46:40.203]  It ships out in nine days.
[01:46:40.243 --> 01:46:41.104]  So get your copy.
[01:46:41.204 --> 01:46:46.527]  Be first in line to get it at InfoWars.com or by calling toll-free 888-253-3139.
[01:46:46.547 --> 01:46:46.927]  888-253-3139.
[01:46:47.127 --> 01:46:52.870]  We've got to expose this guy's a front man.
[01:46:53.211 --> 01:46:57.413]  He's doubled the funding for eugenics operations in Africa and Asia and Latin America.
[01:46:58.273 --> 01:47:00.014]  Poor brown folks think he represents them.
[01:47:00.034 --> 01:47:01.675]  He doesn't represent anybody but the New World Order.
[01:47:01.695 --> 01:47:02.316]  Dr. Carley?
[01:47:03.897 --> 01:47:07.119]  In closing, I think we've averted major disaster here.
[01:47:07.139 --> 01:47:16.104]  I mean, even mainstream Canadian, British, Czechoslovakian news is saying, was this, this is in mainstream news.
[01:47:16.164 --> 01:47:19.527]  When I first read it, the news was saying, was this done on purpose?
[01:47:19.907 --> 01:47:25.630]  Because this company's also developed a bird flu vaccine, but people keep dying in the test, with other companies that are testing theirs.
[01:47:25.670 --> 01:47:28.772]  We just covered the London Telegraph on that, with the people dying.
[01:47:30.697 --> 01:47:34.599]  I mean, this is miraculous that this did leak out and got stopped.
[01:47:35.480 --> 01:47:35.660]  Right.
[01:47:36.060 --> 01:47:37.701]  Well, of course, it's not in the U.S.
[01:47:37.761 --> 01:47:38.502]  mainstream media.
[01:47:38.542 --> 01:47:42.104]  Thank God for shows like yours that's bringing it out to the people of America.
[01:47:42.444 --> 01:47:45.025]  But I want to make it very clear, it's not just the bird flu.
[01:47:45.326 --> 01:47:51.109]  This is with all of these biological weapons, including Lyme disease and West Nile encephalitis.
[01:47:51.529 --> 01:47:53.430]  I have a book in front of me entitled Lab 257.
[01:47:54.827 --> 01:48:06.190]  The Disturbing Story of the Government's Secret Plum Island Germ Laboratory by Michael Christopher Carroll, where he quotes David Huxall, who was the Plum Island's director in June 2000.
[01:48:06.650 --> 01:48:18.933]  And this is what he said, Alex, and I quote, The plant that will produce biological agents for weapons purposes may not look too much different from the plant that produces biological agents for vaccines.
[01:48:19.674 --> 01:48:21.154]  This is all one and the same.
[01:48:21.494 --> 01:48:24.615]  Vaccines are a biological weapon, period.
[01:48:25.071 --> 01:48:27.092]  That's what people have to wrap their head around.
[01:48:28.853 --> 01:48:30.273]  Well, cancer's exploding.
[01:48:30.293 --> 01:48:33.275]  50 years ago, 1 in 33 died of it.
[01:48:33.295 --> 01:48:35.196]  Now it's 1 in 3 about to be 1 in 2.
[01:48:37.577 --> 01:48:43.979]  The Bill and Melinda Gates Foundation, as dad runs, Planned Parenthood, the eugenics group, is openly involved in all of this.
[01:48:43.999 --> 01:48:45.580]  My film, Endgame, covers it.
[01:48:46.040 --> 01:48:50.142]  Dr. Carley, we're going to have you back up in the very, very near future.
[01:48:50.162 --> 01:48:51.383]  In fact, let me just have my producer
[01:48:53.535 --> 01:48:57.177]  Call your, one of the producers, call you right now and get you back on.
[01:48:57.817 --> 01:49:00.418]  But we will talk to you in the near future.
[01:49:00.438 --> 01:49:04.979]  We're going to link to your detailed reports at infowars.com to drcarley.com.
[01:49:05.680 --> 01:49:09.561]  And the key reports you've got up there posted, like U.S.
[01:49:09.601 --> 01:49:13.302]  controls bird flu vaccines over bioweapons fears and others.
[01:49:13.342 --> 01:49:14.403]  And we'll talk to you next week.
[01:49:14.423 --> 01:49:14.783]  Take care.
[01:49:15.216 --> 01:49:16.017]  Thank you so much.
[01:49:16.097 --> 01:49:16.637]  God bless you.
[01:49:16.657 --> 01:49:17.478]  Keep up the good work.
[01:49:45.576 --> 01:49:48.997]  Um, and like she said, when they really do this, they're going to be spraying it out of helicopters.
[01:49:49.057 --> 01:49:50.858]  They've got government operations doing that.
[01:49:51.338 --> 01:49:53.278]  The Sunshine Project broke in 2000.
[01:49:53.698 --> 01:49:55.259]  Plans to spray us with helicopters.
[01:49:56.099 --> 01:49:57.039]  And they do it to the military.
[01:49:57.119 --> 01:50:01.381]  I mean, just Google government test chemicals, biologicals, radiologicals on troops.
[01:50:01.481 --> 01:50:02.081]  Deaths result.
[01:50:03.041 --> 01:50:04.722]  Endgame covers it all, the mainstream news.
[01:50:04.742 --> 01:50:06.043]  I mean, they're just throwing it in our face.
[01:50:06.704 --> 01:50:13.969]  They kill us right in front of our face, and then we sit... They kill the troops that'll be spraying us, and the troops still follow orders and do it.
[01:50:14.650 --> 01:50:16.491]  Police, military, FBI, government.
[01:50:17.612 --> 01:50:18.873]  We were right about the New World Order.
[01:50:18.913 --> 01:50:19.894]  We were right about the banks.
[01:50:19.934 --> 01:50:20.634]  We were right about it.
[01:50:20.654 --> 01:50:21.655]  We're reading their documents.
[01:50:21.755 --> 01:50:22.876]  Please read their documents.
[01:50:22.896 --> 01:50:25.418]  They're all on InfoWars.com and PrisonPlanet.com.
[01:50:25.438 --> 01:50:27.039]  They're all on the guest sites we bring on.
[01:50:27.119 --> 01:50:27.820]  It's the facts.
[01:50:27.880 --> 01:50:28.861]  I wish it wasn't true.
[01:50:29.381 --> 01:50:30.262]  I know it's crazy.
[01:50:31.411 --> 01:50:35.973]  Please, please realize psychopathic eugenicists run the country.
[01:50:35.993 --> 01:50:38.034]  Free transmission starts now at one place.
[01:50:38.154 --> 01:50:42.536]  Infowars.com on the internet screens and back live tomorrow 11 to 3 p.m.
[01:50:42.556 --> 01:50:44.037]  and then back Sunday 4 to 6 p.m.
[01:50:44.457 --> 01:50:45.378]  God bless you all.
[01:50:45.398 --> 01:50:51.481]  Thank you for listening to GCN.
[01:50:51.501 --> 01:50:53.222]  Visit GCNlive.com today.
[01:50:56.667 --> 01:50:58.228]  Hello friends, this is Alex Jones.
[01:50:58.348 --> 01:51:03.010]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:51:03.090 --> 01:51:05.832]  We need to be independent, and food and water is the key.
[01:51:06.052 --> 01:51:08.893]  You'll never have to stand in a bread line if you have your own bread.
[01:51:09.073 --> 01:51:13.796]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:51:14.036 --> 01:51:14.957]  If you simply prepare.
[01:51:15.157 --> 01:51:18.099]  No one is going to take care of your family in the final equation but you.
[01:51:18.399 --> 01:51:25.303]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration or Chinese imports.
[01:51:25.404 --> 01:51:28.526]  And they do it at almost half the cost of last year's grocery prices.
[01:51:28.686 --> 01:51:30.567]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[01:51:33.809 --> 01:51:34.089]  This is
