[00:00:09.119 --> 00:00:10.260]  Kissed a renegade.
[01:47:21.493 --> 01:47:22.353]  GCN.
[01:47:22.673 --> 01:47:24.735]  Great talk radio starts here.
[01:47:24.755 --> 01:47:29.698]  Coming to you from the capital of Texas.
[01:47:30.298 --> 01:47:33.660]  Broadcasting the truth coast to coast and worldwide.
[01:47:34.200 --> 01:47:36.322]  This is the Alex Jones Show.
[01:47:41.274 --> 01:47:48.838]  Hey, Max Keiser, I apologize for making you wait five minutes when we invited you on here, but this is breaking and I wanted to just get that on record.
[01:47:49.438 --> 01:47:51.480]  Again, Max, it isn't just about raising money.
[01:47:52.540 --> 01:47:57.223]  Suddenly, all over, the Marines are at DWI checkpoints, the Army's at mass shootings.
[01:47:57.663 --> 01:48:02.646]  Suddenly, they're putting liaison officers in all the major police departments in the Intelligence Bureau.
[01:48:03.126 --> 01:48:05.147]  This is slow motion martial law.
[01:48:06.101 --> 01:48:14.368]  Yeah, well, when you have an economy like America, which is 70% consumption and something like 10-15% military, you know, you gotta give us something to do.
[01:48:15.149 --> 01:48:19.373]  You know, this is just the business of America is the military and consumption.
[01:48:19.733 --> 01:48:25.998]  So you've got huge health problems with overconsumption, huge economic problems, and you've got your military sitting in your backyard.
[01:48:26.719 --> 01:48:31.083]  Because the economy needs to be re-architected to reflect something else.
[01:48:32.094 --> 01:48:39.221]  This current economic architecture of America, of consumption and militarism, can be changed to reflect something else.
[01:48:39.521 --> 01:48:41.663]  It does not reflect any existential threat.
[01:48:41.863 --> 01:48:45.947]  There's absolutely no reason for the American economy to be consumption and militarism.
[01:48:46.067 --> 01:48:49.911]  It's just a choice made by those who sell consumer products and military products.
[01:48:50.620 --> 01:48:55.864]  To create a country that buys military purchases and consumer products.
[01:48:56.064 --> 01:48:57.205]  Instead, Max!
[01:48:57.365 --> 01:48:58.386]  Instead, Max!
[01:48:58.406 --> 01:48:59.607]  You know, loot for those people.
[01:48:59.647 --> 01:49:01.028]  But it doesn't have to be that way.
[01:49:01.388 --> 01:49:06.592]  There's nothing in the world that nobody... You know, the fact is, America is 5% of the world population.
[01:49:06.873 --> 01:49:08.594]  The GDP is shrinking rapidly.
[01:49:09.034 --> 01:49:10.616]  It has a very high opinion of itself.
[01:49:10.996 --> 01:49:13.238]  You know, who really cares about it anymore?
[01:49:13.278 --> 01:49:15.780]  I mean, the other economies are growing faster.
[01:49:16.000 --> 01:49:18.742]  They're more interesting, they're more dynamic in Asia and the Mideast and Europe.
[01:49:19.222 --> 01:49:25.445]  You know, America thinks, you know, it's becoming kind of a forgotten country at this point, because it just doesn't do that much anymore.
[01:49:25.865 --> 01:49:30.828]  You know, the athletes are all on steroids, the Olympics are fixed, the banking systems are fraud.
[01:49:31.148 --> 01:49:32.028]  Who really thinks about it?
[01:49:32.268 --> 01:49:34.709]  If you leave America, nobody talks about America anymore.
[01:49:34.910 --> 01:49:43.093]  Sure, Barack Obama's a very photogenic guy, and he's great in Europe, and they applaud him, but by this time next week, he will be, you know, forgotten.
[01:49:43.554 --> 01:49:48.076]  And people are going to be focusing on jobs, quality of life, and issues that are important
[01:49:48.596 --> 01:49:55.523]  Within the economies here in Europe that do not feed into consumerism and radical militarization.
[01:49:55.683 --> 01:49:57.145]  That's not what the economy is based in.
[01:49:57.285 --> 01:50:04.091]  Do you remember when the Pentagon wanted to create a hedge fund on when the next terror attack was coming to make money off of it?
[01:50:04.912 --> 01:50:09.677]  Well, if you go back to John Poindexter, he introduced something called the policy analysis market.
[01:50:10.437 --> 01:50:10.758]  Pam.
[01:50:11.437 --> 01:50:16.280]  Which is based on my technology, the virtual specialist technology, which you mentioned at the top of the show.
[01:50:16.701 --> 01:50:21.384]  I have the patented technology for making a market in events, such as is outlined.
[01:50:21.724 --> 01:50:33.873]  And my original intent was to do something with Hollywood, but it got picked up by the Pentagon, and they launched this thing that they tried to, called the Policy Analysis Market, where people could buy and sell securities based on terror attacks.
[01:50:34.744 --> 01:50:37.706]  And my point at that time was that you're just encouraging terror attacks.
[01:50:38.326 --> 01:50:47.330]  It's like the people, you know, not... I don't want to get into the whole 9-11 thing, but, you know, people were making bets on exploding airplanes in the weeks leading up to 9-11.
[01:50:47.550 --> 01:50:55.214]  Obviously, that's true, because the volume of bets against big airlines that they were going to explode was increased 10 to 20 times.
[01:50:56.015 --> 01:51:02.258]  It was no secret that people were making bets against... that what turned out to be they were making bets against themselves.
[01:51:02.952 --> 01:51:09.356]  But you see this type of moral vacuousness where these bankers are actually destroying themselves.
[01:51:09.376 --> 01:51:12.598]  They're destroying their own economy because it becomes psychotic.
[01:51:12.638 --> 01:51:20.462]  The embezzlement and the fraud has run into levels that are beyond just what Mike Milken did back at Jaxso Burnham.
[01:51:20.842 --> 01:51:22.803]  It's become a whole other magnitude.
[01:51:23.984 --> 01:51:32.009]  You have Goldman Sachs, of course, very famously last year, sold bonds to municipalities while at the same time selling short those bonds, attacking their customers.
[01:51:32.589 --> 01:51:42.100]  I have the example of armor, a company called Armor Plating, I think the name is, they make material for soldiers, U.S.
[01:51:42.541 --> 01:51:43.902]  soldiers, and I ran Iraq.
[01:51:44.203 --> 01:51:47.627]  They couldn't raise money last year because the hedge funds were selling the stock short.
[01:51:48.652 --> 01:51:49.653]  They were killing the stock.
[01:51:50.073 --> 01:51:54.177]  They were selling the stock naked, which means you're selling stock that doesn't exist.
[01:51:54.197 --> 01:51:55.258]  You're selling counterfeit stock.
[01:51:55.658 --> 01:51:59.281]  The company couldn't raise any more money, and as a result, of course, U.S.
[01:51:59.321 --> 01:52:06.067]  soldiers were in harm's way, because the hedge funds thought that their profits were more important than the lives of the U.S.
[01:52:06.107 --> 01:52:06.507]  soldiers.
[01:52:07.108 --> 01:52:08.929]  And again, it's the divine right of hedge funds.
[01:52:08.990 --> 01:52:10.531]  It was a company called Force.
[01:52:11.401 --> 01:52:15.105]  Max Keiser, I interrupted you earlier.
[01:52:15.125 --> 01:52:19.570]  I wanted you to finish up with your new website dealing with changing the paradigm.
[01:52:20.270 --> 01:52:22.212]  Yeah, changing paradigm is exactly right.
[01:52:22.573 --> 01:52:25.576]  The site is called piratemyfilm.com.
[01:52:26.157 --> 01:52:31.282]  It gives filmmakers a way to finance their films by pre-selling what I call gold copies.
[01:52:32.119 --> 01:52:41.263]  The people who are then entitled to a percentage of any ad revenues that might be generated once the film is released to the pirate network.
[01:52:42.384 --> 01:52:45.165]  So instead of fighting the pirates, work with the pirates.
[01:52:45.605 --> 01:52:47.966]  Because the copyright so-called pirates
[01:52:48.666 --> 01:52:50.487]  They're being vilified unnecessarily.
[01:52:50.747 --> 01:52:55.430]  All they're doing is stretching the limits of technology and challenging unjust copyright laws.
[01:52:55.710 --> 01:52:59.092]  And they're being, again, caught up in the military in the U.S.
[01:52:59.472 --> 01:53:01.973]  And it's killing intellectual property in the U.S.
[01:53:02.314 --> 01:53:04.175]  It's stifling creativity in the U.S.
[01:53:04.235 --> 01:53:11.198]  To have things on copyright law for 20, 30, 40, 50, lifetime plus 70 years is like having an intellectual lobotomy.
[01:53:11.639 --> 01:53:17.362]  And that's part of the reason America can't think its way out of these problems, because all the good ideas are locked up on corporate balance sheets.
[01:53:17.862 --> 01:53:31.389]  So I say this site, PirateMyFilm.com, it gives filmmakers and creatives a chance to raise money for projects by pre-selling future ad revenue, and it's all based on some of my previous designs and some of my previous websites.
[01:53:32.490 --> 01:53:38.793]  All I have up right now is a splash page, but I'm going to start to introduce more functionality in the very next few days.
[01:53:38.813 --> 01:53:42.555]  Alright, Max Keiser, I got a lot of final questions I want to get to with you.
[01:53:42.575 --> 01:53:44.956]  You know, I talked about how bad will it get,
[01:53:46.751 --> 01:53:49.233]  Let's try to cover that, but first, Barack Obama.
[01:53:50.154 --> 01:54:01.426]  I see him just as a diversion and as a distraction that the establishment is using, while the very same power structure, outside of even his control, just moves forward with their agenda.
[01:54:01.466 --> 01:54:02.087]  Your take on that?
[01:54:02.992 --> 01:54:04.794]  Well, I've been on your show before, Alex.
[01:54:05.034 --> 01:54:07.977]  I said two statements that I want to revisit right now.
[01:54:08.538 --> 01:54:11.661]  Leading up to the Barack Obama election, I said, you know, I'm going to give him the benefit of the doubt.
[01:54:12.201 --> 01:54:18.608]  I'm not going to really come out and be critical of Barack Obama, even though the people in his cabinet look the exact same people as the Bush cabinet.
[01:54:18.628 --> 01:54:19.849]  I'm going to give him the benefit of the doubt.
[01:54:20.270 --> 01:54:23.293]  Now, I've seen what I've seen, and it looks like he's
[01:54:23.733 --> 01:54:36.949]  Totally in the pocket of Wall Street and these guys and I'm absolutely flabbergasted because it doesn't appear as though he's really making any kind of moves to extricate himself from the iron grip of these financial oligarchs.
[01:54:37.029 --> 01:54:38.030]  It kind of saddens me.
[01:54:38.691 --> 01:54:43.437]  The other thing I mentioned on your show a couple of months ago was that there would be a run on the COMEX and the gold market back in December.
[01:54:44.136 --> 01:54:52.060]  That did not happen, but we did just get news that Deutsche Bank was involved in a massive manipulation on the COMEX in the past couple of weeks.
[01:54:52.080 --> 01:54:56.903]  So there's still a lot of fun and games going on in the COMEX, the gold futures markets in New York.
[01:54:57.363 --> 01:55:04.167]  There wasn't a run as I predicted back in December, but there is a lot of skullduggery going on in that market.
[01:55:04.847 --> 01:55:09.689]  Well, to be fair, you said you thought it might happen, but they might be able to manipulate themselves out of it.
[01:55:10.229 --> 01:55:14.231]  I mean, the IMF just announced they're going to sell their gold to try to drive it down again.
[01:55:14.251 --> 01:55:16.692]  So, it's like a beach ball they're trying to hold under.
[01:55:19.824 --> 01:55:21.885]  Okay, going back to Max Keiser right before we end the show.
[01:55:22.365 --> 01:55:26.507]  Max, specifically, you got linked up on Drudge and it made national news in the U.S.
[01:55:26.527 --> 01:55:36.552]  when you made the point on international media that global currency is the establishment, some of them want, the bankers want a new level of the Ponzi scheme.
[01:55:36.912 --> 01:55:39.493]  You made the comment that the United States would not put up with that.
[01:55:41.058 --> 01:55:41.739]  Yeah, exactly.
[01:55:41.759 --> 01:55:43.480]  In other words, the U.S.
[01:55:43.500 --> 01:55:48.143]  dollar, the World Reserve currency, the IMF is mostly made up of dollars in the U.S.
[01:55:48.203 --> 01:55:50.085]  influenced by the World Bank.
[01:55:51.226 --> 01:55:52.106]  The fact that the U.S.
[01:55:52.587 --> 01:56:03.055]  has a World Reserve currency gives it an incredible advantage in global commerce because it can effectively buy things on credit and then when they have to pay out the credit, they just issue more currency.
[01:56:03.895 --> 01:56:06.117]  And that's the advantage of having a Reserve currency.
[01:56:06.237 --> 01:56:09.320]  All other countries in the world, for example, if they want to buy oil,
[01:56:10.632 --> 01:56:18.476]  They first have to buy dollars, because oil is traded exclusively in dollars, gold is traded in dollars, and commodities are traded in dollars.
[01:56:18.596 --> 01:56:22.819]  So, if any other country, like Japan, wants to buy oil, they first have to buy dollars.
[01:56:23.359 --> 01:56:25.580]  And that's what gives incredible support to the dollar.
[01:56:25.820 --> 01:56:26.401]  And the U.S.
[01:56:26.461 --> 01:56:28.222]  gets a commission on every single dollar.
[01:56:28.442 --> 01:56:31.624]  You know, that's a huge business for these bankers, is the commission on dealing in dollars.
[01:56:31.904 --> 01:56:33.264]  So they don't want to get rid of that business.
[01:56:33.344 --> 01:56:35.346]  They don't want to share that business with anyone else.
[01:56:35.386 --> 01:56:37.727]  They don't want any other competing currency.
[01:56:38.453 --> 01:56:42.125]  And, you know, when Iraq was going to start turning oil into euros...
[01:56:43.248 --> 01:56:44.348]  That's when the U.S.
[01:56:44.368 --> 01:56:45.368]  went in, shocking off!
[01:56:45.789 --> 01:56:53.410]  When Iran started talking about trading oil and gas in Euros, oh, we're going to start paper rattling against Iran!
[01:56:54.410 --> 01:57:08.293]  And China is now saying, well, oh, we're going to start trading in something maybe other than dollars, and we're going to do all these bilateral deals, billions, tens of billions of dollars of bilateral deals in Africa using other currencies other than the dollar, and the question is, well, is the U.S.
[01:57:08.313 --> 01:57:08.873]  going to go in there?
[01:57:09.878 --> 01:57:13.840]  And do some kind of military action in Beijing, like they've done in other countries.
[01:57:14.320 --> 01:57:27.086]  And although it may sound at first blush a bit extreme, if you think about a previous empire, which was England, when their counterparty China was not buying their goods,
[01:57:27.646 --> 01:57:31.668]  The English went in with their gunboat and started something called the Opium War.
[01:57:31.768 --> 01:57:36.591]  They got China hooked up on opium, addicted to opium, as a way to defend the British town.
[01:57:36.991 --> 01:57:41.053]  Alright, Max Keiser, Max Keiser, we're gonna end the main radio transmission there.
[01:57:41.794 --> 01:57:43.915]  There goes Max Keiser, I'm Alex Jones signing off.
[01:58:02.374 --> 01:58:03.218]  Yeah.
[01:58:05.583 --> 01:58:09.805]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:09.946 --> 01:58:12.767]  Now you can do even more to hear Genesis shows in your area.
[01:58:12.847 --> 01:58:17.270]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:17.390 --> 01:58:17.930]  It's easy.
[01:58:18.090 --> 01:58:24.654]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:24.714 --> 01:58:25.394]  Make a difference.
[01:58:25.474 --> 01:58:30.838]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:30.858 --> 01:58:31.218]  Call today.
[01:58:35.422 --> 01:58:38.904]  IRS is skimming the wealth of the American people for the Wall Street bankers.
[01:58:39.004 --> 01:58:42.887]  Taxpayers are being raked over the coals and forced to pay for bailout after bailout.
[01:58:42.987 --> 01:58:46.049]  First we went after the Fed, now we're going after the Internal Revenue Service.
[01:58:46.249 --> 01:58:48.771]  On April 15th, the Republic strikes back.
[01:58:48.971 --> 01:58:52.073]  Every zip code, every post office nationwide, one purpose.
[01:58:52.233 --> 01:58:53.274]  Show me the law.
[01:58:53.474 --> 01:58:56.496]  Visit showmethelaw.org and sign up today to get involved.
[01:58:56.696 --> 01:58:59.218]  Action groups are filming now at restoretherepublic.net.
[01:58:59.298 --> 01:59:02.740]  Join us in this national grassroots action to end the federal income tax.
[01:59:02.900 --> 01:59:05.062]  On April 15th, the Republic strikes back.
[01:59:06.002 --> 01:59:13.645]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[01:59:14.085 --> 01:59:15.246]  You need the Paclite.
[01:59:15.686 --> 01:59:23.529]  The Paclite is the longest-lasting flashlight on the market, and simply snaps onto any 9-volt battery, and uses two high-powered LED lights.
[01:59:23.889 --> 01:59:27.070]  It's small enough to carry in your pocket, car, garage, and home.
[01:59:27.471 --> 01:59:31.892]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[01:59:32.292 --> 01:59:33.913]  The Paclite is so durable, so
[01:59:33.933 --> 01:59:38.237]  Soldiers overseas rely on them, and has been featured in the New York Times and Backpacker Magazine.
[01:59:38.658 --> 01:59:42.982]  The Pack Light comes with a 25-year warranty, and prices start at just $12.99.
[01:59:43.323 --> 01:59:50.010]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlight.com.
[01:59:50.330 --> 01:59:53.413]  That address again is 9voltlight.com.
[01:59:53.894 --> 01:59:55.335]  Or, call us today at 877-715-4448.
