[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[00:24:17.273 --> 00:24:20.975]  Or, you know, how is this integration into the world government going?
[00:24:21.155 --> 00:24:27.596]  Well, I think clearly the exposure, Alex, that we've all given to this, you know, your show has been a major influence.
[00:24:28.357 --> 00:24:37.278]  As, you know, the books I've written that you've referenced, we've all made it clear to the American people that the Security and Prosperity Partnership is a North American integration effort.
[00:24:37.318 --> 00:24:49.081]  And the exposure hurt the ability of these secret working groups to, in private, without the public involvement, without transparency, no public representatives at all, close doors.
[00:24:49.815 --> 00:24:57.636]  To set North American administrative rules as a prelude to a European Union style government and even a new currency like the Amaro.
[00:24:58.377 --> 00:25:03.237]  Now also I think the recession, which is a failure of the global economy.
[00:25:04.418 --> 00:25:13.439]  It's going to have a very hard time recovering because so many structural unemployment has created so many jobs in the middle class that are simply gone.
[00:25:13.579 --> 00:25:16.580]  Manufacturing jobs that are not going to return.
[00:25:17.253 --> 00:25:23.015]  Because the multinational corporations have found slaves somewhere in the world that can do those jobs cheaper than Americans.
[00:25:23.855 --> 00:25:32.939]  Now, when you put all this together, the agenda among the globalists is still advancing, and Obama's clearly a globalist.
[00:25:33.019 --> 00:25:42.442]  Remember, Alex, he campaigned, President Obama, when he was campaigning, he had Pennsylvania and Ohio, Michigan, said he was going to renegotiate NAFTA.
[00:25:43.148 --> 00:25:51.475]  He even fired Austin Goolsbee, his economic advisor, who during the campaign went to Canada and said, wink, wink, that's just a campaign promise.
[00:25:52.116 --> 00:26:00.023]  Well, Austin Goolsbee's back in the White House, he's hired, he's part of the administration with the Council of Economic Advisors, and it was always wink, wink.
[00:26:00.743 --> 00:26:09.391]  President Obama very quietly on Sunday, now probably the least newsworthy day of the week, is going to go to Mexico and have this big summit.
[00:26:09.972 --> 00:26:13.577]  Why doesn't he do it on a Tuesday or Wednesday, when it's fully covered?
[00:26:13.997 --> 00:26:14.718]  I was about to say that.
[00:26:14.738 --> 00:26:22.288]  Of course, usually they act like it's the second coming of Christ, when, you know, he even goes for a hamburger to play golf, especially to a foreign country.
[00:26:22.768 --> 00:26:28.435]  But there's almost no coverage of this one Reuters article, some of the stories you've written, this radio show.
[00:26:29.742 --> 00:26:30.503]  I don't know.
[00:26:48.291 --> 00:26:51.233]  More liberal rules on lobbyists writing bills than Bush had.
[00:26:51.693 --> 00:26:53.635]  Secrecy about who visits the White House.
[00:26:54.015 --> 00:26:56.356]  A new level of Cheney-level secrecy.
[00:26:57.417 --> 00:27:00.319]  I mean, lying about the Patriot Act.
[00:27:01.680 --> 00:27:03.321]  Lying about warrantless wiretapping.
[00:27:03.441 --> 00:27:08.244]  I mean, this guy is just... He makes Bill Clinton look honest!
[00:27:08.584 --> 00:27:12.307]  Well, and he's not ruling from the center as Bill Clinton did.
[00:27:13.127 --> 00:27:16.309]  This was my central argument in the abomination.
[00:27:17.557 --> 00:27:25.500]  Far leftist ideologue, who was raised in a Saul Alinsky environment, read his own dreams for my father.
[00:27:25.520 --> 00:27:40.966]  He says his intellectual, formative years were reading Malcolm X, Stokely Carmichael, Black Power, Frantz Fanon, the African anti-colonial writer who was a socialist revolutionary.
[00:27:41.666 --> 00:27:43.407]  This is where Barack Obama comes from.
[00:27:44.190 --> 00:27:56.555]  And to imagine that he was going to keep any of these campaign promises, only people who'd never read Solinsky's Rules for Radicals would imagine that Obama meant anything he was promising during his campaign.
[00:27:57.155 --> 00:28:08.100]  He was saying all of the right things, so people would say, oh, he'll just be another moderate Democrat who will rule from the center, when that couldn't have been less true.
[00:28:08.325 --> 00:28:10.146]  But Dr. Corsi, isn't it more than that?
[00:28:10.186 --> 00:28:11.827]  I mean, isn't that just his left cover?
[00:28:12.227 --> 00:28:15.630]  And I understand he came from that Poverty Pimp Foundation system.
[00:28:15.670 --> 00:28:21.834]  The foundations create that fake, organic, you know, liberal M.O.
[00:28:22.174 --> 00:28:31.460]  to pimp out and control their local slaves and to use them as political weapons to menace the middle class and to submission in the major urban centers.
[00:28:32.220 --> 00:28:34.582]  I mean, isn't Obama getting four times the money of
[00:28:35.600 --> 00:28:40.943]  John McCain, just a total corporate, slick-tongued Harvard lawyer.
[00:28:40.983 --> 00:28:43.284]  I mean, I know you're from Harvard too, but I'm not bashing Harvard.
[00:28:43.504 --> 00:28:46.245]  The point is, isn't he just a corporate shill?
[00:28:46.325 --> 00:28:48.987]  I mean, do you think he really is a communist?
[00:28:49.647 --> 00:28:53.809]  His top advisors come from Wall Street for Barack Obama.
[00:28:53.829 --> 00:28:54.409]  Look at the list.
[00:28:54.429 --> 00:28:58.431]  You've got Goldman Sachs, you've got many of the banks even that were involved in the bailout.
[00:28:59.092 --> 00:29:03.714]  You've got lawyers from top law firms in Washington and New York.
[00:29:04.417 --> 00:29:07.258]  Barack Obama drew money, just like John McCain did.
[00:29:07.298 --> 00:29:08.079]  They both did.
[00:29:08.799 --> 00:29:12.501]  From virtually the same Wall Street banker-lawyer group.
[00:29:13.661 --> 00:29:16.082]  George Soros also funded John McCain.
[00:29:16.703 --> 00:29:22.425]  I wrote that and documented that going back into World Net Daily before the campaign.
[00:29:22.465 --> 00:29:28.708]  Sure, so they own both Fighters in the 5-0 versus... The better one, Wall Street, and Soros, won.
[00:29:28.728 --> 00:29:29.709]  The globalist won.
[00:29:29.989 --> 00:29:32.090]  But you're saying at his core he is a...
[00:29:33.274 --> 00:29:35.735]  He's a leftist, he's a socialist, and in core.
[00:29:36.376 --> 00:29:38.057]  That's what I've always argued.
[00:29:38.577 --> 00:29:45.201]  And when he gets the opportunity to rule the way he wants to rule, he forgets all the campaign promises.
[00:29:46.001 --> 00:29:48.843]  Now it's full steam ahead with the Mexican truck.
[00:29:48.883 --> 00:29:49.983]  They come across the border.
[00:29:50.464 --> 00:29:58.688]  He flies down to Mexico on a stealth agenda on Sunday to hold what should be a Security and Prosperity Partnership meeting.
[00:29:58.728 --> 00:30:01.510]  They haven't taken the website down yet, FPP.gov.
[00:30:02.401 --> 00:30:03.644]  But that's what I'm saying is that...
[00:30:10.615 --> 00:30:13.117]  He's got goons everywhere beating people up.
[00:30:13.137 --> 00:30:17.540]  The reports are confirmed out of Missouri, New York, California, Texas.
[00:30:18.160 --> 00:30:22.583]  I mean, he really does want an army of Obamanoids out there knocking people in the head.
[00:30:22.603 --> 00:30:32.210]  This guy, I mean, I know you and Webster Tarbley and many others said he would do this, but to actually see brown shirts in America,
[00:30:32.890 --> 00:30:39.935]  To actually see them running around beating everybody up and police on the news saying don't talk bad about Obama or we'll arrest you.
[00:30:40.236 --> 00:30:44.038]  Do you ever feel like you're going to wake up in a Twilight Zone or Outer Limits episode, Dr. Tarpon?
[00:30:44.058 --> 00:30:54.466]  Sometimes it does feel bad, but you know, I said that the community organizers and you've got to realize, Alex, I've been dealing with the leftist community organizers back to the 1960s.
[00:30:55.868 --> 00:30:58.569]  For me, this is four decades of fighting this issue.
[00:30:59.029 --> 00:31:01.490]  But now they're not the hippies on the street.
[00:31:01.870 --> 00:31:04.611]  So now they're not the hippies on the street, they're now the police.
[00:31:04.911 --> 00:31:15.234]  They grew up, they put on business suit, they got into the power establishment, and it's okay now for them to take billions of taxpayer money and give it to ACORN.
[00:31:15.894 --> 00:31:20.416]  Billions to make sure that they can still community organize from the far left.
[00:31:21.356 --> 00:31:23.757]  But if anybody, including ordinary citizens,
[00:31:24.471 --> 00:31:26.152]  Grandparents show up at these meetings.
[00:31:26.252 --> 00:31:30.113]  Not organized, not paid for, not professional agitators.
[00:31:30.853 --> 00:31:51.820]  Then what happens is the Obama people demonize these senior citizens and others attending the town hall meetings, and they send out the SEIU and other left-funded community organizing groups or unions or Obama supporters of one kind or another to harass, beat up, and cause trouble, disrupt
[00:31:52.441 --> 00:31:59.926]  The ability of ordinary middle class Americans to go to these town halls and to express their grievances.
[00:32:01.667 --> 00:32:03.948]  That's what the left has always done.
[00:32:04.489 --> 00:32:09.512]  The Obama far left community organizer is not about free speech.
[00:32:10.052 --> 00:32:13.394]  It's a Chicago big city machine enforcer?
[00:32:13.994 --> 00:32:19.598]  Yes, and with the background of a socialist ideology.
[00:32:20.250 --> 00:32:24.651]  That if you do not agree with, you're by definition an enemy of the state.
[00:32:25.032 --> 00:32:31.133]  Well, that's what they were saying, is they ran up to this black guy on video and said, how can a black guy be against Obama?
[00:32:31.173 --> 00:32:33.874]  And then called him the N-word and punched him in the nose.
[00:32:34.735 --> 00:32:35.455]  Well, that's the thing.
[00:32:35.495 --> 00:32:48.339]  I mean, the whole issue is the race, you know, you'd read Paul Krugman today in the New York Times, and so the middle class people attending these town hall meetings are defined by Paul Krugman as racist.
[00:32:48.951 --> 00:32:50.872]  Anybody who objects to Barack Obama is racist.
[00:32:51.713 --> 00:32:59.818]  But yet, if you want to advance that argument, the expectation from the left is that they're going to get 100% of the African-American vote.
[00:33:00.579 --> 00:33:07.583]  And any African-American who dares be conservative and object to Barack Obama is going to get doubly demonized by the left.
[00:33:07.923 --> 00:33:12.686]  Well, I was reading the Post-Dispatch and other articles and made a slight mistake.
[00:33:12.726 --> 00:33:17.549]  They did arrest a reporter who didn't deserve to be arrested, and they did arrest some of the people who were against
[00:33:20.262 --> 00:33:27.545]  Against what Obama's doing with health care, but they also did arrest one of the people that did assault the innocent Tea Party person.
[00:33:27.585 --> 00:33:30.447]  So the police did appear to do a better job.
[00:33:30.767 --> 00:33:31.827]  So, so, so good for them.
[00:33:31.847 --> 00:33:38.771]  The police are usually, I mean, my experience with the police in America is the police are doing their best to try to preserve order.
[00:33:38.791 --> 00:33:42.272]  The police are trying to maintain a peaceful situation.
[00:33:42.692 --> 00:33:44.793]  So there you go, as I saw, even with the FBI,
[00:33:46.471 --> 00:33:54.974]  Protesters causing trouble at a couple of these rallies over the last couple of days, the police have done everything they can just to quiet things down and to be even-handed.
[00:33:55.614 --> 00:34:07.599]  But the police are being put into an untenable situation if the far left is going to call out its thugs to try to disrupt these meetings so that they appear to have been disruptive from the beginning.
[00:34:08.246 --> 00:34:08.586]  They're not.
[00:34:08.606 --> 00:34:09.707]  These are angry people.
[00:34:25.612 --> 00:34:26.353]  Just incredible.
[00:34:26.393 --> 00:34:28.034]  I mean, it's incredible how they distort.
[00:34:28.554 --> 00:34:31.296]  And meanwhile, I'm sure you've seen all the articles.
[00:34:31.316 --> 00:34:32.297]  We have a CNN piece.
[00:34:32.617 --> 00:34:39.862]  They're saying the Obama joker picture is racist when all it's showing is a psychopathic lying criminal.
[00:34:41.209 --> 00:34:49.891]  And the very magazine that showed George Bush as a vampire... Well, they did a Joker picture of George W. Bush, too, and no one on the left objected to that, that I can recall.
