[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[00:23:39.171 --> 00:23:44.555]  And you get a massive discount on top of the one already offered, and of course that's available on our other products as well.
[00:23:44.595 --> 00:23:49.158]  That is BODYS, whole body support, available right now at infowarsstore.com.
[00:23:49.978 --> 00:23:59.041]  Along with those other huge 50% discounts, 50% plus in some cases, including on the Super Blue Fluoride Free Toothpaste.
[00:23:59.242 --> 00:24:05.144]  Support this network, it's more important than ever before, by getting the products at InfowarsStore.com.
[00:24:05.984 --> 00:24:09.745]  Now I was talking before the break about this new Clint Eastwood movie, the 1517 to Paris.
[00:24:12.094 --> 00:24:14.415]  Released at the same time as Black Panther.
[00:24:14.435 --> 00:24:17.136]  Now, I'm not saying that it's on the same level as Black Panther.
[00:24:17.176 --> 00:24:19.837]  Obviously, Black Panther's a huge Marvel blockbuster.
[00:24:19.857 --> 00:24:24.339]  It's got a giant budget, probably like 10, 15 times bigger than Clint Eastwood's.
[00:24:25.023 --> 00:24:34.312]  But this is a movie that interested me because the original story interested me and because the three main actors are the real heroes who stopped the actual terrorist.
[00:24:34.332 --> 00:24:40.257]  I mean, I'm not going to expect Oscar-level acting skills from them, but that's not why the movie is being denounced.
[00:24:40.737 --> 00:24:46.763]  It's being denounced because they don't treat the terrorist with enough kid gloves and enough sympathy.
[00:24:47.330 --> 00:24:55.377]  The Daily Beast, a reviewer at The Daily Beast, stated the film was, quote, more mind-numbing than his empty chair speech, and called it a stunning misfire.
[00:24:55.757 --> 00:25:10.369]  Of the terrorists, said The Daily Beast, as for the villain in question, Eastwood primarily films his hands, sneakers, arms and back, all as means of making him some sort of faceless existential threat, a symbolic vehicle for Stone's greater purpose.
[00:25:11.368 --> 00:25:20.078]  Now of course, why they did that is because they want all the attention, all the glory to go to the actual American heroes that stopped the terrorists.
[00:25:20.118 --> 00:25:23.101]  That's why they don't endlessly focus on the terrorist himself.
[00:25:23.822 --> 00:25:25.824]  But the Pittsburgh Post-Gazette Review
[00:25:26.593 --> 00:25:30.254]  Lamented the exclusion of quote, any hint of the terrorist motivation.
[00:25:30.715 --> 00:25:36.777]  So again, they're more interested in the excuses as to why the terrorists carried out the attack.
[00:25:36.817 --> 00:25:40.799]  Maybe it was, you know, France's involvement in the war against ISIS or whatever.
[00:25:41.079 --> 00:25:43.520]  But again, that's not what the focus of the movie was about.
[00:25:44.100 --> 00:25:46.381]  The focus of the movie is about the heroes.
[00:25:47.105 --> 00:25:53.875]  That literally triggered all these far left reviewers because we can't have American heroes being depicted as American heroes.
[00:25:54.396 --> 00:26:02.568]  There has to be some kind of divisive wedge issue or some kind of identity politics obsession inserted into every single movie.
[00:26:03.126 --> 00:26:13.129]  I mean, they're now saying the BAFTAs, which is the UK Film Awards, if they don't have a diversity message in the movie by 2019, it's not going to be even considered for an award.
[00:26:13.469 --> 00:26:24.373]  It's literal re-education brainwashing to the point where if these movies don't pass purity tests, if they don't fawn to left-wing dogmas, to left-wing obsession with identity politics,
[00:26:24.813 --> 00:26:26.414]  They're going to get bad reviews.
[00:26:26.875 --> 00:26:38.523]  I mean that is the ultimate kind of communist system where all the art has to be filtered, all the movies has to be filtered through this government censor before it can even be commented on in any kind of neutral way.
[00:26:38.804 --> 00:26:39.744]  I mean that is chilling.
[00:26:40.365 --> 00:26:45.929]  Even the Daily Mail wrote, which is a you know typically right-wing publication, wrote about this movie.
[00:26:46.747 --> 00:26:55.177]  The Clint Eastwood movie that is three heroes, quote, in that sacred American way, their Christianity is not incompatible with an obsession with firearms.
[00:26:56.139 --> 00:27:03.808]  Continued, the narrative throbs with Eastwood's conviction, shared as we know by President Trump, that the best way to stop a bad guy with a gun is a good guy with a gun.
[00:27:04.548 --> 00:27:16.076]  So they can't tolerate for a second the message that in some cases terrorists, mass murderers, are stopped by responsible people with firearms.
[00:27:16.516 --> 00:27:25.402]  So on that basis alone, because it doesn't pass the purity test of these far-left publications, they gave it a negative review.
[00:27:26.183 --> 00:27:32.027]  So this is the whole situation right now where if you don't bow and scrape and grovel and genuflect
[00:27:32.577 --> 00:27:40.147]  To all these left-wing ideologues, these left-wing dogmas, you're not even going to get a fair hearing on any kind of art, on any kind of movie.
[00:27:40.447 --> 00:27:51.521]  And that's fundamentally bad for society, because it encourages people to make boring crap that's not driven by plot, but driven by, again, fawning obsequiousness to these left-wing dogmas.
[00:27:51.861 --> 00:27:56.565]  That's always going to produce boring, stale, samey, predictable content.
[00:27:56.945 --> 00:28:03.850]  And that's exactly what's starting to happen now in the rest of Hollywood, which is why their box office income has plummeted.
[00:28:04.350 --> 00:28:05.872]  We've seen the figures.
[00:28:05.892 --> 00:28:09.154]  They had the worst summer last year for about 10, 15 years.
[00:28:10.789 --> 00:28:22.122]  Even though there's more people going to the movies because the population is far greater than it was 15 years ago, but still income is down because people are turning away from this social justice indoctrination.
[00:28:22.582 --> 00:28:25.686]  We also see that with the NFL of course, people are turning away from that.
[00:28:26.086 --> 00:28:31.953]  The polls on the NFL said that people were turning off because they don't want politics in their sports.
[00:28:32.697 --> 00:28:43.882]  I mean, that's why when Vince McMahon launched the alternative to the NFL, the XFL, he made a point of saying we're not going to have politics constantly inserted, injected into everything.
[00:28:44.202 --> 00:28:54.246]  People are sick of it, but the left-wing intelligentsia is not sick of it, and that's why they're panning Clint Eastwood's movie, because he dares to portray authentic Americana.
[00:28:55.247 --> 00:28:58.068]  We will be back on the Alex Jones Show in the next segment.
[00:28:58.088 --> 00:28:59.669]  Breaking news at Infowars.com.
[00:28:59.689 --> 00:29:00.109]  Now go away.
[00:29:04.480 --> 00:29:08.923]  Melatonin's on average $19, $19.95 a bottle, and a lot of it's not even organic type.
[00:29:09.144 --> 00:29:13.847]  I talked to the big organic producer companies that we have making it, and I said, how much money is really in that?
[00:29:14.448 --> 00:29:20.312]  They said, on average, about maybe $1 a melatonin, and then the container costs $0.50 or so, or less.
[00:29:20.712 --> 00:29:33.302]  And I said, so I can put the same amount of melatonin in, just make it a bigger capsule that's powdered so you have to absorb it, and then add L-tryptophan, valerian root, lemon balm, chamomile, and then you get a sleep.
[00:29:34.062 --> 00:29:42.748]  Unlike other systems, I mean, Randall Wilhite, his name is on the Texas Family Code, the last four or five issues, and he writes the Texas Law of the Family Code.
[00:29:42.768 --> 00:29:44.670]  He's one of the top family law lawyers in the country.
[00:29:45.010 --> 00:29:46.111]  The point is, he's a smart guy.
[00:29:46.131 --> 00:29:47.432]  He doesn't smoke marijuana.
[00:29:47.612 --> 00:29:48.793]  He doesn't drink anything.
[00:29:48.933 --> 00:29:50.474]  He goes, man, I gotta really thank you.
[00:29:50.994 --> 00:29:52.595]  I am sleeping eight hours through the night.
[00:29:52.615 --> 00:29:54.395]  I only have to take one knockout.
[00:29:54.755 --> 00:29:57.357]  I've gone and showed, you know, UT Science this and everything else.
[00:29:57.397 --> 00:29:58.257]  This is insane.
[00:29:58.677 --> 00:30:00.298]  I said, yeah, you look 10 years younger.
[00:30:00.538 --> 00:30:03.099]  He said, oh yeah, it's just, I'm off all the sleep drugs.
[00:30:03.539 --> 00:30:05.080]  He says, this is totally free.
[00:30:05.100 --> 00:30:06.941]  But he goes, do you know what it is in there?
[00:30:06.961 --> 00:30:08.801]  And I said, it's the synergy of it.
[00:30:09.682 --> 00:30:15.604]  Of the chamomile, the lemon balm, the L-tryptophan, the valerian root, the melatonin, and several other ingredients.
[00:30:15.844 --> 00:30:17.185]  All just moderate dose.
[00:30:18.712 --> 00:30:26.700]  They're all the recommended dose, and they just fuse together, and whatever they do chemically in the brain, that Mother Nature, God gave us a Mother Nature, is incredible.
[00:30:26.740 --> 00:30:29.123]  So, that's available at InfoWarsTore.com or 888-253-3139.
[00:30:29.163 --> 00:30:30.304]  But thank you for committing.
[00:30:34.358 --> 00:30:37.200]  To get the great products, the books, the films, the t-shirts, you name it.
[00:30:37.560 --> 00:30:40.182]  But it takes selling a lot of stuff to be able to fund this.
[00:30:40.202 --> 00:30:44.965]  We're not like raiding countries like George Soros and stealing millions and then, you know, funding race war.
[00:30:45.445 --> 00:30:51.569]  It's just selling t-shirts, selling books, selling films and, you know, just hustling to be able to get high quality products out.
[00:30:51.589 --> 00:30:54.691]  So you have a great response and reorder, reorder, reorder, reorder.
[00:30:55.031 --> 00:30:56.352]  It's called reap what you sow.
[00:31:03.144 --> 00:31:07.406]  Maximize your potential and take your body back with Super Male Vitality.
[00:31:08.486 --> 00:31:12.928]  We're breaking the conditioning and fighting back against the globalist's war on male vitality.
[00:31:13.648 --> 00:31:21.851]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world and then concentrated for maximum potency.
[00:31:23.001 --> 00:31:29.047]  Super Male Vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[00:31:29.728 --> 00:31:32.771]  Info Wars Life wants to bring you the highest quality products.
[00:31:34.033 --> 00:31:41.620]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[00:31:43.087 --> 00:31:45.991]  Support your body and mind and take yourself to the next level.
[00:31:46.672 --> 00:31:49.235]  Boost your vitality and energize your life.
[00:31:50.457 --> 00:31:51.578]  Take control of your body.
[00:31:51.898 --> 00:31:56.144]  Grab a bottle of Super Male Vitality today at infowarslife.com.
[00:31:56.985 --> 00:31:58.847]  That's infowarslife.com.
[00:32:02.907 --> 00:32:04.268]  Clean, pure drinking water.
[00:32:04.548 --> 00:32:05.829]  You can't survive without it.
[00:32:06.029 --> 00:32:06.929]  But where do you get it?
[00:32:07.229 --> 00:32:12.993]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:32:13.233 --> 00:32:18.936]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:32:19.136 --> 00:32:36.020]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:32:36.400 --> 00:32:38.521]  Filter capacity up to 5,000 gallons.
[00:32:38.881 --> 00:32:40.082]  Stainless steel construction.
[00:32:40.342 --> 00:32:41.123]  Easy assembly.
[00:32:41.383 --> 00:32:42.003]  Low maintenance.
[00:32:42.303 --> 00:32:44.124]  Replacement filters are simple to install.
[00:32:44.384 --> 00:32:51.528]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:32:51.668 --> 00:32:56.711]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:32:56.871 --> 00:32:59.432]  Go to InfowarsStore.com or call 888-253-3139.
