[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[00:27:48.676 --> 00:27:50.636]  We suck!
[00:27:50.636 --> 00:27:51.676]  Stay demoralized!
[00:27:51.676 --> 00:27:53.117]  Stay on assistance!
[00:27:53.117 --> 00:27:54.217]  Never get off welfare!
[00:27:54.217 --> 00:27:55.397]  I control you!
[00:27:55.397 --> 00:27:56.097]  Keep down!
[00:27:56.097 --> 00:27:57.397]  You're a nobody!
[00:27:57.397 --> 00:27:59.918]  Super negative crap!
[00:27:59.918 --> 00:28:02.238]  That is the poison of these people.
[00:28:02.238 --> 00:28:05.379]  You get around Democrats, you go to their events, they're all like this.
[00:28:06.715 --> 00:28:10.416]  They're either desperate, scared, poor people that a bunch of rich elitists look down on.
[00:28:10.416 --> 00:28:17.118]  I was telling my wife that Democrats in Congress historically have about 80% of the wealth.
[00:28:17.118 --> 00:28:19.459]  Democrats in Congress, they have most of the wealth.
[00:28:19.459 --> 00:28:20.260]  They're the rich people.
[00:28:20.260 --> 00:28:20.800]  She goes, really?
[00:28:20.800 --> 00:28:22.360]  I thought they were the party of poor people.
[00:28:22.360 --> 00:28:23.161]  I go, no.
[00:28:23.161 --> 00:28:25.841]  They're the party of keeping you poor.
[00:28:25.841 --> 00:28:27.382]  Almost every billionaire is a Democrat.
[00:28:28.914 --> 00:28:30.155]  All of them.
[00:28:30.155 --> 00:28:33.077]  Carlos Slim, the Mexican kingpin, made $5 billion off U.S.
[00:28:33.077 --> 00:28:34.859]  taxpayers for Obama phones.
[00:28:34.859 --> 00:28:36.520]  It's all a big kickback scheme.
[00:28:36.520 --> 00:28:37.781]  It's all a big scam.
[00:28:37.781 --> 00:28:42.665]  They are trying to suppress you and tell you you're ugly and you're a piece of crap and make you fight with each other.
[00:28:42.665 --> 00:28:47.009]  It's in the WikiLeaks that they want to demoralize us and have race conflict.
[00:28:47.009 --> 00:28:48.250]  They're monsters!
[00:28:48.250 --> 00:28:49.371]  They're scum!
[00:28:49.371 --> 00:28:50.491]  They're filth!
[00:28:50.491 --> 00:28:51.953]  My God, they're the enemy!
[00:28:51.953 --> 00:28:56.857]  They are the enemy and they're planting false flags against themselves to be the victim!
[00:28:56.857 --> 00:28:58.218]  They're monster criminals!
[00:28:59.198 --> 00:29:01.839]  Hunters, anglers, campers and survivalists.
[00:29:01.839 --> 00:29:02.959]  Get back to nature.
[00:29:02.959 --> 00:29:10.241]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:29:10.241 --> 00:29:13.661]  Slingbow products are compact and models start from just $17.98.
[00:29:13.661 --> 00:29:17.222]  They're perfect for your bug out bag or storing in your vehicle.
[00:29:17.222 --> 00:29:21.383]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:29:21.383 --> 00:29:25.964]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:29:25.964 --> 00:29:28.625]  Feel the thrill only at slingbow.com.
[00:29:28.945 --> 00:29:32.566]  Who has the only raw living whole plant hemp CBD extract in the world?
[00:29:32.566 --> 00:29:33.626]  MetaHemp Solutions.
[00:29:33.626 --> 00:29:36.867]  A radically innovative approach to hemp CBDs for exceptional results.
[00:29:36.867 --> 00:29:37.288]  Why?
[00:29:37.288 --> 00:29:40.549]  Because they contain absolutely all the elements present in the original plant.
[00:29:40.549 --> 00:29:46.170]  All our hemp CBD products are independently lab tested for potency and purity and manufactured in our FDA registered facility.
[00:29:46.170 --> 00:29:46.790]  Try it today.
[00:29:46.790 --> 00:29:49.171]  10% off with coupon code GCM10.
[00:29:49.171 --> 00:29:49.491]  Call 833-858-7500.
[00:29:49.491 --> 00:29:49.731]  That's 833-858-7500.
[00:29:49.731 --> 00:29:51.272]  Or buy MetaHemp Solutions today at METAHempSolutions.com.
[00:29:51.272 --> 00:29:52.192]  That's MetaHempSolutions.com.
[00:30:00.179 --> 00:30:07.879]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[00:30:07.879 --> 00:30:08.361]  It's you!
[00:30:09.451 --> 00:30:11.952]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[00:30:11.952 --> 00:30:13.272]  You are the info war.
[00:30:13.272 --> 00:30:16.233]  And now because of their intensifying censorship, it's more important than ever
[00:30:30.598 --> 00:30:32.079]  We are the renaissance, and we are winning!
[00:31:00.260 --> 00:31:02.601]  InfoWars Life is launching its newest product.
[00:31:02.601 --> 00:31:04.761]  We're really, really proud of it.
[00:31:04.761 --> 00:31:08.682]  It's a best source prebiotic fiber.
[00:31:08.682 --> 00:31:20.185]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[00:31:20.185 --> 00:31:29.307]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[00:31:29.787 --> 00:31:35.574]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[00:31:35.574 --> 00:31:41.020]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[00:31:41.020 --> 00:31:43.282]  And I'm doing this to introduce these products to you.
[00:31:43.282 --> 00:31:45.284]  Bought these, sold out in a month.
[00:31:46.284 --> 00:31:49.567]  Uh, strongest concentrated turmeric formula we could come up with.
[00:31:49.567 --> 00:31:51.589]  It sold out for another month and a half.
[00:31:51.589 --> 00:31:54.912]  We sold it at 50% off till it sold out.
[00:31:54.912 --> 00:31:57.435]  And I think it's gonna be the same way with this fiber.
[00:31:57.435 --> 00:31:59.677]  Get yours today at fullwarslife.com.
[00:32:00.233 --> 00:32:02.574]  Fueling your body is hard work.
[00:32:02.574 --> 00:32:08.336]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:32:08.336 --> 00:32:16.779]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:32:16.779 --> 00:32:19.000]  There's no better way to power your body.
[00:32:19.520 --> 00:32:26.407]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:32:26.407 --> 00:32:36.897]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:32:37.558 --> 00:32:45.022]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:32:45.022 --> 00:32:51.165]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:32:51.165 --> 00:32:55.008]  Don't miss out on the chance to fuel your body and support recovery.
[00:32:55.008 --> 00:33:03.772]  Try the InfoWars Life Daily Digestive Pack today!
[00:33:03.772 --> 00:33:06.474]  You're listening to the Alex Jones Show.
[00:33:14.844 --> 00:33:17.505]  Waging war on corruption.
[00:33:17.505 --> 00:33:23.628]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:23.628 --> 00:33:39.174]  Okay, folks, I've got to get to the news today, because I didn't get to a lot of it the last few days, because we've been under such attack, and that's been one of the top stories in the country for two weeks, that we're under massive censorship attack, and that it's draconian, and that it's meant for everybody.
[00:33:40.459 --> 00:33:50.906]  I need to get into massive acid attacks in the UK, massive rape attacks all over Sweden, Europe, thousands of cars being burned, people being stabbed, murdered.
[00:33:50.906 --> 00:34:00.592]  This is all Islamic Jihad, but the media is covering it up and they're arresting people that point out that it's Al-Qaeda related and ISIS related.
[00:34:00.592 --> 00:34:08.237]  They are now taking people off their credit card companies here in the US if they are pro-Israel or speak out against Jihad.
[00:34:09.943 --> 00:34:13.364]  Whether you're for Israel or not, people have a right to be pro-Israel, right?
[00:34:13.364 --> 00:34:14.624]  Like Jihad Watch.
[00:34:14.624 --> 00:34:17.385]  This is really, really dangerous.
[00:34:17.385 --> 00:34:21.685]  And I told everybody that I was only the first domino.
[00:34:21.685 --> 00:34:27.047]  Even Politico has the headline that just came out yesterday.
[00:34:27.047 --> 00:34:28.267]  I hadn't seen this.
[00:34:28.267 --> 00:34:30.607]  Welcome to the new era of digital censorship.
[00:34:30.607 --> 00:34:33.768]  It's dangerous to ask tech companies to decide what's legitimate free speech.
[00:34:36.567 --> 00:34:47.590]  And they admit, and now others are admitting, and I know some big names are about to come public in defense of Infowars very strongly, because folks understand what's happening.
[00:34:47.590 --> 00:34:48.730]  And I'm going to explain it one more time.
[00:34:48.730 --> 00:34:52.331]  I'm going to do it in the next segment, because I want to lay all this out.
[00:34:52.331 --> 00:34:58.393]  The EU has fined tens of billions of dollars against U.S.-based tech giants.
[00:34:58.393 --> 00:35:04.535]  To get out of that, they're just moving to China, where the EU never even tries to enforce stuff, because the Chinese ignore it.
[00:35:06.109 --> 00:35:15.234]  So by creating that vacuum, Congress has allowed China and has allowed the EU particularly to take control of our Internet.
[00:35:15.234 --> 00:35:18.897]  We're now going under their policies.
[00:35:18.897 --> 00:35:23.239]  And I'm going to continue to lay it out in reports here on air, but it's in the news!
[00:35:23.239 --> 00:35:32.685]  So Congress must act under national security issues to have an Internet Bill of Rights and to say we're going to follow our own rules here and these companies that have operated like
[00:35:33.607 --> 00:35:40.789]  Utilities, and have said that they are monopolies, and have said that they are the open soapbox, digital soapbox, and the Democrats admit.
[00:35:40.789 --> 00:35:42.769]  Take Jones out of the digital soapbox.
[00:35:42.769 --> 00:35:44.310]  Take him out of the town square.
[00:35:44.310 --> 00:35:45.330]  Silence him.
[00:35:45.330 --> 00:35:46.650]  Congressmen have said it.
[00:35:46.650 --> 00:35:48.791]  Senators have said it, that are quarterbacking it.
[00:35:48.791 --> 00:35:53.332]  Do you understand that?
[00:35:53.332 --> 00:35:54.192]  We have the reports.
[00:35:54.192 --> 00:35:54.952]  It's all admitted.
[00:35:54.952 --> 00:36:01.074]  In fact, you guys pulled me yesterday, Shtack, where I had all the articles with the Congress and Senators saying, don't just silence Jones, silence everyone.
[00:36:02.881 --> 00:36:05.963]  And then the Republicans go, we're a free market, companies can do whatever they want.
[00:36:05.963 --> 00:36:10.126]  These are things bigger than the country combined.
[00:36:10.126 --> 00:36:19.371]  You add Apple and Google and Twitter and Facebook and another 20-something companies together, you're talking about a GDP close to the country.
[00:36:19.371 --> 00:36:21.673]  You're talking about the infrastructure of how people communicate.
[00:36:21.673 --> 00:36:27.857]  I understand the average congressperson is like 70 and still uses landlines and stuff, but baby, that ain't how we're talking.
[00:36:28.899 --> 00:36:31.780]  Well, you have a right to use a telegraph if you want, Jones.
[00:36:31.780 --> 00:36:32.541]  Really?
[00:36:32.541 --> 00:36:38.283]  They're trying to get Akamai that we've used for five, six years and paid millions of dollars.
[00:36:38.283 --> 00:36:41.805]  They've had a mutiny inside Akamai.
[00:36:41.805 --> 00:36:45.527]  Telling them, don't let us buy services to stream our own video.
