[00:00:01.414 --> 00:00:05.856]  The answer to 1984 is 1776.
[01:42:26.070 --> 01:42:31.677]  So I thought, hey, you know, first, this isn't a coincidence because you know how it goes, you know.
[01:42:31.677 --> 01:42:37.164]  So I thought maybe if I delete the app and then re-download it, I could get it without any bugs.
[01:42:37.164 --> 01:42:40.488]  Oh, but then you deleted it and they removed it, so now you can't get it.
[01:42:41.255 --> 01:42:42.597]  No, I cannot get it.
[01:42:42.597 --> 01:42:45.061]  And it's just like, okay.
[01:42:45.061 --> 01:42:54.495]  I think that Tyler is on to something which people seeing the app removed is the straw, is the awakening moment.
[01:42:54.495 --> 01:42:56.338]  Like, wow, this really is crazy.
[01:42:57.159 --> 01:42:58.079]  We knew it was coming.
[01:42:58.079 --> 01:42:59.960]  The whole thing was formulaic.
[01:42:59.960 --> 01:43:13.964]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia, and then voila!
[01:43:14.204 --> 01:43:24.268]  Two weeks later, banned InfoWars completely off of dozens of major platforms where we were all in the top 5 or top 10 news feeds.
[01:43:24.268 --> 01:43:33.132]  Go to InfoWars.com forward slash show, subscribe to the free podcast, just click on the link, whatever you're subscribing to your podcast in, it'll pop up there.
[01:43:33.812 --> 01:43:43.278]  It's also critical to go to Infowars.com forward slash newsletter and give us your email so that we can stay in contact with you and send you videos and articles on our own platform.
[01:43:43.278 --> 01:43:55.406]  But whatever you do, tell folks about Infowars.com forward slash show, how they can download the free Android and iPhone apps, how they can then reach out to others with the information and point out this is the verboten info.
[01:43:55.406 --> 01:43:57.028]  This is what they don't want you to see.
[01:43:57.028 --> 01:44:03.612]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[01:44:04.693 --> 01:44:08.474]  It's you that has defeated Hillary and the globalists.
[01:44:08.474 --> 01:44:17.179]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[01:44:17.179 --> 01:44:21.761]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[01:44:21.761 --> 01:44:23.222]  You are the info war.
[01:44:23.222 --> 01:44:26.744]  And now, because of their intensifying censorship, it's more important than ever
[01:44:27.424 --> 01:44:38.806]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[01:44:38.806 --> 01:44:46.787]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[01:44:46.787 --> 01:44:53.829]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[01:44:53.829 --> 01:44:56.569]  We are the renaissance and we are winning!
[01:45:00.602 --> 01:45:10.008]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:45:10.008 --> 01:45:21.435]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:45:21.435 --> 01:45:25.838]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's
[01:45:26.038 --> 01:45:26.839]  We're good to go.
[01:46:02.120 --> 01:46:07.822]  Years ago, InfoWarsLife created the powerful MycoZX formula to help you combat internal yeast.
[01:46:07.822 --> 01:46:15.704]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:46:15.704 --> 01:46:18.845]  MycoZX Plus is the result of the search for that formula.
[01:46:19.045 --> 01:46:24.328]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:46:24.328 --> 01:46:27.110]  There's no better product to help your body fight back.
[01:46:27.110 --> 01:46:36.075]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:46:36.135 --> 01:46:42.379]  It's powered by an impressive list of ingredients, including grapefruit seed extract, pau d'arco bark, and grapeseed extract.
[01:46:42.379 --> 01:46:48.102]  Our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[01:46:48.102 --> 01:46:52.925]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:46:52.925 --> 01:47:00.750]  That's InfoWarsLife.com.
[01:47:00.750 --> 01:47:03.372]  You're listening to the Alex Jones Show.
[01:47:17.396 --> 01:47:24.338]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:47:24.338 --> 01:47:28.019]  And now, your host, Owen Troyer.
[01:47:28.019 --> 01:47:38.001]  And we're in the final segment here, but Alex Jones is coming up live at 6.30 at Infowars.com slash show.
[01:47:39.048 --> 01:47:42.469]  Because that is the last platform we have.
[01:47:42.469 --> 01:47:49.570]  We have been banned everywhere else from doing a live broadcast because we're too powerful.
[01:47:49.570 --> 01:47:51.490]  So tell your friends, tell your family.
[01:47:51.490 --> 01:47:53.811]  Infowars.com slash show.
[01:47:53.811 --> 01:47:55.891]  Alex Jones coming back live on a Sunday night.
[01:47:55.891 --> 01:47:59.832]  630 Central.
[01:47:59.832 --> 01:48:02.372]  Infowars.com slash show.
[01:48:02.372 --> 01:48:08.013]  The most banned individual in modern day history.
[01:48:08.985 --> 01:48:10.466]  Alex Jones.
[01:48:10.466 --> 01:48:14.389]  The test case for internet unhumaning.
[01:48:14.389 --> 01:48:16.370]  Alex Jones.
[01:48:16.370 --> 01:48:34.664]  And with a big story like Syrian strikes coming up, they can't have Alex Jones with the ability to go live and break into the Matrix to tell you the truth about what's going on in Syria, so they just have to ban him so that you get lied to about foreign wars and that you support more foreign interventions.
[01:48:39.142 --> 01:48:39.602]  Incredible.
[01:48:39.602 --> 01:48:42.004]  Alright, let's go back out to the phone line now.
[01:48:42.004 --> 01:48:44.586]  You've got Andreas calling in from Phoenix.
[01:48:44.586 --> 01:48:45.246]  Go ahead, Andreas.
[01:49:09.318 --> 01:49:10.520]  People will see you wearing it.
[01:49:10.520 --> 01:49:13.143]  They'll come up to you and say, hey, you're listening in for Alex Jones Show.
[01:49:13.143 --> 01:49:15.487]  Let's exchange numbers when there's something going on in town.
[01:49:15.487 --> 01:49:16.568]  Let's get together.
[01:49:16.568 --> 01:49:18.411]  I think it's super, super important.
[01:49:19.574 --> 01:49:20.314]  Forget the airwaves.
[01:49:20.314 --> 01:49:21.014]  Get off the airwaves.
[01:49:21.014 --> 01:49:22.095]  Let's start grassroots again.
[01:49:22.095 --> 01:49:23.035]  We need people in person.
[01:49:23.035 --> 01:49:24.275]  Well, no, exactly.
[01:49:24.275 --> 01:49:25.736]  Here's the thing.
[01:49:25.736 --> 01:49:31.437]  We're not censored in the 3D realm, or we force them to censor us in the 3D realm, which is what they'll do.
[01:49:31.437 --> 01:49:35.318]  Now, I don't know if you've heard about the InfoWars Army that I launched, which has already been under threat.
[01:49:35.318 --> 01:49:38.199]  And just to reiterate, and we have this disclaimer, we're a peaceful group.
[01:49:38.199 --> 01:49:39.720]  We don't do anything illegal.
[01:49:39.720 --> 01:49:40.980]  It's just totally First Amendment.
[01:49:41.580 --> 01:49:43.622]  So they're already attacking us and threatening us with that.
[01:49:43.622 --> 01:49:50.669]  But that's why I started the InfoWars Army, because we have to go out into the third dimension now, since they want to censor us from the internet dimension, the digital world.
[01:49:50.669 --> 01:49:51.410]  But guess what?
[01:49:51.410 --> 01:49:54.273]  What's going to happen is they're going to start censoring us in the 3D world too.
[01:49:54.273 --> 01:49:55.314]  You watch.
[01:49:55.314 --> 01:49:56.234]  You watch.
[01:49:56.234 --> 01:50:02.120]  You hold up a sign behind College Game Day on ESPN on Saturday that says, Free Alex Jones.
[01:50:02.120 --> 01:50:03.702]  You'll be told to get rid of it.
[01:50:03.702 --> 01:50:04.422]  Now you've got a story.
[01:50:05.188 --> 01:50:06.329]  Now you've got a national story.
[01:50:06.329 --> 01:50:07.510]  Now we're going to cover it.
[01:50:07.510 --> 01:50:08.931]  You see, so that's what's going to happen.
[01:50:08.931 --> 01:50:12.054]  But that's the fight we have to engage in to defeat these people.
[01:50:12.054 --> 01:50:16.658]  Thank you so much, Andreas, for the plug of the Infowars Hectagon logo t-shirt.
[01:50:16.658 --> 01:50:17.698]  And thank you so much for the call.
[01:50:17.698 --> 01:50:18.499]  Let's jump over to Mel.
[01:50:18.499 --> 01:50:19.940]  I'm going to try to get to as many as possible.
[01:50:19.940 --> 01:50:22.442]  Mel in Costa Rica, go ahead.
[01:50:22.442 --> 01:50:23.163]  Hi, Owen.
[01:50:23.163 --> 01:50:24.724]  How are you, brother?
[01:50:24.724 --> 01:50:25.645]  Good.
[01:50:25.645 --> 01:50:26.506]  Can you hear me OK?
[01:50:26.506 --> 01:50:26.766]  Oh, yeah.
[01:50:27.662 --> 01:50:28.864]  Great, excellent.
[01:50:28.864 --> 01:50:33.630]  First off, I'd like to congratulate you on your info wars army dot com.
[01:50:33.630 --> 01:50:40.238]  You should start a group called Majestic 12, a think tank that comes in once a week, whether you do it over the internet, it's fine.
[01:50:40.238 --> 01:50:44.283]  Well, I will just tell you this, Mel, I will just say this, maybe down the road, but let me just tell you.
[01:50:45.184 --> 01:50:47.425]  I'm pretty much doing this whole thing myself.
[01:50:47.425 --> 01:50:50.785]  I mean, obviously, there's some guys here helping me with, you know, getting the website and everything going.
[01:50:50.785 --> 01:50:56.186]  But this deal has not been where it needs to be once since I started it.
[01:50:56.186 --> 01:50:58.707]  I'm not going to be where I need to be Monday to do this.
[01:50:58.707 --> 01:51:03.588]  I'm still going to do the update on Monday live on Twitter and start getting something engaged.
[01:51:03.588 --> 01:51:08.589]  But to start jumping forward with projects with this, I just I don't have the ability to do that yet, unfortunately.
[01:51:08.769 --> 01:51:15.775]  This is, I'm telling you, this is the thing about the InfoWars Army, and I'm not trying to call anyone out here, it's just like, this falls on you guys.
[01:51:15.775 --> 01:51:16.896]  You guys are the army.
[01:51:16.896 --> 01:51:18.197]  You guys are the foot soldiers.
[01:51:18.197 --> 01:51:23.361]  You are the people that we need to go out there and engage in the real world.
[01:51:24.142 --> 01:51:29.924]  And so, I'm going to be there to amplify it, organize it, and keep everyone together as a team.
[01:51:29.924 --> 01:51:33.885]  But, you know, I want you guys to have the idea.
[01:51:33.885 --> 01:51:38.286]  All I have is myself and Alex gave me $10,000 for a first prize.
[01:51:38.286 --> 01:51:49.789]  I'll say the biggest red pill, and if it's five of you, you'll split the prize, the biggest red pill that people can get out there before the midterms, we got 57 days left, gets the 10K InfoWars Army Initiation Prize.
[01:51:53.021 --> 01:51:54.582]  Anything else, Mel?
[01:51:54.582 --> 01:51:57.803]  No, and the other thing is there is hope down the road.
[01:51:57.803 --> 01:52:01.665]  There's a cryptocurrency called Tron, T-R-O-N.
[01:52:01.665 --> 01:52:08.508]  They are designing Web 3.0, which is completely going to be owned by the people and controlled by the people.
[01:52:08.508 --> 01:52:11.389]  So, and they got billions and billions of dollars behind them.
[01:52:11.389 --> 01:52:12.590]  So there is hope down the road.
[01:52:12.590 --> 01:52:17.672]  And also, I want to verify that your app has been removed.
[01:52:18.152 --> 01:52:18.612]  Thank you.
[01:52:31.391 --> 01:52:32.472]  Well, happy birthday, Mel.
[01:52:32.472 --> 01:52:33.733]  Thank you so much for that plug.
[01:52:33.733 --> 01:52:38.837]  I hope you enjoy your birthday and thank you for shopping at Infowarsstore.com and enjoying the products.
[01:52:38.837 --> 01:52:40.118]  God bless you, Mel.
[01:52:40.118 --> 01:52:41.900]  Let's go now to Antonio.
[01:52:41.900 --> 01:52:44.722]  Actually, I will say this before we go to Antonio.
[01:52:44.722 --> 01:52:45.663]  Actually, you know what?
[01:52:45.663 --> 01:52:49.587]  Let's go to Charles because he's going to carry this point that Mel just said.
[01:52:49.587 --> 01:52:50.587]  And I've noticed this too.
[01:52:50.587 --> 01:52:53.690]  Now, I'm not saying why this is happening or if this is across the board.
[01:52:53.690 --> 01:52:55.131]  I figured it to be anomalous.
[01:52:56.232 --> 01:53:02.357]  But at my home, I cannot watch Infowars.com slash show on the Google Chrome browser.
[01:53:02.357 --> 01:53:03.237]  It will not let me.
[01:53:03.237 --> 01:53:04.438]  It errors every time.
[01:53:04.438 --> 01:53:05.819]  And I've had other people say the same thing.
[01:53:05.819 --> 01:53:10.183]  So I have to watch it on the Mozilla Firefox browser at home because Google won't let me play the Alex Jones Show.
[01:53:10.183 --> 01:53:15.066]  Charles says in Georgia he's experiencing that same issue.
[01:53:15.066 --> 01:53:18.128]  Yeah, well I think I figured it out what the issue is.
[01:53:18.128 --> 01:53:19.790]  It may not be the browser causing it.
[01:53:20.569 --> 01:53:29.494]  Anyone who has Adblock or Adblock Plus, if you have that running, it hides the employer's logo, the play button, a lot of features that let you play videos.
[01:53:29.494 --> 01:53:32.615]  So I believe the Adblock is causing it.
[01:53:32.615 --> 01:53:35.937]  That's strange.
[01:53:37.168 --> 01:53:41.732]  If you pause it, it may show up all the icons and everything, because that's what I did.
[01:53:41.732 --> 01:53:50.380]  But, you know, at the universities my friends work, they say that M4 is flagged as questionable material by their IT department.
[01:53:50.380 --> 01:53:51.000]  Oh yeah, yeah, yeah.
[01:53:51.000 --> 01:53:58.326]  If you're a lot of school networks that have those, you know, laptops or whatever, and they have this built-in system,
[01:53:59.187 --> 01:54:00.628]  Yeah, yeah, they'll flag stuff.
[01:54:00.628 --> 01:54:04.349]  And, you know, you want to flag stuff if your kids are at school, you know, so they don't go to the websites.
[01:54:04.349 --> 01:54:04.749]  I get that.
[01:54:04.749 --> 01:54:09.831]  But yeah, I mean, they flag InfoWars and they don't let students go to InfoWars.
[01:54:09.831 --> 01:54:10.471]  Yeah, yeah.
[01:54:10.471 --> 01:54:20.095]  And I'm a web developer and anything you need, Owen, or anything InfoWars needs, I'd be happy to offer my services for free because y'all do so much for me.
[01:54:20.095 --> 01:54:22.376]  We need all the help we can get, brother.
[01:54:22.376 --> 01:54:25.197]  I mean, let me tell you, it's a struggle every day where
[01:54:26.155 --> 01:54:44.897]  I mean, I'm not, I'm not, nobody's trashing our IT team here, it's just like, we've got like five projects that we need to crank out, and then we get hit with all this censorship and everything, so now we have to focus everyone's attention on getting a new app and a new ability to stream and get a push notification, so it's like all of their projects get put aside.
[01:54:45.638 --> 01:54:50.220]  Um, Charles, I am taking emails, InfoWarsArmy at InfoWars.com.
[01:54:50.220 --> 01:55:05.866]  I'm getting hundreds of them, so I may or may not end up finding you, but if you want to send me an email there and mention your, you know, what you do, building websites and stuff like that, maybe we can reach out to you and you can help us, because we really do need as much help as possible.
[01:55:05.866 --> 01:55:06.826]  So God bless you, Charles.
[01:55:06.826 --> 01:55:07.886]  Thank you for the call.
[01:55:07.886 --> 01:55:11.528]  Let's close out here with Antonio in Colorado.
[01:55:11.528 --> 01:55:12.288]  Go ahead, Antonio.
[01:55:16.107 --> 01:55:16.871]  Hello?
[01:55:16.871 --> 01:55:17.353]  Yes, go ahead.
[01:55:18.921 --> 01:55:23.044]  Hello, Antonio from Denver.
[01:55:23.044 --> 01:55:28.027]  I'm a Native American Mexican, second generation, born in the United States.
[01:55:28.027 --> 01:55:34.471]  I'm also a Western chauvinist who refuses to apologize for creating the modern world.
[01:55:34.471 --> 01:55:42.176]  So I will be attending the rally to fight against internet censorship in Denver, September 15th.
[01:55:42.176 --> 01:55:47.399]  So everyone who's willing to join arms with us, you're more than welcome to come down.
[01:55:47.839 --> 01:55:50.721]  So September 15th in Denver, a march against censorship.
[01:55:50.721 --> 01:56:00.348]  You've also got September 22nd, 1pm in Austin, Texas at Woolridge Square Park, the Free Alex Jones Rally.
[01:56:00.348 --> 01:56:04.571]  Alright, alright, and I believe we'll have some Proud Boys there as well.
[01:56:04.571 --> 01:56:06.272]  I'm sure you will.
[01:56:06.272 --> 01:56:12.796]  So, not only with the censorship being stepped up across Facebook, Twitter, Instagram, and so on,
[01:56:14.489 --> 01:56:22.099]  The powers that be are also pushing their anti-American, Luciferian, anti-Christian agenda even harder.
[01:56:22.099 --> 01:56:25.883]  But see, isn't that the most ridiculous part of all this, Antonio?
[01:56:25.883 --> 01:56:27.405]  And thank you so much for the call.
[01:56:27.405 --> 01:56:28.226]  It's like, here we are.
[01:56:30.709 --> 01:56:38.295]  And we're going to get lectured by Hollywood, we're going to get lectured by the television entertainment industry and all of this stuff.
[01:56:38.295 --> 01:56:42.078]  They're going to sit here and lecture us about morals?
[01:56:42.078 --> 01:56:45.581]  They're going to sit here and point the finger at Trump for being uncouth?
[01:56:45.581 --> 01:56:47.002]  Excuse me?
[01:56:47.002 --> 01:56:52.546]  It's Hollywood and the entertainment industry that has turned the West into Sodom and Gomorrah.
[01:56:52.546 --> 01:56:54.408]  That wasn't Donald Trump.
[01:56:54.408 --> 01:56:55.809]  That was Hollywood.
[01:56:57.759 --> 01:57:01.520]  That was Hollywood sexualizing and making everything violent.
[01:57:01.520 --> 01:57:08.863]  That's Hollywood that turned the art of filmmaking into just sex and violence.
[01:57:08.863 --> 01:57:10.324]  That was Hollywood.
[01:57:10.324 --> 01:57:18.167]  And then those same people, where you got the Me Too movement coming out of, are going to sit here and point the finger at Trump and point the finger at Trump supporters?
[01:57:18.167 --> 01:57:19.107]  No!
[01:57:19.107 --> 01:57:21.108]  No, I don't think so.
[01:57:21.108 --> 01:57:21.628]  And by the way,
[01:57:22.674 --> 01:57:26.338]  There's about to be a new Me Too development coming from the Democrat Party.
[01:57:26.338 --> 01:57:27.379]  Oh, you wait.
[01:57:27.379 --> 01:57:29.120]  You wait for that one, folks.
[01:57:29.120 --> 01:57:31.983]  It's not going to matter, because they get away with it, but it's coming.
[01:57:31.983 --> 01:57:33.104]  We'll report on it.
[01:57:33.104 --> 01:57:37.168]  Alright, I sign off here for the Alex Jones Show, but we're going live at 6.30 here.
[01:57:37.168 --> 01:57:37.569]  30 minutes.
[01:57:37.569 --> 01:57:38.810]  Infowars.com flash show.
[01:57:38.810 --> 01:57:41.172]  Alex is going live with a special broadcast.
[01:57:41.172 --> 01:57:42.033]  You're not going to want to miss it.
[01:57:42.033 --> 01:57:42.674]  Spread the links.
[01:57:42.674 --> 01:57:43.735]  Tell your friends and family.
[01:57:43.735 --> 01:57:44.936]  You're the last hope we have.
[01:57:44.936 --> 01:57:45.917]  Stay classy, Infowarriors.
[01:57:47.304 --> 01:57:53.597]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:57:53.597 --> 01:57:54.639]  Ultimate Bone Broth.
[01:57:56.374 --> 01:58:02.958]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:58:02.958 --> 01:58:12.044]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health treats on the planet.
[01:58:12.044 --> 01:58:23.872]  Built with more than 7 different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:58:24.472 --> 01:58:36.403]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:58:36.403 --> 01:58:40.147]  It's time to experience what Ultimate Bone Broth can do for you.
[01:58:40.147 --> 01:58:45.432]  Get a bottle of the all-new version of a fan-favorite product today at infowarstore.com.
[01:58:48.078 --> 01:58:52.200]  We all know that the outside toxins in the water is a serious health issue.
[01:58:52.200 --> 01:58:59.263]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[01:58:59.263 --> 01:59:04.065]  That's why we're bringing you something to provide clean water for your whole house with one system.
[01:59:04.065 --> 01:59:10.968]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[01:59:11.408 --> 01:59:17.418]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[01:59:17.418 --> 01:59:26.552]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[01:59:26.992 --> 01:59:34.457]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[01:59:34.457 --> 01:59:51.789]  Head to infowarsstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[01:59:51.789 --> 01:59:54.411]  You're listening to The Alex Jones Show!
