[00:00:00.886 --> 00:00:02.994]  We are drugged out!
[01:36:25.536 --> 01:36:26.597]  They hoped it would get better.
[01:36:26.597 --> 01:36:35.605]  And now, the courage of Kanye and his wife going, and the way she breaks the ice about letting blacks out of prison, that we're giving unfair sentences.
[01:36:36.705 --> 01:36:37.966]  I'll leave you guys with this.
[01:36:37.966 --> 01:36:39.907]  I don't want to take too much more of Corsi's time.
[01:36:39.907 --> 01:36:40.988]  I'll leave you with this.
[01:36:40.988 --> 01:36:48.812]  Once we go multi-planetary, the race card's out the window, there's one race, the human race, and if you think Kanye's the last celebrity to come out in the next two months, you're wrong.
[01:36:48.812 --> 01:36:50.652]  You'll be shocked in the next two months.
[01:36:50.652 --> 01:36:56.195]  I've sat down in meetings with individuals which will reveal here shortly, me and yourself, in Austin, Texas.
[01:36:56.195 --> 01:37:00.878]  I will reveal my identity, but the idea of what's occurring will come to fruition.
[01:37:01.778 --> 01:37:26.930]  And let's just be clear, Elon Musk is involved, all of this, and just a pro-human, pro-growth future, where we're not all nasty and we don't depopulate everybody and we can go to the stars, that's what's being discussed here, that's what's being promoted, and that's why they're so upset, and that's why Obama's on record with Jay-Z saying, get to all the rappers, don't let them meet with Trump, they are really scared right now.
[01:37:26.930 --> 01:37:27.771]  Where is Obama?
[01:37:27.771 --> 01:37:29.091]  Where is Obama?
[01:37:29.091 --> 01:37:30.172]  He's radio silent.
[01:37:30.911 --> 01:37:31.972]  He's radio silent.
[01:37:31.972 --> 01:37:33.653]  He's supposed to be this messiah?
[01:37:33.653 --> 01:37:34.694]  I don't think so.
[01:37:34.694 --> 01:37:35.895]  He doesn't speak for the community.
[01:37:35.895 --> 01:37:37.296]  He doesn't speak for the culture.
[01:37:37.296 --> 01:37:40.158]  But make no mistake, the culture will speak.
[01:37:40.158 --> 01:37:41.019]  Culture will speak.
[01:37:41.019 --> 01:37:41.959]  God bless you.
[01:37:41.959 --> 01:37:43.681]  Zach, you're coming for a full hour this week.
[01:37:43.681 --> 01:37:45.102]  Thank you.
[01:37:45.102 --> 01:37:46.283]  Godspeed, brother.
[01:37:46.283 --> 01:37:48.204]  Alright.
[01:37:48.204 --> 01:37:52.147]  Now, Dr. Jerome Corsi has written three number one New York Times bestsellers.
[01:37:52.147 --> 01:37:54.169]  He has predicted so much of what's going on.
[01:37:54.169 --> 01:37:56.210]  He's got amazing White House sources.
[01:37:56.210 --> 01:37:58.232]  And then he said, in a recent report,
[01:37:59.321 --> 01:38:00.062]  That's right.
[01:38:14.403 --> 01:38:24.589]  If we play a clip of Hannity, yes, Hannity's the target because if they can get Alex Jones, Sean Hannity as media personalities, they can get everybody.
[01:38:24.589 --> 01:38:29.411]  And that's why all these other media personalities think Hannity's their competition or I am.
[01:38:29.411 --> 01:38:30.212]  It's not like that.
[01:38:31.428 --> 01:38:38.651]  We stand together for free speech with Google listing the entire Republican Party as Nazi, or they're going to get us all.
[01:38:38.651 --> 01:38:41.912]  So I feel good that Hannity's huge, and number one.
[01:38:41.912 --> 01:38:44.753]  I don't go, oh God, I could be a bigger man if Hannity was, you know.
[01:38:44.753 --> 01:38:48.194]  No, he's under attack because he's promoting free market and Americana.
[01:38:48.194 --> 01:38:48.695]  Here's a clip.
[01:38:48.695 --> 01:38:49.435]  We'll go to Dr. Corsi.
[01:38:50.216 --> 01:38:58.240]  Remember when Senator Chuck Schumer said that you better not mess with the Intel community because they're going to get you six ways to Sunday?
[01:38:58.240 --> 01:39:00.080]  This is great news for me.
[01:39:00.080 --> 01:39:03.242]  Best-selling author Jerome Corsi, he's the author of this book.
[01:39:03.242 --> 01:39:06.944]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[01:39:06.944 --> 01:39:08.704]  It's called Killing the Deep State.
[01:39:08.704 --> 01:39:09.665]  You might remember him.
[01:39:09.665 --> 01:39:10.585]  He was back.
[01:39:10.585 --> 01:39:14.907]  Remember the group against John Kerry, Vietnam Bets for Truth?
[01:39:14.907 --> 01:39:15.928]  He was one of them.
[01:39:15.928 --> 01:39:16.428]  He's saying
[01:39:17.088 --> 01:39:23.612]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[01:39:23.612 --> 01:39:33.539]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people... Alright, he goes on all the time, Andrew, he's already played it, to say he's never backing down, he's never giving up.
[01:39:33.539 --> 01:39:35.020]  That's the commitment we need.
[01:39:35.020 --> 01:39:37.482]  Show, again, they're scared.
[01:39:37.482 --> 01:39:43.926]  Dr. Corsi, give us your intel with the specifics, so folks get more specifics on the intel you've got about their targeting of Sean Hannity.
[01:39:45.080 --> 01:39:54.144]  Well, it's the same kind of plan that was used to target any number of conservatives, to get them off the... Lou Dobbs is one good example.
[01:39:54.144 --> 01:39:58.566]  And what the plan is, is to go after the sponsors.
[01:39:58.566 --> 01:40:01.887]  And, you know, knowing there's a change in leadership within Fox,
[01:40:02.620 --> 01:40:03.040]  Yeah, I know, yeah.
[01:40:20.652 --> 01:40:30.018]  I mean, you know, with the Mueller investigation, in terms of looking at now Alex, you know, Alex Jones will be right after Roger Stone.
[01:40:30.018 --> 01:40:35.701]  I mean, these are the... Well, no, they're bringing this up now, but I agree with you, and, well, tell us about your intel sources, because you're right.
[01:40:35.701 --> 01:40:38.883]  I mean, they want to get Hannity, they hate his ass.
[01:40:38.883 --> 01:40:40.644]  Right, and the intel sources are very clear.
[01:40:40.644 --> 01:40:43.446]  I mean, the intelligence people are saying, watch out.
[01:40:45.129 --> 01:40:51.996]  This deep state is after anyone who speaks out effectively in support of Donald Trump.
[01:40:51.996 --> 01:40:57.122]  And Alex, you've been the most disruptive media in the world against the mainstream media.
[01:40:57.122 --> 01:40:57.842]  They know this.
[01:40:57.842 --> 01:40:59.825]  I mean, your audience is huge.
[01:40:59.825 --> 01:41:03.028]  What we've done at InfoWars is constantly bring up the truth.
[01:41:03.803 --> 01:41:05.744]  And the Deep State can't stand the truth.
[01:41:05.744 --> 01:41:10.005]  They don't want the truth broadcast, just as you were doing with Zach.
[01:41:10.005 --> 01:41:30.950]  You know, the Deep State plan... I agree, but they particularly hate that Trump watches Hannity every day, tapes him when he can't see him, watches him in the morning, and they hate the fact that Hannity interfaces with the President and gives him sucker, gives him aiding and abetting.
[01:41:30.950 --> 01:41:32.570]  They really don't want Hannity.
[01:41:33.487 --> 01:41:46.072]  Well, you know, it's also, I mean, it's clear that the Deep State, because of Hannity's ties to Donald Trump, the fact that Donald Trump listens to Fox, and he keys off much of what Fox says, and, you know, my book Killing... Exactly!
[01:41:46.072 --> 01:41:49.554]  They tried to block Hannity, they tried to... The fact is, we're winning at Fox.
[01:41:49.554 --> 01:41:51.635]  That's why I'm saying, it's not about me.
[01:41:51.635 --> 01:41:52.755]  Let's get past... Exactly.
[01:41:52.755 --> 01:41:53.715]  It's Hannity, Hannity.
[01:41:53.715 --> 01:41:57.657]  Because if they can get him, they've got a plan to shut me down in the next few years.
[01:41:57.657 --> 01:41:58.257]  It's going to fail.
[01:41:58.257 --> 01:42:01.759]  But they can't have immediacy with Hannity, because he doesn't control Fox.
[01:42:02.628 --> 01:42:15.774]  Right, and in fact, you know, the entire plan from Google and the others to eliminate conservatives before the midterm, when I was blocked for Google, they put me off until we seriously objected.
[01:42:15.774 --> 01:42:22.378]  President Trump said that there's going to be regulation in the Federal Trade Commission of all... Let's be clear, they banned your channel...
[01:42:23.098 --> 01:42:23.418]  Yes.
[01:42:23.418 --> 01:42:26.481]  And said it was Nazi until you threatened to sue and they put it back.
[01:42:26.481 --> 01:42:30.063]  Just like they just called the entire Republican Party in California Nazi.
[01:42:30.063 --> 01:42:31.484]  When we come back, we're going to talk about that.
[01:42:31.484 --> 01:42:33.145]  And that's what I'm saying, folks.
[01:42:33.145 --> 01:42:35.247]  They'll pick whoever they think is the most colorful.
[01:42:35.247 --> 01:42:37.429]  Whoever they think they can misrepresent, like me.
[01:42:37.429 --> 01:42:39.910]  I said a lot of stuff out of context they can do, okay?
[01:42:39.910 --> 01:42:40.291]  I admit it.
[01:42:41.075 --> 01:42:42.057]  I don't have a filter.
[01:42:42.057 --> 01:42:48.828]  They take that and they admit once they get me, it's Limbaugh, it's Hannity, it's Corsi, it's Drudge, it's everybody.
[01:42:48.828 --> 01:42:49.930]  So let's be clear.
[01:42:49.930 --> 01:42:51.973]  Hang together, hang separate.
[01:42:51.973 --> 01:42:54.518]  We'll be back with Dr. Corsi on the other side.
[01:42:54.518 --> 01:42:54.978]  Stay with us.
[01:42:57.389 --> 01:43:01.350]  Living in volcano may sound more dramatic than it really is.
[01:43:01.350 --> 01:43:04.632]  The real drama can be found here in Leilani Estates.
[01:43:04.632 --> 01:43:10.894]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[01:43:10.894 --> 01:43:13.675]  Volcanic ash may contain heavy metal particles.
[01:43:14.415 --> 01:43:18.237]  An acid rain could lower the pH of the water to unhealthy levels.
[01:43:18.237 --> 01:43:24.702]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[01:43:24.702 --> 01:43:29.665]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[01:43:30.405 --> 01:43:34.328]  Next, we tested the water from our Alexa Pure gravity filter.
[01:43:34.328 --> 01:43:41.533]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[01:43:41.533 --> 01:43:46.257]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[01:43:46.257 --> 01:43:52.461]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[01:43:52.461 --> 01:43:56.424]  But more importantly, a good water filtration system will purify it.
[01:43:57.335 --> 01:44:01.319]  Staying healthy on the go is just as important as staying healthy at home.
[01:44:01.319 --> 01:44:04.061]  But sometimes supplements don't work fast enough.
[01:44:04.061 --> 01:44:08.886]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[01:44:08.886 --> 01:44:11.288]  Super Blue Silver Immune Gargle.
[01:44:11.288 --> 01:44:14.310]  Available in 1 oz., 3.5 oz., and 16 oz.
[01:44:14.310 --> 01:44:18.775]  bottles, Immune Gargle is perfect for the bathroom, kitchen, or wherever you go.
[01:44:19.395 --> 01:44:26.097]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[01:44:26.097 --> 01:44:34.218]  As a powerful hand purifier or oral cleansing formula, just a small spray will help you stay clean when you feel surrounded by toxins.
[01:44:34.218 --> 01:44:40.980]  With powerful yet simple ingredients, Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[01:44:41.420 --> 01:44:46.624]  With Super Blue Silver Immune Gargle, staying toxin-free is easy and affordable.
[01:44:46.624 --> 01:44:51.908]  Help stop the spread of toxins and stay healthy with Super Blue Silver Immune Gargle.
[01:44:51.908 --> 01:44:54.570]  Only available at InfoWarsLife.com.
[01:44:54.570 --> 01:44:56.492]  That's InfoWarsLife.com.
[01:45:00.818 --> 01:45:10.222]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:45:10.222 --> 01:45:21.647]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:45:21.647 --> 01:45:24.948]  Ancient Mayan knowledge is paired with the natural fertility of the land.
[01:45:25.228 --> 01:45:39.053]  To generate the world's finest coffee beans, carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:45:39.053 --> 01:45:47.255]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:45:47.255 --> 01:45:49.436]  It's time to take care of your morning routine.
[01:45:49.736 --> 01:45:58.519]  Get a bag of Patriot Blend Coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:45:58.519 --> 01:46:04.781]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:46:04.781 --> 01:46:09.143]  This powerful combo is perfect for supporting your thyroid and health.
[01:46:09.143 --> 01:46:16.425]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:46:16.425 --> 01:46:18.606]  Our super high quality nascent iodine
[01:46:18.866 --> 01:46:25.068]  is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:46:25.068 --> 01:46:32.831]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[01:46:32.831 --> 01:46:39.734]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[01:46:40.114 --> 01:46:46.338]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:46:46.338 --> 01:46:50.181]  Take control of your chemistry today with this super combo.
[01:46:50.181 --> 01:47:01.268]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[01:47:01.268 --> 01:47:03.950]  You're listening to The Alex Jones Show.
[01:47:19.736 --> 01:47:24.620]  Defending the Republic from enemies, foreign and domestic.
[01:47:24.620 --> 01:47:29.404]  It's Alex Jones.
[01:47:29.404 --> 01:47:38.852]  Remember the globalists, the big mega-banks, the big tax-exempt guys worth hundreds of billions, who are anti-free market, allied with communist China.
[01:47:40.481 --> 01:47:43.525]  are betting on the fact that we don't rally behind each other.
[01:47:43.525 --> 01:47:45.287]  I don't think of myself as an individual.
[01:47:45.287 --> 01:47:46.728]  I'm an individualist.
[01:47:46.728 --> 01:47:51.534]  When I look at other libertarian, nationalist, conservative hosts, the enemy's trying to shut down.
[01:47:51.534 --> 01:47:53.316]  I've got basic instinct.
[01:47:53.316 --> 01:47:57.821]  When they're trying to shut down Sean Hannity or anybody else, they're trying to shut us down.
[01:47:57.821 --> 01:47:58.742]  And God knows they are.
[01:48:00.046 --> 01:48:12.593]  But Dr. Corsi's talked to his intel sources and they say the next big target's Hannity to try to bring down Fox during this merger that's happening with the new Foxes, they're calling it, versus the split off with Entertainment and Disney.
[01:48:12.593 --> 01:48:14.594]  And Corsi's never steered me wrong on his sources.
[01:48:14.594 --> 01:48:26.902]  So, we have to stand together here and realize what's going on because if they can knock down a big domino like Hannity, they believe they can get all the dominoes going with their political correctness.
[01:48:28.024 --> 01:48:36.970]  And, at the same time, they can hire somebody like Roseanne and say she's a conservative, then destroy her, try to set that precedent, but people see through it.
[01:48:36.970 --> 01:48:41.813]  So Dr. Corsi, let's roll through this and then other big developments that are happening.
[01:48:41.813 --> 01:48:44.375]  Well, it's very clear that there's a conservative attack.
[01:48:44.375 --> 01:48:53.321]  The intelligence source, that's why I went public with it, is because I wanted to warn Hannity that he has been targeted by the deep state.
[01:48:53.783 --> 01:48:55.963]  It's going to be a direct attack on the advertisers.
[01:48:55.963 --> 01:48:59.504]  It's going to be a direct attack to get Hannity off the air.
[01:48:59.504 --> 01:49:05.165]  And with new control coming into Fox, the main target is to get Hannity gone.
[01:49:05.165 --> 01:49:06.106]  Hannity's gone.
[01:49:06.106 --> 01:49:09.346]  The Deep State believes they can control the narrative.
[01:49:09.346 --> 01:49:10.507]  This is an info war.
[01:49:10.507 --> 01:49:11.807]  It's clearly an info war.
[01:49:11.807 --> 01:49:22.189]  And Hannity's a threat because Hannity, every night, is exposing and showing the American people what the Deep State has done in this coup d'etat to remove Donald Trump from the office of president.
[01:49:22.876 --> 01:49:29.243]  And it's a threat, because Hannity, like Alex Jones, like us, have a great audience.
[01:49:29.243 --> 01:49:35.449]  So the Deep State has targeted that the next person to remove from the air, from Fox, is Hannity.
[01:49:35.449 --> 01:49:40.074]  And it's a real threat, and I'm pleased that Hannity listened to it and broadcasted it on the air.
[01:49:40.074 --> 01:49:40.654]  Of course.
[01:49:40.654 --> 01:49:42.536]  He knows how credible you are in your history.
[01:49:42.536 --> 01:49:45.479]  So, our only credibility is our credibility.
[01:49:45.479 --> 01:49:46.060]  What about
[01:49:48.357 --> 01:49:58.327]  Google censoring everybody that's, you know, right of Hillary, and then now listing the Republican Party as Nazis.
[01:49:58.327 --> 01:50:02.551]  I mean, that should show the President and everybody, it's time to break them up.
[01:50:02.551 --> 01:50:04.353]  For economic reasons, they're already monopolies.
[01:50:05.549 --> 01:50:08.150]  Google's 92% of search functions.
[01:50:08.150 --> 01:50:09.531]  Well, it's 93%.
[01:50:09.531 --> 01:50:16.615]  But just the fact that they're such bastards, they're so corrupt, they're such liars.
[01:50:16.615 --> 01:50:18.916]  I mean, we have to move against these people.
[01:50:18.916 --> 01:50:20.758]  It's not like we're trying to get a free speech.
[01:50:20.758 --> 01:50:22.398]  They're trying to take our speech.
[01:50:22.398 --> 01:50:23.979]  They're all organized.
[01:50:23.979 --> 01:50:25.480]  Apple's moved to China.
[01:50:25.480 --> 01:50:27.441]  China's got the codes to everybody's phones.
[01:50:27.441 --> 01:50:29.402]  I mean, I'm not mad at Trump.
[01:50:29.402 --> 01:50:29.803]  He's great.
[01:50:30.723 --> 01:50:34.624]  He can't be afraid to move on the offense when we're already under attack.
[01:50:34.624 --> 01:50:36.785]  What should we do about this?
[01:50:36.785 --> 01:50:41.087]  Well, I think Donald Trump is increasingly realizing the powers of the presidency.
[01:50:41.087 --> 01:50:44.848]  And I think he's going to continue, first of all, to get rid of Mueller.
[01:50:44.848 --> 01:50:46.369]  Mueller has got to go.
[01:50:46.369 --> 01:50:48.710]  But this deep state... And I agree.
[01:50:48.710 --> 01:50:53.111]  Before they cook up some... He's got to use it when the economy's going, when people are behind him.
[01:50:53.111 --> 01:50:54.392]  He's got to use the power now.
[01:50:55.792 --> 01:50:57.333]  Against these foreign forces.
[01:50:57.333 --> 01:50:59.574]  It's not like he's fighting some internal forces.
[01:50:59.574 --> 01:51:02.376]  These are frickin' CHICOM forces!
[01:51:02.376 --> 01:51:04.417]  They own Hollywood now!
[01:51:04.417 --> 01:51:07.739]  I mean, the President could do anything at this point!
[01:51:07.739 --> 01:51:12.842]  And the CIA and the Department of Justice still remain under deep state control.
[01:51:12.842 --> 01:51:17.084]  Rosenstein and Sessions are completely ineffective.
[01:51:17.084 --> 01:51:23.788]  Rosenstein is running the Department of Justice and the CIA is still anti-Trump at a deep, deep level.
[01:51:24.614 --> 01:51:30.517]  The Googles, all of the Facebooks, hate any conservatives or libertarians.
[01:51:30.517 --> 01:51:36.500]  And it shows the desperation to list all Republicans as Nazis, knowing people are searching the names.
[01:51:36.500 --> 01:51:40.242]  I mean, that right there, it shows there's no end to SJWs.
[01:51:40.242 --> 01:51:43.903]  You go on the street, SJWs are like demonic animals.
[01:51:43.903 --> 01:51:46.645]  I mean, we're not the ones trying to end civilization.
[01:51:46.645 --> 01:51:47.485]  They are.
[01:51:47.485 --> 01:51:48.866]  We must stand against them.
[01:51:50.084 --> 01:51:53.527]  And the, you know, the deep state does not want the truth told.
[01:51:53.527 --> 01:51:59.751]  It is an info war, and the deep state is already, I mean, Alex, Google's already attacked both you and me.
[01:51:59.751 --> 01:52:04.434]  Google's... No, I know, they've already laid waste to us, but our listeners get it, they bypass them.
[01:52:04.434 --> 01:52:06.235]  What I'm saying is, I agree.
[01:52:06.235 --> 01:52:14.401]  So now that they're saying Republicans are all Nazis, shouldn't that organize Republicans to understand that Google is a clear and present danger?
[01:52:14.941 --> 01:52:26.510]  Absolutely, and Donald Trump's got to use now the effective power of the Federal Trade Commission to begin the act of censorship, to end the censorship in all of these social media entities.
[01:52:26.510 --> 01:52:31.254]  They're all aimed at absolutely ending any message that supports Donald Trump.
[01:52:31.254 --> 01:52:32.555]  That's right, we must end the censorship.
[01:52:33.186 --> 01:52:34.387]  We must end the censorship.
[01:52:34.387 --> 01:52:37.289]  We must have an Internet Bill of Rights of some sort.
[01:52:37.289 --> 01:52:41.672]  We must have the Federal Trade Commission come in and start breaking up the power of the Silicon Valley State.
[01:52:41.672 --> 01:52:43.414]  But doesn't this show their desperation?
[01:52:43.414 --> 01:52:47.897]  Doesn't it show their desperation that they're pulling crap like this?
[01:52:47.897 --> 01:52:57.044]  But in their desperation, they're going to do everything they can to shadow ban and to block a conservative message from being on the Internet.
[01:52:57.044 --> 01:52:58.865]  This is why we've got to continue to fight it.
[01:52:58.865 --> 01:53:00.026]  Donald Trump's got to listen.
[01:53:00.026 --> 01:53:00.807]  He is listening.
[01:53:01.274 --> 01:53:10.638]  It's got to take steps and active steps now at the Federal Trade Commission, Engage, even Amazon with its control of Washington Post.
[01:53:10.638 --> 01:53:12.639]  They want to register as a lobbyist.
[01:53:12.639 --> 01:53:15.420]  Donald Trump's got to move on these and I think he's ready to.
[01:53:15.420 --> 01:53:18.582]  It's got to actively use the full power of the presidency.
[01:53:19.162 --> 01:53:24.823]  Knowing that the American people are behind Donald Trump to end the effort of the Deep State.
[01:53:24.823 --> 01:53:28.564]  The Deep State is controlled by Silicon Valley also.
[01:53:28.564 --> 01:53:30.065]  CIA controls it.
[01:53:30.065 --> 01:53:36.466]  It's the Larry Ellison's, all of the Cisco's, the Microsoft systems.
[01:53:36.466 --> 01:53:37.907]  These are the Deep State.
[01:53:37.907 --> 01:53:46.709]  If Facebook goes, they'll replace Facebook with a Facebook 2.0 and it will be as determined to censor any conservatives as the original Facebook.
[01:53:47.313 --> 01:53:49.555]  We've got to go after the power of Silicon Valley.
[01:53:49.555 --> 01:53:50.155]  Absolutely.
[01:53:50.155 --> 01:53:52.016]  Trump's got to break its back.
[01:53:52.016 --> 01:53:54.598]  It'll be good for business, good for the country anyways.
[01:53:54.598 --> 01:53:55.879]  We've got to get these people out of the way.
[01:53:55.879 --> 01:54:05.886]  The bizarre leftist commitment of Alphabet and Google and Twitter and Facebook and Apple to merge with China and all of this.
[01:54:05.886 --> 01:54:08.468]  What is the power behind these tech giants?
[01:54:08.468 --> 01:54:10.169]  Because I know they were set up by our own agencies.
[01:54:11.035 --> 01:54:12.035]  They hate America.
[01:54:12.035 --> 01:54:14.776]  They were ready to have Hillary president.
[01:54:14.776 --> 01:54:19.578]  We were all going to be found for thought crimes, all the deplorables.
[01:54:19.578 --> 01:54:23.759]  They all had big ol' giant you-know-what's ready for the purge, didn't they?
[01:54:23.759 --> 01:54:24.580]  Absolutely.
[01:54:24.580 --> 01:54:30.441]  We were all going to be convicted of thought crime because we disagreed for religious grounds.
[01:54:30.441 --> 01:54:33.503]  We wanted to be able to object to the LBGT agreement.
[01:54:33.503 --> 01:54:37.764]  We wanted to be able to say we want a First Amendment, we want a Second Amendment.
[01:54:38.244 --> 01:54:46.707]  We want a strong Fourth Amendment to end the CIA's collection of massive data against conservatives and libertarians.
[01:54:46.707 --> 01:54:48.808]  And Donald Trump has the power of the presidency.
[01:54:48.808 --> 01:54:51.629]  Now he's got to begin to actively use it.
[01:54:51.629 --> 01:54:53.750]  The people will be behind Donald Trump.
[01:54:53.750 --> 01:54:54.450]  I totally agree.
[01:54:54.450 --> 01:54:56.031]  Let me say this in closing.
[01:54:56.031 --> 01:54:58.391]  Come back this week with us, Dr. Corsi.
[01:54:58.391 --> 01:54:58.732]  Certainly.
[01:54:58.732 --> 01:55:00.712]  Talk about your book, all of it.
[01:55:00.712 --> 01:55:02.333]  When you sit back and you look at this,
[01:55:03.976 --> 01:55:04.957]  History's on our side.
[01:55:04.957 --> 01:55:06.540]  People want freedom.
[01:55:06.540 --> 01:55:07.701]  And you look at the globalists.
[01:55:07.701 --> 01:55:09.404]  You look at Trump's success.
[01:55:09.404 --> 01:55:13.990]  I don't know how they think they're going to win when the tide is only turning against them.
[01:55:13.990 --> 01:55:15.552]  But they don't give up.
[01:55:15.552 --> 01:55:17.095]  They only continue to double down.
[01:55:18.530 --> 01:55:34.135]  Well, because it is an InfoWars, and at the final analysis, you know, freedom wins and God wins, but it's going to need, God needs the support, the active support of Sean Hannity, of Alex Jones, of myself, and many other voices who are out there supporting the Constitution.
[01:55:34.135 --> 01:55:37.496]  That's right, and let's just have to understand, they're not known by Google yet.
[01:55:37.496 --> 01:55:44.859]  You start a new website, you start a new video, you talk about big issues, it's going to go viral because it's not been blocked yet.
[01:55:45.359 --> 01:55:54.041]  When the people turn loose against AI, it's a fight between corrupt despots, the Communist China, the corrupt Vatican, the EU, and free humanity.
[01:55:54.041 --> 01:55:59.523]  And if you'll just get off, and folks, you're supporting us, you're spreading the links, you're buying products, that's great.
[01:55:59.523 --> 01:56:08.966]  But if you will start a website, or call C-SPAN, or do a YouTube video, or go to City Council and speak, every little bit, your voice will bring them down.
[01:56:08.966 --> 01:56:10.186]  We're beginning to win, Dr. Corsi.
[01:56:10.834 --> 01:56:12.914]  Well, we the people are sovereign.
[01:56:12.914 --> 01:56:14.095]  We've got to continue.
[01:56:14.095 --> 01:56:17.175]  Everyone listening today, we need everybody's support.
[01:56:17.175 --> 01:56:23.936]  We need the active support of the American people to get behind Donald Trump and to say to end this Google censorship.
[01:56:23.936 --> 01:56:26.397]  End the Silicon Valley control of the media.
[01:56:26.397 --> 01:56:32.298]  And they see just a year and a half of Trump having partial control, things turning around.
[01:56:32.298 --> 01:56:33.958]  It's so clear, folks.
[01:56:33.958 --> 01:56:34.659]  It's so clear.
[01:56:34.659 --> 01:56:35.659]  Thank you, Dr. Corsi.
[01:56:35.659 --> 01:56:36.539]  We'll talk to you soon.
[01:56:36.539 --> 01:56:36.879]  Thank you.
[01:56:37.611 --> 01:56:38.131]  My pleasure.
[01:56:38.131 --> 01:56:38.752]  Thank you.
[01:56:38.752 --> 01:56:39.052]  Wow.
[01:56:39.052 --> 01:56:39.833]  We're out of time.
[01:56:39.833 --> 01:56:40.733]  Great job of the crew.
[01:56:40.733 --> 01:56:41.914]  Tomorrow, 8 a.m.
[01:56:41.914 --> 01:56:44.275]  David Knight in the Real News.
[01:56:44.275 --> 01:56:45.076]  11 a.m.
[01:56:45.076 --> 01:56:48.959]  Owen Troyer, myself, right through to the War Room.
[01:56:48.959 --> 01:56:50.640]  Please pray for us.
[01:56:50.640 --> 01:56:51.700]  We're praying for you.
[01:56:51.700 --> 01:56:53.261]  This is such an incredible battle.
[01:56:53.261 --> 01:56:54.462]  It's so exciting.
[01:56:54.462 --> 01:56:56.023]  But you're the power behind it.
[01:56:56.023 --> 01:57:00.346]  Don't forget free shipping on all our best-selling nutraceuticals, on storable foods, you name it.
[01:57:00.346 --> 01:57:02.448]  A bunch of great... Get a t-shirt.
[01:57:02.448 --> 01:57:03.688]  There's so many great t-shirts.
[01:57:03.688 --> 01:57:05.029]  It's like choose your own adventure.
[01:57:05.029 --> 01:57:06.010]  Wear a Molon Lombe.
[01:57:06.010 --> 01:57:07.371]  You'll get nothing but love from gun owners.
[01:57:07.651 --> 01:57:08.954]  Because libtards don't know what it means.
[01:57:17.461 --> 01:57:19.002]  Infowarslife.com for the supplements.
[01:57:19.002 --> 01:57:23.244]  Whatever you do, commit to that and wear your colors loud and proud.
[01:57:23.244 --> 01:57:24.604]  Exercise free speech out there.
[01:57:24.604 --> 01:57:25.605]  It's amazing.
[01:57:25.605 --> 01:57:35.309]  All right, coming up, we've got a big report next hour with Mike Adams getting into huge issues on this same station, same video stream.
[01:57:35.309 --> 01:57:37.870]  Coming up with Mike Adams on the other side of this.
[01:57:37.870 --> 01:57:38.871]  So spread the word on that.
[01:57:38.871 --> 01:57:41.672]  And then tomorrow morning, we'll be back live 8 a.m.
[01:57:41.672 --> 01:57:43.393]  Newswars.com.
[01:57:43.393 --> 01:57:45.394]  That's the new site, Newswars.com.
[01:57:51.309 --> 01:57:57.032]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[01:57:57.032 --> 01:58:04.915]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:58:04.915 --> 01:58:08.057]  MycoZX Plus is the result of the search for that formula.
