[00:00:12.310 --> 00:00:18.576]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:36:54.906 --> 01:37:00.648]  You and I are joined as brothers in the work that we do and just because of who we are as human beings.
[01:37:00.648 --> 01:37:01.348]  We all are.
[01:37:01.348 --> 01:37:02.609]  We just don't always recognize it.
[01:37:02.609 --> 01:37:04.249]  We don't always wake up to it.
[01:37:04.249 --> 01:37:07.731]  And we get closer and closer synced as humanity moves to the next level.
[01:37:07.731 --> 01:37:13.553]  And then you say left and I go left and you say right and I go right and I say right and you're already there.
[01:37:15.458 --> 01:37:18.260]  We're in sync in it.
[01:37:18.260 --> 01:37:19.901]  And Anne and I had this discussion.
[01:37:19.901 --> 01:37:28.568]  She's traveling with me this week and we had this discussion earlier today about the idea of how finely toned intuition is becoming.
[01:37:28.568 --> 01:37:29.729]  The more you listen to it, the better it is.
[01:37:29.729 --> 01:37:33.652]  Well, you said this 20 years ago and I'm like, okay, it's happening.
[01:37:33.652 --> 01:37:34.713]  I can't believe it now.
[01:37:34.713 --> 01:37:36.134]  It's like you're either in sync or you're not.
[01:37:36.354 --> 01:37:37.615]  Yeah, and that's exactly it.
[01:37:37.615 --> 01:37:47.321]  And, you know, that segment I did with Rob Dew when I was down here the last time, where we really got into the meat of this, and it was one of the best segments that I ever, ever did.
[01:37:47.321 --> 01:37:50.423]  And the feedback on that was... What was the name of it?
[01:37:50.423 --> 01:37:51.563]  We should put that back down.
[01:37:51.563 --> 01:37:54.405]  It was Breaking the Zombie Trance.
[01:37:54.405 --> 01:37:56.506]  Dr. Nick Beggs, Breaking the Zombie Trance.
[01:37:56.506 --> 01:38:00.429]  And it was great, I mean, in terms of explaining those details.
[01:38:00.429 --> 01:38:01.249]  And you know where it started?
[01:38:01.249 --> 01:38:03.451]  It started over dinner, when you and I were talking that night.
[01:38:04.011 --> 01:38:15.200]  And we were all having dinner, and I had said to you about, we were talking about trauma and how it changes us, how it alters us, how it makes us way different than otherwise we might be.
[01:38:15.200 --> 01:38:19.303]  In other words, the challenge... But instead of being losers, we use the trauma for strength.
[01:38:19.303 --> 01:38:20.324]  For strength, to learn from.
[01:38:20.324 --> 01:38:28.991]  And we just stopped by O. Henry's house here in Austin today, and there was a line that I read, and it was about when he went to prison here.
[01:38:29.731 --> 01:38:31.331]  And that's where he did his writing.
[01:38:31.331 --> 01:38:34.032]  That's where he changed in the worst of his life.
[01:38:34.032 --> 01:38:35.212]  He's in prison.
[01:38:35.212 --> 01:38:37.313]  He becomes the writer.
[01:38:37.313 --> 01:38:41.674]  The writer of the last century that produced so much great material.
[01:38:41.674 --> 01:38:43.814]  But it came out of his trauma.
[01:38:43.814 --> 01:38:46.435]  Where I changed in my life was when my dad disappeared.
[01:38:46.435 --> 01:38:47.075]  It changed me.
[01:38:47.075 --> 01:38:49.355]  It profoundly altered who I was.
[01:38:49.355 --> 01:38:50.956]  You want to know who wrote this?
[01:38:50.956 --> 01:38:51.616]  I want to know.
[01:38:52.296 --> 01:38:57.902]  And I wanted to know then, and I wanted to also know what is the way through this.
[01:38:57.902 --> 01:38:59.683]  And I believe we're in that way through this.
[01:38:59.683 --> 01:39:01.165]  I think people are awakening around that.
[01:39:01.165 --> 01:39:04.728]  And what was it, your dad, that was a congressman, but a good Democrat?
[01:39:04.728 --> 01:39:07.991]  What was it, old-fashioned Democrat, what was it he was doing wrong that made them so mad?
[01:39:09.085 --> 01:39:10.567]  Well, he was doing a couple things.
[01:39:10.567 --> 01:39:15.575]  One, he was transferring national resources back to Native American population in Alaska.
[01:39:15.575 --> 01:39:20.823]  And over, at that time, they wanted to give $20 million to settle this Native American claims.
[01:39:20.823 --> 01:39:22.265]  What is worth trillions?
[01:39:22.265 --> 01:39:24.128]  And what they turned in... How much is it worth?
[01:39:24.128 --> 01:39:24.689]  It's, oh...
[01:39:25.369 --> 01:39:26.030]  Unbelievable.
[01:39:26.030 --> 01:39:27.070]  Trillions and trillions.
[01:39:27.070 --> 01:39:35.456]  Okay, because what it turned into was 44 million acres, not 20, and it included the surface estate, the mineral rights, the water rights, and all rights that ran with the land.
[01:39:35.456 --> 01:39:38.859]  And so, and they got priority selection from all federal lands.
[01:39:38.859 --> 01:39:40.420]  So they got to go in and select.
[01:39:40.880 --> 01:39:45.724]  And basically make sure that their treasury was intact and that they reclaimed some of the resources.
[01:39:45.724 --> 01:39:47.205]  The globalists didn't want it.
[01:39:47.205 --> 01:39:51.448]  In fact, my dad in Congress, his freshman year in Congress, he got this passed.
[01:39:51.448 --> 01:39:54.571]  Unheard of the biggest native land claims in American history.
[01:39:54.571 --> 01:40:00.215]  Settling with over half the Native American tribes recognized in the United States are in Alaska.
[01:40:00.635 --> 01:40:04.158]  So this was a huge, huge settlement, but what it did is transfer wealth.
[01:40:04.158 --> 01:40:12.645]  The biggest domestic companies in Alaska, Alaska-based companies, are those very native corporations that were formed then and grew and developed their resources.
[01:40:12.645 --> 01:40:14.087]  They produced billions of dollars.
[01:40:14.087 --> 01:40:17.409]  And Trump's been doing the same thing, saying we should get the people involved in Western Wealth.
[01:40:17.409 --> 01:40:18.651]  I'm not alluding to that.
[01:40:18.651 --> 01:40:21.913]  It's just amazing, though, to just see how crazy this is.
[01:40:21.913 --> 01:40:25.997]  And we have been fighting in Alaska for over 40 years for the opening of ANWR, and Trump did it.
[01:40:26.457 --> 01:40:28.179]  Trump did it in his first couple years.
[01:40:28.179 --> 01:40:28.899]  We're going to go to break.
[01:40:28.899 --> 01:40:36.186]  You're going to be back this whole week getting the big picture news behind it, but a few minutes, because I know you get attacked for, you know, you've been a Democrat, whatever, but you're independent.
[01:40:36.186 --> 01:40:39.469]  But Trump, I mean, why do they hate him so much?
[01:40:39.469 --> 01:40:45.615]  They hate Trump because he is not part of their team and he is actually delivering on his promises.
[01:40:45.615 --> 01:40:47.336]  And I mean, he talked about the economy.
[01:40:47.336 --> 01:40:48.698]  He talked about trade.
[01:40:48.698 --> 01:40:50.579]  He renegotiated NAFTA in three months.
[01:40:51.540 --> 01:40:57.065]  I love Tucker Carlson, but Tucker was a little wrong saying Trump didn't deliver on abortion or on...
[01:40:58.752 --> 01:41:01.554]  Getting totally rid of Obamacare.
[01:41:01.554 --> 01:41:03.435]  Trump's done all the other stuff that's happened.
[01:41:03.435 --> 01:41:04.516]  I don't know how he's fixing it.
[01:41:04.516 --> 01:41:06.897]  You know, there's some things he's not going to be able to do.
[01:41:06.897 --> 01:41:07.158]  Alright?
[01:41:07.158 --> 01:41:08.238]  And people have to acknowledge that.
[01:41:08.238 --> 01:41:09.960]  But the important things he is doing.
[01:41:09.960 --> 01:41:11.100]  He's dealing with immigration.
[01:41:11.100 --> 01:41:12.861]  He's dealing with taxation.
[01:41:12.861 --> 01:41:15.904]  I mean, the major overhaul in taxes that just happened.
[01:41:15.904 --> 01:41:18.325]  I mean, he finally is taxing U.S.
[01:41:18.325 --> 01:41:20.827]  corporations on their foreign income for the first time.
[01:41:20.827 --> 01:41:21.988]  I'm not even that wealthy.
[01:41:22.868 --> 01:41:26.850]  My taxes went up, but I saw it go down for everybody that works here, and everybody else.
[01:41:26.850 --> 01:41:29.731]  I realized, God, this is like, actually, an old-fashioned Democrat.
[01:41:29.731 --> 01:41:33.853]  I mean, it was like, he got rid of the property tax write-offs for people.
[01:41:33.853 --> 01:41:34.493]  Right.
[01:41:34.493 --> 01:41:37.554]  Which, and he kept the ones for the average person, $10,000.
[01:41:37.554 --> 01:41:42.776]  But like the Democrats that don't pay any tax, they put it in their $100 million house, it just inflates the prices for everybody.
[01:41:42.776 --> 01:41:43.016]  Right.
[01:41:43.016 --> 01:41:43.857]  He killed that.
[01:41:43.857 --> 01:41:44.497]  Right.
[01:41:44.497 --> 01:41:45.497]  Which hurt him.
[01:41:45.497 --> 01:41:46.378]  Yeah.
[01:41:46.378 --> 01:41:46.558]  Yeah.
[01:41:47.538 --> 01:41:48.919]  That really scares them.
[01:41:48.919 --> 01:41:50.100]  Well, here's the thing.
[01:41:50.100 --> 01:41:55.844]  You know, I sat with my family on election night when Trump was elected, and my son and I voted for Trump.
[01:41:55.844 --> 01:41:58.245]  And we were the only ones in our family, I think, that did.
[01:41:58.245 --> 01:41:59.866]  My brother was U.S.
[01:41:59.866 --> 01:42:01.747]  Senator all the way up.
[01:42:01.747 --> 01:42:04.669]  Right, and we had the liveliest debates I can tell you that night.
[01:42:04.669 --> 01:42:09.072]  In fact, we felt like, okay, we're going to let this go because I knew Trump was going to win.
[01:42:09.072 --> 01:42:11.574]  I knew when he filed he was going to win because
[01:42:11.974 --> 01:42:12.735]  Of two reasons.
[01:42:12.735 --> 01:42:13.995]  One is he was a disruptor.
[01:42:13.995 --> 01:42:17.338]  People were looking for disruption of what was going on in the status quo.
[01:42:17.338 --> 01:42:19.940]  And secondly, he was authentic.
[01:42:19.940 --> 01:42:23.022]  I mean, I gotta say, he can be an ass.
[01:42:23.022 --> 01:42:26.204]  But, he's America's ass, and sometimes you need one.
[01:42:26.204 --> 01:42:32.528]  You need someone tough enough, hard enough, that will hammer back for a change instead of always backing off and falling down.
[01:42:32.528 --> 01:42:34.489]  And he's the one that is not backing down.
[01:42:34.489 --> 01:42:37.472]  I was about to say, all these other lawyers and people can't handle it.
[01:42:37.472 --> 01:42:39.453]  Look, you're gonna get a maniac bull that doesn't care.
[01:42:39.793 --> 01:42:45.198]  That's right, but he's straightforward, he is who he is, and that's who America elected.
[01:42:45.198 --> 01:42:46.459]  Whether people like it or not.
[01:42:56.792 --> 01:43:03.182]  In the last few months, InfoWars has been escalating our sales to clear out inventory of many of our best-selling items.
[01:43:03.182 --> 01:43:04.744]  And then I came up with the idea last week.
[01:43:04.744 --> 01:43:09.651]  Let's not just extend the sale of free shipping storewide, 50-75% off, double Patreon points.
[01:43:09.651 --> 01:43:12.576]  Let's extend that sale, but also add
[01:43:13.116 --> 01:43:15.858]  A free gift with every order.
[01:43:15.858 --> 01:43:24.725]  Even if it's a tube of fluoride-free, colloidal silver, iodine fortified, super blue, you'll get a free gift of a best-selling t-shirt while supplies last.
[01:43:24.725 --> 01:43:28.387]  And what I mean by that is, everyone will get a t-shirt, but these are going to be selling out.
[01:43:28.387 --> 01:43:33.751]  So whatever you order that day, they'll be the shirt of the day that's there until it sells out.
[01:43:33.751 --> 01:43:36.133]  Then there'll be another shirt that goes up for the next group of orders.
[01:43:36.673 --> 01:43:41.535]  In the next 12 days, we are going to have beyond any other sale we've ever had.
[01:43:41.535 --> 01:43:43.075]  So this is a lost leader.
[01:43:43.075 --> 01:43:44.656]  We are losing money on this.
[01:43:44.656 --> 01:43:46.076]  This is our biggest sale ever.
[01:43:46.076 --> 01:43:49.417]  Get your free gift, your free shipping, everything, and don't fight the crowds.
[01:43:49.417 --> 01:43:54.419]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[01:43:54.419 --> 01:43:56.780]  God bless you, and thank you for your support.
[01:43:56.780 --> 01:44:04.463]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[01:44:04.463 --> 01:44:04.943]  It's you.
[01:44:06.041 --> 01:44:08.543]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[01:44:08.543 --> 01:44:09.904]  You are the InfoWar.
[01:44:09.904 --> 01:44:12.827]  And now because of their intensifying censorship, it's more important than ever
[01:44:27.179 --> 01:44:38.566]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[01:44:38.566 --> 01:44:46.550]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[01:44:46.550 --> 01:44:53.594]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[01:44:53.594 --> 01:44:56.336]  We are the renaissance and we are winning!
[01:44:57.685 --> 01:45:01.267]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:45:01.267 --> 01:45:03.049]  Introducing Pollen Block.
[01:45:03.049 --> 01:45:15.217]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:45:15.217 --> 01:45:20.120]  In the 1960s, researchers in France noticed that people who ate certain quail eggs,
[01:45:20.880 --> 01:45:30.022]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:45:30.022 --> 01:45:35.343]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:45:35.343 --> 01:45:37.943]  Pollen block is natural and effective.
[01:45:37.943 --> 01:45:39.663]  It is not an antihistamine.
[01:45:39.663 --> 01:45:49.065]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:45:49.665 --> 01:45:52.306]  Go outside and enjoy the air you breathe.
[01:45:52.306 --> 01:45:57.708]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:45:57.708 --> 01:46:04.010]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:46:04.010 --> 01:46:05.030]  Ultimate Bone Broth.
[01:46:06.790 --> 01:46:13.373]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:46:13.373 --> 01:46:22.458]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health treats on the planet.
[01:46:22.458 --> 01:46:34.264]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:46:34.864 --> 01:46:46.809]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:46:46.809 --> 01:46:50.551]  It's time to experience what Ultimate Bone Broth can do for you.
[01:46:50.551 --> 01:47:00.815]  Get a bottle of the all-new version of a fan favorite product today at Infowarsstore.com.
[01:47:00.815 --> 01:47:03.477]  You're listening to The Alex Jones Show.
[01:47:15.051 --> 01:47:20.615]  From the front lines of the Information War, it's Alex Jones.
[01:47:20.615 --> 01:47:28.500]  All right, Dr. Nick Vegas, you're going to be co-hosting for at least the next three days with us.
[01:47:28.500 --> 01:47:32.023]  You're going to be on with David Knight, the David Knight Show, tomorrow at 8 a.m.
[01:47:32.023 --> 01:47:34.144]  You're going to be on about an hour into the show.
[01:47:34.144 --> 01:47:35.425]  You're in my war room tomorrow.
[01:47:35.425 --> 01:47:37.086]  We've got some big guests in studio, too.
[01:47:37.086 --> 01:47:37.947]  I can't tell you about it.
[01:47:37.947 --> 01:47:39.208]  And even bigger stuff on Tuesday.
[01:47:39.848 --> 01:47:43.030]  And let me tell you, it's got the globalists upset.
[01:47:43.030 --> 01:47:49.455]  I was saying, what should you tell people in this final segment about this battle for human will, the human soul, the human consciousness?
[01:47:49.455 --> 01:47:50.275]  That's what it's all about.
[01:47:50.275 --> 01:47:55.619]  And then you just brought up, so I'm going to go back to me, but you were bringing up, listening to the show, and the point you made on Coast to Coast AM.
[01:47:55.799 --> 01:48:00.462]  Yeah, and it was the fact that, you know, the globalists have offered you opportunities.
[01:48:00.462 --> 01:48:04.124]  And at one, I remember you talking on the air about 10 million a year.
[01:48:04.124 --> 01:48:07.546]  And you said no, which was a signal to them that you're not corruptible.
[01:48:07.546 --> 01:48:13.690]  Something similar happened to my dad when Aliaska Pipeline Corporation came into his office and tried to bribe him.
[01:48:13.690 --> 01:48:16.552]  Now, my dad was in his inner office, so his staff's all in the other room.
[01:48:16.552 --> 01:48:17.472]  They tried to bribe him.
[01:48:17.472 --> 01:48:18.833]  My dad was not a violent man.
[01:48:18.833 --> 01:48:19.794]  He was a very calm guy.
[01:48:20.254 --> 01:48:36.478]  But he literally picked the guy up by the back of his collar and the seat of his pants, and he skidded him across the Longworth Building hallway floor, which is about 20 feet wide, and told him they just about lost it, because if it wasn't so important for Alaska, that would have been the end of that piece of legislation.
[01:48:36.478 --> 01:48:39.619]  But he was incorruptible, and that was the same thing that they realized about you.
[01:48:39.619 --> 01:48:40.599]  So what is the solution?
[01:48:40.599 --> 01:48:42.800]  The solution is to try and silence your speech.
[01:48:43.300 --> 01:48:49.463]  And this is why it is so critically important right now for listeners of this program to support this program.
[01:48:49.463 --> 01:48:52.824]  To look at the info store and look what's held there and what's sold there.
[01:48:52.824 --> 01:48:54.845]  Because these are the ways that this thing stays on.
[01:48:54.845 --> 01:48:55.965]  It doesn't happen by itself.
[01:48:55.965 --> 01:48:57.886]  It happens because this is your network.
[01:48:58.426 --> 01:49:02.747]  But expanding on that, it's just them speaking out.
[01:49:02.747 --> 01:49:06.207]  They don't want Infowars because it's populist and it's pro-human.
[01:49:06.207 --> 01:49:07.808]  These globalists want to shut it all down.
[01:49:07.808 --> 01:49:09.488]  That's right, and you're just the first.
[01:49:09.488 --> 01:49:12.869]  I mean, you're going to see this come against everyone.
[01:49:12.869 --> 01:49:20.850]  And this is why even some of the strong liberal scholars are starting to talk about the fact that this can't happen in America.
[01:49:20.850 --> 01:49:23.691]  Freedom of speech is about being able to say what we want.
[01:49:23.691 --> 01:49:25.911]  People do not have a right to not be offended.
[01:49:26.331 --> 01:49:29.993]  Well don't you love how when they come after us they always misrepresent what we said?
[01:49:29.993 --> 01:49:31.094]  Absolutely, every time.
[01:49:31.094 --> 01:49:33.055]  They edit it, they take it out, it's never what we said.
[01:49:33.055 --> 01:49:44.982]  No, they never give you enough time, they never give you the full scoop, they only take that, the satire, I mean it's actually satire when you're delivering it, and they try to make it sound like it's some sort of factual statement.
[01:49:45.462 --> 01:49:46.903]  You've studied the technocrats.
[01:49:46.903 --> 01:49:48.704]  You said, don't worry about chemicals.
[01:49:48.704 --> 01:49:50.525]  It's the electromagnetic that they're really doing.
[01:49:50.525 --> 01:49:55.768]  The Chinese government with their 5G, the arrest of the head of this company with chips in all the phones.
[01:49:55.768 --> 01:49:58.210]  I mean, we're in a total war.
[01:49:58.210 --> 01:50:03.333]  I don't even know that behind the scenes there's a huge war for this country to even survive.
[01:50:03.333 --> 01:50:05.454]  What would you quantify that as?
[01:50:05.454 --> 01:50:08.696]  And how do these mad scientists, how do they communicate?
[01:50:08.696 --> 01:50:10.817]  How do they interface?
[01:50:10.817 --> 01:50:11.918]  How do they run this system?
[01:50:12.458 --> 01:50:13.919]  A lot of them don't even see it.
[01:50:13.919 --> 01:50:17.380]  They're just in their little knothole, looking at their little people.
[01:50:17.380 --> 01:50:18.961]  Because they're only following mathematics.
[01:50:18.961 --> 01:50:19.921]  It's sociopathic.
[01:50:19.921 --> 01:50:21.082]  Yeah, they're just looking at it.
[01:50:21.082 --> 01:50:25.083]  And actually, sociopathic behaviors in leadership is not uncommon.
[01:50:25.083 --> 01:50:26.924]  In fact, there were some studies... It's rewarded.
[01:50:26.924 --> 01:50:35.667]  Yeah, in fact, it is rewarded, because they're the ones who are, unfortunately, the head of many companies, the heads of many banks, and the heads of many governments.
[01:50:35.667 --> 01:50:41.230]  So because they're totally cold-blooded and go bottom line, which means cutting out other people's free market systems,
[01:50:42.398 --> 01:50:43.559]  Then that's how they get ahead.
[01:50:43.559 --> 01:50:44.680]  That's exactly it.
[01:50:44.680 --> 01:50:49.885]  It's about stomping on the other guy on your way up and using people as stepping stones.
[01:50:49.885 --> 01:50:58.772]  And so many of these folks, and this is where the dehumanization of it has happened, we are divinely created as human beings to do something in this world.
[01:50:58.772 --> 01:51:00.274]  And it has to do with stewardship.
[01:51:00.274 --> 01:51:03.136]  It has to do with our fundamental obligation.
[01:51:03.136 --> 01:51:03.697]  Well, it's a test.
[01:51:03.697 --> 01:51:04.697]  You're a smart guy.
[01:51:04.697 --> 01:51:06.199]  What is human's ultimate mission?
[01:51:06.889 --> 01:51:08.250]  I think it is a test.
[01:51:08.250 --> 01:51:12.393]  You know, this is about a test of who we are at the same time as our opportunity to demonstrate.
[01:51:12.393 --> 01:51:12.713]  Pretty obvious.
[01:51:12.713 --> 01:51:14.855]  We're on a planet way out in the middle of nowhere.
[01:51:14.855 --> 01:51:16.036]  We're going to have incredible power.
[01:51:16.960 --> 01:51:17.781]  Yeah.
[01:51:17.781 --> 01:51:18.621]  And we're learning.
[01:51:18.621 --> 01:51:19.662]  We're here to learn.
[01:51:19.662 --> 01:51:22.805]  And we learn through our trauma, through our problems, through our errors.
[01:51:22.805 --> 01:51:25.107]  This was a message of forgiveness, for goodness sake.
[01:51:25.107 --> 01:51:29.650]  This was the idea of falling down, standing up, and straightening out.
[01:51:29.650 --> 01:51:31.932]  You know, it's about being responsible, being accountable.
[01:51:31.932 --> 01:51:35.755]  So the people taking over and trying, going, oh my God, humans have incredible potential.
[01:51:35.755 --> 01:51:38.137]  Let's wall it off, dumb them down, so we get it.
[01:51:38.137 --> 01:51:39.118]  They're failing the test.
[01:51:39.258 --> 01:51:48.049]  That's exactly it, because if they keep you in this constant state of fear and anxiety, you cannot reach your higher states of awareness, your higher states of consciousness.
[01:51:48.049 --> 01:51:52.054]  What divinely has been created in us cannot manifest in fear.
[01:51:52.054 --> 01:51:55.779]  That's why when the angel arrives, the first message out of the angel's mouth... Fear not!
[01:51:55.779 --> 01:51:56.279]  Fear not!
[01:51:56.880 --> 01:51:57.501]  Let me expand on that.
[01:52:12.775 --> 01:52:13.755]  It's a warning!
[01:52:13.755 --> 01:52:14.896]  It's a warning, okay?
[01:52:14.896 --> 01:52:17.916]  And so, the balance between that is sometimes difficult.
[01:52:17.916 --> 01:52:20.677]  You know, you and I have very different styles, but we have the same message.
[01:52:20.677 --> 01:52:24.618]  And so, some listeners can hear my message, and others can't.
[01:52:24.618 --> 01:52:25.798]  They can hear yours.
[01:52:25.798 --> 01:52:30.460]  This is why it takes a court of people, and that's what this network is.
[01:52:30.460 --> 01:52:39.102]  I just can't believe that more people don't... it's such an easy choice, pro-human, pro-future, versus globalism, that you can just... the stench is just...
[01:52:39.844 --> 01:52:41.905]  But you know, it overwhelms a lot of people.
[01:52:41.905 --> 01:52:44.986]  Think about how most of us work.
[01:52:44.986 --> 01:52:46.427]  You know, everybody's working all day.
[01:52:46.427 --> 01:52:47.868]  They come home, they're tired.
[01:52:47.868 --> 01:52:51.209]  And they don't want to hear about some big, giant, global cabal they've got to fight.
[01:52:51.209 --> 01:52:51.730]  Nope.
[01:52:51.730 --> 01:52:54.271]  They're watching entertainment TV, right?
[01:52:54.271 --> 01:52:58.273]  I mean, think about the junk on television, how hard it is to sort through anything worthwhile.
[01:52:58.273 --> 01:53:00.074]  But it's basically to divert, to distract.
[01:53:00.074 --> 01:53:00.674]  It's just jamming.
[01:53:00.934 --> 01:53:01.775]  It's just jamming.
[01:53:01.775 --> 01:53:03.057]  Exactly what it is.
[01:53:03.057 --> 01:53:04.178]  You could call it jamming.
[01:53:04.178 --> 01:53:05.560]  It's the best word for it.
[01:53:05.560 --> 01:53:07.102]  Because even the advertising.
[01:53:07.102 --> 01:53:07.502]  Think about it.
[01:53:07.502 --> 01:53:08.884]  It's talking about how you smell.
[01:53:08.884 --> 01:53:10.245]  It's talking about your breath.
[01:53:10.245 --> 01:53:11.787]  It's talking about how your hair fell out.
[01:53:11.787 --> 01:53:12.608]  Women don't want you.
[01:53:12.608 --> 01:53:13.289]  Right, right.
[01:53:13.289 --> 01:53:14.210]  All this stuff.
[01:53:14.210 --> 01:53:19.797]  And it generates anxiety, fear, and questioning yourself, questioning your self-image, questioning who you are as a human being.
[01:53:20.532 --> 01:53:32.042]  Those are all important things, but stepping beyond that and knowing that we are created divinely, perfectly, and we need to start to recognize, fall more into that of who we are.
[01:53:32.042 --> 01:53:36.285]  Once we get the timelessness and that definitely our data, who we are, goes on forever.
[01:53:36.285 --> 01:53:37.366]  It's not even a debate about it.
[01:53:37.366 --> 01:53:38.547]  We know it inherently.
[01:53:38.547 --> 01:53:39.989]  That takes the power away from them.
[01:53:39.989 --> 01:53:41.410]  It does because the fear is gone.
[01:53:42.222 --> 01:53:48.086]  When you know this is a snapshot between short interviews... So how do you deal with the fear of not delivering?
[01:53:48.086 --> 01:53:50.727]  Because I'm not afraid of them killing me or taking everything.
[01:53:50.727 --> 01:53:53.469]  I am afraid of not doing enough to stop them.
[01:53:53.469 --> 01:53:54.990]  You and I have had this discussion.
[01:53:54.990 --> 01:53:58.212]  I had it with you at that restaurant a year and a half ago and I remember it clearly.
[01:53:58.212 --> 01:54:02.454]  And what I would say, Alex, is you run 110% all the time.
[01:54:02.454 --> 01:54:04.375]  God doesn't require it of us.
[01:54:04.375 --> 01:54:09.859]  90% is good enough because God wants that 10% reserve for you to lift you up.
[01:54:10.599 --> 01:54:12.761]  And so, I would say this.
[01:54:12.761 --> 01:54:14.142]  We do our best.
[01:54:14.142 --> 01:54:15.382]  That's all this ever requires.
[01:54:15.382 --> 01:54:16.663]  Not always succeeding.
[01:54:16.663 --> 01:54:18.344]  It's doing our best.
[01:54:18.344 --> 01:54:20.866]  And I know that about Alex Jones.
[01:54:20.866 --> 01:54:22.687]  Every day he does his best.
[01:54:22.687 --> 01:54:28.251]  And given that 10%... I think that's what they hate though, is that they know that we have feelings.
[01:54:28.251 --> 01:54:29.892]  And they claim we're weak because we have feelings.
[01:54:29.892 --> 01:54:30.632]  No.
[01:54:30.632 --> 01:54:31.833]  We're alive because we have feelings.
[01:54:31.833 --> 01:54:32.814]  We are human beings.
[01:54:34.178 --> 01:54:36.240]  And we feel all of those emotions.
[01:54:36.240 --> 01:54:38.121]  And that's what makes us human beings.
[01:54:38.121 --> 01:54:40.323]  That's what makes every one of us human beings.
[01:54:40.323 --> 01:54:41.684]  So then who are these corporate guys?
[01:54:41.684 --> 01:54:42.685]  They don't even have feelings.
[01:54:42.685 --> 01:54:47.789]  They don't have it because they've lost their compassion, they've lost touch with who they are.
[01:54:47.789 --> 01:54:50.030]  You know the intuition I was talking about earlier that we don't listen to?
[01:54:50.030 --> 01:54:52.752]  If you quit listening to it, that's also your conscience.
[01:54:52.752 --> 01:54:55.314]  That's the part that tells you right and wrong, what you should and shouldn't do.
[01:54:55.314 --> 01:54:58.277]  When you turn it off enough, it no longer registers.
[01:54:58.277 --> 01:54:59.238]  That's a sociopath.
[01:55:00.018 --> 01:55:06.001]  So, feeling, knowing who you are, expressing your emotions freely, this is what makes us human.
[01:55:06.001 --> 01:55:14.145]  I agree, but what happens then, when you always answer it, and then it turns up, and then it's like a big antenna drawing it all in, then that's what's crazy.
[01:55:14.145 --> 01:55:19.788]  Well, and it happens, but here's what also happens, you know, and it's moths to the light, right?
[01:55:19.788 --> 01:55:22.249]  Something else I've heard from man, is moths to the light.
[01:55:22.249 --> 01:55:25.611]  You know, your bright spot in the world, they attract all of this nonsense.
[01:55:26.621 --> 01:55:28.382]  Because it needs, it is attractive.
[01:55:28.382 --> 01:55:36.267]  Let me ask this in closing, and you're going to come back this whole week and I've counted, you can do whole videos if you want to, just yourself talking, I don't want people to hear what you have to say.
[01:55:36.267 --> 01:55:38.808]  Certainly the energy of the Earth is going off the chart right now.
[01:55:38.808 --> 01:55:39.689]  I can't even handle it.
[01:55:39.689 --> 01:55:43.171]  I mean, you call it what you want, it's like, it is wild right now.
[01:55:43.171 --> 01:55:43.911]  What would you call it?
[01:55:43.911 --> 01:55:45.552]  The quickening you predicted, but it's here.
[01:55:45.552 --> 01:55:50.175]  Oh yeah, it's here, and I would say it's a reflection both of our own consciousness and what's happening.
[01:55:50.175 --> 01:55:52.536]  When you see disruption in people, you'll see disruption in the planet.
[01:55:52.956 --> 01:55:54.057]  These things are all connected.
[01:55:54.057 --> 01:55:57.300]  There are no systems separated and science shows that to us today.
[01:55:57.300 --> 01:56:01.765]  So as human beings express all of this negative emotion, you're going to see a lot of things within the earth.
[01:56:01.765 --> 01:56:02.946]  Traumatic things within the earth.
