[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[00:25:34.412 --> 00:25:35.893]  Google seeks a return to China.
[00:25:35.953 --> 00:25:38.114]  It's said to be building a censored search engine.
[00:25:38.134 --> 00:25:46.279]  And when you actually read what the whistleblower said, they said they're doing it here already, they're preparing it in China, they're moving, and they're using what they're building in the U.S.
[00:25:46.359 --> 00:25:49.480]  and China together against people already, and it's dangerous.
[00:25:49.760 --> 00:25:52.542]  That's what the whistleblower actually said, and the documents actually showed.
[00:25:55.831 --> 00:25:59.673]  The New York Times knows they help kill millions of children in Iraq and other areas.
[00:25:59.713 --> 00:26:01.073]  They know they help fund the Arab Spring.
[00:26:01.393 --> 00:26:03.694]  They are cold-blooded evil people.
[00:26:04.194 --> 00:26:08.176]  Take the new editorial board lady saying whites are subhuman, all the rest of it.
[00:26:09.117 --> 00:26:09.817]  They need to die.
[00:26:10.317 --> 00:26:12.098]  And she loves it when cops get killed and all this.
[00:26:12.398 --> 00:26:13.538]  They say she stays.
[00:26:14.119 --> 00:26:15.059]  Roseanne Barr doesn't.
[00:26:15.439 --> 00:26:17.120]  Because she's a fellow traveler.
[00:26:18.766 --> 00:26:19.507]  This is their plan.
[00:26:19.527 --> 00:26:23.470]  This is the army they've created on the universities for 30 years.
[00:26:23.810 --> 00:26:25.632]  They're now going to turn loose on everybody.
[00:26:27.453 --> 00:26:31.977]  Now I said I'd show you a little video on why they want to shut down, but let's do that at the start of the next segment.
[00:26:32.057 --> 00:26:34.559]  It's just that this is so huge, ladies and gentlemen.
[00:26:35.680 --> 00:26:39.503]  But the big issue here is, this is illegal.
[00:26:41.244 --> 00:26:45.508]  When you get all the tech giants together, who control 90 plus percent of the internet,
[00:26:47.352 --> 00:26:55.575]  Coming in, music, searches, podcasts, advertising, and they start saying the NRA can't be on our platforms.
[00:26:56.376 --> 00:26:58.336]  Then they start saying Alex Jones can't be on our platforms.
[00:26:58.777 --> 00:27:00.557]  Then they say, oh, Trump can't be on our platforms.
[00:27:00.597 --> 00:27:06.199]  Then all these Republican Congress people rerunning for election, suddenly they can't advertise when the Democrats can.
[00:27:06.440 --> 00:27:08.560]  And suddenly they can't even reach out to their constituents.
[00:27:08.600 --> 00:27:11.421]  And suddenly they can't even put out a campaign statement or a video.
[00:27:11.462 --> 00:27:12.442]  It gets blocked or banned.
[00:27:14.437 --> 00:27:19.202]  And then Facebook, Twitter, and YouTube, and Google get up there in congressional hearings and go, we're not blocking you at all.
[00:27:19.222 --> 00:27:22.706]  And the Congress for the next day goes and looks and he's totally banned.
[00:27:23.347 --> 00:27:24.047]  He's shadow banned.
[00:27:24.067 --> 00:27:26.110]  He's still there, but no one can see it.
[00:27:29.914 --> 00:27:36.341]  And now Twitter and Facebook and Google, they're all hiring former Obama administration officials who are even worse.
[00:27:38.171 --> 00:27:42.193]  And then Matt Gaetz goes, I don't think it's a coincidence we're all being banned.
[00:27:42.634 --> 00:27:43.594]  You don't think it's a coincidence?
[00:27:43.614 --> 00:27:45.035]  They said they're doing it, do you?
[00:27:45.596 --> 00:27:50.959]  They think you're idiots, because they've been doing it the whole time, and their representatives come and lie to your face!
[00:27:52.680 --> 00:28:05.248]  And they just want me shut up, because I'm going, hey, only thing wrong with Drudge Report is it's got a red apple, and it should be the communist Chinese flag over the apple saying, Apple crossed out, China regulates U.S.
[00:28:05.348 --> 00:28:05.668]  Internet.
[00:28:08.877 --> 00:28:10.398]  China regulates U.S.
[00:28:10.438 --> 00:28:10.999]  conservatives.
[00:28:11.099 --> 00:28:11.519]  You know what?
[00:28:11.599 --> 00:28:13.140]  They can't stop you because A.I.
[00:28:13.160 --> 00:28:14.861]  doesn't know how to understand memes.
[00:28:16.903 --> 00:28:21.206]  And everyone must make memes about Apple and Google being Chinese-run.
[00:28:21.606 --> 00:28:25.809]  And everyone must lift InfoWars up as a standard to be defended and saved.
[00:28:26.009 --> 00:28:28.551]  There's a hashtag that Millie Weaver decided to put out.
[00:28:29.171 --> 00:28:33.334]  Hashtag FreeInfoWars that's trending in the top of Twitter.
[00:28:33.854 --> 00:28:34.235]  Fight them!
[00:28:35.168 --> 00:28:36.489]  Politically, never stop.
[00:28:36.950 --> 00:28:42.755]  Get in there and ram Free Info Wars out and tell folks, hey, it's the most censored thing in the world for a reason.
[00:28:43.075 --> 00:28:44.236]  Jones is dialed in.
[00:28:44.816 --> 00:28:46.298]  Jones knows who the enemy is.
[00:28:46.718 --> 00:28:48.219]  He understands the globalist program.
[00:28:48.820 --> 00:28:50.601]  He knows how to take action.
[00:28:51.322 --> 00:28:54.184]  And he's warning the Congress and the President and patriots in the EU.
[00:28:54.625 --> 00:28:55.025]  You name it.
[00:28:55.045 --> 00:28:55.766]  I mean, let me tell you something.
[00:28:55.786 --> 00:29:00.189]  I get on the phone with leaders of the resistance in Europe and the U.S.
[00:29:00.209 --> 00:29:01.431]  and they ask me what should be done.
[00:29:02.222 --> 00:29:02.622]  If you like.
[00:29:36.364 --> 00:29:48.510]  You know, President Trump talks about how we need to be trailblazers, how we need to be outsiders, how we need to expose the current stagnant system that's been suppressing us, wanting to make us poor so we can consolidate control and buy us up for pennies on the dollar.
[00:29:48.550 --> 00:29:50.090]  That really is the globalist system.
[00:29:51.691 --> 00:29:52.592]  He's absolutely right.
[00:29:52.692 --> 00:29:58.915]  So it is an honor to be persecuted by the globalists and to be lied about and to be demonized.
[00:30:00.430 --> 00:30:09.674]  It's an honor to draw them out so we can show who they are so that you take action and you take the country back politically, culturally, spiritually, financially.
[00:30:09.914 --> 00:30:15.416]  Another hero is Julian Assange, who's been in solitary confinement in a closet-sized room.
[00:30:15.456 --> 00:30:18.657]  They converted a closet with a bed and enough room for a laptop.
[00:30:18.877 --> 00:30:20.539]  They took that away over a year ago.
[00:30:20.939 --> 00:30:22.822]  No communication with the outside.
[00:30:22.842 --> 00:30:24.864]  It's all been one hell of a time for him.
[00:30:25.004 --> 00:30:29.469]  And he was very bipartisan in that he exposed Republicans, he exposed Democrats.
[00:30:29.549 --> 00:30:39.421]  He very judiciously released information that exposed criminal activity of the NSA, criminal activity of the CIA, illegal spying on Congress, illegal spying on Trump.
[00:30:39.861 --> 00:30:50.224]  Illegal spying on me, but they had my home number, my old cell, my new cell, and my office line, and they had Donald Trump's Mar-a-Lago private apartment number that I had.
[00:30:50.304 --> 00:30:56.505]  Total proof of Obama spying on Trump and yours truly a decade ago.
[00:30:56.585 --> 00:30:58.486]  Ladies and gentlemen, this is the real deal.
[00:30:58.606 --> 00:31:02.787]  And America's had freedom so long, people don't recognize real tyranny when it hits them right between the eyes.
[00:31:02.987 --> 00:31:06.108]  But everyone needs to go to Infowars.com.
[00:31:06.188 --> 00:31:08.469]  The article is right up there at the top of the page, red link.
[00:31:08.589 --> 00:31:09.509]  Petition to Trump.
[00:31:09.529 --> 00:31:10.629]  Pardon Julian Assange.
[00:31:10.709 --> 00:31:17.452]  And we go over the fact that he engaged in regular journalistic activity and did a wonderful job being advised by top journalism professors around the world.
[00:31:17.552 --> 00:31:19.232]  And that he was very, very fair about what he did.
[00:31:19.372 --> 00:31:21.833]  And that you need to send the message that he's a hero.
[00:31:21.893 --> 00:31:27.815]  Now, I know they claim he's a Russian agent with no evidence and all the rest of that garbage, even though they've released stuff on Russia and Israel as well, and China.
[00:31:27.915 --> 00:31:28.395]  It doesn't matter.
[00:31:28.455 --> 00:31:29.696]  It's the right thing to do.
[00:31:29.876 --> 00:31:31.697]  And you wouldn't have gotten elected without drudge.
[00:31:31.777 --> 00:31:34.298]  You wouldn't have gotten elected without what you've done, obviously.
[00:31:34.318 --> 00:31:36.039]  You can't say it's any one person.
[00:31:36.059 --> 00:31:38.240]  But without any of us together, it wouldn't have happened.
[00:31:38.300 --> 00:31:41.662]  So we need the president to pardon Julian Assange.
[00:31:41.782 --> 00:31:45.124]  And you said in a speech, I don't care who got her illegal server.
[00:31:45.364 --> 00:31:45.944]  It's illegal.
[00:31:46.105 --> 00:31:47.525]  It's about what she did that's wrong.
[00:31:47.725 --> 00:31:48.666]  Don't change the subject.
[00:31:48.886 --> 00:31:50.307]  Go back to that instinct, sir.
[00:31:50.727 --> 00:31:52.328]  But you told Assange, release it.
[00:31:53.048 --> 00:31:54.489]  You said release more stuff.
[00:31:54.949 --> 00:31:55.990]  And he's in the crosshairs.
[00:31:57.048 --> 00:32:00.069]  And he needs to be pardoned if he's brought back to the United States.
[00:32:03.250 --> 00:32:06.931]  Super silver wound gel uses silver salt technology.
[00:32:07.231 --> 00:32:10.653]  There's been extensive research on silver salt technology.
[00:32:11.013 --> 00:32:20.396]  This research includes 20 plus safety reports and test series as well as the first ever double blind FDA cleared human ingestion toxicity
[00:32:21.056 --> 00:32:24.481]  Study, this formula is 24 ppm.
[00:32:24.841 --> 00:32:29.788]  That's 32 ppm version is FDA cleared as a prescription medical device.
[00:32:29.848 --> 00:32:32.211]  Similar products sell for $40 or more.
[00:32:32.491 --> 00:32:37.097]  It's one of the only OTC products that direct claims against MRSA.
[00:32:37.157 --> 00:32:37.758]  Ah, you don't want that.
[00:32:38.158 --> 00:32:41.939]  And VRE, two of the most deadly forms of bacteria that can cause infection.
[00:32:42.159 --> 00:32:44.839]  Great for first and second degree burns, including sunburn.
[00:32:45.099 --> 00:32:48.400]  The Super Silver Wound Gel is essential armor for your wounds.
[00:32:48.780 --> 00:32:54.081]  The barrier protection can last up to three days on the skin, helping to eliminate the chance of infection.
[00:32:54.161 --> 00:32:58.302]  It's perfect for athletes of all ages in all areas of sports.
[00:32:59.162 --> 00:33:01.923]  Super Silver Wound Gel.
[00:33:06.380 --> 00:33:10.542]  You're listening to The Alex Jones Show.
[00:33:23.987 --> 00:33:29.209]  Live, raw, and unfiltered by globalist propaganda.
[00:33:29.429 --> 00:33:31.210]  It's The Alex Jones Show.
[00:33:31.430 --> 00:33:33.311]  Tomorrow's news today.
[00:33:42.264 --> 00:33:48.487]  For humanity to stand up in the Info War and say, I don't know what's gonna happen at the end of this, but you wanna fight?
[00:33:48.588 --> 00:33:50.869]  You better believe you got one!
[00:33:53.010 --> 00:33:58.053]  From the front lines of the Information War, it's Alex Jones.
[00:34:04.131 --> 00:34:11.797]  Alright, there's a very powerful article up on InfoWars.com and NewsWars.com right now by Paul Joseph Watson.
[00:34:12.098 --> 00:34:13.859]  Remember, they want this information suppressed.
[00:34:14.400 --> 00:34:19.464]  The real reason Apple, Facebook, Spotify and YouTube banned InfoWars on the same day on 8-6.
[00:34:20.845 --> 00:34:23.067]  This is what election meddling looks like.
[00:34:24.278 --> 00:34:33.843]  Just as Congressman Gates and others have pointed out, it is a donation in kind, violating the federal election laws that the Democrats are on record saying, we own Facebook, we own Twitter.
[00:34:34.384 --> 00:34:36.345]  Their executives say we're going to crush conservatives.
[00:34:36.925 --> 00:34:43.729]  And then they treat the conservative members of the House and Senate like bumbling hayseeds.
[00:34:44.738 --> 00:34:47.759]  That's what they think of you in their own emails, their own contacts, their own statements.
[00:34:48.540 --> 00:34:54.322]  It's the imperialism, the cultural imperialism of the San Francisco tech elite.
[00:34:54.362 --> 00:34:59.044]  There's an article up on Infowars.com that breaks all this down.
[00:34:59.104 --> 00:35:04.367]  WikiLeaks says, Infowars says it's been banned by Facebook for unspecified hate speech.
[00:35:04.767 --> 00:35:05.988]  Well, and now you know it has.
[00:35:06.008 --> 00:35:07.750]  That was just last night they said that.
