[00:00:05.885 --> 00:00:08.086]  Hitler took the guns.
[00:27:39.428 --> 00:27:47.154]  We have the fraudulent warrants they got, which the court says in the memo, you guys aren't following the law doing this.
[00:27:48.547 --> 00:27:51.028]  Until the President orders them to do it.
[00:27:51.028 --> 00:27:52.329]  And that's what's blacked out.
[00:27:52.329 --> 00:28:00.332]  And that's what Daily Beast isn't telling you is, Barack Obama's name is in these documents.
[00:28:00.332 --> 00:28:01.592]  POTUS.
[00:28:01.592 --> 00:28:03.693]  President of the United States.
[00:28:03.693 --> 00:28:05.954]  And that's what no one is supposed to ever say.
[00:28:05.954 --> 00:28:13.537]  They have a talking point now for over a year and a half that President Obama has never been involved in any political action against Trump.
[00:28:14.855 --> 00:28:20.744]  President Obama has never been involved with the FISA court against anybody who's a U.S.
[00:28:20.744 --> 00:28:21.505]  citizen.
[00:28:21.505 --> 00:28:25.912]  President Obama is above reproach and what did Nunes and what did
[00:28:27.219 --> 00:28:34.225]  All the other congressional Republicans that have the courage to tell the truth tell you is going to happen.
[00:28:34.225 --> 00:28:36.407]  What did Congressman Gates say?
[00:28:36.407 --> 00:28:44.375]  They've all said what's in the memo exposes Obama running it and will destroy his legacy as Mr. Goody Two-Shoes.
[00:28:44.375 --> 00:28:45.215]  Mr. Goody Two-Shoes, he...
[00:28:46.036 --> 00:28:50.801]  Persecuted the press, he persecuted whistleblowers like no one we've ever seen.
[00:28:50.801 --> 00:28:59.809]  So that's what's really in the memo, is that Obama ran this and used illegal fake info to get a fake warrant to surveil his political enemies.
[00:28:59.809 --> 00:29:01.030]  Hear that?
[00:29:01.030 --> 00:29:04.934]  That's the sound of a house being trashed while a gang of thieves ransacked the place.
[00:29:06.395 --> 00:29:09.296]  And what they don't steal will be destroyed.
[00:29:09.296 --> 00:29:12.878]  This year, resolve not to be the next victim of a break-in.
[00:29:12.878 --> 00:29:20.441]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[00:29:20.441 --> 00:29:25.043]  Security is a mindset and Faketv should be part of your security solution.
[00:29:25.043 --> 00:29:27.484]  Be vigilant, but not fearful.
[00:29:27.484 --> 00:29:28.645]  Faketv.com
[00:29:29.960 --> 00:29:30.781]  This is Dan Pilla.
[00:29:30.781 --> 00:29:32.582]  Do you owe the IRS money you can't pay?
[00:29:32.582 --> 00:29:34.223]  Are tax debts crippling you?
[00:29:34.223 --> 00:29:37.046]  I've defended people from the IRS for over 30 years.
[00:29:37.046 --> 00:29:39.347]  I've helped thousands and I can help you too.
[00:29:39.347 --> 00:29:43.851]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:29:43.851 --> 00:29:47.794]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:29:47.794 --> 00:29:51.577]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:29:51.577 --> 00:29:51.897]  Call 800-34-NO-TAX.
[00:29:51.897 --> 00:29:53.318]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:30:02.276 --> 00:30:20.662]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation, I can speak for hours just on the files I have here, of what this is proven to do, the ingredients in this, this is the ultimate immune system boost for this time of year, any time of the year.
[00:30:20.662 --> 00:30:26.965]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70, $80.
[00:30:26.965 --> 00:30:28.305]  It's a great deal at $39.
[00:30:28.305 --> 00:30:30.906]  Immune wall, beta-glucans, olive leaf,
[00:30:31.566 --> 00:30:33.107]  And so much more.
[00:30:33.107 --> 00:30:34.448]  It is concentrated.
[00:30:34.448 --> 00:30:36.189]  You need to go read what is in here.
[00:30:36.189 --> 00:30:41.993]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[00:30:41.993 --> 00:30:43.214]  A citrus peel blend.
[00:30:43.214 --> 00:30:45.215]  I mean, this is the next level.
[00:30:45.215 --> 00:30:47.817]  It's now available, ladies and gentlemen, Immune Wall.
[00:30:47.817 --> 00:30:49.238]  I think it's beyond seasonal.
[00:30:49.238 --> 00:30:51.620]  Beta, glucan, olive leaf, and more.
[00:30:51.620 --> 00:30:52.320]  Immune Wall.
[00:30:52.320 --> 00:30:54.942]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:31:00.962 --> 00:31:05.645]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:31:05.645 --> 00:31:16.072]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:31:16.972 --> 00:31:21.775]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:31:21.775 --> 00:31:30.179]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:31:30.179 --> 00:31:37.884]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:31:37.884 --> 00:31:39.845]  Wake up refreshed and take on the day.
[00:31:40.325 --> 00:31:48.267]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:31:48.267 --> 00:31:51.948]  Get the sleep you deserve and experience the power of knockout.
[00:31:51.948 --> 00:31:56.309]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:31:56.309 --> 00:31:59.990]  That's InfoWarsLife.com.
[00:31:59.990 --> 00:32:02.091]  Frank in North Carolina, thanks for holding so long.
[00:32:02.091 --> 00:32:02.411]  Go ahead.
[00:32:03.448 --> 00:32:04.929]  I just have to say something, man.
[00:32:04.929 --> 00:32:08.793]  It seems like every time I turn on your broadcast, you're bragging.
[00:32:08.793 --> 00:32:10.215]  It just gets old, man.
[00:32:10.215 --> 00:32:12.638]  I'm gonna shut you down right now, okay?
[00:32:12.638 --> 00:32:14.960]  We're taking calls about your nomination.
[00:32:14.960 --> 00:32:18.965]  Do you understand they're having congressional hearings trying to shut us down?
[00:32:18.965 --> 00:32:21.407]  Do you understand I'm ringing the alarm?
[00:32:22.268 --> 00:32:24.949]  If that was happening to anybody else, I'd be freaked out.
[00:32:24.949 --> 00:32:26.310]  I mean, what's it going to take?
[00:32:26.310 --> 00:32:27.410]  Us being shut down?
[00:32:27.410 --> 00:32:28.911]  Is that what you want, Frank?
[00:32:28.911 --> 00:32:29.971]  You know what, Alex?
[00:32:29.971 --> 00:32:31.092]  Put him on pause again.
[00:32:31.092 --> 00:32:32.172]  Hey, Frank!
[00:32:32.172 --> 00:32:37.835]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[00:32:37.835 --> 00:32:42.357]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[00:32:42.357 --> 00:32:45.238]  I'm not going to just stop growth and let them start pushing us backwards.
[00:32:45.238 --> 00:32:45.958]  Do you understand?
[00:32:45.958 --> 00:32:47.599]  I need your help, Frank!
[00:32:47.599 --> 00:32:48.720]  I need your help, Frank!
[00:32:49.720 --> 00:32:55.062]  Go to Infowarsstore.com right now and help fund the InfoWars.
[00:32:55.062 --> 00:32:56.042]  Do you understand?
[00:32:56.042 --> 00:32:57.682]  I need your help, Frank!
[00:32:57.682 --> 00:33:03.364]  Free Press needs your help, Frank!
[00:33:03.364 --> 00:33:05.985]  You're listening to the Alex Jones Show.
[00:33:20.788 --> 00:33:22.935]  The Alex Jones Show.
[00:33:22.935 --> 00:33:25.804]  Because there is a war on for your mind.
[00:33:43.334 --> 00:33:54.421]  Folks, we have a ton of economic news, political news, a ton of tectonic news dealing with volcanoes and earthquakes massively increasing, especially on the U.S.
[00:33:54.421 --> 00:33:59.185]  East Coast, with top seismologists believing that the really big one could hit any day.
[00:33:59.185 --> 00:33:59.745]  We've already seen 8.2s.
[00:34:01.366 --> 00:34:04.689]  Off the coast of Alaska, we've already seen Mount St.
[00:34:04.689 --> 00:34:08.291]  Helens coming back to life like it hasn't done since it erupted in the early 1980s.
[00:34:08.291 --> 00:34:10.873]  So we're going to be looking at all of that as well.
[00:34:10.873 --> 00:34:21.521]  But I want to open the phones up on this Thursday edition to take a ton of your calls, specifically on the secret Nunes memo.
[00:34:21.521 --> 00:34:29.808]  That again, he talks about the four pages in the memo that is from the classified FISA court memo.
[00:34:31.676 --> 00:34:46.185]  Those, we've been told, by high-level sources including the former head of operations of the NSA, is the blacked-out portions that are in that document.
[00:34:46.185 --> 00:34:52.149]  And the media uses this distraction process to say, this is not the secret part Nunes has.
[00:34:52.149 --> 00:34:54.651]  We made that clear.
[00:34:54.651 --> 00:34:58.934]  This is the document that's been hiding in plain view, that no one's covered,
[00:34:59.892 --> 00:35:07.735]  That shows the illegal surveillance and the FISA court at least twice coming to Obama and saying, this is illegal.
[00:35:07.735 --> 00:35:10.177]  What are you doing?
[00:35:10.177 --> 00:35:18.840]  And it's got the names blacked out of Comey, of McCabe, of Loretta Lynch, of all the usual suspects.
[00:35:18.840 --> 00:35:20.641]  And that's what members of Congress have said.
[00:35:20.641 --> 00:35:24.403]  They said, this is going to embarrass Obama big time.
[00:35:24.403 --> 00:35:28.224]  This is going to hurt his legacy as Mr. Goody Two-Shoes.
[00:35:28.224 --> 00:35:29.265]  He's not Mr. Goody Two-Shoes.
[00:35:31.104 --> 00:35:34.566]  Incredible persecutor of the press and whistleblowers and you name it.
[00:35:34.566 --> 00:35:47.195]  So now after they said, oh there is no memo, now Peter Schiff and now the Democrats and now the operatives of the Justice Department have changed their tune and they say we do not want this released.
[00:35:47.195 --> 00:35:53.620]  The Justice Department makes a last ditch effort to block release of FISA memos saying it will damage national security.
[00:35:55.678 --> 00:35:58.621]  And of course there's other information, tons of other information.
[00:35:58.621 --> 00:36:16.938]  We get so focused on this memo, you've got thousands and thousands of texts that members of those committees, the intelligence committees, the armed services committees, the judicial committees, are able to see, and it is a love fest!
[00:36:16.938 --> 00:36:18.079]  They've already released
[00:36:20.077 --> 00:36:21.758]  We're meeting in secret.
[00:36:21.758 --> 00:36:23.199]  We're creating insurance policies.
[00:36:23.199 --> 00:36:24.400]  We hate this guy.
[00:36:24.400 --> 00:36:27.142]  We can't let him get an office.
[00:36:27.142 --> 00:36:28.903]  We gotta meet with McCabe.
[00:36:28.903 --> 00:36:32.386]  And all that's been confirmed.
[00:36:32.386 --> 00:36:34.628]  And now more and more and more and more comes out.
[00:36:34.628 --> 00:36:39.911]  And oh, now 50,000 texts or whatever have come up missing.
[00:36:39.911 --> 00:36:42.453]  And oh, it's just a glitch in the phone.
[00:36:42.453 --> 00:36:44.215]  This is a giant cabal
[00:36:45.640 --> 00:36:53.505]  Inside our government that covered for the crimes of the Clintons, that covered for the crimes of Obama, that covered for the crimes of the people around Bush.
[00:36:53.505 --> 00:36:54.305]  It's all the same group.
[00:36:54.305 --> 00:36:55.286]  They all vacation together.
[00:36:55.286 --> 00:36:57.747]  They all love each other.
[00:36:57.747 --> 00:37:01.690]  This is the good old boy secret society that Trump isn't part of.
[00:37:01.690 --> 00:37:03.711]  He's not part of that good old boy group.
[00:37:05.922 --> 00:37:09.425]  And they now understand that that whole thing is being destroyed.
[00:37:09.425 --> 00:37:13.570]  So they're now in a very, very dangerous position.
[00:37:13.570 --> 00:37:29.945]  They're in a dangerous position and they're willing to do anything right now to try to stop Trump, try to stop the reassurgence of Americanism, showing that we had artificial economic restraints on us, to hold us down, that within one year we've already seen dramatic improvement.
