[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[00:28:42.204 --> 00:28:45.764]  That's one example of just standing up a little bit brings victory.
[00:28:46.084 --> 00:28:49.985]  They want you demoralized in a trance, not believing you can have any victory.
[00:28:50.305 --> 00:28:51.405]  Well, we know there's victory.
[00:28:52.186 --> 00:28:54.526]  And we know there's victory if you simply stand up and are conscious.
[00:28:54.886 --> 00:28:56.906]  We're trying to get people to come out of the trance.
[00:28:57.747 --> 00:28:58.587]  Come out of the trance.
[00:28:59.047 --> 00:28:59.447]  Wake up!
[00:29:02.631 --> 00:29:16.247]  There is not a single case of a murder journalist that is proven to be killed by state-related people, especially by people related to the president of the country.
[00:29:16.267 --> 00:29:22.594]  Your audience must understand that we in Russia have more freedom of speech than any Western country now has.
[00:29:22.794 --> 00:29:30.397]  And a journalist that always has been, for 10 years, has been a flagrant opposition speaker, he went to Ukraine.
[00:29:30.558 --> 00:29:33.159]  And this person fakes his own death.
[00:29:33.279 --> 00:29:38.381]  And then says, well, that's Russia, that Putin and Ukrainian special services saved me.
[00:29:38.541 --> 00:29:44.264]  Well, you know, you don't need to be Sherlock Holmes, you don't need to be a genius to understand that this is some kind of
[00:29:45.064 --> 00:29:59.552]  Really low quality scheme and moreover it's a scheme 100% duplicated with the same, copied with the same as the Skripal case because also Skripal was a defector.
[00:30:00.313 --> 00:30:04.455]  Skripal was a special service officer from Russia.
[00:30:05.115 --> 00:30:09.979]  Who went to Great Britain and sold all the secrets he knew.
[00:30:10.159 --> 00:30:15.104]  He sold information about our special agents in Great Britain.
[00:30:15.304 --> 00:30:17.946]  And he betrayed his country, his motherland.
[00:30:18.046 --> 00:30:20.128]  He's not an officer anymore.
[00:30:20.568 --> 00:30:22.630]  If we talk about things like honor.
[00:30:23.170 --> 00:30:26.292]  After he came to Great Britain, he lived for 10 years there.
[00:30:26.412 --> 00:30:28.373]  And then, suddenly, he's poised.
[00:30:28.533 --> 00:30:30.554]  Every crime needs to have a motive.
[00:30:30.734 --> 00:30:40.638]  What is the motive for Russia to poison a defector that sold all the secrets many years ago and for 10 years has been living in Great Britain with no connection to Russia?
[00:30:40.878 --> 00:30:44.420]  What's the motive of doing this on the eve of presidential elections?
[00:30:44.780 --> 00:30:45.861]  Well, that's ridiculous.
[00:30:46.321 --> 00:30:52.604]  Let's understand that no one likes traitors, even those who benefited from their treachery.
[00:30:52.764 --> 00:30:55.466]  So Mr. Skripal made his choice.
[00:30:55.586 --> 00:30:56.826]  He betrayed his country.
[00:30:56.907 --> 00:31:00.248]  He betrayed his honor as an officer of special service.
[00:31:00.288 --> 00:31:05.651]  He betrayed his colleagues who got into trouble because of his defection.
[00:31:05.851 --> 00:31:07.052]  But Britain
[00:31:07.532 --> 00:31:15.918]  After letting him in, wouldn't be happy just having this person on welfare forever for his one episode of being useful.
[00:31:16.038 --> 00:31:23.943]  So of course, I think that they didn't stop using him and squeezing all the other information he could probably possess.
[00:31:24.183 --> 00:31:28.106]  But after that, I think they decided to use him in this kind of provocation.
[00:31:28.206 --> 00:31:30.047]  Because the timing of this provocation
[00:31:30.567 --> 00:31:37.475]  Right on the election eve in Russia shows that it was well prepared and planned long time ago.
[00:31:37.575 --> 00:31:42.300]  It's a typical, you know, style of British special services.
[00:31:42.360 --> 00:31:45.323]  Another style of British special services is poisoning.
[00:31:45.383 --> 00:31:50.829]  You know, I've talked to a lot of specialists and historians of special services
[00:31:51.449 --> 00:32:01.561]  And they said that Russians, we don't usually poison people throughout our history, but poisoning is not Russian style.
[00:32:01.661 --> 00:32:10.491]  So I think that what happened is that some kind of MI6 operatives asked Strypal to take his daughter to a place to meet and to discuss something.
[00:32:10.911 --> 00:32:18.657]  Skripal took his daughter, they were waiting in the street and then someone sprayed some kind of agent that would poison but not kill them.
[00:32:18.777 --> 00:32:21.259]  And after that we saw all this scenario.
[00:32:21.339 --> 00:32:35.289]  So after all this situation we saw his daughter Julia Skripal appear on cameras and we saw traces of tracheotomy on her neck here.
[00:32:35.869 --> 00:32:48.395]  That shows that she has undergone some kind of medication, some kind of surgery, and regarding her lungs, tracheal bronchus.
[00:32:48.816 --> 00:32:56.900]  That's why I think that she probably was poisoned or exposed to some kind of chemical that could harm her.
[00:33:03.644 --> 00:33:09.870]  You're listening to The Alex Jones Show.
[00:33:17.238 --> 00:33:25.647]  Discover trends and global developments years before they happen, right here on The Alex Jones Show.
[00:33:27.370 --> 00:33:32.773]  All right, we've got incredible news on the ongoing moves to impeach Rosenstein in Congress.
[00:33:33.533 --> 00:33:34.214]  We've got Trump.
[00:33:34.234 --> 00:33:38.556]  Can you guys reprint me his tweet, please, coming out last week, saying that shadow banning is illegal.
[00:33:38.576 --> 00:33:39.296]  They're looking into it.
[00:33:39.336 --> 00:33:41.638]  There's new developments on that front.
[00:33:42.258 --> 00:33:46.660]  Economist, very respected economist, says CNN is fueling a civil war.
[00:33:47.961 --> 00:33:48.801]  Well, they're calling for that.
[00:33:49.622 --> 00:33:50.462]  It's all coming up.
[00:33:52.683 --> 00:33:55.425]  There's so much I'm going to be getting to hear today.
[00:33:58.174 --> 00:34:06.039]  And then we're also going to have an expert on how the globalists are funding radical jihad generation.
[00:34:06.519 --> 00:34:12.683]  Got a bunch of videos of Imams up on Infowars.com calling for a new invasion of Europe.
[00:34:12.703 --> 00:34:14.624]  Well, it's already happened under the EU.
[00:34:17.306 --> 00:34:21.288]  It's incredible that that footage is coming up as well.
[00:34:21.888 --> 00:34:25.550]  Also, a Michael Snyder article that's up on Infowars.com and Newswars.com.
[00:34:27.455 --> 00:34:30.936]  Ten signs that America is in much worse trouble than we thought.
[00:34:31.576 --> 00:34:33.717]  And Trump knows that and desperately trying to fix things.
[00:34:33.757 --> 00:34:36.798]  But let me just say this briefly before I get into the rest of the news.
[00:34:38.899 --> 00:34:50.822]  When I say I would have been even more pro-Trump if I knew all this was going to happen, despite the fact that I've been incredibly censored and attacked and persecuted, it's because it's the proof of how good Trump is.
[00:34:51.763 --> 00:34:55.724]  It isn't some sick relationship where I just support the President no matter what.
[00:34:56.966 --> 00:35:07.008]  It's that I've been persecuted and lied about just like he has, and I've experienced next-level lies and next-level demonization.
[00:35:09.049 --> 00:35:13.690]  And it's incredible.
[00:35:15.910 --> 00:35:20.351]  And there's many examples of this, but here's one that's back in the news this weekend.
[00:35:20.391 --> 00:35:22.192]  I saw it all over the news, not even looking.
[00:35:22.252 --> 00:35:22.552]  I mean, CNN.
[00:35:26.212 --> 00:35:43.543]  MSNBC, every hour, just thousands of articles just saying, Jones has been blocked on YouTube and on Facebook for bullying a child and child endangerment.
[00:35:44.423 --> 00:35:53.509]  To the point I've had multiple members of my family call me the last five, six days and say, Alex, it's weird, they say you bullied a child and child endangerment, they don't say any details, usually
[00:35:54.295 --> 00:35:58.096]  There's a police reporter, they say, you know, and I go, I know, oh, you picked that up.
[00:35:58.116 --> 00:35:58.577]  They go, yeah.
[00:35:58.937 --> 00:35:59.797]  Is that fake news?
[00:35:59.857 --> 00:36:01.458]  And I go, yeah, it's totally fake.
[00:36:02.858 --> 00:36:08.180]  We linked a month ago, or a month and a half ago, to an ABC News story in another state.
[00:36:08.921 --> 00:36:14.102]  Some kid, it's an eight-minute video, some 11-year-old, they said, was punching adults in the face.
[00:36:14.163 --> 00:36:16.423]  And finally, he punches one adult in the face four times.
[00:36:16.443 --> 00:36:17.404]  The adult pushes him down.
[00:36:17.704 --> 00:36:20.365]  We covered that over a month and a half ago, like everybody else did.
[00:36:21.963 --> 00:36:23.463]  So we know the flag video it is.
[00:36:23.483 --> 00:36:25.724]  Well, we have the upload date and we have it on our computers.
[00:36:25.744 --> 00:36:27.424]  We went and looked and we're like, whoa!
[00:36:28.424 --> 00:36:32.725]  Then they did another child endangerment and it's Muslims pushing a kid on the railroad tracks.
[00:36:34.165 --> 00:36:36.906]  But the kid doesn't get run over and that had been even on CNN.
[00:36:38.826 --> 00:36:42.007]  And then they said, oh, well, you made fun of and you bullied transsexuals.
[00:36:42.787 --> 00:36:46.488]  And that footage is what they called a drag queen festival.
[00:36:47.588 --> 00:36:49.729]  I don't care if it's a drag queen, a guy, a woman, a baboon.
[00:37:09.679 --> 00:37:18.245]  You know, anything or anybody shaking their butt in a kid's face, pole dancing when a kid puts money in their G-string.
[00:37:18.905 --> 00:37:21.107]  It's sexualization of children.
[00:37:22.968 --> 00:37:25.630]  So, that's what's going on here.
[00:37:27.111 --> 00:37:32.755]  But what's crazy is they won't show you in the thousands of articles what I said or did.
[00:37:34.256 --> 00:37:38.739]  And then they began to say things in Forbes and in local TV stations, you name it.
[00:37:43.496 --> 00:38:04.033]  They would begin to show headlines that said that I had threatened David Hogg, the anti-gun crusader, to poison his water.
[00:38:05.054 --> 00:38:10.238]  No, David Hogg went on C-SPAN and said I'm a con man because I sell water filters.
[00:38:12.213 --> 00:38:17.794]  And that isn't it strange, he said, Jones says there's a lot of poison in the water and then he has an ad for water filters.
[00:38:18.334 --> 00:38:21.555]  As if that's some oblique deception or some secret sales job.
[00:38:21.595 --> 00:38:24.095]  No, it's called straight up, straight shooting.
[00:38:24.415 --> 00:38:25.336]  That's my tactic.
[00:38:25.576 --> 00:38:26.036]  The truth.
[00:38:26.516 --> 00:38:29.016]  Hey, there's hundreds of chemicals in the average water table.
[00:38:29.396 --> 00:38:32.297]  The biggest thing you do for you and your family is get high quality, gravity fed water filters.
[00:38:33.097 --> 00:38:37.498]  We sell a spectrum of five different companies that have the best testing out there.
[00:38:38.757 --> 00:38:40.118]  Some are better at this, some are better at that.
[00:38:40.459 --> 00:38:41.560]  And then fullrestore.com.
[00:38:42.560 --> 00:38:45.723]  It's totally, hey, there's poison in the water in most areas.
[00:38:46.124 --> 00:38:47.565]  There's glyphosates, you name it.
[00:38:47.925 --> 00:38:48.746]  You need to filter.
[00:38:48.986 --> 00:38:50.828]  So I said, dude, you need to filter your water.
[00:38:50.948 --> 00:38:51.889]  I care about you.
[00:38:54.571 --> 00:38:55.572]  He said that on C-SPAN.
[00:38:55.652 --> 00:38:56.213]  I responded.
[00:38:57.394 --> 00:39:00.176]  I learned, I didn't even know this until we went into our Facebook records.
[00:39:00.376 --> 00:39:03.079]  A few months ago, they took a video down for threats.
[00:39:05.217 --> 00:39:09.498]  Saying that it was improper to tell David Hogg he should filter his water.
