[00:00:12.597 --> 00:00:13.960]  Yeah, we're good.
[01:28:54.726 --> 01:28:56.667]  The 25th Amendment, they're moving right now to do it.
[01:28:56.707 --> 01:28:57.588]  This is happening now.
[01:28:58.148 --> 01:28:59.569]  Take this serious or they'll win.
[01:28:59.849 --> 01:29:00.329]  We'll be back.
[01:29:02.391 --> 01:29:02.971]  Alpha Power.
[01:29:03.251 --> 01:29:06.853]  Vital male androgen biosynthesis promoter.
[01:29:06.973 --> 01:29:15.218]  Now I've got page after page after page of the science, of the research, and the facts on the ingredients in Alpha Power.
[01:29:15.338 --> 01:29:16.959]  But here's what you want to know.
[01:29:17.927 --> 01:29:23.890]  You want to go to mfullmorestore.com and read the hundreds and hundreds of five-star third-party reviews on this product.
[01:29:24.550 --> 01:29:28.091]  And also remember that when it came out four months ago, it sold out in three weeks.
[01:29:28.972 --> 01:29:36.975]  Because people that know about these type of products looked at the ingredients list and looked at the potency list and people went crazy.
[01:29:37.555 --> 01:29:45.199]  We set out to look at the already best-selling brands out there and make it even better, even stronger, and basically souped up.
[01:29:46.019 --> 01:29:49.805]  It's got the best of ancient science, with the latest developments as well.
[01:29:50.345 --> 01:29:54.311]  It's Alpha Power, and quite frankly, I don't even really need to take Alpha Power.
[01:29:55.400 --> 01:30:10.275]  If I take Alpha Power, which I do occasionally, if I feel down or don't feel like I have a lot of energy, it makes me have incredible stamina, amazing libido, and also I already have, not really anger issues, but I'm a little bit aggressive sometimes.
[01:30:10.696 --> 01:30:16.041]  And so Alpha Power is so strong that I personally don't take it a lot.
[01:30:16.361 --> 01:30:17.903]  I'm not going to sit here and tell you.
[01:30:18.183 --> 01:30:19.524]  Oh man, it's really great, it really works.
[01:30:19.544 --> 01:30:21.726]  I'm going to tell you, be careful with all the power.
[01:30:21.926 --> 01:30:24.128]  Because I said, I want to dominate the industry.
[01:30:24.668 --> 01:30:28.991]  I want people to know that we put the most money into this of any other product out there.
[01:30:29.011 --> 01:30:30.352]  I'm going to explain this because this is critical.
[01:30:31.173 --> 01:30:37.377]  The average supplement, you can look this up online, there's industry publications, Wall Street Journal, has a 5 to 7 times markup.
[01:30:37.778 --> 01:30:39.839]  That's a 500 to 700 percent markup.
[01:30:40.420 --> 01:30:42.001]  Our average markup is about 130 percent or so.
[01:30:42.021 --> 01:30:43.142]  Some are 90 percent, some are 150.
[01:30:43.202 --> 01:30:44.843]  You've got marketing and other costs that go in.
[01:30:47.765 --> 01:30:48.606]  But here's an example.
[01:30:49.427 --> 01:30:57.013]  The average male or female enhancement, over-the-counter supplement has some real stuff in it.
[01:30:57.033 --> 01:30:58.735]  It just has a little bit in it.
[01:30:59.215 --> 01:31:05.400]  Many times the bottle, this is a nice glass bottle, costs more than the ingredients that these companies put out.
[01:31:06.081 --> 01:31:11.166]  Because I work with the top four formulators in the country, and they say, listen, no one puts as much as you do into these.
[01:31:11.447 --> 01:31:19.795]  They said your leading competitors might put $6, $7 in, and you're putting $15, $20, $30, $40, depending on the product, in them.
[01:31:20.196 --> 01:31:21.217]  Nobody else does that.
[01:31:21.297 --> 01:31:23.960]  Well, we do, and that's why they're so powerful.
[01:31:24.480 --> 01:31:40.616]  Bottom line, you're getting top-of-the-line supplements that people absolutely love, that have blown me away, that fund the info war, and we are industry leaders in quality testing and the amount of the best product that we put into the product that ends up getting delivered to your door.
[01:31:41.036 --> 01:31:50.004]  So, you get the best supplements at the very, very best price, and you fund the InfoWar that's given the whole world incredible results against the Globalists, a 360 win.
[01:31:50.364 --> 01:31:52.386]  Again, Alpha Power sold out for months.
[01:31:52.766 --> 01:31:58.050]  The second shipment is now in at InfoWarsLive.com or InfoWarsStore.com by calling toll-free, 888-253-3139.
[01:31:58.070 --> 01:31:58.471]  A total 360 win.
[01:32:07.386 --> 01:32:09.287]  The Real Red Pill Plus, ladies and gentlemen.
[01:32:09.747 --> 01:32:12.909]  Our team is constantly on the lookout for newer and better ways to improve our products.
[01:32:13.169 --> 01:32:19.632]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[01:32:20.192 --> 01:32:24.794]  The Real Red Pill Plus is an all-new version of the powerhouse Reglanum product.
[01:32:25.034 --> 01:32:32.738]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[01:32:33.178 --> 01:32:39.000]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[01:32:39.620 --> 01:32:50.083]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[01:32:50.103 --> 01:32:54.344]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[01:32:54.704 --> 01:32:58.545]  Get the Real Red Pill Plus at InfoWarStore.com.
[01:33:05.416 --> 01:33:08.038]  You're listening to The Alex Jones Show.
[01:33:28.092 --> 01:33:42.227]  Who has an IQ above room temperature, or has any spiritual connection to reality, knows that the world is in a state of incredible change, or flux, as it's called.
[01:33:42.968 --> 01:33:45.050]  And that we've passed a point of no return.
[01:33:46.311 --> 01:33:49.615]  A demarcation line, an event horizon.
[01:33:53.595 --> 01:33:57.998]  We came to the crossroads, and humanity made the right decision.
[01:33:59.019 --> 01:34:03.682]  We decided against austerity, and eugenics, and technocracy, and robot control.
[01:34:04.462 --> 01:34:20.954]  The globalists may have decided for it, but humans, from the continent of Africa, to the continent of South America, to the continent of Asia, to the continent of North America, to Russia, to Europe, in every election, and in every vote, both economically and
[01:34:22.315 --> 01:34:28.239]  Culturally, are saying no to the globalist plan.
[01:34:30.400 --> 01:34:32.081]  And so we came to the crossroads.
[01:34:32.741 --> 01:34:35.483]  As I said, we had come to them about five years ago.
[01:34:39.085 --> 01:34:45.289]  And we made the right turn on the road towards God, towards justice, towards the future.
[01:34:46.732 --> 01:34:56.677]  It wasn't about being liberal, it wasn't about being conservative, it wasn't about being straight, it wasn't about being gay, it wasn't about being a man or a woman, it wasn't about being brown or pink or having a beard or not having a beard.
[01:34:57.438 --> 01:34:58.579]  It was about what was in our heart.
[01:34:59.519 --> 01:35:01.000]  And goodwill versus badwill.
[01:35:05.903 --> 01:35:08.144]  The global social engineer's greatest power
[01:35:11.121 --> 01:35:29.117]  Has been that they've been over the top and so outrageously evil that the average person who's not like that, who has a conscience, who has just a sense of human connectivity, or what the liberals try to claim they have, but we just really haven't, a sense of community.
[01:35:32.119 --> 01:35:38.525]  They have gone so far towards trying to drum the humanity out of us
[01:35:40.145 --> 01:35:45.288]  But they pushed us all the way back to the other side in a full circle, and humanity came back just like that.
[01:35:51.252 --> 01:35:53.854]  The President needs spiritual support.
[01:36:00.058 --> 01:36:04.621]  The President needs to know that we understand the big choices that have been made.
[01:36:05.942 --> 01:36:08.924]  Because as we go down this path,
[01:36:10.581 --> 01:36:22.725]  As we begin to pick up steam for human development and human longevity and human productivity and human expansion, and all that comes with it, what we've done so far, it's unbelievable.
[01:36:23.126 --> 01:36:25.066]  Well, this is just baby steps.
[01:36:27.067 --> 01:36:34.950]  This is a one-year-old taking their first few hesitant steps into the future.
[01:36:36.237 --> 01:36:38.558]  But that outrages the Satanists.
[01:36:39.018 --> 01:36:44.739]  That outrages the control freaks because if you develop, you're not going to need them anymore.
[01:36:46.480 --> 01:36:50.981]  You've got to be stunted and arrested so they can rule you.
[01:36:52.121 --> 01:36:59.123]  Because by their very definition, the social engineers are stunted.
[01:37:00.863 --> 01:37:03.844]  Because they were engineering planetary rule.
[01:37:06.547 --> 01:37:08.108]  Because only slaves can be ruled.
[01:37:10.030 --> 01:37:11.711]  They were engineering slaves.
[01:37:14.013 --> 01:37:15.274]  I'm not engineering anything.
[01:37:17.816 --> 01:37:20.438]  I'm blowing holes in the cage.
[01:37:21.619 --> 01:37:23.481]  And I believe in you, and I believe you're gonna come out.
[01:37:26.964 --> 01:37:29.686]  And I can't believe how ineffectual and pathetic they are.
[01:37:31.087 --> 01:37:32.608]  They think they're attached to anything to me?
[01:37:32.688 --> 01:37:41.295]  I mean, I've already blown, with your help, so many holes in their operation, that I'm just here with actually super positive, super upbeat, super excited.
[01:37:43.096 --> 01:37:52.583]  Because I know God's in control, and not these child molesters and devil worshippers, who think they set the confines of the world, they define reality.
[01:37:52.623 --> 01:37:53.043]  No, you don't.
[01:37:57.046 --> 01:37:57.727]  So that said,
[01:38:02.068 --> 01:38:13.720]  Humanity has begun its walk down the right road, but the crossroads is only like 20 feet behind us, and standing back there, calling our name is the siren song.
[01:38:14.521 --> 01:38:15.262]  Come back!
[01:38:15.362 --> 01:38:16.283]  You're failing!
[01:38:16.343 --> 01:38:17.264]  You're losing!
[01:38:17.744 --> 01:38:18.605]  It's not good!
[01:38:18.665 --> 01:38:19.726]  You're gonna die!
[01:38:19.746 --> 01:38:23.090]  We don't want to have to have a depression to get you back in line!
[01:38:25.009 --> 01:38:30.270]  We're going to have nuclear war as we see peace, as we see the economy come back.
[01:38:30.290 --> 01:38:31.651]  And we're like, well, that's not what's happening.
[01:38:32.171 --> 01:38:36.032]  And things look so much better off in the future if we just follow God's plan.
[01:38:36.052 --> 01:38:37.852]  But no, no, come back.
[01:38:38.692 --> 01:38:39.113]  Come back.
[01:38:39.193 --> 01:38:40.633]  We're going to get you if you don't.
[01:38:41.833 --> 01:38:44.254]  Don't, don't, don't listen to that.
[01:38:46.394 --> 01:38:47.975]  And it's all a giant con.
[01:38:50.262 --> 01:38:53.745]  Of slave masters, and they're slaves, and they're all slaves.
[01:38:54.446 --> 01:38:56.147]  The slave master is more of a slave than a slave.
[01:38:57.308 --> 01:39:03.914]  Trying to control the universe, trying to control an explosion of consciousness.
[01:39:06.816 --> 01:39:18.426]  When you can't control an explosion of consciousness, all you can do is meet it, commune with it, and dream with it, and then hope to have a future with it.
[01:39:19.724 --> 01:39:27.747]  Because destiny like that, like the double helix of DNA, is an intertwining, it is a merger, it is a synthesis, it is not control.
[01:39:29.127 --> 01:39:30.568]  It's turning loose.
[01:39:33.369 --> 01:39:39.411]  The system tells you to turn loose all day, but they mean turn loose of your destiny to go with turning it loose.
[01:39:40.629 --> 01:39:42.089]  They're the ones that can't turn it loose.
[01:39:42.390 --> 01:39:47.031]  The average globalist is the most neurotic, pathetic, unhappy person in the world.
[01:39:47.051 --> 01:39:48.151]  They could have a billion dollars.
[01:39:48.511 --> 01:39:49.632]  They could have ten billion.
[01:39:49.672 --> 01:39:53.973]  These people are enslaved by their worship of the world.
[01:39:56.414 --> 01:39:56.874]  They're empty.
[01:40:01.135 --> 01:40:05.176]  And so, we have begun down this better road.
[01:40:05.236 --> 01:40:07.417]  But you have to understand, there are other crossroads ahead.
[01:40:11.326 --> 01:40:19.732]  And we look at this time we're living in and think of it as some great challenge.
[01:40:19.892 --> 01:40:22.593]  This is going to be looked back on as a cakewalk.
[01:40:23.194 --> 01:40:31.279]  This is going to be looked back on as one of the easiest, happiest times we've ever seen in our existence as a species.
[01:40:32.079 --> 01:40:38.704]  And we're going to go, oh my God, this was the dinging between the bell and the next big round.
[01:40:39.818 --> 01:40:42.760]  We thought this was hard because we weren't conscious.
[01:40:43.160 --> 01:40:45.121]  We were sitting on the bench drinking some water.
[01:40:45.141 --> 01:40:47.362]  They're putting some Vaseline on our face.
[01:40:48.022 --> 01:40:48.723]  Our heads ringing.
[01:40:51.884 --> 01:41:02.790]  If you think this calm before the next storm is a challenge, I feel sorry for you.
[01:41:04.409 --> 01:41:10.151]  This is a baby step, a beta test, for what's going to win for us in the future.
[01:41:11.612 --> 01:41:12.992]  Because not everybody's gonna make it.
[01:41:14.453 --> 01:41:15.313]  And I mean your children.
[01:41:15.874 --> 01:41:16.634]  None of you will make it.
[01:41:18.335 --> 01:41:23.897]  Some of you watching right now, some of your grandchildren, are going to make it to the next level of human development.
[01:41:24.337 --> 01:41:25.237]  I know it as a fact.
[01:41:25.658 --> 01:41:26.358]  I've already seen it.
[01:41:29.659 --> 01:41:34.041]  But... I have a lot of sorrow
[01:41:36.963 --> 01:41:45.105]  For those of you that are serving the system, because you're going to be so betrayed by the system, you're not going to know what to do.
[01:41:45.505 --> 01:41:53.967]  But I have even more pain for people that believe in God, but believe the churches, that there's not to ever be legitimate suffering.
[01:41:54.327 --> 01:41:56.207]  And so you're going to think you've been betrayed by God.
[01:41:56.607 --> 01:41:58.508]  You're going to think you're living through the tribulation.
[01:41:59.909 --> 01:42:07.334]  When you're only living in a simulation of the true tribulation to come, because God doesn't ever put anything in front of us we're not ready for.
[01:42:07.914 --> 01:42:14.699]  You're in training camp, you're in two-a-days, and you're like a fifth grader in Little League, in Pop Warner.
[01:42:15.099 --> 01:42:16.140]  You're not in the NFL.
[01:42:22.847 --> 01:42:38.987]  And I look at these soulless, worldly people that think they're controlling this dimension, and they think they have power, and it really makes me sad for them because they don't have any idea what leadership is, they don't have any idea what the human species is, they have no connection to their genetics, they have no connection to the bigger plan.
[01:42:39.991 --> 01:42:42.573]  When we come back, I'm going to get more into the bigger plan.
[01:42:43.434 --> 01:42:49.198]  And I'm going to look at possible futures that even the establishment admits are probable.
[01:42:50.139 --> 01:42:53.621]  Versus us taking control of our destiny, which is the true human trait.
[01:42:54.222 --> 01:42:54.882]  I'm Alex Jones.
[01:42:54.902 --> 01:42:55.202]  Stay with us.
[01:43:01.846 --> 01:43:09.830]  ExtendoWise, the latest product from InfoWarsLive.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[01:43:10.110 --> 01:43:12.431]  And listen, everybody's got a heart.
[01:43:13.031 --> 01:43:18.393]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart, and this product is amazing.
[01:43:18.493 --> 01:43:19.554]  So, if you have a heart,
[01:43:20.114 --> 01:43:25.441]  You want the very best product out there that's designed to aid a healthy heart, cardiovascular system?
[01:43:26.002 --> 01:43:29.406]  It's XtendoWise, available at Infowarslife.com.
[01:43:29.626 --> 01:43:37.616]  And like all of our products are game changers, this baby is the most souped up, awesome version the top formulators could come up with and still be affordable.
[01:43:38.237 --> 01:43:39.998]  It's one of the very best heart pills out there.
[01:43:40.298 --> 01:43:41.078]  It's XtendoWise.
[01:43:41.278 --> 01:43:44.000]  So, get some for yourself and family and friends.
[01:43:44.380 --> 01:43:47.441]  It's got the very best fish oil from the Fjords.
[01:43:47.481 --> 01:43:52.843]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart cardiovascular system.
[01:43:53.504 --> 01:43:57.005]  It's got the properly formulated type of CoQ10 and more.
[01:43:57.345 --> 01:43:58.906]  It is XtendoWise.
[01:43:58.946 --> 01:44:01.127]  Now available at mfulworthslife.com.
[01:44:01.667 --> 01:44:07.691]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[01:44:08.072 --> 01:44:10.674]  Discover the power of ancient medicine with Bades.
[01:44:11.274 --> 01:44:14.697]  Bades contains one of the most potent forms of turmeric available.
[01:44:14.977 --> 01:44:19.260]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[01:44:19.680 --> 01:44:22.942]  It is well known in traditional medicine for its soothing properties.
[01:44:23.843 --> 01:44:34.069]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[01:44:34.829 --> 01:44:43.374]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[01:44:45.015 --> 01:44:53.540]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[01:44:54.061 --> 01:44:58.343]  Try Bodies today at InfoWarsLife.com or call us at 1-888-253-3139.
[01:45:01.624 --> 01:45:04.826]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:45:05.286 --> 01:45:06.587]  Introducing Pollen Block.
[01:45:07.087 --> 01:45:18.515]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:45:19.295 --> 01:45:28.222]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:45:28.502 --> 01:45:39.330]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:45:39.850 --> 01:45:42.151]  Pollen block is natural and effective.
[01:45:42.491 --> 01:45:43.852]  It is not an antihistamine.
[01:45:44.252 --> 01:45:53.858]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:45:53.958 --> 01:45:56.079]  Go outside and enjoy the air you breathe!
[01:45:56.619 --> 01:46:01.522]  Head to InfoWarsLife.com and grab a pack of our Pollen Block Chewable Tablets.
[01:46:01.702 --> 01:46:05.304]  Staying healthy on the go is just as important as staying healthy at home.
[01:46:05.705 --> 01:46:08.126]  But sometimes supplements don't work fast enough.
[01:46:08.446 --> 01:46:12.769]  That's why InfoWarsLife has created a powerful new addition to the Super Blue line.
[01:46:13.229 --> 01:46:15.111]  Super Blue Silver Immune Gargle.
[01:46:15.651 --> 01:46:18.613]  Available in 1 oz., 3.5 oz., and 16 oz.
[01:46:18.673 --> 01:46:23.217]  bottles, Immune Gargle is perfect for the bathroom, kitchen, or wherever you go.
[01:46:23.777 --> 01:46:30.002]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[01:46:30.482 --> 01:46:33.605]  As a powerful hand purifier or oral cleansing formula,
[01:46:34.025 --> 01:46:38.047]  Just a small spray will help you stay clean when you feel surrounded by toxins.
[01:46:38.588 --> 01:46:45.392]  With powerful, yet simple ingredients, Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[01:46:45.792 --> 01:46:50.435]  With Super Blue Silver Immune Gargle, staying toxin-free is easy and affordable.
[01:46:50.975 --> 01:46:55.778]  Help stop the spread of toxins and stay healthy with Super Blue Silver Immune Gargle.
[01:46:56.278 --> 01:46:58.539]  Only available at InfoWarsLife.com.
[01:46:58.940 --> 01:47:00.861]  That's InfoWarsLife.com.
[01:47:06.324 --> 01:47:08.935]  You're listening to The Alex Jones Show.
[01:47:25.531 --> 01:47:39.339]  And it's the final segment of the broadcast tonight, and I've already covered this some, but I think I should really go back and look at this again, because we saw the American people elect Donald John Trump over a year and a half ago.
[01:47:39.759 --> 01:47:40.459]  Almost two years ago.
[01:47:40.499 --> 01:47:42.100]  It was back in November of 2016.
[01:47:42.561 --> 01:47:49.645]  And then we saw Brendan and Clapper and Mudd, and all of them go on TV.
[01:47:50.913 --> 01:47:56.375]  With their paid gigs at CNN and MSNBC, and say that Trump would soon be overthrown.
[01:47:57.456 --> 01:47:58.316]  That Trump was a traitor.
[01:47:58.336 --> 01:48:01.598]  Phil Mudd said the deep state's gonna kill this guy.
[01:48:04.559 --> 01:48:20.346]  And so now we see the economy coming back, Americana coming back, our military being rebuilt, our borders being secured, thousands of companies coming back, and then these very same people go on CNN, MSNBC, all the usual channels and say, we want a depression to stop Trump.
[01:48:22.110 --> 01:48:39.795]  And they go on, and they say, we want to bully not just the head of Homeland Security when she's out at dinner, but we want to kick Sanders, the press secretary out of the Communist hen restaurant.
[01:48:40.716 --> 01:48:41.796]  They're in DC.
[01:48:42.676 --> 01:48:44.377]  They're in Virginia, outside DC.
[01:48:45.057 --> 01:48:48.638]  And we want to go out and confront all of them because they're Nazis.
[01:48:48.978 --> 01:48:50.859]  Because a week and a half ago, the former head of the CIA,
[01:48:53.911 --> 01:48:54.311]  Said so.
[01:48:56.193 --> 01:49:05.140]  So you've got Brennan saying, overthrow the Trump administration, have the cabinet turn against the president, and implement the 25th Amendment.
[01:49:07.022 --> 01:49:18.571]  And then you've got the former CIA head as well, who is involved in all the illegal spying, former head of the NSA, you name it, coming out and saying, again a week and a half ago,
[01:49:22.861 --> 01:49:31.310]  That the president is a Nazi and that stopping families at the border and unaccompanied children is like Dachau, Auschwitz or Buchenwald.
[01:49:32.251 --> 01:49:32.772]  That's a tweet!
[01:49:33.693 --> 01:49:35.075]  And then he defended it all over the news!
[01:49:37.054 --> 01:49:47.638]  So, you've got all these individuals running around like mad dogs using tactics that have been used to overthrow third world countries and enemies of the U.S.
[01:49:48.239 --> 01:49:49.959]  But now these are the enemies of the U.S.
[01:49:50.500 --> 01:49:56.182]  on the Communist Chinese payroll, the corporate payroll, the EU payroll, the Microsoft payroll, the Google payroll.
[01:49:56.222 --> 01:49:56.822]  That's who they are.
[01:49:59.423 --> 01:50:04.125]  And they're telling you that you're a bad person and that we're going to go after you now.
[01:50:04.145 --> 01:50:05.286]  So that's a talking point.
[01:50:06.488 --> 01:50:21.423]  From all these former CIA heads, NSA heads, Donnie Deutsch on MSNBC, CNN, that go out and get in the face of Trump supporters, make them submit to you because they're Nazis, because CNN
[01:50:25.236 --> 01:50:25.996]  Don't forget this.
[01:50:26.757 --> 01:50:35.502]  Put out the fake photo with the fake video with other children dubbed over crying, saying the little girl was separated from her mother when the mother and the father and everybody went public and said no.
[01:50:36.062 --> 01:50:38.123]  She's been deported before 2013.
[01:50:38.424 --> 01:50:39.064]  She came back.
[01:50:39.124 --> 01:50:40.985]  She was put in an immigrant family center.
[01:50:41.826 --> 01:50:51.411]  It's only when they can't tell who's who, and most of these kids, 83%, we now learn are unaccompanied by parents, that you then get put in a separate area because you're not going to put kids in general population.
[01:50:51.471 --> 01:50:52.372]  It's all a hoax.
[01:50:53.232 --> 01:50:54.153]  And then Tom Arnold.
[01:50:55.123 --> 01:51:05.571]  Who was obnoxious and a joke and an empty vessel, a flesh bag, a blood bag, when he was around decades ago, I couldn't stand him.
[01:51:07.853 --> 01:51:14.098]  And then he goes on television Friday, and I didn't even really counter it, but I said it's a total hoax for his Vice TV show.
[01:51:14.118 --> 01:51:15.219]  I just said it's a total lie.
[01:51:15.559 --> 01:51:22.165]  Why would somebody's lawyer meet him in a hotel where Arnold was staked out with Vice for days?
[01:51:23.413 --> 01:51:24.814]  Knowing where Cohen was staying.
[01:51:25.314 --> 01:51:26.975]  Cohen comes out, poses for a selfie.
[01:51:27.415 --> 01:51:29.376]  Even local news said, no, we were there.
[01:51:29.456 --> 01:51:30.796]  He talked 20 seconds, nothing happened.
[01:51:31.016 --> 01:51:32.497]  He goes on TV and says, it's all true.
[01:51:32.717 --> 01:51:33.337]  Trump's corrupt.
[01:51:33.357 --> 01:51:33.998]  Trump's going down.
[01:51:35.358 --> 01:51:36.699]  And then she and others defend it.
[01:51:36.759 --> 01:51:38.400]  Well, Arnold's just an entertainer.
[01:51:38.480 --> 01:51:39.740]  He's just having fun.
[01:51:41.661 --> 01:51:43.142]  That's what they hide behind in Hollywood.
[01:51:46.883 --> 01:51:47.884]  Like when Joe Rogan, my
[01:51:49.119 --> 01:51:49.660]  Old friend.
[01:51:50.240 --> 01:51:54.243]  Says, oh Jones is wrong about Anthony Bourdain and the Clintons being after him and maybe he was assassinated.
[01:51:55.304 --> 01:51:57.966]  And then when Joe gets confronted, he goes, oh, I'm just an entertainer.
[01:52:02.830 --> 01:52:06.173]  I mean, this is just total mental patient behavior from Tom Arnold.
[01:52:07.951 --> 01:52:09.852]  But I saw articles in the Houston Chronicle.
[01:52:10.352 --> 01:52:11.633]  I saw them in the States from this morning.
[01:52:11.953 --> 01:52:13.894]  I was checking to see what government propaganda was saying.
[01:52:13.914 --> 01:52:15.594]  It was like, Tom Arnold's funny.
[01:52:15.955 --> 01:52:17.235]  Tom Arnold plays a joke.
[01:52:17.555 --> 01:52:20.156]  Tom Arnold, you know, ha ha ha, he's an actor.
[01:52:20.536 --> 01:52:25.518]  And it's no, he got up on television and lied about what Trump's lawyer said.
[01:52:26.259 --> 01:52:32.281]  When those that have actually gotten all of his seized stuff say there's nothing there, that's a whole crime that they seized somebody's lawyer's personal stuff.
[01:52:32.481 --> 01:52:34.302]  Because it's not about Russiagate, it's about everything else now.
[01:52:38.917 --> 01:52:42.900]  So, they lie about a little girl at the border, being separated from her parents.
[01:52:42.920 --> 01:52:45.061]  They lie about the Tom Arnold stuff.
[01:52:45.641 --> 01:52:47.282]  And then we wonder why they lie, they lie, they lie.
[01:52:47.322 --> 01:52:48.343]  And you go, why do they lie so much?
[01:52:48.363 --> 01:52:49.804]  Because they already got caught lying.
[01:52:51.265 --> 01:52:54.487]  So they have nothing to lose.
[01:52:56.288 --> 01:53:01.611]  Even USA Today admitted on Friday, okay, okay, it's not true.
[01:53:05.474 --> 01:53:05.894]  But I,
[01:53:07.520 --> 01:53:08.841]  This morning was getting gas.
[01:53:10.602 --> 01:53:12.723]  And people say three things to me, and it's a minority of folks.
[01:53:12.743 --> 01:53:20.888]  I shook 400 hands in a line, 300, 400 hands, three women came up, got in my face and said that I was a Russian spy and all this other crap.
[01:53:22.309 --> 01:53:23.229]  But they say three things.
[01:53:24.650 --> 01:53:26.151]  And today, I'm sitting there getting gas.
[01:53:29.472 --> 01:53:39.519]  At like 11, when I'm going to a business meeting, an intel meeting, and they go, you and your Russian boss are going down, and F you for what you've done to those children.
[01:53:40.099 --> 01:53:42.320]  And I said, it's always the same, I go, what did I do?
[01:53:42.420 --> 01:53:45.683]  And the woman's like, two things over, yeah, she goes, F you!
[01:53:46.957 --> 01:53:48.018]  There's no intellect.
[01:53:48.098 --> 01:53:49.479]  It's like I'm television.
[01:53:49.499 --> 01:53:52.643]  It's like she saw a Pokemon she was trying to capture or something.
[01:53:53.063 --> 01:53:53.984]  It's like I'm not real.
[01:53:54.024 --> 01:53:54.504]  She just is.
[01:53:55.045 --> 01:53:56.226]  I did something to children.
[01:53:56.366 --> 01:53:57.908]  I collapsed Latin America.
[01:53:58.288 --> 01:54:02.252]  I was a woman through the desert with a small child who should get arrested for doing it.
[01:54:02.292 --> 01:54:02.812]  Anybody should.
[01:54:03.073 --> 01:54:04.214]  And I did something.
[01:54:04.354 --> 01:54:05.034]  I'm the bad man.
[01:54:05.635 --> 01:54:07.217]  And it's just that feeling good, see?
[01:54:07.457 --> 01:54:08.358]  It's a simulation.
[01:54:08.799 --> 01:54:10.341]  It's not about being real.
[01:54:10.381 --> 01:54:13.224]  It's not about actually standing for something or changing the world.
[01:54:13.304 --> 01:54:17.009]  It's about pointing your finger at somebody and feeling good.
[01:54:18.451 --> 01:54:23.537]  How many live feeds have you seen where I'm out on the street in Austin or wherever and people go, F you, you Russian?
[01:54:25.385 --> 01:54:30.267]  And I'm the most pro-gun, pro-private property, pro-America guy around.
[01:54:30.287 --> 01:54:30.967]  Everybody knows that.
[01:54:31.567 --> 01:54:40.530]  And here are these leftists that hate America, and hate flyover country, and love Russia when it was run by communists, and love China today, and then they point at the real thing.
[01:54:42.491 --> 01:54:46.512]  I don't say I'm the real thing like, you know, I'm at the end of a pot of gold here, like a rainbow.
[01:54:46.812 --> 01:54:48.633]  I'm just saying, I mean, I stand for what I stand.
[01:54:50.060 --> 01:54:58.312]  Globalists think I'm mentally ill and Trump's mentally ill because we don't see the greater picture of world government, how dumb the public is, and the greater cause of our power.
[01:54:58.713 --> 01:54:59.494]  Yeah, exactly.
[01:54:59.574 --> 01:55:00.555]  I don't want to screw everybody over.
[01:55:01.236 --> 01:55:01.577]  Exactly.
[01:55:02.381 --> 01:55:26.120]  But you can point, and one of the minions of the system, who isn't even part of it, that woman never got invited to the Kissinger Group, that woman never got offered $10 million a year to sell out, that woman was never offered three Fox News television shows, that woman wasn't offered starring roles in major movies, that woman just sits there at the gas station and points at me like she's the superior person when I bet you all the tea in China.
[01:55:29.079 --> 01:55:33.183]  She'd sell her whole family out to be on some stupid reality TV show.
[01:55:33.583 --> 01:55:35.265]  You know damn well she would.
[01:55:36.186 --> 01:55:41.310]  You could put a gun to my head and I wouldn't F anybody over because I've got my integrity.
