[00:00:00.109 --> 00:00:01.310]  Agenda 2030.
[00:22:57.254 --> 00:23:03.036]  More chaga mushroom, more concentrated turmeric, more concentrated bone broth from chicken.
[00:23:03.136 --> 00:23:08.358]  Bone broth that is so good for everything, particularly your immune system, your bones, your joints, strength, everything.
[00:23:09.038 --> 00:23:09.638]  It's incredible.
[00:23:10.598 --> 00:23:11.619]  Infowarsstore.com.
[00:23:11.679 --> 00:23:12.679]  It's discounted as well.
[00:23:13.219 --> 00:23:14.740]  And finally, back in stock, X3.
[00:23:16.519 --> 00:23:17.239]  Try iodine.
[00:23:17.259 --> 00:23:18.520]  Sold out for more than six months.
[00:23:18.620 --> 00:23:21.321]  The deep earth crystal iodine and two other types for fuller absorption.
[00:23:21.682 --> 00:23:26.064]  The number one cause of cognitive disability according to the Lancet Medical Journal is lack of iodine in the body.
[00:23:26.104 --> 00:23:29.626]  Most iodine is bound to other elements so you don't get full absorption or absorption at all.
[00:23:29.646 --> 00:23:32.607]  One of the leading issues on the planet today.
[00:23:32.627 --> 00:23:33.768]  One of the biggest deficiencies.
[00:23:34.128 --> 00:23:37.069]  We're going to take iodine, take the pure stuff, take the high quality stuff.
[00:23:37.349 --> 00:23:41.472]  Survival Shield X3 at InfoWarStore.com.
[00:23:43.473 --> 00:23:50.759]  We're called toll-free, 888-253-3139, 888-253-3139.
[00:23:50.939 --> 00:23:59.246]  Infowarsstore.com has great books, great films, t-shirts, and so much more, and that's how we stay on air.
[00:23:59.286 --> 00:24:01.347]  We are backed and financed by you.
[00:24:01.367 --> 00:24:07.332]  Oh, I almost forgot, sold out for a while, back in stock, discounted, 10-hour clean energy, TurboForce.
[00:24:07.733 --> 00:24:10.375]  For all the TurboForce lovers out there, if you haven't tried it, you should.
[00:24:10.415 --> 00:24:11.656]  It supports the broadcast, can't lose.
[00:24:11.996 --> 00:24:12.897]  Roger Stone, straight ahead.
[00:24:13.651 --> 00:24:18.289]   Please welcome the frontrunner for the Republican nomination, former president Donald Trump.
[00:24:18.289 --> 00:24:34.291]  [applause]
[00:24:34.291 --> 00:24:39.971]   Well I did not watch Trump's town hall last night, but I got up at about 5am.
[00:24:40.146 --> 00:24:40.586]  and I did.
[00:24:40.606 --> 00:24:42.507]  I was spending time with my wife and my six-year-old daughter.
[00:24:44.258 --> 00:24:45.199]  And he knocked it out of the park.
[00:24:45.479 --> 00:25:00.007]  And, you know, I've got major issues with Trump, but the way he's being persecuted, the fact that he won the election, they stole it from him, the fact that he's been way more hardcore when and if he gets back in, the fact that the deep state hates him so much, the fact that he's declared war on the New World Order.
[00:25:01.768 --> 00:25:03.809]  They are so afraid of Trump.
[00:25:04.190 --> 00:25:17.421]   And now with this fake indictment and then this fake trial where he couldn't put on any of his evidence and When this woman is running around making bizarre statements about how hot rape is and how women love rape.
[00:25:18.102 --> 00:25:19.202]  I don't know any women that like rape.
[00:25:20.143 --> 00:25:20.783]  I don't like rape.
[00:25:21.904 --> 00:25:27.406]  And then she went on shopping after supposedly 29 years ago he touched her.
[00:25:28.687 --> 00:25:29.447]  It's just crazy.
[00:25:30.068 --> 00:25:32.589]  So Trump is 35 points ahead in basically every poll.
[00:25:34.867 --> 00:25:38.069]  Even with the skewed numbers, he's 15 to 20 points ahead of Biden in national polls.
[00:25:38.730 --> 00:25:39.890]  This is unprecedented.
[00:25:39.950 --> 00:25:44.013]  Even with election fraud, the numbers are they can maybe still 5, 6, 7 percent.
[00:25:44.874 --> 00:25:49.016]  They can try to manipulate elections beforehand, obviously, by blocking voter information.
[00:25:49.497 --> 00:25:50.737]  And Roger Stone's an expert on that.
[00:25:50.757 --> 00:25:55.480]  He's the guy that is Trump's closest confidant on politics, the guy that really helped him run for president.
[00:25:56.201 --> 00:25:59.443]  And he joins us now to cover the waterfront on The Amazing Town Hall.
[00:25:59.483 --> 00:26:00.364]  We'll play some excerpts.
[00:26:01.064 --> 00:26:06.187]  And of course, just the next level of persecution, he breaks it down better than anybody.
[00:26:06.788 --> 00:26:12.291]  Maybe we should start first with his civil conviction, his civil finding.
[00:26:12.891 --> 00:26:16.073]  Not that he raped the woman, but that he was wrong to say he was innocent.
[00:26:16.653 --> 00:26:19.615]  Why she's telling the truth and he's not allowed to say it's not true.
[00:26:19.635 --> 00:26:24.318]  So he's not found guilty, but now civilly, they say you're liable because we think you did it.
[00:26:24.718 --> 00:26:27.120]  I mean, this is talking about a miscarriage of justice, Roger.
[00:26:29.228 --> 00:26:34.378]  Uh, you know, Alex, it really, it does defy any rationality at all.
[00:26:34.478 --> 00:26:48.556]   So basically they held him liable for sexual assault, but they said of defamation because he denied raping a woman at the same
[00:26:48.556 --> 00:26:51.195]   time they held that he had not raped her.
[00:26:51.195 --> 00:26:54.596]  So this whole thing is indeed a travesty of justice.
[00:26:54.596 --> 00:26:56.556]  There's a couple of problems here.
[00:26:56.556 --> 00:27:02.116]   First and foremost, the New York state law was specifically changed so that this case
[00:27:02.116 --> 00:27:09.835]   could be brought in the civil courts because this allegation, supposedly this event took
[00:27:09.835 --> 00:27:10.835]  place in the 90s.
[00:27:11.028 --> 00:27:13.930]  The statute of limitation would have run out long ago.
[00:27:14.350 --> 00:27:26.498]  Secondarily, Trump is not allowed to tell the jury that the entire lawsuit is being financed by a left-wing billionaire, associate of Jeffrey Epstein's, a guy named Hoffman.
[00:27:26.838 --> 00:27:31.381]  Who's a major donor to left-wing causes and the Democratic Party.
[00:27:32.202 --> 00:27:46.911]  He is not allowed to show the jury that incredible CNN interview where his accuser, this woman E. Jean Carroll, says women think rape is a hot sexual fantasy.
[00:27:48.192 --> 00:27:50.093]  I think she's the one who had a fantasy.
[00:27:50.853 --> 00:27:57.839]  The president, I think, was very strong last night and has been strong in saying he doesn't know this woman.
[00:27:58.179 --> 00:27:59.600]  This never happened.
[00:28:00.901 --> 00:28:03.583]  Her entire claim is in fact illogical.
[00:28:03.603 --> 00:28:04.904]  What was he doing?
[00:28:06.565 --> 00:28:14.752]  On the third floor where the women's changing rooms are in Bergdorf Goodman, a department store that is catty corner to Trump Tower.
[00:28:15.312 --> 00:28:19.596]  She claims that she pulled him into an empty dressing room.
[00:28:20.056 --> 00:28:21.597]  The whole thing makes no sense.
[00:28:22.858 --> 00:28:28.323]  But it is it's part of their lawfare strategy, as you pointed out, Alex.
[00:28:29.083 --> 00:28:34.369]  They are petrified about running against Donald Trump in the next presidential election.
[00:28:34.749 --> 00:28:48.984]  They are petrified that all of their tricks, the two bogus impeachments, the Russian collusion hoax, their attempts to smear him regarding January 6th, none of these things so far have worked.
[00:28:49.704 --> 00:28:55.068]  But that doesn't mean that they won't continue to try to mark him up.
[00:28:55.548 --> 00:28:59.491]  And I think that's what this New York event was all about.
[00:29:00.571 --> 00:29:02.853]  Let's play clip 16 first.
[00:29:02.893 --> 00:29:06.375]  Trump in the CNN Town Hall with this topic of Carol being brought up.
[00:29:06.435 --> 00:29:10.358]  And then back to back, play the 16 second clip of her talking about how hot rape is.
[00:29:10.398 --> 00:29:10.718]  Here it is.
[00:29:11.789 --> 00:29:15.732]  Speaking of New York, I want to ask you about a significant verdict that was reached yesterday.
[00:29:15.752 --> 00:29:17.914]  I know this is something you want to weigh in on as well.
[00:29:17.934 --> 00:29:22.178]  A Manhattan jury found that you sexually abused the writer E. Jean Carroll and defamed her.
[00:29:22.478 --> 00:29:27.042]  You've denied this, but what do you say to voters who say it disqualifies you from being president?
[00:29:27.082 --> 00:29:29.864]  Well, there aren't too many of them because my poll numbers just came out and they went up.
[00:29:30.805 --> 00:29:31.386]  Okay?
[00:29:33.788 --> 00:29:35.109]  I think I'm... I think I'm...
[00:29:36.109 --> 00:29:38.491]  I'm the only person in history who had a charge like that.
[00:29:38.611 --> 00:29:42.213]  And usually you leave office, you say, I'm sorry, but I'm going to back home.
[00:29:42.233 --> 00:29:44.014]  I'm back home to my family and everything.
[00:29:44.034 --> 00:29:44.695]  I'm going to be resigned.
[00:29:45.155 --> 00:29:48.037]  My poll numbers went up and they went up with the other fake charge too.
[00:29:48.437 --> 00:29:51.920]  Because what's happening is they're doing this for election interference.
[00:29:52.400 --> 00:29:54.021]  This woman, I don't know her.
[00:29:54.221 --> 00:29:55.082]  I never met her.
[00:29:55.102 --> 00:29:56.643]  I have no idea who she is.
[00:29:57.063 --> 00:30:00.928]  I had a picture taken years ago with her and her husband, nice guy, John Johnson.
[00:30:00.948 --> 00:30:03.130]  He was a newscaster, very nice man.
[00:30:03.651 --> 00:30:04.371]  She called him an ape.
[00:30:04.712 --> 00:30:06.654]  Happens to be African-American.
[00:30:06.714 --> 00:30:07.255]  Called him an ape.
[00:30:07.615 --> 00:30:09.257]  The judge wouldn't allow us to put that in.
[00:30:10.058 --> 00:30:14.922]   Her dog or her cat I think most people think of rape as a violent assault.
[00:30:14.741 --> 00:30:19.361]   put that in all of these things you but with her they can put in anything access
[00:30:19.361 --> 00:30:25.301]   jury of nine people who found you liable of sexual abuse do you think that that
[00:30:25.301 --> 00:30:30.340]   will deter women from voting for you know it just it hurt it just what it
[00:30:30.340 --> 00:30:34.821]   just you know I think most people think of rape and as a I mean it is a violent
[00:30:34.821 --> 00:30:40.861]   assault it is not I think most people think of rape as being sexy let's take a
[00:30:41.244 --> 00:30:42.164]  Let's think of the fantasies.
[00:30:43.926 --> 00:30:45.487]  We're just going to take a quick break.
[00:30:45.708 --> 00:30:47.569]  If you can stick around, we'll talk more on the other side.
[00:30:47.970 --> 00:30:49.411]  You're fascinating to talk to.
[00:30:51.953 --> 00:30:53.254]  Let me tell you what I think is sexy.
[00:30:53.274 --> 00:30:56.818]  A woman throwing themselves at you and just absolutely having the time of their life.
[00:30:57.238 --> 00:30:58.819]  Nah, we're not into rape, you freak.
[00:30:59.260 --> 00:31:01.161]  Roger, what do you think of this lady?
[00:31:01.201 --> 00:31:04.384]  I mean, she comes off as a total kook, but she had no evidence.
[00:31:04.404 --> 00:31:04.945]  This is crazy.
[00:31:06.109 --> 00:31:12.776]  Yeah, Anderson Cooper sure was in a hurry to get to a break there, wasn't he, when that interview went off the rails.
[00:31:13.137 --> 00:31:14.378]  Look, she's not credible.
[00:31:15.319 --> 00:31:19.143]  The trial said, oh, well, you were found guilty by a jury of nine people.
[00:31:19.424 --> 00:31:24.149]  Yes, a jury of nine left-wing Democrat haters in Manhattan.
[00:31:24.789 --> 00:31:26.831]  I have been in this situation.
[00:31:27.491 --> 00:31:50.285]  I really hope the American people can see through this and I hope they will see through it as they saw through it in the question of this New York indictment by the Soros funded prosecutor Alvin Bragg, where Donald Trump is accused of changing business records in 2017 to affect the outcome of the 2016 election.
[00:31:50.384 --> 00:31:56.144]  Again, chronologically impossible, a fraud.
[00:31:56.144 --> 00:32:03.664]   The hysteria among the political establishment, the hysteria in the two-party duopoly who
[00:32:03.664 --> 00:32:10.584]   is busy destroying this country about the rising political tides of Donald Trump is
[00:32:10.584 --> 00:32:11.584]  palpable.
[00:32:11.584 --> 00:32:16.984]   What he said in the interview there or in the town hall is exactly right.
[00:32:16.984 --> 00:32:21.164]  With each attack on him, he only grows stronger.
[00:32:21.164 --> 00:32:28.224]   With each attack on him, more and more Americans wake up and see through one of the most vicious
[00:32:28.224 --> 00:32:32.904]  media-driven hatchet jobs in the history of our country.
[00:32:32.904 --> 00:32:38.025]   And watching the CNN town hall, Alex, I don't know any other.
[00:32:38.914 --> 00:32:41.716]  Public figure, never mind politician or political figure.
[00:32:42.096 --> 00:32:53.524]  I don't know anyone else who would have the courage to go into that lion's den completely unscripted, knowing that you were going to have a hostile line of questioning from the moderator.
[00:32:53.824 --> 00:32:55.365]  That certainly proved to be true.
