[00:00:00.029 --> 00:00:00.509]  Guess what?
[00:25:03.790 --> 00:25:04.631]  Stick pin.
[00:25:06.690 --> 00:25:13.756]  Alright, let me get into the big news on their attempts to bring back all the COVID restrictions to be eased into the next election for mail-in ballots in a moment.
[00:25:14.276 --> 00:25:14.976]  But first off...
[00:25:15.856 --> 00:25:23.918]  I'm very extremely excited to announce, sold out for 6, 7, 8 months, Body's Ultimate Turmeric Formula, the strongest cucuminoid out there.
[00:25:24.398 --> 00:25:25.878]  Most turmeric is 5%.
[00:25:25.958 --> 00:25:27.059]  Does a great thing for you.
[00:25:27.519 --> 00:25:29.539]  Even if you buy bags of it, that's what curry is.
[00:25:29.859 --> 00:25:30.459]  Tastes great.
[00:25:30.880 --> 00:25:31.680]  I'm addicted to it.
[00:25:31.900 --> 00:25:32.520]  But that's at 4 or 5%.
[00:25:33.320 --> 00:25:34.480]  That's what raw turmeric is.
[00:25:35.181 --> 00:25:43.022]  This is 95% cucuminoid, all naturally compounded, the strongest on the market, period.
[00:25:43.342 --> 00:25:44.043]  The leading competitor is 75%.
[00:25:45.708 --> 00:25:52.010]  We went to a top manufacturer years ago, and we said, how much more does it cost to go the strongest you can do it?
[00:25:52.190 --> 00:25:53.191]  They said, we'll get back with you.
[00:25:53.491 --> 00:25:54.731]  They said, we can go 95.
[00:25:56.232 --> 00:25:57.252]  That's the strongest you can do.
[00:25:58.873 --> 00:26:01.033]  Unless you use chemicals to concentrate it, and we didn't want that.
[00:26:01.854 --> 00:26:02.454]  We said, do it.
[00:26:02.474 --> 00:26:06.675]  It costs like $3 more a bottle for us, on top of the price it already was.
[00:26:07.216 --> 00:26:07.976]  Strongest you're going to get.
[00:26:09.119 --> 00:26:40.161]   Anti-inflammatory immune system flexibility support joint support beyond that it is rocket fuel it is amazing I'm so glad it's back because I ran out of my supply and I took a bunch of it this week and my Achilles pain and my knee pain is gone because this right leg has been through an Achilles blown leg broken compound fracture I mean this this this right leg has been through hell and back I'm not gonna mention half the other injuries but pain-free right now ladies and gentlemen I remember about four years ago, my wife had really bad sciatica.
[00:26:40.181 --> 00:26:41.161]  She's playing so much tennis.
[00:26:41.962 --> 00:26:43.042]  She's also a yoga instructor.
[00:26:44.063 --> 00:26:47.264]  And it looks like a Greek statue with the clothes off.
[00:26:47.504 --> 00:26:49.185]  And I said, but she's in perfect shape.
[00:26:49.585 --> 00:26:50.265]  It's ridiculous.
[00:26:50.305 --> 00:26:51.406]  It's like a 20-year-old gymnast.
[00:26:52.266 --> 00:26:54.587]  And she said, I got these horse pill tumerics.
[00:26:54.627 --> 00:26:55.707]  And you're saying that's going to help me.
[00:26:55.727 --> 00:26:56.468]  These barely help.
[00:26:56.868 --> 00:26:57.848]  I got to take three of them.
[00:26:58.168 --> 00:26:59.969]  And each pill is three times stronger than yours.
[00:26:59.989 --> 00:27:04.911]  And I said, that's because under FDA, you've got to just say it is a raw tumeric value.
[00:27:06.869 --> 00:27:12.473]  You're not allowed to, you say it's a quote, you know, concentrate technically the way the rules work, you just got to call it tumoring.
[00:27:13.154 --> 00:27:14.035]  She said, okay, let me try it.
[00:27:14.075 --> 00:27:14.995]  She said, it's incredible.
[00:27:15.636 --> 00:27:17.558]  It got rid of 90% of my sciatica.
[00:27:18.438 --> 00:27:22.922]  Whereas I had to take three or four of this other one, I take one or two of these, boom, it's almost gone.
[00:27:23.202 --> 00:27:24.583]  Not totally gone, almost gone.
[00:27:27.085 --> 00:27:33.070]  A lot of stretching and other things she's able to get rid of it, but she plays tennis sometimes two hours a day and hopping around on the concrete.
[00:27:33.090 --> 00:27:33.831]  You know, it does that.
[00:27:34.631 --> 00:27:37.832]  So, she's very good, one of the best players in Austin, but that's a side issue.
[00:27:38.853 --> 00:27:40.013]  This, she loves.
[00:27:40.154 --> 00:27:41.294]  This, she's religious about.
[00:27:41.674 --> 00:27:42.555]  It ran out a few months ago.
[00:27:42.595 --> 00:27:43.195]  She's, where is it?
[00:27:43.255 --> 00:27:43.795]  I said, it's gone.
[00:27:44.015 --> 00:27:45.056]  Well, I know you got some around the office.
[00:27:45.096 --> 00:27:45.516]  Bring it to me.
[00:27:45.736 --> 00:27:46.096]  We didn't.
[00:27:46.116 --> 00:27:48.537]  Because any loose bottles of this disappear.
[00:27:49.178 --> 00:27:51.479]  Infowarstore.com, it is back.
[00:27:51.999 --> 00:28:10.944]   Joint support, mobility support, flexibility support, inflammation support, turmeric root extract, 95% cuminoid, Boswala, Socrata extract, organic, Spearmint, sage, lemon balm, and thyme leaf, pepper dine, concentrated black pepper for better upload.
[00:28:12.244 --> 00:28:14.865]  It's back 25% off infowarestore.com.
[00:28:15.825 --> 00:28:25.348]  And despite the fact we're going to sell out of X3, the limited supply we got, the best iodine out there, and Vitamin Refusion, we're keeping both up at the flash sale until they're gone.
[00:28:26.701 --> 00:28:35.305]  And that is less than one week, and it'll be 10 weeks until Survival Shield X3 comes back in, and about a month until more Vitamin Mineral Fusion comes in.
[00:28:35.826 --> 00:28:39.968]  But we're still discounting because I want you to try it, I want you to experience it, and we need the funds right now.
[00:28:40.608 --> 00:28:45.871]  The flash sale for Vitamin Mineral Fusion and X3 is live right now.
[00:28:47.090 --> 00:28:47.891]  Take advantage of it.
[00:28:47.991 --> 00:28:50.913]  Separately, we have three limited edition shirts.
[00:28:51.154 --> 00:28:52.315]  One of them, hardly any left.
[00:28:52.955 --> 00:28:53.756]  It's our mugshot.
[00:28:53.776 --> 00:28:57.920]  When they didn't do the mugshot in New York a few months ago, we made our own mugshot saying political prisoner.
[00:28:58.460 --> 00:29:00.302]  There's like 500 shirts left of that.
[00:29:00.943 --> 00:29:01.763]  When it's gone, it's gone.
[00:29:01.783 --> 00:29:02.884]  It's like Alex Jones for president.
[00:29:03.285 --> 00:29:04.566]  Limited edition, no longer available.
[00:29:04.826 --> 00:29:06.688]  Even though people liked it, I said these are all limited edition.
[00:29:07.918 --> 00:29:09.118]  Shirt's going forward, limited edition.
[00:29:09.359 --> 00:29:10.619]  We run them for a few months, that's it.
[00:29:11.319 --> 00:29:18.182]  But we have the two new, real mugshot ones that say, Never Surrender on the back, Infowars.com on the front, Political Prisoner.
[00:29:18.662 --> 00:29:21.263]  We'll support the broadcast, support President Trump and get them.
[00:29:21.683 --> 00:29:22.763]  Those are being printed right now.
[00:29:22.823 --> 00:29:23.784]  They come next week.
[00:29:24.064 --> 00:29:27.845]  So get your order in now and they'll be shipped out to you as soon as they arrive.
[00:29:27.865 --> 00:29:30.026]  You got Trump, 2024 on the front.
[00:29:31.046 --> 00:29:32.707]  On the back, Never Surrender.
[00:29:32.767 --> 00:29:35.888]  And then the other shirt says, Political Prisoner.
[00:29:36.698 --> 00:29:44.100]  There's also a gold version as well that's pretty gaudy but definitely matches with the golden toad, El Trumpo.
[00:29:45.500 --> 00:29:46.440]  So those are all available.
[00:29:47.401 --> 00:29:49.181]  The shirt that's selling out is discounted $17.76.
[00:29:49.721 --> 00:29:52.102]  The others are limited edition as well.
[00:29:52.762 --> 00:29:53.542]  Fundraiser shirts.
[00:29:54.442 --> 00:29:54.723]  Okay.
[00:29:55.983 --> 00:29:58.704]  Let's dive in and get done with the big COVID news.
[00:29:59.624 --> 00:30:02.525]  It's so important because we know we can do something about this.
[00:30:03.005 --> 00:30:13.483]   We know we've already We're in like round two in a Muhammad Ali fight and we're fighting George Foreman and this is hypothetical.
[00:30:14.363 --> 00:30:15.964]  George Foreman was a tank and this never happened.
[00:30:16.524 --> 00:30:40.371]   Muhammad Ali did knock him down sometimes later and did win later in the fights but this is like we've already been in a competition already been in a match years ago with George Foreman and he barely beats us and now we got the rematch And we came out, ladies and gentlemen, and literally knocked his ass down in the first round.
[00:30:43.513 --> 00:30:44.914]  That was getting the jump on him.
[00:30:48.095 --> 00:30:52.618]  And he laid on the mat till the nine count and barely got back up.
[00:30:54.159 --> 00:30:59.662]  So if we come in on the globalists, this is an allegory, I don't mean actual violence, it's a parable, an analogy.
[00:31:00.967 --> 00:31:04.450]  I know you know that, listeners, but the media will say something other, so I have to do the proviso.
[00:31:06.832 --> 00:31:09.514]  After the little asterisk at the end.
[00:31:10.195 --> 00:31:11.897]  We don't mean real violence, it's an allegory.
[00:31:12.317 --> 00:31:13.598]  It's a parable, as I just said.
[00:31:17.461 --> 00:31:22.486]  Do we let him, now that he's got back up, get his wits about him?
[00:31:23.366 --> 00:31:24.848]  Or do we go ahead and just finish the fight right now?
[00:31:25.987 --> 00:31:43.995]  And that means you share the articles, you share the videos, you call Congress, you call talk radio, you cut your own videos, you comment on videos, you make the biggest buzz you can, you go speak at city council, you go speak at county commission, you go speak at the state house peacefully, and you say they lied about the mask, they lied about the origin of the...
[00:31:45.255 --> 00:31:47.095]  They lied about the injections.
[00:31:47.896 --> 00:31:48.696]  They hurt our children.
[00:31:48.716 --> 00:31:49.756]  They caused mass suicide.
[00:31:50.036 --> 00:31:53.076]  They collapsed the third world and killed over 80 million people with starvation.
[00:31:53.296 --> 00:31:54.857]  The UN's got their big UN treaty.
[00:31:55.037 --> 00:31:58.437]  They want to ram through with a new hysteria, and they're trying it right now.
[00:31:58.877 --> 00:32:00.698]  Let's not go along with this.
[00:32:01.138 --> 00:32:03.578]  Let's say no collectively together.
[00:32:04.458 --> 00:32:14.140]  Because George Foreman, they're going, one, two, three, and... George Foreman's starting to get back up.
[00:32:17.335 --> 00:32:21.879]  And I know, really, when they box, they only do it up to, like, they go all the way to ten, I forget.
[00:32:22.580 --> 00:32:25.682]  The point is, is that George Foreman's getting back up.
[00:32:25.702 --> 00:32:33.669]  And I hate to compare the great Christian pastor, amazing person, probably the best boxer ever when it comes to being a good person, also one of the best boxers ever.
[00:32:34.490 --> 00:32:37.232]  It's wrong to describe George Foreman as the new world order.
[00:32:37.473 --> 00:32:41.997]  In fact, I just kind of spit these analogies out, and now in hindsight, I want to apologize to fellow Texan.
[00:32:42.797 --> 00:32:43.557]  George Foreman.
[00:32:44.258 --> 00:32:45.778]  I'm not trying to compare him to the new world order.
[00:32:46.058 --> 00:32:46.738]  I apologize.
[00:32:47.098 --> 00:32:49.319]  But I mean, I'm talking about a formidable opponent.
[00:32:50.200 --> 00:32:53.020]  I think the American people are the best there is, so I'll call us Muhammad Ali.
[00:32:55.301 --> 00:32:57.082]  And he's getting up.
[00:32:59.563 --> 00:33:00.643]  Anybody knows about George Foreman?
[00:33:00.663 --> 00:33:04.304]  You knock his ass down, when he gets back up, he's coming with everything he's got.
[00:33:06.685 --> 00:33:09.666]  So, let's not sit here and get all excited.
[00:33:11.061 --> 00:33:15.324]  About how much success we just had that we knocked George Foreman down.
[00:33:15.344 --> 00:33:19.446]  Because he's getting back up right now.
[00:33:21.568 --> 00:33:24.250]  Now I'm done with the analogy, so let's plow through the news right now.
[00:33:24.370 --> 00:33:32.595]  And again, I could spend the whole show on just the California new COVID guidelines they put out that the TSA told us was going to be coming out in the next few weeks.
[00:33:33.435 --> 00:33:33.836]  Here it is.
[00:33:34.196 --> 00:33:39.099]  California is the bellwether, the test site for all of it.
[00:33:39.159 --> 00:33:40.220]  The test balloon site.
