[00:00:00.000 --> 00:00:00.500]  [BEEP]
[00:26:42.227 --> 00:26:43.708]  Total collapsed civilization.
[00:26:45.730 --> 00:26:48.472]  And they're telling them, come up here, come up here, come up here.
[00:26:48.612 --> 00:26:56.057]  And the smugglers make the money, the Democrats make the money, and they sign them up to skim their paychecks and to skim their welfare checks.
[00:26:56.937 --> 00:26:57.918]  And that's the lucky ones.
[00:26:58.198 --> 00:27:10.128]   The lucky ones get stuck at a Sawmill or a Cheerios factory, but the O for the other ones, they get taken to some trailer on a thousand acres in Pennsylvania.
[00:27:11.429 --> 00:27:12.850]  And they get chained up to a wall.
[00:27:14.452 --> 00:27:16.593]  And they get tortured and they get raped.
[00:27:17.174 --> 00:27:20.917]  And then they get taken out and murdered.
[00:27:22.199 --> 00:27:30.404]   And they take them out in the barn, open up a big barrel of acid, They're doing it right now.
[00:27:30.464 --> 00:27:34.646]  There's kids, kids getting raped and killed right now, getting dumped in acid.
[00:27:34.806 --> 00:27:36.607]  The Democrats even give them protocols how to do it.
[00:27:36.947 --> 00:27:37.647]  All their facilities.
[00:27:37.667 --> 00:27:38.528]  I've talked to people who've been there.
[00:27:38.668 --> 00:27:41.729]  They just got 18 wheelers delivering those barrels.
[00:27:44.130 --> 00:27:46.412]  A pure army of evil, ladies and gentlemen.
[00:27:46.572 --> 00:27:47.692]  You think I'm exaggerating?
[00:27:48.112 --> 00:27:49.573]  This is the stuff that gets kept from you.
[00:27:49.753 --> 00:27:53.115]  This is what I'm being told by feds.
[00:27:54.296 --> 00:27:54.896]  At the border.
[00:27:55.536 --> 00:27:56.217]  And in Austin.
[00:27:56.557 --> 00:27:57.437]  This is what they're seeing.
[00:27:57.697 --> 00:28:03.212]   They're seeing stuff Incidents that are so horrible they can't continue on.
[00:28:03.232 --> 00:28:03.852]  They don't know what to do.
[00:28:05.854 --> 00:28:07.975]  And it's happening all over the country.
[00:28:08.776 --> 00:28:11.418]  They busted the mayor's brother like 15 years ago.
[00:28:11.438 --> 00:28:12.238]  Look it up in Austin.
[00:28:13.059 --> 00:28:14.059]  He's an immigration lawyer.
[00:28:14.400 --> 00:28:15.480]  That's where I really learned about this.
[00:28:15.941 --> 00:28:17.682]  With a big dungeon he built.
[00:28:17.722 --> 00:28:19.623]  He doesn't really have basements in Texas, but he did.
[00:28:20.004 --> 00:28:22.425]  He had a big dungeon built under his house.
[00:28:22.765 --> 00:28:23.386]  Big rich lawyer.
[00:28:25.214 --> 00:28:33.139]  And they found a bunch of people literally in a dungeon, chained up to the wall, because he'd been beating people to death, because they weren't paying the money.
[00:28:33.399 --> 00:28:34.279]  See, that's what happens.
[00:28:34.840 --> 00:28:39.603]  They get smuggled up here, and they pay $3,000, $5,000, depending on what country you come from.
[00:28:39.623 --> 00:28:41.043]  It could be $20,000 if it's from China.
[00:28:41.864 --> 00:28:45.366]  And then you're supposed to work and pay them money, or they torture and kill you.
[00:28:46.267 --> 00:28:47.908]  But the lucky ones just get deported back.
[00:28:47.968 --> 00:28:53.651]  But you have to understand, the mayor's brother in Austin himself carries out the torture.
[00:28:54.704 --> 00:28:57.205]  But it's okay, he's liberal and he's Hispanic, so it's alright.
[00:28:58.025 --> 00:28:58.565]  Dungeons!
[00:28:58.765 --> 00:28:59.765]  Dungeons.
[00:28:59.765 --> 00:29:15.765]   Well, as we warned you would happen, the deep state, the former UN prosecutor, has indicted
[00:29:15.765 --> 00:29:19.045]   President Trump for having documents presidents are legally allowed to have.
[00:29:19.433 --> 00:29:20.554]  They're coming after everybody.
[00:29:21.698 --> 00:29:25.901]  But the good news is humanity is waking up now more than ever and is seeing through this.
[00:29:26.782 --> 00:29:34.128]  The globalist's only hope is to censor and to silence and to shut down voices like myself, Tucker Carlson, and others who are telling the truth.
[00:29:34.608 --> 00:29:37.290]  That's why your word of mouth about the broadcast is so key.
[00:29:38.091 --> 00:29:41.674]  That's why you sharing the articles, the videos, the clips of the show is so incredible.
[00:29:41.954 --> 00:29:42.715]  And you've been doing it.
[00:29:42.895 --> 00:29:43.635]  And you know you are.
[00:29:44.096 --> 00:29:45.157]  So I salute you and I thank you.
[00:29:46.104 --> 00:29:52.686]  But I want to encourage listeners to not just spread the word about the show, but to also pray for the broadcast and pray for other people that are exposing the globalists.
[00:29:53.386 --> 00:30:09.430]  And at the same time, also get great products at InfoWarsTore.com that fund our operation, that keep us on the air, because we're sponsored by viewers and listeners like you, not by George Soros, and to understand these are great products that you and your family already need that do amazing things.
[00:30:09.850 --> 00:30:18.288]   Because just like our information is powerful and game-changing, And seen as the best there is, our products are incredible.
[00:30:18.808 --> 00:30:23.289]  So, we've got five new products available at mfoolwarestore.com.
[00:30:23.569 --> 00:30:24.629]  This is a huge rollout.
[00:30:25.010 --> 00:30:32.391]  And two classics, also back in stock, available for 50% off, but for a limited time.
[00:30:33.151 --> 00:30:37.312]  RainForce Ultra, fast-acting, incredible nootropic, only lasts a few hours.
[00:30:37.332 --> 00:30:38.653]  That's why I love it.
[00:30:38.693 --> 00:30:48.025]   If I have to stay up late at night, I don't want to take a supplement like RainForce Plus or RainForce TurboForce, because that's 5, 6, 10 hours of energy.
[00:30:48.725 --> 00:30:54.647]  RainForce Ultra is amazingly clean, fast-acting, kicks in in 15, 20 minutes, only lasts 2 to 3 hours.
[00:30:55.167 --> 00:30:57.748]  It's available, discounted, 50% off.
[00:30:57.768 --> 00:30:59.569]  Infowarsstore.com.
[00:31:00.129 --> 00:31:04.070]  4 to 6 hours of just good, sustained, clean energy with no jitters.
[00:31:04.551 --> 00:31:06.111]  RainForce Plus, 50% off.
[00:31:06.151 --> 00:31:06.691]  Infowarsstore.com.
[00:31:09.315 --> 00:31:12.136]  And now that brings me to these little babies right here.
[00:31:12.436 --> 00:31:14.136]  This is Good Night's Sleep.
[00:31:14.656 --> 00:31:23.639]  This is a private label of a national best-selling sleep aid with natural, healthy compounds to give you deep, restful, clean sleep.
[00:31:24.219 --> 00:31:25.199]  Try the formula out.
[00:31:25.499 --> 00:31:25.879]  I love it.
[00:31:26.019 --> 00:31:26.639]  It's amazing.
[00:31:26.939 --> 00:31:28.800]  It's 25% off out of the gates.
[00:31:29.160 --> 00:31:30.320]  Infowarrestore.com.
[00:31:30.620 --> 00:31:32.621]  It's already a best-selling product on other platforms.
[00:31:33.181 --> 00:31:35.542]  Then we've got probiotic formula.
[00:31:35.902 --> 00:31:40.244]  It's been over three years since we offered a probiotic, because I only sell the highest quality.
[00:31:40.584 --> 00:31:45.766]  And the company we were using, they had an amazing one, got bought out by leftists, and they said, no business with you.
[00:31:46.166 --> 00:31:49.207]  I finally got a good company that has high ratings, that I trust.
[00:31:49.567 --> 00:31:50.688]  I've been using it for several months.
[00:31:50.988 --> 00:31:51.668]  Now it's available.
[00:31:51.948 --> 00:31:53.009]  Infowarsstore.com.
[00:31:53.329 --> 00:31:56.510]  Probiotic formula from Infowars, MD.
[00:31:56.910 --> 00:31:58.771]  And then, prostate support.
[00:31:59.551 --> 00:32:03.493]  So again, this is apples and oranges, different formulas, both have a great effect.
[00:32:03.793 --> 00:32:06.815]  This is not competing with Prostagard, but it's an amazing formula.
[00:32:07.135 --> 00:32:10.977]  Prostate support from InfoWars MD at InfoWarsStore.com.
[00:32:11.277 --> 00:32:13.378]  Now in stock, now available, 25% off.
[00:32:14.739 --> 00:32:16.221]  Joint Relief Max.
[00:32:16.741 --> 00:32:18.463]  Already a national best-selling product.
[00:32:18.483 --> 00:32:19.544]  We're able to private label.
[00:32:19.884 --> 00:32:20.485]  It's incredible.
[00:32:20.825 --> 00:32:22.166]  Natural joint and pain relief.
[00:32:22.507 --> 00:32:23.648]  Infowarrestore.com.
[00:32:23.708 --> 00:32:25.790]  And finally, this is a big game changer.
[00:32:25.850 --> 00:32:26.431]  I've been taking it.
[00:32:26.871 --> 00:32:28.252]  Nerve Renew.
[00:32:28.773 --> 00:32:31.956]  So many nerves don't have the vitamins and minerals and trace elements they need.
[00:32:32.256 --> 00:32:33.157]  So they're agitated.
[00:32:33.958 --> 00:32:34.739]  They're out of control.
[00:32:35.239 --> 00:32:41.265]  This has given me pain relief that is next level with my torn Achilles, my shoulder pain, and other issues.
[00:32:41.525 --> 00:32:42.025]  Need to get it?
[00:32:42.346 --> 00:32:43.066]  Nerve Renew.
[00:32:43.327 --> 00:32:43.947]  Now available.
[00:32:44.227 --> 00:32:45.288]  InfoWareStore.com.
[00:32:45.689 --> 00:32:50.253]  All these new products 25% off, these products are 50% off, and they fund the InfoWare.
[00:32:50.413 --> 00:32:51.935]  For a limited time, take action now.
[00:32:52.034 --> 00:32:53.034]  InfoWarsTore.com.
[00:32:53.034 --> 00:33:09.034]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:09.034 --> 00:33:18.034]  [Music]
[00:33:18.160 --> 00:33:23.124]  From the front lines of the Information War, it's Alex Jones.
[00:33:24.365 --> 00:33:34.794]   Alright, I want everybody to remember something, and Robert F. Kennedy Junior talked about this on Joe Rogan that dropped yesterday.
[00:33:34.814 --> 00:33:36.294]  Interview happened like three days ago.
[00:33:36.314 --> 00:33:58.240]  He talked about a speech his uncle gave that got Americans behind the nuclear, above-ground nuclear test ban, where he explained to them, hey, you know, 22 to 26 million, nobody knows exactly, Russians died in World War II, and that 95% of the war was between the Nazis and the Russians.
[00:33:58.260 --> 00:33:59.260]  That was the big slug out.
[00:33:59.923 --> 00:34:02.344]  20-something million Germans died, 20-something million Russians.
[00:34:02.384 --> 00:34:04.224]  That was the big slug out.
[00:34:04.244 --> 00:34:06.525]  I'm not saying America wasn't in World War II.
[00:34:06.565 --> 00:34:07.485]  Both my grandfathers were.
[00:34:08.465 --> 00:34:11.226]  But most of the U.S.
[00:34:11.266 --> 00:34:14.187]  forces came in with heavy equipment.
[00:34:15.507 --> 00:34:19.208]  It was an artillery war between the Russians and the Germans.
