[00:00:00.000 --> 00:00:02.480]  [BEEPING]
[00:22:27.029 --> 00:22:30.330]  That's what's happening right now as we speak, not in the news.
[00:22:30.370 --> 00:22:35.071]  You're actually hearing it right now on Alex Jones's show for the first time because I haven't.
[00:22:35.501 --> 00:22:36.302]  Actually published it.
[00:22:36.362 --> 00:22:38.383]  It's just it's that it's that fresh.
[00:22:39.104 --> 00:22:46.170]  So, you know, I want to set the table a little bit Michael because Alex did a great job of just really giving everybody a global perspective of what's happening right now.
[00:22:46.210 --> 00:22:46.430]  Really.
[00:22:46.470 --> 00:22:47.291]  It's it's America.
[00:22:47.331 --> 00:22:49.733]  That's in the way President Trump has always talked about.
[00:22:49.773 --> 00:22:52.055]  He's standing in the way from the globalists and the Americans.
[00:22:52.095 --> 00:22:57.780]  Well, it's America standing in the way of the tyranny of the globalists and the rest of the world and it's the destruction of humanity.
[00:22:58.502 --> 00:23:02.685]  Looking at this from a global perspective, the people on the move, we see them coming through Darien.
[00:23:02.725 --> 00:23:08.749]  This is the epicenter, if you will, of everybody that's involved in the takedown of America.
[00:23:09.130 --> 00:23:22.752]   Essentially, they're using human migration as weapons to destabilize not only Panama, which is critical to the global ecosystem of supply chain management, etc., but also to the American way of life, which of course is how we have
[00:23:22.752 --> 00:23:24.883]  basically protected freedom.
[00:23:24.883 --> 00:23:29.523]   Now I think we bastardize that with our, you know, we're here to spread democracy nonsense and we
[00:23:29.523 --> 00:23:33.843]   basically become part of the problem, you know, starting and funding global wars vis-a-vis our
[00:23:33.843 --> 00:23:38.803]   international banking cabal, which has a stranglehold on the American federal government,
[00:23:38.803 --> 00:23:40.882]  not the people, but the American federal government.
[00:23:41.005 --> 00:23:45.748]  And we need to basically set the table so people understand you've got the American, the U.S.
[00:23:45.808 --> 00:23:47.349]  government, and you have the American people.
[00:23:47.369 --> 00:23:49.290]  They're totally different systems completely.
[00:23:49.770 --> 00:23:53.252]  And one is being used by the globalists to weaponize migration.
[00:23:53.312 --> 00:24:07.476]   And you see that in the bureaucracy of these unelected bureaucrats and these unconstitutional agencies like Secretary Mayorkas from Homeland Security facilitating and funding We have enough information to put Mayorkas in prison.
[00:24:07.296 --> 00:24:12.415]   era funding these illegal aliens to come through the Darien Gap and elsewhere into our country
[00:24:12.415 --> 00:24:18.154]   even using a border protection app to completely sidestep the immigration process completely.
[00:24:18.154 --> 00:24:20.555]  And Americans, we're paying for it with our tax dollars.
[00:24:20.555 --> 00:24:23.475]  We have enough information to put Mayorkas in prison.
[00:24:23.475 --> 00:24:24.475]  No kidding.
[00:24:24.475 --> 00:24:26.895]  I mean, that we've generated just in Panama.
[00:24:27.289 --> 00:24:32.173]  I mean Mayorkas is down there in the Darien Gap on April 18th of 2022.
[00:24:33.134 --> 00:24:38.278]  I waited for four days right by a place where I thought he might land in helicopters and voila!
[00:24:38.578 --> 00:24:46.824]  Four Blackhawks landed right in front of me on day four and I've got video footage of him inside of one of the camps called San Vicente Camp.
[00:24:46.884 --> 00:24:52.600]   I call it China Camp or we call it China Camp because it's It's a camp where the Chinese use.
[00:24:52.980 --> 00:24:54.402]  There's Chinese in that camp right now.
[00:24:54.722 --> 00:24:56.564]  I just had somebody in the camp with them this morning.
[00:24:56.864 --> 00:24:58.505]  So there's Chinese in the camp right now.
[00:24:58.585 --> 00:25:00.147]  They just came out of the dairy gap.
[00:25:00.575 --> 00:25:15.479]  They're waiting to get on buses, which they can't get on right now because the unrest through Panama is causing, there's huge numbers, thousands and thousands of aliens who've made it through the Darien Gap who are now flooding out of the camps because they can't get the buses through because the roads are blocked.
[00:25:15.539 --> 00:25:17.019]  The Pan American Highway is blocked.
[00:25:17.419 --> 00:25:22.120]  So they haven't had electricity in most of Darien for the last three days.
[00:25:22.180 --> 00:25:28.782]  It just started a couple of hours ago again, because the fuel trucks can't get down to fuel the generators, right?
[00:25:29.178 --> 00:25:31.059]  So they haven't had electricity for three days.
[00:25:31.359 --> 00:25:34.339]  They're starting, some of the people in Darien are running short on food.
[00:25:34.940 --> 00:25:37.140]  It's not, it's not a crisis yet, but it's getting there.
[00:25:37.220 --> 00:25:40.821]  The food prices are, the farmers have been dumping out their food in Panama.
[00:25:41.302 --> 00:25:45.703]  I cannot stress enough how important Panama is.
[00:25:46.003 --> 00:25:48.504]  It is absolutely vital, right?
[00:25:49.024 --> 00:25:56.786]  And Panama is being destabilized and it's being, it's being taken by the World Economic Forum and the Chinese Communist Party.
[00:25:57.349 --> 00:26:02.234]  The Panamanians, whenever I say this, they accuse me of being a conspiracy theorist.
[00:26:02.354 --> 00:26:03.235]  They're going to die.
[00:26:03.575 --> 00:26:04.236]  And I mean that.
[00:26:04.356 --> 00:26:05.577]  Panama's not going to make it.
[00:26:05.958 --> 00:26:10.943]  I keep telling them, you will not survive this unless you do something right now.
[00:26:11.123 --> 00:26:11.864]  And they're not doing it.
[00:26:12.144 --> 00:26:13.646]  They're doing just what Europe has done.
[00:26:14.026 --> 00:26:15.407]  Multi-culti nonsense.
[00:26:15.768 --> 00:26:16.609]  Sweden's gone.
[00:26:17.810 --> 00:26:29.078]   Masako Kanaha, the famous Japanese journalist and I were in We're in Luxembourg last year in Europe and in that place is about five zero percent about 50 percent migrants.
[00:26:29.098 --> 00:26:29.838]  Luxembourg's dead.
[00:26:30.058 --> 00:26:30.258]  Right.
[00:26:30.699 --> 00:26:36.602]  And you see the same thing happening in across Europe where we travel constantly watching what's going on.
[00:26:36.982 --> 00:26:39.704]  Another vital train in Europe is actually Netherlands.
[00:26:40.104 --> 00:26:44.846]   Netherlands is also being taken by the By the World Economic Forum and the Chinese Communist Party.
[00:26:45.106 --> 00:26:47.127]  They're building something called Tri-State City.
[00:26:47.507 --> 00:26:51.849]  Every time I mention Tri-State City, the accusations of conspiracy theories come in.
[00:26:52.189 --> 00:26:58.292]  But there are maps for Tri-State City that are published by the World Economic Forum, who will then accuse you of conspiracy theory.
[00:26:58.532 --> 00:26:59.312]  But the maps are there.
[00:26:59.472 --> 00:27:00.713]  Look up Tri-State City.
[00:27:00.733 --> 00:27:02.434]  You can find the map in about five seconds.
[00:27:02.914 --> 00:27:08.196]  And you'll see that this is a city that will consist of about 30 million people, if it goes according to plan.
[00:27:08.717 --> 00:27:12.561]  It's most of Netherlands, a part of Belgium, and part of Germany.
[00:27:12.581 --> 00:27:13.642]  That's the Tri-State.
[00:27:14.422 --> 00:27:25.713]  The end of the railway that goes all the way from Shanghai and other feeders in China ends at Rotterdam Harbor, which is in Tri-State City, which is at the mouth of the Rhine River, which is like the Mississippi for Europe, right?
[00:27:26.133 --> 00:27:32.979]  So, Rotterdam Harbor is one of the biggest in the world, one of the top ten, and it's the largest in Europe, just south of Rotterdam.
[00:27:34.860 --> 00:27:41.140]   Harbor is is Antwerp, which is the second largest harbor in Europe. Those are both being tri-state city
[00:27:41.140 --> 00:27:47.480]   You see why I spend so much time in Netherlands and why I spend so much time in Panama and what in Japan?
[00:27:47.480 --> 00:27:52.079]   These are all vital terrains, right? And so bottom line is this is not just about
[00:27:52.079 --> 00:27:57.484]   weaponized migration The weaponized migration are one weapon that they're bringing to the war.
[00:27:57.524 --> 00:27:58.945]  They're like the tanks, right?
[00:27:59.365 --> 00:28:02.086]  They've also got, they're building the new Silk Road.
[00:28:02.486 --> 00:28:12.950]  The Chinese Communist Party has co-authored a book with a Panamanian economist that talks about how they're gonna open up a railway from South America through Panama and a highway.
[00:28:12.970 --> 00:28:13.871]  They're working on it right now.
[00:28:14.211 --> 00:28:15.972]  We were just down there looking at the bridge.
[00:28:16.012 --> 00:28:20.199]   We just Made photos of the new bridge going over the Rio Chicanaca right now.
[00:28:20.379 --> 00:28:22.019]  Anyway, I'll talk for days.
[00:28:22.059 --> 00:28:23.620]  Well, we're about to go to break, Michael.
[00:28:23.660 --> 00:28:27.602]  But again, what you're talking about is the Chinese Belt and Road Initiative.
[00:28:27.842 --> 00:28:32.925]  And they do have a really detailed map of what they're already currently doing and what they intend to do.
[00:28:33.265 --> 00:28:39.968]  And what we witnessed clearly down in the Darien Gap is the connection from the Pan American Highway in South America.
[00:28:40.348 --> 00:28:43.089]  Connecting through Central America and of course up into America.
[00:28:43.109 --> 00:28:47.371]  And we're seeing the Taiwanese government in partnership here in Belize.
[00:28:48.271 --> 00:28:50.872]  Increasing the breadth and depth of the roadway system here.
[00:28:50.932 --> 00:28:53.053]  All to facilitate this weaponized migration.
[00:28:53.293 --> 00:28:53.953]  We're going to go to break.
[00:28:53.973 --> 00:28:56.094]  When we come back, we're going to continue this conversation.
[00:28:56.374 --> 00:28:57.795]  Because the world needs to get off the couch.
[00:28:58.155 --> 00:29:00.176]  Keyboard warriors are great, but time to get up folks.
[00:29:00.196 --> 00:29:01.776]  Time to get in the fight like Alex said.
[00:29:01.816 --> 00:29:03.657]  We'll be right back here more with InfoWars.
[00:29:03.973 --> 00:29:06.374]  So if I was you, most of our audience is informed.
[00:29:06.434 --> 00:29:13.498]  But if you're new listeners, I would go get a revolver if it's your first gun, and I would get a .410 shotgun.
[00:29:13.518 --> 00:29:16.500]  12 gauges don't kick, but people that don't shoot guns seem to think they kick.
[00:29:16.520 --> 00:29:17.800]  You don't know how to put it in your shoulders.
[00:29:17.840 --> 00:29:25.064]  So I would go out and get some firearms training on a semi-automatic .410 shotgun, and I would get a revolver .357 Magnum right now.
[00:29:25.204 --> 00:29:30.787]  And I would have water filtration, and I would inform your neighbors and friends and family about what's going down so they'll listen to you when it collapses.
[00:29:31.027 --> 00:29:31.728]  They won't listen now.
[00:29:32.348 --> 00:29:33.429]  And I would get storable food.
[00:29:33.490 --> 00:29:35.812]  We got the best storable food there is, ready to ship to you.
[00:29:35.952 --> 00:29:38.815]  Three months, six months, your supplies, and yeah, it funds our operation.
[00:29:38.855 --> 00:29:40.097]  We got the biggest, best company.
[00:29:40.137 --> 00:29:41.839]  We've had them as a sponsor for 14 years.
[00:29:41.859 --> 00:29:45.543]  They've been around 16 years, and they just have the best prices, the best quality, so they became dominant.
[00:29:45.583 --> 00:29:47.885]  Their entire catalog's at InfoWareStore.com.
[00:29:47.985 --> 00:29:51.309]  They got giant warehouses across the country, and they got really high-quality food.
[00:29:51.329 --> 00:29:52.370]  That's where I get my storable food.
[00:29:52.470 --> 00:29:55.253]   I would go to InfoWareStore.com right now, I would get swervable food.
