[00:00:00.369 --> 00:00:01.290]  FBI report?
[00:20:33.410 --> 00:21:12.868]   Now I made a biiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii So, what came out a couple days ago in AP, Reuters, Time Magazine, New York Times, Washington Post, this is May 11th.
[00:21:13.368 --> 00:21:15.608]  So what came out a little over a week after I said it?
[00:21:17.049 --> 00:21:18.989]  This emergency is over.
[00:21:19.489 --> 00:21:27.011]  Now it's time to get ready for the next pandemic, says Tedros, the communist who killed over a million of his own people in Ethiopia.
[00:21:30.731 --> 00:21:31.472]  And here's the article.
[00:21:31.872 --> 00:21:33.452]  It's time to get ready for the next pandemic.
[00:21:34.889 --> 00:21:40.152]  The UN says, and Bill Gates says, the next pandemic's imminent, and it's going to target children.
[00:21:40.693 --> 00:21:44.535]  And when it comes out and targets children, they'll be like, they're so smart!
[00:21:44.675 --> 00:21:45.696]  How did you know?
[00:21:45.716 --> 00:21:49.939]  And they got gain-of-function studies going on all over the world.
[00:21:52.793 --> 00:21:53.913]  Go read the article for yourself.
[00:21:54.314 --> 00:21:55.914]  This is just one variant of it.
[00:21:56.414 --> 00:21:56.954]  It's everywhere.
[00:21:57.335 --> 00:21:59.375]  Low-level governments need to sign on to the UN.
[00:21:59.395 --> 00:22:01.236]  We need to follow the UN Treaty.
[00:22:01.476 --> 00:22:03.617]  We need to get ready and do what they say next time.
[00:22:03.877 --> 00:22:05.237]  What did Chelsea Clinton say last week?
[00:22:05.257 --> 00:22:06.598]  We're going to make your kids take it.
[00:22:06.938 --> 00:22:09.099]  We know the kids are going to be hit with the next pandemic.
[00:22:09.379 --> 00:22:14.561]  So they're already telling you your kids are going to get hit with whatever it is they got stewed up in one of their laboratories.
[00:22:17.062 --> 00:22:24.119]   They restarted gain-of-function research at Wuhan, and we're just supposed to sit here Yeah, we got video of Ted Ross.
[00:22:25.059 --> 00:22:26.100]  You want to hear him say all this?
[00:22:27.421 --> 00:22:29.162]  You want to hear that little monster?
[00:22:31.063 --> 00:22:32.304]  I mean, they script it all.
[00:22:32.364 --> 00:22:33.325]  They pre-program it.
[00:22:33.565 --> 00:22:34.185]  They get it ready.
[00:22:35.186 --> 00:22:38.528]  How do I know when Ford's coming out with a new electric car?
[00:22:38.548 --> 00:22:40.109]  Because I see six months of ads for it.
[00:22:41.750 --> 00:22:42.330]  How do I know?
[00:22:45.080 --> 00:22:47.701]  When Coca-Cola's coming out with a new flavor, there's six months ads.
[00:22:48.181 --> 00:22:50.622]  How do you know when McDonald's is gonna bring back the McRib?
[00:22:51.122 --> 00:22:52.583]  There's a month of ads for it.
[00:22:52.603 --> 00:22:53.163]  You see billboards?
[00:22:54.183 --> 00:22:56.004]  They tell you what they're gonna do.
[00:22:56.284 --> 00:22:56.744]  Type it in.
[00:22:57.624 --> 00:23:00.845]  UN warns, Bill Gates warns, next pandemic to target children.
[00:23:01.626 --> 00:23:04.827]  And maybe it's next year in the election, maybe it's the year after that, maybe it's next week.
[00:23:05.247 --> 00:23:08.588]  We'll be sitting here, if we're still on air, going, gee, isn't it funny?
[00:23:08.628 --> 00:23:11.509]  He predicted exactly that, and it happened again.
[00:23:12.793 --> 00:23:13.193]  Wow.
[00:23:17.036 --> 00:23:17.296]  Show.
[00:23:17.336 --> 00:23:18.377]  There's that big subject.
[00:23:20.419 --> 00:23:21.459]  Roger Stone's coming up.
[00:23:23.000 --> 00:23:29.305]  Then we're gonna have open phones the second hour ahead of Michael Yon, incredible investigative journalist on the collapsed border, joining us in the third hour.
[00:23:29.325 --> 00:23:35.630]  You definitely want to look forward to that critical intel, but we know the enemy.
[00:23:36.931 --> 00:23:37.331]  There it is.
[00:23:38.292 --> 00:23:40.173]  Bill Gates' next pandemic to target children.
[00:23:42.375 --> 00:23:43.876]  They love to brag.
[00:23:44.076 --> 00:23:52.961]  It's kind of like a lot of different serial killers, Son of Sam and the Zodiac Killer and others would write letters to the police taunting them saying what they're going to do.
[00:23:53.021 --> 00:23:55.222]  It's the same criminology, same psychology.
[00:23:55.822 --> 00:23:57.423]  They love to tell you what they're going to do.
[00:23:58.904 --> 00:24:06.771]   Roger Stone, Donald Trump, myself and millions of others exonerated FBI report, didn't need to read it to know the truth, already knew it.
[00:24:07.291 --> 00:24:11.353]  No Russian meddling, no one they targeted was connected to Russians in any way.
[00:24:11.673 --> 00:24:13.934]  They were all red-blooded Americans.
[00:24:13.974 --> 00:24:14.814]  Here's Jake Tapper.
[00:24:17.896 --> 00:24:23.278]  Regardless, the report is now here, it has dropped, and it might not have produced everything of what some Republicans hoped for.
[00:24:23.298 --> 00:24:30.382]  It is, regardless, devastating to the FBI, and to a degree it does exonerate Donald Trump.
[00:24:33.177 --> 00:24:36.440]  It's devastating and exonerates Donald Trump, but they're on to the next lie.
[00:24:36.760 --> 00:24:38.362]  White supremacists are everywhere.
[00:24:38.922 --> 00:24:41.004]  The statistics don't show that, but it doesn't matter.
[00:24:41.985 --> 00:24:49.171]  Now, going back over six years ago, I would beg Roger when he worked for Infowars, you're a great political analyst.
[00:24:49.251 --> 00:24:50.392]  Nobody thinks you're a Russian agent.
[00:24:50.412 --> 00:24:51.053]  Will you stop it?
[00:24:51.653 --> 00:24:53.055]  He said, listen, this is deadly serious.
[00:24:53.075 --> 00:24:55.216]  They're going to try to impeach Trump, put me in jail, which they did.
[00:24:55.637 --> 00:24:56.518]  Then I took him serious.
[00:24:57.098 --> 00:24:58.259]  But it's not about a victory lap.
[00:24:58.319 --> 00:24:59.620]  It's more like mourning here.
[00:25:00.521 --> 00:25:05.623]  Being sad because they've already geared up new hoaxes, new lies, and no one has been held accountable.
[00:25:05.663 --> 00:25:12.426]  I guess two people got indicted, an FBI agent and somebody else, for lying and falsifying documents, making it look like emails with Russians.
[00:25:12.887 --> 00:25:13.767]  This is insane.
[00:25:14.427 --> 00:25:18.889]  Roger Stone was a staunch and is a staunch anti-communist with Richard Nixon.
[00:25:18.949 --> 00:25:23.431]  Roger Stone's helped run FBI investigations, arresting real communists and real Russians.
[00:25:24.052 --> 00:25:25.372]  And I got investigated.
[00:25:25.412 --> 00:25:26.553]  I watched congressional hearings.
[00:25:27.553 --> 00:25:32.978]  In 2017, House Armed Services Committee and others saying, well an example of a Russian agent is Alex Jones.
[00:25:33.919 --> 00:25:39.844]  And the insult of that, that most people don't have families, because we didn't, most Americans didn't fight a lot of Russians.
[00:25:40.225 --> 00:25:43.448]  I've actually had family that fought Russians in Latin America.
[00:25:44.212 --> 00:25:46.793]  I've actually had family that fought Russians in Africa, okay?
[00:25:47.053 --> 00:25:47.814]  In special operations.
[00:25:48.134 --> 00:25:54.816]  So the idea that my family in the Cold War, especially in the 70s and 80s, literally fought the Russians.
[00:25:54.896 --> 00:25:57.498]  I mean, training spies to go into East Germany.
[00:25:57.838 --> 00:25:58.658]  My family did that.
[00:25:59.018 --> 00:26:00.239]  Very close family members.
[00:26:00.559 --> 00:26:01.439]  As close as you can get.
[00:26:02.239 --> 00:26:05.821]  And I get to sit there and be accused of being a Russian agent.
[00:26:06.081 --> 00:26:07.682]  Who believes that?
[00:26:08.752 --> 00:26:10.893]  Well, I've been screamed at hundreds of times in the street.
[00:26:11.093 --> 00:26:12.654]  I've had tea dumped on my head.
[00:26:12.955 --> 00:26:13.855]  I've had people attack me.
[00:26:13.935 --> 00:26:14.776]  Rogers had it way worse.
[00:26:15.276 --> 00:26:16.697]  And I was talking to Roger last night.
[00:26:16.737 --> 00:26:18.178]  I said, can we sue these people?
[00:26:18.818 --> 00:26:20.739]  And the answer is probably not, because they control the courts.
[00:26:21.100 --> 00:26:23.301]  Roger Stone, though, it is a total vindication.
[00:26:23.641 --> 00:26:24.622]  We already knew all this.
[00:26:24.902 --> 00:26:36.986]   But my God, there's got to be some retribution for these criminals that Literally, they manipulated the election, they surveilled, they held back data, they called us all Russians, they used that claim to then use the deep state against us.
[00:26:37.286 --> 00:26:40.467]  This makes what McCarthy did not even register on the Richter scale.
[00:26:40.727 --> 00:26:41.307]  Roger Stone.
[00:26:42.848 --> 00:26:47.209]  Yeah, Alex, unfortunately this is not a satisfying moment.
[00:26:48.102 --> 00:27:02.272]  In other words, we learned from Mr. Durham that which we already knew that the FBI and the Central Intelligence Agency had no basis for which to open the crossfire hurricane investigation.
[00:27:02.633 --> 00:27:04.714]  They had no evidence of Russian collusion.
[00:27:05.054 --> 00:27:14.701]  They had no evidence that Trump was working with the Russians or that I was working with the Russians or that you were working with the Russians.
[00:27:15.181 --> 00:27:29.184]  But what's disappointing is Mr. Durham's conclusion, which is he doesn't recommend the prosecution of any of the people who staged the most outrageous, illegal, dirty trick in American political history.
[00:27:29.864 --> 00:27:39.606]  Not only did they know that there was no evidence against Donald Trump, they also knew that the whole thing was trumped up by Hillary Clinton.
[00:27:40.566 --> 00:27:45.928]  But at the same time, there'll be no prosecution brought against her or her minions.
[00:27:46.308 --> 00:28:00.592]  So, in essence, what Mr. Durham did in the trials that he did bring, is charge the guy driving the getaway car with double parking, while he let the people who robbed the bank get away.
[00:28:00.892 --> 00:28:02.033]  In fact, it's worse than that.
[00:28:02.333 --> 00:28:09.575]  He let the people who robbed the bank testify against the driver who drove the getaway car, but who only got charged with double parking.
[00:28:10.415 --> 00:28:21.002]  You know, tell that to General Flynn, or George Papadopoulos, or Paul Manafort, or Carter Page, or Donald Trump for that matter.
[00:28:21.062 --> 00:28:27.486]  These people tried to destroy our lives, tried to destroy our families, bankrupted us.
[00:28:28.186 --> 00:28:33.730]  Their charges subject us to daily threats of violence, even today.
[00:28:34.550 --> 00:28:36.511]  And nobody will be held accountable.
[00:28:36.552 --> 00:28:43.656]  This story, sadly, even though it totally exonerates Donald Trump and us, will be in and out of the news in a day.
[00:28:45.182 --> 00:28:45.983]  What are you going to say?
[00:28:46.163 --> 00:28:48.785]  Because, you know, you get mostly love what we were talking last night.
[00:28:48.825 --> 00:28:51.607]  You still get screamed at the grocery store, restaurants, you're arresting agents.
[00:28:51.967 --> 00:28:53.488]  It happens to me occasionally still.
[00:28:54.089 --> 00:28:55.530]  I mean, what do you say to these idiots?
[00:28:55.690 --> 00:28:59.873]  I mean, they have hundreds of Hollywood movies and TV shows about McCarthy and how bad he was.
[00:29:00.674 --> 00:29:03.636]  He did violate some constitutional rights, but mainly he was going after real communists.
[00:29:04.196 --> 00:29:05.257]  This guy meant well.
[00:29:06.738 --> 00:29:08.199]  I mean, and I'm not defending what he did.
[00:29:08.279 --> 00:29:11.722]  Compared to McCarthy, I mean, these people are monsters.
[00:29:12.984 --> 00:29:15.465]  Well, none of this is really surprising to me.
[00:29:15.685 --> 00:29:47.604]   On election day, November 3rd, 2020, the busiest news day of the entire year, by court order, at midnight, if you want to bury a story, put out a press release at midnight, at midnight, the Justice Department was forced to release the final, long-hidden, long-redacted sections of Robert Mueller's report in which he finally admitted That he had found, quote, no factual evidence against me pertaining to Russian collusion or Wikileaks collaboration or any other crime.
[00:29:47.965 --> 00:29:49.567]  But the media buried that.
[00:29:49.727 --> 00:29:51.388]  Alex, it was covered on InfoWars.
[00:29:51.769 --> 00:29:57.835]  It was covered, strangely enough, at BuzzFeed, but that's because they brought the lawsuit that uncovered these documents.
[00:29:58.476 --> 00:30:00.238]  It was covered by Zero Hedge.
[00:30:00.598 --> 00:30:03.040]  That story has, strangely enough, been taken down.
[00:30:03.341 --> 00:30:04.322]  Don't ask me why.
[00:30:04.342 --> 00:30:17.854]  But as Ray Donovan, who was Secretary of Labor under Ronald Reagan, who underwent outrageous accusations of being mobbed up, which he was not, where do you go to get your good name back?
[00:30:18.214 --> 00:30:20.416]  Where do you report for that?
[00:30:22.038 --> 00:30:22.799]  What do you think?
[00:30:22.979 --> 00:30:24.841]  I mean, for me, it's the white supremacy trope.
[00:30:26.604 --> 00:30:30.505]  Let's play this Biden clip, but what else is their new hoax?
[00:30:30.545 --> 00:30:36.126]  They've always got the Jan 6th, we're all terrorists, we're all white supremacists, while they have their patriot front feds running around.
[00:30:36.786 --> 00:30:37.846]  What's their new hoax?
[00:30:37.926 --> 00:30:39.527]  Because they always have a new hoax.
[00:30:39.587 --> 00:30:43.907]  In fact, it looks like they're recycling Russia and doubling down saying, no, no, they are all Russian agents.
[00:30:44.268 --> 00:30:47.008]  Maybe that's where the lawsuits start because now they're doubling down.
[00:30:47.448 --> 00:30:48.408]  But here's Biden.
[00:30:49.849 --> 00:30:55.890]  To stand up against the poison of white supremacists, I did my inaugural address through a single out.
[00:30:56.707 --> 00:31:00.533]  As the most dangerous terrorist threat to our homeland is white supremacy.
[00:31:01.815 --> 00:31:02.716]  Alright, that's enough.
[00:31:03.237 --> 00:31:04.358]  We already played it twice today.
[00:31:04.559 --> 00:31:07.543]  So, do you think that's still their big new push?
[00:31:08.004 --> 00:31:10.207]  Or are they going to go back like a dog to vomit to Russia?
[00:31:11.577 --> 00:31:12.678]  Very, very clearly.
[00:31:12.758 --> 00:31:17.280]  One of the funniest things I watched last night was Ken Delanian of NBC.
[00:31:17.320 --> 00:31:20.381]  Now, Delanian is a long-time CIA show.
[00:31:20.761 --> 00:31:26.724]  He was actually fired by the Chicago Tribune Company for clearing his stories at Langley.
[00:31:27.044 --> 00:31:29.005]  He's an apologist for the deep state.
[00:31:29.745 --> 00:31:37.849]  His default was, oh no, the Mueller report and the Senate Intelligence Committee report proved that there was Russian collusion.
