[00:00:00.169 --> 00:00:00.910]  It's official.
[00:20:43.346 --> 00:20:45.945]  So how do you see this unfolding?
[00:20:46.658 --> 00:20:47.539]  It's multifaceted.
[00:20:47.559 --> 00:20:51.824]  The globals get full control of Europe, which they've already got main control of.
[00:20:51.864 --> 00:20:55.329]  They get to have a huge distraction and an emergency for the election.
[00:20:56.690 --> 00:20:58.773]  The other leaders of Europe get a nice emergency.
[00:20:59.133 --> 00:21:02.598]  The only problem is now you're officially declaring war.
[00:21:03.458 --> 00:21:04.318]  So, U.S.
[00:21:04.339 --> 00:21:07.840]  slash NATO mobilize, prepare to declare war against Russia.
[00:21:07.880 --> 00:21:12.801]  I mean, this is so historic and the average person has no idea how dangerous this is.
[00:21:13.142 --> 00:21:15.902]  How do you see them trying to trigger it with some false flags?
[00:21:16.183 --> 00:21:17.123]  And then how do we stop it?
[00:21:17.984 --> 00:21:19.885]  Look, we've already talked about the cyber attacks.
[00:21:20.145 --> 00:21:25.187]  We've already talked about the fact that Nord Stream 2 already was used as a false flag attack.
[00:21:25.527 --> 00:21:30.469]  We talked about how they've already attempted this by killing Polish farmers and trying to blame that on Russians.
[00:21:31.309 --> 00:21:39.873]   So Alex, whether kinetic or potentially if we see a cyber attack, they'll use one of these cyber attacks and say Russia has attacked A NATO ally.
[00:21:39.953 --> 00:21:42.175]  And again, we've seen this many, many times.
[00:21:42.315 --> 00:21:44.757]  Of course, Russia is using cyber warfare against Ukraine.
[00:21:45.077 --> 00:21:47.019]  I'm not going to make any qualms about that.
[00:21:47.039 --> 00:21:48.360]  I'm not going to make any aspersions.
[00:21:48.400 --> 00:21:49.340]  They are, absolutely.
[00:21:49.681 --> 00:21:57.807]  But if they start running those programs, it crosses the border into Poland, crosses the border into the Baltics because of systemic connectivity there.
[00:21:58.287 --> 00:22:01.690]  They will claim that Russia has attacked a NATO ally.
[00:22:01.730 --> 00:22:05.093]  So I would say look to those Baltic nations for a spark.
[00:22:06.033 --> 00:22:07.674]  Look for cyber, look for any of this.
[00:22:07.694 --> 00:22:11.396]  Because remember, Klaus Schwab has been saying this for years.
[00:22:11.677 --> 00:22:12.617]  He's been warning us of what?
[00:22:12.697 --> 00:22:24.584]  He said the next pandemic, a lot of people miss this, but in 2020, in the midst of 2020, Klaus Schwab said the next pandemic will not be biological, but it will be a cyber pandemic.
[00:22:24.964 --> 00:22:26.225]  A cyber pandemic.
[00:22:26.465 --> 00:22:37.298]   But in the same way that China was behind COVID-19, and we later find Fauci and all the rest of it, the gain-of-function research, They will blame the next cyber pandemic, cyber warfare, cyber virus, on...
[00:22:38.115 --> 00:22:39.236]  No, I totally agree with you.
[00:22:39.056 --> 00:22:43.894]   on Russia and they will use this to launch a kinetic war if we give them the
[00:22:43.894 --> 00:22:50.855]   chance. At best Alex, at best I pray for a new Cold War. I pray that that's all we
[00:22:50.855 --> 00:22:55.016]   get another frozen conflict and a new Cold War West and East because that
[00:22:55.016 --> 00:22:59.196]   would at least be better than what these people are hurtling towards. We are
[00:22:59.196 --> 00:23:04.615]   hurtling towards a nuclear holocaust at full speed right now. No I totally agree
[00:23:04.615 --> 00:23:10.095]   with you. So the few minutes we have left the globalists are so out of control and
[00:23:10.095 --> 00:23:14.256]   this is so existential to Russia as Putin has said. Now we're fighting
[00:23:14.256 --> 00:23:17.735]  Panzers just like World War two.
[00:23:15.723 --> 00:23:20.466]  He said that when they put the panzers in a year ago, when they put the tanks in, the heavy tanks and medium tanks.
[00:23:21.027 --> 00:23:23.088]  So how do you expect Russia to respond to this?
[00:23:23.108 --> 00:23:24.849]  I think it's going to be very serious.
[00:23:25.750 --> 00:23:36.589]   And with Russia's history of constantly getting invaded by Europe, And then you talk to a lot of the folks in the White House still, even though they're Democrats, you have a lot of, I know you've got some of the best forces out there.
[00:23:37.089 --> 00:23:40.451]  There's got to be cool heads that don't want their kids dying in a nuclear war.
[00:23:40.471 --> 00:23:44.873]  I mean, this is, this is the worst things since nuclear weapons got invented.
[00:23:45.373 --> 00:23:52.116]   This is the, even the international atomic, you know, A group of scientists say we're the closest to midnight nuclear Armageddon we've ever been.
[00:23:52.156 --> 00:23:56.719]  So hype is not available to talk about how epically dangerous this is.
[00:23:57.399 --> 00:23:59.321]  We've got to take the keys away from these lunatics.
[00:23:59.341 --> 00:24:10.447]  And what happens is they get a bunch of these bureaucrats and people together in a room and a bunch of lawyers and CIA folks, most of them that never even, you know, have been in war and certainly didn't, you know, work for the positions they have.
[00:24:10.827 --> 00:24:16.331]  And they all kind of hutzpah themselves up and wind each other up that, you know, we can win, we're invincible.
[00:24:17.171 --> 00:24:25.481]  When Hitler had a way better chance of taking over the world, but if you still looked at the numbers, he was going to lose, but he had a better position then to even try it.
[00:24:25.741 --> 00:24:34.872]   The only thing they could do is destroy the surface of the earth here, and so the road they're going down, if you know the Russian psychology, I'm not a violent guy.
[00:24:34.932 --> 00:24:35.993]  I'm not calling for violence.
[00:24:36.013 --> 00:24:36.934]  I think we can fix things politically.
[00:24:36.974 --> 00:24:38.476]  We're winning politically.
[00:24:38.296 --> 00:24:42.816]   that takes us right up into the 40-43 total nuclear commitment into the world as we know
[00:24:42.816 --> 00:24:43.816]  it.
[00:24:43.816 --> 00:24:47.536]   So spend a few minutes on how we stop this because I'm not a violent guy and I'm not
[00:24:47.536 --> 00:24:48.536]  calling for violence.
[00:24:48.536 --> 00:24:49.536]  I think we can fix things politically.
[00:24:49.536 --> 00:24:50.536]  We're winning politically.
[00:24:50.536 --> 00:24:54.016]   That's why they want to turn over the deck, throw, you know, turn over the chessboard
[00:24:54.016 --> 00:24:55.335]  because they're losing.
[00:24:55.335 --> 00:24:58.296]  But I mean, at some point, you're like Operation Valkyrie.
[00:24:58.615 --> 00:25:01.316]  The problem is there's not one Hitler we can take out and stop this.
[00:25:01.596 --> 00:25:03.638]  So how do we politically, non-violently stop this?
[00:25:04.454 --> 00:25:05.515]  No, it has to be political.
[00:25:05.555 --> 00:25:06.496]  That's absolutely right.
[00:25:06.556 --> 00:25:07.356]  We need people.
[00:25:08.137 --> 00:25:09.438]  We need people manning the phones.
[00:25:09.478 --> 00:25:12.420]  We need people manning the rallies.
[00:25:12.460 --> 00:25:22.027]  We need people to be just running the largest campaign, the largest grassroots campaign in human history, to go to our representatives and to hold their guard.
[00:25:22.047 --> 00:25:23.948]  They're all going to be coming home for Christmas break right next.
[00:25:24.028 --> 00:25:29.592]  All the Republicans, even the Democrats, I'm saying show up at their offices when they are there and you need to tell them.
[00:25:29.632 --> 00:25:30.493]  I don't care what they are.
[00:25:30.533 --> 00:25:31.073]  Dog catcher.
[00:25:31.393 --> 00:25:34.952]  You tell them we will not go into World War III.
[00:25:34.952 --> 00:25:37.633]  And if you do not stop this, look, Alex, they got the 702.
[00:25:37.633 --> 00:25:40.751]  They're trying to slip through the 702 expansion right now.
[00:25:40.751 --> 00:25:44.553]   Senator Mike Lee and others have been absolute heroes on stopping this.
[00:25:44.553 --> 00:25:50.472]   So you strip them of their powers bit by bit and you keep escalating,
[00:25:50.472 --> 00:25:53.231]  ratcheting up the pressure on this.
[00:25:53.231 --> 00:25:58.313]   I see the Republicans are finally brought Hunter Biden to the, you know, to the
[00:25:58.313 --> 00:26:03.313]   Capitol five years, four or five years later than when they should have.
[00:26:02.729 --> 00:26:11.033]  Imagine if they had brought Hunter Biden and subpoenaed him during the first impeachment, which, oh, by the way, was all about Zelensky, and we could have gotten to the truth about Ukraine.
[00:26:11.233 --> 00:26:15.635]  Now, what Republicans must do is start actually providing the receipts, the full account.
[00:26:15.895 --> 00:26:17.976]  It's not about Hunter Biden, OK?
[00:26:18.016 --> 00:26:18.877]  It's not about him.
[00:26:19.337 --> 00:26:20.798]  He is just the vessel.
[00:26:21.198 --> 00:26:25.942]  Hunter Biden was the vessel of the corruption of the Ukrainian oligarchs into the U.S.
[00:26:26.122 --> 00:26:26.903]  government system.
[00:26:27.543 --> 00:26:31.247]  The Clinton Foundation, they have their talons in as well.
[00:26:31.507 --> 00:26:33.328]  Victor Pinchuk, these other globalists in there.
[00:26:33.869 --> 00:26:44.558]  Once you track that all down and make that case to the American people to understand that they are trying to cover up the fact that Ukraine has been the playground of the glows.
[00:26:44.578 --> 00:26:46.039]  They don't care about the Ukrainian people.
[00:26:46.059 --> 00:26:47.380]  That's why they're calling for more deaths.
[00:26:47.640 --> 00:26:54.743]  When Zelensky will come up there and say we're going to draft people from 40, we're going to draft people up from 65, conscription for anybody.
[00:26:54.763 --> 00:26:56.744]  It's like what you said yesterday.
[00:26:56.804 --> 00:27:02.787]  No, we need to bear clear that this is not about freedom versus authoritarianism like they say.
[00:27:03.047 --> 00:27:09.451]  This is about a crooked and corrupt elite that's crooked as a dog's leg and they're trying to cover up their own crimes.
[00:27:09.491 --> 00:27:14.353]  And once they understand that, their legitimacy, their credibility will fall out underneath them.
[00:27:14.810 --> 00:27:21.693]  And it's like you said yesterday to all the punch-drunk lawyers and, you know, the Lindsey Grahams.
[00:27:22.394 --> 00:27:23.554]  They have a normalcy bias.
[00:27:23.574 --> 00:27:26.235]  This is like Iraq or Syria or something.
[00:27:26.275 --> 00:27:34.700]  No, this is the biggest nuclear power in the world, and this is insane, and this is wrong, and our country's falling apart, and they're trying to do this.
[00:27:34.740 --> 00:27:35.980]  And this just broke Yahoo News.
[00:27:36.000 --> 00:27:36.961]  We talked about this 10 minutes ago.
[00:27:37.001 --> 00:27:37.541]  Now it's happened.
[00:27:38.777 --> 00:27:47.122]  Ukraine will become a NATO member when all allies agree and conditions are met, and then they go on to basically say they're moving to bring them into NATO.
[00:27:47.162 --> 00:27:48.903]  So this is all happening.
[00:27:49.384 --> 00:27:51.645]  This is a global crisis to bring us to our knees.
[00:27:52.165 --> 00:27:53.086]  And I'll just add one more thing.
[00:27:53.126 --> 00:27:53.987]  I totally agree with what you said.
[00:27:54.895 --> 00:28:00.922]  We'd all pray, you know, morning, noon, and night, and get on our knees and pray to God to cause a great awakening.
[00:28:01.262 --> 00:28:05.768]  And we need the left out there, and the Sean Pimms, you know, that said they want nuclear war and it's survivable.
[00:28:05.848 --> 00:28:06.909]  No, it's not, lunatics.
[00:28:07.270 --> 00:28:08.371]  You don't know what you're talking about.
[00:28:08.391 --> 00:28:13.317]  And we need the left to wake back up and stop going along with this insanity.
[00:28:14.915 --> 00:28:15.956]  That's exactly right, Alex.
[00:28:15.996 --> 00:28:17.357]  You need to find people.
[00:28:17.477 --> 00:28:22.481]  If it's Jill Stein, if it's a Green Party member, I don't care if it's Code Blue or Code Pink, whatever it is.
[00:28:22.501 --> 00:28:26.844]  If you're anti-war, if you're anti-this, then in this fight, you are my ally.
[00:28:27.144 --> 00:28:30.306]  Because I will stand with you if you stand against World War III.
[00:28:30.627 --> 00:28:32.028]  Well, how about anti-end of the world?
[00:28:32.668 --> 00:28:33.869]  It's not even anti-war now!
[00:28:34.330 --> 00:28:35.511]  How about anti-death?
[00:28:35.531 --> 00:28:42.277]  Well, this is what we talked about with Elon, that we said, if you are on Team Humanity, you must join Team Humanity.
[00:28:42.517 --> 00:28:44.018]  It isn't about right or left anymore.
[00:28:44.419 --> 00:28:45.660]  It isn't about any of that.
[00:28:45.740 --> 00:28:50.885]  It's about what do you want for the next thousand years of human civilization to look like.
[00:28:51.165 --> 00:28:55.429]  If you want that to be ashes and destruction, then you can stand with Team Death.
[00:28:55.689 --> 00:28:57.411]  But as for me, I'll be on Team Humanity.
[00:28:58.217 --> 00:29:00.478]  All right, you got your own show, humanevents.com.
[00:29:01.458 --> 00:29:02.219]  Jack, you've been dead on.
[00:29:02.259 --> 00:29:03.759]  Thank you so much for the time, and I appreciate you.
[00:29:04.580 --> 00:29:05.300]  Appreciate it, Alex.
[00:29:05.340 --> 00:29:10.082]  And folks, if you want to call in to Iowa right now, it's 515-281-5211.
[00:29:10.122 --> 00:29:13.803]  We are getting that ritual altar taken down, Governor Kim Reynolds.
[00:29:14.144 --> 00:29:14.924]  You have the power.
[00:29:15.004 --> 00:29:15.984]  Take it out right now.
[00:29:16.124 --> 00:29:17.305]  Order the state troopers in there.
