[00:00:00.000 --> 00:00:16.359]  [Music]
[01:24:40.099 --> 01:24:40.759]  Didn't even think of that.
[01:24:40.819 --> 01:24:40.979]  Boom.
[01:24:40.999 --> 01:24:41.760]  It's hot in plain view.
[01:24:42.040 --> 01:24:42.600]  Thank you, Michael.
[01:24:43.100 --> 01:24:43.461]  All right.
[01:24:43.561 --> 01:24:44.881]  Will in Southern California.
[01:24:44.921 --> 01:24:45.482]  You're on the air.
[01:24:47.583 --> 01:24:48.423]  Hey, Alex.
[01:24:48.463 --> 01:24:49.744]  Thanks for taking my call.
[01:24:49.844 --> 01:24:52.265]  I think it's such a huge issue.
[01:24:52.425 --> 01:24:58.088]  And there's so many potential voters that are on the left that aren't happy with what's going on right now.
[01:24:58.775 --> 01:25:09.342]  And if he would just denounce his genomic experiment, I just lost my sister late last year, and I always say he's not my savior, he was my coach.
[01:25:10.023 --> 01:25:13.225]  And I also want to know what you think about the Uniparty.
[01:25:13.685 --> 01:25:15.426]  Is RFK Jr.
[01:25:16.107 --> 01:25:17.748]  a viable alternative?
[01:25:18.208 --> 01:25:21.971]  I like RFK, but he's still too liberal on guns and things, but I think he's a good man.
[01:25:21.991 --> 01:25:24.913]  You know, maybe Trump should run with RFK.
[01:25:24.993 --> 01:25:26.674]  Wow, that would get a bunch of Democrat votes, wouldn't it?
[01:25:27.762 --> 01:25:29.483]  That would be the best of both worlds.
[01:25:30.544 --> 01:25:31.564]  I was thinking of that earlier.
[01:25:31.604 --> 01:25:33.565]  What if Trump chose RFK as running mate?
[01:25:35.327 --> 01:25:38.548]  I mean, they assassinated his father when he was winning the primaries.
[01:25:38.889 --> 01:25:43.151]   It's just like, they stole an election from Trump, they killed RFK Jr.' 's father.
[01:25:43.591 --> 01:25:44.292]  Thanks for the call.
[01:25:44.652 --> 01:25:47.694]  I could talk to all these callers an hour, they're all amazing, but we're getting to them all here.
[01:25:48.374 --> 01:25:50.155]  Al in Michigan, go ahead, you're on the air.
[01:25:52.297 --> 01:25:53.938]  Hey, pleasure to talk to you.
[01:25:53.978 --> 01:25:54.598]  Hey, what about...
[01:25:55.100 --> 01:25:57.741]  What about a Jones-Trump ticket?
[01:25:58.862 --> 01:26:03.084]  Well, we're selling an Alex Jones for President t-shirt for fun to fund the operation.
[01:26:03.124 --> 01:26:05.806]  But no, I'm not going to be running for President with Trump.
[01:26:06.786 --> 01:26:09.087]  Hey, but I would vote for you over Trump.
[01:26:09.207 --> 01:26:16.371]  I mean, you would be the best candidate to sharpen him in the Republican, the whole primary whatnot.
[01:26:17.111 --> 01:26:21.174]  You're going to bring up the issues that need to be talked about.
[01:26:22.441 --> 01:26:28.084]  You know, Washington didn't want to be president, but when the time came, he stood up and did what the country needed.
[01:26:29.044 --> 01:26:30.705]  Well, that's definitely not my plan.
[01:26:30.725 --> 01:26:31.485]  I appreciate your call.
[01:26:31.845 --> 01:26:33.066]  Look, I'm sorry to Rosie.
[01:26:33.086 --> 01:26:36.148]  Says, why Trump keeps talking about the Santas and Mark in Florida.
[01:26:36.508 --> 01:26:37.128]  Trump and the Bible.
[01:26:37.548 --> 01:26:39.049]  Guys, don't let me forget tomorrow.
[01:26:41.098 --> 01:26:42.119]  Owen is going to take the calls.
[01:26:42.219 --> 01:26:43.380]  Do not hang up, Rosie.
[01:26:43.980 --> 01:26:44.761]  Do not hang up, Mark.
[01:26:44.781 --> 01:26:45.721]  And Al, don't hang up.
[01:26:45.781 --> 01:26:46.562]  You got more to say.
[01:26:47.462 --> 01:26:48.683]  Owen wants to talk to you.
[01:26:48.703 --> 01:26:49.664]  877-789-2539.
[01:26:49.684 --> 01:26:50.044]  877-789-2539.
[01:26:50.925 --> 01:26:57.429]  Owen Schroer for two hours, taking your phone calls.
[01:26:57.749 --> 01:26:58.890]  We'll go to break for two minutes.
[01:26:59.430 --> 01:27:02.692]  He'll be in the seat, live tonight, taking your calls.
[01:27:03.353 --> 01:27:03.773]  Please.
[01:27:04.734 --> 01:27:09.197]  The problem is we ordered such a small number of the Alex Jones for President shirts that I can't really plug those because they haven't ordered more.
[01:27:09.397 --> 01:27:10.538]  They'll be sold out in like a day.
[01:27:11.338 --> 01:27:11.799]  Seriously.
[01:27:12.179 --> 01:27:13.920]  But the tumor toothpaste is great.
[01:27:14.020 --> 01:27:15.361]  The CBD oil is amazing.
[01:27:15.922 --> 01:27:17.763]  The ultimate bone broth is back in stock.
[01:27:18.223 --> 01:27:18.764]  It's all there.
[01:27:18.844 --> 01:27:19.865]  Infowars.com.
[01:27:20.265 --> 01:27:23.107]  Thank you all for getting the products at Infowars.com.
[01:27:23.647 --> 01:27:24.548]  Thank you for funding us.
[01:27:24.568 --> 01:27:25.489]  Make a straight donation.
[01:27:26.610 --> 01:27:28.631]  Infowars.com says donate up at the top.
[01:27:28.831 --> 01:27:29.532]  We're still on air.
[01:27:29.572 --> 01:27:30.032]  We're still here.
[01:27:30.092 --> 01:27:30.833]  Thanks to all of you.
[01:27:32.094 --> 01:27:32.694]  And we're winning.
[01:27:32.714 --> 01:27:34.656]  Alright, great job to the crew.
[01:27:35.396 --> 01:27:37.578]  Your phone calls, Al, Rosie, Mark.
[01:27:39.136 --> 01:27:44.017]  And others are coming up with the great Owen Schroyer with Sunday Live.
[01:27:44.037 --> 01:27:45.798]  There's only six minutes in ads an hour.
[01:27:46.118 --> 01:27:47.739]  We only do local ads for local stations.
[01:27:48.159 --> 01:27:49.619]  Very soon I'm going to do it on my regular show.
[01:27:50.059 --> 01:27:52.500]  We're about to cut a lot of ads out of the show, so get ready for that.
[01:27:53.000 --> 01:27:55.878]  All right, we'll be right back with Owen Schroer.
[01:27:55.878 --> 01:28:02.979]  [MUSIC]
[01:28:02.979 --> 01:28:06.439]   The fight against the New World Order is now the top story in the world.
[01:28:06.501 --> 01:28:07.942]  The globalists are in deep trouble.
[01:28:08.262 --> 01:28:16.905]  But they're striking back with all their deep state operatives to shut down Infowars and other truth tellers like James O'Keefe and Tucker Carlson and countless others.
[01:28:17.365 --> 01:28:19.166]  So please pray for us now more than ever.
[01:28:19.746 --> 01:28:25.429]  Spread the word about the broadcast and get great products to keep us on air and fund our operation while at the same time enriching your life.
[01:28:25.749 --> 01:28:31.252]  Now we've got three new products available at InfoWarstore.com and a best seller back at stock.
[01:28:31.492 --> 01:28:35.214]  We have the amazing Dr. Jones Naturals Turmeric Toothpaste and so much more.
[01:28:35.574 --> 01:28:46.462]   Find out more at InfoWarstore.com We have the Ashwagandha root pills with black powder extract to accelerate your libido, stamina, testosterone, and we have pure Ashwagandha gummies at InfoWarsTore.com as well.
[01:28:46.663 --> 01:28:48.204]  These are all the highest quality products.
[01:28:48.464 --> 01:28:50.366]  The prebiotic is now finally back in stock.
[01:28:50.606 --> 01:28:53.968]  They're all there at InfoWarsTore.com, so please take action now.
[01:28:54.329 --> 01:28:57.311]  Enrich your life, empower your body, and keep us on air.
[01:28:57.551 --> 01:28:58.432]  Please take action now.
[01:28:58.792 --> 01:28:59.873]  InfoWarsTore.com.
