[00:00:00.000 --> 00:00:02.080]  (static)
[01:37:17.486 --> 01:37:25.272]  When I saw you six months ago at the World Government Summit, where they're all just saying, we're going to make everybody eat bugs and we'll make the decisions to put microchips in them.
[01:37:25.292 --> 01:37:28.055]  And you said, we don't want a centralized system.
[01:37:28.415 --> 01:37:29.516]  We want a diverse system.
[01:37:29.536 --> 01:37:30.537]  We want firewalls.
[01:37:31.257 --> 01:37:34.099]  And I don't agree with this Tower of Babel you're building.
[01:37:34.600 --> 01:37:40.645]  They know that we go through cycles and they want to artificially create a great reset collapse in their own words.
[01:37:41.338 --> 01:37:46.538]   to make everybody else poor, consolidate power, and they'll have a smaller type 2 civilization
[01:37:46.538 --> 01:37:51.177]   for themselves. And I think you're trying to build a type 2 civilization, or even a type 1
[01:37:51.177 --> 01:38:00.698]   civilization, I should say, for all of us. And we need to have a debate about going interstellar.
[01:38:00.864 --> 01:38:01.764]  We've got to expand.
[01:38:01.804 --> 01:38:02.365]  We collapse.
[01:38:02.465 --> 01:38:06.547]  And Elon Musk is saying, correct me if I'm wrong, you don't stay in stasis.
[01:38:06.567 --> 01:38:07.968]  You either expand or you collapse.
[01:38:08.348 --> 01:38:10.109]  Yes, exactly.
[01:38:10.129 --> 01:38:14.371]  You either grow or you collapse.
[01:38:14.391 --> 01:38:16.772]  The steady state is basically an impossibility.
[01:38:17.152 --> 01:38:17.873]  So you have to pick it.
[01:38:17.893 --> 01:38:19.314]  You have to make a choice.
[01:38:19.714 --> 01:38:24.596]  Do you want to grow civilization or do you want to decline and collapse?
[01:38:24.937 --> 01:38:26.998]  Because a steady state is not stable.
[01:38:27.578 --> 01:38:39.425]  So, and I say we grow, and I say we expand, and we have more humans, and we become a multi-planet species and a space-faring civilization, and ultimately be out there among the stars.
[01:38:39.765 --> 01:38:43.767]  And I think that is the exciting, inspiring thing for the future.
[01:38:44.748 --> 01:38:50.451]  Not a declining human civilization that dwindles to nothingness and where humanity dies with a whimper.
[01:38:51.124 --> 01:38:52.125]  And that's the bottom line.
[01:38:52.185 --> 01:39:03.654]  I think it is the battle of people who believe in humans and humanity and want it to expand against people who are so selfishly going through the earth and so selfishly orientated that they don't care about expanding civilization.
[01:39:03.674 --> 01:39:05.776]  They just want to control the humans that are currently here.
[01:39:06.176 --> 01:39:07.437]  And Andrew, I totally agree with you.
[01:39:09.036 --> 01:39:14.182]  I totally agree, but let me throw this caveat on it, because I've read the writings of Bill Gates and Klaus Schwab and the Club of Rome.
[01:39:14.603 --> 01:39:16.645]  They know we could easily expand.
[01:39:16.725 --> 01:39:19.648]  There's plenty of room, hundreds of billions of galaxies.
[01:39:20.229 --> 01:39:27.578]  They know that this is just a seed that's going to not just grow into one giant oak, but an entire forest, an entire universe.
[01:39:28.158 --> 01:39:35.063]  And so they want to shut everybody else down because they can't handle the competition and the Elon Musk that come out of the general public.
[01:39:35.523 --> 01:39:40.466]  They want a global tyranny so they can direct it and control it so that they direct the expansion.
[01:39:41.147 --> 01:39:49.332]  And we can't let that happen because they literally talk about it in Agenda 21, the official UN plan, a 90% world population.
[01:39:49.391 --> 01:39:53.230]  So we need to go with the Elon Musk plan.
[01:39:53.230 --> 01:39:54.511]  That's why I tell people to get upset.
[01:39:54.511 --> 01:39:57.791]   They go, "Elon Musk is involved in every advancing technology.
[01:39:57.791 --> 01:39:59.551]  The globalists are pushing that too."
[01:39:59.551 --> 01:40:01.591]  Well, technology is like a gun.
[01:40:01.591 --> 01:40:03.471]  It's whose hand it's in.
[01:40:03.471 --> 01:40:08.152]   And so we need the gun in the people's hands, the gun of expansion, instead of in the globalist
[01:40:08.152 --> 01:40:09.152]  hands.
[01:40:09.152 --> 01:40:13.070]   And so just because Elon Musk is on the cutting edge of every technology, don't fear the technology
[01:40:13.070 --> 01:40:14.070]  like some troglodyte.
[01:40:14.372 --> 01:40:15.894]  Fear us not being in control of it.
[01:40:16.134 --> 01:40:28.167]  And Elon is saying we need to be an expansionary human explosion of competition and freedom, not some new dark age with a tiny breakaway civilization that's only working for itself.
[01:40:28.227 --> 01:40:28.868]  Sorry, I'm ranting.
[01:40:29.108 --> 01:40:37.872]  No, no, but you're completely right, because if Elon doesn't push these boundaries, they will push these boundaries, and once they have the sole control and the monopoly over such technologies, it's over for all of us.
[01:40:37.912 --> 01:40:39.133]  I don't think most people understand.
[01:40:39.513 --> 01:40:44.375]   It simply is the humanistic view against the death cult view, and there's people in the world who have no interest Yes, exactly.
[01:40:44.195 --> 01:40:49.695]   They have no interest in growing humanity, no interest in advancing the species as a whole.
[01:40:49.695 --> 01:40:54.905]   Their interest is in power and control, and all they want to do is have absolute power over the people that currently
[01:40:54.905 --> 01:40:57.815]   exist, and their children, and you can talk about all the perverse
[01:40:57.815 --> 01:40:59.695]  reasons they want to do those exact things.
[01:40:59.695 --> 01:41:05.695]   But it's truly scary, and all the people at home who don't really understand the gravity of this fight,
[01:41:05.695 --> 01:41:08.695]   they seem to think it's right-wing, left-wing, ha-ha-ha, it's a joke.
[01:41:08.695 --> 01:41:11.195]  Yes, exactly. They're thinking about it the wrong way.
[01:41:11.195 --> 01:41:16.195]  Sorry, it's a couple of legs here.
[01:41:16.202 --> 01:41:17.743]  But you're totally, exactly.
[01:41:18.444 --> 01:41:20.626]  This right, left, it's the wrong way to think about it.
[01:41:20.766 --> 01:41:24.649]  It's sort of the extinctionists versus the pro-humans.
[01:41:25.630 --> 01:41:32.556]  And once you see that it's extinctionists versus the humans, the pro-humans, then it becomes very clear.
[01:41:32.576 --> 01:41:47.550]   So Elon, when are you going to, I know you've got a hundred irons to fire, but I've really, when you talk about we need to create a plan B for humanity, Well, that's really... No, it's not... I mean, I think... An alternate master plan.
[01:41:47.610 --> 01:41:49.471]  Because the global is under control right now.
[01:41:49.531 --> 01:41:50.913]  You're trying to wrest control with us.
[01:41:51.353 --> 01:41:54.796]  Helping... I mean, when are you going to put out your battle plan?
[01:41:55.016 --> 01:41:56.478]  Or are you already putting it out in pieces?
[01:41:57.899 --> 01:42:27.529]   No, I mean, what I'm saying is that, actually, I think we should expand humanity, like, basically, we should have more kids, you know, the population should increase, and we should become a multi-planet species, and, you know, make life multi-planetary, build a self-sustaining civilization on Mars, and then ultimately, you know, this will be long after I'm dead, probably, but Well, certainly.
[01:42:28.850 --> 01:42:33.774]  We can go to other star systems and go out there and, I don't know, maybe we'll find some long-dead alien civilizations.
[01:42:35.395 --> 01:42:40.879]  And I don't think we want to be one of those lame one-planet civilizations that never got beyond, you know, its home planet.
[01:42:40.899 --> 01:42:46.743]  I mean, we gotta, you know... What are the aliens gonna think of that?
[01:42:47.684 --> 01:42:50.406]  It's like, we gotta make a good showing.
[01:42:50.645 --> 01:42:51.645]  Team Human.
[01:42:51.645 --> 01:43:00.645]  [Music]
[01:43:00.645 --> 01:43:10.094]   So, ladies and gentlemen, my plea today is for countries to come together to create the environment that enables every
[01:43:10.094 --> 01:43:13.645]  sector of industry to take the action required.
[01:43:13.645 --> 01:43:16.684]  [MUSIC PLAYING]
[01:43:14.972 --> 01:43:18.496]  We know this will take trillions, not billions of dollars.
[01:43:19.637 --> 01:43:28.545]  We also know that countries, many of whom are burdened by growing levels of debt, simply cannot afford to go green.
[01:43:30.393 --> 01:43:36.094]  Here we need a vast military-style campaign to marshal the strength of the global private sector.
[01:43:36.294 --> 01:43:38.455]  Here he is when he was the Prince Charles.
[01:43:38.475 --> 01:43:49.977]  Now the king, the joke, Jimmy Savelle's buddy in crime, said we're going to use the pandemic to save the earth and launch a military operation with a green recovery.
[01:43:50.518 --> 01:43:52.098]  So they shut your economy off.
[01:43:52.777 --> 01:43:59.640]  And then they give themselves trillions of your money to build boondoggles that destroy the infrastructure.
[01:43:59.860 --> 01:44:00.420]  Here he is.
[01:44:00.500 --> 01:44:07.343]  The current pandemic has brought unimaginable devastation to people's lives, livelihoods... Hey, pause.
[01:44:07.383 --> 01:44:08.004]  Let's start over.
[01:44:08.444 --> 01:44:14.747]  The current pandemic has brought unimaginable devastation...
[01:44:15.885 --> 01:44:18.706]  Your lockdown killed 80-plus million people from starvation.
[01:44:19.067 --> 01:44:21.028]  Your poison shot killed 20 million.
[01:44:21.508 --> 01:44:23.569]  You released the virus that killed a few million.
[01:44:23.969 --> 01:44:26.830]  You did it, and we all know it, chump!
[01:44:26.870 --> 01:44:33.794]  Does it matter if your handkerchief and your tie match the drapes, your majesty?
[01:44:33.874 --> 01:44:34.494]  Continue.
[01:44:34.554 --> 01:44:44.339]  The Green Recovery represents an unprecedented opportunity to rethink and reset the ways in which we live and do business.
[01:44:45.851 --> 01:44:56.946]  Now, I've long believed that we need a shift in our economic model that places nature and the world's transition to net zero at the heart of how we operate.
[01:44:56.966 --> 01:44:57.507]  Hit pause.
[01:44:57.527 --> 01:45:02.954]  I've long believed the Club of Rome plan to cut off the resources that starve you to death.
[01:45:03.334 --> 01:45:09.655]  But they're not saving the Earth with the genetic engineering and all the toxic waste they're running for the electric batteries.
[01:45:09.675 --> 01:45:10.435]  They're doing the opposite.
[01:45:10.815 --> 01:45:14.476]  They're using up the planet to build their life extension system.
[01:45:14.856 --> 01:45:18.017]  They're mad scientists using us all as guinea pigs.
[01:45:18.157 --> 01:45:27.879]  I'm just translating what the Transylvanian Lord Master, the Dracul, the Dragon of the Carpathian Mountains is telling.
[01:45:32.801 --> 01:45:39.926]  Increasingly, we are seeing more and more businesses, investors and consumers prioritizing sustainability.
[01:45:42.182 --> 01:45:48.065]  Increasingly, we're seeing Blackrock with the ESGs take full control and shut down everybody but us.
[01:45:48.445 --> 01:45:49.725]  It's so wonderful!
[01:45:50.286 --> 01:45:54.347]  Though we've killed 80 million through starvation, increasingly!
[01:45:54.568 --> 01:45:56.728]  Sorry about that, Tim.
[01:45:56.849 --> 01:45:59.810]  There is hope that we can transform the situation.
[01:45:59.990 --> 01:46:00.370]  Yes!
[01:46:00.410 --> 01:46:04.912]  But, I'm afraid we are literally at the last hour.
[01:46:05.152 --> 01:46:06.853]  And there is real urgency for action.
[01:46:08.410 --> 01:46:14.039]  We know now what we have to do to rescue the situation, rather than going on talking about it.
[01:46:15.462 --> 01:46:21.586]  I'm your hero, the princess shining armor to kill the dragon, though my coat of arms is literally the Dracul.
[01:46:21.747 --> 01:46:22.947]  Let me kill you!
[01:46:23.047 --> 01:46:24.549]  The resources are mine!
[01:46:24.769 --> 01:46:26.050]  Mine alone!
[01:46:26.110 --> 01:46:27.150]  I decide who lives and dies!
[01:46:27.351 --> 01:46:29.212]  I am the King of England!
[01:46:29.532 --> 01:46:32.974]  Oh, Jimmy Savelle, you have a special delivery in your van for me?
[01:46:33.035 --> 01:46:34.736]  Pull it into the special garage.
[01:46:34.816 --> 01:46:39.399]  I'll take the packages into the grotto and have some fun with them.
[01:46:39.639 --> 01:46:41.801]  It's time to pull out the daggers.
[01:46:42.001 --> 01:46:43.942]  Time to drink the blood.
[01:46:44.242 --> 01:46:45.023]  Oh, so delicious!
[01:46:45.083 --> 01:46:52.083]  Last thing a small child sees is "so delicious!"
[01:46:52.083 --> 01:46:58.083]   While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:46:58.083 --> 01:47:08.083]   Leading a frontal assault on the lies of the New World Order,
[01:47:08.083 --> 01:47:10.083]  it's Alex Jones.
[01:47:11.083 --> 01:47:15.083]  The Alex Jones Show.
[01:47:15.083 --> 01:47:18.522]  The Alex Jones Show.
[01:47:18.551 --> 01:47:24.375]  Because there is a war on for your mind.
[01:47:24.635 --> 01:47:25.535]  Children are bad.
[01:47:25.635 --> 01:47:26.316]  We're ugly.
[01:47:26.416 --> 01:47:28.717]  Humans create all this racial division.
[01:47:29.057 --> 01:47:33.500]  They want us to hate each other, so we just give up, roll over, so the globalists can have the future.
[01:47:34.326 --> 01:47:40.768]  I would just like to say here... Yeah, I think people of color are short-sighted, too, because the thing is that you can't really separate yourself from civilization.
[01:47:40.808 --> 01:47:47.970]  So I think those who are sort of advocating... Like, it's really... I think it's just logical to be pro-civilization.
[01:47:47.990 --> 01:47:50.251]  You don't actually necessarily have to be altruistic.
[01:47:50.631 --> 01:47:55.733]  You just have to think long-term and say, obviously you cannot exist in any good way without civilization.
[01:47:56.113 --> 01:48:00.894]  I mean, just look at... Watch one episode of Naked and Afraid and see how much you want to go live in a forest by yourself.
[01:48:01.434 --> 01:48:03.275]  Well, we're in a very... It's not fun.
[01:48:04.045 --> 01:48:10.049]  We're in a super pivotal moment now, and the reason we're in a pivotal moment is because the machines cannot do the policing as of yet.
[01:48:10.109 --> 01:48:15.031]  My brother and I often talk about how bad COVID would have been if they had Terminator machines.
[01:48:15.071 --> 01:48:20.334]  You didn't have your mask on, you couldn't even appeal to the empathy of the person who knew how insane it all was.
[01:48:20.635 --> 01:48:24.797]  As soon as the machines control the policing, it's absolutely over, and we're not that far away.
[01:48:25.097 --> 01:48:31.261]  So we're in a very pivotal period now where the bravery that's required to resist a globalist oppression has to happen now.
[01:48:31.661 --> 01:48:33.062]  Soon the technology will exist.
[01:48:33.582 --> 01:48:34.724]  And then over for everybody.
[01:48:35.384 --> 01:48:41.911]  We are at a critical crossroads right now in the entire future of the human destiny.
[01:48:42.151 --> 01:48:45.195]  And I call it Plan B, but I mean, Elon, what do you call it?
[01:48:45.215 --> 01:48:46.936]  Just an alternate plan for humanity?
[01:48:47.437 --> 01:48:52.743]  Because we should have a debate because the Black Rocks and the Globalists are right now in control.
[01:48:53.818 --> 01:48:55.358]  They were 100% control.
[01:48:55.418 --> 01:48:56.839]  You and others felt restless.
[01:48:56.879 --> 01:48:58.319]  Maybe they're in 80% control.
[01:48:58.679 --> 01:49:01.519]  They're losing control very quickly as people discover what they're doing.
[01:49:01.579 --> 01:49:06.220]  But what would you call the debate and discussions about a pro-human future?
[01:49:06.260 --> 01:49:07.121]  Just Team Humanity?
[01:49:07.621 --> 01:49:08.521]  Yeah, Team Humanity.
[01:49:08.661 --> 01:49:09.081]  Absolutely.
[01:49:09.521 --> 01:49:10.521]  That sounds good.
[01:49:11.261 --> 01:49:18.443]  But I think something that is really important is you just literally have to have kids or there's no next generation.
[01:49:19.263 --> 01:49:20.303]  Alex, do you have kids?
[01:49:21.437 --> 01:49:21.838]  Yes, I do.
[01:49:21.878 --> 01:49:23.820]  I'm not as prolific as you, but I wish I was.
[01:49:23.840 --> 01:49:24.801]  They're the best thing in my life.
[01:49:24.841 --> 01:49:25.301]  I have four.
[01:49:26.443 --> 01:49:26.883]  Okay, great.
[01:49:26.963 --> 01:49:27.804]  And Andrew?
[01:49:28.665 --> 01:49:29.286]  I do have a few.
[01:49:29.326 --> 01:49:30.327]  I won't let you down, Elon.
[01:49:30.347 --> 01:49:30.768]  I'm coming.
[01:49:30.868 --> 01:49:32.269]  I'm coming to take over your title.
[01:49:32.590 --> 01:49:33.691]  I'm coming to take over.
[01:49:34.031 --> 01:49:34.832]  I'm doing my best.
[01:49:34.912 --> 01:49:37.415]  You know, I use my good looks for something.
[01:49:38.156 --> 01:49:44.645]   Well, I think we ought to encourage people to, you know, uh... have kids and uh...
[01:49:44.645 --> 01:49:47.885]   and this is the bottom line argument this is what is so important we just
[01:49:47.885 --> 01:49:50.525]   talked about the globalists are ultimately selfish and only care about
[01:49:50.525 --> 01:49:54.805]   how the globalists don't have children and of course because they're selfish
[01:49:54.805 --> 01:49:59.405]   you guys are all attacking the globalists but if you ask
[01:49:59.405 --> 01:50:03.204]   a globalist like i have friends who i would consider globalists
[01:50:03.663 --> 01:50:15.011]  You ask them, their ideologies are aligned that they believe that somebody living across the world is just as valuable as somebody who lives in America.
[01:50:15.232 --> 01:50:18.614]  And I know, you know, they've already enslaved the third world.
[01:50:18.734 --> 01:50:19.734]  and then reusing them as...
[01:50:19.734 --> 01:50:23.734]   No, but that's not how everybody who you would categorize as a globalist...
[01:50:23.734 --> 01:50:25.734]  No, you're right. There's a lot of useful idiot globalists.
[01:50:25.734 --> 01:50:26.734]  That's not...
[01:50:26.734 --> 01:50:29.734]   But globalists at the top are depopulationists. That's their religion.
[01:50:29.734 --> 01:50:33.734]   So maybe if you want to look at the top, you can say globalists at the top.
[01:50:33.734 --> 01:50:34.734]  Some of them might have that view.
[01:50:34.734 --> 01:50:39.734]   But, you know, if you just talk to an ordinary person who views themselves as a globalist...
[01:50:40.032 --> 01:50:41.253]  That's an internationalist.
[01:50:41.293 --> 01:50:43.655]  A globalist wants one world government run by corporations.
[01:50:43.475 --> 01:50:49.795]   They just have this belief that every human being around the globe is equal.
[01:50:49.795 --> 01:50:51.795]  I would call that an internationalist.
[01:50:51.795 --> 01:50:52.795]  That's an internationalist.
[01:50:52.795 --> 01:50:55.795]  A globalist wants one world government run by corporations.
[01:50:55.795 --> 01:50:59.954]   Yeah, I mean, I think you can label them differently, but I think if you talk to somebody who...
[01:50:59.954 --> 01:51:02.154]  Well, Henry Kissinger was a globalist.
[01:51:02.154 --> 01:51:04.075]  Zbigniew Brzezinski was a globalist.
[01:51:04.316 --> 01:51:08.740]  I'm not trying to be mean to you, but their number one rule is the Earth is too small.
[01:51:09.120 --> 01:51:10.141]  We can't expand.
[01:51:10.561 --> 01:51:12.843]  We've got to bean count and put everybody on rations.
[01:51:13.203 --> 01:51:17.687]  We've got a social engineer and end the normal human program because humans are failed.
[01:51:17.987 --> 01:51:19.829]  They want to turn us into factory farm humans.
[01:51:20.049 --> 01:51:22.111]  Those are allowed to survive.
[01:51:22.131 --> 01:51:23.131]  I'll answer the question.
[01:51:23.192 --> 01:51:24.072]  I'll answer the question.
[01:51:24.112 --> 01:51:24.453]  Sorry, guys.
[01:51:24.913 --> 01:51:28.136]  If we can just say, like, some of these titles are a little confusing.
[01:51:28.176 --> 01:51:41.903]   If someone's an internationalist or a globalist, I think what can achieve some disambiguation here is to say, like, does someone have as an axiomatic belief that there are too many people on the Earth, or do they not?
[01:51:42.524 --> 01:51:47.206]  Do they believe that the Earth can sustain the current population, or do they think it cannot?
[01:51:47.662 --> 01:51:54.165]  Now, the reality is Earth can actually handle a human population probably 10 times larger than the current population.
[01:51:54.606 --> 01:51:57.087]  Earth is actually very sparsely populated by humans.
[01:51:57.467 --> 01:52:04.531]  We only see density because if we're in a dense urban environment like New York or Boston, London or something like that.
[01:52:05.171 --> 01:52:07.913]  But if, like, here would be like a good test.
[01:52:07.993 --> 01:52:16.197]  If you took a plane from LA to New York and you try to drop a bowling ball and hit somebody, your chances of success are basically zero.
[01:52:17.020 --> 01:52:19.502]  You'd have to drop 10,000 bowling balls maybe.
[01:52:20.503 --> 01:52:20.743]  Yes.
[01:52:21.284 --> 01:52:26.909]  I'll tell you something that may scare people a little bit.
[01:52:27.549 --> 01:52:32.234]  There are thousands of objects falling onto Earth from space all the time.
[01:52:33.074 --> 01:52:37.378]  But how often do you hear about someone actually getting hit by meteorites?
[01:52:38.743 --> 01:52:39.184]  Absolutely.
[01:52:39.204 --> 01:52:42.228]  There's one known case of a woman at her house getting hit by a car.
[01:52:42.348 --> 01:52:49.839]  Elon, I want to just respond to Ed actually for a second, because again when it comes out, I think it's good to get a good counter view here.
[01:52:49.859 --> 01:52:53.924]  I think that there's two different things going on, and I know what you're trying to say.
[01:52:55.407 --> 01:52:58.908]  But there's a separate point about your obligations, right?
[01:52:58.928 --> 01:53:09.172]  So you can, and I believe a lot, everything has been said about the importance of expansionism for humanity being pro-civilization and expansion pro-human race to win.
[01:53:09.632 --> 01:53:15.694]  That's like a separate axis, though, from saying where are your obligations where you are, right?
[01:53:15.714 --> 01:53:17.515]  So we talked about procreation and family.
[01:53:17.535 --> 01:53:18.835]  Then we talked about the nation.
[01:53:19.475 --> 01:53:21.016]  Well, look, I have two kids.
[01:53:21.940 --> 01:53:27.384]  As a father, my moral obligation, I believe, is first and foremost to my family.
[01:53:28.144 --> 01:53:34.209]  And then, let's say, as a president, my moral obligation is to the citizens of the nation that I lead.
[01:53:34.889 --> 01:53:40.934]  And then you can worry about hunger in the Congo or whatever else needs to happen in the Darfur or in other places.
[01:53:41.534 --> 01:53:45.897]  And so I don't think that you're saying necessarily that that life... Charity begins at home.
[01:53:46.117 --> 01:53:46.558]  Exactly.
[01:53:46.598 --> 01:53:53.489]   And that's not saying that that life abroad is any less valuable inherently and so when you say like the globalist
[01:53:53.489 --> 01:53:58.210]   view is that all it's saying is that all life is equal wherever it is on
[01:53:58.210 --> 01:54:02.269]   earth it's not like I think the view, an alternative view is countering
[01:54:02.269 --> 01:54:06.170]   that. There's also just a separate place in terms of where you're situated, where's
[01:54:06.170 --> 01:54:07.079]  your obligations, right?
[01:54:07.858 --> 01:54:09.239]  As a father, it's to your family.
[01:54:09.299 --> 01:54:10.901]  As a president, it's to your country.
[01:54:11.521 --> 01:54:16.246]  And just because you believe that's the hierarchy of your obligations means somebody else is the leader of one of those other countries.
[01:54:16.746 --> 01:54:20.309]  And that's an obligation that they have too, but that's a different discussion.
[01:54:23.192 --> 01:54:27.297]  In their own PR, they're the ones doing the worst things on the earth.
[01:54:27.597 --> 01:54:32.062]  They just say, oh, we want global government because we want to give Africa's representation.
[01:54:32.282 --> 01:54:39.169]  Then they lock them down for three years and starve 30 million of them to death and then organize them to flood us as a political underclass.
[01:54:39.189 --> 01:54:43.173]  This is cold-blooded, Henry Kissinger, State Department memorandum 200.
[01:54:44.435 --> 01:54:46.297]  It's not black and white.
[01:54:46.417 --> 01:54:49.380]  I think it's two different conversations.
[01:54:50.021 --> 01:54:57.889]  What I do believe is black and white is simply if you read a history book you'll see the worst things that humanity have ever done have been done with good intentions.
[01:54:57.929 --> 01:55:01.233]  That's what's so bad about evil acts is that people think they're doing the right thing.
[01:55:01.873 --> 01:55:03.414]  And that's the most dangerous thing about it.
[01:55:03.855 --> 01:55:07.917]  And this idea that they look at all human life as sacred and all the same, I actually disagree.
[01:55:07.957 --> 01:55:12.701]  I think the reason they will prioritize people in a third world country, for example, you'll say it's because they see us as equal.
[01:55:13.081 --> 01:55:16.123]  I think it's because they see us now as spoiled and annoying.
[01:55:16.383 --> 01:55:19.165]  They don't like that we need pensions and living space and health care.
[01:55:19.205 --> 01:55:23.808]  They simply want slaves in a robot class, and they'll do anything it takes to get it, and they'll get it from anywhere they can.
[01:55:24.268 --> 01:55:28.071]  And when someone comes along and says, well, my intentions are good, I'm not interested in that.
[01:55:28.191 --> 01:55:34.592]  Because you can name any holocaust or any atrocity in history, the people didn't think they were the bad guys, they often thought they were the good guys.
[01:55:35.092 --> 01:55:43.454]  And I guess the easy way to look at life is, you want to be having as many children as possible, you want to pray other people do the same, and you want those people to enjoy freedom.
[01:55:45.494 --> 01:55:48.635]  Oh yeah, you don't just get beautiful Christmas music on Christmas Eve.
[01:55:49.835 --> 01:55:55.865]   You get Blue Eyes, Frank Sinatra, With a little ode to the Democratic Party.
[01:55:56.105 --> 01:56:02.332]  All right, great transmission tonight.
[01:56:02.172 --> 01:56:07.572]   Sunday Night Live is coming up here in a few minutes at Infowars.com/show and on stations across the country.
[01:56:07.572 --> 01:56:13.091]   We want to again see the full Spaces on X interview with myself Elon Musk and a bunch of
[01:56:13.091 --> 01:56:14.771]  other interesting people.
[01:56:15.433 --> 01:56:19.616]  The whole thing is posted right now at InfoWars.com on the front page of the live show feed.
[01:56:20.237 --> 01:56:29.424]  But for myself, the rest of the crew, Merry Christmas and a Happy New Year and God bless us all, as Tiny Tim says in the Christmas carols.
[01:56:29.464 --> 01:56:31.486]  So, have a great Christmas with your family.
[01:56:31.506 --> 01:56:36.385]   For myself, the WHOLE Infowars crew, again, Merry Christmas and God bless us everyone.
[01:56:36.385 --> 01:56:38.385]  [Christmas carols]
[01:56:39.385 --> 01:56:41.386]  [Christmas carols]
[01:56:41.386 --> 01:56:43.386]  [Christmas carols]
[01:56:43.386 --> 01:56:45.386]  [Christmas carols]
[01:56:45.386 --> 01:56:47.386]  [Christmas carols]
[01:56:47.386 --> 01:56:49.385]  [Christmas carols]
[01:56:49.385 --> 01:56:51.385]  [Christmas carols]
[01:56:51.385 --> 01:57:01.586]   ♪ And we shall live forever, forever ♪ ♪ King of kings ♪
[01:57:01.586 --> 01:57:07.206]   ♪ Forever, forever ♪ ♪ And lord of lords ♪
[01:57:07.206 --> 01:57:15.225]   ♪ Forever, forever ♪ ♪ We shall live forever, forever, forever ♪
[01:57:15.225 --> 01:57:25.302]   ♪ King of kings ♪ ♪ To the hills of the North ♪
[01:57:25.302 --> 01:57:35.302]   ♪ To the hills of the North ♪ ♪ And by the hills of the North ♪
[01:57:35.302 --> 01:57:43.302]   ♪ And by the hills of the North ♪ ♪ All hail him, all hail him ♪
[01:57:43.302 --> 01:57:50.302]   ♪ God of Nazareth, God of Nazareth ♪ ♪ Hallelujah, hallelujah ♪
[01:57:51.302 --> 01:57:53.302]  [music]
[01:57:53.302 --> 01:58:00.302]   While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:58:00.448 --> 01:58:04.172]  Visit InfoWars.com forward slash show and share the link today.
[01:58:04.692 --> 01:58:05.994]  Please do your Christmas shopping with us.
[01:58:07.375 --> 01:58:08.356]  We're fighting the globalists.
[01:58:08.636 --> 01:58:09.577]  We're winning the battles.
[01:58:09.938 --> 01:58:10.838]  We're having huge effects.
[01:58:10.878 --> 01:58:13.101]  Plus, these are amazing products.
[01:58:14.107 --> 01:58:15.468]  That will enrich and empower your life.
[01:58:15.528 --> 01:58:18.450]  I was on with Elon Musk for two and a half hours about eight days ago.
[01:58:18.811 --> 01:58:23.274]  I said, he said, I don't know the term we should use for being against this depopulation New World Order.
[01:58:23.294 --> 01:58:25.996]  And I said, how about Team Humanity?
[01:58:26.016 --> 01:58:27.538]  He said, yeah, let's call it Team Humanity.
[01:58:27.558 --> 01:58:28.559]  So I'm making some shirts.
[01:58:28.619 --> 01:58:29.599]  I'm sending some to him.
[01:58:29.659 --> 01:58:30.660]  They're getting printed right now.
[01:58:30.680 --> 01:58:33.863]  You'll get them after Christmas, but pretty close after Christmas, probably before the new year.
[01:58:34.003 --> 01:58:34.583]  Order them now.
[01:58:34.703 --> 01:58:38.627]  It's a black shirt that says Team Humanity on the top, under it, InfoWars.com.
[01:58:38.767 --> 01:58:40.388]  And it has a nuclear family in the middle.
[01:58:40.568 --> 01:58:41.649]  It says Team Humanity on the back.
[01:58:41.749 --> 01:58:42.690]  It's a unisex shirt.
[01:58:42.790 --> 01:58:43.831]  It'll fund the operation.
[01:58:43.851 --> 01:58:44.792]  It's a fundraiser shirt.
[01:58:44.852 --> 01:58:46.953]  Please go and get the shirt today.
[01:58:47.093 --> 01:58:47.954]  Team Humanity.
[01:58:47.974 --> 01:58:48.955]  Two different designs.
[01:58:49.115 --> 01:58:53.138]  Infowarsstore.com or 888-253-3139.
[01:58:53.559 --> 01:58:58.083]  Also, please do not forget that my book has gone number one on a bunch of the different subcharts.
[01:58:58.103 --> 01:58:59.744]  I want to push it all the way because it has a big effect.
