[00:00:00.000 --> 00:00:18.000]  [Outro]
[01:28:08.227 --> 01:28:11.589]  One of our reporters caught her falling down, being taken into the deal.
[01:28:11.909 --> 01:28:13.771]  It all got shut down in like, Ohio.
[01:28:13.791 --> 01:28:15.512]  Or it was Iowa.
[01:28:16.253 --> 01:28:20.476]  And then another independent reporter, not us, caught her falling down on 9-11 in New York.
[01:28:21.036 --> 01:28:22.257]  So yeah, are my sources right?
[01:28:22.597 --> 01:28:26.860]  They said she's in a black ambulance, she has convulsions every couple hours, can you just follow her?
[01:28:27.981 --> 01:28:28.482]  And it was true!
[01:28:29.801 --> 01:28:33.305]  So, the Feds aren't even our enemy, folks, the mid-level, low-level.
[01:28:33.325 --> 01:28:34.526]  They're telling us stuff that's true.
[01:28:37.530 --> 01:28:45.819]  Our enemy is the people running things, but we've seen the whistleblowers in Congress about Hunter and the whores and the Chinese agents and everything.
[01:28:46.400 --> 01:28:47.521]  So, we don't want a civil war.
[01:28:47.561 --> 01:28:48.682]  The government's not even our issue.
[01:28:48.742 --> 01:28:50.224]  It's who runs the government.
[01:28:51.277 --> 01:28:53.038]  Like when a hijacker takes over a jet.
[01:28:53.278 --> 01:28:55.899]  It's not the American Airlines if somebody hijacks it.
[01:28:55.939 --> 01:28:56.879]  It's the damn hijacker.
[01:28:57.360 --> 01:28:58.040]  We're going to break.
[01:28:58.080 --> 01:28:59.260]  Chase Geyser's taking over.
[01:28:59.280 --> 01:29:00.641]  The Great Awakening.
[01:29:01.501 --> 01:29:02.582]  Signed as a fundraiser.
[01:29:02.662 --> 01:29:03.402]  I need your support.
[01:29:03.442 --> 01:29:04.543]  Infowarsstore.com.
[01:29:04.983 --> 01:29:05.863]  Are we not delivering?
[01:29:05.983 --> 01:29:07.124]  Are we not getting the job done?
[01:29:07.204 --> 01:29:07.804]  I need your support.
[01:29:07.844 --> 01:29:08.724]  Get a signed copy.
[01:29:09.024 --> 01:29:09.745]  There's a fundraiser.
[01:29:09.765 --> 01:29:10.345]  I'm asking you to do that.
[01:29:10.385 --> 01:29:12.026]  Or if you can't afford it, an unsigned copy.
[01:29:12.366 --> 01:29:13.226]  It's a historic book.
[01:29:13.346 --> 01:29:14.587]  Infowarsstore.com.
[01:29:15.027 --> 01:29:16.067]  Storewide free shipping.
[01:29:16.868 --> 01:29:18.068]  Double Patriot points.
[01:29:18.608 --> 01:29:19.649]  X2 back in stock.
[01:29:21.243 --> 01:29:23.604]  TurboForce back in stock, 10-hour clean energy.
[01:29:23.644 --> 01:29:28.686]  TurboForce is amazing and up to 60% off on so many of the great products.
[01:29:28.706 --> 01:29:35.389]  The other new products like BrainForce Plus, BrainForce Ultra, Vitamineral Fusion, DNAForce Plus, VasoBeats.
[01:29:38.290 --> 01:29:39.370]  It just goes on and on.
[01:29:39.530 --> 01:29:43.071]  Down and Out Sleep Formula, InfoWarsStore.com.
[01:29:44.652 --> 01:29:47.993]  And you know you're getting great products at the same time fighting tyranny.
[01:29:48.013 --> 01:29:52.876]   But get a copy of my new book, Or the old book as well, which is not old.
[01:29:54.796 --> 01:30:01.799]  The Great Reset and the War for the World, or the new one, The Great Awakening, Defeating the Globalists and Launching the Next Great Renaissance.
[01:30:02.399 --> 01:30:08.341]  Alex Jones is the author, forwarded by Stephen K. Bannon, and the great research and work of Kent Hagen-Lively.
[01:30:08.681 --> 01:30:12.102]  Get the book now at infowarestore.com.
[01:30:12.562 --> 01:30:14.443]  The Great Awakening, The Great Reset.
[01:30:16.264 --> 01:30:18.204]  Don't sit on the sidelines of the critical battle.
[01:30:18.264 --> 01:30:19.305]  We're fighting as hard as we can.
[01:30:19.145 --> 01:30:20.145]  Please join us.
[01:30:20.145 --> 01:30:30.145]  [BLANK_AUDIO]
[01:30:30.145 --> 01:30:37.065]   People on the street and also folks that call on the show constantly give me credit and say, you're so great.
[01:30:37.064 --> 01:30:37.805]  Oh, you're so wonderful.
[01:30:38.145 --> 01:30:39.026]  No, you're great.
[01:30:39.366 --> 01:30:42.869]  You're wonderful for keeping us on the air and spread the word.
[01:30:43.330 --> 01:30:47.493]  Our real power is you, the audience of activists, the men and women in the arena.
[01:30:47.754 --> 01:30:48.614]  And I thank you all.
[01:30:48.875 --> 01:30:50.236]  And I salute you all for your support.
[01:30:50.396 --> 01:30:57.304]  Look at the huge whistleblowers now going public on the COVID poison shots and on human sex slavery and trafficking.
[01:30:57.364 --> 01:30:59.206]  The globalists are in deep trouble.
[01:30:59.286 --> 01:31:03.971]  And that's because of good men and women in government in the private sector blowing the whistle.
[01:31:04.072 --> 01:31:08.934]   And the only way the information gets Well, we are the good men and women and we are not doing nothing.
[01:31:08.974 --> 01:31:10.034]  We are taking action.
[01:31:10.054 --> 01:31:11.055]  So, Christmas 2023 is already here.
[01:31:10.875 --> 01:31:14.354]   the articles, taking the videos, it really is changing the world.
[01:31:14.354 --> 01:31:18.954]   Thomas Jefferson said the only way that tyrants can flourish and prevail over humanity is
[01:31:18.954 --> 01:31:20.394]  if good men and women do nothing.
[01:31:20.394 --> 01:31:23.554]   Well, we are the good men and women and we are not doing nothing.
[01:31:23.554 --> 01:31:25.414]  We are taking action.
[01:31:25.414 --> 01:31:29.515]  So Christmas 2023 is already here.
[01:31:29.515 --> 01:31:33.434]   Hard to believe we're just a few weeks away from Christmas and that means every year we
[01:31:33.434 --> 01:31:35.335]  have the biggest sales of the year.
[01:31:35.335 --> 01:31:39.753]   But this is the biggest sale hands down ever because so many of the products that have
[01:31:39.753 --> 01:31:46.154]   been sold out with supply chain breakdowns and other issues are finally in stock at InfoWarsTore.com.
[01:31:46.165 --> 01:31:57.889]  So we have store-wide free shipping, double Patriot points, an additional 10% off when you sign up for auto ship on your next order, cancel anytime, and things like X2 and Turbo Force.
[01:31:58.189 --> 01:31:59.370]  Sold out for many months.
[01:31:59.490 --> 01:32:00.371]  X2 for over a year.
[01:32:00.551 --> 01:32:03.253]  Finally back in stock at InfoWarsTore.com.
[01:32:03.273 --> 01:32:05.875]  Then we have Vazzo Beats that has nitrous oxide.
[01:32:05.935 --> 01:32:10.178]  It produces that in your blood that cleans out your blood and does so much just like Nitric Boost does.
[01:32:10.219 --> 01:32:12.020]  Another great product at InfoWarsTore.com.
[01:32:12.080 --> 01:32:14.662]  They just both do it from two different herbal directions.
[01:32:14.862 --> 01:32:18.025]  Bottom line, ladies and gentlemen, we are changing the world together.
[01:32:18.545 --> 01:32:19.826]  We're having a massive effect.
[01:32:19.866 --> 01:32:24.182]   But even if we weren't, We would still expose evil.
[01:32:24.222 --> 01:32:29.045]  We would still fight evil because God is watching and that's our job.
[01:32:29.386 --> 01:32:30.907]  We don't do this for other people.
[01:32:31.187 --> 01:32:33.008]  We don't do this to look like the best guys around.
[01:32:33.328 --> 01:32:35.150]  We don't do it to show off like we're heroes.
[01:32:35.970 --> 01:32:40.013]  We do it because the children need to be protected and God is watching.
[01:32:40.413 --> 01:32:46.477]  So for myself and the whole crew, I want to thank you all for keeping us on air the last almost 30 years.
[01:32:46.517 --> 01:32:49.859]  It'll be 30 years in April of 2024, just three months away.
[01:32:50.279 --> 01:32:57.078]   And I want to encourage you now all to go to infowarestore.com and take advantage of
[01:32:57.078 --> 01:32:58.599]  these amazing products.
[01:32:58.599 --> 01:33:03.719]   I mean up to 60% off on so many of them like Brain Force Plus and Brain Force Ultra.
[01:33:03.719 --> 01:33:04.719]  People ask me which one's better.
[01:33:04.719 --> 01:33:06.958]   There are two different formulas, different people different.
[01:33:06.958 --> 01:33:08.679]  One's fast acting, only lasts a few hours.
[01:33:08.679 --> 01:33:10.958]  The other's not fast acting, lasts four or five hours.
[01:33:10.958 --> 01:33:12.279]  They're different formulas folks.
[01:33:12.279 --> 01:33:14.279]  So different people like different ones.
[01:33:14.279 --> 01:33:15.719]  Brain Force Plus is great.
[01:33:15.775 --> 01:33:16.796]  Rain Force Ultra is great.
[01:33:16.876 --> 01:33:18.258]  Turbo Force is just over the top.
[01:33:18.378 --> 01:33:19.880]  It's so strong, I can't even take it.
[01:33:19.900 --> 01:33:22.223]  DNA Force Plus, about to sell out, 40% off.
[01:33:22.283 --> 01:33:24.966]  We've got Ultra 12, the highest quality B12, about to sell out.
[01:33:25.086 --> 01:33:26.708]  Still on sale, 40% off.
[01:33:26.728 --> 01:33:29.251]  Real Red Bull Plus, incredible, 50% off.
[01:33:29.291 --> 01:33:30.793]  Down On Sleep Support, 50% off.
[01:33:30.913 --> 01:33:32.695]  It's all there and so much more.
[01:33:32.755 --> 01:33:35.758]   So if you've never tried Turbo Force, Get some today while you still can.
[01:33:35.778 --> 01:33:37.760]  If you've never tried X2, get it while you still can.
[01:33:37.780 --> 01:33:39.521]  But I'm telling you, people know it's a great product.
[01:33:39.541 --> 01:33:40.662]  It took us over a year to get it.
[01:33:40.762 --> 01:33:41.723]  It's finally back in stock.
[01:33:41.763 --> 01:33:44.224]  We should have been able to get more, but we weren't because of funding.
[01:33:44.245 --> 01:33:46.126]  It's going to be sold out for five, six months now.
[01:33:46.206 --> 01:33:48.848]  And if we just had enough X2, our funding problems would be solved.
[01:33:48.868 --> 01:33:51.010]  But all I'm saying is, you will want X2.
[01:33:51.370 --> 01:33:52.571]  You will want to experience X2.
[01:33:53.051 --> 01:33:56.554]  X2 and Turbo Force are back in stock for a limited time.
[01:33:56.974 --> 01:33:58.195]  InfoWarsTore.com.
[01:33:58.215 --> 01:34:03.579]   I want you to have a safe and wonderful Pro-family, pro-God, pro-America, pro-humanity Christmas.
[01:34:03.960 --> 01:34:05.960]  God bless and thank you for your support.
[01:34:05.960 --> 01:34:07.960]  God bless and thank you for your support.
[01:34:07.960 --> 01:34:09.960]  God bless and thank you for your support.
[01:34:09.960 --> 01:34:11.960]  God bless and thank you for your support.
[01:34:11.960 --> 01:34:13.960]  God bless and thank you for your support.
[01:34:13.960 --> 01:34:15.960]  God bless and thank you for your support.
[01:34:15.789 --> 01:34:17.851]  Merry Christmas!
