[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[00:21:40.324 --> 00:21:42.747]  Just the things that are on the record that she's done.
[00:21:43.047 --> 00:21:44.888]  Yeah, look at the other wonderful people they have.
[00:21:44.908 --> 00:21:53.513]  They have Mr. Segregation himself, Joe Biden, who bragged about trying to lynch a black guy in the 70s or 50s or however old that dinosaur is.
[00:21:53.873 --> 00:21:56.495]  They have all of the terrible, terrible people.
[00:21:56.795 --> 00:22:01.458]  You have George Soros, who looks like he has men's private parts under his eyes.
[00:22:01.838 --> 00:22:07.201]  You have all of these disgusting people on the left and meanwhile on the right we have Alex Jones who is full of energy and life.
[00:22:07.461 --> 00:22:11.023]  We have President Trump who is out there trying to fight these scum in the Oval Office.
[00:22:11.344 --> 00:22:12.644]  We've got Infowars.
[00:22:12.904 --> 00:22:14.265]  We've got Bandop Video.
[00:22:14.305 --> 00:22:15.586]  We have all phenomenal people.
[00:22:15.606 --> 00:22:18.728]  So yeah, I mean they have to swallow their own propaganda.
[00:22:19.148 --> 00:22:47.993]   And I think the reason why you look at these people, and their skin is green, clammy, sickly, they just scream at the top of their lungs, obscenities, as we saw earlier, they're screaming, love Trump's hate, and you know, if it wasn't for the five security guards and all the police around, they would descend on Alex Jones like hyenas, and probably start ripping off limbs, so these people are... Well, yeah, I think they would probably get around him, and then once they, you know, Actually saw him in the flesh.
[00:22:48.013 --> 00:22:54.345]  They might kind of be like whoa, okay I'm not really ready for this fight, but you know Here's another thing too.
[00:22:54.425 --> 00:22:59.929]   We're gonna rewind this and and show you the video guys Alright, alright.
[00:22:59.989 --> 00:23:00.449]  Hold up, guys.
[00:23:00.489 --> 00:23:00.729]  Hold up.
[00:23:00.769 --> 00:23:00.989]  Hold up.
[00:23:01.029 --> 00:23:01.350]  Rewind it.
[00:23:01.390 --> 00:23:01.650]  Rewind it.
[00:23:01.670 --> 00:23:02.911]  You gotta let me know when we're gonna do this.
[00:23:03.391 --> 00:23:04.031]  So here's the deal.
[00:23:04.812 --> 00:23:06.613]  Alex Jones arrives in Dallas.
[00:23:07.134 --> 00:23:08.154]  Antifa's on the ground.
[00:23:08.394 --> 00:23:10.876]  First of all, Alex arrived in a battle tank.
[00:23:11.316 --> 00:23:14.278]  I don't know where he got access to a frickin' battle tank!
[00:23:14.719 --> 00:23:22.444]  Alex Jones literally pulls up to the Trump rally in a battle tank and goes right into the Antifa thug clan and here's the video.
[00:23:24.240 --> 00:23:28.240]  America is back.
[00:23:28.240 --> 00:23:31.240]  America is back.
[00:23:31.240 --> 00:23:35.240]  And President Trump is stronger than ever.
[00:23:35.240 --> 00:23:41.240]   Standing against the globalist traitors that have been trying to sell our nation out.
[00:23:41.240 --> 00:23:43.240]  Mr. Jones, why are you here?
[00:23:43.240 --> 00:23:45.240]  Mr. Jones, why are you here?
[00:23:45.240 --> 00:23:48.240]   I'm here because the deep state, people like Bill Mudd, the CIA,
[00:23:48.240 --> 00:23:51.240]  have said they're going to kill President Trump.
[00:23:51.067 --> 00:24:03.257]  So we're here to draw attention to the rogue, criminal, leftist government that tried to sell us out to China, and the fact that they're not going to repeat what they did to Kennedy 56 years ago here in Dallas.
[00:24:03.437 --> 00:24:07.501]  Let the American people know who the Deep State is!
[00:24:07.541 --> 00:24:09.723]  Yeah, Phil Mudd said the government's going to kill this guy.
[00:24:12.660 --> 00:24:13.561]  Do you have any proof of that?
[00:24:13.741 --> 00:24:14.842]  Yeah, they said it, jackass!
[00:24:15.102 --> 00:24:16.924]  They've all been talking about how they're gonna remove him.
[00:24:17.484 --> 00:24:18.825]  One way or another, so yes.
[00:24:19.606 --> 00:24:20.947]  So no proof, just talk.
[00:24:21.848 --> 00:24:22.949]  So no proof, he just said it.
[00:24:22.989 --> 00:24:24.870]  The proof will be when he's killed.
[00:24:24.950 --> 00:24:25.731]  Then there's proof.
[00:24:26.432 --> 00:24:29.334]  Phil Mudge said, we're gonna stab him in the back with a shiv.
[00:24:29.474 --> 00:24:30.735]  That's a direct quote.
[00:24:30.775 --> 00:24:31.676]  Let's get that clip, guys.
[00:24:31.716 --> 00:24:32.457]  Let's go back to Alex.
[00:24:32.797 --> 00:24:34.797]  [crowd noise]
[00:24:34.797 --> 00:24:36.797]  [radio chatter]
[00:24:36.797 --> 00:24:38.797]  [radio chatter]
[00:24:38.797 --> 00:24:40.797]  This guy doing the devil horns.
[00:24:40.797 --> 00:24:42.797]  [radio chatter]
[00:24:42.797 --> 00:24:44.797]  [radio chatter]
[00:24:44.797 --> 00:24:46.797]  [radio chatter]
[00:24:46.552 --> 00:24:49.236]  I think it's rock and roll.
[00:24:49.276 --> 00:24:50.939]  I think it's rock and roll.
[00:24:50.778 --> 00:24:55.117]   and more that's what i'm thinking i think it's rock and roll he is
[00:24:55.117 --> 00:24:56.818]   rock and roll we'll go with that
[00:24:57.058 --> 00:24:59.057]  america is back!
[00:24:59.057 --> 00:25:01.057]  america is back!
[00:25:01.057 --> 00:25:02.057]  America is back!
[00:25:02.057 --> 00:25:03.058]  America is back!
[00:25:03.058 --> 00:25:04.058]  America is back!
[00:25:04.058 --> 00:25:05.058]  America is back!
[00:25:05.406 --> 00:25:06.587]  America's back!
[00:25:07.108 --> 00:25:08.709]  Look at that mainstream media weasel.
[00:25:08.929 --> 00:25:09.810]  Everybody hates him.
[00:25:10.030 --> 00:25:11.231]  Everybody knows there's liars.
[00:25:12.252 --> 00:25:15.235]  Phil Mudd didn't say the government was going to kill Trump.
[00:25:15.955 --> 00:25:18.698]  He just said we made that up, ladies and gentlemen.
[00:25:18.718 --> 00:25:21.180]  Think about the level of the fraud.
[00:25:22.561 --> 00:25:24.302]  InfoWars.com.
[00:25:24.803 --> 00:25:27.965]  Alex Jones is mobilizing in a battle tank.
[00:25:29.488 --> 00:25:30.649]  I can't wait to see the memes.
[00:25:31.970 --> 00:25:34.892]  Jones is going to want that.
[00:25:34.932 --> 00:25:35.592]  He's like, hey.
[00:25:36.092 --> 00:25:38.734]  Yeah, yeah, that's going to pull up to InfoWars Studios tomorrow.
[00:25:38.754 --> 00:25:40.956]  Let me take this off your hands for you.
[00:25:41.036 --> 00:25:43.698]  I think he's about, so wait, does he get out of the vehicle next, guys?
[00:25:44.678 --> 00:25:45.919]  And then approaches him on foot?
[00:25:48.241 --> 00:25:50.402]  All right, all right, so let's, let's just hold it right there.
[00:25:50.462 --> 00:25:51.082]  We'll come back.
[00:25:51.102 --> 00:25:52.023]  We're about to take a break here.
[00:25:52.043 --> 00:25:53.204]  We'll come back with that footage.
[00:25:53.924 --> 00:25:57.627]  But, you know, Leanne, you brought up the Trump rally in Minnesota a minute ago.
[00:25:58.800 --> 00:26:06.926]  I mean, it's pretty much... I mean, I guess you can't say totally confirmed, but it's pretty much... I mean, it looks pretty solid.
[00:26:07.066 --> 00:26:17.193]  Ilhan Omar was out there at the protest in Minnesota engaging in terrorism and riots in the street with her little bigelow who she cheated on her husband with.
[00:26:17.914 --> 00:26:18.754]  They ended up getting a divorce.
[00:26:18.794 --> 00:26:22.297]  Of course, they were never actually married, so there's that whole fiasco.
[00:26:22.337 --> 00:26:27.821]  But did you see Ilhan Omar or Ilhan Omar's doppelganger engaging in terrorism in Minnesota?
[00:26:28.101 --> 00:26:30.202]  I saw her doppelganger.
[00:26:31.022 --> 00:26:34.563]  And by the way, there's audio where the guy says, oh, I'm here protecting a state representative.
[00:26:35.124 --> 00:26:36.964]  Yeah, I didn't see that.
[00:26:37.564 --> 00:26:39.545]  I mean, was she out there with Antifa?
[00:26:39.605 --> 00:26:41.306]  Like, with her sticks and stuff?
[00:26:41.626 --> 00:26:42.686]  Well, because here's the thing.
[00:26:42.786 --> 00:26:43.066]  No, no, no.
[00:26:43.086 --> 00:26:48.728]  But Ilhan Omar, you know, fake Muslim, she doesn't wear the full headdress.
[00:26:48.769 --> 00:26:49.909]  So she doesn't cover her face.
[00:26:50.049 --> 00:26:53.290]  So she can't even make the excuse, oh, I was out there covering my face because I'm Islamic.
[00:26:53.950 --> 00:26:55.171]  No, you never cover your face.
[00:26:56.007 --> 00:27:00.209]  So, unless it's the Ilhan Omar doppelganger-like extreme.
[00:27:00.770 --> 00:27:01.610]  Tom, did you see this?
[00:27:02.751 --> 00:27:03.271]  I did.
[00:27:03.351 --> 00:27:05.112]  We reported on it, as did Infowars.
[00:27:05.132 --> 00:27:09.935]  We reported on it at nationalfile.com, and it certainly looks a lot like her.
[00:27:10.115 --> 00:27:14.257]  I mean, you know, Owen, what they're going to do is they're going to come back and call us racist.
[00:27:14.317 --> 00:27:16.138]  Apparently, we think all Muslims look like this.
[00:27:16.158 --> 00:27:16.739]  Oh, I don't care anymore.
[00:27:16.779 --> 00:27:17.619]  I'm done with it.
[00:27:19.040 --> 00:27:19.420]  Me too.
[00:27:19.440 --> 00:27:21.782]  I mean, frankly, it certainly looks like her.
[00:27:22.143 --> 00:27:31.610]  This is a woman who is rabidly anti-Trump and her fellow squad member, of course, was saying, we're going to impeach this mother effer when she was inaugurated.
[00:27:31.630 --> 00:27:36.153]  So it certainly wouldn't surprise me if later on, I don't know how it can be confirmed.
[00:27:36.213 --> 00:27:40.737]  I encourage all citizen journalists to get on the case to confirm whether or not that was her.
[00:27:41.137 --> 00:27:42.558]  It certainly looked like her.
[00:27:42.638 --> 00:27:45.641]  Yeah, I mean, I'm sure they'll get to the bottom of that.
[00:27:46.101 --> 00:27:47.141]  Well, she'll never admit it.
[00:27:47.161 --> 00:27:49.202]  I mean, you could be like, hey, what were you doing that night?
[00:27:49.282 --> 00:27:51.343]  She'll probably say she was with her husband.
[00:27:52.324 --> 00:27:53.204]  But we know that's a lie.
[00:27:53.224 --> 00:27:54.745]  They haven't been together for a long time.
[00:27:54.985 --> 00:27:56.066]  Or maybe it was her brother.
[00:27:56.086 --> 00:27:57.706]  Or her brother-husband.
[00:27:58.126 --> 00:28:01.148]  Or her campaign manager-husband-brother-lover.
[00:28:01.168 --> 00:28:03.409]  I can't keep track anymore.
[00:28:05.422 --> 00:28:11.945]  She, you know, I'm sure a lot of the fans, a lot of the viewers are aware of a very popular series, Game of Thrones.
[00:28:11.985 --> 00:28:14.186]  We have the Cersei Lannister of Minnesota now.
[00:28:14.266 --> 00:28:18.767]  She allegedly married her brother, divorced her brother to get another guy and now she's divorced.
[00:28:18.947 --> 00:28:19.748]  Oh, it's not allegedly?
[00:28:19.768 --> 00:28:20.108]  I mean, come on!
[00:28:20.128 --> 00:28:22.569]  She's pictured with... And then she deletes all the evidence too.
[00:28:23.646 --> 00:28:24.906]  Hey, good for Ilhan Omar!
[00:28:24.986 --> 00:28:26.047]  No, hey, good for Ilhan Omar!
[00:28:26.087 --> 00:28:27.027]  She's a real badass.
[00:28:27.207 --> 00:28:30.008]  She's a real badass engaging in terrorism with Antifa out there.
[00:28:30.348 --> 00:28:32.308]  If it's her, I'm sure it's not actually.
[00:28:32.328 --> 00:28:32.588]  You know what?
[00:28:32.648 --> 00:28:33.869]  Ilhan Omar's a loving soul.
[00:28:34.089 --> 00:28:34.629]  How dare I?
[00:28:35.209 --> 00:28:36.169]  She's the best.
[00:28:36.229 --> 00:28:37.310]  She's really good for America.
[00:28:37.350 --> 00:28:38.330]  Alright, we gotta take a break.
[00:28:38.810 --> 00:28:40.270]  Folks, don't go anywhere.
[00:28:40.450 --> 00:28:41.371]  Do not go anywhere.
[00:28:41.511 --> 00:28:43.351]  I'm only gonna let you go one place during this break.
[00:28:43.371 --> 00:28:44.552]  That's Infowarsstore.com.
[00:28:44.692 --> 00:28:45.172]  Nowhere else.
[00:28:45.192 --> 00:28:47.192]  We'll be right back.
[00:28:47.192 --> 00:28:50.152]  [MUSIC PLAYING]
[00:28:50.152 --> 00:29:07.951]   Well, I have to be honest, ladies and gentlemen, I am a lot better off than I was for the first segment
[00:29:07.951 --> 00:29:14.632]   because I now have a cup of a freshly brewed pot of the Wake Up America Patriot Blend
[00:29:14.632 --> 00:29:19.979]   coffee from InfoWarstore.com So, Leanne, I'm going to sip on this coffee for a minute, get myself right.
[00:29:20.659 --> 00:29:21.600]  What's on your mind right now?
[00:29:22.480 --> 00:29:27.543]  Well, I'm just, you know, it's interesting to me how... Mmm, this coffee's so good from InfoWarsTore.com!
[00:29:27.643 --> 00:29:28.023]  Oh, sorry.
[00:29:29.404 --> 00:29:30.085]  We are...
[00:29:31.149 --> 00:29:39.936]  Just kind of doing everything we can here, especially Bandot video and all these other ways of setting it up so that we have a voice in this country.
[00:29:41.557 --> 00:29:46.821]  But when you look around, you see Jimmy Kimmel, he's basically a Democratic PR person.
[00:29:47.261 --> 00:29:54.447]  And he uses his late night comedy show to run interference for the Democrats and talking about Hunter Biden.
[00:29:54.467 --> 00:30:00.464]   It seems like every single outlet They have working for them, in cahoots with them.
[00:30:00.664 --> 00:30:09.912]  So how are people going to, this election cycle, get the information that kind of counters the CNN tales?
[00:30:10.392 --> 00:30:13.595]  Well, I remember- Even Fox News just bought up by Disney, of course.
[00:30:13.635 --> 00:30:21.781]  So that's why we're seeing such a switch in Fox News, bringing people on like Donna Brazile and others where you're just thinking, whoa, what?
[00:30:21.801 --> 00:30:23.783]  Wait, Fox News was bought by Walt Pedophile?
[00:30:23.883 --> 00:30:24.663]  I mean, Walt Disney?
[00:30:24.864 --> 00:30:25.044]  Right.
[00:30:25.584 --> 00:30:42.289]  That's why you're seeing such a massive change in some of their programming and and just the ways that they cover things and and yeah it's so it's everywhere you look the leftists are taking over what the information people have access to.
