[00:00:00.029 --> 00:00:00.571]  Oh, no!
[00:25:35.428 --> 00:25:36.790]  Blueprint for global enslavement.
[00:25:37.090 --> 00:25:39.112]  Aaron, go back to the magnitude.
[00:25:39.133 --> 00:25:42.857]  I mean, they're even calling this in Time Magazine, Newsweek,
[00:25:43.617 --> 00:25:48.341]  Financial Times of London, a banking dictatorship, a Goldman Sachs global coup.
[00:25:48.601 --> 00:25:54.325]  They're now taking our exact terms we've been using for many, many years, because that's what it is.
[00:25:54.625 --> 00:25:56.706]  We didn't just hit the center of the dartboard.
[00:25:57.127 --> 00:26:05.052]  We were like Robin Hood, splitting the arrow with another arrow, and then splitting it again, and again, and again, and again.
[00:26:05.072 --> 00:26:06.313]  Now how did we do this?
[00:26:06.733 --> 00:26:10.795]  Because we aren't smart, because we care.
[00:26:11.096 --> 00:26:14.377]  We learned history, and we know the Globalist Handbook.
[00:26:14.417 --> 00:26:21.501]  It's like if I go to a play, and it's got a big, thick breakdown, or program.
[00:26:21.702 --> 00:26:22.762]  That's why it's called a program.
[00:26:23.022 --> 00:26:24.003]  Oh, here's your program.
[00:26:24.223 --> 00:26:31.207]  You know who's coming up next, you know who's gonna sing, you know who's playing who, and you're like, oh, they're about to start the third act.
[00:26:31.707 --> 00:26:34.309]  Oh, this is a Shakespearean event.
[00:26:34.829 --> 00:26:36.170]  Aaron Dyche, you've got the floor.
[00:26:36.690 --> 00:26:46.157]  I mean I agree and you know groups like the Bilderberg have planned the European Union for more than 50 years and they always hinged on these embryonic plans.
[00:26:46.537 --> 00:27:00.747]  They knew they couldn't open the gates with a full union so they started with the coal and other industrial you know common pool treaties getting the groups together and now they've progressed to this stage where it is openly a total banking takeover and
[00:27:01.287 --> 00:27:01.648]  I agree.
[00:27:01.708 --> 00:27:02.749]  It's right here in the articles.
[00:27:02.789 --> 00:27:04.351]  They totally admit that's what it is.
[00:27:04.391 --> 00:27:07.914]  They're going to put these countries into receivership and completely run them.
[00:27:08.255 --> 00:27:15.323]  And you can see where even if socialism isn't advisable, it's become the trend in many of these small European countries.
[00:27:15.363 --> 00:27:16.364]  The people are used to it.
[00:27:16.844 --> 00:27:21.890]  And all those social benefits they've come to depend on will be just run by bankers.
[00:27:21.910 --> 00:27:23.051]  So they'll say no, whatever.
[00:27:23.391 --> 00:27:35.075]  In Europe, they're taking around 70% of people's money, even poor people, and then they bring in the foreigners to basically be the political bloc, who are on total welfare in many cases, to outvote the domestic groups.
[00:27:35.396 --> 00:27:36.896]  This is the Balkanization plan.
[00:27:37.076 --> 00:27:40.577]  That's why they always want to get the states here in more debt with unfunded mandates.
[00:27:40.818 --> 00:27:43.819]  It's all about bringing us to this implosion point.
[00:27:44.759 --> 00:27:45.239]  Exactly.
[00:27:45.279 --> 00:27:50.541]  And if you were going to have these socialist systems, it makes sense in those smaller countries where you have some accountability.
[00:27:50.561 --> 00:27:52.322]  Now there's no accountability whatsoever.
[00:27:53.342 --> 00:28:00.449]  And they're just, they're openly using these austerity measures and going to loot the pension funds and who knows what's going to happen to the people in these countries.
[00:28:00.950 --> 00:28:08.577]  But obviously the countries themselves are going to be going into one form or another of bankruptcy and the banks are openly running the whole thing.
[00:28:08.637 --> 00:28:11.781]  I mean, Mario Monti is a very naked example of that, Alex.
[00:28:13.110 --> 00:28:17.554]  Also, don't forget, they've militarized everything in the last 15 years.
[00:28:18.074 --> 00:28:27.562]  As soon as Europe got rid of rules on investment banks getting into general banking, as soon as they got rid of it here, this is the exact thing that's been done in Argentina and other countries.
[00:28:27.882 --> 00:28:29.063]  This is an exact plan.
[00:28:29.103 --> 00:28:29.984]  It was done in Japan.
[00:28:30.004 --> 00:28:32.806]  They've been in a 15-year recession, really a depression.
[00:28:33.286 --> 00:28:35.048]  This is all about a consolidation.
[00:28:35.088 --> 00:28:36.689]  That's why we were able to call it.
[00:28:36.729 --> 00:28:39.912]  The globalists admit it was a premeditated consolidation.
[00:28:40.192 --> 00:28:41.313]  And now they admit
[00:28:41.693 --> 00:28:45.594]  You know, Denver's got TV ads and manuals saying, don't even trust your best friend.
[00:28:45.834 --> 00:28:47.115]  They're probably a terrorist.
[00:28:47.535 --> 00:28:48.295]  What's a terrorist?
[00:28:48.335 --> 00:28:49.615]  They don't like the Federal Reserve.
[00:28:50.096 --> 00:29:04.320]  A terrorist is a real American, or a real European, or a real Mexican, or a real Chinese, anybody, no matter where you are in the world, who recognizes that globalism is a banker-corporate-takeover-crime syndicate run by eugenicists.
[00:29:04.640 --> 00:29:07.961]  It's not just corporations taking over the world and, oh, they'll be our rulers.
[00:29:07.981 --> 00:29:08.581]  That's bad enough.
[00:29:08.821 --> 00:29:15.303]  These are psycho control freaks who cared enough about killing the majority of us to spend decades getting control.
[00:29:15.643 --> 00:29:16.743]  This is their religion.
[00:29:17.323 --> 00:29:19.824]  World government is only the means to the end.
[00:29:20.084 --> 00:29:25.005]  The real party starts once they've got the real power and start shutting off the resources.
[00:29:25.266 --> 00:29:26.686]  Then the extermination begins.
[00:29:26.946 --> 00:29:31.089]  Then the giant regional wars with a few areas they haven't taken over starts.
[00:29:31.469 --> 00:29:33.771]  This is Red Level Emergency.
[00:29:34.091 --> 00:29:35.673]  Red Level Emergency.
[00:29:35.893 --> 00:29:39.215]  The New World Order is here exactly as we told you it would be.
[00:29:39.535 --> 00:29:41.757]  Do you want to see the next phases come true?
[00:29:42.037 --> 00:29:42.858]  Do you hear me?
[00:29:43.058 --> 00:29:45.300]  This is a Mayday Emergency Situation.
[00:29:45.580 --> 00:29:49.423]  I'm Alex Jones with Aaron Dykes, PrisonPlanet.TV, Gerald Salentis.
[00:29:49.443 --> 00:29:50.223]  We're on the march.
[00:29:50.724 --> 00:29:52.325]  The Empire's on the run.
[00:29:53.266 --> 00:29:55.928]  Alex Jones and the GCN Radio Network.
[00:30:00.393 --> 00:30:05.795]  When you're out on the road, the last place you want to be is on the road.
[00:30:07.055 --> 00:30:11.817]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:30:12.197 --> 00:30:18.979]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:30:20.920 --> 00:30:23.221]  They sew pride in every stitch.
[00:30:24.981 --> 00:30:26.942]  Guarantee you'll love the way they fit.
[00:30:29.281 --> 00:30:33.283]  They put a diamond gusset in the crotch, where you need it most.
[00:30:34.004 --> 00:30:37.966]  Blue diamond gussets, got it.
[00:30:37.986 --> 00:30:38.627]  Others don't.
[00:30:39.067 --> 00:30:40.948]  We turn jeans inside out.
[00:30:41.228 --> 00:30:42.729]  Diamond gusset jeans.
[00:30:43.009 --> 00:30:45.551]  Made in the USA with unparalleled quality.
[00:30:45.891 --> 00:30:52.135]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:30:52.515 --> 00:30:54.736]  Order yours at gusset.com.
[00:30:55.217 --> 00:30:57.258]  Diamond gusset jeans, got it.
[00:30:57.598 --> 00:30:58.459]  Others don't.
[00:31:03.860 --> 00:31:04.781]  Tyranny is here.
[00:31:05.141 --> 00:31:08.704]  The grim future foretold in 1984 has become reality.
[00:31:09.004 --> 00:31:11.306]  It really says that the state is God.
[00:31:11.466 --> 00:31:16.750]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:31:17.170 --> 00:31:23.395]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:31:23.815 --> 00:31:29.357]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:31:29.797 --> 00:31:33.478]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:31:33.978 --> 00:31:37.939]  Prepare to enter the secretive world of emergency dictatorship.
[00:31:38.259 --> 00:31:43.761]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:31:44.201 --> 00:31:47.142]  It's only the beginning of the New World Order's hellish plan.
[00:31:47.762 --> 00:31:49.203]  The police state isn't coming.
[00:31:49.743 --> 00:31:50.163]  It's here.
[00:31:50.843 --> 00:31:57.865]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:32:00.646 --> 00:32:02.146]  Hi folks, this is Alex Jones.
[00:32:02.366 --> 00:32:07.407]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:32:07.667 --> 00:32:09.028]  Saving means to make money.
[00:32:09.208 --> 00:32:17.990]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:32:18.730 --> 00:32:25.833]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:32:26.273 --> 00:32:33.876]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:32:34.256 --> 00:32:41.659]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[00:32:44.440 --> 00:32:47.345]  Or see Calvin on the web at FiveStarSoap.com.
[00:32:47.645 --> 00:32:49.969]  Take charge of your health now by calling 800-340-7091.
[00:32:50.650 --> 00:32:55.558]  Or see Calvin on the web at FiveStarSoap.com.
[00:33:04.498 --> 00:33:18.367]  Riders on the storm Riders on the storm Into this house we're born Into this world we're thrown
[00:33:21.189 --> 00:33:22.210]  Thank you for joining us.
[00:33:22.410 --> 00:33:25.531]  Gerald Salente is going to be our guest the next 30 minutes.
[00:33:25.952 --> 00:33:37.037]  We had him on two days ago on the radio show and now of course last night he joined us for InfoWars Nightly News that Rob Dew hosted and did a great job along with the crew producing.
[00:33:37.057 --> 00:33:40.940]  I was watching CNBC this morning
[00:33:41.940 --> 00:33:51.283]  And the host who was anchoring it went to Kramer, Jim Kramer, and two other field reporters who were in the New York Stock Exchange.
[00:33:51.904 --> 00:34:00.747]  And the anchor host, I think they said his name was Jamie, I forget his last name, but this was on about two, three hours ago.
[00:34:02.078 --> 00:34:07.662]  He said on there, well, the markets are going down because of MF Global.
[00:34:07.902 --> 00:34:14.507]  Not because of the bankruptcy, but because first we were told the money disappeared, 600 to 900 million.
[00:34:14.987 --> 00:34:18.109]  Now we're told that they found it, but now again, they won't say where it is.
[00:34:18.510 --> 00:34:19.710]  This looks like theft.
[00:34:20.371 --> 00:34:23.333]  And that's what is really driving down the markets and driving down
[00:34:25.114 --> 00:34:27.795]  Speculation in commodities and other things.
[00:34:27.855 --> 00:34:30.197]  He said, this is really a serious situation.
[00:34:30.517 --> 00:34:33.118]  Then he cuts to Kramer and he cuts to the other people.
[00:34:33.138 --> 00:34:35.920]  They all say, well, this type of thing happens sometimes.
[00:34:36.000 --> 00:34:38.841]  And, you know, that's what happens when you're speculating or whatever.
[00:34:39.121 --> 00:34:46.065]  Now, this was segregated accounts and AP Reuters, Bloomberg, Forbes.
[00:34:46.085 --> 00:34:47.746]  They've all reported this is unprecedented.
[00:34:48.046 --> 00:34:50.887]  That's why investors are freaking out and getting out of the market.
[00:34:50.927 --> 00:34:52.228]  That's why people don't trust banks.
[00:34:53.439 --> 00:35:03.450]  We've already had all these semi-runs on banks, people trying to take their money out of Bank of America, JP Morgan, Chase, Wells Fargo, and others, because they understand that.
