[00:00:00.009 --> 00:00:00.309]  Got it.
[01:39:09.393 --> 01:39:22.219]  The advisor to President Obama, David Axelrod, I mean, that guy looks like a demonic rat, tells CBS Face the Nation on Sunday that the decision by the Standard & Poor's credit agency to downgrade the U.S.
[01:39:22.239 --> 01:39:30.422]  from AAA to AA plus for the first time was strong influenced by weeks of standoff between Democrats and Republicans over the debt.
[01:39:30.922 --> 01:39:34.024]  Axelrod calls the action, in his words, a Tea Party downgrade.
[01:39:34.605 --> 01:39:35.745]  Unbelievable!
[01:39:36.606 --> 01:39:39.648]  The banks have been positioning us into this downgrade.
[01:39:39.908 --> 01:39:44.831]  And you mark my words, it's going to get worse and worse and worse and worse by design.
[01:39:45.292 --> 01:39:46.493]  These are parasites.
[01:39:46.933 --> 01:39:50.615]  They're the ones that created the derivatives and sold them to everybody's pension funds.
[01:39:50.956 --> 01:39:53.517]  They're the ones grandstanding as the saviors.
[01:39:58.055 --> 01:40:07.118]  It'd be like if you came home and there was a guy with a black mask on coming out with your jewelry and your computer, and the cops show up and the guy goes, hey, Alex Jones is the criminal.
[01:40:07.138 --> 01:40:10.899]  And the cops put me in handcuffs, even though I've got my driver's license and clearly live there.
[01:40:10.919 --> 01:40:12.819]  And the cops pat the robber on the back.
[01:40:13.059 --> 01:40:15.620]  The robber says, it's Alex's fault I was robbing his house.
[01:40:16.660 --> 01:40:18.321]  All right, let's go to Vincent in Hawaii.
[01:40:18.701 --> 01:40:19.801]  We got 12 calls online.
[01:40:19.821 --> 01:40:21.001]  That's probably way more we can get to.
[01:40:21.262 --> 01:40:22.562]  Vincent in Hawaii, you're on the air.
[01:40:22.582 --> 01:40:22.982]  Go ahead.
[01:40:24.102 --> 01:40:24.783]  Aloha, Alex.
[01:40:25.183 --> 01:40:25.503]  Aloha.
[01:40:25.543 --> 01:40:26.063]  What's on your mind?
[01:40:26.894 --> 01:40:28.715]  Well, I'm a carrier veteran.
[01:40:28.735 --> 01:40:34.619]  I just want to stop and concentrate for a little bit and just a little bit of reverence for all those guys that perished.
[01:40:34.639 --> 01:40:39.701]  You know, regardless of what happened or how it happened, some of those old boys, I bet you they probably listened to you.
[01:40:40.242 --> 01:40:44.104]  And I'll bet you that, I'll just bet you there's some good people by half that crew or who knows
[01:40:44.724 --> 01:40:48.746]  Oh, we have huge listenership of the entire military across the board.
[01:40:48.906 --> 01:40:51.546]  We can see the numbers and the IPs coming in.
[01:40:51.626 --> 01:40:54.167]  It is sad whoever really died.
[01:40:54.527 --> 01:40:58.809]  My point is, is my military sources say Seals died in the Bin Laden raid.
[01:41:00.069 --> 01:41:00.249]  Yep.
[01:41:00.609 --> 01:41:00.869]  Yeah.
[01:41:01.129 --> 01:41:01.790]  You got that right.
[01:41:01.830 --> 01:41:03.610]  I got a couple comments, couple questions.
[01:41:03.630 --> 01:41:06.731]  I want to thank you about the Tim Geithner credit rating comment.
[01:41:07.172 --> 01:41:10.253]  You know, it's real obvious, you can see right through that particular person.
[01:41:10.653 --> 01:41:18.996]  His face likes to twist and turn into this like four-year-old look, like he just got caught doing something wrong when he gets pinned on something like that.
[01:41:19.076 --> 01:41:22.297]  And then here you are debunking his comment how many months later.
[01:41:22.317 --> 01:41:23.137]  I mean, it was obvious.
[01:41:23.157 --> 01:41:24.118]  He looked like he got caught.
[01:41:24.658 --> 01:41:27.359]  He looks like an elfin weasel.
[01:41:28.837 --> 01:41:30.939]  I wonder what he really thinks at home, when he goes home.
[01:41:30.999 --> 01:41:33.661]  You know, he's doing his job, and the guy goes home, just like we do.
[01:41:33.701 --> 01:41:34.822]  What does he really think at home about it?
[01:41:34.842 --> 01:41:38.284]  Well, his daddy headed up, what was it, the Ford Foundation.
[01:41:38.785 --> 01:41:41.567]  And we gave Obama's mama her first job.
[01:41:41.587 --> 01:41:43.508]  I mean, he's a total globalist.
[01:41:43.548 --> 01:41:46.190]  He's an absolute one-world government pusher.
[01:41:46.571 --> 01:41:48.772]  And to do that, they've got to bankrupt America.
[01:41:49.013 --> 01:41:55.698]  They use America to build their world government, and then implode us in the end, financially capturing us.
[01:41:56.408 --> 01:41:57.068]  Exactly right.
[01:41:57.128 --> 01:42:00.791]  You know, I was raised in Newport Beach and I remember those people at Ford Foundation.
[01:42:00.811 --> 01:42:02.011]  They're fascists.
[01:42:02.211 --> 01:42:05.573]  They're so hottily gone in some cloud you can't even talk to them.
[01:42:05.714 --> 01:42:08.155]  They're country club banker queers.
[01:42:08.375 --> 01:42:09.396]  That's exactly what they are.
[01:42:09.896 --> 01:42:11.497]  Vincent, I appreciate your call.
[01:42:11.777 --> 01:42:14.699]  Oh boy.
[01:42:15.279 --> 01:42:17.240]  Who's up next here because the phones are all scrambled?
[01:42:21.223 --> 01:42:22.644]  Don in Michigan, you're on the air.
[01:42:22.684 --> 01:42:23.064]  Go ahead.
[01:42:25.180 --> 01:42:26.181]  I don't know.
[01:42:26.221 --> 01:42:31.823]  You're absolutely right with the whole money thing.
[01:42:31.883 --> 01:42:35.365]  I mean, it was called and was it not Janet Napolitano?
[01:42:35.385 --> 01:42:44.450]  Didn't she have a meeting with somebody in Texas when she wouldn't go to Washington with her and said get six months worth of food?
[01:42:46.497 --> 01:42:50.062]  Absolutely, that was out in Nevada.
[01:42:50.082 --> 01:42:52.545]  No, no, Arizona is where that intel.
[01:42:52.585 --> 01:42:53.406]  Yeah, no, stay there.
[01:42:53.446 --> 01:42:57.652]  They're getting us ready for a controlled implosion so they can pose as our saviors, as they always do.
[01:42:59.699 --> 01:43:00.840]  A very wealthy U.S.
[01:43:00.880 --> 01:43:07.547]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:43:07.807 --> 01:43:10.090]  He says it will change everything about our lives.
[01:43:10.370 --> 01:43:15.575]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:43:15.736 --> 01:43:18.518]  Now this man has made some outrageous predictions over the years.
[01:43:18.779 --> 01:43:20.861]  The crazy part is, he's usually right.
[01:43:21.101 --> 01:43:27.025]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:43:27.345 --> 01:43:30.547]  In fact, Barron's called his work a dire prophecy.
[01:43:30.727 --> 01:43:36.251]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:43:36.511 --> 01:43:37.812]  And it's a real eye-opener.
[01:43:38.132 --> 01:43:39.353]  I can't stress this enough.
[01:43:39.433 --> 01:43:41.994]  You should at least watch this free video online today.
[01:43:42.115 --> 01:43:46.177]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:43:46.337 --> 01:43:48.919]  You can find the video at www dot
[01:43:49.119 --> 01:43:50.821]  End of America 3.com.
[01:43:50.941 --> 01:43:53.403]  That's End of America, the number 3.com.
[01:43:53.523 --> 01:43:57.267]  Watch the free video at www.EndOfAmerica3.com.
[01:43:57.407 --> 01:43:59.128]  That's EndOfAmerica3.com.
[01:43:59.729 --> 01:44:02.772]  Congratulations to our friends at eFoodsDirect.com.
[01:44:03.072 --> 01:44:04.033]  In August, they celebrated
[01:44:04.073 --> 01:44:04.433]  I think so.
[01:44:26.032 --> 01:44:26.953]  We're good to go.
[01:44:50.993 --> 01:44:51.234]  Call 800-409-5633.
[01:44:51.254 --> 01:44:53.078]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:44:59.192 --> 01:45:03.435]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:45:03.755 --> 01:45:04.355]  Number 1.
[01:45:04.656 --> 01:45:07.818]  New climate legislation could easily double or triple your electric bill.
[01:45:08.078 --> 01:45:08.638]  Number 2.
[01:45:08.959 --> 01:45:13.502]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:45:13.842 --> 01:45:14.282]  It's true.
[01:45:14.582 --> 01:45:19.145]  Total government control of electricity in the name of smart grid technology is coming.
[01:45:19.446 --> 01:45:19.986]  Number 3.
[01:45:20.286 --> 01:45:23.568]  In some areas of the country, the power grid is dangerously overloaded.
[01:45:23.868 --> 01:45:27.571]  And now, new socialist legislation is only compounding the problem.
[01:45:27.771 --> 01:45:28.331]  Number four.
[01:45:28.571 --> 01:45:30.932]  Dangerous weather is always a threat to local grids.
[01:45:31.312 --> 01:45:34.693]  Every year, thousands of families lose their power from weather-related outages.
[01:45:34.993 --> 01:45:35.533]  Number five.
[01:45:35.793 --> 01:45:39.714]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:45:39.934 --> 01:45:44.696]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:45:44.996 --> 01:45:49.017]  You can get more information at www.mysolarbackup.com.
[01:45:49.157 --> 01:45:50.718]  That's mysolarbackup.com.
[01:45:50.958 --> 01:45:55.559]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[01:45:56.299 --> 01:45:56.400]  877-327-0365.
[01:45:56.820 --> 01:46:01.605]  Hi folks, this is Alex Jones.
[01:46:01.825 --> 01:46:06.850]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:46:07.130 --> 01:46:08.492]  Saving means to make money.
[01:46:08.672 --> 01:46:17.461]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:46:18.181 --> 01:46:25.285]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:46:25.705 --> 01:46:33.329]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:46:33.709 --> 01:46:38.631]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:46:38.952 --> 01:46:41.113]  Getting a free catalog is easy by calling 800-340-7091.
[01:46:43.854 --> 01:46:45.235]  What we've got here is
[01:47:13.240 --> 01:47:16.403]  Failure to communicate.
[01:47:16.643 --> 01:47:19.605]  Some men you just can't reach.
[01:47:19.645 --> 01:47:25.911]  So you get what we had here last week, which is the way he wants it.
[01:47:25.971 --> 01:47:27.272]  Well, he gets it.
[01:47:27.352 --> 01:47:35.919]  I don't like it any more than you do.
[01:47:36.199 --> 01:47:38.461]  Waging war on corruption.
[01:47:38.821 --> 01:47:40.203]  It's Alex Jones.
[01:47:42.774 --> 01:47:46.555]  You know, it's days like these I wish I had a whole other hour, but we'll be back tomorrow 11 a.m.
[01:47:46.595 --> 01:47:48.476]  Central on The Weekday Show.
[01:47:48.596 --> 01:48:00.880]  Colonel Six, I want to go to him and then try to get to everybody else here, because I remember he's been calling, I don't know, for a couple years, and he said, you know, General McChrystal is going to be run out for a scandal here in the next few months.
[01:48:01.000 --> 01:48:01.640]  It did happen.
[01:48:02.140 --> 01:48:02.880]  Rolling Stone.
[01:48:02.900 --> 01:48:05.621]  He's given us a lot of other good information.
[01:48:06.001 --> 01:48:08.522]  He's one of the caller sources, but I have two separate
[01:48:09.042 --> 01:48:09.342]  I don't
[01:48:28.058 --> 01:48:30.980]  Who off record is telling people get ready, there's gonna be a total collapse.
[01:48:31.440 --> 01:48:37.524]  The federal government has been getting ready since they got rid of Glass-Steagall in the late 90s for total collapse.
[01:48:37.584 --> 01:48:39.346]  It's designed to collapse us.
[01:48:40.046 --> 01:48:42.188]  Okay, that's how we're economically conquered.
[01:48:42.988 --> 01:48:44.149]  And it's just gonna be incremental.
[01:48:44.489 --> 01:48:50.053]  They've known we've been in a depression by every real economic number for three years, but they keep telling you the economy's wonderful.
[01:48:50.373 --> 01:48:51.894]  They tell you crime isn't going up.
[01:48:52.294 --> 01:48:53.615]  They tell you unemployment's only 9.6%.
[01:48:53.755 --> 01:48:54.376]  They know it's over 22.
[01:48:57.870 --> 01:48:58.670]  They lie.
[01:48:58.790 --> 01:48:59.451]  They lie.
[01:48:59.551 --> 01:49:00.131]  They lie.
[01:49:00.251 --> 01:49:00.891]  They lie.
[01:49:01.691 --> 01:49:02.752]  This is a program.
[01:49:02.812 --> 01:49:04.452]  This is a globalist program.
[01:49:04.933 --> 01:49:05.973]  So good points, Don.
[01:49:07.173 --> 01:49:09.834]  Let's go ahead and talk to Colonel Six.
[01:49:10.114 --> 01:49:18.397]  Colonel Six, real fast, break down your take on the supposed Navy SEALs of SEAL Team Six.
[01:49:18.738 --> 01:49:23.579]  First, they weren't on the helicopter, the biggest one-day loss in Afghanistan war of the decade.
[01:49:24.320 --> 01:49:24.860]  Then they were.
[01:49:25.520 --> 01:49:26.881]  Okay, let me just do one other thing right quick, Alex.
[01:49:26.921 --> 01:49:29.624]  If people go to com6.com, I want to show you something.
[01:49:29.804 --> 01:49:31.746]  Back in March, the Norway Socialist
[01:49:45.111 --> 01:49:46.633]  Let me tell you what is going on.
[01:50:02.936 --> 01:50:08.860]  When we talked last, there was a mix-up in the translation.
[01:50:09.480 --> 01:50:14.724]  The helicopter that was in Pakistan did blow up.
[01:50:16.225 --> 01:50:18.907]  And I got turned around in the translation.
[01:50:18.927 --> 01:50:20.148]  Yes, it did blow up.
[01:50:20.568 --> 01:50:27.112]  Now, whether it was a bomb, whether it was an RPG, because it blew up above the fence line.
[01:50:27.633 --> 01:50:32.456]  Now, there were a number of members of SEAL Team 6 in that plane.
[01:50:33.837 --> 01:50:38.900]  Last night, yesterday, the remaining members of that particular squad were killed.
[01:50:38.920 --> 01:50:50.829]  I heard from a woman who's a relative of one of the people that was killed, and just like I had predicted, they're not going to sit silent.
[01:50:50.969 --> 01:50:58.695]  So I gave her the name and the phone number I have for Seymour Hirsch and told her to get in touch with him.
[01:50:59.555 --> 01:51:03.098]  Okay, but let me stop you Colonel Six because you've given us really good info.
[01:51:03.138 --> 01:51:05.901]  And yes, and that's what Pakistani witnesses said.
[01:51:05.941 --> 01:51:08.983]  The thing lifted off, blew up, dead bodies everywhere.
[01:51:09.083 --> 01:51:10.745]  They tell us, oh no, that didn't happen.
[01:51:11.185 --> 01:51:13.947]  A lot of people predicted, look for the rest of the team to die.
[01:51:14.668 --> 01:51:25.476]  And so, you're saying that you talked to a relative of one of the people and that you put her in touch with an investigative Pulitzer Prize winner at the New Yorker magazine.
[01:51:25.897 --> 01:51:27.198]  What did she tell you?
[01:51:27.838 --> 01:51:30.220]  Was this to shut up the SEAL team?
[01:51:30.260 --> 01:51:31.161]  I mean, statistically...
[01:51:31.581 --> 01:51:33.342]  Yes, it was the Shut Up and Chill Seal Team.
[01:51:33.402 --> 01:51:46.772]  What the deal is, like I say, a number, I don't know the exact number, but she said a little over a half of the team that this particular guy was on was killed in that supposed raid.
[01:51:47.453 --> 01:51:54.098]  In order to keep them from doing the Pat Tillman, the other ones were killed yesterday in a
[01:51:56.645 --> 01:51:59.588]  Supposedly with the Taliban taking them, but they were shot down.
[01:51:59.888 --> 01:52:03.132]  Somebody shot them down, or it blew up some kind of way.
[01:52:03.152 --> 01:52:07.536]  The Taliban's taking, you know, responsibility for it.
[01:52:08.036 --> 01:52:10.699]  They'll take responsibility for the Kennedy killing if you let them.
[01:52:11.159 --> 01:52:13.702]  Well, they took responsibility for the Norway shooting.
[01:52:14.504 --> 01:52:16.606]  Well, that's what I'm saying.
[01:52:18.167 --> 01:52:19.308]  That's what I'm saying.
[01:52:19.948 --> 01:52:20.669]  This is a deal.
[01:52:21.209 --> 01:52:24.051]  I need to get a number from you or let me give you my number.
[01:52:24.071 --> 01:52:30.555]  You know what, Colonel Six, you've given us great info probably five, six times in a row, and I need to learn exactly who you are.
[01:52:30.575 --> 01:52:31.736]  I know your site's excellent.
[01:52:31.996 --> 01:52:33.918]  We need to have you on as a guest, so why don't I...
[01:52:34.318 --> 01:52:44.487]  Put you on hold and why don't we end up having you on in the next few days after I get on the phone with you and find out a little bit more because I've got a source at Fort Hood.
[01:52:44.547 --> 01:52:45.888]  I've got a source at Fort Bragg.
[01:52:46.188 --> 01:52:49.351]  They all basically say the same thing you're saying but they'll never tell me who they are.
[01:52:50.191 --> 01:52:51.392]  And you just got out of the military.
[01:52:51.432 --> 01:52:54.935]  I mean, are you able to go public with who you are and really give folks more information?
[01:52:55.256 --> 01:53:00.440]  Not really, Alex, because of the... I'm in a situation, you know, I've got
[01:53:01.397 --> 01:53:03.479]  The situation, I mean, it won't let me do that right now.
[01:53:03.559 --> 01:53:03.959]  I understand.
[01:53:03.979 --> 01:53:05.581]  Well, then how are you running a website then?
[01:53:06.301 --> 01:53:09.284]  Oh, the website is, uh, is just there.
[01:53:09.304 --> 01:53:11.286]  I mean, it's not saying anything.
[01:53:11.846 --> 01:53:19.473]  I'm putting things out there, but, uh, it's not going to give anyone where I live or anything else.
[01:53:19.493 --> 01:53:20.374]  No, no, I understand.
[01:53:20.394 --> 01:53:21.034]  I understand.
[01:53:21.074 --> 01:53:24.077]  But I mean, obviously the system knows who you are, so why not just tell folks who you are?
[01:53:24.477 --> 01:53:39.907]  Now, okay, well I'm going to put you on hold and get back with you, but my information immediately was the old trick of if people die in a clandestine operation, you just say that they die later in a crash and tag their name onto it, either in a real crash or you stage one.
[01:53:41.448 --> 01:53:46.650]  You're saying no, the word is they were getting rid of team members that were going to speak out.
[01:53:46.830 --> 01:53:48.351]  What were they going to speak out on?
[01:53:48.551 --> 01:53:49.991]  Do you have any information on that?
[01:53:50.151 --> 01:53:51.752]  That Bin Laden wasn't killed?
[01:53:52.372 --> 01:53:54.433]  Or that SEALs did die in the raid?
[01:53:54.713 --> 01:53:56.614]  Why would they want to get rid of them like Pat Tillman?
[01:53:56.774 --> 01:53:59.915]  They were going to come out and say, one, that
[01:54:00.854 --> 01:54:03.137]  Other SEAL members were killed in the raid too.
[01:54:03.597 --> 01:54:07.601]  There was no raid for Bin Laden.
[01:54:08.442 --> 01:54:11.365]  Actually, it was a raid for someone else.
[01:54:11.385 --> 01:54:15.669]  Someone else up in Al-Qaeda that they were looking for.
[01:54:15.689 --> 01:54:20.895]  And the young lady told me that
[01:54:21.587 --> 01:54:29.993]  Between her and other people that are relatives of these people, they just decided that they're not going to sit still and have this happen.
[01:54:30.493 --> 01:54:37.958]  With that message probably getting out somewhere along the base or whatever, they decided to do the rest of them.
[01:54:38.498 --> 01:54:46.604]  And just like I told you, what, four months before McChrystal, before anybody was even talking about it, I wanted to tell you this.
[01:54:48.179 --> 01:54:58.623]  No, you said there's going to be a scandal and McChrystal's going to go out from a scandal and no one was saying it at the time and it was true.
[01:54:58.643 --> 01:54:59.603]  You've said a lot of other things.
[01:55:00.583 --> 01:55:03.324]  You said watch, they're going to try to go into Libya a few months before that even started.
[01:55:03.805 --> 01:55:05.325]  So you obviously have a lot of good sources.
[01:55:05.845 --> 01:55:07.086]  My big issue here is...
[01:55:08.621 --> 01:55:10.941]  That obviously they didn't bury Bin Laden at sea.
[01:55:11.041 --> 01:55:13.982]  Obviously he was dead from kidney failure close to ten years ago.
[01:55:14.382 --> 01:55:17.223]  We have Steve Pachinik, I mean impeccable source.
[01:55:17.903 --> 01:55:19.683]  He's as dead as Jimmy Durani.
[01:55:20.343 --> 01:55:20.723]  You know?
[01:55:21.063 --> 01:55:23.164]  But like I say, go to ColonelSix.com and look at that.
[01:55:23.224 --> 01:55:26.944]  Norway Socialist Party wanted to bomb Israel.
[01:55:27.424 --> 01:55:30.145]  And I'll tell you what, I'll put it on hold right now.
[01:55:30.165 --> 01:55:30.905]  I'll talk with you.
[01:55:30.925 --> 01:55:35.346]  I don't know about going on the air and doing a full blown interview or anything with you, but
[01:55:36.766 --> 01:55:37.747]  Well, why not?
[01:55:37.807 --> 01:55:40.529]  You call into the show, your information's turned out to be accurate.
[01:55:40.790 --> 01:55:41.891]  Well, here's the issue.
[01:55:42.371 --> 01:55:45.894]  You know, they killed what, five of Jessica Lynch's crew because they were speaking out.
[01:55:46.194 --> 01:55:49.937]  They killed Pat Tillman because he was going to speak out and wrote letters home about it.
[01:55:51.218 --> 01:55:52.919]  And now they've wiped these guys out.
[01:55:52.999 --> 01:55:54.140]  Is that going to anger?
[01:55:54.160 --> 01:55:59.624]  And again, folks, 10-year war and it just so happens to be the rest of the unit.
[01:56:00.365 --> 01:56:18.121]  That's left over from the SEAL Team 6 that blew up and died at the so-called OBL compound and statistically now they're the ones that die and they're on a Army National Guard helicopter and I'm getting military scuttlebutt and on the military sites and the emails I'm getting, no one is buying this.
[01:56:18.382 --> 01:56:20.884]  Colonel Six, military folks you talk to, what are they saying?
[01:56:21.144 --> 01:56:24.727]  That right there, the National Guard Helicopter, you don't do that!
[01:56:24.987 --> 01:56:30.372]  Those are nowhere maintained as well as the Navy Helicopters that they use, okay?
[01:56:30.872 --> 01:56:33.834]  You've got several things.
[01:56:34.395 --> 01:56:40.200]  One, I saw somebody put out that none of the members of the team, people that were killed,
[01:56:40.760 --> 01:56:41.220]  We're good to go.
[01:56:56.329 --> 01:56:59.050]  Uh, and I can give you some other information.
[01:56:59.731 --> 01:57:02.492]  But, uh, like you said, you know, I'll talk to you on the air anyway.
[01:57:02.932 --> 01:57:05.033]  Um, I just don't want to take up your time.
[01:57:05.093 --> 01:57:06.913]  Plus, I know you're working on your voice.
[01:57:07.273 --> 01:57:12.075]  I think the Diane Rehm, uh, voice is what you should shoot for.
[01:57:12.655 --> 01:57:12.976]  You know?
[01:57:12.996 --> 01:57:16.457]  The damn near dead, uh, 77-year-old white lady.
[01:57:19.304 --> 01:57:20.165]  Why don't you go for that?
[01:57:20.225 --> 01:57:21.806]  Because that would befit you just fine.
[01:57:22.126 --> 01:57:24.027]  You know, like Colonel Six.
[01:57:24.947 --> 01:57:26.729]  Oh, Colonel Six, you're crazy.
[01:57:26.849 --> 01:57:28.129]  I'm sorry to all the other callers.
[01:57:28.169 --> 01:57:28.650]  Put him on hold.
[01:57:28.690 --> 01:57:29.470]  I want to talk to him.
[01:57:30.831 --> 01:57:32.572]  I tell you, this is really starting to creep me out.
[01:57:32.752 --> 01:57:36.014]  I mean, if they would kill those Navy SEALs like that, and you know they did, folks.
[01:57:36.114 --> 01:57:37.055]  I mean, come on.
[01:57:37.655 --> 01:57:39.176]  I mean, they killed Pat Tillman.
[01:57:39.216 --> 01:57:39.736]  It's admitted.
[01:57:40.277 --> 01:57:42.318]  They murdered him and then lied about it and got caught.
[01:57:42.338 --> 01:57:44.359]  We'll be back tomorrow, 11 a.m.
[01:57:44.399 --> 01:57:45.420]  Start all the callers.
[01:57:45.460 --> 01:57:46.400]  Great broadcast today.
[01:57:46.480 --> 01:57:47.301]  Great job, crew.
[01:57:48.121 --> 01:57:48.782]  Boy, I tell you.
[01:57:53.821 --> 01:57:54.744]  Tyranny is here.
[01:57:55.105 --> 01:57:57.212]  The grim future foretold in 1984 has become reality.
