[00:00:00.407 --> 00:00:01.507]  We've got it.
[01:37:05.309 --> 01:37:06.089]  That's the point, yeah.
[01:37:06.729 --> 01:37:09.990]  What is the... What is the ultimate solution?
[01:37:11.118 --> 01:37:24.847]  It's state sovereignty, getting the 50 states to move to take control of the federal government, ending the foreign entanglements, removing our troops from all these countries, going to a silver and gold-backed currency, and denouncing the private global corporate system known as the New World Order.
[01:37:26.568 --> 01:37:28.509]  Well, we've got to start electing the right people then.
[01:37:29.469 --> 01:37:30.150]  We do, Thomas.
[01:37:30.230 --> 01:37:33.092]  I appreciate your great acumen on history.
[01:37:33.492 --> 01:37:34.993]  Let's talk to Janice in Michigan.
[01:37:35.450 --> 01:37:36.191]  Oh, hi Alex.
[01:37:36.291 --> 01:37:38.292]  I'm a long-time listener and first-time caller.
[01:37:38.492 --> 01:37:38.792]  Welcome.
[01:37:39.153 --> 01:37:41.875]  And my biggest fear is that you're going to cut me off before I'm through.
[01:37:41.895 --> 01:37:49.540]  I want to thank you first of all for exposing and fighting the New World Order for over 15 years.
[01:37:50.301 --> 01:37:54.344]  And you've taught me a lot on how to think for myself and how to interpret the news.
[01:37:54.964 --> 01:37:57.266]  And everything you just said after that last break,
[01:37:57.961 --> 01:38:00.862]  Was very important and very eloquently put.
[01:38:01.342 --> 01:38:03.483]  That is everything in a nutshell.
[01:38:03.963 --> 01:38:11.186]  I have been accused by my anti-Israel patriotic friends of supporting Mubarak when I wasn't.
[01:38:11.467 --> 01:38:13.007]  I know he's a bad guy like Qaddafi.
[01:38:13.447 --> 01:38:17.229]  But when I tried to explain that this was a New World Order staged, caused,
[01:38:18.969 --> 01:38:22.694]  I mean, after 30 years, come on, all of a sudden everybody's, you know, sick of them.
[01:38:23.135 --> 01:38:25.738]  They should have done it, you know, 20 years ago or 25 years ago.
[01:38:25.758 --> 01:38:34.291]  Now, the globalists are putting things into a crisis on purpose to then bring in their larger global solution, which is a Western invasion of North Africa and the Middle East.
[01:38:34.631 --> 01:38:39.378]  Just today I was thinking, um, about what happened in Yugoslavia and you nailed that one too.
[01:38:39.899 --> 01:38:41.962]  That, um, the Bosnia thing.
[01:38:42.022 --> 01:38:44.586]  I mean, I thought... No, the radical Muslims work for the New World Order.
[01:38:44.887 --> 01:38:46.168]  And you say don't cut you off.
[01:38:46.208 --> 01:38:47.530]  It's a catch-22, Janice.
[01:38:47.851 --> 01:38:50.335]  If I didn't cut off all those other callers, I never would have gotten to you.
[01:38:55.422 --> 01:38:56.403]  I mean, you are awesome.
[01:38:56.663 --> 01:39:03.348]  But you know, and your family as well, the Bosnia thing, we were fighting Christians.
[01:39:03.368 --> 01:39:06.870]  Who was that guy we set up and killed ahead of Yugoslavia?
[01:39:06.890 --> 01:39:08.931]  What was his name?
[01:39:09.031 --> 01:39:11.213]  He started with an M. Do you remember?
[01:39:11.233 --> 01:39:13.234]  Milošević?
[01:39:13.555 --> 01:39:13.795]  Yes.
[01:39:14.355 --> 01:39:15.256]  Wasn't he a Christian?
[01:39:15.376 --> 01:39:17.377]  And we were fighting... Yes, Slobodan Milošević.
[01:39:17.417 --> 01:39:21.840]  They took one third of Serbia, gave it to the Albanian, Sunni, Al Qaeda.
[01:39:22.281 --> 01:39:22.741]  On record.
[01:39:24.404 --> 01:39:30.628]  And now also, do you know that Netanyahu in Israel calls the U.N.
[01:39:30.648 --> 01:39:31.449]  a house of lies?
[01:39:32.030 --> 01:39:35.032]  And I heard from Barry Schein... Well that's another issue.
[01:39:35.052 --> 01:39:39.656]  People that say Israel runs everything, and I'm not denying Israel isn't part of the Imperium, Israel...
[01:39:40.617 --> 01:39:42.179]  I mean, Israel's against the U.N.
[01:39:42.199 --> 01:39:42.699]  The U.N.'
[01:39:42.679 --> 01:39:44.542]  's running all these new operations.
[01:39:45.043 --> 01:39:45.643]  The U.N.
[01:39:45.683 --> 01:39:50.210]  is the big globalist organization that gave our own government the orders, Janice.
[01:39:50.570 --> 01:39:51.491]  I appreciate your call.
[01:39:51.552 --> 01:39:52.132]  Great points.
[01:39:52.693 --> 01:39:54.095]  This is a larger issue.
[01:39:54.716 --> 01:39:56.098]  Let's talk to Chad in Oklahoma.
[01:39:56.118 --> 01:39:56.739]  Chad, go ahead.
[01:39:57.856 --> 01:40:05.102]  Hey Alex, I just wanted to uh... I'm very weary of everything that's happening over in the Middle East and especially over in Japan.
[01:40:05.122 --> 01:40:10.506]  Well it's setting the precedent that anytime people protest in a country, we've got to invade it.
[01:40:11.207 --> 01:40:11.447]  Yeah.
[01:40:11.707 --> 01:40:16.771]  But if you protest here, they'll rubber bullet you and break your skull open and hit you with a microwave gun.
[01:40:17.471 --> 01:40:18.813]  See, I see it this way.
[01:40:18.893 --> 01:40:22.575]  Like, we already know there's a North American Union and there's a European Union.
[01:40:23.016 --> 01:40:24.097]  But what I don't see
[01:40:25.098 --> 01:40:30.082]  I think all this stuff that's going on in the Middle East, that's coming about to set up the Middle Eastern Union.
[01:40:30.182 --> 01:40:31.043]  No, exactly.
[01:40:31.063 --> 01:40:33.125]  They're knocking over the old puppets, putting new ones in.
[01:40:33.625 --> 01:40:42.933]  Yeah, and then, you know, I'm wondering if they're using this, you know, if they used HAARP or somehow, you know, to kind of destabilize Japan.
[01:40:43.013 --> 01:40:44.915]  Because, I mean, China and Japan hate each other.
[01:40:45.629 --> 01:40:49.311]  You know, the thing is, the moon was closer than it had been in decades.
[01:40:49.771 --> 01:40:53.212]  A lot of astrophysicists predicted this would happen, even ABC News did.
[01:40:53.612 --> 01:40:56.254]  The sun hit us with a huge solar flare on March 11th.
[01:40:56.934 --> 01:41:04.737]  I appreciate your call, Chad, but I just can't say it was a weather weapon or a tectonic weapon, even though those exist, without the proof.
[01:41:04.857 --> 01:41:05.798]  But I appreciate your call.
[01:41:05.838 --> 01:41:06.358]  Good points.
[01:41:06.758 --> 01:41:08.519]  Daniel in California, you're on the air.
[01:41:09.773 --> 01:41:10.634]  Good afternoon, Alex.
[01:41:11.414 --> 01:41:17.479]  I'm wondering if you ever got your wife and kids down to the Caribbean like you're planning on.
[01:41:17.519 --> 01:41:21.461]  No, we're still monitoring radiation levels, but partial meltdowns have happened.
[01:41:21.862 --> 01:41:23.343]  Most of it's falling in the Pacific.
[01:41:23.663 --> 01:41:27.306]  They reported Friday and Saturday increased radiation levels, but they say it's safe.
[01:41:27.666 --> 01:41:29.687]  I'm going to talk about that in the final segment coming up.
[01:41:30.168 --> 01:41:38.454]  But if the radiation level continues to rise, I will get my family out because radiation affects children a lot worse than adults because they have fast-growing cells.
[01:41:39.815 --> 01:41:40.055]  Right.
[01:41:40.135 --> 01:41:44.696]  I sent my wife and child down to South America, just like Obama is right now.
[01:41:44.716 --> 01:41:47.317]  Well, it's a good move if you can do it.
[01:41:48.037 --> 01:41:48.557]  Exactly.
[01:41:48.957 --> 01:41:53.239]  I'm sitting here in Southern California being bathed in radioactive isotopes.
[01:41:53.359 --> 01:41:54.799]  Well, that's where it made landfall.
[01:41:54.819 --> 01:41:55.219]  Yes, sir.
[01:41:55.239 --> 01:41:58.320]  And they've confirmed radiation in the food and water in Japan.
[01:41:59.090 --> 01:42:03.112]  Where can I get actual readings of the radiation that's occurring here on the West Coast?
[01:42:03.352 --> 01:42:09.916]  I mean, all I get is people's interpretation saying, it's extremely low, but they don't actually give me in millisieverts or whatever it's coming through.
[01:42:09.996 --> 01:42:11.017]  Like, where can I get actual readings?
[01:42:11.037 --> 01:42:16.660]  You can search, uh, radiation monitoring stations by the EPA, but who knows if those are accurate.
[01:42:17.000 --> 01:42:23.344]  They just say that it's slightly increased, but that's the radiation from last Friday and Saturday before the big blowups.
[01:42:24.205 --> 01:42:25.245]  Did you say APA?
[01:42:26.406 --> 01:42:26.666]  What was that?
[01:42:27.066 --> 01:42:27.987]  No, I said, uh,
[01:42:28.945 --> 01:42:31.807]  I said the Federal Government EPA.
[01:42:32.567 --> 01:42:33.008]  A-P-A.
[01:42:33.108 --> 01:42:34.388]  E-P-A.
[01:42:34.548 --> 01:42:34.949]  EPA.
[01:42:35.009 --> 01:42:35.309]  EPA.
[01:42:35.369 --> 01:42:35.709]  Sounds good.
[01:42:35.729 --> 01:42:35.989]  Sorry.
[01:42:36.229 --> 01:42:36.690]  No, no, no.
[01:42:36.730 --> 01:42:37.810]  Thank you so much, Daniel.
[01:42:38.171 --> 01:42:39.852]  Kerry, Robert, Joe, George.
[01:42:40.802 --> 01:42:41.242]  Haboo!
[01:42:41.783 --> 01:42:43.003]  Your call, straight ahead.
[01:42:43.023 --> 01:42:47.386]  I'll also go ahead and shift gears into the latest on the reactor situation.
[01:42:47.706 --> 01:42:49.287]  Tomorrow we'll have three hours, 11 a.m.
[01:42:49.347 --> 01:42:49.867]  to 2 p.m.
[01:42:49.907 --> 01:42:51.908]  Central, to really break that down.
[01:42:52.269 --> 01:42:54.910]  But they covered up the 300 above-ground test here in the U.S.
[01:42:54.930 --> 01:42:56.311]  that increased cancer on record.
[01:42:56.731 --> 01:42:57.932]  They covered up Chernobyl.
[01:42:58.172 --> 01:42:58.832]  It's invisible.
[01:42:58.872 --> 01:42:59.513]  They can cover it up.
[01:43:00.308 --> 01:43:01.428]  A very wealthy U.S.
[01:43:01.488 --> 01:43:08.150]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:43:08.430 --> 01:43:10.690]  He says it will change everything about our lives.
[01:43:10.971 --> 01:43:16.172]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:43:16.352 --> 01:43:19.132]  Now this man has made some outrageous predictions over the years.
[01:43:19.392 --> 01:43:21.453]  The crazy part is, he's usually right.
[01:43:21.713 --> 01:43:27.637]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:43:27.957 --> 01:43:31.159]  In fact, Barron's called his work a dire prophecy.
[01:43:31.339 --> 01:43:36.882]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:43:37.122 --> 01:43:38.423]  And it's a real eye-opener.
[01:43:38.763 --> 01:43:39.984]  I can't stress this enough.
[01:43:40.064 --> 01:43:42.606]  You should at least watch this free video online today.
[01:43:42.726 --> 01:43:46.768]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:43:46.948 --> 01:43:48.669]  You can find the video at www.
[01:43:49.750 --> 01:43:51.431]  End of America 3.com.
[01:43:51.571 --> 01:43:54.013]  That's End of America, the number 3.com.
[01:43:54.153 --> 01:43:57.856]  Watch the free video at www.EndOfAmerica3.com.
[01:43:58.016 --> 01:43:59.016]  That's EndOfAmerica3.com.
[01:44:01.923 --> 01:44:05.564]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:44:05.884 --> 01:44:14.006]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:44:14.747 --> 01:44:18.788]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:44:19.368 --> 01:44:30.191]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:44:30.831 --> 01:44:39.839]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:44:40.340 --> 01:44:45.404]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:44:45.785 --> 01:44:52.971]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:44:53.271 --> 01:44:56.034]  That's www.silverlungs.com.
[01:45:01.238 --> 01:45:04.862]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:45:05.242 --> 01:45:08.245]  This is our last chance to not relive history.
[01:45:08.505 --> 01:45:13.269]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:45:13.289 --> 01:45:19.515]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:45:19.695 --> 01:45:21.918]  I think it's incumbent upon all of us
[01:45:22.458 --> 01:45:22.738]  Tim Geithner?
[01:45:22.758 --> 01:45:23.178]  Bernanke?
[01:45:23.278 --> 01:45:23.859]  They're arsonists!
[01:45:23.879 --> 01:45:24.699]  They're asking for more matches!
[01:45:25.039 --> 01:45:27.461]  And the Congress is saying, who do we make the check out to?
[01:45:41.368 --> 01:45:48.294]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[01:45:48.635 --> 01:45:57.763]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:45:59.790 --> 01:46:04.033]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:46:04.333 --> 01:46:04.613]  Number 1.
[01:46:05.253 --> 01:46:08.395]  New climate legislation could easily double or triple your electric bill.
[01:46:08.676 --> 01:46:09.236]  Number 2.
[01:46:09.536 --> 01:46:14.099]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:46:14.439 --> 01:46:14.880]  It's true.
[01:46:15.180 --> 01:46:19.743]  Total government control of electricity in the name of smart grid technology is coming.
[01:46:20.043 --> 01:46:20.583]  Number 3.
[01:46:20.863 --> 01:46:24.165]  In some areas of the country, the power grid is dangerously overloaded.
[01:46:24.466 --> 01:46:28.148]  And now, new socialist legislation is only compounding the problem.
[01:46:28.368 --> 01:46:28.909]  Number 4.
[01:46:29.149 --> 01:46:31.511]  Dangerous weather is always a threat to local grids.
[01:46:31.911 --> 01:46:35.294]  Every year, thousands of families lose their power from weather-related outages.
[01:46:35.594 --> 01:46:36.135]  Number 5.
[01:46:36.395 --> 01:46:40.318]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:46:40.539 --> 01:46:45.303]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:46:45.583 --> 01:46:49.604]  You can get more information at www.mysolarbackup.com.
[01:46:49.744 --> 01:46:51.325]  That's mysolarbackup.com.
[01:46:51.545 --> 01:46:53.625]  Remember, the government doesn't own the sun.
[01:46:53.785 --> 01:46:56.386]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:46:56.406 --> 01:47:02.328]  Coast to coast.
[01:47:02.708 --> 01:47:03.948]  Direct from Austin.
[01:47:04.109 --> 01:47:04.709]  Oh yeah!
[01:47:04.769 --> 01:47:08.030]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.230 --> 01:47:08.570]  Hit it!
[01:47:15.492 --> 01:47:21.045]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:47:21.526 --> 01:47:24.072]  You're listening to the Alex Jones Show!
[01:47:25.043 --> 01:47:32.968]  You can always keep track of what we're doing in our latest research and reports at InfoWars.com, PrisonPlanet.com, back live 11 a.m.
[01:47:33.029 --> 01:47:35.110]  Central tomorrow for three hours at least.
[01:47:35.130 --> 01:47:36.271]  A lot of times we go into overdrive.
[01:47:36.291 --> 01:47:39.073]  A couple days last week I did five or six hours live.
[01:47:39.833 --> 01:47:48.699]  Before I get into the nuclear reactor situation at Fukushima and the cover-up that's ongoing there, here's the weekly standard.
[01:47:48.719 --> 01:47:50.281]  It just came out yesterday.
[01:47:51.292 --> 01:47:56.859]  Mandatory spending to exceed all federal revenues 50 years ahead of schedule.
[01:47:58.040 --> 01:48:09.373]  And it goes on to say we have now gotten to the point where national defense, interstate highways, national parks, homeland security, and all other discretionary programs somehow became absolutely free.
[01:48:09.794 --> 01:48:11.135]  We still have a budget deficit.
[01:48:12.031 --> 01:48:14.592]  And it goes on that the White House Budget Office admits this.
[01:48:14.672 --> 01:48:17.673]  Now, that's where the globalist bankers want us.
[01:48:18.213 --> 01:48:23.995]  Totally dependent like a third world country to them, getting interest on our money made up out of nothing.
[01:48:24.516 --> 01:48:25.416]  This is the fraud.
[01:48:25.556 --> 01:48:26.936]  They're the real Gaddafi.
[01:48:27.357 --> 01:48:31.218]  They're the real Hitlers of the 21st century.
[01:48:31.758 --> 01:48:33.779]  And we're becoming just like a third world country.
[01:48:34.259 --> 01:48:39.361]  So, that's the issue here that people need to be made fully aware of.
[01:48:41.021 --> 01:48:44.582]  Now, continuing, the good news is they've gotten Plant No.
[01:48:44.882 --> 01:48:48.223]  5 and 6 at Fukushima to be stabilized.
[01:48:48.343 --> 01:48:51.905]  Plant 1 through 4 have blown up or on fire.
[01:48:51.965 --> 01:48:53.565]  They're still off-gassing radiation.
[01:48:53.585 --> 01:48:55.866]  At least two breaches of core facilities.
[01:48:58.130 --> 01:49:06.353]  And in every other nuclear disaster, whether it was Three Mile Island or Chernobyl in 86, we're told don't worry about it because it's an invisible poison.
[01:49:06.993 --> 01:49:18.057]  Though our own government admits a million people have died, roughly, from the 1986 and the 25 years of radiation from Chernobyl that many experts say is a lot.
[01:49:18.837 --> 01:49:27.906]  Less deadly than what we've seen happen in Fukushima, where 600 plus thousand fuel rods were stored, many of them on top of the reactors that had blown sky high.
[01:49:28.366 --> 01:49:31.689]  The Japanese government admits the radiation is lethal in that area.
[01:49:32.370 --> 01:49:38.415]  Upwards of 100 miles away, the food and water has been contaminated by radioactive iodine and other isotopes.
[01:49:39.156 --> 01:49:44.161]  Winds are threatening to turn south, and have now turned south towards Tokyo, AccuWeather reports.
[01:49:44.781 --> 01:49:47.503]  The Japanese government's now talking about a Chernobyl solution.
[01:49:47.864 --> 01:49:49.866]  Maybe the last resort for Japan's reactors.
[01:49:50.226 --> 01:49:51.847]  Burying them in sand and concrete.
[01:49:51.867 --> 01:49:53.369]  The problem is it'll get into the water table.
[01:49:53.889 --> 01:49:58.173]  Much of the smoke and radioactive debris has been blowing west towards the United States.
[01:49:58.533 --> 01:50:04.939]  The first leaks were on Friday but limited compared to what happened Saturday through Friday and then today through Sunday.
[01:50:05.239 --> 01:50:10.664]  That smoke's coming towards the United States with lower level elevated radiation hitting the west coast.
[01:50:12.014 --> 01:50:15.277]  Again, Japan mulls ban on Fukushima area food products.
[01:50:15.377 --> 01:50:19.640]  Reuters, Tokyo water samples show radioactive iodine, the government reports.
[01:50:20.161 --> 01:50:22.122]  That's 150 miles away, by the way.
[01:50:23.023 --> 01:50:25.825]  Japan crisis forces rethink of nuclear option.
[01:50:26.606 --> 01:50:28.547]  They're building nuclear plants all over the world.
[01:50:28.587 --> 01:50:30.029]  They have a long history of covering up.
[01:50:31.036 --> 01:50:48.053]  Continuing downstream effects from Fukushima catastrophe, Zero Hedge reporting, Japan saw some success in its race to avert disaster at the tsunami-damaged power plant, though minor radiation leaks underline perils for the world's worst nuclear crisis since Chernobyl 25 years ago.
[01:50:48.113 --> 01:50:49.515]  Japan may have reached a turning point.
[01:50:50.819 --> 01:51:01.202]  in winning its week-long battle to prevent a massive radiation leak when it succeeded in containing a power transmission line to the disabled Fukushima power plant.
[01:51:01.543 --> 01:51:02.743]  Now they're saying it's not working.
[01:51:03.163 --> 01:51:09.065]  Japan is considering whether to halt sales of food products from near the crippled nuclear plant.
[01:51:09.125 --> 01:51:13.126]  Russian Prime Minister Vladimir Putin offered to give natural gas supplies to Japan.
[01:51:13.526 --> 01:51:16.367]  Japan has raised the severity of the nuclear rating crisis from a 4 to a 5.
[01:51:19.619 --> 01:51:24.822]  The TEPCO managers of the plant have announced rolling blackouts after its power generation was cut.
[01:51:25.202 --> 01:51:33.106]  Japanese Utility Electric declares force majeure on its near-term thermal coal shipments due to port damage.
[01:51:34.127 --> 01:51:35.748]  So that's affecting the world economy.
[01:51:36.921 --> 01:51:39.763]  Continuing the miracle tale of survival.
[01:51:39.803 --> 01:51:45.686]  Grandmother and boy pulled from rubble nine days after tsunami smashed city.
[01:51:46.647 --> 01:51:50.609]  The amount of radioactive fuel from Fukushima dwarfs Chernobyl.
[01:51:51.230 --> 01:51:55.492]  Those are just some of the reports at InfoWars.com and PrisonPlanet.com.
[01:51:55.512 --> 01:52:00.315]  But more and more the world is distracted from what's happening with the trade winds and
[01:52:00.936 --> 01:52:02.600]  Hey Alex, Al Qaeda Jones, how you doing?
[01:52:13.155 --> 01:52:15.296]  I listen to you every day on podcast.
[01:52:15.376 --> 01:52:16.736]  I'm a loudspeaker at work.
[01:52:16.816 --> 01:52:18.497]  Everyone thinks that you're Rush Limbaugh.
[01:52:18.537 --> 01:52:21.077]  They first think that by your voice that you are.
[01:52:21.297 --> 01:52:23.538]  And I have to tell them that, oh, it's Alex Jones.
[01:52:23.858 --> 01:52:32.000]  I haven't heard too many comparisons to myself and Lord Limbaugh, but I do know I'm on the cover of Talkers magazine this month and the keynote speaker at the yearly Talkers event.
[01:52:32.040 --> 01:52:33.961]  It's normally Lord Limbaugh, so I'm very honored.
[01:52:36.002 --> 01:52:44.188]  Well, I inadvertently end up spreading your name, and I've ended up having quite a few people tune in to you.
[01:52:44.208 --> 01:52:48.171]  That's why we're the number one show on the web, thanks to you and Soon on AM and FM, Gary.
[01:52:48.872 --> 01:52:49.032]  Yep.
[01:52:49.472 --> 01:52:53.816]  But I wanted to get to the important point and make this quick for other people that are in line also.
[01:52:55.017 --> 01:52:58.940]  Are you aware of any close-up video at the reactor site?
[01:53:00.064 --> 01:53:02.468]  Uh, yes, and it's showing total devastation.
[01:53:02.488 --> 01:53:04.531]  At least four of them are wrecked, the others damaged.
[01:53:04.571 --> 01:53:12.542]  And Fox News, every day I watch, shows old file footage of a clean, nice plant and tells people that's live footage.
[01:53:12.622 --> 01:53:13.824]  It's incredible deception.
[01:53:15.069 --> 01:53:25.075]  Well, I was on YouTube yesterday, and I saw a video that only had 3,000 views, and I was surprised it didn't have more, unless it was a copy of another one that has a lot more views.
[01:53:25.735 --> 01:53:35.621]  But I think it could be found on YouTube, and it's close-up footage that I think was secretly taken by a cell phone by one of the workers.
[01:53:35.641 --> 01:53:43.446]  Well, that's actually in the print media photos and video of just shattered, devastated, smoking, radioactive derelicts.
[01:53:45.623 --> 01:53:54.245]  And you can just totally tell by looking at that that there's no way that, especially those used rods on top of the facility, that they could have been contained.
[01:53:54.925 --> 01:53:56.266]  I hear you.
[01:53:56.406 --> 01:53:57.146]  Kerry, it's huge.
[01:53:57.206 --> 01:53:58.006]  I appreciate the call.
[01:53:58.566 --> 01:54:04.748]  Again, I don't have some beef with Fox News, but a month ago they played dubbed audio of
[01:54:06.570 --> 01:54:15.297]  Ron Paul being booed, and then didn't even say he'd won the straw poll, and now they show the reactor, you've all seen it, freshly painted and clean, every day.
[01:54:15.317 --> 01:54:17.199]  I mean, it's just how dumb to think their viewers are.
[01:54:17.219 --> 01:54:22.763]  I guess as dumb as MSNBC viewers, who say it's racist to not want government-run healthcare.
[01:54:23.183 --> 01:54:24.504]  Robert in Texas, go ahead.
[01:54:24.524 --> 01:54:26.906]  Alex, thanks for taking my call.
[01:54:26.926 --> 01:54:29.248]  I have a quick question regarding the situation in Libya.
[01:54:29.728 --> 01:54:34.052]  With all the news covering Clinton and Obama and their soundbites saying that
[01:54:34.491 --> 01:54:35.872]  This is going to be a limited action.
[01:54:35.892 --> 01:54:37.052]  There's going to be no ground troops.
[01:54:37.512 --> 01:54:41.214]  With the Cure Sarge and the Baton positioning themselves off the coast.
[01:54:41.294 --> 01:54:44.295]  Yeah, those are sister ships to the Coronado.
[01:54:44.755 --> 01:54:46.916]  Those are big Marine Corps landing ships.
[01:54:47.518 --> 01:54:47.978]  Exactly.
[01:54:48.059 --> 01:54:52.642]  So, you know, on prior Navy, that's a move to do something bigger than what we're being told.
[01:54:52.722 --> 01:54:54.464]  No, they just pulled him in right off the coast.
[01:54:54.504 --> 01:54:55.104]  Yeah, no, no.
[01:54:55.464 --> 01:55:05.072]  Because if you read that UN resolution, it could be, they say, Obama said, you will accept a humanitarian ground force or else, well, humanitarian means troops.
[01:55:06.033 --> 01:55:06.473]  Exactly.
[01:55:06.893 --> 01:55:13.839]  So, and so my question for you is, with us being told repeatedly that there's not going to be any ground troops, how is this
[01:55:14.454 --> 01:55:14.854]  Very good.
[01:55:14.895 --> 01:55:17.918]  I just want to let you know that me and my wife welcomed our son Alex into the world yesterday.
[01:55:17.938 --> 01:55:18.879]  So I think it's like that.
[01:55:36.084 --> 01:55:37.024]  Oh man, you're awesome.
[01:55:37.565 --> 01:55:40.506]  Just don't name him Alexander Emmerich, and then he'd really be named after me.
[01:55:40.766 --> 01:55:41.526]  You're awesome, Robert.
[01:55:41.546 --> 01:55:44.707]  I want to go to Joe, George, Habu, and others, but we're almost out of time.
[01:55:44.767 --> 01:55:46.648]  Habu in Wisconsin, you're on the air.
[01:55:48.268 --> 01:55:49.289]  Thank you, Alex.
[01:55:49.369 --> 01:55:52.390]  It's a great pleasure to listen to you and even more to be on your show.
[01:55:52.730 --> 01:55:53.790]  I'll be very pithy here.
[01:55:55.191 --> 01:55:56.971]  You know, just two quick points.
[01:55:57.672 --> 01:55:58.312]  It seems like
[01:55:59.164 --> 01:55:59.745]  The U.S.
[01:56:00.205 --> 01:56:04.170]  and the NATO delayed the resolution in the U.N.
[01:56:04.710 --> 01:56:10.497]  until Qaddafi's forces were at the gates of Benghazi so that they could ramrod anything through.
[01:56:12.440 --> 01:56:18.304]  The Democrats, the true Democrats in Libya would be compromised.
[01:56:19.165 --> 01:56:24.148]  No, that's it because the true rebel forces arrested SAS.
[01:56:24.208 --> 01:56:25.769]  They weren't playing ball.
[01:56:25.809 --> 01:56:27.350]  They let Qaddafi win first.
[01:56:27.390 --> 01:56:28.451]  I was going to make that point earlier.
[01:56:28.491 --> 01:56:29.171]  I'm glad you made it.
[01:56:29.812 --> 01:56:37.036]  Let Qaddafi start winning so the rebels need the globalists, so the globalists have an excuse to actually come in and then put who they want in place.
[01:56:37.156 --> 01:56:37.897]  Very astute.
[01:56:38.914 --> 01:56:51.179]  And the second point, and very quickly, you know, this is really appalling, no less on the anniversary of the attack on Iraq, to bring in the, you know, naval ships from so many... Well, you just made a point.
[01:56:51.359 --> 01:56:52.840]  This is the anniversary.
[01:56:52.880 --> 01:56:57.862]  The bombardment started about five days ago, eight years, nine years ago, 2003.
[01:56:58.783 --> 01:56:59.643]  Very good point.
[01:56:59.683 --> 01:57:00.624]  The Ides of March.
[01:57:00.684 --> 01:57:05.306]  The Romans always talk about the time to launch a war was March for Mars, the god of war.
[01:57:06.086 --> 01:57:08.107]  Well, thank you very much and all the very best to you.
[01:57:08.646 --> 01:57:09.426]  Thank you.
[01:57:09.466 --> 01:57:10.386]  I love that type of call.
[01:57:10.826 --> 01:57:11.526]  I'm sorry to Joe.
[01:57:11.567 --> 01:57:12.367]  I'm sorry to George.
[01:57:12.487 --> 01:57:13.707]  Call me back tomorrow, 11 a.m.
[01:57:13.747 --> 01:57:14.067]  Central.
[01:57:14.087 --> 01:57:15.027]  We'll be here live.
[01:57:15.387 --> 01:57:19.648]  I couldn't do this without our sponsors, our AM and FM affiliates, my great crew in there.
[01:57:20.168 --> 01:57:24.009]  Continue to follow what we're doing at Twitter.com forward slash RealAlexJones.
[01:57:24.469 --> 01:57:31.990]  Continue to track everything at InfoWars.com, PrisonPlanet.com, the live video streaming at PrisonPlanet.tv.
[01:57:32.190 --> 01:57:35.731]  All I do is look at the facts, report what I believe to be the truth.
[01:57:36.091 --> 01:57:37.391]  Doesn't mean I have all the answers.
[01:57:37.771 --> 01:57:39.933]  It's a lot better what you get from CNN and others.
[01:57:40.293 --> 01:57:41.134]  See you back tomorrow.
[01:57:41.274 --> 01:57:42.095]  God bless you all.
[01:57:42.215 --> 01:57:42.955]  Pray for the world.
[01:57:47.359 --> 01:57:48.540]  InfoWars.com.
[01:57:50.241 --> 01:57:51.362]  A very wealthy U.S.
[01:57:51.402 --> 01:57:52.984]  citizen is predicting that in
