[00:00:00.009 --> 00:00:00.780]  Radio Network.
[00:27:22.401 --> 00:27:31.707]  They send planes up 30, 50,000 feet and they have scoops and they pick up spider webs, pieces of dirt, things that get into the atmosphere.
[00:27:32.067 --> 00:27:35.069]  You see that stuff gets airborne like a kite and blows up.
[00:27:35.609 --> 00:27:38.291]  Trash bags, pieces of plastic.
[00:27:39.151 --> 00:27:44.714]  That can then, pieces of seaweed that dry and then get into the atmosphere, that blows over.
[00:27:44.774 --> 00:27:58.663]  And so, the Geiger counter, and we've seen this now with the different radiation monitoring stations, they'll suddenly go from only a little bit of radiation to a lot as the piece of highly radioactive material blows by.
[00:27:59.557 --> 00:28:01.479]  And then it's like, well, we did get a spike.
[00:28:01.519 --> 00:28:03.500]  We keep seeing these spikes and they go right back down.
[00:28:03.821 --> 00:28:05.362]  That's because it's localized.
[00:28:05.422 --> 00:28:10.466]  It's only little bitty pieces of this stuff that's actually making it over here.
[00:28:11.047 --> 00:28:19.174]  And so that's why you're seeing certain detectors showing higher levels, others showing no increases, others showing just a general increase.
[00:28:19.634 --> 00:28:21.075]  That's why this is happening.
[00:28:25.959 --> 00:28:26.580]  Now remember,
[00:28:28.032 --> 00:28:31.896]  We have heard over and over and over and over again...
[00:28:33.103 --> 00:28:37.264]  That it was only low radiation in Japan, and it turns out that that was a cover-up.
[00:28:37.684 --> 00:28:39.664]  The Russians in 86 with Chernobyl.
[00:28:39.864 --> 00:28:40.584]  Same story.
[00:28:41.265 --> 00:28:42.665]  Governments behave the same.
[00:28:42.845 --> 00:28:45.305]  Deceptive, whitewashing, manipulative.
[00:28:45.685 --> 00:28:49.986]  Because they'd rather not have liability for these big corporations that built these plants.
[00:28:50.326 --> 00:28:54.927]  They'd rather not have politicians that have been pro-nuclear getting in political trouble.
[00:28:55.507 --> 00:28:59.248]  And there's really not a lot they can do about this, so they're just going to tell you everything's fine.
[00:29:00.916 --> 00:29:08.882]  Very low levels of radiation turned up in a sample of milk from Washington State, exactly where we predicted it would make landfall according to the meteorological reports.
[00:29:09.242 --> 00:29:16.207]  The Environmental Protection Agency and the Food and Drug Administration said yesterday, but federal officials assured consumers not to worry.
[00:29:16.548 --> 00:29:17.208]  Well, you know what?
[00:29:18.869 --> 00:29:28.656]  We're only buying milk that's locally produced right now for our children, even though Texas has gotten some of it in the winds, in the satellite reports.
[00:29:29.673 --> 00:29:37.239]  The FDA said such findings were to be expected in the coming days because of nuclear crisis in Japan and that levels were expected to drop relatively quickly.
[00:29:37.280 --> 00:29:37.520]  Really?
[00:29:37.940 --> 00:29:39.361]  More radiation's coming out.
[00:29:39.862 --> 00:29:43.945]  We're just getting radiation now from a week and a half into the disaster.
[00:29:45.767 --> 00:29:50.351]  It's admitted the higher levels came after that and are now belching forth as we speak.
[00:29:52.973 --> 00:29:53.894]  We're on the march.
[00:29:54.374 --> 00:29:55.895]  The Empire's on the run.
[00:29:56.889 --> 00:29:59.650]  Alex Jones and the GCN Radio Network.
[00:30:02.711 --> 00:30:04.312]  Hello friends, this is Alex Jones.
[00:30:04.352 --> 00:30:07.173]  You've heard me talk about Calden 5 Star Soaps for years.
[00:30:07.733 --> 00:30:12.655]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:30:12.955 --> 00:30:16.117]  You can buy factory direct, shipped via UPS right to your door.
[00:30:16.397 --> 00:30:18.738]  Check them out on the web at 5starsoap.com.
[00:30:19.358 --> 00:30:20.219]  Or call 800-340-7091.
[00:30:22.882 --> 00:30:23.842]  Take my word for it.
[00:30:24.023 --> 00:30:26.345]  Once you've used pure soap, you won't buy anything else.
[00:30:26.685 --> 00:30:32.911]  Since 1947, Calvin's Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:30:33.212 --> 00:30:36.034]  Buy American and stay clean, as well as support InfoWars.
[00:30:36.154 --> 00:30:38.397]  Visit 5StarsSoap.com today or call 1-800-340-7091.
[00:30:38.477 --> 00:30:39.738]  Well, Marty, what do you have to say?
[00:30:43.027 --> 00:30:50.276]  As founder and owner for over 63 years, satisfaction is guaranteed on W3rd Bank.
[00:30:50.936 --> 00:30:56.022]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:30:56.062 --> 00:30:56.503]  Thank you!
[00:31:03.593 --> 00:31:07.217]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:31:07.617 --> 00:31:10.620]  This is our last chance to not relive history.
[00:31:10.861 --> 00:31:15.646]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:31:15.666 --> 00:31:21.872]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:31:22.052 --> 00:31:24.295]  I think it's incumbent upon all of us
[00:31:24.815 --> 00:31:25.095]  Tim Geithner?
[00:31:25.115 --> 00:31:25.555]  Bernanke?
[00:31:25.615 --> 00:31:25.956]  They're arsonists!
[00:31:25.976 --> 00:31:26.736]  They're asking for more matches!
[00:31:26.756 --> 00:31:29.077]  And the Congress is saying, who do we make the check out to?
[00:31:43.723 --> 00:31:47.648]  Today seems like nobody does care and right now in Washington D.C.
[00:31:48.088 --> 00:31:50.631]  we have seen a fall of the Republic.
[00:31:50.991 --> 00:32:00.122]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:32:02.876 --> 00:32:07.161]  Alex has told you about the terrible perfect storm of rising food prices.
[00:32:07.401 --> 00:32:10.264]  The Japanese tragedy proves how important food is.
[00:32:10.605 --> 00:32:13.688]  Our own gas prices are driving food costs through the roof.
[00:32:13.929 --> 00:32:18.614]  The huge population countries are buying up American unprotected exports of food.
[00:32:18.954 --> 00:32:21.097]  The falling dollars inflating food prices.
[00:32:21.597 --> 00:32:26.062]  Ethanol subsidies are driving fuel and food costs to all-time highs.
[00:32:26.422 --> 00:32:32.448]  We are experiencing the greatest explosion of food shortages and food prices America has ever seen.
[00:32:32.688 --> 00:32:36.953]  Folks, you have to freeze the cost and availability of your food now.
[00:32:40.845 --> 00:32:41.285]  Thank you.
[00:33:12.119 --> 00:33:38.168]  Okay, so running back through these headlines, Washington State is reporting radioactive iodine in the milk, but the FDA is saying, don't worry about it, it's not going to hurt you.
[00:33:38.568 --> 00:33:41.269]  This was to be expected and we expect the levels to drop.
[00:33:42.410 --> 00:33:57.852]  My friends, the facts are, going back now, it'll be three weeks ago tomorrow, when the tsunami and earthquake, first the earthquake, then the tsunami hit and devastated the Fukushima 6 reactor facility.
[00:33:58.493 --> 00:34:03.477]  And five of the six have either exploded, have breached cores, have fully melted down.
[00:34:03.817 --> 00:34:07.320]  Reactor 2 was damaged and had a crack in it.
[00:34:07.400 --> 00:34:12.384]  That has now melted and basically poured out and melted through the floor.
[00:34:12.864 --> 00:34:17.608]  The London Guardian reported on that yesterday and there is almost no U.S.
[00:34:17.668 --> 00:34:19.750]  media even talking about that.
[00:34:20.390 --> 00:34:26.275]  And so the fires, the explosions, the smoking, the meltdowns, it's only intensifying.
[00:34:27.076 --> 00:34:37.640]  They've gone from 20 times safe radiation to 100, to 200, to 1,600, to 10,000, to 100,000 as of four days ago on Sunday.
[00:34:38.480 --> 00:34:43.082]  Now does that jive with the FDA saying we expect the radiation to go down now?
[00:34:43.382 --> 00:34:50.165]  No, that's not what's going to happen with the jet stream and the trade winds going right over Japan with those reactors on their east coast.
[00:34:51.260 --> 00:34:59.498]  Coming in in the highest levels from Northern Mexico through Southern California, Northern California, Washington, Washington State.
[00:35:00.799 --> 00:35:02.300]  Canada and Alaska.
[00:35:02.600 --> 00:35:03.501]  That's where it's heading.
[00:35:03.521 --> 00:35:09.085]  That's where we said two weeks ago we expected to see the first radiation in the milk would be in Washington.
[00:35:09.545 --> 00:35:10.245]  I said that on air.
[00:35:10.546 --> 00:35:10.866]  Why?
[00:35:11.226 --> 00:35:30.479]  Because meteorologists said the jet stream tended to dump in at a lower level on the West Coast along that mountain range and that it would precipitate higher levels out from Southern California and that mountain range, the high desert, all the way up through the mountain ranges and the hill ranges there on the coastline.
[00:35:30.979 --> 00:35:37.064]  That's why you get so much fog in Los Angeles and so much smog is because you got those hills and mountains.
[00:35:38.726 --> 00:35:51.776]  On the other side of the city, the ocean currents and the ocean stream and the jet stream comes in and then builds up and stacks up against those mountains and it does it all the way up the coast and that's where you're going to get higher levels of radiation.
[00:35:52.457 --> 00:35:54.819]  But they're saying, oh don't worry, we expect it to lower.
[00:35:54.939 --> 00:35:55.860]  It will not lower.
[00:35:56.590 --> 00:36:06.893]  I mean, if these plants continue to explode and burn and smoke and put out higher levels of radiation, on average it takes 7 to 10 days for it, depending on the speed of the jet stream.
[00:36:07.333 --> 00:36:08.313]  You have to forecast that.
[00:36:08.353 --> 00:36:14.134]  But 7 to 10 days, according to all the meteorologists, for whatever happens in northeast Japan to reach us.
[00:36:14.795 --> 00:36:19.716]  So, we could expect in the next 3 to 4 days, getting
[00:36:20.933 --> 00:36:26.437]  Those higher levels of radiation here, it will obviously dissipate into the Pacific Ocean.
[00:36:26.837 --> 00:36:29.039]  So low levels of radiation found in U.S.
[00:36:29.099 --> 00:36:31.581]  milk, they're saying don't worry about it, it's going to go down soon.
[00:36:32.101 --> 00:36:32.681]  Total lie.
[00:36:33.542 --> 00:36:41.488]  I would absolutely expect, I'd say it's 100%, because those trade winds and jet stream haven't changed, that it's going to go up in the next week to two weeks.
[00:36:42.543 --> 00:36:44.385]  Continuing, Japan's nuclear rescuers.
[00:36:44.745 --> 00:36:46.807]  Inevitable, some of them may die within weeks.
[00:36:47.267 --> 00:36:51.111]  The head of the facility, who's been at the facility, is now in the hospital.
[00:36:51.131 --> 00:36:52.212]  They won't really say why.
[00:36:52.612 --> 00:36:55.354]  President of Fukushima nuclear power plant operator hospitalized.
[00:36:55.655 --> 00:36:57.456]  They give some vague thing about blood pressure.
[00:36:58.217 --> 00:37:01.840]  Radiation levels in seawater off Japan plant spiked to all-time highs.
[00:37:02.321 --> 00:37:02.881]  That's out of CNN.
[00:37:04.342 --> 00:37:07.564]  Continuing, nuclear, Japan nuclear crisis.
[00:37:07.704 --> 00:37:09.564]  Evacuees turned away from shelters.
[00:37:09.625 --> 00:37:21.770]  Hundreds of people evacuated from towns and villages close to the stricken Fukushima nuclear plant are being turned away by medical institutions and emergency shelters as fears of radioactive contagion catch on.
[00:37:23.123 --> 00:37:30.627]  Hospitals, doctors, nurses are refusing to treat people who, when you put a Geiger counter to them, the Geiger counter ticks up.
[00:37:31.208 --> 00:37:33.189]  And I think that that violates their Hippocratic oath.
[00:37:33.209 --> 00:37:39.112]  You signed up to be a doctor, to be in rough situations, but I can't really judge them because I haven't been in their shoes.
[00:37:39.913 --> 00:37:49.619]  But I will tell you right now that this shows you that some of these people have been around radiation 100,000 times, safe levels, and they are walking dead.
