[00:00:00.009 --> 00:00:01.982]  This is Alex Jones.
[00:25:01.679 --> 00:25:03.261]  They act like they're fighting with each other.
[00:25:03.701 --> 00:25:04.903]  It's staged at that level.
[00:25:05.323 --> 00:25:16.036]  And so they've allowed Obama to play this card because geopolitically, Pakistan has teamed up with Saudi Arabia because Saudi Arabia realizes that they're being double-crossed right now.
[00:25:17.017 --> 00:25:25.203]  And that most of these Arab Spring activities have been stirred up by the West to try to destabilize the region so they have a pretext to expand the wars.
[00:25:25.683 --> 00:25:28.505]  And now it's been admitted, Libya, Egypt, all staged by the West.
[00:25:28.885 --> 00:25:32.688]  Doesn't mean there aren't folks that are angry at these dictators that are also going along with it.
[00:25:32.708 --> 00:25:40.874]  The point is the match was struck, the fire was lit by the globalists and that's now incontrovertible, absolute proof.
[00:25:40.914 --> 00:25:42.455]  So I just talked to
[00:25:44.861 --> 00:25:57.024]  Dr. Pachenek, who has not been on this show since April 2002, he got a lot of heat for it and even called me at the time and said, is there a way to pull that transcript and that audio down?
[00:25:57.224 --> 00:26:00.264]  I am getting excoriated at the CFR right now.
[00:26:00.304 --> 00:26:01.205]  I'm getting a lot of heat.
[00:26:01.545 --> 00:26:02.385]  And I said, sorry, sir.
[00:26:02.465 --> 00:26:06.866]  It's basically the horse left the barn a long time ago.
[00:26:07.206 --> 00:26:11.167]  But the point is, now he's ready to come back on because he has been vindicated.
[00:26:11.980 --> 00:26:16.521]  Benazir Bhutto, the President of Pakistan, came out and said, Bin Laden has been dead.
[00:26:16.561 --> 00:26:17.102]  He was killed.
[00:26:17.422 --> 00:26:18.542]  And she even said, who killed him?
[00:26:19.262 --> 00:26:20.663]  And that was the intel I was given.
[00:26:20.703 --> 00:26:22.243]  He was dying of kidney failure.
[00:26:23.003 --> 00:26:26.425]  He put out those letters saying, this is not me, and these tapes.
[00:26:27.285 --> 00:26:28.005]  Remember this in the news?
[00:26:28.045 --> 00:26:29.285]  He said, I did not do this.
[00:26:29.886 --> 00:26:30.446]  And boom.
[00:26:31.306 --> 00:26:32.547]  Special Forces went in.
[00:26:32.567 --> 00:26:34.407]  This is the intel from folks at the White House.
[00:26:34.847 --> 00:26:37.048]  They killed him, and Frozen is signed in.
[00:26:37.088 --> 00:26:40.270]  And he was actually killed in the area of Pakistan.
[00:26:40.310 --> 00:26:41.570]  He did actually live in that area.
[00:26:41.830 --> 00:26:45.552]  In fact, Watson's digging up the old articles from three months before.
[00:26:45.792 --> 00:26:47.593]  And I remember him, so Watson's digging them up.
[00:26:47.633 --> 00:26:48.493]  He remembers them as well.
[00:26:48.773 --> 00:26:50.714]  And he's my literal bloodhound.
[00:26:51.234 --> 00:26:54.295]  I remember a news article, but can't remember the 10-year-old headline.
[00:26:54.676 --> 00:26:59.998]  He is like a battle-tested bloodhound.
[00:27:00.818 --> 00:27:09.383]  And he will ferret it out, we've got that report coming up, where it was in the news that British journalists went to see him and there was British Special Forces guarding him.
[00:27:09.403 --> 00:27:12.404]  Ooh, when we dig this out, you guys are in trouble.
[00:27:13.185 --> 00:27:17.747]  And so, they had him dead, the word is, within a month after 9-11.
[00:27:19.008 --> 00:27:23.291]  And all that stuff about he's in Tora Bora and the Delta Force had him in the sides but they wouldn't let him kill him.
[00:27:23.671 --> 00:27:27.494]  They were telling Delta Force, they were telling Army, they were telling the SEALs that.
[00:27:27.874 --> 00:27:30.256]  They were telling them that's him but then oh you can't get him.
[00:27:30.476 --> 00:27:35.580]  To even create the narrative that it was lawyers, you know, who wanted to be politically correct or something.
[00:27:35.920 --> 00:27:38.262]  And that oh they wanted to keep the myth of Bin Laden going.
[00:27:38.482 --> 00:27:39.563]  That part's actually true.
[00:27:39.843 --> 00:27:42.325]  See they put out propaganda that part of it's true.
[00:27:43.404 --> 00:27:48.709]  But I mean, Steve Pchenik, this was the right-hand guy, you know, under Henry Kissinger.
[00:27:51.512 --> 00:27:55.176]  He's been on record that he worked with bin Laden when it was the Mujahideen.
[00:27:55.476 --> 00:27:56.377]  He knows him.
[00:27:57.919 --> 00:27:59.621]  And Pchenik is going to be on with us.
[00:27:59.681 --> 00:28:01.542]  Again, he called me back right during the break.
[00:28:01.582 --> 00:28:02.343]  I had one minute left.
[00:28:02.864 --> 00:28:05.126]  Jared, I actually hung up on him before I gave it back to you.
[00:28:05.166 --> 00:28:05.987]  Did you get a hold of Pchenik?
[00:28:06.027 --> 00:28:06.688]  He is on at one.
[00:28:09.810 --> 00:28:10.691]  That is super news.
[00:28:10.791 --> 00:28:14.653]  Okay, so he is on at 1 o'clock today.
[00:28:14.693 --> 00:28:15.373]  This is big.
[00:28:15.713 --> 00:28:19.976]  Now, I've got General Hamid Ghul on, and then I've got all these other guests.
[00:28:20.296 --> 00:28:27.640]  I've kind of had Jaron overbook the show under my orders, because I've got Ghul on for 30 minutes, then I've got Corbett, then I've got J.J.
[00:28:27.680 --> 00:28:28.081]  Stone.
[00:28:29.332 --> 00:28:34.435]  And I've literally got all of this news and I've got incredible financial news I've got to go over.
[00:28:35.756 --> 00:28:38.577]  The first fake photo, they've got more fake stuff coming out.
[00:28:39.498 --> 00:28:46.622]  I've got the Washington Post, LA Times, New York Magazine.
[00:28:48.143 --> 00:28:49.023]  I saw over 30,000 articles.
[00:28:50.814 --> 00:28:53.737]  With the name Infowars or Infowars.com in it.
[00:28:54.078 --> 00:28:54.959]  I didn't look at it myself.
[00:28:54.979 --> 00:28:56.220]  Google said 30 plus thousand.
[00:28:57.141 --> 00:28:58.643]  I could only look at a few dozen.
[00:28:59.764 --> 00:29:02.968]  And some of these are actually surprisingly fair.
[00:29:03.148 --> 00:29:06.252]  I thought the Washington Post person was being a little sarcastic with me.
[00:29:07.733 --> 00:29:08.714]  But it's overall pretty fair.
[00:29:10.410 --> 00:29:20.212]  And there's a lot of other articles, the news, that's actually pointing out that all these officials did say he was dead, and that it was being covered up, and that he was going to be rolled out later.
[00:29:20.312 --> 00:29:23.772]  So, Brett Bart's going with the fact that it may be a cover-up.
[00:29:24.132 --> 00:29:25.573]  The Tea Party Nation is.
[00:29:25.593 --> 00:29:29.193]  I mean, folks don't buy anything the government says now.
[00:29:29.673 --> 00:29:30.334]  And that's healthy.
[00:29:31.294 --> 00:29:32.214]  We're on the march.
[00:29:32.694 --> 00:29:34.294]  The Empire's on the run.
[00:29:35.214 --> 00:29:37.895]  Alex Jones and the GCN Radio Network.
[00:29:40.962 --> 00:29:42.083]  A very wealthy U.S.
[00:29:42.124 --> 00:29:48.831]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:29:49.071 --> 00:29:51.374]  He says it will change everything about our lives.
[00:29:51.634 --> 00:29:56.800]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:29:57.000 --> 00:29:59.781]  Now, this man has made some outrageous predictions over the years.
[00:30:00.042 --> 00:30:02.163]  The crazy part is, he's usually right.
[00:30:02.363 --> 00:30:08.286]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:30:08.606 --> 00:30:11.807]  In fact, Barron's called his work a dire prophecy.
[00:30:11.988 --> 00:30:17.510]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:30:17.770 --> 00:30:19.071]  And it's a real eye-opener.
[00:30:19.411 --> 00:30:20.612]  I can't stress this enough.
[00:30:20.712 --> 00:30:23.253]  You should at least watch this free video online today.
[00:30:23.373 --> 00:30:24.794]  He explains everything you need to know.
[00:30:25.054 --> 00:30:27.395]  Including simple steps you can take to protect yourself.
[00:30:41.019 --> 00:30:47.704]  Over the last year, Alex has told you about and many of you have experienced emergencies and disasters in unprecedented numbers.
[00:30:47.985 --> 00:30:50.326]  People have had to literally run for their lives.
[00:30:50.607 --> 00:30:52.828]  Folks, this is Steve Schenck with eFoods Direct.
[00:30:53.068 --> 00:30:57.232]  I'm not here to scare you, but when disaster strikes, you won't have time to think.
[00:30:57.432 --> 00:30:58.913]  You must act automatically.
[00:30:59.133 --> 00:31:02.315]  What does a pilot do when the helicopter engine fails in flight?
[00:31:02.635 --> 00:31:05.117]  No time to think, just act automatically.
[00:31:05.417 --> 00:31:13.383]  When the alert is broadcast, the alarm sounds, or the knock comes on your door, you'll need to be ready to act without thinking of what to do or what you need.
[00:31:13.763 --> 00:31:16.925]  You need a 5-Day Extreme Emergency Kit with
[00:31:17.005 --> 00:31:18.305]  Go to efoodsdirect.com slash alex or call 800-409-5633.
[00:31:18.325 --> 00:31:19.626]  That's efoodsdirect.com slash alex.
[00:31:19.646 --> 00:31:19.686]  800-409-5633.
[00:31:44.739 --> 00:31:45.660]  Tyranny is here.
[00:31:46.021 --> 00:31:49.925]  The grim future foretold in 1984 has become reality.
[00:31:49.945 --> 00:31:52.148]  It really says that the state is God.
[00:31:52.168 --> 00:31:57.634]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:31:58.055 --> 00:32:04.302]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:32:04.702 --> 00:32:10.246]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:32:10.687 --> 00:32:14.349]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:32:14.870 --> 00:32:18.893]  Prepare to enter the secretive world of emergency dictatorship.
[00:32:19.153 --> 00:32:24.657]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:32:25.097 --> 00:32:28.059]  It's only the beginning of the New World Order's hellish plan.
[00:32:28.660 --> 00:32:30.101]  The police state isn't coming.
[00:32:30.621 --> 00:32:31.062]  It's here.
[00:32:31.702 --> 00:32:38.535]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:32:52.169 --> 00:32:56.072]  And we're cutting the lies down.
[00:32:56.613 --> 00:33:01.517]  Well, we see the 2012 kickoff of Obama's campaign.
[00:33:12.465 --> 00:33:15.088]  They claim they dumped the body of Bin Laden in the ocean.
[00:33:15.108 --> 00:33:17.330]  They released a fake photo Sunday night.
[00:33:17.770 --> 00:33:20.032]  Yesterday morning had to admit it was a fake photo.
[00:33:20.552 --> 00:33:22.094]  Now they've got new fake photos.
[00:33:22.774 --> 00:33:24.576]  We'll play just a few seconds of this.
[00:33:24.616 --> 00:33:26.978]  They've released, of course,
[00:33:28.459 --> 00:33:34.482]  Cartoons showing Bin Laden shooting his AK-47 and the Navy SEALs taking him out.
[00:33:34.522 --> 00:33:37.463]  We'll roll some of that in the background right now for folks.
[00:33:37.583 --> 00:33:39.744]  This is so cartoonish.
[00:33:40.424 --> 00:33:47.928]  And what concerns me more than anything is that our expert guests have broken down here on air.
[00:33:49.059 --> 00:33:52.901]  Webster Tarpley, investigative journalist Wayne Madsen, others.
[00:33:53.301 --> 00:34:04.807]  We've also seen this in the foreign news, that Pakistan was starting to make deals with Saudi Arabia, that Saudi Arabia knows it's being double-crossed by the West, and that there was going to be big movement in Pakistan.
[00:34:05.087 --> 00:34:07.088]  Pakistan said, get your drones out of the country.
[00:34:07.828 --> 00:34:21.113]  And then magically this happens, there's this raid, and now they're saying that Pakistan knew he was there for six years, as if Western intelligence wouldn't know that either, and they won't produce the body.
[00:34:21.373 --> 00:34:25.095]  This is a serious frame-up, it looks like, of Pakistan.
[00:34:25.715 --> 00:34:26.255]  Thank you, Alex.
[00:34:49.215 --> 00:34:52.597]  I know you have a lot of other media to attend to.
