[00:00:00.049 --> 00:00:01.230]  More on corruption.
[00:26:23.720 --> 00:26:29.822]  You can go read it yourself, but point is, Ron Paul's telling you this, I'm telling you this, other scholars are telling you this.
[00:26:29.882 --> 00:26:30.502]  Go read the bill.
[00:26:31.543 --> 00:26:34.187]  Ron Paul, I saw a clip up at Infowars.com last night.
[00:26:34.207 --> 00:26:35.668]  I was at a town hall in Iowa.
[00:26:36.049 --> 00:26:42.958]  And he said, I'm tired of Congress lying to the American people and the media and telling you the NDAA doesn't affect you.
[00:26:43.058 --> 00:26:43.498]  It does.
[00:26:43.558 --> 00:26:44.640]  Here's the subsection.
[00:26:46.291 --> 00:26:52.134]  But then when they're late night debating it, the authors of the bill get up and say, yeah, it affects citizens.
[00:26:52.734 --> 00:26:54.155]  President can kill anybody he wants.
[00:26:54.635 --> 00:26:57.397]  We want you to be scared of that and scared of torture.
[00:26:57.937 --> 00:26:59.598]  I played the clips on the nightly news.
[00:27:00.038 --> 00:27:00.678]  I posted them.
[00:27:00.718 --> 00:27:06.822]  I mean, it's so creepy to watch these weird, evil old men, you know, a friendly old man
[00:27:07.805 --> 00:27:16.049]  Like a Hoppy Heidelberg, it's so nice and good and they put off an aura of wisdom and friendliness and goodness, but an evil old man.
[00:27:16.489 --> 00:27:24.113]  There's nothing nastier than a wicked, demonic old man where the evil just piles up on him.
[00:27:25.051 --> 00:27:33.177]  Like in a Christmas carol, where the chains of greed are just wrapped so tightly around Scrooge's old partner when he sees his ghost.
[00:27:33.217 --> 00:27:37.100]  He says, Scrooge, beware, your chains are twice this length and weight.
[00:27:37.761 --> 00:27:39.002]  You think greed
[00:27:40.888 --> 00:27:47.051]  Greed and having, you know, some of the starving kids of your employees dying put spiritual chains on you?
[00:27:47.271 --> 00:27:53.654]  How about consciously putting sodium fluoride and radioactive isotopes in 72% of U.S.
[00:27:53.694 --> 00:27:54.354]  water supplies?
[00:27:54.974 --> 00:27:55.455]  On record!
[00:27:55.655 --> 00:27:56.855]  You're a new listener and you're like, what?
[00:27:57.516 --> 00:28:02.558]  Just type in, Governor Perry covered up radioactive isotopes in Texas water.
[00:28:03.851 --> 00:28:05.192]  You know why that cover-up happened?
[00:28:05.312 --> 00:28:07.154]  Because I've talked about it in the last few years.
[00:28:07.754 --> 00:28:12.198]  State employees finally heard the show, leaked it, and said, yeah, we're told to cover up the test.
[00:28:12.698 --> 00:28:13.699]  It's in the fluoride.
[00:28:14.400 --> 00:28:15.301]  And then the media spun it.
[00:28:15.341 --> 00:28:19.444]  We don't know why it's in the water, but the state did cover it up because the feds told them to.
[00:28:19.804 --> 00:28:20.585]  Move along!
[00:28:20.605 --> 00:28:23.147]  I'm going to say it again to cops listening and military.
[00:28:23.728 --> 00:28:31.815]  The criminal eugenicist crazy scientist who think we're cancer and want to get rid of us, and who get off on playing with us like lab rats,
[00:28:32.813 --> 00:28:38.719]  My dad said in high school when he two summers worked at MD Anderson, most of the research scientists were really nice, really good people.
[00:28:39.300 --> 00:28:47.928]  But he said sometimes when they were doing experiments on people that had signed over because they were dying of cancer and missing their lower mandibles and just horror, my dad said you couldn't believe.
[00:28:47.948 --> 00:28:49.490]  Then he worked there also in college.
[00:28:51.300 --> 00:28:54.322]  Under, I forget the guy's name, some top Chinese cancer scientist.
[00:28:55.082 --> 00:29:06.209]  And, uh, he said, you know, just whole wards of people at MD Anderson, top cancer research facility, missing their lower mandibles, missing part of their head, you know, kids in there, animals.
[00:29:06.389 --> 00:29:08.890]  But he said some of those scientists got off on the pain.
[00:29:09.310 --> 00:29:13.973]  And they'd be injecting somebody with something that was really painful and they'd be going, ugh, just getting off on it.
[00:29:14.013 --> 00:29:17.355]  Or people be injecting lab rats and getting off on them dying.
[00:29:17.395 --> 00:29:19.997]  And my dad was like, ugh, what is this in research science?
[00:29:20.937 --> 00:29:22.238]  I'll interview my dad sometime.
[00:29:22.318 --> 00:29:23.498]  It'd be an interesting interview.
[00:29:23.518 --> 00:29:25.860]  But he's too self-deprecating to get on air.
[00:29:26.940 --> 00:29:29.561]  The point is, that's what we're facing.
[00:29:31.622 --> 00:29:32.943]  That's what we're dealing with.
[00:29:33.763 --> 00:29:44.008]  Is people who just... It's like when Eric Pionka's graduates, some of them that are medical doctors, sent me threatening emails when I exposed the UT guy calling for mass death of 90% and made national news.
[00:29:46.900 --> 00:29:51.086]  You know, his graduates sent me stuff and said, you know, we're gonna kill everybody.
[00:29:51.106 --> 00:29:54.492]  And then I went and looked them up and there they were in white lab coats at bioweapon facilities.
[00:29:55.793 --> 00:29:56.675]  We're on the march.
[00:29:57.196 --> 00:29:58.778]  The Empire's on the run.
[00:29:59.719 --> 00:30:02.403]  Alex Jones and the GCN Radio Network.
[00:30:06.391 --> 00:30:07.532]  A very wealthy U.S.
[00:30:07.552 --> 00:30:14.238]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:30:14.499 --> 00:30:16.801]  He says it will change everything about our lives.
[00:30:17.061 --> 00:30:22.226]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:30:22.426 --> 00:30:25.208]  Now, this man has made some outrageous predictions over the years.
[00:30:25.468 --> 00:30:27.589]  The crazy part is, he's usually right.
[00:30:27.789 --> 00:30:33.712]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:30:34.032 --> 00:30:37.234]  In fact, Barron's called his work a dire prophecy.
[00:30:37.414 --> 00:30:42.937]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:30:43.197 --> 00:30:44.498]  And it's a real eye-opener.
[00:30:44.838 --> 00:30:45.999]  I can't stress this enough.
[00:30:46.139 --> 00:30:48.680]  You should at least watch this free video online today.
[00:30:48.800 --> 00:30:50.221]  He explains everything you need to know.
[00:30:50.481 --> 00:30:52.844]  Including simple steps you can take to protect yourself.
[00:30:53.024 --> 00:30:57.529]  You can find the video at www.EndOfAmerica3.com.
[00:30:57.649 --> 00:31:00.092]  That's End of America, the number 3.com.
[00:31:00.232 --> 00:31:03.936]  Watch the free video at www.EndOfAmerica3.com.
[00:31:04.116 --> 00:31:05.117]  That's EndOfAmerica3.com.
[00:31:07.213 --> 00:31:08.735]  Hi folks, this is Alex Jones.
[00:31:08.935 --> 00:31:13.980]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:31:14.260 --> 00:31:15.621]  Saving means to make money.
[00:31:15.782 --> 00:31:24.570]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:31:25.311 --> 00:31:32.413]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:31:32.833 --> 00:31:40.455]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:31:40.835 --> 00:31:45.756]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:31:46.076 --> 00:31:48.177]  Getting a free catalog is easy by calling 800.
[00:31:49.738 --> 00:31:53.922]  Call 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:31:54.222 --> 00:31:58.726]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:32:05.865 --> 00:32:07.126]  Hi, this is Alex Jones.
[00:32:07.166 --> 00:32:12.512]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:32:12.752 --> 00:32:17.396]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:32:17.777 --> 00:32:22.862]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:32:23.362 --> 00:32:28.047]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:32:28.567 --> 00:32:35.495]  They call it a survival seed bank and it can produce an endless supply of nutrient-dense food for you and your family.
[00:32:35.675 --> 00:32:36.576]  And here's the best part.
[00:32:36.797 --> 00:32:39.580]  These seeds have not been genetically modified in any way.
[00:32:39.960 --> 00:32:43.164]  You actually get enough seeds to plant a full acre crisis garden.
[00:32:43.484 --> 00:32:46.326]  So visit them today at survivalseedbank.com.
[00:32:46.666 --> 00:32:48.568]  That's survivalseedbank.com.
[00:32:48.888 --> 00:32:49.808]  Or give them a call at 877-327-0365.
[00:32:49.828 --> 00:32:50.009]  That's 877-327-0365.
[00:32:50.029 --> 00:32:52.971]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:32:53.471 --> 00:32:55.212]  This is Alex Jones for survivalseedbank.com.
[00:33:15.503 --> 00:33:17.564]  It's time to knock the globalists out.
[00:33:17.784 --> 00:33:19.025]  It's a TKO!
[00:33:19.586 --> 00:33:21.987]  It's time to expose their fraud and their lies.
[00:33:22.508 --> 00:33:26.270]  It's time to get serious about freedom and to stop apologizing for it.
[00:33:26.550 --> 00:33:27.171]  Crank it up!
[00:33:30.373 --> 00:33:30.993]  Yeah!
[00:33:31.073 --> 00:33:32.414]  It's a TKO!
[00:33:34.155 --> 00:33:39.679]  It's time to defend the republic against enemies, foreign and domestic.
[00:33:57.338 --> 00:33:57.778]  All right.
[00:33:59.259 --> 00:34:07.487]  By the way, we're going to be here this Christmas on the air with a premiere special Christmas transmission.
[00:34:09.844 --> 00:34:11.705]  And I need to get a little bit into the war on Christmas.
[00:34:11.745 --> 00:34:28.811]  I don't talk enough about that, but it's all about the globalist dictating how we talk, what we do, what we celebrate, and using American and Western hospitality to train us to just totally give up any culture we had and accept the plastic Madison Avenue garbage.
[00:34:29.512 --> 00:34:35.374]  The Justin Bieber type New World Order stuff where Britney Spears says,
[00:34:35.954 --> 00:34:39.199]  I think we ought to just do whatever our President says and that's the end of it.
[00:34:39.599 --> 00:34:42.043]  Well, it doesn't matter if you don't do whatever your President says.
[00:34:42.543 --> 00:34:48.291]  Under this NDAA, it makes him Supreme Dictator and establishes martial law.
[00:34:49.093 --> 00:34:51.215]  In fact, let's go ahead and go to this C-SPAN clip.
[00:34:52.341 --> 00:35:00.123]  Even though this is one of the most important things we were going to cover last night on the Nightly News, I got so overwhelmed with our big top story I'm getting to in a moment that I didn't even play this.
[00:35:00.503 --> 00:35:01.503]  So, here it is.
[00:35:01.643 --> 00:35:07.445]  Government says it can assassinate or indefinitely detain Americans on American soil without any due process.
[00:35:08.045 --> 00:35:08.445]  Okay?
[00:35:08.885 --> 00:35:09.346]  Face it.
[00:35:09.426 --> 00:35:10.666]  You're like, well, they're the good guys.
[00:35:11.266 --> 00:35:13.327]  Really, 9% of the public likes Congress.
[00:35:13.367 --> 00:35:14.827]  Do you really think they're the good guys?
[00:35:15.147 --> 00:35:16.348]  No, you know they're not.
[00:35:16.708 --> 00:35:22.890]  And so instead of being scared and going, well, I'll just stay out of this, or, oh, it's not that bad, don't be a coward.
[00:35:23.690 --> 00:35:29.092]  And I know our long-time listeners aren't, but we're on a lot of AM and FM stations, upwards of 100 now.
