[00:00:00.009 --> 00:00:00.289]  Got it.
[01:40:29.191 --> 01:40:30.311]  It's a hallucinogen.
[01:40:30.951 --> 01:40:31.852]  Get the insert.
[01:40:31.972 --> 01:40:34.692]  It's in the hallucinogen class.
[01:40:34.832 --> 01:40:38.574]  It's a fluoride chlorine molecule.
[01:40:41.147 --> 01:40:45.791]  A lot of poisons make you feel euphoric, but when you have a bad trip, you cut your baby's arms off.
[01:40:46.651 --> 01:41:03.904]  Every cop I've talked to who pulls up to a house with a woman dancing around naked with butcher knives, talked to one cop from Houston about it, they knew immediately when they went in her house that this woman up there cutting herself, they went right to her medicine cabinet, every case, opened it up, serotonin reuptake inhibitors were all in there.
[01:41:03.924 --> 01:41:06.886]  I mean, it's a hallucinogen.
[01:41:07.307 --> 01:41:09.068]  You might as well be taking PCP.
[01:41:09.408 --> 01:41:10.149]  I'm sorry, go ahead.
[01:41:11.665 --> 01:41:18.570]  My question is, we're an active-duty military family, so he's being treated at a military facility.
[01:41:18.630 --> 01:41:22.113]  Is there anything, what are we allowed to say no to?
[01:41:23.254 --> 01:41:33.902]  Well, number one, when you go to the military, you waive your rights, and you agree to take approved, mainline, non-experimental, standard vaccines.
[01:41:34.522 --> 01:41:37.384]  That's around 36 different injections for an adult.
[01:41:38.265 --> 01:41:40.307]  But a lot of them are combo shots, so it can be up in the 50s.
[01:41:42.817 --> 01:41:43.678]  That's right.
[01:41:58.723 --> 01:42:03.226]  Now, as for your children, this has been fought over and over again.
[01:42:03.666 --> 01:42:10.430]  If they try to lie to you and say you've got to take shots to be here, that is official oppression, racketeering, fraud.
[01:42:11.971 --> 01:42:12.411]  It's a lie.
[01:42:12.431 --> 01:42:14.953]  There's no law you have to take a shot.
[01:42:14.993 --> 01:42:18.515]  But I had, six years ago,
[01:42:19.781 --> 01:42:20.162]  This is
[01:42:30.236 --> 01:42:34.897]  They reported 2,000 children and their parents had to be inoculated to go to school.
[01:42:35.397 --> 01:42:37.798]  They had dogs barking at them and shots.
[01:42:38.298 --> 01:42:40.399]  And I got him on and I said, you never told him there was a waiver.
[01:42:40.419 --> 01:42:41.799]  And he goes, no, I didn't.
[01:42:41.819 --> 01:42:42.459]  He started laughing.
[01:42:42.479 --> 01:42:44.360]  And I go, do you inoculate your kids?
[01:42:44.400 --> 01:42:45.080]  He started laughing.
[01:42:45.660 --> 01:42:46.780]  He said, no, I don't inoculate them.
[01:42:47.120 --> 01:42:50.981]  He thought it was cute that they lied and said it was the law.
[01:42:51.281 --> 01:42:53.322]  He thought it was cute his kids don't take it.
[01:42:53.642 --> 01:42:55.342]  See, that's what these people are, psychopaths.
[01:42:55.903 --> 01:42:57.063]  We'll be right back with more calls.
[01:42:59.915 --> 01:43:05.316]  When you're out on the road, the last place you want to be is on the road.
[01:43:06.557 --> 01:43:11.318]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:43:11.698 --> 01:43:18.480]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:43:20.420 --> 01:43:22.721]  They sew pride in every stitch.
[01:43:24.501 --> 01:43:26.862]  Guarantee you'll love the way they fit.
[01:43:28.923 --> 01:43:32.784]  They put a diamond gusset in the crotch where you need it most.
[01:43:33.505 --> 01:43:36.646]  Blue diamond gussets got it.
[01:43:37.346 --> 01:43:38.186]  Others don't.
[01:43:38.586 --> 01:43:40.447]  We turn jeans inside out.
[01:43:40.727 --> 01:43:42.228]  Diamond gusset jeans.
[01:43:42.508 --> 01:43:45.068]  Made in the USA with unparalleled quality.
[01:43:45.389 --> 01:43:51.651]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:43:52.011 --> 01:43:54.232]  Order yours at gusset.com.
[01:43:54.712 --> 01:43:56.752]  Diamond gusset jeans got it.
[01:43:57.093 --> 01:43:57.593]  Others don't.
[01:44:00.501 --> 01:44:04.804]  Alex Jones here with vital information concerning our nation's fragile food supply.
[01:44:05.185 --> 01:44:11.049]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[01:44:11.610 --> 01:44:13.371]  Number one, study the past.
[01:44:13.892 --> 01:44:15.653]  History really does repeat itself.
[01:44:16.294 --> 01:44:20.016]  Number two, learn to spot the dangerous food shortage trends.
[01:44:21.127 --> 01:44:23.409]  Number three, take decisive action.
[01:44:24.209 --> 01:44:27.491]  A perfect storm is brewing, or a global food crisis.
[01:44:28.072 --> 01:44:32.795]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[01:44:33.115 --> 01:44:36.557]  Warning signs that trigger the deadliest famines in history.
[01:44:37.118 --> 01:44:39.980]  Don't get caught unprepared when the crisis hits.
[01:44:40.520 --> 01:44:44.102]  This book is only available at risingpricesemptyshelves.com.
[01:44:45.003 --> 01:44:49.264]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[01:44:49.945 --> 01:44:54.066]  Again, that website is risingpricesemptyshelves.com.
[01:44:54.566 --> 01:44:57.327]  That's risingpricesemptyshelves.com.
[01:44:59.668 --> 01:45:14.113]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:45:15.137 --> 01:45:18.858]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:45:19.839 --> 01:45:31.843]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:45:32.603 --> 01:45:39.866]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:45:40.546 --> 01:45:50.153]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:45:50.934 --> 01:45:54.196]  As well, we are always ready to answer any questions you may have.
[01:45:54.856 --> 01:45:57.979]  That's www.SilverLungs.com
[01:45:59.690 --> 01:46:01.172]  Hi folks, this is Alex Jones.
[01:46:01.392 --> 01:46:06.438]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:46:06.698 --> 01:46:08.080]  Saving means to make money.
[01:46:08.240 --> 01:46:17.030]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:46:17.751 --> 01:46:24.856]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:46:25.296 --> 01:46:32.901]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:46:33.301 --> 01:46:40.685]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[01:46:43.467 --> 01:46:46.369]  Or see Calvin on the web at 5starsub.com.
[01:46:46.669 --> 01:46:48.970]  Take charge of your health now by calling 800-340-7091.
[01:46:49.670 --> 01:46:54.673]  Or see Calvin on the web at 5starsub.com.
[01:47:00.336 --> 01:47:01.476]  Coast to Coast.
[01:47:01.857 --> 01:47:03.237]  Direct from Austin.
[01:47:03.918 --> 01:47:07.119]  You're listening to the Alex Jones Broadcasting Network.
[01:47:19.492 --> 01:47:30.314]  All right, well we got about 10 and a half minutes here.
[01:47:31.335 --> 01:47:32.575]  We're back tomorrow, 11 a.m.
[01:47:32.595 --> 01:47:32.995]  Central.
[01:47:35.115 --> 01:47:37.996]  And I want to get to all the callers, at least that are holding.
[01:47:39.536 --> 01:47:41.997]  So let's go to you directly right now.
[01:47:42.737 --> 01:47:45.018]  Let's talk to Phil in California.
[01:47:45.098 --> 01:47:46.018]  Phil, you're on the air.
[01:47:46.078 --> 01:47:46.398]  Welcome.
[01:47:47.412 --> 01:47:50.676]  Hey Alex, I just had to ask your advice about something.
[01:47:51.457 --> 01:47:52.838]  Okay.
[01:47:52.858 --> 01:47:57.444]  Well basically, I'm sure that you're aware of the weekend of September 11th.
[01:47:57.944 --> 01:48:03.611]  It's going to be a lot of propaganda at football stands across the nation.
[01:48:04.347 --> 01:48:06.188]  Uh, high school, college and professional.
[01:48:06.529 --> 01:48:10.912]  Oh, by the way, it's being reported by CNN that no 9-11 first responders are allowed.
[01:48:11.312 --> 01:48:17.056]  The actual heroes of 9-11, because they're all angry about the asbestos and the government knowingly lying to them.
[01:48:17.376 --> 01:48:26.563]  That's how evil this government is, and they're going to use those heroes to make themselves look like heroes, but the heroes aren't allowed to be there.
[01:48:28.184 --> 01:48:29.885]  Yes, that's disgusting.
[01:48:30.464 --> 01:48:55.142]  Well, pretty much, I play football here at a college in California and I was looking for a way to protest because I have a feeling they're going to be bringing out the military and spouting off about terrorists and the day the world changed and all this and something I could do, maybe a sit down or... Wow, I tell you, I could talk for hours with you about different ideas.
[01:48:55.823 --> 01:48:56.924]  I would do something like
[01:48:59.281 --> 01:49:03.964]  Print off a few thousand flyers with basic 9-11 facts.
[01:49:04.044 --> 01:49:08.667]  The smoking guns of 9-11, that's a good thing to search and pull up those 300 smoking guns.
[01:49:09.448 --> 01:49:12.710]  And point out that they're now rebranding terrorism to domestic groups.
[01:49:13.431 --> 01:49:20.675]  I'd print off a bunch of copies of Fox News and AP that the number 3 in Al Qaeda secretly works for the Pentagon.
[01:49:22.056 --> 01:49:22.937]  That's what I'd do, Phil.
[01:49:23.657 --> 01:49:25.839]  I would just point out that
[01:49:27.748 --> 01:49:36.976]  That, regardless of what you think about 9-11, it's been used to take our freedoms away, and that 9-11 shouldn't be a tool to kill America.
[01:49:36.996 --> 01:49:40.119]  Yeah, I agree, Alex.
[01:49:40.239 --> 01:49:46.645]  One thing, it is going to be hard as I am going to be going through drills and everything on the field.
[01:49:47.286 --> 01:49:52.130]  I'd like to get out, but I'm only... I'm restricted to what I can do.
[01:49:52.150 --> 01:49:52.771]  Well, do this!
[01:49:52.851 --> 01:49:53.211]  Do this!
[01:49:54.938 --> 01:49:58.179]  Get a good 9-11 documentary and make 20 copies and give it to 20 people.
[01:49:58.479 --> 01:50:00.360]  You don't have to save the world by yourself.
[01:50:00.400 --> 01:50:03.040]  It's little things that build up to big things, Phil.
[01:50:03.081 --> 01:50:04.101]  I appreciate your call.
[01:50:05.601 --> 01:50:07.382]  Let's talk to Justin in Missouri.
[01:50:07.462 --> 01:50:08.482]  Justin, you're on the air.
[01:50:08.542 --> 01:50:08.922]  Go ahead.
[01:50:08.942 --> 01:50:11.243]  Hey, thanks for taking my call.
[01:50:11.543 --> 01:50:11.983]  Yes, sir.
[01:50:12.984 --> 01:50:20.946]  I just wanted to... Everybody's talking about Ron Paul and, you know, I agree we need to get him in office, but everybody needs to realize also that
[01:50:21.949 --> 01:50:27.450]  We need to put some people in the Congress and the Senate to back him up as well, because that happens in that election cycle as well.
[01:50:27.510 --> 01:50:28.211]  Hey, listen!
[01:50:29.271 --> 01:50:32.152]  The Federal Reserve is incredibly unpopular in every poll now.
[01:50:33.032 --> 01:50:36.253]  Rick Perry's having to act like he's anti-Federal Reserve to try to get elected.
[01:50:36.653 --> 01:50:37.893]  Look at how far we've come.
[01:50:37.953 --> 01:50:40.514]  Ron Paul, Rand Paul, they're only a manifestation.
[01:50:40.534 --> 01:50:40.974]  I agree.
[01:50:41.134 --> 01:50:48.376]  Everyone should run on the ideas of liberty articulated by Ron Paul, and it's a winning formula.
[01:50:49.056 --> 01:50:54.681]  We just, and even if you don't win the first time, you're going to educate people in those debates, in those interviews.
[01:50:54.981 --> 01:50:59.786]  Whether it's city council, water district, state legislature, just do it!
[01:51:01.147 --> 01:51:07.452]  Yeah, but I mean the people as well, to vote some like-minded folks into the Senate and the Congress to help them.
[01:51:08.774 --> 01:51:11.296]  You know, because as you said before, one guy can't do it all.
[01:51:12.639 --> 01:51:28.364]  Well, one guy can't, but again, going back to what I'm saying, how big a manifestation is it of liberty that he was an underdog candidate three and a half years ago, and now, any way you slice it, even AP's on analysis agrees, so does the Pew Research, that he is number one or number two.
[01:51:28.404 --> 01:51:30.945]  I mean, he really is the frontrunner right now.
[01:51:31.285 --> 01:51:34.966]  He is the frontrunner, even with the media trying to ignore him.
[01:51:35.566 --> 01:51:37.387]  That shows us how far we've come.
[01:51:38.047 --> 01:51:40.790]  Yeah, and I've been calling my local shows here in St.
[01:51:40.830 --> 01:51:47.977]  Louis, and it's like, every time I tell them I want to talk about Ron Paul or Rick Perry, it's like I wait two hours and the show ends and they never come to me.
[01:51:49.062 --> 01:51:54.886]  Well, I'm telling you, you can call in about another political issue and then bring up what you want once you get on air.
[01:51:55.227 --> 01:51:59.810]  This whole call screening business, I only screen calls when we've got a specific topic.
[01:52:00.510 --> 01:52:05.034]  And there is a talking point out there to attack Ron Paul.
[01:52:05.554 --> 01:52:09.437]  Most of these local talk show hosts are not government agents.
[01:52:09.497 --> 01:52:10.698]  They're weak-minded idiots.
[01:52:11.218 --> 01:52:16.640]  Who think if they regurgitate what CNN and Fox News say, that makes them sound real good.
[01:52:16.940 --> 01:52:21.182]  No, we're not talking about Ron Paul while we look at other candidates because he can't win.
[01:52:21.262 --> 01:52:22.002]  We say so!
[01:52:24.624 --> 01:52:25.444]  That's disgusting.
[01:52:26.124 --> 01:52:28.845]  Let's go ahead and talk to Skye in Washington.
[01:52:28.905 --> 01:52:29.826]  Skye, you're on the air.
[01:52:30.506 --> 01:52:31.626]  Hi, Alex.
[01:52:31.947 --> 01:52:36.728]  We're talking about FEMA, so I want to talk about this Border Patrol situation going on up here by the border.
[01:52:39.105 --> 01:53:02.795]  We had like four agents over in Port Angeles, that's kind of near the coast in Washington, and now they got it up to 40, and even the people that work there, there was one agent who came out and went public and said we're not doing anything besides driving around and trying to make work for us because they're responding to everything from bank robberies to domestic violence situations and trailer parking.
[01:53:02.835 --> 01:53:05.777]  No, no, I saw those articles all over the northern border.
[01:53:06.656 --> 01:53:10.039]  And of course, you're up there in Washington, right on the Canadian border.
[01:53:10.639 --> 01:53:24.211]  All over the Canadian border, they're sending the Border Patrol to regular events, and they're building a fence up there in many areas, instead of doing it in the South where it's needed, because they don't want Americans to get out during a depression.
[01:53:24.491 --> 01:53:28.554]  They're locking the country down where you can't get out, you can just get in.
[01:53:29.565 --> 01:53:31.086]  And so that's what's going on.
[01:53:31.326 --> 01:53:41.750]  And look, I've got an article right here out of CBS News where they just calmly report, yeah, the Air Force helped rob, excuse me, Freudian slip, helped raid a gun shop.
[01:53:43.810 --> 01:53:48.851]  And again, I see articles every two days now where Marines respond to robbery.
[01:53:50.532 --> 01:53:54.253]  Marines, Army running checkpoints ten miles from base.
[01:53:55.093 --> 01:53:56.993]  And it's totally illegal.
[01:53:57.413 --> 01:54:00.914]  But it's illegal for Obama to be launching wars without congressional approval.
[01:54:01.714 --> 01:54:03.255]  I mean, it's very scary, Sky.
[01:54:03.915 --> 01:54:09.196]  Well, they're also working with the local police departments in this program called Operation Stone Garden.
[01:54:09.576 --> 01:54:12.117]  It's a FEMA program or something to try to
[01:54:12.913 --> 01:54:31.344]  I don't know what they're doing with, really with the local... Sir, they've come in with federal money that was taken from the states to begin with, they've set up threat fusion centers, and I've gotten training videos from inside, I've aired them, it's been national news, and all they do is talk about, in the fetters, get us out of the UN-ers, anti-globalists, and how evil veterans are.
[01:54:32.024 --> 01:54:35.927]  I mean, they actually, with a straight face, none of this has to do with Al-Qaeda.
[01:54:36.227 --> 01:54:39.789]  Even if you believe the fairy tale about Bin Laden and the fairy tale, all of this stuff,
[01:54:40.990 --> 01:54:47.576]  The whole thing is about Americans that don't want foreign banks coming in like we're a third world country and taking us over.
[01:54:47.976 --> 01:54:48.236]  Okay?
[01:54:48.457 --> 01:54:48.857]  It's simple.
[01:54:48.897 --> 01:54:49.718]  We're being conquered.
[01:54:49.998 --> 01:54:50.739]  I appreciate your call.
[01:54:51.099 --> 01:54:52.280]  Tim in Connecticut.
[01:54:52.300 --> 01:54:52.860]  You're on the air.
[01:54:52.880 --> 01:54:53.201]  Go ahead.
[01:54:54.133 --> 01:54:55.714]  Hi Alex, thanks for taking my call.
[01:54:56.055 --> 01:54:56.475]  Thank you.
[01:54:57.656 --> 01:54:58.196]  I'm a U.S.
[01:54:58.236 --> 01:55:03.120]  Navy veteran, and I got out in the early 90s and I have a home remodeling business here in Connecticut.
[01:55:03.941 --> 01:55:11.247]  And about three, three and a half years ago, I worked for a White House staffer, who I really don't want to get anybody in trouble, I don't want to see their name.
[01:55:12.067 --> 01:55:13.928]  But after they found out I was a U.S.
[01:55:13.988 --> 01:55:18.950]  Navy veteran, they slowly confided in me for about, you know, a year on and off that I worked there.
[01:55:19.831 --> 01:55:26.914]  And they told me, I was informed that, yes, there is a plan for martial law in the United States.
[01:55:27.534 --> 01:55:32.197]  And not only that, that we will see United Nations troops in our streets.
[01:55:33.117 --> 01:55:36.399]  And this was right when Obama was running for
[01:55:37.998 --> 01:55:50.224]  Well, by the way, if new listeners just tuned in, I was first told this by generals and colonels we interviewed who were retired who went to events and these speeches were given, but now it's official.
[01:55:51.285 --> 01:55:54.246]  NLE09, FEMA put out a press release, you just type in NLE09.
[01:55:55.467 --> 01:55:57.948]  That 14 countries are prepared to enter the U.S.
[01:55:58.268 --> 01:56:02.769]  for civil emergencies, including Mexican and Canadian troops, and they use, quote, U.S.
[01:56:02.809 --> 01:56:04.630]  troops in Canada for the Olympics.
[01:56:04.690 --> 01:56:08.751]  So, yes, sir, what they were confiding in you is public.
[01:56:09.191 --> 01:56:10.191]  See, that's what's crazy.
[01:56:10.591 --> 01:56:11.612]  This is all public.
[01:56:11.972 --> 01:56:15.373]  They're just counting on the general population not going and looking this up.
[01:56:16.078 --> 01:56:19.263]  And again, they're doing it because the banks have taken us over.
[01:56:19.584 --> 01:56:24.492]  They got their people in all the positions of power and then had our government sign on to their debt.
[01:56:24.512 --> 01:56:25.193]  Do you understand that?
[01:56:26.024 --> 01:56:34.408]  And one of the other things, one of the other issues I used to bring up, every time I said Obama, they said, Tim, it's not Obama, it's Rothschild.
[01:56:34.468 --> 01:56:36.529]  They are in control of all of it.
[01:56:37.150 --> 01:56:38.390]  It's the Rothschild family.
[01:56:38.410 --> 01:56:40.471]  They'd almost scream it in my face at times.
[01:56:40.551 --> 01:56:43.533]  It gets so frustrating because, you know, I'm always searching for answers.
[01:56:44.113 --> 01:56:51.297]  And they'd give me limited information, and let me read things, and then... You can't take it with you, but we just want you to know.
[01:56:52.669 --> 01:56:54.631]  So they seem tortured by this.
[01:56:54.651 --> 01:56:57.354]  You know, I talked to a very well known doctor.
[01:56:57.414 --> 01:56:59.557]  I'm just going to leave that alone.
[01:56:59.697 --> 01:57:03.061]  They've been on the show, but I won't say their name in association with it.
[01:57:03.882 --> 01:57:11.311]  And they were told by a head of state in Europe, a major head of state, a woman, not hard to figure out who.
[01:57:12.575 --> 01:57:19.599]  That she's very sad about the fact that once the world government's in place, that they're going to release a bioweapon and kill most of us.
[01:57:19.639 --> 01:57:21.120]  But that's just what's going to happen.
[01:57:21.760 --> 01:57:23.301]  Ladies and gentlemen, this isn't a game.
[01:57:23.781 --> 01:57:36.128]  Once their world government's in place, once it's in place, all of you police, all of you people that have served the system, you are not going to believe what happens to you while you're there dying with your family.
[01:57:37.805 --> 01:57:38.506]  I'm out of time.
[01:57:38.746 --> 01:57:39.667]  Great job of the crew.
[01:57:39.707 --> 01:57:41.489]  I'm sorry to Dave and Justin and Danny.
[01:57:41.829 --> 01:57:42.690]  You call me back tomorrow.
[01:57:42.710 --> 01:57:43.771]  I'll get to you 11 a.m.
[01:57:43.791 --> 01:57:44.132]  Central.
[01:57:44.152 --> 01:57:46.694]  Now get out there and take on the tyrants and wake up!
