[00:00:01.169 --> 00:00:01.309]  I think.
[00:19:09.348 --> 00:19:12.448]  But, uh, you're down from Houston way, aren't you?
[00:19:12.468 --> 00:19:13.449]  You're down in Sugar Land.
[00:19:14.509 --> 00:19:17.110]  Right by you in Houston is one of their main kidnapping facilities.
[00:19:17.370 --> 00:19:18.090]  Good to see you, though.
[00:19:23.172 --> 00:19:24.173]  We have the endgame video.
[00:19:24.193 --> 00:19:28.738]  Before we go to more articles, let me just show you, when we were exposing this in 07...
[00:19:30.353 --> 00:19:30.553]  I think
[00:20:01.153 --> 00:20:02.254]  A eugenics answer.
[00:20:02.554 --> 00:20:03.875]  So let's go to a clip from Endgame.
[00:20:04.915 --> 00:20:15.961]  The United States and England are currently testing pesticides and highly toxic experimental drugs on tens of thousands of healthy foster children, many of which die as a result of the experiments.
[00:20:17.461 --> 00:20:20.823]  By 2007, more than 20% of the U.S.
[00:20:20.863 --> 00:20:24.325]  population were on some type of prescription antidepressant.
[00:20:26.857 --> 00:20:38.322]  But in the case of foster children, a sector where the state has total control, at least two-thirds are forced to take a cocktail made up of, on average, seven psychotropic drugs.
[00:20:40.299 --> 00:21:00.933]  Chairman of the Texas Society of Psychiatric Physicians, Joe Burkett, testified before the Statehouse Select Committee hearing on psychotropic drugs in foster care and shocked the public when he said that two-thirds of foster children in Texas had been placed on psychiatric drugs because they were very, very sick from a bad gene pool.
[00:21:02.334 --> 00:21:04.476]  A lot of these kids come from bad gene pools.
[00:21:05.316 --> 00:21:07.778]  They don't have stable parents making good decisions.
[00:21:08.869 --> 00:21:15.713]  Besides the gene pools, they've then been traumatized by abuse, neglect, and problems, and then they've been traumatized by separation and all those things predisposed to mental illness.
[00:21:27.810 --> 00:21:30.811]  When I was in the movie theater and first showed Endgame, people laughed.
[00:21:30.911 --> 00:21:35.113]  And then I showed more articles, Leningradian, where they drug the woman to get the baby.
[00:21:35.133 --> 00:21:36.633]  And it's drugs that cause brain damage.
[00:21:38.254 --> 00:21:38.714]  Three U.S.
[00:21:38.794 --> 00:21:40.454]  states have been doing it for five years.
[00:21:40.634 --> 00:21:41.475]  Oregon was the first.
[00:21:42.075 --> 00:21:43.155]  And now England's doing it.
[00:21:43.255 --> 00:21:47.657]  And at birth, they put cameras in many of the homes now of parents in a pre-crime.
[00:21:47.937 --> 00:21:52.659]  And if you don't, if the baby ever, if you ever do anything wrong, they go throw them in a big dirty dungeon with pedophiles.
[00:21:53.079 --> 00:21:53.479]  I'm not kidding.
[00:21:54.039 --> 00:21:57.421]  Again, this is what's all going on under everybody's nose.
[00:21:57.521 --> 00:22:02.524]  My words cannot describe to you what I've personally seen fighting these people.
[00:22:03.465 --> 00:22:07.327]  And I'll be honest, it was so horrific that I had to quit or I would have become violent.
[00:22:07.947 --> 00:22:16.312]  I had to quit going and physically looking at them because when you're in a room with a bunch of them laughing with a crying family for no reason and the kid's crying and they're getting off on it, you can tell they're taking the kid off to rape them.
[00:22:16.812 --> 00:22:17.453]  Let me tell you something.
[00:22:18.732 --> 00:22:21.294]  I mean, and by the way, this is freaking you out, it should.
[00:22:21.314 --> 00:22:23.896]  This is going on everywhere right now, over a million kids they get.
[00:22:24.197 --> 00:22:27.239]  They always have ads and TV, oh, this was a bad parent beating their kid.
[00:22:27.439 --> 00:22:31.483]  There are bad parents, but they are many times more likely to be abused by the system.
[00:22:31.963 --> 00:22:32.444]  You understand?
[00:22:32.984 --> 00:22:38.809]  Statistically, it's a no-brainer, five to seven times better off getting rid of the CPS entirely.
[00:22:39.390 --> 00:22:42.973]  In the old days, if somebody saw somebody really hurt their kid, there were criminal charges.
[00:22:44.787 --> 00:22:49.436]  Or, in the old days, if your neighbor saw you really hurting your kid, you'd come over and say, hey Bill, you shouldn't be doing that.
[00:22:49.476 --> 00:22:50.578]  You got a problem at work?
[00:22:50.899 --> 00:22:51.400]  You want to do that?
[00:22:51.420 --> 00:22:52.021]  Do that to me.
[00:22:53.043 --> 00:22:54.125]  And that's what it's come down to.
[00:22:54.165 --> 00:22:56.149]  The state is a bunch of scum.
[00:22:58.061 --> 00:23:00.822]  And look, all the literature, they say they got bad gene pools.
[00:23:00.922 --> 00:23:02.262]  Eugenics never went away.
[00:23:02.322 --> 00:23:03.262]  You know, that's what Hitler did.
[00:23:03.302 --> 00:23:04.102]  He got it from the U.S.
[00:23:04.142 --> 00:23:04.482]  and England.
[00:23:05.983 --> 00:23:09.043]  35 states, if you made less than a B-plus in school, they sterilized you.
[00:23:09.363 --> 00:23:11.904]  Endgame, I have copies of the newsreels and the report cards.
[00:23:12.504 --> 00:23:13.484]  Have you forgotten all this?
[00:23:13.884 --> 00:23:15.785]  See, they don't tell you this on the news, folks.
[00:23:17.205 --> 00:23:18.605]  That's why this show is so valuable.
[00:23:18.926 --> 00:23:20.886]  That's why I've gotten so angry and aggressive.
[00:23:23.035 --> 00:23:27.599]  Because refocusing on this, literally, I feel like I could kick the butt of about 20 people right now.
[00:23:28.060 --> 00:23:34.626]  And that's my normal instinct when children are being hurt by a saber-toothed tiger or by a tribe that's invaded your area.
[00:23:34.886 --> 00:23:36.948]  It's time to stomp and go after some people.
[00:23:37.228 --> 00:23:38.349]  That's a normal instinct.
[00:23:38.629 --> 00:23:43.894]  How did you lose your normal instinct that when you hear a baby squeal, whether it's a bear or whatever?
[00:23:44.155 --> 00:23:48.458]  Our ancestors killed cave bears twice the size of grizzlies with their bare hands and with spears.
[00:23:49.179 --> 00:23:53.684]  Our ancestors defeated all of what nature challenged them with.
[00:23:54.485 --> 00:23:56.146]  With our minds and our guts.
[00:23:56.587 --> 00:23:57.608]  And now look what we've become.
[00:23:57.808 --> 00:23:59.650]  We let our own species do this to us.
[00:24:00.150 --> 00:24:01.872]  I don't know what's wrong with you out there!
[00:24:01.892 --> 00:24:03.814]  But it's time to get angry!
[00:24:04.195 --> 00:24:05.736]  It's time to recognize the enemy!
[00:24:05.756 --> 00:24:07.818]  And it's time to come after them!
[00:24:08.219 --> 00:24:12.003]  In the Infowar, to identify them as the criminal guilds they are!
[00:24:14.895 --> 00:24:20.460]  And it's time to ask God to lead us and guide us and direct us in the prosecution of a war against these people.
[00:24:20.741 --> 00:24:24.064]  Like I said last week, their genocide against us starts now.
[00:24:24.144 --> 00:24:24.964]  We're fighting back.
[00:24:25.005 --> 00:24:26.025]  The war has begun.
[00:24:26.046 --> 00:24:32.191]  And when they kill us and shut us down and persecute us, it only makes us stronger.
[00:24:33.513 --> 00:24:34.774]  We're drawing the enemy out.
[00:24:36.533 --> 00:24:40.674]  How can you sit there and worry about your reputation and your career while they're raping kids right now?
[00:24:40.894 --> 00:24:42.235]  And those kids are begging for help!
[00:24:42.515 --> 00:24:47.356]  Just like Kelly Thomas begging for his daddy as a full-grown man as the wolves tortured him to death!
[00:24:49.097 --> 00:24:50.857]  None of us are safe until we stand up!
[00:24:51.097 --> 00:24:52.158]  What is wrong with you?
[00:24:52.238 --> 00:24:55.339]  I know, sodium fluoride, massive brainwashing, it doesn't matter.
[00:24:55.559 --> 00:25:01.140]  You still got the human destiny in you, you still got the instincts, and they can override all that right now!
[00:25:04.461 --> 00:25:06.142]  My problem is I got even more here.
[00:25:08.186 --> 00:25:08.626]  Look at this.
[00:25:13.248 --> 00:25:14.949]  Texas foster care investigation.
[00:25:15.029 --> 00:25:17.390]  Child as young as three are drugged with anti-psychotics.
[00:25:17.630 --> 00:25:22.352]  Folks, you can't even give these unless it's state-approved to psychotic people, because they eat your brain.
[00:25:23.612 --> 00:25:24.453]  We got that report.
[00:25:24.493 --> 00:25:29.295]  And here's the one that sent me back down the rabbit hole of looking at all this information.
[00:25:30.035 --> 00:25:32.336]  Three-year-olds, CPS, are overprescribed.
[00:25:32.356 --> 00:25:33.897]  Psychotic drugs overprescribed?
[00:25:35.128 --> 00:25:37.071]  They're not even approved in people under 10.
[00:25:37.552 --> 00:25:38.353]  Anti-psychotics.
[00:25:38.934 --> 00:25:40.076]  Under 5, they don't care.
[00:25:40.316 --> 00:25:41.438]  Hundreds of thousands are on it.
[00:25:42.910 --> 00:25:52.257]  Over two-thirds, they take little kids, and when you cry, the big, fat demons, they don't feel like raping them, which is most of them, they just sit there and warehouse them.
[00:25:52.657 --> 00:25:56.520]  I got articles where they're drowning all the time, being killed, being raped, being sold to sex slavery.
[00:25:56.881 --> 00:26:03.786]  CNN reported like five years ago, 3,000 plus missing kids in Florida, and I sort of found them with their heads chopped off in different countries and in graves.
[00:26:04.086 --> 00:26:04.967]  The story just went away.
[00:26:04.987 --> 00:26:08.469]  I mean, the big thing is they fly these little kids out and torture them and rape them.
[00:26:08.669 --> 00:26:10.190]  And I'm bad because I don't like that?
[00:26:10.631 --> 00:26:12.092]  I'm bad because I still got red blood?
[00:26:12.352 --> 00:26:13.393]  And we'll face the reality?
[00:26:15.594 --> 00:26:16.074]  I'm bad?
[00:26:16.094 --> 00:26:16.874]  No!
[00:26:17.094 --> 00:26:18.935]  You're bad out there making jokes about this.
[00:26:18.955 --> 00:26:27.560]  Let me tell you, those that serve this evil consciously are one thing and they're gonna get theirs, but those of you that think all this is funny, let me tell you, that's why you're so miserable and cursed.
[00:26:28.941 --> 00:26:31.282]  Let me tell you, you will be brought to justice one way or another.
[00:26:31.422 --> 00:26:31.982]  I know it.
[00:26:32.002 --> 00:26:32.622]  Okay?
[00:26:32.763 --> 00:26:33.843]  I have total certainty.
[00:26:36.985 --> 00:26:37.485]  In fact, I'm
[00:26:43.140 --> 00:26:44.221]  Okay, let's just stop right there.
[00:26:44.721 --> 00:26:46.443]  You've got a compilation of videos, don't you do?
[00:26:46.483 --> 00:26:46.943]  There's so many.
[00:26:47.343 --> 00:26:48.204]  Let's go to a couple.
[00:26:48.224 --> 00:26:49.685]  You watch the whole thing at MyFox.
[00:26:50.166 --> 00:26:57.291]  Three-year-old in CBS Care over-prescribed psychiatric drugs is like, oh, the robber over-prescribed bullets he shot into the child's body.
[00:26:57.631 --> 00:26:58.732]  He shot him 50 times.
[00:26:58.772 --> 00:27:01.294]  He only should have shot the child five times, you know.
[00:27:01.555 --> 00:27:09.141]  Or, you know, the robber only hacked the child up with, you know, should have hit him with a hatchet six times instead of 45 times, you know.
[00:27:11.282 --> 00:27:12.944]  Let's go to a compilation of these.
[00:27:13.825 --> 00:27:15.867]  I've always told you, I mean, I've seen the CPS.
[00:27:16.007 --> 00:27:20.791]  It's either fat, pot-bellied, little, skinny, mustache, pedophile archetype men.
[00:27:21.251 --> 00:27:22.913]  That's a small drone sect.
[00:27:23.694 --> 00:27:25.215]  It's mainly giant, fat women.
[00:27:25.635 --> 00:27:26.816]  Half the brigades are black.
[00:27:27.677 --> 00:27:31.758]  Another 40% are white brigade of pot-bellied women, giant people.
[00:27:31.838 --> 00:27:33.059]  I mean, I'm not bashing fat people.
[00:27:33.139 --> 00:27:34.779]  It's always the same.
[00:27:34.839 --> 00:27:35.620]  I've fought these people.
[00:27:35.840 --> 00:27:39.601]  They always gibber, giggle, love it when families cry, suck up the pain.
[00:27:39.621 --> 00:27:40.661]  Well, they're psychic vampires.
[00:27:40.681 --> 00:27:41.542]  That's what they are.
[00:27:41.562 --> 00:27:42.962]  They're psychic vampires.
[00:27:43.502 --> 00:27:46.763]  And of course, these demons are going to wonder why they get cancer when they're 42.
[00:27:47.864 --> 00:27:54.006]  I mean, in fact, I can tell you right now, these women, you know, you enjoy your life because you've got to express elevator to hell.
[00:27:55.106 --> 00:27:55.406]  Okay?
[00:27:56.247 --> 00:27:57.528]  But that's who these people are.
[00:27:57.548 --> 00:27:58.548]  Yeah, it's faces of death.
[00:27:59.929 --> 00:28:02.751]  And again, nothing against people that are fat from all the poison GMOs and the rest of it.
[00:28:02.771 --> 00:28:03.471]  Lord knows I've been.
[00:28:03.731 --> 00:28:09.335]  I'm saying, I've never seen a CPS worker that didn't look like a brain bug from, uh...
[00:28:10.512 --> 00:28:11.233]  Starship Troopers.
[00:28:11.933 --> 00:28:12.193]  Okay?
[00:28:12.874 --> 00:28:14.035]  I mean, that's all I've got to say.
[00:28:14.455 --> 00:28:16.597]  And that's because it's a spiritual thing.
[00:28:16.998 --> 00:28:18.219]  And again, I've been in the courts.
[00:28:18.559 --> 00:28:20.941]  The enjoyment that they get is incredible.
[00:28:21.261 --> 00:28:24.424]  Let's go to the faces of death, what they do to a little girl.
[00:28:24.464 --> 00:28:30.049]  I know I shouldn't talk bad about them because they're the little girl they keep grabbing because the mommy got tested positive for marijuana or whatever.
[00:28:30.669 --> 00:28:36.674]  You know, no criminal record, kid's fine, this is what you do to them, and then you put the kid on a bunch of drugs and turn him into a drooling zombie.
