[00:00:06.147 --> 00:00:07.548]  Worldwide transmission.
[01:41:15.049 --> 01:41:21.073]  I believe they're pedophiles first, and they become priests because pedophiles are nothing but predators.
[01:41:21.193 --> 01:41:21.893]  They're hunters.
[01:41:21.913 --> 01:41:23.554]  They hunt children.
[01:41:23.994 --> 01:41:25.235]  They can't be cured.
[01:41:25.835 --> 01:41:29.697]  And so they need to put themselves in the position where the hunting is good.
[01:41:29.717 --> 01:41:37.062]  And that's why I believe when you got pedophile priests, they were pedophiles long before they became priests.
[01:41:38.342 --> 01:41:47.105]  And so why wouldn't they join the TSA, where they can grope little children, and where they have the government's blessing to do so?
[01:41:47.765 --> 01:41:52.366]  You know, that's one of the places where Lou Dobbs and I stand hand-in-hand.
[01:41:52.406 --> 01:41:55.747]  Lou Dobbs said, thank you, Governor, when I brought the lawsuit.
[01:41:56.147 --> 01:41:58.828]  And in fact, I'll be doing Lou's show, so it'll
[01:41:58.888 --> 01:42:04.011]  It'll be interesting to see, you know, what he says to me about the dismissal of my lawsuit the way it was.
[01:42:04.451 --> 01:42:16.879]  But again, it doesn't surprise me because pedophiles are predators and they're going to go wherever the hunting is best to satisfy their sick, demented minds when they should belong in jail.
[01:42:17.199 --> 01:42:22.963]  They'll put pot smokers in jail, but they'll turn pedophiles loose in the neighborhood.
[01:42:23.263 --> 01:42:24.323]  Well said, Governor.
[01:42:24.343 --> 01:42:25.164]  You're absolutely right.
[01:42:25.264 --> 01:42:27.464]  I just want you to repeat what you said privately on the phone yesterday.
[01:42:27.824 --> 01:42:29.145]  And yes, that is the case, folks.
[01:42:29.205 --> 01:42:30.645]  It is a pedophile epidemic.
[01:42:31.025 --> 01:42:32.526]  The Congresswoman is exposing it.
[01:42:32.986 --> 01:42:36.467]  This is really coming out, and these are abusers.
[01:42:36.807 --> 01:42:38.047]  And they're not all pedophiles.
[01:42:38.067 --> 01:42:39.327]  Some of them like good-looking women.
[01:42:40.188 --> 01:42:42.248]  I got one in Las Vegas who clearly liked men.
[01:42:42.728 --> 01:42:44.069]  I mean, it is disgusting.
[01:42:46.684 --> 01:42:52.668]  Alright, that concludes excerpts of my interview with former Minnesota Governor Jesse Ventura earlier in the week.
[01:42:52.688 --> 01:42:59.093]  When we come back, my analysis of the Transhumanist 2045 UN meeting.
[01:42:59.833 --> 01:43:00.974]  Powerful info straight ahead.
[01:43:02.895 --> 01:43:17.359]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:43:18.359 --> 01:43:22.040]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:43:23.055 --> 01:43:35.067]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:43:35.827 --> 01:43:43.094]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:43:43.775 --> 01:43:53.380]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:43:54.140 --> 01:43:57.422]  As well, we are always ready to answer any questions you may have.
[01:43:58.062 --> 01:44:01.184]  That's www.SilverLungs.com
[01:44:01.824 --> 01:44:05.966]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:44:06.246 --> 01:44:09.967]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:44:10.387 --> 01:44:14.069]  Every day, we document the attempts to take control of our lives.
[01:44:14.389 --> 01:44:16.410]  But there's one thing we can all control.
[01:44:16.610 --> 01:44:17.870]  Your greatest dependency.
[01:44:18.210 --> 01:44:18.590]  Food.
[01:44:18.951 --> 01:44:26.293]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:44:26.553 --> 01:44:28.834]  This food is nutrient-dense and tastes great.
[01:44:29.074 --> 01:44:30.395]  It's simple to make, portable,
[01:44:30.635 --> 01:44:32.756]  And has a shelf life of up to 25 years.
[01:44:33.116 --> 01:44:36.757]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:44:36.977 --> 01:44:41.559]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:44:41.799 --> 01:44:45.380]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:44:45.720 --> 01:44:51.262]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:44:51.562 --> 01:44:52.882]  Don't let this offer pass you by.
[01:44:53.142 --> 01:44:54.523]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:44:58.524 --> 01:45:00.706]  More the best for less guaranteed.
[01:45:01.466 --> 01:45:06.710]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:45:06.970 --> 01:45:09.172]  Start purifying your water with ProPure.
[01:45:09.372 --> 01:45:18.318]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at Infowars.com.
[01:45:18.478 --> 01:45:21.660]  Its filters are silver impregnated to prevent bacterial growth.
[01:45:21.921 --> 01:45:23.362]  There's no priming required.
[01:45:23.602 --> 01:45:25.663]  It's NSF 42 certified.
[01:45:25.883 --> 01:45:28.265]  Optional fluoride filters can reduce fluoride up to
[01:45:28.865 --> 01:45:30.765]  95%.
[01:45:28.965 --> 01:45:30.765]  Easy to set up and use.
[01:45:30.965 --> 01:45:32.266]  Doesn't require electricity.
[01:45:32.386 --> 01:45:35.246]  Purify water from lakes, streams, ponds, and wells.
[01:45:35.546 --> 01:45:38.707]  This filter system leaves in beneficial minerals, which is key.
[01:45:38.927 --> 01:45:42.907]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:45:43.068 --> 01:45:45.668]  ProPure is the best gravity-fed filter out there.
[01:45:45.808 --> 01:45:47.108]  It's what my family uses.
[01:45:47.368 --> 01:45:50.589]  Infowars.com already has the lowest price on ProPure.
[01:45:50.689 --> 01:45:56.310]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:45:56.530 --> 01:45:57.670]  You can also call to order.
[01:45:58.891 --> 01:46:07.235]  888-253-3139 When you're out on the road, the last place you want to be is on the road.
[01:46:08.435 --> 01:46:13.197]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:46:13.578 --> 01:46:20.601]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:46:22.302 --> 01:46:24.363]  They sew pride in every stitch.
[01:46:26.360 --> 01:46:28.604]  Guarantee you'll love the way they fit.
[01:46:40.446 --> 01:46:42.327]  We turn jeans inside out.
[01:46:42.608 --> 01:46:44.089]  Diamond Gusset Jeans.
[01:46:44.389 --> 01:46:46.930]  Made in the USA with unparalleled quality.
[01:46:47.271 --> 01:46:51.313]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[01:46:51.513 --> 01:46:53.515]  So you can ride all day with confidence.
[01:46:53.895 --> 01:46:56.116]  Order yours at gusset.com.
[01:46:56.597 --> 01:46:58.618]  Diamond Gusset Jeans got it.
[01:46:58.958 --> 01:46:59.839]  Others don't.
[01:47:02.836 --> 01:47:05.717]  Coast to coast, direct from Austin.
[01:47:06.437 --> 01:47:10.519]  You're listening to the Alex Jones Broadcasting Network.
[01:47:13.500 --> 01:47:19.062]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[01:47:19.543 --> 01:47:22.184]  You're listening to the Alex Jones Show.
[01:47:23.904 --> 01:47:26.485]  Yes, it is Central Texas.
[01:47:28.106 --> 01:47:30.547]  Central Texas, my friends, thank you so much.
[01:47:32.153 --> 01:47:36.076]  Or joining us on this Sunday edition, 17th of June, 2012.
[01:47:37.237 --> 01:47:43.902]  I want to play a promo that ran a few months ago.
[01:47:43.942 --> 01:47:47.404]  I played part of this earlier in the week, but I want to play it all end-to-end right now.
[01:47:47.885 --> 01:47:52.208]  Of a UN conference put on in Moscow two months ago, and Ray Kurzweil was there.
[01:47:52.901 --> 01:47:57.665]  And they just openly announced world government, the end of humanity as we know it, merging with technology.
[01:47:58.126 --> 01:48:03.991]  I just want to point out that all of this technology is being piggybacked with back doors of control.
[01:48:04.572 --> 01:48:09.957]  And that most autopsies they do now, they find nanotech in people's brains that is in processed foods.
[01:48:10.017 --> 01:48:10.798]  I mean, this is crazy.
[01:48:11.278 --> 01:48:22.261]  I saw an article on Friday in the French news agency where, again, the baby formula being shipped all over the world from China has mercury in it, not just melamine.
[01:48:22.501 --> 01:48:24.221]  And what is the response of the FDA?
[01:48:24.261 --> 01:48:24.842]  Look this up.
[01:48:25.142 --> 01:48:26.762]  They go, well, melamine's not bad for you.
[01:48:26.822 --> 01:48:28.963]  No, it just kills you, causes organ failure.
[01:48:29.523 --> 01:48:31.083]  And hey, mercury is good for your brain.
[01:48:31.103 --> 01:48:34.624]  I mean, I got local CBS News saying mercury's good for your brain on tape.
[01:48:34.844 --> 01:48:35.624]  I've played it here before.
[01:48:35.945 --> 01:48:36.925]  This is Twilight Zone.
[01:48:37.825 --> 01:48:41.067]  The globalists are deciding to take control of our evolutionary development.
[01:48:41.187 --> 01:48:44.349]  I thought you might want to have a choice or at least a debate about that.
[01:48:44.389 --> 01:48:49.153]  I know it's not as important as dancing with the stars or acting cool in front of, you know, your neighbors.
[01:48:49.173 --> 01:48:50.013]  I mean, I do it too.
[01:48:50.454 --> 01:48:55.617]  But we've got to get out of this shallow Madison Avenue mode if we're ever going to have any basic freedom in this society.
[01:48:56.237 --> 01:49:00.320]  So here is the utopia offered by the UN
[01:49:01.721 --> 01:49:08.632]  As they chart this course, and what's crazy is, it's not a utopia, it's a dystopia, and they know it full well.
[01:49:08.872 --> 01:49:11.396]  So here it is, Transhumanism 2045.
[01:49:13.939 --> 01:49:16.321]  The world is on the verge of global change.
[01:49:16.641 --> 01:49:20.304]  The speed of data transmission has increased by multiples of millions.
[01:49:20.604 --> 01:49:26.529]  The rate of globally significant events, and that of discoveries and crises, is growing exponentially.
[01:49:26.909 --> 01:49:35.456]  Our civilization is like an uncapped in ship, sailing on rough seas with neither chart nor compass, all the while moving faster and faster.
[01:49:35.896 --> 01:49:39.399]  The time we have to make the right decisions is shorter and shorter.
[01:49:39.939 --> 01:49:52.768]  We are facing the choice to fall into a new dark age, into affliction and degradation, or to find a new model for human development and create not simply a new civilization, but a new mankind.
[01:49:53.609 --> 01:49:58.292]  Historic crises show that to break the deadlock, we need technological revolution.
[01:49:58.832 --> 01:50:04.075]  It is clear that today's revolution will also require the deepest social transformation.
[01:50:04.455 --> 01:50:11.558]  The world's community and leaders should encourage mankind, instead of wasting resources on solving momentary problems.
[01:50:12.659 --> 01:50:14.800]  To focus on the technologies of the future.
[01:50:15.520 --> 01:50:16.681]  Nanotechnology.
[01:50:17.341 --> 01:50:18.482]  Biotechnology.
[01:50:18.842 --> 01:50:20.323]  Information technology.
[01:50:20.723 --> 01:50:22.024]  Cognitive technology.
[01:50:22.324 --> 01:50:23.985]  Genetics and robotics.
[01:50:24.725 --> 01:50:49.526]  Doing so will allow us to find new sources of energy, create fundamentally new architecture and transportation, allow unprecedented developments of human cognitive abilities, refine artificial intelligences, and brain-computer interfaces, simulate complex systems, create humanoid robots and cyborgs, and with the help of nanorobots, we may develop manageable matter.
[01:50:50.407 --> 01:50:55.511]  Find ways to transfer one's personality to an artificial carrier.
[01:50:56.611 --> 01:51:02.375]  Yet what we need is not just another technological revolution, but a new civilizational paradigm.
[01:51:02.735 --> 01:51:09.960]  We need new philosophy and ideology, new ethics, new culture and new psychology, and even new metaphysics.
[01:51:10.420 --> 01:51:16.364]  We must reset our limits, go beyond ourselves, beyond the Earth, and beyond the solar system.
[01:51:17.025 --> 01:51:19.887]  This is an adequate response to the challenges of our time.
[01:51:20.548 --> 01:51:23.758]  Thus, new reality and future man will arise.
[01:51:24.561 --> 01:51:27.069]  Could it happen spontaneously, by itself?
[01:51:28.084 --> 01:51:28.584]  Unlikely.
[01:51:29.625 --> 01:51:32.427]  Humanity does not have a master plan of its development.
[01:51:33.067 --> 01:51:34.128]  It seeks stability.
[01:51:34.468 --> 01:51:36.410]  It lives in the present and does not plan.
[01:51:36.730 --> 01:51:39.652]  It preserves the status quo and tries to escape development.
[01:51:40.172 --> 01:51:44.315]  It does not tend to map future centuries and take responsibility for evolution.
[01:51:44.855 --> 01:51:50.039]  In consumer society's culture, there is no evolutionary vocabulary and rhetoric.
[01:51:53.444 --> 01:51:56.968]  To break the deadlock, the Russia 2045 movement was founded.
[01:51:57.849 --> 01:52:01.474]  It is a mega project, intended to reach new heights and meanings.
[01:52:03.103 --> 01:52:08.909]  We intend to create a new vector for civilization, aimed at constant human development and evolution.
[01:52:09.469 --> 01:52:18.178]  As happened with the megaprojects of the last century, the nuclear and the space programs, we integrate the latest discoveries and developments from the sciences.
[01:52:18.938 --> 01:52:27.146]  Physics, energetics, aeronautics, bioengineering, nanotechnology, neurology, cybernetics, cognitive science.
[01:52:28.007 --> 01:52:32.932]  May everlasting spiritual ideals and values help us avoid going astray.
[01:52:33.472 --> 01:52:41.659]  Our project will give new meanings to the millions of people on Earth, will become a result of their joint creativity, and will lead us out of the impasse.
[01:52:42.340 --> 01:52:54.270]  Away from the murder of nature and physical death, forward to the realm of freedom and creativity, to the depths of the ocean and to the stars, to the infinite universe of our inner world.
[01:52:55.351 --> 01:52:57.392]  Our forecast for the next 40 years.
[01:52:58.092 --> 01:52:58.492]  February 2012.
[01:52:58.532 --> 01:53:03.734]  Global Future 2045 Congress is held in Moscow.
[01:53:04.354 --> 01:53:08.696]  It is a debate platform for discussion of our civilization's prospects for development.
[01:53:08.716 --> 01:53:11.317]  2012 to 2013.
[01:53:12.097 --> 01:53:16.378]  The global economic and social crises are exacerbated.
[01:53:16.958 --> 01:53:20.420]  The debates on the global paradigm of future development intensifies.
[01:53:21.556 --> 01:53:24.138]  New transhumanist movements and parties emerge.
[01:53:24.879 --> 01:53:28.642]  Russia 2045 transforms into World 2045.
[01:53:29.503 --> 01:53:35.688]  Simultaneously, the 2045.com international social network for open innovation is expanding.
[01:53:36.108 --> 01:53:41.993]  Here, anyone interested may propose a project, take part in working on it, or fund it, or both.
[01:53:42.473 --> 01:53:47.678]  In the network, there are scientists, scholars, researchers, financiers, and managers.
[01:53:49.148 --> 01:53:50.408]  2013 to 2014.
[01:53:52.149 --> 01:53:57.570]  New centers working on cybernetic technologies for the development of radical life extension rise.
[01:53:58.270 --> 01:54:01.611]  The race for immortality starts.
[01:54:01.631 --> 01:54:02.631]  2015 to 2020.
[01:54:03.291 --> 01:54:05.512]  The avatar is created.
[01:54:05.532 --> 01:54:09.933]  A robotic human copy controlled by thought via brain-computer interface.
[01:54:10.693 --> 01:54:12.734]  It becomes as popular as a car.
[01:54:13.254 --> 01:54:17.875]  In Russia and in the world appear, in testing mode, several breakthrough projects.
[01:54:18.895 --> 01:54:21.977]  Android robots to replace people in manufacturing tasks.
[01:54:22.598 --> 01:54:24.859]  Android robot servants for every home.
[01:54:25.840 --> 01:54:32.065]  Thought-controlled avatars to provide telepresence in any place in the world and abolish the need for business trips.
[01:54:33.546 --> 01:54:34.466]  Flying cars.
[01:54:35.047 --> 01:54:39.430]  Thought-driven mobile communications built into the body or sprayed onto the skin.
[01:54:42.017 --> 01:54:43.038]  2020 to 2025.
[01:54:43.578 --> 01:54:50.862]  An autonomous system providing life support for the brain and allowing it interaction with the environment is created.
[01:54:51.542 --> 01:54:54.143]  The brain is transplanted into an Avatar Bee.
[01:54:54.864 --> 01:54:58.806]  With Avatar Bee, man receives new, expanded life.
[01:54:58.826 --> 01:54:58.806]  2025.
[01:54:59.286 --> 01:55:08.731]  The new generation of avatars provides complete transmission of sensations from all five sensory robot organs to the operator.
[01:55:10.872 --> 01:55:12.372]  2030 to 2035.
[01:55:12.812 --> 01:55:13.513]  Rebrain.
[01:55:13.893 --> 01:55:17.515]  The colossal project of brain reverse engineering is implemented.
[01:55:17.935 --> 01:55:22.857]  World science comes very close to understanding the principles of consciousness.
[01:55:22.877 --> 01:55:22.857]  2035.
[01:55:22.957 --> 01:55:28.599]  The first successful attempt to transfer one's personality to an alternative carrier.
[01:55:29.000 --> 01:55:32.001]  The epoch of cybernetic immortality begins.
[01:55:35.075 --> 01:55:36.417]  2040 to 2050.
[01:55:37.839 --> 01:55:43.547]  Bodies made of nanorobots that can take any shape arise alongside hologram bodies.
[01:55:43.567 --> 01:55:44.167]  2045 to 2050.
[01:55:44.227 --> 01:55:45.709]  Drastic changes in social structure.
[01:55:49.995 --> 01:55:56.042]  And in scientific and technological development, all the prerequisites for space expansion are established.
[01:55:56.642 --> 01:56:00.587]  For the man of the future, war and violence are unacceptable.
[01:56:01.047 --> 01:56:05.672]  The main priority of his development is spiritual self-improvement.
[01:56:06.493 --> 01:56:08.095]  A new era dawns.
[01:56:09.176 --> 01:56:11.699]  The era of Neo-Humanity.
[01:56:14.090 --> 01:56:15.891]  Do you know what transhumanism is?
[01:56:16.051 --> 01:56:18.253]  It's got a lot of camp followers that don't really know.
[01:56:18.773 --> 01:56:25.999]  Aldous Huxley, Julian Huxley's brother who ran the UN at UNESCO in the 50s said that Hitler had made eugenics look bad.
[01:56:26.339 --> 01:56:29.221]  And so they made the decision to call it transhumanism.
[01:56:29.461 --> 01:56:33.964]  It's basically the total enslavement of humanity dressed up as trendy and cool.
[01:56:34.425 --> 01:56:36.726]  Well, that's it for this Sunday transmission.
[01:56:36.766 --> 01:56:38.247]  See you back live tomorrow, 11 a.m.
[01:56:38.267 --> 01:56:40.589]  Central and at InfoWars.com.
[01:56:40.809 --> 01:56:41.690]  God bless you all.
[01:56:46.568 --> 01:56:47.229]  We're good to go.
[01:57:54.326 --> 01:58:02.012]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:58:02.452 --> 01:58:06.075]  Alex and his staff have used these pure soap products for years.
[01:58:06.515 --> 01:58:13.340]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:58:13.821 --> 01:58:16.643]  See them on the web at 5starsoap.com.
[01:58:16.843 --> 01:58:21.350]  Or call 800-340-7091 for a free catalog.
[01:58:21.690 --> 01:58:27.338]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:58:27.639 --> 01:58:32.726]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
