[00:00:00.049 --> 00:00:02.090]  Broadcasting Network.
[00:23:51.045 --> 00:23:58.016]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[00:23:58.296 --> 00:23:59.318]  Protect your immune system.
[00:23:59.578 --> 00:24:00.620]  It's the only one you've got.
[00:24:13.586 --> 00:24:16.171]  By the way, it's gotten almost no attention.
[00:24:16.432 --> 00:24:19.057]  You know, a few weeks ago Rand Paul declared victory.
[00:24:19.097 --> 00:24:22.022]  I think he was fooled and said, hey, we've got an amendment.
[00:24:23.462 --> 00:24:23.622]  Yeah.
[00:24:53.422 --> 00:24:54.463]  We're good to go.
[00:25:20.408 --> 00:25:24.811]  So, Infowars.com forward slash search and you can find all that.
[00:25:24.891 --> 00:25:26.192]  Bankers declare U.S.
[00:25:26.573 --> 00:25:28.114]  and Europe conquered.
[00:25:29.014 --> 00:25:31.496]  And you can find that right there for you.
[00:25:32.097 --> 00:25:33.157]  I think it's kind of a big deal.
[00:25:33.257 --> 00:25:34.198]  And they have conquered us.
[00:25:34.458 --> 00:25:42.444]  They now pull over our people and ram their hands into our bodies with no judge, no jury, no drug dog, no nothing.
[00:25:42.804 --> 00:25:46.167]  They use the same glove on four different orifices.
[00:25:47.833 --> 00:25:51.655]  Again, I mean, they're now saying this is standard, we're going to do this to everybody.
[00:25:53.056 --> 00:25:53.737]  They're defending it.
[00:25:54.637 --> 00:25:57.799]  And they will start disappearing people.
[00:25:58.520 --> 00:26:11.448]  They've got pick-up lists they've already set up, they're already trying the police for that, just to arrest you under a national security filing in the database, where it's not an arrest warrant, it's a pick-up order, and you just disappear.
[00:26:12.435 --> 00:26:14.156]  And then there's CIA bases in the U.S.
[00:26:14.176 --> 00:26:17.899]  and all over the world where, what was in the news again this week, where they sodomize you.
[00:26:17.979 --> 00:26:18.659]  First thing they do.
[00:26:19.320 --> 00:26:20.020]  Because they like it.
[00:26:20.040 --> 00:26:21.121]  I mean, they do it themselves.
[00:26:21.161 --> 00:26:21.642]  They enjoy it.
[00:26:22.362 --> 00:26:26.665]  But that's what the good guys do, according to them, including children.
[00:26:27.386 --> 00:26:29.247]  I know it's completely evil.
[00:26:29.787 --> 00:26:31.789]  And you're like, man, this is really crazy what he's saying.
[00:26:31.829 --> 00:26:32.869]  Yeah, it is crazy, isn't it?
[00:26:33.070 --> 00:26:34.751]  And it's all happening, and it's all going to get worse.
[00:26:36.209 --> 00:26:40.372]  Because we say 50 plus million babies since 1973 weren't humans.
[00:26:40.852 --> 00:26:52.741]  And if you can rationalize that killing babies in the womb up to nine months, when they could be adopted on the spot, is not a human, but one minute after they're out of the womb, you'll be charged with murder one if you kill that baby.
[00:26:54.102 --> 00:26:57.526]  You know, if people can rationalize that, well then the sky's the limit.
[00:26:57.606 --> 00:26:58.767]  And I'm already ranting here.
[00:26:58.787 --> 00:27:07.797]  In doomsday news, and believe me it's pouring out, local school district cancels classes due to doomsday talk potential threats.
[00:27:11.377 --> 00:27:14.458]  By the way, I saw all sorts of head-on collisions driving into work today.
[00:27:14.498 --> 00:27:18.640]  People being blown out of their lanes on four-lane roads, two lanes one way, two lanes the other.
[00:27:19.301 --> 00:27:22.642]  If I was people in Central Texas, I'd stay off the road right now.
[00:27:22.702 --> 00:27:23.762]  That's the real threat.
[00:27:24.243 --> 00:27:26.704]  There's some deaths happening out there, I can tell you that right now.
[00:27:27.404 --> 00:27:31.587]  I mean, I've never had my vehicle blown around like it was today, except when I went through a tornado once.
[00:27:31.987 --> 00:27:32.607]  Sad issue.
[00:27:32.987 --> 00:27:34.608]  Maybe that's Planet X coming in to kill us.
[00:27:34.668 --> 00:27:36.009]  I'm joking.
[00:27:36.910 --> 00:27:37.670]  Continuing here.
[00:27:37.930 --> 00:27:39.311]  Fearful end of the world.
[00:27:39.691 --> 00:27:41.052]  Callers flood NASA.
[00:27:41.973 --> 00:27:44.614]  That's out of the Los Angeles Times.
[00:27:45.595 --> 00:27:49.317]  If there's one government agency really looking forward to December 22nd, it's NASA.
[00:27:51.343 --> 00:28:00.846]  The space agency said it's been flooded with calls, emails from people asking about the purported end of the world, which as the doomsday myth goes, is apparently set to take place December 21st, 2012.
[00:28:03.266 --> 00:28:05.067]  And people are freaking out.
[00:28:06.187 --> 00:28:10.649]  If the Mayan prophecy is true, just how might it all end on Friday?
[00:28:11.089 --> 00:28:15.130]  Scientists foretell the cataclysms that could bring on doomsday.
[00:28:15.810 --> 00:28:18.771]  And I'm thinking about doing a live Skype tonight.
[00:28:19.827 --> 00:28:42.365]  From the undisclosed location, or not Skype, Justin TV or one of those channels that we have channels on, to give a speech maybe at 11 o'clock tonight, 12 o'clock Eastern, where in many parts of the world, for many hours, the end of the world will be well into transpiring.
[00:28:42.965 --> 00:28:45.788]  And I can, I guess, also go out in the parking lot of the Christmas party,
[00:28:47.029 --> 00:28:51.393]  And aim my camera up in the sky and try to find the big red planet coming to kill us.
[00:28:51.453 --> 00:28:53.574]  Of course, or they say the sun's going to blow up.
[00:28:54.415 --> 00:29:00.820]  Or they say that there's going to be a pole shift or a bunch of other garbage like comets hitting us and the rest of it.
[00:29:01.561 --> 00:29:05.804]  And then meanwhile, all the real crises are just being ignored.
[00:29:06.905 --> 00:29:10.528]  And I guarantee you they're going to say, Gregarion calendar, three days difference.
[00:29:10.968 --> 00:29:13.250]  The 21st is really the 24th.
[00:29:13.710 --> 00:29:15.632]  We'll be dead in three days.
[00:29:16.502 --> 00:29:17.103]  Look for that.
[00:29:17.143 --> 00:29:18.263]  I just know how this stuff works.
[00:29:18.664 --> 00:29:25.449]  Because I remember back in 2000, 2001, 2003, it was always another year, Planet X, we're all dead.
[00:29:26.971 --> 00:29:32.795]  Meanwhile, rogue planets do come through the inner solar system.
[00:29:33.936 --> 00:29:37.319]  Kuiper belt objects, there are comets, there are real threats.
[00:29:37.399 --> 00:29:39.081]  I'm not saying that couldn't happen someday.
[00:29:39.321 --> 00:29:41.122]  There's evidence it's happened many times before.
[00:29:42.063 --> 00:29:44.945]  The problem is it isn't happening tomorrow.
[00:29:46.024 --> 00:29:47.166]  Your call's coming up.
[00:29:47.206 --> 00:29:47.807]  Stay with us.
[00:29:51.732 --> 00:29:52.633]  We're on the march.
[00:29:53.134 --> 00:29:54.736]  The Empire's on the run.
[00:29:55.658 --> 00:29:58.361]  Alex Jones and the GCN Radio Network.
[00:30:04.369 --> 00:30:09.231]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:30:09.952 --> 00:30:12.753]  The most devastating economic condition since the Great Depression.
[00:30:13.193 --> 00:30:15.555]  America's worst drought in agricultural history.
[00:30:16.015 --> 00:30:18.556]  And now the economic results of the presidential election.
[00:30:19.016 --> 00:30:22.018]  This perfect storm is a huge threat to everyone's food supply.
[00:30:22.538 --> 00:30:27.164]  I just doubled down and got even more supplies from eFoodsDirect, and I recommend you do the same.
[00:30:27.724 --> 00:30:29.867]  It's time to get your own supply from eFoodsDirect.
[00:30:30.408 --> 00:30:33.451]  I know I won't be standing in a bread line trading my freedom for food.
[00:30:34.072 --> 00:30:37.816]  I'm taking control of my future, and you're nuts if you don't do the same.
[00:30:37.836 --> 00:30:41.461]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:30:41.741 --> 00:30:45.382]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:30:46.142 --> 00:30:48.403]  Remember, I can warn you, but I can't feed you.
[00:30:48.663 --> 00:30:53.604]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:30:54.125 --> 00:30:57.226]  Would you rather prepare six months too early or one day too late?
[00:30:57.246 --> 00:30:58.826]  409-5633 or efoodsdirect.com forward slash Alex.
[00:31:02.768 --> 00:31:04.609]  This man wants your guns.
[00:31:04.789 --> 00:31:10.112]  That is the cover of the 60-page glossy magazine, jam-packed with information.
[00:31:10.192 --> 00:31:13.194]  The December issue of InfoWars Magazine.
[00:31:13.294 --> 00:31:20.478]  InfoWars Magazine gives you a powerful tool to reach out to friends and family and neighbors and people in your community with the message of liberty.
[00:31:20.578 --> 00:31:23.763]  Give a gift subscription to your local police department.
[00:31:23.823 --> 00:31:27.188]  Give a gift subscription to your local state house, to your pastor.
[00:31:27.308 --> 00:31:28.750]  This is the perfect tool.
[00:31:28.870 --> 00:31:35.520]  Twelve of these delivered to the door of the institutions, groups, and individuals that you want to influence and wake up.
[00:31:35.760 --> 00:31:46.003]  Sign up for the free digital e-version at InfoWars.com forward slash newsletter and we send it out the week after the physical magazine goes out or go to InfoWarsStore.com today and sign up for a subscription.
[00:31:46.043 --> 00:31:52.985]  Give it as a gift subscription or buy them in bulk with Ron Paul, the attack on the Second Amendment, the police state, the GMO takeover.
[00:31:53.085 --> 00:31:53.265]  It's all
[00:31:53.325 --> 00:31:58.290]  All there and all available at infowarstore.com or by calling 888-253-3139.
[00:31:59.351 --> 00:32:02.134]  Get your subscription or buy the magazines in bulk today.
[00:32:02.475 --> 00:32:07.740]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:08.000 --> 00:32:09.322]  Start purifying your water.
[00:32:09.462 --> 00:32:10.103]  We're good to go.
[00:32:30.503 --> 00:32:31.803]  Easy to set up and use.
[00:32:31.983 --> 00:32:33.284]  Doesn't require electricity.
[00:32:33.424 --> 00:32:36.265]  Purify water from lakes, streams, ponds, and wells.
[00:32:36.585 --> 00:32:39.746]  This filter system leaves in beneficial minerals, which is key.
[00:32:39.946 --> 00:32:41.726]  Save money by not buying bottled water.
[00:32:41.866 --> 00:32:43.947]  And avoid BPA that leaches from the plastic.
[00:32:44.087 --> 00:32:46.688]  ProPure is the best gravity-fed filter out there.
[00:32:46.828 --> 00:32:48.148]  It's what my family uses.
[00:32:48.408 --> 00:32:51.629]  Infowars.com already has the lowest price on ProPure.
[00:32:51.709 --> 00:32:57.030]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:32:57.050 --> 00:32:58.691]  You can also call to order.
[00:32:58.831 --> 00:32:58.911]  888-253-3139.
[00:32:58.931 --> 00:33:00.092]  All the leaves are brown.
[00:33:00.112 --> 00:33:00.853]  And the sky is gray.
[00:33:23.948 --> 00:33:38.774]  Well, now it's not just the Infowars.com radio show, films, TV show, special reports saying Obama will use executive orders and ATF rules to physically ban your semi-autos.
[00:33:40.194 --> 00:33:44.576]  First they're going to try to ban the manufacturer and sale, then they're going to say you have to physically turn them in.
[00:33:44.616 --> 00:33:51.419]  They're now all announcing this, and in a way it's good now that they're just out in the open with it, because
[00:33:52.483 --> 00:34:00.067]  As they made all the preparations, as they trained the police and military for gun confiscation the last few years in the Army Manuals.
[00:34:00.427 --> 00:34:01.407]  I mean, it's a fact.
[00:34:01.847 --> 00:34:04.989]  You guys typed in Army Manual covers gun confiscation?
[00:34:05.009 --> 00:34:09.331]  It's an Infowars.com article, but it links to the Army Manual.
[00:34:09.651 --> 00:34:13.553]  It's a different one than the relocation, mass arrest, re-education camp one.
[00:34:15.011 --> 00:34:21.374]  So since I mentioned that, I want to give people the gun confiscation irony manual that came out, what, two years ago.
[00:34:22.114 --> 00:34:28.757]  And so the military is training for this, and it's had the side effect, it's a good side effect, of actually waking the military up.
[00:34:28.777 --> 00:34:32.198]  They're like, wow, we're being trained to lock down U.S.
[00:34:32.218 --> 00:34:33.979]  cities and go door to door taking guns.
[00:34:35.660 --> 00:34:37.500]  And again, you're like, this will never happen.
[00:34:37.681 --> 00:34:43.363]  Ladies and gentlemen, if I told you five years ago that the state police would pull over people,
