[00:00:01.711 --> 00:00:02.272]  We've got it!
[01:29:13.727 --> 01:29:15.589]  There's a place down in Tennessee
[01:29:17.796 --> 01:29:20.658]  Well, they make blue diamond gusset jeans.
[01:29:22.440 --> 01:29:24.641]  They sew pride in every stitch.
[01:29:26.503 --> 01:29:28.744]  Guarantee you'll love the way they fit.
[01:29:28.784 --> 01:29:34.829]  They put a diamond gusset in the crotch where you need it most.
[01:29:35.530 --> 01:29:38.612]  Blue diamond gussets got it.
[01:29:40.586 --> 01:29:42.467]  We turn jeans inside out.
[01:29:42.727 --> 01:29:44.227]  Diamond Gusset Jeans.
[01:29:44.527 --> 01:29:47.068]  Made in the USA with unparalleled quality.
[01:29:47.408 --> 01:29:53.650]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:29:54.030 --> 01:29:56.251]  Order yours at gusset.com.
[01:29:56.731 --> 01:29:58.751]  Diamond Gusset Jeans got it.
[01:29:59.092 --> 01:29:59.972]  Others don't.
[01:30:01.241 --> 01:30:06.485]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:30:06.745 --> 01:30:08.947]  Start purifying your water with ProPure.
[01:30:09.147 --> 01:30:18.094]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:30:18.255 --> 01:30:21.437]  Its filters are silver impregnated to prevent bacterial growth.
[01:30:21.677 --> 01:30:23.138]  There's no priming required.
[01:30:23.399 --> 01:30:25.420]  It's NSF 42 certified.
[01:30:25.660 --> 01:30:27.582]  Optional fluoride filters can reduce fluoride
[01:30:27.602 --> 01:30:28.122]  We're good to go.
[01:30:56.309 --> 01:31:00.492]  You can also call to order 888-253-3139.
[01:31:03.154 --> 01:31:10.839]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:31:11.259 --> 01:31:14.902]  Alex and his staff have used these pure soap products for years.
[01:31:15.342 --> 01:31:22.147]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:31:22.647 --> 01:31:25.469]  See them on the web at 5starsoap.com.
[01:31:25.669 --> 01:31:30.171]  Or call 800-340-7091 for a free catalog.
[01:31:30.491 --> 01:31:36.174]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:31:36.434 --> 01:31:41.536]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:31:41.856 --> 01:31:43.477]  This is an amazing deal.
[01:31:43.837 --> 01:31:48.439]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:31:49.060 --> 01:31:52.201]  See them on the web at 5starsoap.com or call
[01:31:52.381 --> 01:31:56.723]  800-340-7091 for a free catalog.
[01:32:00.765 --> 01:32:05.006]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:32:05.306 --> 01:32:05.947]  Number one.
[01:32:06.227 --> 01:32:09.368]  New climate legislation could easily double or triple your electric bill.
[01:32:09.648 --> 01:32:10.229]  Number two.
[01:32:10.509 --> 01:32:15.071]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:32:15.411 --> 01:32:15.851]  It's true.
[01:32:16.151 --> 01:32:20.693]  Total government control of electricity in the name of smart grid technology is coming.
[01:32:21.013 --> 01:32:21.554]  Number 3.
[01:32:21.834 --> 01:32:25.117]  In some areas of the country, the power grid is dangerously overloaded.
[01:32:25.417 --> 01:32:29.140]  And now, new socialist legislation is only compounding the problem.
[01:32:29.341 --> 01:32:29.881]  Number 4.
[01:32:30.141 --> 01:32:32.503]  Dangerous weather is always a threat to local grids.
[01:32:32.904 --> 01:32:36.247]  Every year, thousands of families lose their power from weather-related outages.
[01:32:36.567 --> 01:32:41.271]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[01:32:41.511 --> 01:32:46.274]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:32:46.555 --> 01:32:50.578]  You can get more information at www.mysolarbackup.com.
[01:32:50.738 --> 01:32:52.299]  That's mysolarbackup.com.
[01:32:52.519 --> 01:32:57.123]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:33:02.290 --> 01:33:05.212]  Coast to Coast, direct from Austin.
[01:33:05.873 --> 01:33:09.996]  You're listening to the Alex Jones Broadcasting Network.
[01:33:22.245 --> 01:33:26.488]  Sometimes, I wake up late at night, 3-4 in the morning,
[01:33:29.445 --> 01:33:31.712]  And I ask myself, why are you doing this?
[01:33:31.812 --> 01:33:33.638]  You know the world's always been corrupt.
[01:33:33.658 --> 01:33:34.761]  You know it's getting more corrupt.
[01:33:35.182 --> 01:33:36.687]  Why are you sticking your neck out?
[01:33:37.697 --> 01:33:39.718]  A little voice in my head says, back off a little.
[01:33:40.278 --> 01:33:41.559]  Don't be so hardcore.
[01:33:42.059 --> 01:33:45.421]  Don't go on the air and call the Attorney General a murderer and then go over the evidence.
[01:33:46.061 --> 01:33:50.963]  Don't have cops on saying the FBI threatened to kill them in Oklahoma City if they talked about the bombs.
[01:33:51.003 --> 01:33:52.524]  You know they killed cops and people.
[01:33:53.165 --> 01:33:54.785]  You know you've been threatened.
[01:33:55.165 --> 01:33:56.766]  They've threatened to kill you and your family.
[01:33:56.786 --> 01:33:58.027]  You need to back off.
[01:33:58.687 --> 01:34:00.908]  And then my overall spirit says, no!
[01:34:02.569 --> 01:34:04.769]  Because we've got to stand against these people.
[01:34:04.809 --> 01:34:06.430]  They're going to wreck all of society.
[01:34:06.790 --> 01:34:12.771]  My children have no future, and no one's children have a future, unless I get all in against this enemy.
[01:34:13.851 --> 01:34:19.572]  Because once you give in to fear of what your neighbors think... I mean, imagine the general public, how cowardly they are.
[01:34:19.852 --> 01:34:24.013]  They won't even talk about politics or issues, because they just want to seem... Hey, sports!
[01:34:24.073 --> 01:34:24.993]  Yeah, how about the weather?
[01:34:25.433 --> 01:34:27.213]  Oh, saw you mow your lawn, Bob!
[01:34:27.914 --> 01:34:29.734]  And that's why our society's falling apart.
[01:34:31.089 --> 01:34:32.930]  And so I know how real the New World Order is.
[01:34:32.970 --> 01:34:34.451]  You know, I've been offered the jobs.
[01:34:35.432 --> 01:34:41.075]  I was offered Glenn Beck's job before Glenn Beck existed in media, in his current incarnation.
[01:34:42.476 --> 01:34:44.217]  I was told, you'll be the big TV guy with the books.
[01:34:44.237 --> 01:34:45.278]  You'll be the new Rush Limbaugh.
[01:34:45.998 --> 01:34:47.639]  And I said, oh, you tell that to all the girls.
[01:34:48.120 --> 01:34:48.800]  They're like, no.
[01:34:48.820 --> 01:34:50.741]  And this was in three different groups over the years.
[01:34:50.761 --> 01:34:51.722]  Well, it was four total.
[01:34:52.142 --> 01:34:54.264]  But the point is, it's always the same.
[01:34:54.564 --> 01:34:58.126]  You're going nowhere on this crusade, or you can be a star.
[01:34:58.566 --> 01:34:59.547]  Well, let me tell you something.
[01:35:00.962 --> 01:35:02.343]  I am now known worldwide.
[01:35:02.443 --> 01:35:05.065]  I can go to any country and people, hey Alex Jones, all over the place.
[01:35:05.405 --> 01:35:07.507]  I can hardly buy myself dinner in Austin, Texas.
[01:35:08.628 --> 01:35:11.129]  I can't walk my dog down the street without car stopping.
[01:35:11.830 --> 01:35:14.472]  And that is not, ooh, I'm a celebrity.
[01:35:14.512 --> 01:35:16.353]  It's, wow, we really have reached a lot of people.
[01:35:17.033 --> 01:35:20.476]  And then it's like, wow, I've got a big responsibility to do a good job.
[01:35:21.906 --> 01:35:33.028]  But when I think about the fact that they know the vaccines are causing an autoimmune response and causing gut fauna problems that all these top scientists are on, they know it's causing chronic brain damage.
[01:35:34.158 --> 01:35:51.273]  When I know that they, you know, full well the sodium fluoride's causing massive brain damage and bone cancer and IQ reduction in all their own government documents, and then I find out it's a plan and the White House science czar brags about it and wrote books on it in the 70s, and I've got Scientific American basically calling for it right here.
[01:35:52.013 --> 01:35:56.057]  Royal Society calls for redistribution of wealth and more birth control to save planet.
[01:35:56.477 --> 01:35:57.778]  Just an excuse to grab power.
[01:35:57.798 --> 01:35:58.679]  They don't care about the planet.
[01:36:00.711 --> 01:36:01.852]  Then I just think, you know what?
[01:36:02.353 --> 01:36:05.556]  It's that old human instinct for the men to defend against evil.
[01:36:06.056 --> 01:36:07.738]  And so I'm doing what you're supposed to do.
[01:36:07.778 --> 01:36:08.759]  That's why I'm fulfilled.
[01:36:09.139 --> 01:36:10.000]  And I'm not worried.
[01:36:10.300 --> 01:36:17.087]  I'm not really looking forward if they kill me or set me up or put me in a dungeon, but somebody's got to fight these people.
[01:36:18.376 --> 01:36:22.098]  When you get a nation of cowards, a nation of sheep, they'll be ruled by a nation of wolves.
[01:36:22.138 --> 01:36:22.999]  Now, I gotta get to the calls.
[01:36:23.379 --> 01:36:29.282]  To Bob in Michigan, Gene Will, Jamie Sell, Henry Berry, Michigan Truth, that'll be it for calls, but let's start going now.
[01:36:29.562 --> 01:36:36.746]  Bob, briefly in a minute or two, tell folks what happened with your grandson, what you heard, what you discovered, what you were able to do.
[01:36:36.806 --> 01:36:37.166]  Go ahead.
[01:36:37.667 --> 01:36:40.548]  Let me impress upon you folks out there the timetable.
[01:36:41.629 --> 01:36:44.670]  Two and a half years ago, I stumbled upon your radio program.
[01:36:44.911 --> 01:36:47.252]  Two and a half years ago, my daughter was having a baby.
[01:36:48.052 --> 01:36:50.714]  I ran to her and I said, I just heard something.
[01:36:51.254 --> 01:36:52.155]  Let's be careful.
[01:36:52.575 --> 01:36:56.057]  She managed to say no to the Hep Virus.
[01:36:57.418 --> 01:36:59.139]  Well, when he was one day old.
[01:37:00.540 --> 01:37:04.723]  She managed to say no to the three months of wellness visit.
[01:37:05.343 --> 01:37:06.124]  What a joke.
[01:37:07.905 --> 01:37:08.946]  At the seven months,
[01:37:10.093 --> 01:37:13.295]  My son-in-law, bless his heart, took him because he didn't know.
[01:37:13.595 --> 01:37:15.677]  It's time to get your IQ reduction.
[01:37:15.997 --> 01:37:17.738]  Most children just get an IQ reduction.
[01:37:18.058 --> 01:37:21.680]  Some will be, they're now saying, a lot of you are going to have seizures now.
[01:37:22.020 --> 01:37:23.361]  This is part of the new freedom.
[01:37:24.062 --> 01:37:26.163]  Billy may not talk again, but it's healthy.
[01:37:26.243 --> 01:37:27.024]  I'm sorry, go ahead.
[01:37:28.104 --> 01:37:33.087]  She came home, the baby at seven months was crying because of the inflammation in his gut and brain.
[01:37:34.168 --> 01:37:36.769]  The next morning he woke up in convulsions.
[01:37:37.730 --> 01:37:39.111]  And from that moment on,
[01:37:40.481 --> 01:37:41.222]  We lost him.
[01:37:42.282 --> 01:37:44.023]  We lost the soul in his eyes.
[01:37:44.043 --> 01:37:48.366]  And this is happening one out of every 58 children?
[01:37:50.902 --> 01:37:54.545]  If this rate continues in four years, it'll be one out of ten!
[01:38:21.102 --> 01:38:37.647]  Instead of me, you know, getting off into a rant about that, from 1 in 25,300 to 1 in 58 now, and as you said, in four to five years it'll be 1 out of 10, and then a few years later, 1 out of 2, and then... I mean, this is a gift you're being given, though, by the loving government that openly says they want to kill you.
[01:38:38.227 --> 01:38:41.888]  But you're saying you were able to reverse some of this, or did I misunderstand you?
[01:38:42.503 --> 01:38:45.126]  I'm sorry, thanks to you I went to Ken Penney's website.
[01:38:45.446 --> 01:38:49.149]  From Ken Penney I went to Medical Doctor Jerry Tenpenny.
[01:38:49.429 --> 01:38:50.090]  Yeah, go ahead.
[01:38:50.490 --> 01:38:57.217]  Yes, and then it took me to Operation Rescue to Jenny McCarthy saying I found out that this could be taken care of.
[01:38:58.973 --> 01:39:06.841]  Yeah, well, I mean, I mean, I mean, if they've had the gut inflammation because of the viruses and stuff growing in there, you know, for five, six years, they're going to be way behind.
[01:39:07.162 --> 01:39:10.766]  But yeah, there are a lot of things they can detox them, exercising them.
[01:39:11.206 --> 01:39:13.729]  The I'm not going to give the stuff that doctors have said this to me.
[01:39:14.550 --> 01:39:19.074]  The infrared treatments, the sweating, the getting it out, the probiotics.
[01:39:20.216 --> 01:39:22.959]  No television, all of that, you can get them back.
[01:39:22.999 --> 01:39:27.323]  And it's really freaking the system out that the body's so resilient that we're able to stop this.
[01:39:27.383 --> 01:39:35.472]  Of course, you know the Bill and Melinda Gates Foundation who are opening Eugenics is, you know, they're the heaviest investors now in gut flora infection studies.
[01:39:35.492 --> 01:39:36.674]  They're going to give you the cure though.
[01:39:37.154 --> 01:39:40.480]  Give you the disease, give you the... Did you hear in India alone, this is mainstream news?
[01:39:41.081 --> 01:39:41.701]  Guys, pull it up.
[01:39:42.383 --> 01:39:50.235]  46,000 plus children last year alone were given paralysis, polio, by the Bill & Melinda Gates vaccine.
[01:39:51.738 --> 01:39:53.380]  How's that sound for you in India?
[01:39:53.960 --> 01:39:55.161]  Polio is already gone.
[01:39:55.181 --> 01:39:56.963]  Sir, sir, they line them up.
[01:39:57.143 --> 01:39:59.225]  You might as well line them up and machine gun them.
[01:39:59.706 --> 01:40:00.406]  I'm sorry, go ahead.
[01:40:00.807 --> 01:40:06.472]  Drop your football, drop your baseball, drop your Stanley Cup, drop your World Series, drop all that nonsense.
[01:40:06.672 --> 01:40:07.553]  They're not going to do it.
[01:40:07.613 --> 01:40:11.918]  Most of them out there that are new listeners, their kids brain damaged, they'll thank the government and go watch TV.
[01:40:14.451 --> 01:40:16.433]  Well, thank you for recovering my grandson.
[01:40:16.453 --> 01:40:17.074]  I appreciate it.
[01:40:18.456 --> 01:40:20.278]  He's alive, but he still can't speak.
[01:40:20.619 --> 01:40:22.921]  He lost his speaking ability at seven months.
[01:40:23.122 --> 01:40:24.784]  But you were able to reverse a lot of that?
[01:40:25.805 --> 01:40:26.786]  How much was reversed?
[01:40:26.826 --> 01:40:27.647]  How much was reversed?
[01:40:27.667 --> 01:40:29.089]  I couldn't get a syllable out of his voice.
[01:40:29.469 --> 01:40:30.531]  How much was reversed, though?
[01:40:32.213 --> 01:40:36.376]  We have him all the way, his speech, he can't speak yet.
[01:40:36.857 --> 01:40:37.817]  It shut him down.
[01:40:37.837 --> 01:40:42.041]  And he has a 50% chance of never speaking again.
[01:40:42.061 --> 01:40:44.062]  But see, here's the plan, and God bless you.
[01:40:44.082 --> 01:40:47.985]  You notice now all the news has said, it's very reasonable to kill babies up to three.
[01:40:48.285 --> 01:40:51.168]  They plan to brain damage your kid and then say, euthanize him.
[01:40:51.468 --> 01:40:52.589]  And that's the eugenics plan.
[01:40:52.629 --> 01:40:52.989]  Look it up.
[01:40:53.569 --> 01:40:54.590]  People are like, you gotta be kidding.
[01:40:54.770 --> 01:40:55.030]  Folks,
[01:40:56.010 --> 01:40:56.871]  It's real, okay?
[01:40:58.071 --> 01:41:00.473]  Government killed 262 mil last century.
[01:41:00.733 --> 01:41:01.633]  That was just a warm-up.
[01:41:02.454 --> 01:41:03.774]  Let's go to Gene in Texas.
[01:41:03.794 --> 01:41:04.955]  Gene, what did you think of that call?
[01:41:05.555 --> 01:41:10.558]  Well, that was pretty awesome that that guy had a remedy for that.
[01:41:10.638 --> 01:41:17.442]  But, you know, when the enemy comes in like a flood, the Spirit of the Lord is going to lift up a standard against him.
[01:41:17.962 --> 01:41:20.704]  And that's what this is all about, getting this information out.
[01:41:23.065 --> 01:41:23.586]  And also,
[01:41:25.103 --> 01:41:27.244]  Uh, the heathen, they imagine a vain thing.
[01:41:27.284 --> 01:41:29.945]  You know, I mean, uh, why do the heathen rage?
[01:41:30.045 --> 01:41:32.886]  And the kings of the earth, they imagine a vain thing.
[01:41:32.946 --> 01:41:34.166]  Read that Psalms chapter 2.
[01:41:34.467 --> 01:41:35.547]  That speaks to our day.
[01:41:35.587 --> 01:41:37.508]  No, I was just reading that, uh, yesterday.
[01:41:37.548 --> 01:41:39.048]  Somebody posted it in the message forum.
[01:41:39.989 --> 01:41:42.790]  Yeah, that's an awesome, that's an awesome, uh, prophecy.
[01:41:42.850 --> 01:41:44.791]  That's, uh, Psalms is very prophetic.
[01:41:44.911 --> 01:41:48.172]  No, I mean, elites throughout history are totally insane on power trips.
[01:41:49.079 --> 01:41:53.082]  I mean, every ancient society would demand firstborn sons to be sacrificed.
[01:41:53.463 --> 01:41:54.063]  Every culture.
[01:41:54.383 --> 01:41:56.785]  Well, now they just sacrifice their sons with a chemical weapon.
[01:41:57.065 --> 01:41:58.246]  They sacrifice their brains.
[01:41:59.928 --> 01:42:00.408]  That's right.
[01:42:02.330 --> 01:42:15.340]  I was listening to a fellow who was on your show a while back, a guy named Mark Korneke, and he was talking about internal exile, you know, in the Soviet Union, you know, in the 30s, I think it was.
[01:42:15.629 --> 01:42:20.896]  Yeah, they wouldn't let you travel basically outside of your house to your neighborhood, and that's the new IRS passport law.
[01:42:21.477 --> 01:42:26.543]  The TSA says you're not going to be able to have a job, drive your car, unless the potbellies at the TSA say you can.
[01:42:26.563 --> 01:42:33.713]  Yeah, and he also mentioned about Molotov, how that guy lived all throughout the whole thing.
[01:42:35.180 --> 01:42:47.423]  Uh, I think he died, uh... Yeah, no, everything we saw in the Soviet Union... Listen, the federal government nine years ago hired former Soviet KGB and Marcus Wolf, the head of the Stasi, on record.
[01:42:47.443 --> 01:42:49.444]  This was in... I heard this and didn't believe it.
[01:42:49.844 --> 01:42:51.884]  And I went and looked it up in the federal purchase orders.
[01:42:52.164 --> 01:42:54.205]  They hired him to come set this up.
[01:42:55.465 --> 01:42:57.246]  I mean, that's why it looks just like that.
[01:42:57.266 --> 01:42:58.906]  Because they hired him to set it up.
[01:43:01.454 --> 01:43:05.097]  Right now, the average family spends one-fourth of their income on food.
[01:43:05.277 --> 01:43:11.041]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoodsDirect.
[01:43:11.201 --> 01:43:14.403]  The savings from eating this food will actually help you pay your other bills.
[01:43:14.723 --> 01:43:22.509]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[01:43:22.709 --> 01:43:29.434]  This food is compact, making it easy to store some away, and will be just as delicious in 25 years as the ones you cook tonight.
[01:43:29.774 --> 01:43:30.515]  Is it affordable?
[01:43:30.835 --> 01:43:31.496]  Absolutely!
[01:43:31.776 --> 01:43:36.701]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[01:43:36.981 --> 01:43:43.208]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[01:43:43.488 --> 01:43:48.053]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[01:43:48.473 --> 01:43:53.001]  Give Eat Foods Direct a call and order one of the Alex Jones Family Packs and test it out today.
[01:43:53.281 --> 01:43:58.551]  Start your journey of food independence today at eatfoodsdirect.com forward slash alex or call 800-409-5633.
[01:44:03.439 --> 01:44:11.124]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:44:11.564 --> 01:44:15.186]  Alex and his staff have used these pure soap products for years.
[01:44:15.627 --> 01:44:22.451]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:44:22.931 --> 01:44:25.753]  See them on the web at 5starsoap.com.
[01:44:25.973 --> 01:44:30.457]  Or call 800-340-7091 for a free catalog.
[01:44:30.797 --> 01:44:36.462]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:44:36.743 --> 01:44:41.847]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:44:42.147 --> 01:44:43.769]  This is an amazing deal.
[01:44:44.129 --> 01:44:48.733]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:44:49.374 --> 01:44:51.836]  See them on the web at 5starsoap.com
[01:44:52.076 --> 01:44:53.602]  Or call 800-340-7091 for a free catalog.
[01:45:01.075 --> 01:45:01.395]  Four?
[01:45:01.415 --> 01:45:02.096]  Five?
[01:45:02.456 --> 01:45:02.696]  Six?
[01:45:02.756 --> 01:45:04.277]  Even seven dollars a gallon?
[01:45:04.717 --> 01:45:10.261]  According to fuel industry insiders and economic experts, those are the forecasted fuel prices, with no end in sight.
[01:45:10.701 --> 01:45:14.584]  Fight back fuel prices with a fuel saver from airfusionsystems.com.
[01:45:14.904 --> 01:45:17.746]  These fuel savers can save you from 20 to 40 percent.
[01:45:18.066 --> 01:45:21.949]  They're designed to fit any vehicle, from compacts to SUVs to transport trucks.
[01:45:22.189 --> 01:45:25.491]  The fuel saver works on all gas, diesel, even propane engines.
[01:45:25.952 --> 01:45:28.753]  Easy, do-it-yourself installation in about 15 minutes.
[01:45:28.994 --> 01:45:29.654]  And the best part?
[01:45:29.994 --> 01:45:31.015]  No engine modification.
[01:45:31.015 --> 01:45:31.315]  I think so.
[01:46:00.848 --> 01:46:06.091]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:46:06.352 --> 01:46:08.553]  Start purifying your water with ProPure.
[01:46:08.753 --> 01:46:17.699]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:46:17.859 --> 01:46:21.041]  Its filters are silver impregnated to prevent bacterial growth.
[01:46:21.321 --> 01:46:22.742]  There's no priming required.
[01:46:23.002 --> 01:46:25.044]  It's NSF-42 certified.
[01:46:25.264 --> 01:46:27.745]  Optional fluoride filters can reduce fluoride up to 95%.
[01:46:28.826 --> 01:46:30.166]  Easy to set up and use.
[01:46:30.346 --> 01:46:31.647]  Doesn't require electricity.
[01:46:31.767 --> 01:46:34.628]  Purify water from lakes, streams, ponds, and wells.
[01:46:34.928 --> 01:46:38.109]  This filter system leaves in beneficial minerals, which is key.
[01:46:38.329 --> 01:46:40.109]  Save money by not buying bottled water.
[01:46:40.229 --> 01:46:42.310]  And avoid BPA that leaches from the plastic.
[01:46:42.450 --> 01:46:45.051]  ProPure is the best gravity-fed filter out there.
[01:46:45.191 --> 01:46:46.511]  It's what my family uses.
[01:46:46.771 --> 01:46:49.972]  Infowars.com already has the lowest price on ProPure.
[01:46:50.092 --> 01:46:55.654]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:46:55.934 --> 01:46:57.834]  You can also call to order 888-253-3139.
[01:46:57.934 --> 01:47:03.415]  Coast to Coast.
[01:47:03.795 --> 01:47:05.116]  Direct from Austin.
[01:47:05.856 --> 01:47:09.156]  You're listening to the Alex Jones Broadcasting Network.
[01:47:09.496 --> 01:47:19.498]  If you're a new listener, and you think this stuff's crazy, it is.
[01:47:20.578 --> 01:47:24.539]  If you just tuned in for the first time, you're like, man, this guy's crazy.
[01:47:25.734 --> 01:47:26.154]  You're right.
[01:47:26.455 --> 01:47:28.436]  I've been driven crazy by reality.
[01:47:29.077 --> 01:47:31.198]  I found the rabbit hole and it just gets deeper and deeper.
[01:47:31.218 --> 01:47:33.840]  And I found out the people running things are the ones that are crazy.
[01:47:34.160 --> 01:47:34.320]  Hey!
[01:47:34.601 --> 01:47:35.501]  You ever read a history book?
[01:47:35.541 --> 01:47:37.042]  You ever seen what elites do everywhere else?
[01:47:37.783 --> 01:47:39.044]  Psychos get in control.
[01:47:39.064 --> 01:47:40.345]  Scum rises at the top.
[01:47:41.185 --> 01:47:41.626]  Of government.
[01:47:42.697 --> 01:47:43.277]  And of elites.
[01:47:43.657 --> 01:47:45.978]  And good people seldom get together and defeat it.
[01:47:46.258 --> 01:47:48.479]  When they do, we get milk and honey like America.
[01:47:48.799 --> 01:47:49.459]  Not that the U.S.
[01:47:49.519 --> 01:47:53.360]  is perfect, but our media spends all day telling you how bad the U.S.
[01:47:53.500 --> 01:47:58.022]  is because it is the holy water compared to the New World Order.
[01:47:59.525 --> 01:48:01.507]  It's the answer to the tyranny.
[01:48:02.027 --> 01:48:09.574]  It was going in the right direction, so that's why they tear down the Founding Fathers, tear it down all day, and then wrap their tyranny in American flags simultaneously.
[01:48:09.895 --> 01:48:10.756]  Will in Oklahoma.
[01:48:10.796 --> 01:48:11.436]  We gotta move quick.
[01:48:11.456 --> 01:48:14.759]  We'll go to Jamie, Sal, Henry, Barry, and Michigan Truther.
[01:48:15.020 --> 01:48:15.700]  Will, you're on the air.
[01:48:15.720 --> 01:48:16.301]  Thanks for holding.
[01:48:16.914 --> 01:48:18.375]  Hey, thanks for taking my call, Alex.
[01:48:18.395 --> 01:48:23.338]  Just real quick to touch on what the caller two calls ago was talking about with the vaccinations.
[01:48:23.558 --> 01:48:27.840]  I just had a daughter born about three weeks ago, and we're going through all that right now.
[01:48:27.880 --> 01:48:40.107]  And I originally went to an establishment-type doctor, which basically shot down all the research that I brought to him and spoke with him about my concerns with... They'll lie and tell you there's not mercury in it when it's on the insert.
[01:48:40.288 --> 01:48:44.670]  You gotta search vaccine-free doctors in the name of your area.
[01:48:44.910 --> 01:48:45.591]  You'll find them.
[01:48:45.631 --> 01:48:45.951]  Go ahead.
[01:48:46.471 --> 01:48:48.713]  I found a doctor on that website.
[01:48:48.873 --> 01:48:50.254]  There's only two in the state of Oklahoma.
[01:48:50.334 --> 01:49:09.046]  One is in Jenks and I just went and saw him this last week and basically said everything that I had studied and found through my own research and through listening to the show and it basically validated... Sir, the government admits that over 200 million Americans contracted cancer from the polio vaccine alone.
[01:49:09.306 --> 01:49:10.407]  That's CDC.
[01:49:10.447 --> 01:49:11.547]  This is not debatable.
[01:49:11.747 --> 01:49:12.448]  I'm sorry, go ahead.
[01:49:12.828 --> 01:49:29.675]  Oh, and you're exactly right, and the crazy thing was, when we went to the establishment doctor, I spoke about thimerosal and some of the concerns I had with that, and he basically said that it was just mercury-based and that it was actually, basically kind of good for you, and I mean, it blew me away, which is what led me... No, that's a talking point!
[01:49:29.695 --> 01:49:33.016]  Have you heard me play the clip where CBS News says mercury's good for children's brains?
[01:49:33.417 --> 01:49:38.739]  Yeah, oh yeah, and it was like a flashback when he told me that, because I was like, wow, I just heard about this like a week ago on the show.
[01:49:38.759 --> 01:49:41.160]  Sir, all we do is repeat what these psychopaths say.
[01:49:42.031 --> 01:49:52.395]  And the only reason we were doing this is I'm trying to get my girlfriend, who's really not awake yet, to come at least to, you know, see, you know, what we're up against and, uh... Well, yeah, well, here's an example.
[01:49:52.415 --> 01:49:54.476]  California has an epidemic of whooping cough.
[01:49:54.696 --> 01:49:56.117]  That's a couple hundred cases.
[01:49:56.597 --> 01:50:00.498]  And then it came out in the news, but back of the paper, it was the kids that had had the shot.
[01:50:00.779 --> 01:50:02.159]  The shot was giving it to them.
[01:50:02.479 --> 01:50:03.760]  My mother, triathlete.
[01:50:04.733 --> 01:50:05.493]  Never get sick.
[01:50:05.613 --> 01:50:08.995]  She took a flu shot because the triathlon folks like a decade ago said, do it.
[01:50:09.335 --> 01:50:11.496]  You want to stay, you know, really good for this coming up in a month.
[01:50:11.856 --> 01:50:14.097]  She almost, she was sick for a month from it.
[01:50:14.678 --> 01:50:22.721]  Okay, everybody, you know, but then the studies show if you take the vaccine, an average flu shot, it doubles your chances of getting the flu next.
[01:50:23.161 --> 01:50:25.722]  Three shots and you double your chances of getting Alzheimer's.
[01:50:26.123 --> 01:50:26.623]  Look it up.
[01:50:26.783 --> 01:50:27.503]  I appreciate your call.
[01:50:28.484 --> 01:50:30.825]  Folks, you cannot make up the magnitude of this.
[01:50:31.624 --> 01:50:31.965]  Okay?
[01:50:32.708 --> 01:50:36.559]  Look, I just read to you, top scientist, you know, Reuters says reduce population.
[01:50:36.720 --> 01:50:38.024]  They're already doing it.
[01:50:38.064 --> 01:50:39.027]  It's funny to them.
[01:50:40.111 --> 01:50:41.833]  You know about all the medical experiments on the troops?
[01:50:42.013 --> 01:50:43.574]  They're doing it to us, okay?
[01:50:44.435 --> 01:50:46.017]  It's a death sentence, the entire U.S.
[01:50:46.037 --> 01:50:46.437]  military.
[01:50:46.457 --> 01:50:48.299]  It takes decades off their life, the D.U.
