[00:00:01.465 --> 00:00:08.509]  This transmission is coming to you.
[01:35:48.880 --> 01:35:53.023]  Senator, we also saw just last year the South African U.N.
[01:35:53.103 --> 01:35:55.805]  Summit, and they called for a global U.N.
[01:35:56.385 --> 01:36:02.409]  environmental crime tribunal where you will be arrested if you deny man-made global warming.
[01:36:02.449 --> 01:36:05.211]  And that made headlines in Europe, but almost no news here.
[01:36:05.591 --> 01:36:15.958]  So they're openly calling for this international power, and four of our Supreme Court justices have said that we should get our rules from the U.N., not the Constitution.
[01:36:15.978 --> 01:36:18.660]  So I think you're right to be very concerned about this.
[01:36:19.420 --> 01:36:36.608]  You know one of the interactions in the last couple weeks that was very very telling was the interaction between Senator Sessions and Secretary Panetta in a committee in which Panetta said that if we go to war of course we'll consult with the UN and get their approval and Sessions asking me said well
[01:36:37.308 --> 01:36:41.452]  You know, isn't there a role here under the Constitution for Congress?
[01:36:41.932 --> 01:36:55.084]  And Panetta basically just kept going on about NATO, the UN, and then he finally sort of said, well, yeah, we would probably inform Congress of what we're doing, but never in there was there any understanding that they had to get approval or permission from Congress.
[01:36:56.226 --> 01:37:04.192]  And of course, you've spoken on the Senate floor about that, one of the few senators to actually be concerned about the Constitution being brazenly violated.
[01:37:04.232 --> 01:37:11.238]  And if anyone was confused by what the Secretary of Defense said and tries to come out and say, well, he didn't really mean that.
[01:37:11.618 --> 01:37:19.404]  We have the letter, as you know, last year, where Obama responded to Congress with the Libya war and said, I don't need your authorization.
[01:37:19.424 --> 01:37:21.006]  I have the UN.
[01:37:21.026 --> 01:37:23.488]  And that brings me to my next question, Senator.
[01:37:25.504 --> 01:37:30.186]  Are you or others going to call for the House to begin impeachment investigations?
[01:37:30.226 --> 01:37:39.990]  I know Congressman Jones has introduced legislation that if Obama starts another war without congressional war power authorization, that they will then trigger that.
[01:37:40.731 --> 01:37:42.832]  But that's not moving very fast.
[01:37:42.912 --> 01:37:47.514]  I mean, this is extremely brazen, like Caesar crossing the Rubicon.
[01:37:48.374 --> 01:38:03.050]  Or your father, who will get a lot more attention than Congressman Jones, were to call for impeachment investigations, at least to begin hearings on impeachment, then I think that might get the executive to stop saying it follows the orders of the UN, Senator.
[01:38:03.882 --> 01:38:06.564]  I think the first step is to stop him in his tracks.
[01:38:07.364 --> 01:38:10.326]  We tried very hard on the Libya motion.
[01:38:10.866 --> 01:38:16.049]  In fact, what we did on the Libya, when he went to war with Libya, is we introduced his own words.
[01:38:16.549 --> 01:38:24.674]  His words in 2007 when he ran for office said that no president should unilaterally go to war without congressional authority.
[01:38:24.974 --> 01:38:27.515]  Which basically just restates the Constitution.
[01:38:28.136 --> 01:38:28.896]  And good for him.
[01:38:28.936 --> 01:38:29.877]  That's what he ran on.
[01:38:29.917 --> 01:38:31.157]  That was part of his platform.
[01:38:31.197 --> 01:38:34.860]  And then he went around and did exactly the opposite when he became president.
[01:38:35.500 --> 01:38:40.883]  And this is not the first time a Democrat or a Republican has changed their mind once they became president.
[01:38:40.923 --> 01:38:45.926]  They sort of believed in limitations on the presidential power until they actually became the president.
[01:38:45.946 --> 01:38:48.047]  And then they believe in unlimited powers.
[01:38:48.087 --> 01:38:49.668]  But we will fight them tooth and nail.
[01:38:50.128 --> 01:38:50.688]  We fought him.
[01:38:50.728 --> 01:38:53.030]  We introduced his own words on the Senate floor.
[01:38:53.730 --> 01:38:58.135]  And ask people to vote for it, but the disappointing thing was ten people in the U.S.
[01:38:58.155 --> 01:39:05.524]  Senate believe in the Constitution and believe that the Congress should have to declare war before a president goes to war.
[01:39:05.544 --> 01:39:07.706]  We got only ten votes and they were all Republicans.
[01:39:08.187 --> 01:39:13.293]  Not one Democrat voted for the words of their own president when he ran for office.
[01:39:14.588 --> 01:39:20.330]  What did you make of the CIA director a month ago, it was in Wired Magazine, if you caught it?
[01:39:20.670 --> 01:39:33.415]  What did you make of him saying, yeah, we're watching you, we're reading your emails, we're building a giant NSA center, and then Congress said we want to see the details of that NSA center, and Obama said you don't get to see it.
[01:39:33.475 --> 01:39:42.279]  Since when does Congress not get to get details of the new NSA center that they admit is to read all our emails and listen to our phone calls illegally, Senator?
[01:39:43.089 --> 01:39:48.233]  Well, I'd say the one good news as far as Big Brother snooping on you is that there is some pushback.
[01:39:48.293 --> 01:40:04.126]  You know, the SOPA battle, the battle over, you know, the internet and whether or not they could shut down different websites indiscriminately based on accusations without a day in court, without, you know, any Fourth Amendment or jury trial protections.
[01:40:04.406 --> 01:40:06.948]  You know, we won that battle and won it in a big way.
[01:40:06.968 --> 01:40:09.050]  And so there is a pushback.
[01:40:09.130 --> 01:40:10.111]  That was really the first
[01:40:10.111 --> 01:40:20.477]  The first battle since I've been up here that we actually won and we won in a clear fashion because the internet, the grassroots community, really defeated the establishment.
[01:40:20.537 --> 01:40:26.420]  They were planning on passing that under unanimous consent, which means they were just going to push it right through.
[01:40:26.521 --> 01:40:28.642]  If I objected, they were going to roll right over me.
[01:40:29.482 --> 01:40:37.547]  And the internet woke up people, a lot of people who listen and get their news, you know, from you and from InfoWars.com that
[01:40:39.648 --> 01:40:43.829]  The internet rose up and as a power did stop them in their tracks.
[01:40:43.969 --> 01:40:56.873]  We're not winning all the battles but there's going to be another battle over cyber security bills coming up and we have to worry about the power that's being given to agencies like the NSA to snoop on personal information on the internet.
[01:40:56.933 --> 01:41:01.835]  So we haven't, we aren't done yet but I think it was encouraging when we beat the SOPA bill.
[01:41:02.435 --> 01:41:08.237]  Well it's good to know you're there because we've got on the other side Senator Jay Rockefeller famously saying in committee
[01:41:09.281 --> 01:41:12.133]  We would have been better off never inventing the internet.
[01:41:12.173 --> 01:41:13.800]  I mean, that's a wild statement.
[01:41:14.909 --> 01:41:21.132]  The Internet's the great equalizer, you know, because now people get their news and they look around for the news.
[01:41:21.152 --> 01:41:27.775]  And I think it's particularly young people now who are so cynical of all the politicians they see on TV.
[01:41:27.875 --> 01:41:35.659]  And I think this is why my dad has become so popular is because they see him as a genuine voice, someone who they can believe and trust in.
[01:41:35.679 --> 01:41:37.940]  And that makes a big difference.
[01:41:38.020 --> 01:41:40.841]  And the Internet has been the fountain of all that.
[01:41:41.581 --> 01:41:51.230]  And I think it really is leading to a movement out there that's neither Republican nor Democrat, but really wants a different way.
[01:41:52.351 --> 01:41:55.875]  Certainly the establishment has to know they can't put the genie back in the bottle.
[01:41:55.915 --> 01:42:00.539]  People have had a taste of real choice in news and information and ideas.
[01:42:00.919 --> 01:42:05.784]  Freedom is catching on thanks to you, your father, and tens of millions of supporters across the planet.
[01:42:06.834 --> 01:42:14.176]  Yep, well that's one of my father's favorite lines as he's out on the trail, is that freedom is popular, freedom brings people together.
[01:42:14.196 --> 01:42:17.636]  And it's one of the amazing things you see when you go to his rallies.
[01:42:17.696 --> 01:42:34.160]  You see people of all races, all economic levels, you see working class people, you see chamber of commerce types, but you see much more diverse crowd at the Ron Paul rallies, and particularly the youth, than you see at any Republican function.
[01:42:34.680 --> 01:42:46.184]  And it's what the Republicans, if they had half a clue, would realize nationally is that Ron Paul is a phenomenon, getting 5 to 10,000 people at speeches, more than any other candidate.
[01:42:46.704 --> 01:42:51.125]  And they need to realize that they need that momentum, and they need that to win in the fall.
[01:42:51.145 --> 01:42:54.887]  All right, this interview continues with Rand Paul here on the Alex Jones Show.
[01:42:54.967 --> 01:42:56.647]  It continues on the other side of this break.
[01:42:56.727 --> 01:42:57.407]  Stay with us.
[01:42:57.607 --> 01:42:59.088]  We'll be right back with the interview.
[01:43:01.553 --> 01:43:06.956]  When you're out on the road, the last place you want to be is on the road.
[01:43:08.216 --> 01:43:12.978]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:43:13.359 --> 01:43:20.142]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[01:43:22.083 --> 01:43:24.364]  They sew pride in every stitch.
[01:43:26.145 --> 01:43:28.466]  Guarantee you'll love the way they fit.
[01:43:30.561 --> 01:43:34.442]  They put a Diamond Gusset in the crotch where you need it most.
[01:43:35.163 --> 01:43:38.284]  Blue Diamond Gussets got it.
[01:43:39.004 --> 01:43:39.804]  Others don't.
[01:43:40.224 --> 01:43:42.105]  We turn jeans inside out.
[01:43:42.365 --> 01:43:43.866]  Diamond Gusset Jeans.
[01:43:44.166 --> 01:43:46.706]  Made in the USA with unparalleled quality.
[01:43:47.047 --> 01:43:51.088]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[01:43:51.268 --> 01:43:53.289]  So you can ride all day with confidence.
[01:43:53.669 --> 01:43:55.890]  Order yours at gusset.com.
[01:43:56.370 --> 01:43:58.390]  Diamond Gusset Jeans got it.
[01:43:58.731 --> 01:43:59.591]  Others don't.
[01:44:02.978 --> 01:44:10.665]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:44:11.105 --> 01:44:14.729]  Alex and his staff have used these pure soap products for years.
[01:44:15.169 --> 01:44:21.995]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:44:22.475 --> 01:44:25.298]  See them on the web at 5starsoap.com.
[01:44:25.498 --> 01:44:29.999]  Or call 800-340-7091 for a free catalog.
[01:44:30.319 --> 01:44:35.980]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:44:36.260 --> 01:44:41.382]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:44:41.682 --> 01:44:43.302]  This is an amazing deal.
[01:44:43.662 --> 01:44:48.263]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:44:48.883 --> 01:44:51.364]  See them on the web at 5starsoap.com.
[01:44:51.644 --> 01:44:52.506]  Or call 800-340-7091 for a free catalog.
[01:45:00.586 --> 01:45:04.208]  Right now, the average family spends one-fourth of their income on food.
[01:45:04.408 --> 01:45:10.172]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoodsDirect.
[01:45:10.312 --> 01:45:13.514]  The savings from eating this food will actually help you pay your other bills.
[01:45:13.834 --> 01:45:21.639]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[01:45:21.819 --> 01:45:28.563]  This food is compact, making it easy to store some away, and will be just as delicious in 25 years as the ones you cook tonight.
[01:45:28.883 --> 01:45:29.624]  Is it affordable?
[01:45:29.924 --> 01:45:30.624]  Absolutely!
[01:45:30.884 --> 01:45:35.827]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[01:45:36.107 --> 01:45:40.570]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[01:45:42.591 --> 01:45:47.233]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[01:45:47.534 --> 01:45:52.116]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[01:45:52.396 --> 01:45:56.879]  Start your journey of food independence today at efoodsdirect.com forward slash Alex.
[01:45:57.239 --> 01:45:59.920]  Or call 800-409-5633.
[01:46:00.340 --> 01:46:04.561]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:46:04.881 --> 01:46:05.481]  Number one.
[01:46:05.782 --> 01:46:08.943]  New climate legislation could easily double or triple your electric bill.
[01:46:09.223 --> 01:46:09.783]  Number two.
[01:46:10.083 --> 01:46:14.624]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:46:14.964 --> 01:46:15.404]  It's true.
[01:46:15.705 --> 01:46:20.266]  Total government control of electricity in the name of smart grid technology is coming.
[01:46:20.586 --> 01:46:21.107]  Number 3.
[01:46:21.407 --> 01:46:24.691]  In some areas of the country, the power grid is dangerously overloaded.
[01:46:24.991 --> 01:46:28.675]  And now, new socialist legislation is only compounding the problem.
[01:46:28.916 --> 01:46:29.456]  Number 4.
[01:46:29.697 --> 01:46:32.079]  Dangerous weather is always a threat to local grids.
[01:46:32.460 --> 01:46:35.804]  Every year, thousands of families lose their power from weather-related outages.
[01:46:36.124 --> 01:46:40.847]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[01:46:41.068 --> 01:46:45.831]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:46:46.131 --> 01:46:50.154]  You can get more information at www.mysolarbackup.com.
[01:46:50.294 --> 01:46:51.855]  That's mysolarbackup.com.
[01:46:52.095 --> 01:46:56.699]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:47:01.949 --> 01:47:04.817]  Coast to Coast, direct from Austin.
[01:47:05.540 --> 01:47:08.749]  You're listening to the Alex Jones Broadcasting Network.
[01:47:10.973 --> 01:47:12.073]  Alright, welcome back.
[01:47:12.674 --> 01:47:20.797]  You're listening to the Alex Jones Show and the interview with Senator Rand Paul continues now in the second half with Alex Jones conducting the interview.
[01:47:21.177 --> 01:47:22.698]  That's it for my segment on the show.
[01:47:22.738 --> 01:47:24.959]  This has been Mike Adams, the Health Ranger, filling in.
[01:47:24.979 --> 01:47:26.039]  I enjoy doing it.
[01:47:26.340 --> 01:47:29.621]  Thank you for listening today and continue to listen to this interview.
[01:47:29.641 --> 01:47:30.621]  We're going right to it now.
[01:47:30.822 --> 01:47:31.202]  Take care.
[01:47:31.302 --> 01:47:38.645]  They need that to win in the fall and I'm just hoping that they will do some outreach to him to try to get him to participate in their convention.
[01:47:39.338 --> 01:47:44.782]  Speaking of your father, Congressman Ron Paul, who has said that if he doesn't win the presidency, he's going to retire.
[01:47:45.182 --> 01:47:49.406]  Texas, of course, is very sad about that, but the idea continues on.
[01:47:49.866 --> 01:47:58.693]  And undoubtedly, we're winning the war, even if he doesn't win the battle, in educating hearts and minds about the true constitutional system.
[01:47:59.393 --> 01:48:05.136]  But what is at the heart of the delegate battle and the broker convention strategy?
[01:48:05.156 --> 01:48:10.159]  Can you tell us, if Paul doesn't win the full nomination, what they're going to call for?
[01:48:10.239 --> 01:48:15.142]  And can you put to bed these rumors, the latest one yesterday in the Seattle Times?
[01:48:15.962 --> 01:48:24.327]  It's all over the news that if Mitt Romney was to get the nomination that there's discussions of asking you to be vice president.
[01:48:25.390 --> 01:48:32.419]  Well, I always tell people if there's a secret plan for that to happen, it's so secret that nobody's let me in on it yet.
[01:48:33.000 --> 01:48:34.682]  I kind of doubt that will happen.
[01:48:34.702 --> 01:48:39.809]  I do tell people to be considered to be the Vice President of the United States is obviously
[01:48:40.991 --> 01:48:41.592]  I mean, it is.
[01:48:41.832 --> 01:48:52.485]  And I know some people may not like hearing that, but to tell you the truth, it is an honor to be considered and to know that you could have some influence in the direction that the country goes.
[01:48:52.886 --> 01:48:57.592]  But I don't probably see that happening, and no one's asked me in particular or specifically about it.
[01:48:58.552 --> 01:49:06.118]  Um, with regard to, you know, where my father goes, what the delegate strategy is, whether it could be a brokerage convention, I think it's unlikely.
[01:49:06.198 --> 01:49:19.187]  I think now that Santorum has dropped out, unless something changes dramatically in the next couple of primaries, uh, in all likelihood Romney will collect the numbers necessary to get the nomination, uh, sometime in May or June.
[01:49:20.467 --> 01:49:29.612]  One of the things is that if you win five states, you get to get your name placed in nomination and you get guaranteed a position at the convention.
[01:49:29.632 --> 01:49:31.053]  And there's still some chance of that.
[01:49:31.833 --> 01:49:38.577]  Even though my dad didn't win five states, a lot of the delegations are not decided until you go through the state convention.
[01:49:38.597 --> 01:49:40.778]  They have county conventions and they work their way up.
[01:49:41.698 --> 01:49:44.880]  And Ron Paul's done very well in Nevada, Missouri,
[01:49:45.860 --> 01:49:50.044]  Maine, Iowa, and a couple of the other caucus states.
[01:49:50.064 --> 01:50:04.055]  So there's an outside chance that he still wins five states, but I think that's one of the reasons that he'll go on probably giving speeches and traveling around and encouraging voters at least through the state conventions, which are mostly over in June.
[01:50:04.571 --> 01:50:08.153]  Sure, it's a victory just to be there injecting real issues.
[01:50:08.213 --> 01:50:11.335]  Moving quickly through some questions in the five minutes we have left, Senator.
[01:50:11.776 --> 01:50:21.782]  TSA, they have now announced, Congresswoman Jackson has announced here in Texas, Sheila Jackson Lee, that they have
[01:50:22.222 --> 01:50:25.284]  Undercover Homeland Security outside of the 10th Amendment.
[01:50:25.785 --> 01:50:28.627]  TSA now on the buses and the highways.
[01:50:29.007 --> 01:50:34.351]  We've known this is coming, but that's just as illegal as Obama taking orders from the UN.
[01:50:34.371 --> 01:50:38.414]  There's got to be some end to this craziness.
[01:50:38.454 --> 01:50:48.922]  Dave Mustaine was just here in town visiting me a few weeks ago, a rock star from Megadeth, and he complained to me that his 14-year-old daughter got groped at the airport here in Austin.
[01:50:49.162 --> 01:50:50.203]  There's got to be some
[01:50:50.723 --> 01:50:53.904]  You know, into this, can you call for hearings in the Senate?
[01:50:53.964 --> 01:50:59.366]  I mean, is it illegal from your constitutional research to have the TSA now on the streets of Texas?
[01:51:00.746 --> 01:51:02.066]  I can't call for hearings.
[01:51:02.086 --> 01:51:04.367]  The majority party completely controls hearings.
[01:51:04.667 --> 01:51:07.348]  ISSA can get hearings in the House and it's had some.
[01:51:07.948 --> 01:51:10.609]  The interesting thing is, is what happened to you guys in Texas?
[01:51:10.669 --> 01:51:16.731]  I thought you guys were going to stand up to the federal government and ban the TSA from doing that in Texas.
[01:51:17.284 --> 01:51:26.418]  The feds threatened a air blockade, military blockade, and the unanimous house then fell to their knees and said, here's our daughters and sons, start groping.
[01:51:27.649 --> 01:51:49.346]  We're going to continue the fight up here and it really becomes more complicated because this ends up becoming not just about personal liberty, it becomes about union power and the fact that the Democrats are big on creating new government unions because they're new voting blocks and new blocks of money that they can get, you know, forced union dues to support their campaigns.
[01:51:49.807 --> 01:51:53.670]  So really the TSA is one of the biggest government unions now and so
[01:51:54.370 --> 01:51:58.754]  We've been fighting, you know, to privatize security, many of us, and would like to do that.
[01:51:58.934 --> 01:52:08.982]  We will probably propose legislation coming up that will do that, as well as some that'll be less dramatic, but would actually forbid them from doing pat-downs.
[01:52:09.443 --> 01:52:15.408]  We think the idea of random pat-downs is ridiculous, insulting, and really making no one safe.
[01:52:16.268 --> 01:52:35.314]  And, you know, I think that if you made searches based on evidence of suspicious behavior or something like that or basically had some kind of risk assessment done, then you wouldn't be doing this to elderly women, babies, children.
[01:52:35.954 --> 01:52:36.375]  The rest.
[01:52:36.435 --> 01:52:42.360]  The other thing that would make it a little better, not perfect, but it would be just to have a frequent flyer program of some sort.
[01:52:42.780 --> 01:52:49.487]  And I don't want the government running it, but if it were done privately and voluntarily, I think you could develop some kind of frequent flyer program.
[01:52:50.526 --> 01:52:53.147]  Two final questions, Senator Paul.
[01:52:54.308 --> 01:53:05.573]  Number one, everyone has been impressed, even mainstream media has been impressed that you could run for office for the first time in your life and be catapulted into the U.S.
[01:53:05.633 --> 01:53:16.237]  Senate and that you have kept your promises and done so well and had such a senatorial gentlemanly bearing and have learned the procedures and things.
[01:53:16.377 --> 01:53:17.718]  I mean, everyone I know,
[01:53:18.278 --> 01:53:20.559]  Across the political spectrum is saying Rand Paul.
[01:53:21.259 --> 01:53:28.923]  If Ron Paul doesn't make it, well, Rand Paul is definitely presidential material for the Republic.
[01:53:29.863 --> 01:53:35.126]  I mean, I know you don't like to toot your own horn, but I mean, are you starting to think more about running for president?
[01:53:36.089 --> 01:53:40.411]  Well, I think it's too early to tell, and a lot of it, you know, depends on what happens with this election.
[01:53:40.732 --> 01:53:58.041]  So, you know, we'll wait and see, but I think also the voice within the Senate can be a pretty loud voice, and I'm definitely going to do everything I can to use the position of the Senate to fight for constitutional limited government, to really fight to fend off what I think is a coming calamity.
[01:53:58.101 --> 01:54:01.443]  If we do not address this debt bomb that's coming at us,
[01:54:02.023 --> 01:54:07.567]  We really are in for a bad way, and it may be something that hits us before there is even another presidential election.
[01:54:08.027 --> 01:54:14.311]  So, we're fighting day in, day out to get people around here to wake up to the imminence of this problem.
[01:54:14.351 --> 01:54:19.655]  I've been telling people for a year there's a day of reckoning coming, and it's not something we're looking forward to.
[01:54:19.715 --> 01:54:28.141]  It's either something where we destroy our currency, and when you destroy a currency, it leads to chaos in the streets, and we don't want that to happen.
[01:54:28.741 --> 01:54:49.478]  All of these problems are fixable, though, and we have a wonderful country with a wonderful heritage, and there is an amazing potential locked up in our country that if it were unleashed and you allow people to freely interact and trade with each other, that we would once again be a dominant force in the world if we would just, you know, really believe in ourselves and believe in our heritage.
[01:54:50.231 --> 01:54:50.972]  I agree with you.
[01:54:51.292 --> 01:55:06.069]  Speaking of our heritage, not having high taxes, Buffett, Warren Buffett, the biggest recipient of the banker bailouts domestically, that's McClatchy Associated Press, it's a fact, he says raise taxes on millionaires or people making $150,000 individually or a quarter million in a couple.
[01:55:09.824 --> 01:55:13.489]  Well, he's the guy that wants that money out of the next bailout on record.
[01:55:13.749 --> 01:55:15.331]  I mean, this is asinine.
[01:55:16.873 --> 01:55:22.581]  Give us a brief comment on that, Senator, because I know you've got to go, and then what you're going to do on a balanced budget amendment.
[01:55:23.749 --> 01:55:27.033]  I tell people I'm getting sick and tired of hearing about Buffett's secretary.
[01:55:27.093 --> 01:55:35.623]  I think she makes more money than I do, and I think her assets are probably greater than mine, and so I'm not, you know, too concerned about Warren Buffett's secretary.
[01:55:35.984 --> 01:55:40.309]  But I think the argument that if two people pay the same percentage in taxes,
[01:55:40.789 --> 01:55:54.203]  You know, if he pays 15%, his secretary pays 15%, let's say she makes $200,000 a year and he makes $20 million a year, or $200 million, he pays a thousand-fold more in taxes than she does.
[01:55:54.664 --> 01:55:58.728]  So the thing is, is you can have progressive taxation with a flat tax code.
[01:55:59.288 --> 01:56:04.051]  So the idea that the rich are not paying their fair share in our country is a lie.
[01:56:04.491 --> 01:56:05.992]  It is absolutely untrue.
[01:56:06.032 --> 01:56:09.414]  We have the most progressive tax code maybe in the world.
[01:56:09.634 --> 01:56:12.396]  Our tax code is more progressive than Sweden's tax code.
[01:56:12.916 --> 01:56:15.057]  So they need to just tell the truth on it.
[01:56:15.477 --> 01:56:23.422]  But the bottom line is I want the private sector, the pie that is the private sector, to be bigger and the pie that is the government sector to be smaller.
[01:56:23.482 --> 01:56:25.303]  So I don't want anybody's taxes to go up.
[01:56:25.803 --> 01:56:32.770]  And if you're richer than me and you've got three cars and I've got a moped, I need to go out and work harder and I don't need to take it from you.
[01:56:32.790 --> 01:56:36.754]  I need to encourage you to hire more people by allowing you to do better.
[01:56:37.254 --> 01:56:42.439]  And so I don't really look at people who are wealthy business owners and say, oh, let me drag them down.
[01:56:42.459 --> 01:56:49.987]  I look at them and I say, how can we get the government out of the way so this creative person, man or woman, can create more jobs?
[01:56:50.527 --> 01:56:59.973]  So I look at it the opposite way, and I think there's enough people left in America who like the idea of the American Dream, who like the idea of success, and every generation there's somebody.
[01:57:00.013 --> 01:57:01.034]  I meet people every day who...
[01:57:02.006 --> 01:57:07.870]  Parents just finished high school and weren't very successful, who are now successful in this generation.
[01:57:07.890 --> 01:57:12.213]  It doesn't always happen, but that has been the beauty of America is that mobility.
[01:57:12.933 --> 01:57:19.798]  And the interesting thing is 60% of the people born in the lowest rung, the bottom 20%, move up out of poverty.
[01:57:19.818 --> 01:57:24.501]  60% of millionaires the following year don't make a million dollars a year.
[01:57:24.821 --> 01:57:27.743]  So people move up and down this social ladder all the time.
[01:57:28.344 --> 01:57:31.886]  And that freedom to go up and down the ladder is really what America is about.
[01:57:32.647 --> 01:57:38.971]  Well, the crony monopolist, they know that when you raise taxes over time, it destroys the pie and impoverishes.
[01:57:39.191 --> 01:57:41.333]  They want the control, undoubtedly.
[01:57:41.913 --> 01:57:47.317]  It is so refreshing to talk to a senator who does not compromise and is just so real.
[01:57:47.797 --> 01:57:50.699]  Senator Rand Paul, thank you so much for the time today.
[01:57:51.139 --> 01:57:52.921]  Thank you, Alex.
[01:57:52.941 --> 01:57:56.583]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:57:56.883 --> 01:57:59.305]  Now you can produce pure and endless colloidal
