[00:00:00.129 --> 00:00:02.313]  Coast, direct from Austin.
[01:38:28.565 --> 01:38:35.373]  It started in the summer as a small film showing initially in a single theater in Houston, Texas.
[01:38:35.453 --> 01:38:38.596]  Then it went to four theaters, expanded out to about 100.
[01:38:38.977 --> 01:38:42.621]  But it did so well in those 100 theaters that it jumped to 1,000 theaters.
[01:38:42.701 --> 01:38:44.103]  It's now in 2,000 theaters.
[01:38:44.123 --> 01:38:47.487]  So it's pretty much any American who wants to see the film can find it.
[01:38:48.207 --> 01:38:49.088]  We're good to go.
[01:39:08.951 --> 01:39:09.732]  Simply amazing.
[01:39:09.772 --> 01:39:14.960]  It shows people are desperate for something than the mainstream pap they're being fed.
[01:39:15.040 --> 01:39:17.624]  Certainly trailblazing in a big way here.
[01:39:18.205 --> 01:39:24.575]  Dinesh, the basic thesis for those that don't know is that, what, Obama is a global wealth redistributor?
[01:39:25.911 --> 01:39:26.231]  Yes.
[01:39:26.311 --> 01:39:31.935]  You know, many people think that Obama is a wealth redistributor in America, and he is.
[01:39:32.416 --> 01:39:37.539]  So when they talk about the 1% and 99%, they think that Obama means in the United States.
[01:39:38.040 --> 01:39:39.421]  But Obama's a global guy.
[01:39:39.461 --> 01:39:45.125]  I mean, remember, here's a guy who grew up in part in Indonesia, made multiple trips to Pakistan, to Kenya.
[01:39:45.805 --> 01:39:49.348]  And so Obama looks at all this from the world point of view.
[01:39:49.948 --> 01:39:52.410]  And I think when he thinks of the 1% and 99%, he puts all of America in the 1%.
[01:39:55.912 --> 01:40:04.195]  And there are 99 hungry nations encircling America, all of whom want America's standard of living, America's wealth, America's power, and so on.
[01:40:04.695 --> 01:40:13.679]  So Obama is not just recycling money in the United States, he's also transferring large amounts of wealth from America to the rest of the world.
[01:40:14.199 --> 01:40:21.123]  Dinesh, I want to get into the fact that you're in the news today talking about trying to get your film on television.
[01:40:21.463 --> 01:40:22.184]  Break that down.
[01:40:22.224 --> 01:40:35.311]  I see Deadline Hollywood reports exclusive 2016 Obama's America filmmaker reacts to President's slam and he's looking for a network to air before election says mainstream media refusing coverage.
[01:40:35.351 --> 01:40:36.412]  Elaborate on that, Dinesh.
[01:40:37.099 --> 01:40:41.463]  Well, it's been kind of odd that, you know, remember when Michael Moore made his films, this guy was everywhere.
[01:40:41.483 --> 01:40:48.129]  He was covered by the networks, he was on all the Sunday shows, he was covered widely in the newspapers and so on.
[01:40:48.550 --> 01:40:51.553]  Our film, well, for a long time was being ignored by the White House.
[01:40:52.233 --> 01:40:54.275]  Lots of mainstream outlets just weren't covering it.
[01:40:54.295 --> 01:40:55.976]  They were just pretending like it didn't exist.
[01:40:56.336 --> 01:40:57.457]  We're in a political season.
[01:40:57.477 --> 01:41:04.142]  This is the most successful political documentary of the year by far, and yet it was getting no coverage at all.
[01:41:04.162 --> 01:41:05.242]  So this is peculiar.
[01:41:05.643 --> 01:41:08.485]  And I think part of it was there was a sense that this documentary has
[01:41:09.045 --> 01:41:09.485]  We're good to go.
[01:41:33.540 --> 01:41:36.921]  And so I'm very happy to get into this one-on-one debate with Barack Obama.
[01:41:36.961 --> 01:41:39.521]  It's a debate that I'm not worried that I'm going to lose.
[01:41:40.121 --> 01:41:56.865]  Now, continuing here with the success of the film, do you think it is having a major bearing on the election, or could it be something that actually causes people to wake up to what Obama's doing and swing the election over to Romney?
[01:41:57.884 --> 01:42:00.305]  Well, the film isn't political in that way.
[01:42:00.325 --> 01:42:03.687]  I mean, it's not a film that's sort of a, just don't work for Obama.
[01:42:03.907 --> 01:42:07.028]  In fact, the bigger issue here is the American dream.
[01:42:07.488 --> 01:42:09.469]  And in the film, we contrast two dreams.
[01:42:09.489 --> 01:42:11.890]  The American dream and Obama's dream.
[01:42:11.910 --> 01:42:16.692]  You know, I'm an immigrant, I grew up in India, and so my dream is the American dream.
[01:42:17.513 --> 01:42:25.356]  I believe in a society of merit, a society in which free markets generate wealth, America is a force for good and for freedom in the world.
[01:42:25.376 --> 01:42:27.117]  That's my American dream.
[01:42:27.897 --> 01:42:30.618]  Obama has a different dream, and it's a dream from his father.
[01:42:30.698 --> 01:42:32.458]  That's the title of his autobiography.
[01:42:33.158 --> 01:42:35.619]  And so, in the film, we go and find out who was his father.
[01:42:35.679 --> 01:42:36.899]  What was his father's dream?
[01:42:36.919 --> 01:42:39.380]  And it turns out to be a third-world dream.
[01:42:39.400 --> 01:42:41.800]  In some ways, an anti-American dream.
[01:42:41.820 --> 01:42:48.422]  Certainly, it's a dream of reducing America's influence in the world, treating America, if you will, as a rogue nation.
[01:42:48.442 --> 01:42:52.763]  So, in some ways, yeah, it is true that Obama holds these ideas.
[01:42:53.343 --> 01:42:56.007]  We'll be back with more with filmmaker Dinesh D'Souza straight ahead.
[01:43:11.980 --> 01:43:15.061]  Alex Jones here with a very important announcement for truth seekers.
[01:43:15.461 --> 01:43:21.163]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:43:21.383 --> 01:43:27.766]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:43:27.966 --> 01:43:33.368]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:43:33.648 --> 01:43:37.309]  This film exposes the fraud that Obama is like nothing I've seen.
[01:43:37.489 --> 01:43:41.071]  If you want to know who Obama's real daddy is, this is the film for you.
[01:43:41.291 --> 01:43:45.674]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:43:45.894 --> 01:43:48.215]  You'll also find it at Infowarshop.com.
[01:43:48.395 --> 01:43:51.938]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:43:52.238 --> 01:43:56.520]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:43:56.680 --> 01:43:59.322]  This book is coffin nails to the globalist takeover.
[01:43:59.622 --> 01:44:06.149]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:44:06.449 --> 01:44:11.154]  These titles and a lot more are all available at InfoWarshot.com.
[01:44:11.754 --> 01:44:15.078]  Sick of the globalist eugenicist control freaks adding poison to your water?
[01:44:15.558 --> 01:44:15.938]  I think so.
[01:44:38.692 --> 01:44:41.154]  95%.
[01:44:38.832 --> 01:44:41.154]  Easy to set up and use.
[01:44:41.274 --> 01:44:42.555]  Doesn't require electricity.
[01:44:42.695 --> 01:44:45.557]  Purify water from lakes, streams, ponds, and wells.
[01:44:45.837 --> 01:44:49.019]  This filter system leaves in beneficial minerals, which is key.
[01:44:49.239 --> 01:44:53.242]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:44:53.382 --> 01:44:55.964]  ProPure is the best gravity-fed filter out there.
[01:44:56.124 --> 01:44:57.505]  It's what my family uses.
[01:44:57.685 --> 01:45:00.907]  Infowars.com already has the lowest price on ProPure.
[01:45:01.007 --> 01:45:06.351]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:45:06.371 --> 01:45:07.992]  You can also call to order.
[01:45:11.514 --> 01:45:16.336]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[01:45:16.476 --> 01:45:23.800]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[01:45:23.880 --> 01:45:32.084]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security, and more.
[01:45:32.944 --> 01:45:36.086]  At 436 pages, there's simply nothing like it anywhere.
[01:45:36.286 --> 01:45:40.668]  Get the big book of off-the-grid secrets by going to offthegridsecrets.com.
[01:45:40.688 --> 01:45:43.009]  That's offthegridsecrets.com.
[01:45:43.169 --> 01:45:44.189]  Or call 800-206-4095.
[01:45:44.289 --> 01:45:46.931]  That's 800-206-4095.
[01:45:47.031 --> 01:45:54.414]  Order online and get our top 14 off-the-grid special reports free with your order.
[01:45:54.494 --> 01:45:58.996]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[01:45:59.076 --> 01:45:59.457]  We're good to go.
[01:46:13.456 --> 01:46:21.142]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:46:21.582 --> 01:46:25.205]  Alex and his staff have used these pure soap products for years.
[01:46:25.646 --> 01:46:32.451]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:46:32.951 --> 01:46:40.497]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:46:40.797 --> 01:46:46.482]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:46:46.742 --> 01:46:51.846]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:46:52.166 --> 01:46:53.788]  This is an amazing deal.
[01:46:54.148 --> 01:46:58.712]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:46:59.352 --> 01:47:07.039]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:47:12.724 --> 01:47:13.885]  Coast to Coast.
[01:47:14.246 --> 01:47:15.667]  Direct from Austin.
[01:47:16.308 --> 01:47:19.531]  You're listening to the Alex Jones Broadcasting Network.
[01:47:35.600 --> 01:47:37.281]  All right, my friends, we are back.
[01:47:37.361 --> 01:47:49.548]  Here is more of the amazing interview I did with filmmaker Dinesh D'Souza and his new documentary, which has been the number one film this year in documentary, number two documentary of all time, Obama's America 2016.
[01:47:49.588 --> 01:47:49.988]  Here it is.
[01:47:54.805 --> 01:48:01.131]  Dinesh D'Souza, maker of the second biggest political documentary in all time, 26 million grossed in a month.
[01:48:01.151 --> 01:48:04.174]  It's going to be in the theaters another month and a half, then go to DVD.
[01:48:05.115 --> 01:48:07.037]  Look, I think your film is a masterpiece.
[01:48:07.137 --> 01:48:08.698]  I mean, it's cinematically the style.
[01:48:09.039 --> 01:48:10.180]  I'm a filmmaker myself.
[01:48:10.220 --> 01:48:12.862]  The Obama Deception is free online for folks that want to watch that.
[01:48:13.623 --> 01:48:16.426]  I mean, I was impressed with what you brought to the table because
[01:48:17.166 --> 01:48:19.807]  Most political documentaries are at about a 4th grade level.
[01:48:20.267 --> 01:48:24.868]  And I'm not insulting your film, but yours is at a 8th grade, 10th grade level.
[01:48:26.029 --> 01:48:28.609]  And I guess in media they say, keep it at about a 4th grade level.
[01:48:29.430 --> 01:48:43.293]  But, I mean, you actually tackle issues of globalism that, well, there's one point in the film, if I'm wrong, where you say, and show the evidence that it's not that they want to build up the third world, they want to bring us down to that level.
[01:48:43.774 --> 01:48:44.754]  And that's a big deal.
[01:48:45.253 --> 01:48:47.655]  Yeah, with Obama, it's not about building up.
[01:48:47.735 --> 01:48:52.118]  I mean, he rarely even talks that much about the inner city or about the poor.
[01:48:52.398 --> 01:48:54.459]  He gets excited when he's pulling down the ridge.
[01:48:54.680 --> 01:48:55.600]  That's his target.
[01:48:56.381 --> 01:49:02.185]  And that's when you begin to see Obama's, you know, his voice rises and he gets animated and so on.
[01:49:02.825 --> 01:49:04.767]  Ultimately, this is about leveling down.
[01:49:04.867 --> 01:49:05.929]  I agree.
[01:49:07.230 --> 01:49:07.991]  But not just wealth.
[01:49:08.011 --> 01:49:09.953]  He's also leveling American power.
[01:49:10.353 --> 01:49:14.518]  I think he doesn't like a world in which one country, America, is the sole superpower.
[01:49:14.838 --> 01:49:18.823]  He'd like to see Russia come up, China come up, India come up, Brazil come up.
[01:49:18.863 --> 01:49:23.708]  He wants to see a multipolar world in which there are many countries sharing power.
[01:49:23.988 --> 01:49:27.570]  And by the way, many countries that have a roughly equal number of nuclear weapons.
[01:49:27.950 --> 01:49:35.615]  That's why he's spending less time trying to prevent Iran from getting a nuclear bomb, and more time trying to slash the American nuclear arsenal.
[01:49:35.635 --> 01:49:35.755]  Sure.
[01:49:35.995 --> 01:49:37.456]  Let me say this to you.
[01:49:37.516 --> 01:49:40.358]  Obviously, you've worked inside the Republican White House of Ronald Reagan.
[01:49:40.378 --> 01:49:43.139]  I think it's fair to say you're a Republican operative.
[01:49:44.972 --> 01:49:45.973]  No, no, no, that's not fair to say.
[01:49:45.993 --> 01:49:48.734]  I mean, I worked in the Reagan White House in my mid-twenties.
[01:49:49.095 --> 01:49:56.960]  I mean, I'm 51 years old and the president of a college, so I just want to say I'm a conservative, but I mean, I have nothing to do with Romney or the RNC.
[01:49:57.160 --> 01:49:57.780]  I'm not a Republican.
[01:49:57.800 --> 01:50:00.062]  Okay, well now that you've said that, I respect that.
[01:50:00.422 --> 01:50:05.065]  And again, I haven't gone over your lengthy bio because of the time, but you're obviously a scholar as well.
[01:50:05.505 --> 01:50:06.426]  Here's the bottom line.
[01:50:06.806 --> 01:50:10.348]  Romney is the worst Republican I have ever seen.
[01:50:10.549 --> 01:50:12.150]  Obviously, I don't have to list everything.
[01:50:12.890 --> 01:50:21.072]  When he was actually a governor, abortion, open borders, restrictions of guns, carbon taxes, wrote the Obama plan.
[01:50:21.472 --> 01:50:22.573]  I mean, all of this.
[01:50:23.093 --> 01:50:26.434]  My issue is that I want Obama out of there.
[01:50:26.494 --> 01:50:29.074]  I don't want him to not be facing re-election.
[01:50:29.094 --> 01:50:32.776]  I mean, even if Romney's going to be bad, at least he'll be facing re-election.
[01:50:33.016 --> 01:50:36.557]  So I am saying, okay, I see people that want to support Romney.
[01:50:36.897 --> 01:50:37.757]  My issue is this.
[01:50:38.417 --> 01:50:49.049]  What will you do if Romney gets in and continues what some of these monopoly capitalists want that have been financing Obama, who want tyranny, not liberty, who don't want a free market?
[01:50:49.409 --> 01:50:54.194]  What are you going to do to Mitt Romney if he gets in and continues what Obama's been doing?
[01:50:54.855 --> 01:50:56.196]  Hey, listen, don't give me any ideas.
[01:50:56.216 --> 01:50:57.538]  I may have to make another film.
[01:51:00.814 --> 01:51:02.875]  I don't know about Romney.
[01:51:02.915 --> 01:51:04.615]  As you know, we don't mention Romney in the film.
[01:51:04.635 --> 01:51:05.895]  This really is a referendum.
[01:51:06.055 --> 01:51:08.276]  I think this election is a referendum on Obama.
[01:51:08.636 --> 01:51:12.777]  If I had to say what this election is about, I'd even say it's about Obama versus Obama, right?
[01:51:12.797 --> 01:51:20.018]  There's the fairy lord Obama, the mythical Obama that was put out in 2008, the unifier, the healer, the centrist.
[01:51:20.519 --> 01:51:22.199]  I claim that that Obama does not exist.
[01:51:22.799 --> 01:51:37.450]  And then there's the real Obama, the guy in the White House, the guy who can't change, the guy who can't move to the center, the guy who has been affirmed in his mind by a combination of radicals, revolutionaries, in one case a former communist and domestic terrorist, Bill Ayers.
[01:51:37.470 --> 01:51:39.011]  I mean, these were his buddies.
[01:51:39.351 --> 01:51:39.971]  These are the guys.
[01:51:39.992 --> 01:51:41.232]  This is the real Obama.
[01:51:43.174 --> 01:51:54.843]  Wow, so you're saying all the communist pornographers and weirdos that he lived with and was associated with, you're saying that wasn't just his foundation cover as a leftist.
[01:51:55.263 --> 01:52:04.530]  You're saying he really is a real globalist, Marxist-Leninist, de-industrializing crazy man.
[01:52:05.370 --> 01:52:05.710]  I don't
[01:52:25.140 --> 01:52:26.161]  No, I understand.
[01:52:26.181 --> 01:52:26.461]  Alright.
[01:52:40.433 --> 01:52:48.900]  Let me raise this in the five minutes we've got left with Dinesh D'Souza here, the maker of 2016 Obama's America, which is an amazing film.
[01:52:49.521 --> 01:52:58.849]  Dinesh, looking at this then, if he's as bad as you say, and I think the evidence is there, fast and furious, a false flag against the Second Amendment, the list goes on and on.
[01:52:59.409 --> 01:53:04.414]  We've got all these Obama advisers in the Financial Times of London, you name it, saying
[01:53:05.134 --> 01:53:06.817]  Don't worry if he's down in the polls.
[01:53:07.298 --> 01:53:09.461]  There'll be an event we're going to blame on their enemies.
[01:53:09.781 --> 01:53:14.068]  They don't say they're going to stage it, but they imply, don't worry, something's coming.
[01:53:14.108 --> 01:53:17.513]  I'm sure you've seen that in the news because it's been pushed for two years.
[01:53:17.854 --> 01:53:20.117]  Are you concerned he could pull an October surprise?
[01:53:21.796 --> 01:53:22.637]  Oh, not so much.
[01:53:22.798 --> 01:53:24.019]  I mean, he could.
[01:53:24.039 --> 01:53:25.541]  That's a possibility.
[01:53:25.561 --> 01:53:29.566]  What I really do in the film and my work is I say, I don't even need to go there.
[01:53:29.586 --> 01:53:32.090]  I don't even need to speculate about what he could do.
[01:53:32.450 --> 01:53:36.415]  I'm just going to look at what he has done, and I'm going to extrapolate out to
[01:53:37.056 --> 01:53:40.757]  What happens if he just keeps doing that over the next four years?
[01:53:41.137 --> 01:53:43.217]  So he's added $5 trillion in debt.
[01:53:43.497 --> 01:53:53.699]  Let's say he adds another $5 trillion, a very cautious and reasonable estimate, then America will be $20 trillion in debt, and $10 trillion of that will have been added by one man, Obama.
[01:53:53.959 --> 01:53:57.020]  And then I say, wait a minute, why would one guy want to do that?
[01:53:57.080 --> 01:54:01.381]  Why would someone want to saddle his country with almost unrepayable debt?
[01:54:01.941 --> 01:54:03.082]  And then I offer a theory.
[01:54:03.102 --> 01:54:07.804]  I say, well, maybe he sees debt as a way to settle America's colonial debt.
[01:54:07.824 --> 01:54:09.805]  It's kind of like we owe the rest of the world.
[01:54:10.145 --> 01:54:30.016]  I can't get a foreign aid program passed that would transfer trillions of dollars in wealth, but I can achieve the same effect because if our children and grandchildren have to pay back all this debt, and some of that debt is owed to Kuwaitis and to Saudis and to Chinese, well, that's another way to transfer larger trillions of dollars outside the United States to all these other countries.
[01:54:30.851 --> 01:54:32.652]  But, again, I go back to the issue.
[01:54:32.732 --> 01:54:34.413]  Goldman Sachs, JP Morgan.
[01:54:34.493 --> 01:54:39.915]  I mean, you look at the list of people that are not just supporting Obama, they supported all of his policies.
[01:54:40.415 --> 01:54:42.336]  They are financing everything he wants.
[01:54:42.496 --> 01:54:45.938]  I'm saying these globalists, we need conservatives and libertarians.
[01:54:47.258 --> 01:54:51.101]  To recognize that there are two different groups of capitalists.
[01:54:51.121 --> 01:55:04.869]  There are the free market capitalists, there are the monopoly capitalists who want tyranny, who don't want freedom, who don't want us to have choice, who are working through big government types like Obama to convert us to an authoritarian system.
[01:55:05.129 --> 01:55:10.272]  That's all I'm saying is that all this corruption and globalism didn't just start with Obama.
[01:55:11.351 --> 01:55:12.771]  Yes, I agree with that.
[01:55:12.831 --> 01:55:20.233]  And even as I mentioned debt, you're well aware, I'm well aware, that Reagan added $200 billion a year in debt.
[01:55:20.313 --> 01:55:22.114]  Bush, of course, was a big spender.
[01:55:22.354 --> 01:55:24.534]  Bush's largest deficit was half a trillion.
[01:55:24.955 --> 01:55:26.455]  But again, keep things in perspective.
[01:55:26.535 --> 01:55:29.816]  Obama's smallest deficit is more than double that.
[01:55:29.896 --> 01:55:31.456]  It's a trillion dollars.
[01:55:32.136 --> 01:55:37.738]  And so, I think what Obama's done is just lift things to a sort of complete and unacceptable new level.
[01:55:38.880 --> 01:55:39.361]  I hear you.
[01:55:39.621 --> 01:55:40.041]  I hear you.
[01:55:40.362 --> 01:55:53.835]  It just makes me so upset to see this country and the TSA sticking their hands down our pants, looking for Bin Laden, while NATO and our own government is putting al-Qaeda in as the main shock force in Libya and Syria.
[01:55:54.976 --> 01:55:59.039]  It's just, it's so scary to see what both parties have become.
[01:55:59.359 --> 01:56:03.042]  The torture, the secret arrest, the wars, all of it.
[01:56:03.422 --> 01:56:06.504]  And I cover all that in the Obama deception I made three and a half years ago.
[01:56:07.005 --> 01:56:08.786]  It's all come true, unfortunately.
[01:56:08.806 --> 01:56:10.668]  All right, we're going to go to break here and I'll...
[01:56:11.448 --> 01:56:14.632]  I'll talk to you as we go to break and as you leave us and then I'll find a P.O.
[01:56:14.672 --> 01:56:24.303]  box or something to send the film to you because, I mean, I get it, Obama's really bad, but I think he's a manifestation of how far along this globalist line we've gotten.
[01:56:24.523 --> 01:56:30.891]  Do you think Obama, in closing, may backfire on the establishment and may cause a pendulum swing back towards liberty?
[01:56:32.856 --> 01:56:34.157]  Well, I certainly hope so.
[01:56:34.217 --> 01:56:45.932]  I mean, I hope that people are using this sort of intense interest in politics that will be generated this year to think about what's happened to the American dream and, you know, is this American era which began in 1945?
[01:56:46.092 --> 01:56:49.316]  We never even got into you didn't build that.
[01:56:53.410 --> 01:56:57.253]  You know, I agree with Dinesh D'Souza that Obama is a collectivist.
[01:56:57.333 --> 01:57:02.516]  In fact, Obama is now out in video saying, quote, I actually believe in redistribution.
[01:57:02.957 --> 01:57:09.782]  The media is attacking Mitt Romney, saying that he's wrong to say that it's a bad idea to have half the public on welfare.
[01:57:10.362 --> 01:57:13.944]  We're in a lot of trouble, because the system can get enough people dependent.
[01:57:14.225 --> 01:57:17.226]  They will vote to take our guns, our private property, everything else.
[01:57:17.707 --> 01:57:23.611]  The problem is, I don't think Mitt Romney will actually follow his rhetoric of a free-market, American-type system.
[01:57:23.751 --> 01:57:29.354]  But, regardless, we're putting the info out here, and hopefully we can get this country back on the right track.
[01:57:29.775 --> 01:57:32.737]  I'll see you all tomorrow, back on the radio, 11 a.m.
[01:57:32.797 --> 01:57:36.199]  Central, 12 noon Eastern, for the weekday edition of the Alex Jones Show.
[01:57:36.519 --> 01:57:37.760]  Until then, be safe.
[01:57:47.376 --> 01:57:49.317]  This is what you get!
[01:58:01.590 --> 01:58:07.573]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:58:07.734 --> 01:58:10.515]  78% of the Midwest corn belt is in drought conditions.
[01:58:10.695 --> 01:58:15.798]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:58:16.078 --> 01:58:20.781]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:58:21.041 --> 01:58:28.446]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[01:58:28.687 --> 01:58:32.409]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:58:32.549 --> 01:58:34.151]  Now is the time to get your supply.
[01:58:34.351 --> 01:58:38.234]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[01:58:38.374 --> 01:58:41.016]  You know about their delicious, long-term, storable foods.
[01:58:41.276 --> 01:58:43.918]  The fact is, you can eat it anytime to save money today.
[01:58:44.058 --> 01:58:48.461]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food costs.
[01:58:48.621 --> 01:58:49.141]  Don't wait!
[01:58:49.241 --> 01:58:54.305]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[01:58:54.505 --> 01:58:58.847]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:58:59.007 --> 01:59:00.848]  You can bet your life on efoods direct.
[01:59:01.309 --> 01:59:04.651]  Sick of the globalist eugenicist control freaks adding poison to your water?
[01:59:05.011 --> 01:59:06.572]  Laughing as you get sick and die?
[01:59:06.832 --> 01:59:09.053]  Start purifying your water with ProPure.
[01:59:09.254 --> 01:59:14.797]  My friends, I've done a lot of research, and the best gravity filter out there, bar none, is ProPure.
[01:59:14.957 --> 01:59:18.199]  And it's available discounted at infowars.com.
[01:59:18.339 --> 01:59:21.561]  Its filters are silver impregnated to prevent bacterial growth.
[01:59:21.801 --> 01:59:23.202]  There's no priming required.
[01:59:23.462 --> 01:59:25.504]  It's NSF-42 certified.
[01:59:25.724 --> 01:59:28.246]  Optional fluoride filters can reduce fluoride up to 95%.
[01:59:29.327 --> 01:59:30.688]  Easy to set up and use.
[01:59:30.849 --> 01:59:32.130]  Doesn't require electricity.
[01:59:32.270 --> 01:59:35.132]  Purify water from lakes, streams, ponds, and wells.
[01:59:35.413 --> 01:59:38.615]  This filter system leaves in beneficial minerals, which is key.
[01:59:38.816 --> 01:59:42.819]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:59:42.959 --> 01:59:45.562]  ProPure is the best gravity-fed filter out there.
[01:59:45.702 --> 01:59:47.063]  It's what my family uses.
[01:59:47.263 --> 01:59:47.984]  Infowars.com
[01:59:48.544 --> 01:59:50.466]  Already has the lowest price on Propeer.
[01:59:50.566 --> 01:59:56.191]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:59:56.391 --> 01:59:57.593]  You can also call to order.
[01:59:57.613 --> 01:59:58.333]  888-253-3139.
[01:59:58.413 --> 02:00:03.558]  Coast to Coast.
[02:00:03.959 --> 02:00:05.340]  Direct from Austin.
[02:00:06.000 --> 02:00:08.563]  You're listening to the Alex Jones Broadcast.
