[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[00:29:29.207 --> 00:29:32.195]  We're on the march, the Empire's on the run.
[00:29:33.137 --> 00:29:35.824]  Alex Jones and the GCN Radio Network.
[00:29:39.696 --> 00:29:43.557]  Millions of people are going to get sick this winter from colds, flus, and other illnesses.
[00:29:43.897 --> 00:29:45.317]  Make sure you're not one of them.
[00:29:45.677 --> 00:29:53.859]  Supernatural Silver is a new technology that is highly effective against the germs, bacteria, and fungus that can breed in your chest, throat, and sinuses.
[00:29:54.199 --> 00:30:05.682]  Kill off these germs and allow your immune system to become stronger with Supernatural Silver, a powerful new silver solution that is several hundred times more effective than colloidal or ionic silvers.
[00:30:06.082 --> 00:30:11.149]  Supernatural silver can be taken daily for prevention and will not create resistant bacteria.
[00:30:11.409 --> 00:30:21.162]  It is non-toxic and is proven to be effective against many of the most serious diseases out there today, such as resistant staph, strep, pneumonia, viruses and flus.
[00:30:21.622 --> 00:30:27.627]  Supernatural Silver is a safe and effective way to fight pathogens where antibiotics and other drugs fail.
[00:30:27.787 --> 00:30:29.688]  Have it on hand for any emergency.
[00:30:29.828 --> 00:30:39.015]  Go to www.supernaturalsilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:30:41.903 --> 00:30:49.590]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:30:50.010 --> 00:30:53.654]  Alex and his staff have used these pure soap products for years.
[00:30:54.094 --> 00:31:00.920]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:31:01.400 --> 00:31:03.883]  See them on the web at 5starsoap.com.
[00:31:04.423 --> 00:31:08.926]  Or call 800-340-7091 for a free catalog.
[00:31:09.246 --> 00:31:14.910]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:31:15.190 --> 00:31:20.294]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:31:20.594 --> 00:31:22.215]  This is an amazing deal.
[00:31:22.595 --> 00:31:27.198]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:31:27.819 --> 00:31:30.961]  See them on the web at 5starsoap.com or call
[00:31:31.201 --> 00:31:32.669]  Call 800-340-7091 for a free catalog.
[00:31:40.393 --> 00:31:45.196]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:31:45.576 --> 00:31:48.298]  The most devastating economic condition since the Great Depression.
[00:31:48.578 --> 00:31:50.920]  America's worst drought in agricultural history.
[00:31:51.120 --> 00:31:53.602]  And now the economic results of the presidential election.
[00:31:53.622 --> 00:31:56.804]  This perfect storm is a huge threat to everyone's food supply.
[00:31:57.104 --> 00:32:01.647]  I just doubled down and got even more supplies from EatFoodsDirect, and I recommend you do the same.
[00:32:01.927 --> 00:32:05.710]  It's GMO-free with no hydrogenated oils, and has a 25-year shelf life.
[00:32:06.050 --> 00:32:08.152]  It's time to get your own supply from eFoodsDirect.
[00:32:08.452 --> 00:32:11.475]  I know I won't be standing in a bread line trading my freedom for food.
[00:32:11.876 --> 00:32:13.477]  I'm taking control of my future.
[00:32:13.758 --> 00:32:15.339]  And you're nuts if you don't do the same.
[00:32:15.679 --> 00:32:18.802]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:32:19.043 --> 00:32:22.326]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:32:23.207 --> 00:32:25.329]  Remember, I can warn you, but I can't feed you.
[00:32:25.589 --> 00:32:27.071]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:32:30.774 --> 00:32:33.795]  Would you rather prepare six months too early or one day too late?
[00:32:34.156 --> 00:32:38.117]  Or 095633 or efoodsdirect.com forward slash Alex.
[00:32:47.882 --> 00:32:53.044]  From the front lines of the information war, it's Alex Jones.
[00:32:55.965 --> 00:32:57.246]  Monday through Friday, 12 9 to 3 p.m.
[00:33:01.162 --> 00:33:07.553]  Eastern time we are here live and I'll be back this Sunday Lord willing pray for us 4 to 6 p.m.
[00:33:07.633 --> 00:33:13.302]  Central Standard Time Okay, where to where to begin here?
[00:33:15.834 --> 00:33:17.314]  There is so much to go over.
[00:33:17.494 --> 00:33:22.256]  Obviously, Petraeus says CIA talking points were edited to play down terrorism.
[00:33:22.396 --> 00:33:22.856]  Oh, really?
[00:33:22.876 --> 00:33:23.576]  You think so?
[00:33:23.996 --> 00:33:35.499]  When the White House said it was a group of protesters that, in a seven-hour gun battle with medium-sized artillery and rockets and anti-aircraft guns, attacked the arms compound with the ambassador in it?
[00:33:35.519 --> 00:33:37.580]  I mean, this is a joke.
[00:33:37.620 --> 00:33:40.361]  It's like, oh, they now admit the sun comes up in the morning.
[00:33:41.272 --> 00:33:41.732]  Wow!
[00:33:42.813 --> 00:33:46.215]  New immediately Al-Qaeda link group responsible for Benghazi.
[00:33:46.496 --> 00:33:47.756]  Petraeus testifies to Congress.
[00:33:48.277 --> 00:33:48.717]  Really?
[00:33:48.737 --> 00:33:50.098]  You think so?
[00:33:50.158 --> 00:33:53.360]  That's who they hired to be the security over the whole city.
[00:33:53.640 --> 00:33:59.024]  Benghazi was the command base to bring in Al-Qaeda to start the revolution a year and a half ago to overthrow Gaddafi.
[00:33:59.384 --> 00:34:01.325]  Gee, you think it was Al-Qaeda?
[00:34:02.146 --> 00:34:03.267]  NATO brought them in.
[00:34:03.327 --> 00:34:10.592]  But see, they can only do this type of stuff because the general public does not know how to find their rear end with both hands.
[00:34:11.632 --> 00:34:14.794]  Oh, they know how to find the TV Guide online.
[00:34:15.195 --> 00:34:20.858]  They know how to act tough, you know, strutting around in the convenience store buying their 12-pack of beer.
[00:34:21.379 --> 00:34:24.701]  They know how to, you know, goof off all day.
[00:34:25.542 --> 00:34:30.005]  People aren't stupid overall, even though there was a big study just came out a few days ago that IQs are dropping.
[00:34:30.365 --> 00:34:32.126]  That's physically we're getting dumber.
[00:34:32.306 --> 00:34:32.987]  We're being poisoned.
[00:34:33.767 --> 00:34:36.249]  But it's just people are like children.
[00:34:37.538 --> 00:34:42.041]  And so they can just sit here and go, oh, Al-Qaeda's not connected.
[00:34:42.241 --> 00:34:43.562]  Really, Al-Qaeda, you run.
[00:34:43.862 --> 00:34:44.843]  That's the rest of the story.
[00:34:44.883 --> 00:34:46.024]  So that's coming up.
[00:34:46.044 --> 00:34:47.305]  We'll open the phones up as well.
[00:34:49.123 --> 00:35:06.929]  This is turning into a big scandal for O'Bumbles, the New World Order puppet, but if you go to DrudgeReport.com, you can also go to Infowars.com, it's a red link there, it's now third down middle column, Ron Paul's farewell speech, declares internet alternative to government media complex, says we have state-run media.
[00:35:07.169 --> 00:35:08.689]  Yeah, just keep telling it like it is.
[00:35:09.689 --> 00:35:17.572]  And notice, it's everyone, hundreds of newspapers are writing about it, even the LA Times is saying it's powerful and true, that we're an evil tyranny run by special interest.
[00:35:18.191 --> 00:35:22.114]  Because even operatives in media don't like what's happening.
[00:35:22.714 --> 00:35:25.376]  And if you just tell the truth, people resonate with it.
[00:35:25.636 --> 00:35:29.379]  If we just admit how evil we've gotten, we can turn this around.
[00:35:29.939 --> 00:35:33.362]  Going back to it here, we'll put it up on screen for PrisonPlanet.tv viewers.
[00:35:34.503 --> 00:35:37.685]  Radio host calls for second American revolution.
[00:35:38.085 --> 00:35:40.707]  And I've got the emails, I've got them in my stack here.
[00:35:40.767 --> 00:35:41.748]  Lou Rockwell's got them.
[00:35:41.788 --> 00:35:44.330]  I showed you yesterday going, you better watch it.
[00:35:45.396 --> 00:35:50.779]  Because if you say you're not loyal to this country, we're going to arrest you, we're going to deport you.
[00:35:50.839 --> 00:35:59.124]  They've got White House petitions with tens of thousands, some hundreds of thousands, saying arrest, deport, have armed militias come grab us.
[00:35:59.504 --> 00:36:06.909]  All these weird leftists who couldn't get out of a paper bag want to saddle up and come with rifles after me.
[00:36:07.069 --> 00:36:08.350]  Oh, I'm so scared.
[00:36:09.631 --> 00:36:10.851]  Just come on and do it.
[00:36:11.551 --> 00:36:12.612]  Strike me down.
[00:36:13.572 --> 00:36:14.472]  You understand that?
[00:36:16.132 --> 00:36:17.353]  We're going to beat you, people.
[00:36:17.473 --> 00:36:18.613]  You understand that, cowards?
[00:36:19.153 --> 00:36:19.753]  You understand that?
[00:36:19.973 --> 00:36:22.254]  You want to fantasize about violence all day, huh?
[00:36:22.274 --> 00:36:23.274]  That's what you want to do?
[00:36:23.334 --> 00:36:24.574]  You want to fantasize about it?
[00:36:25.394 --> 00:36:27.255]  Fantasy about violence is one thing.
[00:36:27.295 --> 00:36:33.536]  The real thing... The real thing is something all together, little boys.
[00:36:35.796 --> 00:36:38.057]  All of you that play dress-up in your uniforms.
[00:36:39.236 --> 00:36:42.178]  All you people that are such big, bad men.
[00:36:43.199 --> 00:36:45.500]  You're little boys who are afraid of death.
[00:36:45.560 --> 00:36:46.981]  Well, I'm not afraid of death.
[00:36:48.742 --> 00:36:49.343]  Not physical.
[00:36:49.363 --> 00:36:50.704]  I'm afraid of spiritual death.
[00:36:50.844 --> 00:36:51.344]  Oh, am I?
[00:36:51.764 --> 00:36:52.645]  It's more than afraid.
[00:36:52.665 --> 00:36:54.346]  I am aligned against it.
[00:36:54.986 --> 00:36:57.368]  I recoil from it.
[00:36:58.592 --> 00:37:08.419]  Now let me lay out the documents of liberty here and the battle plan and then we'll start the next hour coming up here in about 23 minutes and I will go to your calls.
[00:37:08.519 --> 00:37:12.402]  I will give the number out later because I'm specifically going to put out a topic here.
[00:37:12.822 --> 00:37:17.766]  We don't screen your calls but occasionally I put out a topic and that means everyone then calls about something else.
[00:37:17.826 --> 00:37:18.526]  I'll just hang up on you.
[00:37:18.847 --> 00:37:20.168]  Not being rude, you're being rude.
[00:37:21.164 --> 00:37:26.990]  I love you all, but I want to talk about the second American Revolution, because here's what's happening.
[00:37:27.230 --> 00:37:29.252]  We have to define what that really means.
[00:37:29.512 --> 00:37:32.795]  We have to define why we're doing that, like the Declaration of Independence did.
[00:37:33.096 --> 00:37:40.123]  We have to define the enemy and its goals and put the choice out to people, because we know who the enemy is.
[00:37:40.503 --> 00:37:42.465]  They're arrogant and their battle plans are public.
[00:37:43.643 --> 00:37:45.545]  They have put out public notice they've conquered us.
