[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[00:23:31.980 --> 00:23:41.848]  That's why my friend just created a free video at 37items.com that reveals the 37 critical items you should hoard now before it's too late.
[00:23:42.409 --> 00:23:51.636]  Go watch the important video at 37items.com to discover the 37 things you can't buy after a disaster and may not survive without.
[00:23:51.917 --> 00:23:57.641]  I'm not sure how long the video will be online, so go to 37items.com before it's gone forever.
[00:23:58.122 --> 00:23:59.263]  Again, that's 37items.com.
[00:24:04.008 --> 00:24:09.169]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:24:09.830 --> 00:24:12.130]  Because there's a war on for your mind.
[00:24:32.202 --> 00:24:34.384]  Okay, Dr. Steve Pachenik is our guest.
[00:24:34.404 --> 00:24:36.466]  This is a short segment, long segment coming up.
[00:24:36.927 --> 00:24:40.951]  I just want to revisit this because you were on us a month or so ago.
[00:24:40.971 --> 00:24:51.141]  You said that it was an Israeli neocon coup, from the information you had, against
[00:24:53.325 --> 00:24:58.167]  The Obama administration, who you've been critical of, but you were saying there were all these internal power structure coups.
[00:24:58.627 --> 00:25:00.228]  I'd like to hear the evidence of that.
[00:25:00.588 --> 00:25:03.889]  Now in the aftermath, why would Obama then try to cover up?
[00:25:03.950 --> 00:25:05.050]  Why wouldn't he send aid?
[00:25:05.070 --> 00:25:08.151]  There was a CIA torture base right down the street.
[00:25:09.292 --> 00:25:11.473]  Why is all this going on and how does it tie into
[00:25:12.433 --> 00:25:14.354]  Five generals now in the last month.
[00:25:14.815 --> 00:25:19.458]  The head of AFRICOM, the head of the Afghan operation, now Petraeus and one other.
[00:25:19.478 --> 00:25:22.400]  I guess Petraeus was the head of CENTCOM.
[00:25:22.900 --> 00:25:27.263]  I mean, I mean, I mean, this is getting, this is getting really, really crazy.
[00:25:27.283 --> 00:25:33.968]  And obviously there's seismic, you know, the ground is rumbling in Washington and we're being told it's about these women.
[00:25:34.168 --> 00:25:35.549]  I know that's a distraction.
[00:25:35.849 --> 00:25:37.030]  I know that's the cover story.
[00:25:37.430 --> 00:25:38.050]  I get that.
[00:25:38.330 --> 00:25:40.612]  But I'm saying what's deeper, Dr. Pachinik.
[00:25:40.632 --> 00:25:42.033]  So let's start at Benghazi, please, sir.
[00:25:42.813 --> 00:25:52.158]  Alright, the Benghazi issue was a totally illegal operation which was signed off by the President of the United States who, remember, is part of the CIA.
[00:25:52.318 --> 00:25:53.639]  His mother was CIA.
[00:25:54.239 --> 00:25:55.740]  His grandfather was CIA.
[00:25:56.321 --> 00:25:57.641]  He was trained in the CIA.
[00:25:57.721 --> 00:26:03.084]  What you have here is the CIA versus the military conflict going on.
[00:26:03.324 --> 00:26:08.167]  And you have basically an out-of-control foreign policy that's run by mercenaries
[00:26:08.837 --> 00:26:16.835]  And by a military that refuses to engage in civilian intrusions into Libya and Syria.
[00:26:16.935 --> 00:26:19.561]  And what happened in Benghazi was that the ambassador
[00:26:20.649 --> 00:26:28.132]  Clearly murdered under the direction of Hillary Clinton, who has had a history of allowing people to die and men to die.
[00:26:28.592 --> 00:26:35.074]  So, the consulate was really used as a center for, as I said before, RPGs for torture.
[00:26:35.354 --> 00:26:42.837]  Now, they had the mercenaries, the SEALs, and several Libyan and other foreigners.
[00:26:43.547 --> 00:26:48.030]  In the embassy and the consulate, which was used to torture the victims.
[00:26:48.450 --> 00:26:53.353]  And basically this was a totally illegal operation, which did have a finding.
[00:26:53.393 --> 00:26:57.396]  When I say it's illegal, it means that it's illegal by the International Court of Law.
[00:26:57.416 --> 00:27:00.158]  It's illegal by using the embassy or consulate.
[00:27:00.518 --> 00:27:02.219]  It's an illegal usage.
[00:27:02.339 --> 00:27:03.500]  So what you have here is
[00:27:04.150 --> 00:27:13.334]  Military fighting, the CIA basically, and the military coup that was beginning to say, we no longer want to listen to the President of the United States.
[00:27:13.374 --> 00:27:15.014]  We're tired of listening to the Bushes.
[00:27:15.414 --> 00:27:16.975]  We're tired of listening to Obama.
[00:27:17.315 --> 00:27:21.597]  We're tired of listening to Panetta, who really has no credibility.
[00:27:21.657 --> 00:27:27.059]  And we were tired of listening to Dempsey, who I had warned a month before, as I told you, the Council on Foreign Relations.
[00:27:27.574 --> 00:27:38.922]  Would you ever stand up to the President of the United States and in his lilting Irish kind of leprechaun abasiveness, he gave me such bullshit, I would have fired him then and there.
[00:27:39.343 --> 00:27:47.849]  But the real issue was that General Hamm, the career admiral in charge of a carrier task force, were watching their own men being killed.
[00:27:48.476 --> 00:27:59.563]  In a place where illegally the operation was not legal, but nevertheless, these were their soldiers, their special forces, and all over the world, we could monitor this for eight hours.
[00:27:59.743 --> 00:28:15.593]  No, no, and you said this a month ago, they had two drones over, so why don't the generals come out and say, you made us stand down and go public, because if what you're saying is right, and I agree that's where this is pointing, then they're going to end up killing these guys before they can come out and blow the whistle.
[00:28:16.226 --> 00:28:17.567]  Let me tell you, Alex, why.
[00:28:17.627 --> 00:28:36.201]  Because we have created, and this is why it's important for our public to understand, and I've said it for a long time, we have created a General Corps that is not consistent with what we had in World War II, when we had a George Marshall who would fire 600 generals in minutes and in hours because they would not stand for it.
[00:28:36.742 --> 00:28:39.684]  And instead of standing down, they should have never stood down.
[00:28:40.244 --> 00:28:41.706]  Ham should never have stood down.
[00:28:41.766 --> 00:28:43.607]  The Rear Admiral should never have stood down.
[00:28:44.047 --> 00:28:45.849]  None of them should have stood down because
[00:28:46.369 --> 00:28:57.660]  The field teams that were in there, the special forces that were in there, were told that they would have overhead cover, but they marked the entire consulate to say, look, we have to blow this up.
[00:28:58.181 --> 00:29:04.287]  And instead, what we've had is a military, which has wanted to assert power, has backed down because several reasons.
[00:29:04.607 --> 00:29:09.652]  Number one, America has to understand our military now is a non-functional military.
[00:29:10.112 --> 00:29:23.822]  It is filled with generals who have never really been in war, who are really concerned about getting more medals and more positions, but have never asserted their aggressiveness or their warlike attitudes, which they should have.
[00:29:24.785 --> 00:29:30.409]  And basically, they're making $3 million when they leave the government and they go on to go to the Elf Creek.
[00:29:30.509 --> 00:29:31.350]  Okay, break it down.
[00:29:31.390 --> 00:29:34.933]  This is riveting and it makes sense and you did call it early on.
[00:29:34.953 --> 00:29:35.633]  I'm not saying it.
[00:29:35.793 --> 00:29:40.517]  I'm saying our military has been dysfunctional for the past 20 to 30 years.
[00:29:41.017 --> 00:29:46.921]  However, we developed a small corps of generals whom I've worked with, whether it was Petraeus or others.
[00:29:46.981 --> 00:29:47.842]  Okay, stay there, Doc.
[00:29:47.862 --> 00:29:48.562]  We gotta go to break.
[00:29:48.582 --> 00:29:50.043]  Satellites cutting in.
[00:29:50.083 --> 00:29:50.464]  Here we go.
[00:29:51.687 --> 00:29:54.689]  We're on the march, the empire's on the run.
[00:29:55.610 --> 00:29:58.412]  Alex Jones and the GCN Radio Network.
[00:30:02.595 --> 00:30:07.438]  Have you ever wanted to generate your own supply of electrical power, even save money on your electric bill?
[00:30:07.598 --> 00:30:10.721]  If so, this is going to be the most important message you will ever hear.
[00:30:10.921 --> 00:30:13.102]  Solar power generators are now available.
[00:30:13.363 --> 00:30:17.886]  These emergency backup systems provide life-saving electrical power when you need it most.
[00:30:18.166 --> 00:30:24.207]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[00:30:24.488 --> 00:30:27.668]  It's like having an electric power plant running quietly in your own home.
[00:30:28.008 --> 00:30:31.929]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[00:30:32.189 --> 00:30:37.191]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[00:30:37.451 --> 00:30:38.311]  And here's the best news.
[00:30:38.411 --> 00:30:42.152]  A remarkable fall truckload sale going on right now that gets you $1,700.
[00:30:43.832 --> 00:30:46.073]  $100 in bonuses when you buy a solar generator.
[00:30:46.313 --> 00:30:53.256]  To find out why solar generators are the best generators and get $1,700 for doing so, go to falltruckloadsale.com.
[00:30:53.296 --> 00:30:55.096]  That's falltruckloadsale.com.
[00:30:55.337 --> 00:30:57.437]  Generate your own supply of electricity.
[00:30:57.677 --> 00:30:59.678]  Go to falltruckloadsale.com.
[00:30:59.878 --> 00:31:01.759]  That's falltruckloadsale.com.
[00:31:03.089 --> 00:31:07.893]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:31:08.253 --> 00:31:11.035]  The most devastating economic condition since the Great Depression.
[00:31:11.275 --> 00:31:13.597]  America's worst drought in agricultural history.
[00:31:13.817 --> 00:31:16.339]  And now the economic results of the presidential election.
[00:31:16.359 --> 00:31:19.502]  This perfect storm is a huge threat to everyone's food supply.
[00:31:19.802 --> 00:31:24.346]  I just doubled down and got even more supplies from EatFoodsDirect, and I recommend you do the same.
[00:31:24.626 --> 00:31:28.409]  It's GMO-free with no hydrogenated oils, and has a 25-year shelf life.
[00:31:28.729 --> 00:31:30.851]  It's time to get your own supply from eFoodsDirect.
[00:31:31.151 --> 00:31:34.153]  I know I won't be standing in a bread line trading my freedom for food.
[00:31:34.553 --> 00:31:36.174]  I'm taking control of my future.
[00:31:36.435 --> 00:31:38.016]  And you're nuts if you don't do the same.
[00:31:38.376 --> 00:31:41.478]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:31:41.719 --> 00:31:45.021]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:31:45.902 --> 00:31:48.063]  Remember, I can warn you, but I can't feed you.
[00:31:48.263 --> 00:31:49.844]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:31:53.467 --> 00:31:56.491]  Would you rather prepare six months too early or one day too late?
[00:31:57.032 --> 00:32:00.756]  Oral 95633 or efoodsdirect.com forward slash Alex.
[00:32:01.846 --> 00:32:05.687]  Millions of people are going to get sick this winter from colds, flus and other illnesses.
[00:32:06.027 --> 00:32:07.447]  Make sure you're not one of them.
[00:32:07.827 --> 00:32:15.989]  Supernatural Silver is a new technology that is highly effective against the germs, bacteria and fungus that can breed in your chest, throat and sinuses.
[00:32:16.349 --> 00:32:21.330]  Kill off these germs and allow your immune system to become stronger with Supernatural Silver.
[00:32:21.751 --> 00:32:27.812]  A powerful new silver solution that is several hundred times more effective than colloidal or ionic silvers.
[00:32:28.212 --> 00:32:33.299]  Supernatural silver can be taken daily for prevention and will not create resistant bacteria.
