[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[00:25:14.994 --> 00:25:24.477]  They can drive a car perfectly, they can do mathematics, they can, you know, they're not impaired, except they have no free will.
[00:25:24.937 --> 00:25:26.257]  It's basically truth serum.
[00:25:28.698 --> 00:25:40.681]  When you're on truth serum, scopolamine, folks, and they've got some other drugs they can mix in with that are even more advanced, it's, it's not that you just tell the truth, you do whatever you're told.
[00:25:41.772 --> 00:25:43.793]  You do whatever you're told.
[00:25:44.113 --> 00:25:51.175]  And then the naive public, it's kind of like weather engineering, has been going around happening for over 100 years, high tech the last 30.
[00:25:51.916 --> 00:25:54.356]  We told you about Stanford Research Institute, all of it.
[00:25:55.717 --> 00:26:01.779]  Certifying they could control hurricanes and create them and kill them back in 1967, it was already certified.
[00:26:01.799 --> 00:26:04.220]  I covered this when it was still classified.
[00:26:11.733 --> 00:26:16.677]  And it's so frustrating to then see comments going, Alex Jones believes they can control the weather.
[00:26:17.117 --> 00:26:18.618]  It's the same thing with mind control.
[00:26:19.839 --> 00:26:20.580]  It's the same thing.
[00:26:20.980 --> 00:26:30.888]  And I see it over and over again with Major Hassan, with Theodore Kaczynski, the Unabomber, with James Holmes, the brilliant PhD science student.
[00:26:32.142 --> 00:26:34.224]  In a classified, restricted program.
[00:26:34.884 --> 00:26:38.647]  They always come out of these same programs because this is where they recruit them.
[00:26:38.987 --> 00:26:40.188]  This is where they set them up.
[00:26:40.728 --> 00:26:41.589]  Again, I'm going to say this.
[00:26:42.129 --> 00:26:46.953]  If the government would stage Fast and Furious that's killed thousands conservatively to blame the Second Amendment.
[00:26:48.214 --> 00:26:57.461]  If there are thousands of declassified instances of our troops being given chemical, biological, and radiological dosages to kill them in many cases.
[00:26:59.108 --> 00:27:06.530]  And the UN's caught shooting kids up with cancer viruses, sterilants, and live pathogens, like polio.
[00:27:07.210 --> 00:27:25.216]  And in the military for thousands of years, you'll send in a small contingent of cavalry, or ground forces, to draw out the enemy, knowing that thousands of your troops, in some famous cases, would all be killed, so that you could draw the enemy out to where you wanted them, to run a pincer attack against them in many cases.
[00:27:26.271 --> 00:27:33.495]  I mean, the military mind is, I'm gonna kill a thousand of my best troops to draw out the enemy so that we don't lose this whole battle and lose 20,000.
[00:27:33.535 --> 00:27:39.798]  See, you're not thinking from an elitist perspective.
[00:27:40.219 --> 00:27:41.939]  So you're like, how could they go to that theater?
[00:27:41.980 --> 00:27:48.923]  How could they have the witnesses say multiple shooters, tear gas canisters, or smoke bombs from both sides, from opposite directions?
[00:27:49.303 --> 00:27:50.564]  You know, somebody let him in.
[00:27:50.624 --> 00:27:51.525]  No, it was somebody else.
[00:27:52.478 --> 00:27:53.379]  And then the M.O.
[00:27:53.479 --> 00:27:54.040]  and the U.N.
[00:27:54.080 --> 00:27:55.381]  Treaty, the motive coming up.
[00:27:55.781 --> 00:27:56.182]  All of this.
[00:27:56.202 --> 00:27:57.463]  There are real mass shootings.
[00:27:57.883 --> 00:27:59.705]  When they happen, they get almost no attention.
[00:28:01.066 --> 00:28:03.749]  There have been real chemical plants blown up by real terrorists.
[00:28:04.009 --> 00:28:11.977]  There are a lot of actually real events where crazy people and criminal groups and criminal groups shaking down companies and espionage.
[00:28:12.077 --> 00:28:13.539]  Espionage goes on all the time.
[00:28:14.780 --> 00:28:15.921]  Financial sabotage.
[00:28:21.593 --> 00:28:23.435]  Real terror attacks you don't hear about.
[00:28:24.956 --> 00:28:26.497]  It's the fake ones you do.
[00:28:27.338 --> 00:28:32.382]  Because the globalists have a rule when they're not really doing something, they don't want it to be discussed, they don't want it to be a big deal.
[00:28:32.722 --> 00:28:37.646]  You know, there have been cases of whole police stations shot up and five, six cops killed in just the last year and a half.
[00:28:37.966 --> 00:28:39.027]  You never hear about it on the news.
[00:28:39.287 --> 00:28:39.947]  Minor footnote.
[00:28:40.388 --> 00:28:44.211]  Because they don't want real terror attacks being discussed.
[00:28:47.227 --> 00:28:52.572]  But when they've got a big... See, again, and the frustration is there's thousands of points here, literally.
[00:28:53.633 --> 00:28:55.855]  I want to get your take on this.
[00:28:55.895 --> 00:29:01.681]  If you agree with me, if you disagree, I'm not... I'm not saying that it was a staged event.
[00:29:01.981 --> 00:29:05.024]  I'm saying my gut says that and all the evidence points in that direction.
[00:29:05.771 --> 00:29:10.654]  I'm not saying you're bad if you think he was just on psychotropic drugs, which is a form of mind control itself.
[00:29:10.954 --> 00:29:13.695]  You take hallucinogenic drugs, like he was taking over-the-counter.
[00:29:13.715 --> 00:29:19.478]  I mean, not over-the-counter, but prescription, which are over-the-counter, but not over-the-counter in the classic sense.
[00:29:20.659 --> 00:29:24.101]  You take those, it puts you into a suggestive state.
[00:29:24.381 --> 00:29:26.202]  You play video games, watch violent movies.
[00:29:26.582 --> 00:29:28.503]  A certain percentage of people are going to go cuckoo.
[00:29:29.744 --> 00:29:32.186]  Like Sergeant Bales over in Afghanistan.
[00:29:32.206 --> 00:29:33.347]  He was on a bunch of those drugs.
[00:29:34.168 --> 00:29:39.072]  Oh, here, let's put you on a psychotropic that can make you go psychotic and then send you... Yeah, yeah, I mean, that's a good idea.
[00:29:40.133 --> 00:29:43.616]  So, I mean, we've got articles up, people saying that's what they think at Infowars.com.
[00:29:43.656 --> 00:29:44.116]  That's fine.
[00:29:44.737 --> 00:29:49.280]  As for me, this has all the earmarks of a very sophisticated black op.
[00:29:50.642 --> 00:29:51.522]  We're on the march.
[00:29:52.023 --> 00:29:53.624]  The Empire's on the run.
[00:29:54.565 --> 00:29:57.227]  Alex Jones and the GCN Radio Network.
[00:30:01.241 --> 00:30:06.485]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:30:06.746 --> 00:30:08.947]  Start purifying your water with ProPure.
[00:30:09.148 --> 00:30:14.672]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[00:30:14.852 --> 00:30:18.095]  And it's available discounted at InfoWars.com.
[00:30:18.235 --> 00:30:21.438]  Its filters are silver impregnated to prevent bacterial growth.
[00:30:21.698 --> 00:30:23.119]  There's no priming required.
[00:30:23.379 --> 00:30:25.421]  It's NSF-42 certified.
[00:30:25.641 --> 00:30:28.123]  Optional fluoride filters can reduce fluoride up to 95%.
[00:30:29.204 --> 00:30:30.545]  Easy to set up and use.
[00:30:30.725 --> 00:30:32.026]  Doesn't require electricity.
[00:30:32.167 --> 00:30:35.009]  Purify water from lakes, streams, ponds, and wells.
[00:30:35.329 --> 00:30:38.492]  This filter system leaves in beneficial minerals, which is key.
[00:30:38.692 --> 00:30:40.474]  Save money by not buying bottled water.
[00:30:40.614 --> 00:30:42.675]  And avoid BPA that leaches from the plastic.
[00:30:42.836 --> 00:30:45.438]  ProPure is the best gravity-fed filter out there.
[00:30:45.578 --> 00:30:46.899]  It's what my family uses.
[00:30:47.159 --> 00:30:50.382]  Infowars.com already has the lowest price on ProPure.
[00:30:50.462 --> 00:30:56.107]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:30:56.307 --> 00:30:57.468]  You can also call to order.
[00:30:58.068 --> 00:31:03.931]  Alex Jones here with a message to fellow freedom lovers.
[00:31:04.211 --> 00:31:09.033]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:09.213 --> 00:31:16.376]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:16.536 --> 00:31:21.940]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:22.160 --> 00:31:25.903]  These are items that I did research on, that I personally use.
[00:31:26.183 --> 00:31:30.707]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:30.927 --> 00:31:36.131]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:36.391 --> 00:31:39.452]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:31:39.612 --> 00:31:41.853]  When Disaster Strikes by Matthew Stein.
[00:31:42.113 --> 00:31:46.714]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:31:46.874 --> 00:31:49.335]  Hand-cranked shortwave AM FM radios.
[00:31:49.755 --> 00:31:56.798]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:31:56.958 --> 00:31:57.998]  We're getting prepared.
[00:31:58.238 --> 00:31:58.638]  Are you?
[00:31:58.898 --> 00:31:59.739]  Infowarshop.com
[00:32:03.149 --> 00:32:10.836]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:32:11.276 --> 00:32:14.900]  Alex and his staff have used these pure soap products for years.
[00:32:15.340 --> 00:32:22.146]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:32:22.646 --> 00:32:25.469]  See them on the web at 5starsoap.com.
[00:32:25.669 --> 00:32:30.172]  Or call 800-340-7091 for a free catalog.
[00:32:30.492 --> 00:32:36.156]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:32:36.436 --> 00:32:41.539]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:32:41.859 --> 00:32:43.480]  This is an amazing deal.
[00:32:43.841 --> 00:32:48.444]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:32:49.064 --> 00:32:52.206]  See them on the web at 5starsoap.com or call
[00:32:52.446 --> 00:32:53.913]  Call 800-340-7091 for a free catalog.
[00:33:26.314 --> 00:33:32.481]  We saw a lot of acts of heroism by men protecting their girlfriends.
[00:33:34.063 --> 00:33:39.390]  We saw a 13-year-old step in front of a bullet for a smaller child.
[00:33:42.315 --> 00:33:45.878]  We also have a video up at InfoWars.com, how to stop a massacre.
[00:33:46.799 --> 00:33:50.822]  Surveillance video reveals simple, low-cost solution that works everywhere.
[00:33:51.123 --> 00:33:55.406]  You must send this Mike Adams story out to everybody.
[00:33:55.787 --> 00:34:04.274]  In fact, I'm going to Twitter that out on our official Twitter during the next break when I get a chance to, at Twitter.com forward slash RealAlexJones.
[00:34:07.725 --> 00:34:14.049]  We also are going to play the footage and analyze it here for radio listeners of Anaheim Police go on a rampage against citizens.
[00:34:14.429 --> 00:34:18.952]  I saw the article yesterday by Lou Rockwell at Infowars.com.
[00:34:20.753 --> 00:34:23.214]  And I didn't even watch the video until this morning.
[00:34:23.755 --> 00:34:29.999]  And when you see police purposefully with rubber bullets up close, shotgunning women, when they know it'll kill you.
[00:34:30.459 --> 00:34:31.279]  Kills a lot of people.
[00:34:31.800 --> 00:34:35.442]  They've killed people, you know, at that Red Sox game when they came out of the bar, shot the woman in the face.
[00:34:36.957 --> 00:34:42.279]  And they're shooting people with babies in their arms and coming up to baby carriages and shooting at them.
[00:34:43.079 --> 00:34:45.019]  And it's really bizarre.
[00:34:45.059 --> 00:34:52.421]  I've seen this a lot, like in Pittsburgh, the G20, when a woman, two older women, come out of a store with shopping bags.
[00:34:52.842 --> 00:34:58.663]  They would just randomly show up in Pittsburgh and say, you're not allowed to be out during the daytime here, just to crack some heads.
[00:34:58.683 --> 00:35:01.204]  It was all a big drill to see what they could get cops to do.
