[00:00:00.348 --> 00:00:00.875]  You've got it!
[01:37:43.318 --> 01:37:44.619]  Wait till you see that.
[01:37:44.619 --> 01:37:48.642]  That's a questionnaire that you're going to fill out that's going to get you to do
[01:37:49.480 --> 01:37:51.762]  Mandatory volunteering.
[01:37:51.762 --> 01:37:57.767]  Now last time I thought about that, mandatory volunteering sounds a lot like slavery to me.
[01:37:57.767 --> 01:38:01.871]  But you see that volunteering is not going to be volunteering anymore.
[01:38:01.871 --> 01:38:14.001]  You'll be required to volunteer in order to get your kid into Little League, to be able to maybe work closer to home, to get your food.
[01:38:14.001 --> 01:38:16.784]  You'll be required in order to be a good citizen.
[01:38:17.424 --> 01:38:22.308]  Oh, Obama has said to graduate high school you'll have to do it and it's going to be domestic military.
[01:38:22.308 --> 01:38:23.909]  That's civilian corps, yeah.
[01:38:24.773 --> 01:38:25.353]  This is it!
[01:38:25.353 --> 01:38:26.374]  You know, exactly!
[01:38:26.374 --> 01:38:27.754]  You don't have to look far.
[01:38:27.754 --> 01:38:34.037]  If you, you know, these are things that it used to be, well, if you got busted doing something minor, you were going to pick up trash by the side of the road.
[01:38:34.037 --> 01:38:36.097]  That's mandatory volunteering.
[01:38:36.097 --> 01:38:45.661]  But now you find that you're, if you're in school, you want to, you know, you want to go to a good school, you're going to have to do some time working for non-profits, right?
[01:38:45.661 --> 01:38:47.622]  So who's getting your free time?
[01:38:47.622 --> 01:38:49.703]  Who's getting your time for free, for nothing?
[01:38:49.703 --> 01:38:50.663]  The non-profits.
[01:38:50.663 --> 01:38:52.704]  These are public-private partnerships.
[01:38:53.104 --> 01:39:04.322]  That you are going to be volunteering mandatorily for- And they're the NGOs competing with the free market just like people working for 25 cents an hour in the prisons are competing and shutting down our society.
[01:39:05.157 --> 01:39:08.278]  Right, and your tax dollars are going to fund all of this.
[01:39:08.278 --> 01:39:18.383]  You know, this is what happens with, for instance, redevelopment funds are going to pay for subsidized housing that is for-profit housing.
[01:39:18.383 --> 01:39:23.765]  So these are developers who are making money and they're using your property tax dollars to do it.
[01:39:24.145 --> 01:39:26.166]  So this is an entire program.
[01:39:26.166 --> 01:39:27.286]  It's a huge plan.
[01:39:27.286 --> 01:39:30.247]  It's a global plan implemented locally.
[01:39:30.247 --> 01:39:38.230]  And it's using your transportation dollars, your property tax dollars, your income tax dollars to make this happen.
[01:39:38.230 --> 01:39:45.073]  And it's all about taking away your independence, taking away your food independence, your private property rights,
[01:39:45.453 --> 01:39:47.614]  Your educational system.
[01:39:47.614 --> 01:39:51.375]  It's a whole life plan and it is happening right now.
[01:39:51.375 --> 01:39:52.855]  You don't have to look far.
[01:39:52.855 --> 01:39:56.516]  You can fight it right in your town and that's where you should fight it.
[01:39:56.516 --> 01:39:57.376]  Locally.
[01:39:57.376 --> 01:39:59.837]  Because that's where these plans are coming up.
[01:39:59.837 --> 01:40:03.218]  You'll find these regional plans right there in your city.
[01:40:03.218 --> 01:40:05.258]  You want to stand up and say no.
[01:40:05.258 --> 01:40:08.119]  We will not be regionalized.
[01:40:08.119 --> 01:40:09.839]  We will not be Delphi.
[01:40:09.839 --> 01:40:12.200]  We will not allow our money to go for
[01:40:13.835 --> 01:40:26.204]  These plans that are just going to sink our economy and drive us further into debt and into foreclosure so less of us will own property and we'll have to move into those high-density developments.
[01:40:26.204 --> 01:40:33.830]  Remember three years ago when the Copenhagen documents came out and it was designed to reduce population and shut down the third world and so it didn't pass?
[01:40:33.830 --> 01:40:37.833]  Schwarzenegger was in USA Today and now he leads the group for the UN.
[01:40:37.833 --> 01:40:41.596]  He said, don't worry, we implement at city, county and state level.
[01:40:42.256 --> 01:40:43.217]  And that's what they're doing.
[01:40:43.217 --> 01:40:46.741]  And they sweep into town, buy off your politicians.
[01:40:46.741 --> 01:40:50.584]  They can buy them so cheap, you know, a couple million to the National Planning Commission.
[01:40:50.584 --> 01:40:51.425]  And it's over.
[01:40:51.425 --> 01:40:53.747]  They fly them for steak dinners in New York.
[01:40:53.747 --> 01:40:54.968]  It's over.
[01:40:54.968 --> 01:40:56.790]  Or they give their wife or husband a job.
[01:40:56.790 --> 01:40:57.331]  It's over.
[01:40:57.331 --> 01:41:00.354]  And they just literally sign us over to these crooks.
[01:41:01.621 --> 01:41:09.206]  Yeah, well they actually, you know what they'll do is they actually develop candidates for office right out of your neighborhood associations.
[01:41:09.206 --> 01:41:18.432]  They call you, they bring you in to, you know, to show buy-in in a local community and then they identify the good Germans and they move them up the ladder.
[01:41:18.432 --> 01:41:20.053]  We have to call a halt to this.
[01:41:20.053 --> 01:41:28.139]  I don't like, I don't want people to feel that they are helpless, that they can't fight this because we are fighting it all across the nation, all of us.
[01:41:28.139 --> 01:41:30.020]  Oh yeah, the globalists have hit the panic button now.
[01:41:30.020 --> 01:41:31.221]  Now I'm not for lying.
[01:41:32.382 --> 01:41:36.625]  But in some cases when there's election fraud, there's covert ops.
[01:41:36.625 --> 01:41:58.803]  I think a lot of us should be public, but I think some people, business folks and others, should play along with these enemies, because they are like a foreign power that's infiltrated, and we should infiltrate their groups and act like the most hardcore corporate fascists, laugh at the public, call them scum, because I've seen the locals do this when they don't know we're watching, and they'll actually put you in as mayor, then you could turn on them.
[01:41:58.803 --> 01:42:00.164]  Do you think that's a good operation?
[01:42:00.544 --> 01:42:01.824]  I don't know.
[01:42:01.824 --> 01:42:06.345]  But I do take their seminars and I read all of their documentation.
[01:42:06.345 --> 01:42:09.006]  And this is what you want to do is educate yourself.
[01:42:09.006 --> 01:42:17.907]  Because once people recognize that this is not a conspiracy theory, it's a fact and it's happening, you can get people on board quickly.
[01:42:17.907 --> 01:42:20.048]  And this is happening across the United States.
[01:42:20.048 --> 01:42:26.569]  I'm going all over the US and speaking to groups and people are ready and willing to get up and stop this.
[01:42:26.569 --> 01:42:27.809]  And we will win this.
[01:42:28.249 --> 01:42:29.530]  We will win this.
[01:42:29.530 --> 01:42:30.451]  We can do it.
[01:42:30.451 --> 01:42:34.754]  We're going to stop this in our country because we can't allow this to continue.
[01:42:34.754 --> 01:42:36.676]  We are losing our rights.
[01:42:36.676 --> 01:42:37.256]  Incredible.
[01:42:37.256 --> 01:42:42.640]  Let's break down how we're winning and more of what life will look like in the compact cities and rural areas.
[01:42:42.640 --> 01:42:44.942]  You know, how they plan to shut us down.
[01:42:44.942 --> 01:42:45.723]  I want to go over that.
[01:42:46.663 --> 01:42:51.028]  Just amazing and I want you to come to Austin because as you know we're under attack.
[01:42:51.028 --> 01:42:59.657]  Maybe we should fly you out here and have you here in studio and have you speak to the locals because we've got a great activist community that loves liberty because you, Rose, are doing great.
[01:43:01.343 --> 01:43:02.424]  I had tried everything.
[01:43:02.424 --> 01:43:07.907]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[01:43:07.907 --> 01:43:12.730]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:43:12.730 --> 01:43:19.114]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:43:19.594 --> 01:43:30.800]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:43:30.800 --> 01:43:35.283]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:43:35.283 --> 01:43:41.546]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:43:41.546 --> 01:43:42.667]  Now that's results.
[01:43:43.107 --> 01:43:55.611]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:43:55.611 --> 01:43:58.172]  Start your journey to health and wellness today.
[01:43:58.172 --> 01:43:59.413]  InfoWarsTeam.com
[01:44:01.175 --> 01:44:07.841]  When you're out on the road, the last place you want to be is on the road.
[01:44:07.841 --> 01:44:12.985]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:44:12.985 --> 01:44:21.713]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[01:44:21.713 --> 01:44:25.777]  They sew pride in every stitch.
[01:44:25.777 --> 01:44:28.099]  Guarantee you'll love the way they fit.
[01:44:30.206 --> 01:44:34.787]  They put a diamond gusset in the crotch, where you need it most.
[01:44:34.787 --> 01:44:38.628]  Blue diamond gussets, got it.
[01:44:38.628 --> 01:44:39.848]  Others don't.
[01:44:39.848 --> 01:44:41.989]  We turn jeans inside out.
[01:44:41.989 --> 01:44:43.789]  Diamond gusset jeans.
[01:44:43.789 --> 01:44:46.670]  Made in the USA with unparalleled quality.
[01:44:46.670 --> 01:44:53.291]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:44:53.291 --> 01:44:55.992]  Order yours at gusset.com.
[01:44:55.992 --> 01:44:58.373]  Diamond gusset jeans, got it.
[01:44:58.373 --> 01:44:59.133]  Others don't.
[01:45:01.618 --> 01:45:03.339]  Hi folks, this is Alex Jones.
[01:45:03.339 --> 01:45:08.641]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:45:08.641 --> 01:45:10.181]  Saving means to make money.
[01:45:10.181 --> 01:45:18.965]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:45:19.705 --> 01:45:27.247]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:45:27.247 --> 01:45:35.248]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:45:35.248 --> 01:45:40.469]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:45:40.469 --> 01:45:42.629]  Getting a free catalog is easy by calling 800-340-7091.
[01:45:45.410 --> 01:45:48.615]  Or see Calvin on the web at FiveStarSoap.com.
[01:45:48.615 --> 01:45:50.998]  Take charge of your health now by calling 800-340-7091.
[01:45:50.998 --> 01:45:53.121]  Or see Calvin on the web at FiveStarSoap.com.
[01:46:00.242 --> 01:46:07.466]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:46:07.466 --> 01:46:25.357]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:46:25.357 --> 01:46:29.459]  I then searched out the best vitamin and mineral company out there.
[01:46:29.739 --> 01:46:31.520]  And discovered Young-Jevity.
[01:46:31.520 --> 01:46:39.686]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:46:39.686 --> 01:46:45.990]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:46:45.990 --> 01:46:47.271]  Check it out for yourself.
[01:46:47.271 --> 01:46:48.151]  It's incredible.
[01:46:48.151 --> 01:46:57.358]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:46:57.358 --> 01:46:59.239]  That's Infowarsteam.com.
[01:47:01.700 --> 01:47:05.282]  Coast to Coast, direct from Austin.
[01:47:05.282 --> 01:47:08.863]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.863 --> 01:47:13.625]  We are on the march.
[01:47:13.625 --> 01:47:15.306]  The Empire is on the run.
[01:47:15.306 --> 01:47:17.627]  Alex Jones and the GCN Radio Network.
[01:47:32.637 --> 01:47:34.739]  Alright, I'll be back live tomorrow, 11 a.m.
[01:47:34.739 --> 01:47:37.002]  Central, 12 noon Eastern.
[01:47:37.002 --> 01:47:42.808]  Rosa Korn will be back with us Thursday for an hour and a half, and we've got some longer segments and more time to talk then.
[01:47:42.808 --> 01:47:45.190]  But again, we've gone over a lot of info here.
[01:47:45.190 --> 01:47:50.296]  We're going to finish up with talking about what you can do and some more of the things they're doing to rural communities as well.
[01:47:52.220 --> 01:47:57.421]  Again, we're also going to tell you how to get her book and some of the websites you can visit to get involved.
[01:47:57.421 --> 01:48:03.742]  But absolutely, she is just out there really exposing these people, and a lot of other great folks are.
[01:48:03.742 --> 01:48:08.783]  That's why the globalists are hitting the panic button all over the corporate trader media now.
[01:48:08.783 --> 01:48:11.584]  They're saying, well, the UN is taking over for the Earth.
[01:48:11.584 --> 01:48:15.124]  We are increasing your prices and stuff for megacorporations.
[01:48:15.124 --> 01:48:16.985]  You know, Enron and folks set this up.
[01:48:16.985 --> 01:48:17.905]  I mean, it's for the Earth.
[01:48:18.919 --> 01:48:24.963]  And of course, he said it was for the earth when Enron was stealing a billion bucks a week or so a decade ago in California.
[01:48:24.963 --> 01:48:27.284]  But I have a short clip here of Mark Tursik.
[01:48:27.284 --> 01:48:29.066]  Well, first we're going to go to Obama.
[01:48:29.066 --> 01:48:37.431]  Mark Tursik was at the EcoFest put on by the Austin Chronicle people, and he's the head of the Nature Land Grabbing Conservancy.
[01:48:37.431 --> 01:48:43.055]  And he agreed to talk to our reporters after a speech, but when Darren McBreen brought up, well, Obama said he wants to shut down coal plants.
[01:48:43.795 --> 01:48:48.016]  He said, that's it, I'm not talking to you, and literally ran from our reporters.
[01:48:48.016 --> 01:48:50.677]  He ran, there was a whole press conference there wanting to talk to him.
[01:48:50.677 --> 01:48:53.658]  He heard that question, it was like a vampire at high noon.
[01:48:53.658 --> 01:48:59.799]  Again, whether you're for coal or not, it's about shutting down whatever they want, and only letting GE operate.
[01:48:59.799 --> 01:49:02.760]  Here's a clip of Obama saying we're going to bankrupt coal, here it is.
[01:49:02.760 --> 01:49:05.421]  If somebody wants to build a coal-fired plant, they can.
[01:49:05.421 --> 01:49:13.263]  It's just that it will bankrupt them because they're going to be charged a huge sum for all that greenhouse gas that's being emitted.
[01:49:14.484 --> 01:49:15.466]  Okay, that's enough there.
[01:49:15.466 --> 01:49:18.831]  We went to another guest asking him a question next.
[01:49:18.831 --> 01:49:25.542]  Now let's go to Mark Tursik with Derren McBrain, InfoWars.com reporter, simply asking him a question and he ran off.
[01:49:25.542 --> 01:49:25.882]  Here it is.
[01:49:27.403 --> 01:49:30.424]  This is, again, Mark Tursig.
[01:49:30.424 --> 01:49:36.545]  He is the head of the Nature Conservancy while they're getting that queued up there on the system.
[01:49:36.545 --> 01:49:38.406]  All right, here it is.
[01:49:38.406 --> 01:49:40.346]  If you will, coal power plants.
[01:49:40.346 --> 01:49:42.367]  I'm just trying to get both sides of the story.
[01:49:42.367 --> 01:49:47.908]  But I want to know if you're familiar with President Obama's statement that he wanted to bankrupt the coal power plants.
[01:49:47.908 --> 01:49:50.909]  I'm going to pass.
[01:49:50.909 --> 01:49:51.549]  Thanks.
[01:49:51.549 --> 01:49:53.330]  Yeah, I'm not ready on this topic.
[01:49:53.330 --> 01:49:54.210]  I don't really like the video.
[01:49:58.812 --> 01:49:59.833]  Okay, so there's the clip.
[01:49:59.833 --> 01:50:09.103]  A little bit of low audio, but what do you make of that, Rosa Corey?
[01:50:09.103 --> 01:50:10.644]  Hold on, we didn't have you faded up.
[01:50:10.644 --> 01:50:11.145]  Go ahead, ma'am.
[01:50:11.696 --> 01:50:19.322]  Okay, when dams are unsustainable and dams have been identified as being unsustainable, now that is clean power, right?
[01:50:19.322 --> 01:50:21.524]  Hydroelectric power, clean.
[01:50:21.524 --> 01:50:26.188]  But dams are being destroyed all over the United States right now.
[01:50:26.188 --> 01:50:37.618]  Over a thousand dams have been destroyed in the United States right now because supposedly it's impossible for living things to survive in a dam area.
[01:50:38.278 --> 01:50:43.842]  So they're freeing these rivers and destroying clean energy at the same time.
[01:50:43.842 --> 01:50:46.344]  This is not an environmental program.
[01:50:46.344 --> 01:50:48.485]  They don't want you using that water.
[01:50:48.485 --> 01:50:53.008]  This is about destroying your opportunity, your ability to be independent.
[01:50:53.348 --> 01:50:55.670]  And they want to bring you into cities.
[01:50:55.670 --> 01:50:55.870]  Why?
[01:50:55.870 --> 01:51:00.655]  Because they want to control you, surveil you, monitor and manipulate you.
[01:51:00.655 --> 01:51:02.096]  And who is doing it?
[01:51:02.096 --> 01:51:04.058]  Your government is doing it.
[01:51:04.058 --> 01:51:13.446]  Your city government, you'll have your National Association of Counties, your League of Cities, the EPA is a partner, Smart Growth America,
[01:51:13.866 --> 01:51:21.436]  We're kicking ICLEI out across the United States at the International Council on Local Environmental Initiatives.
[01:51:21.436 --> 01:51:27.424]  And we are kicking ICLEI out of all of our cities and counties and states across the nation.
[01:51:27.424 --> 01:51:30.448]  And we are taking back our country and our government.
[01:51:30.448 --> 01:51:31.270]  That's what we're doing.
[01:51:31.930 --> 01:51:33.952]  We've got to all do it together.
[01:51:33.952 --> 01:51:46.523]  So when you hear ICLEI, International Council for Local Environmental Initiatives, or Local Governments for Sustainability as they call it now, they are actually actively engaged
[01:51:47.043 --> 01:51:54.830]  In changing your local government so that you'll find your climate adaptation software, your climate protection campaigns.
[01:51:54.830 --> 01:51:57.332]  These are not environmental campaigns.
[01:51:57.332 --> 01:52:04.979]  They're designed to restrict your possibilities and your potential for using your property and your ability to be free.
[01:52:05.619 --> 01:52:07.000]  And to speak out freely.
[01:52:07.000 --> 01:52:12.703]  These are all plans designed to destroy the possibility of dissent in our country.
[01:52:12.703 --> 01:52:15.404]  And that is what guarantees our freedom.
[01:52:15.404 --> 01:52:19.846]  Dissent and the ability to speak and move freely across our country.
[01:52:19.846 --> 01:52:21.607]  We need to stand up together.
[01:52:21.607 --> 01:52:24.889]  I have about 20 pages in my book of what you can do.
[01:52:24.889 --> 01:52:27.590]  And we are doing it across the nation.
[01:52:27.590 --> 01:52:30.772]  And this is Democrats, Republicans, Libertarians.
[01:52:30.772 --> 01:52:33.373]  Everyone's getting up and taking this on together.
[01:52:33.373 --> 01:52:34.154]  And we can do it.
[01:52:35.816 --> 01:52:36.697]  Well, we can.
[01:52:36.697 --> 01:52:45.404]  And we had the fader down on the video player earlier, because we're doing video and audio here for the radio audience, for folks watching at PrisonPlanet.tv.
[01:52:45.404 --> 01:52:46.165]  We'll try it again.
[01:52:46.165 --> 01:52:51.970]  Here's the Nature Conservancy head who used to work at Goldman Sachs in, you know, helping terrible countries.
[01:52:51.970 --> 01:52:53.732]  Well, you know how much they help them.
[01:52:53.732 --> 01:52:54.653]  And helping Europe.
[01:52:54.653 --> 01:52:55.573]  You know, they help us all.
[01:52:55.573 --> 01:52:56.594]  They're good people.
[01:52:56.594 --> 01:52:57.315]  Give us your money.
[01:52:57.315 --> 01:52:57.996]  It's for the Earth.
[01:52:58.536 --> 01:52:59.617]  Let us triple charge you.
[01:52:59.617 --> 01:53:00.697]  It's for the earth.
[01:53:00.697 --> 01:53:08.602]  Here he is when he was asked about Obama saying we'll bankrupt your coal power plants that supply more than half the power to this country.
[01:53:08.602 --> 01:53:12.824]  And here he is refusing to answer the question and running off from the press conference.
[01:53:12.824 --> 01:53:13.205]  Here it is.
[01:53:13.965 --> 01:53:15.086]  Yeah, I'm not ready on this topic.
[01:53:15.086 --> 01:53:16.768]  I don't really like video.
[01:53:39.941 --> 01:53:44.503]  All right, we are back live, ladies and gentlemen, so there you have it.
[01:53:44.503 --> 01:53:46.224]  This is how these people are operating.
[01:53:46.224 --> 01:53:47.384]  It's what they're doing.
[01:53:47.384 --> 01:53:51.486]  Why do you think when he had that brought up to him that he ran?
[01:53:51.486 --> 01:53:55.928]  I mean, they're so used to the traitor media either being ignorant or not asking real questions.
[01:53:57.008 --> 01:53:58.589]  That's it.
[01:53:58.589 --> 01:54:09.917]  You're inundated with propaganda all over the media and when anyone asks a question that deserves a true answer, an honest answer, you're just not going to get that.
[01:54:09.917 --> 01:54:14.860]  In fact, right now you'll be told that, oh yeah, Agenda 21, right, oh that's a good
[01:54:14.940 --> 01:54:16.060]  Good thing!
[01:54:16.060 --> 01:54:19.321]  Oh, that Agenda 21, because it's coming out now.
[01:54:19.321 --> 01:54:25.683]  You know, they used to, your government used to say that you were a tinfoil hat nutcase if you even talked about it.
[01:54:25.683 --> 01:54:27.924]  But, you know, I've got it right here, actually.
[01:54:27.924 --> 01:54:28.604]  Here it is.
[01:54:28.604 --> 01:54:32.786]  This is the United Nations Agenda 21, put out by the UN.
[01:54:32.786 --> 01:54:35.987]  It's a hundred and, uh, three hundred pages, forty chapters.
[01:54:35.987 --> 01:54:37.347]  Well, Rosa, I've read it.
[01:54:37.347 --> 01:54:39.048]  I've got a copy as well, but here's the deal.
[01:54:39.864 --> 01:54:45.207]  They're admitting global government, they're admitting it's about population reduction, they're admitting it's to destroy the family.
[01:54:45.207 --> 01:54:54.192]  Germany, as you know, passed a law that all new homes built have to be dormitory style and no more single-family dwellings in Germany.
[01:54:54.192 --> 01:54:55.913]  In fact, folks won't believe that.
[01:54:55.913 --> 01:55:01.497]  Search the term, Germany bans single-family dwellings.
[01:55:01.497 --> 01:55:03.718]  And then it says by, what, 2015, and then by 2020, totally,
[01:55:05.919 --> 01:55:07.840]  No homes allowed for individuals.
[01:55:07.840 --> 01:55:17.305]  I mean, this is cult, brainwashing, borg, hive mind, body snatcher level, crazy control freak, commune takeover.
[01:55:18.240 --> 01:55:20.102]  That's right, you said it.
[01:55:20.102 --> 01:55:20.883]  And you know what?
[01:55:20.883 --> 01:55:33.096]  Your president and mine, Obama, committed the United States to reducing our greenhouse gas emissions 80% below 1990 levels by the year 2050.
[01:55:33.096 --> 01:55:35.438]  I looked at the charts.
[01:55:35.438 --> 01:55:37.360]  That's going to put us back prior to 1934.
[01:55:39.542 --> 01:55:48.474]  Now, would your country want to create a situation where your industry and your energy production is put back before World War II?
[01:55:49.995 --> 01:55:54.997]  And plus, if you look at it in terms of per capita, you're back in the 1880s.
[01:55:54.997 --> 01:55:59.899]  But wait, then they don't even allow real sustainable old-fashioned agriculture.
[01:55:59.899 --> 01:56:01.160]  They're harassing that.
[01:56:01.160 --> 01:56:08.103]  They allow the GMO, the toxic waste dumping, splicing monkeys with eight different species.
[01:56:08.103 --> 01:56:13.946]  They allow all this real stuff that's hurting the environment while just saying they're going to grab our property and not let us live our lives.
[01:56:13.946 --> 01:56:14.646]  It is incredible.
[01:56:16.178 --> 01:56:16.918]  That's right.
[01:56:16.918 --> 01:56:18.499]  Get yourself into the center of the city.
[01:56:18.499 --> 01:56:26.724]  That's what they want you to do so they can watch you, surveil you, control you, take you away from your car so that you only go where they say you can go.
[01:56:26.724 --> 01:56:33.889]  And on these high-speed trains that don't exist and go nowhere, if they do exist, and this is your future if you don't stop it now.
[01:56:34.449 --> 01:56:35.990]  We are stopping it now.
[01:56:35.990 --> 01:56:36.691]  We can do it.
[01:56:36.691 --> 01:56:38.792]  So, you know, this is what's going to happen.
[01:56:38.792 --> 01:56:47.058]  You lose your food independence, your ability to speak freely, to move freely, and you have a country that is marked... They're already doing it with the TSA.
[01:56:47.058 --> 01:56:48.680]  We're losing $40 billion a year in tourism.
[01:56:48.680 --> 01:56:49.981]  People say, why are they doing it?
[01:56:49.981 --> 01:56:51.942]  They want to bankrupt the airlines.
[01:56:51.942 --> 01:56:55.485]  They admit they want to put taxes on aircraft for carbon tax.
[01:56:55.485 --> 01:57:00.008]  They admit they want to shut down freedom because that makes us independent.
[01:57:00.008 --> 01:57:00.748]  Incredible.
[01:57:00.748 --> 01:57:02.530]  Folks can find your book.
[01:57:03.310 --> 01:57:09.075]  We have a link to it for Amazon.com and Infowars.com behind the green mask.
[01:57:09.075 --> 01:57:11.357]  Agenda 21, so important.
[01:57:11.357 --> 01:57:12.998]  I can't wait to have you on with this Thursday.
[01:57:12.998 --> 01:57:15.681]  But this isn't hype when you're saying we're starting to win.
[01:57:15.681 --> 01:57:20.665]  As you pointed out, Rosa, the system says we're winning and are freaking out.
[01:57:20.665 --> 01:57:24.648]  And just like we exposed their carbon tax, we're going to beat them on this.
[01:57:24.648 --> 01:57:26.790]  What's the best website for folks to visit to learn more?
[01:57:28.103 --> 01:57:31.807]  DemocratsAgainstUNagenda21.com.
[01:57:31.807 --> 01:57:33.648]  Check it out.
[01:57:33.648 --> 01:57:34.549]  Killer job.
[01:57:34.549 --> 01:57:35.170]  God bless you.
[01:57:35.170 --> 01:57:36.992]  Look forward to having you on Thursday.
[01:57:36.992 --> 01:57:39.574]  And Austin Groups and others, you need to get her to your town.
[01:57:39.574 --> 01:57:41.716]  See you back live tomorrow, 11 a.m.
[01:57:41.716 --> 01:57:44.219]  Central, Infowars.com.
[01:57:44.219 --> 01:57:45.300]  Great job to the crew.
[01:57:45.300 --> 01:57:49.404]  Watch my Whitney Houston video, what I have to say about the prescription drugs at Infowars.com.
