[00:00:00.646 --> 00:00:01.707]  You got it.
[01:42:31.656 --> 01:42:33.637]  Ever.
[01:42:33.637 --> 01:42:36.319]  Ever!
[01:42:36.319 --> 01:42:41.381]  The only time I fail is when I follow my flesh and not my spirit.
[01:42:41.381 --> 01:42:44.343]  You know what my spirit says?
[01:42:44.343 --> 01:42:47.725]  Alex, don't get sad that the wicked seem to thrive and can't be stopped.
[01:42:47.725 --> 01:42:53.227]  They will be cut down come the harvest.
[01:42:53.227 --> 01:42:56.549]  They will cut themselves down.
[01:42:56.549 --> 01:42:58.190]  They will destroy themselves.
[01:42:58.190 --> 01:42:59.711]  The house of Rothschild will fall.
[01:43:03.047 --> 01:43:11.174]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:43:11.174 --> 01:43:15.237]  Alex and his staff have used these pure soap products for years.
[01:43:15.237 --> 01:43:22.544]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:43:22.544 --> 01:43:25.026]  See them on the web at 5starsoap.com.
[01:43:25.566 --> 01:43:30.389]  Or call 800-340-7091 for a free catalog.
[01:43:30.389 --> 01:43:36.333]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:43:36.333 --> 01:43:41.757]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:43:41.757 --> 01:43:43.738]  This is an amazing deal.
[01:43:43.738 --> 01:43:48.962]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:43:48.962 --> 01:43:52.104]  See them on the web at 5starsoap.com or call
[01:43:52.344 --> 01:43:53.469]  Call 800-340-7091 for a free catalog.
[01:44:00.692 --> 01:44:06.193]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:44:06.193 --> 01:44:08.614]  Start purifying your water with ProPure.
[01:44:08.614 --> 01:44:17.716]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:44:17.716 --> 01:44:21.156]  Its filters are silver impregnated to prevent bacterial growth.
[01:44:21.156 --> 01:44:22.837]  There's no priming required.
[01:44:22.837 --> 01:44:25.117]  It's NSF-42 certified.
[01:44:25.117 --> 01:44:27.618]  Optional fluoride filters can reduce fluoride up to 95%.
[01:44:28.678 --> 01:44:30.219]  Easy to set up and use.
[01:44:30.219 --> 01:44:31.640]  Doesn't require electricity.
[01:44:31.640 --> 01:44:34.802]  Purify water from lakes, streams, ponds, and wells.
[01:44:34.802 --> 01:44:38.184]  This filter system leaves in beneficial minerals, which is key.
[01:44:38.184 --> 01:44:42.326]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:44:42.326 --> 01:44:45.068]  ProPure is the best gravity-fed filter out there.
[01:44:45.068 --> 01:44:46.629]  It's what my family uses.
[01:44:46.629 --> 01:44:49.951]  Infowars.com already has the lowest price on ProPure.
[01:44:49.951 --> 01:44:55.214]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:44:55.774 --> 01:45:00.440]  You can also call to order 888-253-3139.
[01:45:00.440 --> 01:45:03.505]  Have you ever wanted to generate your own supply of electrical power?
[01:45:03.505 --> 01:45:05.487]  Even save money on your electric bill?
[01:45:05.487 --> 01:45:09.092]  If so, this could be one of the most important messages you will ever hear.
[01:45:09.092 --> 01:45:11.135]  Solar power generators are now available.
[01:45:11.295 --> 01:45:14.938]  These emergency backup systems provide life-saving electrical power.
[01:45:14.938 --> 01:45:21.022]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:45:21.022 --> 01:45:24.725]  It's like having an electrical power plant running quietly in your own home.
[01:45:24.725 --> 01:45:29.469]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:45:29.469 --> 01:45:32.551]  Whether it's hurricanes, ice storms, brownouts, or blackouts,
[01:45:32.731 --> 01:45:35.432]  You'll never suffer through painful power outages again.
[01:45:35.432 --> 01:45:36.712]  And here's the best news.
[01:45:36.712 --> 01:45:39.873]  A remarkable fall truckload sale is going on right now.
[01:45:39.873 --> 01:45:43.795]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:45:43.795 --> 01:45:51.637]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[01:45:51.637 --> 01:45:53.738]  That's falltruckloadsale.com.
[01:45:53.738 --> 01:45:55.919]  Generate your own supply of electricity.
[01:45:55.919 --> 01:45:57.959]  Go to falltruckloadsale.com.
[01:45:57.959 --> 01:45:59.760]  That's falltruckloadsale.com.
[01:46:00.280 --> 01:46:03.763]  Alex Jones here with a very important announcement for truth seekers.
[01:46:03.763 --> 01:46:09.708]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:46:09.708 --> 01:46:16.294]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:46:16.294 --> 01:46:21.979]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:46:21.979 --> 01:46:25.622]  This film exposes the fraud that Obama is like nothing I've seen.
[01:46:25.802 --> 01:46:29.604]  If you want to know who Obama's real daddy is, this is the film for you.
[01:46:29.604 --> 01:46:34.206]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:46:34.206 --> 01:46:36.707]  You'll also find it at Infowarshop.com.
[01:46:36.707 --> 01:46:40.569]  Don't dare call a conspiracy by Gary Allen, the book that woke me up.
[01:46:40.569 --> 01:46:44.992]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:46:44.992 --> 01:46:47.653]  This book is coffin nails to the globalist takeover.
[01:46:47.953 --> 01:46:54.774]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:46:54.774 --> 01:47:01.896]  These titles and a lot more are all available at InfoWarshot.com.
[01:47:01.896 --> 01:47:05.497]  Coast to Coast, direct from Austin.
[01:47:05.497 --> 01:47:16.139]  You're listening to the Alex Jones Broadcasting Network.
[01:47:16.139 --> 01:47:17.479]  We now take you live
[01:47:18.365 --> 01:47:29.847]  All right, let's take some phone calls here in the final segment.
[01:47:29.847 --> 01:47:32.788]  I'll be back tomorrow, 12 noon Eastern, 11 a.m.
[01:47:32.788 --> 01:47:37.108]  Central with a three-hour mainline weekday transmission.
[01:47:37.108 --> 01:47:42.329]  I'm in kind of a dark mood today just because I understand reality to a deeper and deeper level.
[01:47:42.329 --> 01:47:46.150]  During the break, John Bowne in there running the board and the video cameras and the rest of it, he said,
[01:47:47.410 --> 01:47:51.132]  M4's Nightly News reporter, The Moonlight's here running the radio show.
[01:47:51.132 --> 01:47:54.774]  He said, you know, they call our libertarian movement a movement.
[01:47:54.774 --> 01:47:56.335]  They call conservatism a movement.
[01:47:56.335 --> 01:47:58.096]  They call communism a movement.
[01:47:58.096 --> 01:47:59.377]  Why don't we call this a movement?
[01:47:59.377 --> 01:48:00.217]  And I said, it has a name.
[01:48:00.217 --> 01:48:03.239]  It's called Organized Evil.
[01:48:03.239 --> 01:48:08.202]  It's really a eugenics movement, a playing God movement, a mad scientist movement.
[01:48:10.242 --> 01:48:12.864]  A final revolution is what they call it.
[01:48:12.864 --> 01:48:25.974]  And they said they would construct kind of a false political socio-economic reality and use the media to keep us within that confined area, and then with a dumbed-down mash,
[01:48:26.855 --> 01:48:45.270]  There's really no way to revolt against it, because once you've dumbed people down multi-generationally, and reduced the language, which has now happened, it's almost impossible to even communicate with people, especially when they've been given a psychological compulsion, an almost psychological trigger, to defend their servitude.
[01:48:45.270 --> 01:48:47.812]  Because they don't want to admit they're slaves.
[01:48:47.812 --> 01:48:55.538]  Not just because they're cowards, but because at a base level, they have no respect for themselves, and don't believe they could do anything, and they're lazy.
[01:48:56.311 --> 01:49:01.515]  But it isn't up to ruined, dumbed-down sheeple to defeat this evil.
[01:49:01.515 --> 01:49:14.864]  It's to those of us that aren't perfect but have enough virtue and understanding and who can glimpse the beauty of our species, our greater angels instead of our lesser angels, to reach towards the stars.
[01:49:14.864 --> 01:49:17.606]  Because we certainly can do amazing things.
[01:49:17.606 --> 01:49:24.892]  The globalists force us the most vile garbage to kind of, you know, have us resonate at a very low level.
[01:49:25.612 --> 01:49:27.033]  So that we're easily managed.
[01:49:27.033 --> 01:49:30.977]  And I just... I've never tried to keep people in darkness.
[01:49:30.977 --> 01:49:33.599]  That is so innacent to what I stand for.
[01:49:33.599 --> 01:49:35.541]  I would think that would be commonplace.
[01:49:35.541 --> 01:49:40.245]  But it turns out in this modern world, that is so rare.
[01:49:40.245 --> 01:49:43.889]  Because good people do not have an instinct to a will to power.
[01:49:45.350 --> 01:49:46.411]  Evil does.
[01:49:46.411 --> 01:49:49.452]  But you better get the will to fight these people.
[01:49:49.452 --> 01:49:51.393]  And so many good people try to overthink it.
[01:49:51.393 --> 01:49:55.475]  They've got to come up with a master plan how you're going to beat them by yourself.
[01:49:55.475 --> 01:49:56.936]  No, just start engaging them.
[01:49:56.936 --> 01:49:57.836]  Start speaking out.
[01:49:57.836 --> 01:49:59.477]  Start saying no.
[01:49:59.477 --> 01:50:00.698]  Start educating others.
[01:50:03.200 --> 01:50:04.861]  Now is the time, ladies and gentlemen.
[01:50:04.861 --> 01:50:08.043]  Spread the word about InfoWars.com and PrisonPlanet.com.
[01:50:08.043 --> 01:50:10.784]  Give them a gift subscription to InfoWars magazine.
[01:50:10.784 --> 01:50:14.346]  Twelve issues at cost, delivered to people's door.
[01:50:14.346 --> 01:50:17.688]  One time you pay, twelve go to your friends and family's door.
[01:50:17.688 --> 01:50:19.649]  Great chance to wake them up.
[01:50:19.649 --> 01:50:21.590]  Get a PrisonPlanet.tv membership.
[01:50:21.590 --> 01:50:23.692]  It's 59 cents a month per person.
[01:50:24.512 --> 01:50:27.494]  One membership, $5.95, is ten memberships.
[01:50:27.494 --> 01:50:40.581]  You create one username and passcode that's easy to remember, that you don't have for other stuff, and then give that as an e-card and say, here's a great documentary film archive, and you can see this guy's show, and give nine friends and family the gift.
[01:50:40.581 --> 01:50:43.343]  Keep the one for yourself.
[01:50:43.343 --> 01:50:44.543]  It's so simple.
[01:50:44.543 --> 01:50:46.084]  PrisonPlanet.tv.
[01:50:46.084 --> 01:50:47.005]  Break out of the prison.
[01:50:48.341 --> 01:50:49.482]  Oh hey, hey Alex.
[01:50:49.482 --> 01:50:53.323]  Thanks for taking my call.
[01:50:53.323 --> 01:50:58.726]  I'm calling from FEMA Region 4.
[01:50:58.726 --> 01:51:05.669]  I was actually calling about the succession that's moving.
[01:51:05.669 --> 01:51:10.551]  I was wondering if we should start, if we wanted to succeed from the federal government, should we start a petition for that?
[01:51:11.926 --> 01:51:13.586]  Well, you don't go to the federal government.
[01:51:13.586 --> 01:51:23.488]  It made news attention when people go to Obama asking a foreign agent of the UN who violated Article 1, Section 9 to become the head of the Security Council a few years ago.
[01:51:23.488 --> 01:51:26.689]  I mean, that was high treason, totally illegal.
[01:51:26.689 --> 01:51:30.189]  But it's a way to publicly say we don't like what's happening.
[01:51:30.189 --> 01:51:34.310]  I'm saying not a Civil War secession, a Declaration of Independence.
[01:51:34.310 --> 01:51:38.451]  The states are all that's left, the only remnant of the old republic.
[01:51:38.951 --> 01:51:44.318]  They've got to use the secession power because it says they can remake the government however they see fit.
[01:51:44.318 --> 01:51:46.762]  Well, we choose the real republic.
[01:51:46.762 --> 01:51:48.624]  Who will argue against that?
[01:51:48.624 --> 01:51:52.770]  They're trying to brand secession as, you know, the Civil War Ku Klux Klan.
[01:51:52.770 --> 01:51:56.214]  Notice they've been selling Lincoln the last three, four years as God.
[01:51:56.775 --> 01:51:59.398]  With all these movies and books and video games and stuff.
[01:51:59.398 --> 01:52:02.861]  Because they want to have the federal government come in and crush the states.
[01:52:02.861 --> 01:52:07.446]  They know when they put the economy into cardiac arrest, the states are going to say no.
[01:52:07.446 --> 01:52:14.633]  And any refusal by the states, if Congress says no to anything the president does, they're going to be called secessionists.
[01:52:14.633 --> 01:52:17.656]  Congress is told the UN commands our military.
[01:52:17.656 --> 01:52:18.898]  We've been conquered, sir.
[01:52:21.027 --> 01:52:23.068]  Yes, I saw the reports and all of that.
[01:52:23.068 --> 01:52:25.408]  Yeah, now they want to mop up what's left.
[01:52:25.408 --> 01:52:30.910]  Now they want to mop up the states and the media and stuff, and we've got to dig in and say no.
[01:52:30.910 --> 01:52:32.510]  Go ahead.
[01:52:32.510 --> 01:52:33.570]  What do we do about Congress?
[01:52:33.570 --> 01:52:36.011]  Congress is supposed to put a stop to all of this nonsense.
[01:52:36.011 --> 01:52:39.932]  Absolutely, but they've hired a bunch of criminals or they've got them blackmailed.
[01:52:39.932 --> 01:52:41.112]  I appreciate your call, sir.
[01:52:41.112 --> 01:52:47.614]  We're in deep trouble, but the only hope we've got is admitting how bad a trouble we've gotten into.
[01:52:47.614 --> 01:52:49.495]  Okay, let's go to Mike in Oregon.
[01:52:49.495 --> 01:52:50.215]  Real fast, Mike.
[01:52:51.539 --> 01:52:53.702]  Hey Alex, how's it going, my Bill of Rights brother?
[01:52:53.702 --> 01:52:55.183]  Good.
[01:52:55.183 --> 01:52:58.768]  Well, I was calling to talk to you about the disinformed...
[01:52:59.699 --> 01:53:06.042]  People down here are trying to tell me that the climate change and Hurricane Sandy was caused by our SUVs.
[01:53:06.042 --> 01:53:10.764]  Yeah, they think if they pay the Rothschild-Gore exchange, that's literally who owns it.
[01:53:10.764 --> 01:53:12.825]  Al Gore and the Rothschilds are all invested in it.
[01:53:12.825 --> 01:53:14.886]  It's a Rothschild-owned exchange, totally.
[01:53:14.886 --> 01:53:15.906]  It's their exchange.
[01:53:15.906 --> 01:53:17.247]  Look at that mainstream news.
[01:53:17.247 --> 01:53:18.467]  That that will stop hurricanes.
[01:53:18.467 --> 01:53:20.288]  There's always been storms.
[01:53:20.288 --> 01:53:24.550]  And it's the new global government tax, and they tell a bunch of primitive, dumbed-down idiots
[01:53:25.310 --> 01:53:26.650]  Look, magic is back.
[01:53:26.650 --> 01:53:28.631]  People believe in voodoo now again.
[01:53:28.631 --> 01:53:36.892]  They're a bunch of superstitious idiots that can't even read or write, and they think paying the globalist money will stop hurricanes.
[01:53:36.892 --> 01:53:37.693]  I know.
[01:53:37.693 --> 01:53:39.153]  It's driving me crazy.
[01:53:39.153 --> 01:53:43.054]  I can't even conceive or anything how these people are even thinking.
[01:53:43.054 --> 01:53:44.034]  And it's driving me so crazy.
[01:53:44.034 --> 01:53:47.435]  I was wondering if we could do a war ground on air.
[01:53:47.435 --> 01:53:48.075]  Absolutely.
[01:53:48.075 --> 01:53:48.575]  Go ahead, sir.
[01:53:51.091 --> 01:53:52.472]  Thanks for the call.
[01:53:52.472 --> 01:53:54.434]  I gotta jump here, man.
[01:53:54.434 --> 01:53:57.076]  Daniel in Louisiana, go ahead.
[01:53:57.076 --> 01:53:58.837]  Hey Alex, how are you today, man?
[01:53:58.837 --> 01:54:01.158]  I'm pretty freaked out how bad stuff's getting.
[01:54:01.158 --> 01:54:02.920]  Yeah, me too, me too.
[01:54:02.920 --> 01:54:06.883]  I was just listening to you and I jotted down some points and I was going to make a couple of points.
[01:54:06.883 --> 01:54:08.324]  Go ahead.
[01:54:08.324 --> 01:54:14.588]  You know, one of the things that scares me a lot is how people have thrown out their common sense.
[01:54:14.588 --> 01:54:15.869]  And also, people...
[01:54:20.157 --> 01:54:22.238]  They lack a respect for the invisible world.
[01:54:22.238 --> 01:54:32.962]  And when we talk about the chemicals in the food, water, and also our invisible government, people have thrown out their common sense and they also, they don't respect the invisible world like we're just talking about.
[01:54:32.962 --> 01:54:36.083]  But the shadow government is now public.
[01:54:36.083 --> 01:54:44.126]  Obama signs an order, because Congress wouldn't pass it, we know what the order was, handed over to the UN, and he says, well I'll just sign it in secret and implement it.
[01:54:44.870 --> 01:54:48.791]  And Congress for a week says we'd like to see that and Obama says no.
[01:54:48.791 --> 01:54:52.252]  Folks, the Congress writes the stinking laws.
[01:54:52.252 --> 01:54:54.173]  The Congress raises the taxes.
[01:54:54.173 --> 01:54:56.153]  They declare the war.
[01:54:56.153 --> 01:54:58.474]  People, man, we're in trouble.
[01:54:58.474 --> 01:55:01.175]  I just, get ready.
[01:55:01.175 --> 01:55:02.175]  Yeah, yeah, yeah.
[01:55:02.175 --> 01:55:05.876]  You know, we need reform in all of our institutions.
[01:55:05.876 --> 01:55:09.818]  The educational, our medical, our government.
[01:55:09.818 --> 01:55:10.798]  We need mad reform.
[01:55:13.493 --> 01:55:14.113]  I agree, brother.
[01:55:14.113 --> 01:55:14.694]  Great point.
[01:55:14.694 --> 01:55:16.534]  Sorry, I waited until the end to go to calls.
[01:55:16.534 --> 01:55:18.835]  I'll try to be better tomorrow.
[01:55:18.835 --> 01:55:20.056]  Frank, Louisiana, real quick.
[01:55:20.056 --> 01:55:21.376]  Go ahead.
[01:55:21.376 --> 01:55:22.937]  Yeah, Alex, how you doing, buddy?
[01:55:22.937 --> 01:55:24.538]  I'm pretty freaked out, actually.
[01:55:24.538 --> 01:55:33.621]  The legal basis that you have to do on the secession movement is not only the Tenth Amendment, it's the powerful Article 4, Section 4 clause of the Constitution.
[01:55:33.621 --> 01:55:41.605]  The guarantee clause says the United States guarantees the several states who have the power now, because they're given the guarantee, a republic.
[01:55:42.353 --> 01:55:46.636]  Well, if your Congress doesn't issue you currency, you're not a republic, you're literally a plutocracy.
[01:55:46.636 --> 01:55:49.518]  If your Congress doesn't control your military, you're not a republic.
[01:55:49.518 --> 01:55:56.883]  If your Congress doesn't know what the cybersecurity order is, I mean, that is red alert level.
[01:55:56.883 --> 01:55:58.164]  But, I mean, exactly.
[01:55:59.192 --> 01:55:59.552]  I agree!
[01:55:59.552 --> 01:56:02.937]  No, the power is all there for the states who can remake the government.
[01:56:14.972 --> 01:56:15.312]  Yes sir.
[01:56:15.312 --> 01:56:16.313]  Hey, I just got a crazy story real quick.
[01:56:16.313 --> 01:56:17.094]  When I was 19, I wasn't awake.
[01:56:42.805 --> 01:56:43.145]  Yeah.
[01:56:43.145 --> 01:56:46.548]  And this girl who I went to high school with called me one day.
[01:56:46.548 --> 01:56:48.230]  She's like, hey, the police department's here.
[01:56:48.230 --> 01:56:52.393]  They're giving us a speech on domestic terrorism in our country.
[01:56:52.393 --> 01:56:53.394]  And I'm like, OK.
[01:56:53.394 --> 01:56:58.859]  And she's like, you know, back then, Myspace, you know, I had a picture of me with one of my rifles on Myspace.
[01:56:59.514 --> 01:57:08.483]  And they were giving this presentation, and they showed the picture of me during the presentation, my eyes blacked out, and were like, this is a domestic terrorist that could live in your area.
[01:57:08.483 --> 01:57:11.326]  So, she asked the officer, hey, can you print this up?
[01:57:11.326 --> 01:57:15.270]  All these, you know, my PowerPoint pictures on the, you know, print them up out of the printer.
[01:57:15.270 --> 01:57:16.452]  So she brought me a copy of it.
[01:57:17.012 --> 01:57:19.415]  And there I was, domestic terrorist, because I owned a gun.
[01:57:19.415 --> 01:57:22.159]  Listen, I'm out of time, but you should do a YouTube video on it.
[01:57:22.159 --> 01:57:22.900]  I know.
[01:57:22.900 --> 01:57:24.462]  Police have sent me those.
[01:57:24.462 --> 01:57:27.406]  They say George Washington and Thomas Jefferson are terrorists.
[01:57:27.406 --> 01:57:28.827]  I mean, I got it on video.
[01:57:28.827 --> 01:57:30.069]  Bigger than Dallas.
[01:57:30.069 --> 01:57:31.891]  Shot in Kansas City.
[01:57:31.891 --> 01:57:32.853]  I'm out of time, man.
[01:57:32.853 --> 01:57:34.375]  Look, we're all under attack.
[01:57:35.586 --> 01:57:37.468]  I believe in you out there.
[01:57:37.468 --> 01:57:38.489]  All of you.
[01:57:38.489 --> 01:57:41.772]  You better get involved and get informed and find out just how bad it is.
[01:57:41.772 --> 01:57:45.396]  If you look into what I'm claiming, you're gonna find out it's true, and then some.
[01:57:45.396 --> 01:57:46.897]  What are you gonna do for your family?
[01:57:46.897 --> 01:57:48.038]  You gonna roll over and die?
