[00:00:09.882 --> 00:00:10.362]  Media.
[00:23:14.258 --> 00:23:22.025]  The Survival Seed Vault from MyPatriotSupply.com is only $37.95 and includes 20 varieties of pure, hardy, easy to grow heirloom seeds.
[00:23:22.306 --> 00:23:23.086]  Yes, only $37.95.
[00:23:23.627 --> 00:23:26.209]  That's 70% less than our competitors.
[00:23:26.470 --> 00:23:29.633]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:23:29.873 --> 00:23:36.319]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:23:36.499 --> 00:23:39.121]  Plus, all orders over $49 ship free.
[00:23:39.302 --> 00:23:42.965]  MyPatriotSupply.com is American owned by Patriots like you.
[00:23:43.185 --> 00:23:44.967]  Passionate about freedom and preparedness.
[00:23:45.207 --> 00:23:48.049]  Call now, 866-229-0927.
[00:23:48.370 --> 00:23:50.992]  That's 866-229-0927.
[00:23:51.372 --> 00:23:57.077]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:23:57.218 --> 00:23:58.218]  Choose the original.
[00:23:58.319 --> 00:24:01.882]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:24:12.438 --> 00:24:34.745]  So, the people running our society that publicly brag that they are international banker fraudsters, who have created derivatives, counterfeit instruments, have been caught shipping guns by the tens of thousands into Mexico to demonize our sacred right to self-defense.
[00:24:36.195 --> 00:24:50.159]  And they've been caught funding Al-Qaeda in multiple countries, Libya, Syria, and Iran, to blow up police stations, military bases, government buildings, schools, and shoot up highways.
[00:24:50.859 --> 00:24:53.160]  And this is all over the foreign press and confirmed.
[00:24:53.880 --> 00:25:03.643]  And in the last year of this going on, at an accelerated rate, year plus, the media shows the atrocities and says
[00:25:05.578 --> 00:25:09.221]  Qaddafi, Assad, Ahmadinejad did it.
[00:25:11.363 --> 00:25:13.125]  Now that's how dumb they think you are.
[00:25:13.685 --> 00:25:32.721]  They think you're so dumb that George W. Bush would get up at a press conference with Mohammed Karzai of Afghanistan, right before he left office four years ago, and he would look into the camera and say, Mohammed Karzai is doing a great job fighting Al Qaeda,
[00:25:33.544 --> 00:25:36.005]  that funds and works with Iran.
[00:25:36.525 --> 00:25:39.827]  And Karzai said, no, no, no, they're Shiites, they're against Al-Qaeda.
[00:25:40.567 --> 00:25:42.068]  And Bush said, no, they're not, they're Al-Qaeda.
[00:25:42.848 --> 00:25:44.008]  On television, we played the clip.
[00:25:45.589 --> 00:25:51.872]  So that's like saying, because the public doesn't know what Al-Qaeda is, doesn't know what Shia Sunni is, so I'll use it this way with new listeners who don't know.
[00:25:52.432 --> 00:25:54.893]  That's like saying Superman is Lex Luthor.
[00:25:56.153 --> 00:25:59.595]  That's like saying the Joker is Batman.
[00:26:01.311 --> 00:26:13.954]  In the entire Middle East, Central Asia, only the American people can be fed this magnitude of over-the-top, ridiculously obvious lies.
[00:26:15.314 --> 00:26:23.596]  And in Aaron Dykstra's article, Wag the Dog, Media Publish Photoshop Forgery to Sell Image of War-Torn Syria, he gives examples.
[00:26:27.023 --> 00:26:37.828]  Of CNN staging coverage of massacres, and they show dead bodies on CNN that Western forces have racked up.
[00:26:39.569 --> 00:26:43.070]  Now, do you think people like that would stage a theater shooting?
[00:26:43.350 --> 00:26:46.752]  By the way, it turns out one of our crew has family, a cousin.
[00:26:47.953 --> 00:26:50.854]  We're working on getting her on, who was in the theater.
[00:26:51.755 --> 00:26:56.699]  The police were there waiting when everyone tried to get out within minutes to take their cell phones.
[00:26:56.779 --> 00:26:58.160]  They didn't want those getting out.
[00:26:58.661 --> 00:27:03.805]  Yeah, when you shoot somebody in the back at the train station there in San Francisco, you didn't want that either.
[00:27:03.845 --> 00:27:06.107]  You said the guy attacked you, he was in handcuffs, you executed him.
[00:27:06.127 --> 00:27:07.088]  Probably a test.
[00:27:08.789 --> 00:27:14.974]  Yeah, yeah, they took all their cell phones a few weeks ago there at the Aurora shooting.
[00:27:15.875 --> 00:27:17.897]  And we're getting her... How far away are we from getting her on?
[00:27:21.724 --> 00:27:22.904]  Okay, good.
[00:27:22.944 --> 00:27:24.345]  I'm going to try to get her on today.
[00:27:24.365 --> 00:27:30.187]  Or, it doesn't even matter, you can do it while you're running the show.
[00:27:31.187 --> 00:27:45.993]  Now, continuing here, ladies and gentlemen, what a group that does stuff like that overseas, and ships guns to Mexico, Honduras, but also to drug gangs in the U.S., because that's part of Fast and Furious, to control their market.
[00:27:46.053 --> 00:27:46.873]  What a mafia!
[00:27:48.448 --> 00:27:49.788]  That will say they'll kill U.S.
[00:27:49.808 --> 00:27:51.529]  citizens and torture people's children.
[00:27:51.549 --> 00:27:53.089]  I mean, that's who runs our government now.
[00:27:53.129 --> 00:27:58.731]  They're so evil, they admit they raped children in front of their parents to, quote, stop Al-Qaeda.
[00:27:59.911 --> 00:28:02.772]  Really, they just want to set the precedent to do things like that.
[00:28:03.132 --> 00:28:04.433]  Oh, yeah, that's in the Army's own reports.
[00:28:04.933 --> 00:28:06.053]  That's who they are.
[00:28:06.133 --> 00:28:07.173]  That's what they like to do.
[00:28:08.874 --> 00:28:11.375]  If they would do that, would they stage the theater shooting?
[00:28:11.635 --> 00:28:13.435]  And, of course, the answer is, of course, they would.
[00:28:13.695 --> 00:28:14.775]  And the answer is, they did.
[00:28:15.456 --> 00:28:16.396]  The evidence is overwhelming.
[00:28:17.344 --> 00:28:18.285]  All the tell-tale signs.
[00:28:18.565 --> 00:28:20.967]  It's sloppily done because they don't even care.
[00:28:22.247 --> 00:28:25.310]  They took everyone's cell phones and did what they do everywhere.
[00:28:25.350 --> 00:28:38.679]  They took the children to a government facility overnight, even though parents were trying to get them, and they do those drills at your school, at your government training camp, at your re-education center, your, quote, independent school district run by the Globalist.
[00:28:40.117 --> 00:28:42.499]  They do drills all the time, or they take them to FEMA centers.
[00:28:43.139 --> 00:28:45.981]  They've admitted during crises, they're going to lock down and take your kids.
[00:28:46.662 --> 00:28:47.602]  And they took the cell phones.
[00:28:47.622 --> 00:28:55.668]  Boy, wouldn't you like to see the cell phones that the witnesses were all saying multiple, looked like multiple guys, guys letting him in, no, wasn't the same person.
[00:28:55.989 --> 00:28:59.051]  Smoke bombs from both sides of the theater, simultaneously.
[00:29:00.620 --> 00:29:03.961]  Oh, but let's just ask the guy that supposedly everybody says did it.
[00:29:04.482 --> 00:29:06.722]  The guy that looks like Ronald McDonald, they say, is the Joker.
[00:29:07.403 --> 00:29:15.066]  Oh, he can't talk in the last two court hearings and sits there, a textbook person, it looks like they've had electroshock therapy until they don't know who they are.
[00:29:16.226 --> 00:29:24.949]  I mean, it's kind of like our pilots got shot down in Vietnam and then would be up there blinking Morse code they'd been tortured and look completely whacked out of their brains after years of torture.
[00:29:25.650 --> 00:29:28.311]  You know, I mean, if I'm ever on the news looking whacked out of my mind,
[00:29:30.201 --> 00:29:33.183]  And I don't know Morse code, folks, so I can't, you know, blink Morse code at you.
[00:29:33.623 --> 00:29:34.883]  Just understand it's a setup.
[00:29:34.963 --> 00:29:39.525]  I mean, I mean, you know, I'm no rocket scientist, but mama didn't raise a complete jackass.
[00:29:39.585 --> 00:29:40.006]  Excuse me.
[00:29:40.966 --> 00:29:41.346]  Okay?
[00:29:41.827 --> 00:29:42.207]  All right.
[00:29:42.527 --> 00:29:44.988]  Look, got big news coming up.
[00:29:46.429 --> 00:29:49.910]  The American people are waking up, and that's why the globalists are coming after us big time.
[00:29:49.930 --> 00:29:51.351]  I'm going to break it all down straight ahead.
[00:29:51.731 --> 00:29:52.071]  Stay with us.
[00:29:52.331 --> 00:29:53.212]  We're on the march.
[00:29:53.712 --> 00:29:55.213]  The empire's on the run.
[00:29:56.224 --> 00:29:58.986]  Alex Jones and the GCN Radio Network.
[00:30:02.908 --> 00:30:08.911]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:30:09.071 --> 00:30:11.832]  78% of the Midwest corn belt is in drought conditions.
[00:30:12.033 --> 00:30:17.115]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:30:17.415 --> 00:30:22.098]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:30:22.378 --> 00:30:29.760]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[00:30:30.020 --> 00:30:33.701]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:30:33.881 --> 00:30:35.441]  Now is the time to get your supply.
[00:30:35.661 --> 00:30:39.542]  I recently increased my supply from eFoods Direct because we have all known this was coming.
[00:30:39.682 --> 00:30:42.303]  You know about their delicious long-term storable foods.
[00:30:42.603 --> 00:30:45.226]  The fact is, you can eat it anytime to save money today.
[00:30:45.366 --> 00:30:49.812]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rise in food cost.
[00:30:49.932 --> 00:30:50.472]  Don't wait!
[00:30:50.593 --> 00:30:52.455]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:30:52.475 --> 00:30:54.037]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:30:54.057 --> 00:30:55.578]  You can bet your life on eFoodsDirect.
[00:31:02.967 --> 00:31:08.313]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:31:08.433 --> 00:31:13.458]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:31:13.639 --> 00:31:14.459]  Why spend more?
[00:31:14.620 --> 00:31:22.368]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:31:22.628 --> 00:31:23.109]  Yes, only $37.95.
[00:31:23.970 --> 00:31:26.553]  That's 70% less than our competitors.
[00:31:26.814 --> 00:31:29.978]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:31:30.198 --> 00:31:36.687]  The Survival Seed Vault from MyPatriotsupply.com includes detailed planting and seed saving instructions and ships same day.
[00:31:36.847 --> 00:31:38.450]  Plus, all orders over $49 ship free.
[00:31:39.651 --> 00:31:45.315]  MyPatriotSupply.com is American-owned by Patriots like you, passionate about freedom and preparedness.
[00:31:45.555 --> 00:31:47.917]  Call now, 866-229-0927.
[00:31:48.017 --> 00:31:51.320]  That's 866-229-0927.
[00:31:51.700 --> 00:31:57.424]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:31:57.564 --> 00:31:58.545]  Choose the original.
[00:31:58.665 --> 00:32:01.767]  Choose the survival seed vault at MyPatriotSupply.com.
[00:32:02.768 --> 00:32:08.031]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:08.271 --> 00:32:10.492]  Start purifying your water with ProPure.
[00:32:10.692 --> 00:32:19.637]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:32:19.797 --> 00:32:22.979]  Its filters are silver impregnated to prevent bacterial growth.
[00:32:23.239 --> 00:32:24.680]  There's no priming required.
[00:32:24.920 --> 00:32:26.961]  It's NSF-42 certified.
[00:32:27.201 --> 00:32:29.682]  Optional fluoride filters can reduce fluoride up to 95%.
[00:32:30.763 --> 00:32:32.084]  Easy to set up and use.
[00:32:32.284 --> 00:32:33.585]  Doesn't require electricity.
[00:32:33.705 --> 00:32:36.567]  Purify water from lakes, streams, ponds, and wells.
[00:32:36.867 --> 00:32:40.049]  This filter system leaves in beneficial minerals, which is key.
[00:32:40.249 --> 00:32:42.030]  Save money by not buying bottled water.
[00:32:42.170 --> 00:32:44.252]  And avoid BPA that leaches from the plastic.
[00:32:44.392 --> 00:32:46.993]  ProPure is the best gravity-fed filter out there.
[00:32:47.133 --> 00:32:48.454]  It's what my family uses.
[00:32:48.714 --> 00:32:51.916]  Infowars.com already has the lowest price on ProPure.
[00:32:52.017 --> 00:32:57.660]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:32:57.860 --> 00:32:59.021]  You can also call to order.
[00:32:59.121 --> 00:33:00.022]  888-253-3139.
[00:33:00.102 --> 00:33:11.580]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:33.567 --> 00:33:40.550]  Gore Vidal, who we've interviewed I think three or four times on the radio and once in person, he died yesterday in Los Angeles at 86.
[00:33:41.530 --> 00:33:51.494]  Our interviews with the writer and cousin of Al Gore, it's kind of an embarrassment for him I guess, that is up at Infowars.com.
[00:33:51.514 --> 00:33:56.536]  But I tell you, so many people we've interviewed, just the time comes and they're dead.
[00:33:56.576 --> 00:34:02.319]  Whether it's Charlton Heston or people I've talked to off air but not on air like Ernest Borgnine.
[00:34:04.266 --> 00:34:05.707]  Kurt Vonnegut and so many others.
[00:34:05.747 --> 00:34:12.931]  That's why, yesterday, I was on the phone with Tyrell Ventura, who's really good friends with Harry Dean Stanton, who I'm a huge fan of.
[00:34:13.812 --> 00:34:15.313]  And I just said, look, make it happen.
[00:34:15.533 --> 00:34:15.993]  Get him.
[00:34:16.253 --> 00:34:17.574]  I'm on an interview with Harry Dean Stanton.
[00:34:17.614 --> 00:34:19.495]  And he said, it's getting closer.
