[00:00:00.049 --> 00:00:00.650]  We've got it!
[01:31:02.817 --> 01:31:17.247]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:31:18.280 --> 01:31:21.981]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:31:22.962 --> 01:31:34.966]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:31:35.726 --> 01:31:42.989]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:31:43.689 --> 01:31:53.277]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:31:54.058 --> 01:31:57.320]  As well, we are always ready to answer any questions you may have.
[01:31:57.981 --> 01:32:01.104]  That's www.SilverLungs.com
[01:32:01.857 --> 01:32:06.000]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:32:06.240 --> 01:32:09.943]  As a listener, you know why you need to have a supply of the best horrible food on the planet.
[01:32:10.264 --> 01:32:13.946]  Every day, we document the attempts to take control of our lives.
[01:32:14.287 --> 01:32:16.288]  But there's one thing we can all control.
[01:32:16.488 --> 01:32:17.749]  Your greatest dependency.
[01:32:18.010 --> 01:32:18.330]  Food.
[01:32:18.750 --> 01:32:26.096]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:32:26.277 --> 01:32:28.578]  This food is nutrient-dense and tastes great.
[01:32:28.799 --> 01:32:32.442]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:32:32.762 --> 01:32:36.345]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[01:32:36.645 --> 01:32:39.027]  And the new products and pricing will blow you away.
[01:32:39.247 --> 01:32:43.831]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[01:32:44.111 --> 01:32:45.753]  You just can't afford to ignore this.
[01:32:46.073 --> 01:32:51.477]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:32:51.718 --> 01:32:53.099]  Don't let this offer pass you by.
[01:32:53.259 --> 01:32:55.260]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:32:55.300 --> 01:32:56.561]  More the best, for less guaranteed.
[01:33:03.228 --> 01:33:06.071]  Coast to coast, direct from Austin.
[01:33:06.831 --> 01:33:10.014]  You're listening to the Alex Jones Broadcasting Network.
[01:33:17.369 --> 01:33:22.073]  Tomorrow I'll be back on the radio, and undoubtedly I'm going to have to open the phones up again for police and military.
[01:33:22.473 --> 01:33:24.735]  We're about to go back to talking about this.
[01:33:25.775 --> 01:33:34.702]  If you go to the Army Times, if you go to the Council on Foreign Relations website, they have all the top generals saying the UN runs our military, NATO runs it, Congress doesn't matter.
[01:33:34.722 --> 01:33:36.523]  They tell Congress that to their face.
[01:33:36.583 --> 01:33:37.504]  I've played those clips.
[01:33:38.685 --> 01:33:40.446]  It is Twilight Zone, but it's really happening.
[01:33:41.127 --> 01:33:43.649]  And you know, when I made the joke about I can't believe I'm getting away with this,
[01:33:44.673 --> 01:33:48.444]  The issue is, is that once you commit to something, you just don't have fear about it.
[01:33:49.201 --> 01:34:14.474]  Even though I have the sweetest wife and children in the world, I love my life, I realize they could do... I mean, I've been physically attacked before, I get death threats, and I'm just committed, and I'm not living in fear, but I'm here on air going, yeah, the Marine Corps threatened the Sunshine Project, about, you know, the fact that they were publishing declassified stuff about, you know, drones with knockout gas canisters on them for the people, and the Marine Corps threatened them and all this, and
[01:34:15.806 --> 01:34:20.507]  And then I realize, wow, I'm here on air announcing all of this.
[01:34:20.607 --> 01:34:21.427]  I mean, it's real.
[01:34:22.467 --> 01:34:24.968]  Just like that police officer said, Alex Jones is real, folks.
[01:34:24.988 --> 01:34:26.248]  Yeah, I wish I wasn't real.
[01:34:27.188 --> 01:34:28.908]  I wish I wasn't real.
[01:34:29.389 --> 01:34:30.669]  I wish this wasn't true.
[01:34:30.989 --> 01:34:33.509]  I wish, because then I could just go about my business.
[01:34:34.449 --> 01:34:35.710]  You think I like risking my life?
[01:34:36.370 --> 01:34:37.370]  Let me tell you, this is real.
[01:34:38.190 --> 01:34:42.251]  And the spectacle, the fact that I'll just... Listen, we're on all these AM and FM stations.
[01:34:44.107 --> 01:34:45.488]  We're reaching millions of people.
[01:34:45.828 --> 01:34:47.369]  The average American is good.
[01:34:47.409 --> 01:34:48.870]  The average police officer is good.
[01:34:48.910 --> 01:34:50.972]  The average person in the military is wonderful.
[01:34:51.712 --> 01:34:53.414]  The average corporate person is good.
[01:34:54.054 --> 01:35:02.020]  It's a tiny group of psychological warfare globalists that have hijacked our government, that give us false stories to give up our rights and liberties.
[01:35:03.221 --> 01:35:04.321]  They think you're so dumb.
[01:35:05.062 --> 01:35:09.105]  White House advisers, Shapiro and others, look it up, have published
[01:35:10.575 --> 01:35:23.003]  Four different news articles and sent out fundraisers saying to their millionaire donors, give us money, don't worry, Obama's still gonna win, we might just have a new Oklahoma City or 9-11 and that'll make him popular.
[01:35:23.263 --> 01:35:30.228]  They are one Bible page thin of just saying they did it.
[01:35:32.429 --> 01:35:33.090]  That they'll do more.
[01:35:34.500 --> 01:35:35.961]  That's how dumb they think you are.
[01:35:36.241 --> 01:35:37.742]  When you're unconscious, they win.
[01:35:38.362 --> 01:35:44.505]  When you just buy into the sports and the TV and the Madison Avenue, then you have no idea what's going on.
[01:35:45.626 --> 01:35:47.627]  That's why police and military are waking up so fast.
[01:35:48.187 --> 01:35:56.311]  Because they heard myself and countless others warn of this for decades, and now they're seeing it, they're going, wait a minute, this is exactly what we were told was going to happen.
[01:35:56.771 --> 01:35:57.372]  Of course!
[01:35:59.893 --> 01:36:03.535]  Look, if you sign on to this, folks, you're destroying our entire future.
[01:36:04.301 --> 01:36:06.342]  The globalists really hate America.
[01:36:06.762 --> 01:36:08.723]  They've used America to build their world government.
[01:36:09.004 --> 01:36:10.905]  They've used America to set up their police state.
[01:36:11.085 --> 01:36:11.985]  They've used our money.
[01:36:12.465 --> 01:36:14.967]  And they've given us the blame for all the bad things they've done.
[01:36:14.987 --> 01:36:18.909]  In newspapers they own overseas.
[01:36:20.697 --> 01:36:24.239]  See, they're masters at having us do their dirty work, then we take the blame.
[01:36:24.539 --> 01:36:25.840]  They want re-education.
[01:36:26.481 --> 01:36:29.883]  Two months ago, I'm sent an Army document of re-education camps.
[01:36:30.183 --> 01:36:43.071]  I check it, check the code numbers, check parts that are declassified in it for purchase orders, find out it's real, and then the Army comes out and says, yes, that's a real document, but it's not for distribution, it's marked restricted, you shouldn't have it.
[01:36:43.371 --> 01:36:43.872]  Look it up!
[01:36:45.560 --> 01:36:48.941]  The Army re-education camps!
[01:36:49.401 --> 01:36:52.722]  Let me just give the military a little news flash, as if you need this, and police.
[01:36:53.622 --> 01:36:55.582]  The globalists plan on starting a civil war.
[01:36:55.922 --> 01:36:58.643]  They are asking you to run out into moving traffic.
[01:37:01.063 --> 01:37:05.884]  I don't look forward to the fact that the American people are going to open up on you, and believe me, they are.
[01:37:06.865 --> 01:37:10.926]  It's not cowardice of the American people that has kept them back this far.
[01:37:11.066 --> 01:37:12.526]  It's more restraint.
[01:37:13.604 --> 01:37:15.827]  And the globalists know that.
[01:37:15.887 --> 01:37:19.612]  They know the average patriot does not want to go fight the military and police.
[01:37:20.333 --> 01:37:21.815]  Even though it's like shooting fish in a barrel.
[01:37:24.558 --> 01:37:26.441]  They're going to go after the globalists.
[01:37:26.681 --> 01:37:28.604]  And that's what that police officer was talking about.
[01:37:28.644 --> 01:37:29.865]  And I don't even want that to happen.
[01:37:30.612 --> 01:37:31.793]  This just needs to stop!
[01:37:32.314 --> 01:37:34.296]  The globalists need to back off!
[01:37:34.877 --> 01:37:35.398]  But they're not.
[01:37:35.698 --> 01:37:39.102]  They're going ahead with war with Syria using Al-Qaeda proxies.
[01:37:39.542 --> 01:37:42.105]  They're going ahead with moving missiles in against Russia.
[01:37:42.326 --> 01:37:43.207]  They're crazy people.
[01:37:44.048 --> 01:37:49.934]  They get humorous filled like Hitler going into Russia, Napoleon, all of it, and the whole world's about to get really crazy.
[01:37:50.879 --> 01:37:52.499]  I hope we can stop them, maybe we can.
[01:37:52.539 --> 01:37:56.280]  Let's go to Andy, Tim, and then Jay and Austin and others.
[01:37:56.320 --> 01:37:58.180]  I've got to get to the GMO story, I'm ranting.
[01:37:58.541 --> 01:38:02.201]  Andy, finish up your points about the drones you saw back in the 90s.
[01:38:02.261 --> 01:38:10.363]  Yeah, yeah, they had a, it was the Nellis Air Force Base, they brought out this little thing, like a, like a, I don't know, remote control type deal.
[01:38:10.603 --> 01:38:13.883]  And that was F, they were doing remote control on an F-15 aircraft.
[01:38:14.144 --> 01:38:15.304]  And I saw that, and that was in 1991.
[01:38:16.880 --> 01:38:30.371]  But real fast, hey, I got beat up by the captain of police in Brunswick County, North Carolina for filing a complaint after being pulled over.
[01:38:30.491 --> 01:38:32.973]  But it's always darkest before dawn.
[01:38:32.993 --> 01:38:35.495]  The light, we're gonna win.
[01:38:35.515 --> 01:38:37.537]  Hold on, they beat you up?
[01:38:37.817 --> 01:38:40.639]  Hold on, they beat you up at the police station?
[01:38:41.260 --> 01:38:42.621]  In front of the courthouse, man.
[01:38:43.641 --> 01:38:49.825]  I know, I tell you, they're arresting people for filming police in public and then putting them in jail when there is no law.
[01:38:50.885 --> 01:38:59.991]  I went down there to file a complaint after they rustled me around and illegally searched my car, it was a big ol' mess, and maybe I can call you on the other end, I know you're pressing charges.
[01:39:00.011 --> 01:39:00.892]  No, I hear you, brother.
[01:39:00.932 --> 01:39:05.875]  I mean, a lot of police are good, but in some areas, the system wants crazy thugs.
[01:39:06.575 --> 01:39:11.138]  And I tell you, you're not being given all this leeway to treat the American people like garbage for nothing.
[01:39:11.638 --> 01:39:19.779]  They're getting ready for a total takeover, and all you idiots that serve this system have no idea the bear trap you're sticking your foot in.
[01:39:20.520 --> 01:39:21.500]  I got it.
[01:39:21.880 --> 01:39:22.700]  Okay, thank you, sir.
[01:39:22.740 --> 01:39:24.420]  We're gonna go to the next call.
[01:39:25.280 --> 01:39:28.841]  Let's go ahead now and go to Tim in Chicago.
[01:39:28.861 --> 01:39:30.201]  Are you military or police?
[01:39:32.201 --> 01:39:32.522]  Neither.
[01:39:32.922 --> 01:39:41.063]  I am actually a friend of a person that builds police cars for a living, and they're pumping out
[01:39:41.945 --> 01:39:42.686]  200 cars a day.
[01:39:43.706 --> 01:39:44.447]  Six days a week.
[01:39:47.129 --> 01:39:49.270]  Okay, what type of cars are they pumping out a day?
[01:39:50.451 --> 01:39:51.111]  Police cars.
[01:39:51.652 --> 01:39:52.772]  80% are unmarked.
[01:39:54.033 --> 01:39:59.296]  Yeah, I've noticed they're going to the unmarked stuff so that the little slaves don't notice what's going on.
[01:40:00.477 --> 01:40:02.859]  Everything's going to a secret police situation.
[01:40:03.479 --> 01:40:04.720]  What else do you have to say about all this?
[01:40:05.821 --> 01:40:09.463]  Um, I can't really talk too much on air, but I can talk off air.
[01:40:10.364 --> 01:40:10.824]  If you'd like.
[01:40:12.665 --> 01:40:12.885]  What?
[01:40:12.965 --> 01:40:15.867]  So, I mean, specifically about what, though?
[01:40:15.887 --> 01:40:16.768]  What type of information?
[01:40:17.968 --> 01:40:23.272]  Just, if it, many of them are pumping out, where are all these cars going?
[01:40:23.312 --> 01:40:24.673]  Why do we need that many police?
[01:40:24.793 --> 01:40:29.696]  And it's just one company of the three major companies that are building police cars.
[01:40:30.016 --> 01:40:31.297]  Well, they're all writing more tickets.
[01:40:31.317 --> 01:40:34.379]  They're hiring more cops to be the minders for the takeover of America.
[01:40:34.419 --> 01:40:38.661]  And they're doing psychological profiles to hire people that will do whatever they're told.
[01:40:39.762 --> 01:40:40.703]  Thank you for the call, sir.
[01:40:42.355 --> 01:40:49.921]  Look, the gravity of what we're talking about is so huge, and it is an illusion.
[01:40:52.583 --> 01:40:57.706]  It is an illusion that if you just keep your head down, you're going to be okay.
[01:40:58.287 --> 01:41:00.088]  Not with a group of globalists like this.
[01:41:00.108 --> 01:41:00.629]  Let me tell you something.
[01:41:01.383 --> 01:41:03.184]  These people want world government.
[01:41:03.704 --> 01:41:05.926]  They want forced abortion all over the country.
[01:41:06.186 --> 01:41:10.229]  They're giving kids vaccines in public schools without parental consent illegally now.
[01:41:10.589 --> 01:41:11.309]  All over the country.
[01:41:11.729 --> 01:41:13.771]  They're just doing what they want.
[01:41:15.092 --> 01:41:16.232]  They have a name for it.
[01:41:16.793 --> 01:41:21.696]  It starts with a big capital T. Terrible.
[01:41:22.336 --> 01:41:22.756]  Tyrant.
[01:41:24.117 --> 01:41:25.138]  Tyrannosaurus Rex.
[01:41:27.962 --> 01:41:30.925]  And people are going to learn why tyranny's been hated throughout history.
[01:41:31.385 --> 01:41:34.588]  Because America has basically got a case of cancer.
[01:41:35.428 --> 01:41:45.797]  It's in every organ, every level of society, and it's running rampant, and they are on a power trip, and they like it, and they've hired all these minions that get off on it, and they've told them, you're being given power.
[01:41:46.277 --> 01:41:52.462]  But the one hour of power you're given, figuratively in history, that hour the devil's going to be given power.
[01:41:54.524 --> 01:41:56.866]  The devil's been given an hour of power quite a few times, hasn't he?
[01:41:58.078 --> 01:42:00.059]  All of you that serve this will be destroyed.
[01:42:02.100 --> 01:42:06.222]  You will be judged, and I'm not talking about by the militia that the police are trying to take on.
[01:42:06.242 --> 01:42:10.024]  And of course, the militia aren't going to attack anybody.
[01:42:10.705 --> 01:42:12.726]  Pretty much non-existent and totally infiltrated.
[01:42:13.066 --> 01:42:18.249]  The globalists will blow up police departments and blame it on the... See, I mean, the thing is, this is all so complex.
[01:42:19.378 --> 01:42:28.842]  Obviously police, they're either going to hire a patsy like all these FBI ops, who's mentally ill and has an IQ around room temperature, to attack you, or they're going to do it themselves, like Oklahoma City.
[01:42:29.942 --> 01:42:37.525]  And then try to get you all riled up to go out, we're going to show these anti-new order people, we're going to arrest a bunch of them.
[01:42:37.906 --> 01:42:39.246]  And then the Civil War starts.
[01:42:40.487 --> 01:42:43.408]  And then you're not going to be dealing with FBI patsies.
[01:42:44.840 --> 01:42:48.364]  But hey, listen, I know you like cracking U.S.
[01:42:48.404 --> 01:42:53.249]  citizens' heads, you think you're going to win, you like the new world order, you're going to go ahead with it.
[01:42:53.469 --> 01:42:53.869]  I got it.
[01:42:54.230 --> 01:42:54.850]  I understand that.
[01:42:55.711 --> 01:42:59.455]  Long after I'm gone, my actions will still be felt, though, because I've already alerted everybody.
[01:43:02.350 --> 01:43:07.593]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:43:07.853 --> 01:43:10.055]  Start purifying your water with ProPure.
[01:43:10.255 --> 01:43:19.200]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:43:19.360 --> 01:43:22.542]  Its filters are silver impregnated to prevent bacterial growth.
[01:43:22.802 --> 01:43:24.243]  There's no priming required.
[01:43:24.484 --> 01:43:26.525]  It's NSF-42 certified.
[01:43:26.765 --> 01:43:29.246]  Optional fluoride filters can reduce fluoride up to 95%.
[01:43:30.327 --> 01:43:31.648]  Easy to set up and use.
[01:43:31.848 --> 01:43:33.148]  Doesn't require electricity.
[01:43:33.268 --> 01:43:36.129]  Purify water from lakes, streams, ponds, and wells.
[01:43:36.430 --> 01:43:39.591]  This filter system leaves in beneficial minerals, which is key.
[01:43:39.811 --> 01:43:41.592]  Save money by not buying bottled water.
[01:43:41.732 --> 01:43:43.793]  And avoid BPA that leaches from the plastic.
[01:43:43.953 --> 01:43:46.554]  ProPure is the best gravity-fed filter out there.
[01:43:46.694 --> 01:43:47.994]  It's what my family uses.
[01:43:48.274 --> 01:43:51.476]  Infowars.com already has the lowest price on ProPure.
[01:43:51.576 --> 01:43:56.838]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:43:57.398 --> 01:44:01.221]  You can also call to order 888-253-3139.
[01:44:02.622 --> 01:44:08.086]  When you're out on the road, the last place you want to be is on the road.
[01:44:09.287 --> 01:44:14.050]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:44:14.431 --> 01:44:21.216]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:44:23.157 --> 01:44:25.199]  They sew pride in every stitch.
[01:44:27.193 --> 01:44:29.448]  I guarantee you'll love the way they fit.
[01:44:31.653 --> 01:44:35.515]  They put a Diamond Gusset in the crotch where you need it most.
[01:44:36.236 --> 01:44:39.357]  Blue Diamond Gussets got it.
[01:44:40.078 --> 01:44:40.858]  Others don't.
[01:44:41.298 --> 01:44:43.179]  We turn jeans inside out.
[01:44:43.439 --> 01:44:44.960]  Diamond Gusset Jeans.
[01:44:45.220 --> 01:44:47.782]  Made in the USA with unparalleled quality.
[01:44:48.122 --> 01:44:54.365]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:44:54.746 --> 01:44:59.468]  Order yours at gusset.com Diamond Gusset Jeans got it.
[01:44:59.808 --> 01:45:00.669]  Others don't.
[01:45:04.002 --> 01:45:11.686]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:45:12.106 --> 01:45:15.748]  Alex and his staff have used these pure soap products for years.
[01:45:16.188 --> 01:45:22.991]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:45:23.491 --> 01:45:31.014]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:45:31.354 --> 01:45:37.016]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:45:37.296 --> 01:45:42.398]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:45:42.698 --> 01:45:44.319]  This is an amazing deal.
[01:45:44.679 --> 01:45:49.281]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:45:49.921 --> 01:45:52.382]  See them on the web at 5starsoap.com
[01:45:52.962 --> 01:45:57.546]  Or call 800-340-7091 for a free catalog.
[01:46:01.569 --> 01:46:05.733]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:46:05.953 --> 01:46:09.656]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:46:09.976 --> 01:46:13.659]  Every day, we document the attempts to take control of our lives.
[01:46:14.000 --> 01:46:15.981]  But there's one thing we can all control.
[01:46:16.201 --> 01:46:17.482]  Your greatest dependency.
[01:46:17.703 --> 01:46:18.043]  Food.
[01:46:18.443 --> 01:46:25.771]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:46:25.971 --> 01:46:28.273]  This food is nutrient-dense and tastes great.
[01:46:28.493 --> 01:46:32.137]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:46:32.457 --> 01:46:36.021]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[01:46:36.341 --> 01:46:38.723]  And the new products and pricing will blow you away.
[01:46:38.943 --> 01:46:43.526]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[01:46:43.786 --> 01:46:45.448]  You just can't afford to ignore this.
[01:46:45.768 --> 01:46:51.171]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:46:51.412 --> 01:46:52.753]  Don't let this offer pass you by.
[01:46:52.953 --> 01:46:54.954]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:46:54.974 --> 01:46:56.235]  More the best, for less guaranteed.
[01:47:03.092 --> 01:47:04.253]  Coast to coast.
[01:47:04.633 --> 01:47:05.954]  Direct from Austin.
[01:47:06.674 --> 01:47:10.776]  You're listening to the Alex Jones Broadcasting Network.
[01:47:13.938 --> 01:47:19.481]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:47:19.941 --> 01:47:22.603]  You're listening to the Alex Jones Show.
[01:47:23.643 --> 01:47:28.666]  Look at this headline out of the BBC.
[01:47:28.806 --> 01:47:31.708]  EU should undermine national homogeneity.
[01:47:34.189 --> 01:47:35.149]  Am I pronouncing that right?
[01:47:35.570 --> 01:47:36.270]  I know what it means.
[01:47:36.310 --> 01:47:38.271]  It means, uh, culture of a nation.
[01:47:39.951 --> 01:47:51.456]  Says UN migration chief, that's BBC, it goes on, to say the UN special representative on migration was also quizzed about the EU should do about evidence
[01:47:52.836 --> 01:47:59.120]  The Economic Cooperation Development Group that employment rates among migrants were higher in the US and Australia than EU countries.
[01:47:59.600 --> 01:48:07.725]  He told the committee the United States and Australia and New Zealand are migrant societies and therefore they accommodate more readily those from other backgrounds.
[01:48:07.765 --> 01:48:10.146]  Really, Europe's got higher rates of immigrants than even we do.
[01:48:10.746 --> 01:48:11.687]  Than we do ourselves.
[01:48:11.727 --> 01:48:17.290]  We still nurse a sense of homogeneity and a difference from others.
[01:48:17.610 --> 01:48:21.833]  And that's precisely why the European Union, in my view, should be doing its best to undermine
[01:48:23.228 --> 01:48:29.410]  Again, the attitude is, the UN openly says they want to get rid of heterosexuals.
[01:48:32.711 --> 01:48:37.573]  It's not just that we're saying be nice to gay people, it's that, oh, the straight people are bad.
[01:48:38.113 --> 01:48:46.496]  It's not just saying, I mean, they're running TV ads now, the Minnesota government is funding it in the state, saying being white is bad in and of itself.
[01:48:48.276 --> 01:48:49.657]  I'm not joking, just look it up.
[01:48:49.737 --> 01:48:51.117]  It was all over the news last week.
[01:48:51.177 --> 01:48:52.318]  I mean, again,
[01:48:53.416 --> 01:48:55.378]  It's about getting everybody fighting with each other.
[01:48:57.080 --> 01:48:58.262]  It's diabolical.
[01:49:00.284 --> 01:49:04.189]  There it is, EU should undermine national sovereignty.
[01:49:04.229 --> 01:49:05.530]  I mean, you know, national culture.
[01:49:05.550 --> 01:49:07.473]  That's what they're saying, says UN Migration Chief.
[01:49:08.450 --> 01:49:10.030]  Okay, let's shift gears to this next story.
[01:49:10.070 --> 01:49:16.832]  I should have spent the whole show on this, but I got a bunch of callers, a bunch of military and police, but I can't tell who is or who isn't.
[01:49:16.852 --> 01:49:19.032]  A bunch of other callers got in somehow on the phone system.
[01:49:19.912 --> 01:49:25.113]  But bird flu virus is just three mutations away from making the leap into a deadly human pandemic.
[01:49:25.653 --> 01:49:26.254]  The problem?
[01:49:26.414 --> 01:49:30.134]  Some studies show over 90% die who are able to contract it.
[01:49:30.214 --> 01:49:32.995]  So it is one of those super weapons if it jumps.
[01:49:34.361 --> 01:49:38.122]  Here's the Prison Planet article talking about the Times of India and the Daily Mail.
[01:49:38.402 --> 01:49:44.184]  Weaponized bird flu research published as virus, just mutations away from pandemic.
[01:49:44.525 --> 01:49:50.667]  So they publish how to weaponize it and then say, oh, but it's going to be a natural mutation, even though the globalists want to reduce population numbers.
[01:49:53.868 --> 01:49:55.929]  Here's some good news out of PrisonPlanet.com.
[01:49:57.731 --> 01:50:01.256]  Natural News is also reporting on it, also Natural Society.
[01:50:02.077 --> 01:50:07.364]  Even the American Medical Association recommends pre-market safety testing of GMO foods.
[01:50:08.125 --> 01:50:13.011]  They have thousands of companies taking thousands a year of different
[01:50:13.948 --> 01:50:24.315]  Genetic plants, animals, you name it, and firing randomly insect, reptile, human, other mammal DNA into it to create random mutations.
[01:50:24.615 --> 01:50:26.356]  You already get with just hybridization.
[01:50:26.797 --> 01:50:32.961]  Mixing plants of a similar species together, you can get very dangerous mutations, especially a few generations down the road.
[01:50:33.481 --> 01:50:43.668]  Anybody who's planted hybridized plants and gotten seeds that are still fertile, most of them aren't, and planted them again knows they, that hybridized zinnias, the next generation, look like something out of a science fiction movie.
[01:50:44.728 --> 01:50:54.752]  But now even the American Medical Association has come out and said, reversing themselves, that there should be more studies and that things should be labeled.
[01:50:54.772 --> 01:50:57.973]  The Chicago Tribune is also reporting they just had a meeting in Chicago.
[01:50:59.502 --> 01:51:08.127]  The week the American Medical Association voted to reverse, this week, a policy recommending that foods made with genetically modified organisms have mandatory pre-market safety testing.
[01:51:08.748 --> 01:51:09.889]  This is a big deal, folks.
[01:51:10.389 --> 01:51:14.251]  I guess even though they're global to sellouts funded by Big Pharma, they don't want all their kids dying.
[01:51:14.912 --> 01:51:15.492]  Here's another one.
[01:51:15.512 --> 01:51:16.473]  This is CBS News.
[01:51:16.493 --> 01:51:18.314]  I already mentioned this, but we're going to play a news clip.
[01:51:18.634 --> 01:51:21.156]  GM grass linked to Texas cattle deaths.
[01:51:21.536 --> 01:51:24.138]  All I can say is good job KI, our local station here in Austin.
[01:51:25.118 --> 01:51:36.678]  And they just mentioned at the bottom of the article, oh yeah, this is at a couple of ranches, but 15, 18 cattle died in one feed area, one ranch in Bastrop, and we fed them the Tifton 85, which is...
[01:51:39.901 --> 01:51:45.046]  A Texas A&M developed hybridization, which is a form of GM, not GMO.
[01:51:45.066 --> 01:51:48.049]  It's not a cross species, because it's both grasses.
[01:51:48.610 --> 01:51:57.859]  And they've got the EPA out there, at least in this latest article, this is a local clip that the National Story came out of, saying, oh yeah, they are off-gassing cyanide.
[01:51:58.099 --> 01:52:03.605]  And I saw that last night when I did a report on it, and I thought, that's that movie, The Happening.
[01:52:05.014 --> 01:52:08.917]  And I went and looked it up and found out that there are other cases of this.
[01:52:09.298 --> 01:52:10.779]  I thought that was just a crazy movie.
[01:52:11.339 --> 01:52:11.479]  See?
[01:52:11.499 --> 01:52:12.400]  You learn stuff every day.
[01:52:12.420 --> 01:52:20.587]  I mean, I've talked to top doctors and scientists who said that almost everybody's getting allergies now.
[01:52:20.927 --> 01:52:21.348]  No kidding.
[01:52:21.368 --> 01:52:22.449]  You're eating GMO.
[01:52:22.489 --> 01:52:23.429]  Your body's freaking out.
[01:52:23.690 --> 01:52:24.711]  Cancer is exploding.
[01:52:25.031 --> 01:52:26.612]  Neurological disorders are exploding.
[01:52:27.473 --> 01:52:28.454]  Diseases of the gut.
[01:52:28.554 --> 01:52:30.015]  Diseases of the skeletal system.
[01:52:30.275 --> 01:52:31.336]  Diseases of the nerves.
[01:52:31.376 --> 01:52:31.997]  Neurological.
[01:52:32.057 --> 01:52:33.298]  It's all skyrocketing.
[01:52:35.469 --> 01:52:39.793]  Let me tell you, I'm seeing local news now report on fluoride, have it being poisonous, on GMO.
[01:52:40.354 --> 01:52:41.395]  I'm seeing it all over the country.
[01:52:41.475 --> 01:52:42.756]  People are waking up.
[01:52:43.037 --> 01:52:45.039]  Most people aren't operatives of the New World Order.
[01:52:45.259 --> 01:52:48.202]  They just buy into whatever the national media says and regurgitate it.
[01:52:48.642 --> 01:52:54.508]  It's time for everybody to start standing up to whatever level of tyranny you think is important.
[01:52:55.424 --> 01:53:00.126]  Whatever you think is serious, just get involved a little bit and together we can change the world.
[01:53:00.806 --> 01:53:08.370]  People ask, if things were so bad, I had national media when I was covering Bilderberg a few weeks ago in Virginia come and say, well, okay, if they're so powerful, why are you here?
[01:53:08.410 --> 01:53:09.931]  And I said, because good is powerful.
[01:53:10.691 --> 01:53:13.292]  I said, most people in the system are not bad.
[01:53:13.312 --> 01:53:14.653]  They're compartmentalized.
[01:53:15.444 --> 01:53:24.051]  And I said, the fact that our forebearers had a First Amendment and a Second Amendment, and the fact that people have been speaking out, we have a chance of beating these globalists.
[01:53:24.231 --> 01:53:25.612]  They're not all powerful!
[01:53:27.173 --> 01:53:34.319]  I can't tell you how many police officers, off air, and military call me and go, I thought you were crazy and everything, here's some documents, it's all true.
[01:53:34.799 --> 01:53:37.061]  And they'll start breaking down and crying.
[01:53:38.325 --> 01:53:43.548]  Just like you heard that police officer earlier, because it freaks you out to find out this is all real.
[01:53:43.808 --> 01:53:45.509]  Well, hey, let's not freak out about it.
