[00:00:00.669 --> 00:00:01.590]  Alex Jones.
[00:24:10.208 --> 00:24:11.948]  He doesn't even know this is true.
[00:24:11.968 --> 00:24:15.950]  It's just some guy getting awards from Dick Cheney and Richard Perl.
[00:24:16.550 --> 00:24:21.473]  And who is helping train our law enforcement to deal with domestic threats.
[00:24:22.889 --> 00:24:42.234]  uh... and uh... runs a uh... mercenary security firm is now going to sell his book uh... under the uh... promotion of trying to defame Jesse Ventura and say that he looked at the family and said, I think the Seals need to die!
[00:24:44.174 --> 00:24:48.235]  And I've seen so many of these dirty tricks come out
[00:24:49.292 --> 00:24:49.552]  I don't know.
[00:25:06.360 --> 00:25:10.744]  They're there to cover Mrs. Bush giving a speech, the president's wife.
[00:25:11.645 --> 00:25:12.946]  They're outside of Barnes & Noble.
[00:25:13.467 --> 00:25:15.008]  They're out there in front of the police.
[00:25:15.148 --> 00:25:16.109]  They've got their cameras.
[00:25:16.550 --> 00:25:23.616]  And a guy runs up with his daughter in a wheelchair and starts ramming it into the We Are Change people saying, don't attack my daughter.
[00:25:24.137 --> 00:25:25.078]  Don't attack my daughter.
[00:25:25.098 --> 00:25:26.219]  And they're just standing there.
[00:25:26.679 --> 00:25:28.982]  And later it showed, the security camera stuff showed that.
[00:25:29.743 --> 00:25:32.368]  All you see is him with the camera and they're running up into him.
[00:25:32.388 --> 00:25:33.410]  He's like, hey, don't do that.
[00:25:33.791 --> 00:25:34.372]  What are you doing?
[00:25:34.452 --> 00:25:34.893]  Stop it.
[00:25:35.334 --> 00:25:37.037]  So even their video shows it.
[00:25:40.515 --> 00:25:44.117]  It was on the news, Truther attacks disabled girl in wheelchair.
[00:25:44.417 --> 00:25:51.941]  Like the worst thing they can think up is sitting around going, we'll set these guys up, we'll have our New York Post people there, they'll run with it.
[00:25:52.221 --> 00:26:00.225]  New York Post had to do a retraction by the way when the trial happened and the Secret Service agent got up and said, well I'm not gonna lie, they were ramming into them, they didn't do anything.
[00:26:01.085 --> 00:26:02.826]  And boy, that judge got upset.
[00:26:03.347 --> 00:26:06.008]  Talking to Luke and others that were in there, there's no footage of it.
[00:26:07.415 --> 00:26:16.784]  Man, they would have the girl come in in the wheelchair with like a big teddy bear in her lap and try to, you know, they could do something like this to me, folks.
[00:26:17.364 --> 00:26:24.511]  They could, you know, have somebody in a wheelchair as I'm walking down the street just run into me and say I'm attacking children in wheelchairs.
[00:26:24.551 --> 00:26:26.132]  I mean, this is what they'll do.
[00:26:26.152 --> 00:26:28.194]  So they're sitting there and they go, what do we come up with?
[00:26:28.615 --> 00:26:33.199]  Well, we'll have, Jesse Ventura says it's good the seals are dying.
[00:26:34.673 --> 00:26:37.114]  And then he punches him and then runs away.
[00:26:37.134 --> 00:26:39.675]  Because, see, they know there's not going to be any report of it.
[00:26:40.015 --> 00:26:41.815]  So the guy says, oh, and then I ran away.
[00:26:42.376 --> 00:26:49.738]  Right as his book comes out, and he runs a merc firm, and he's getting weird, creepy awards from... I'm going to pull up the documents.
[00:26:49.758 --> 00:26:52.199]  I pulled them up last night and forgot to eye them.
[00:26:52.219 --> 00:26:57.401]  The guys did a bunch of research, but... I've got some of it here.
[00:26:57.441 --> 00:27:03.383]  It's just mind-blowing to see this happen, but... And again, Ventura's out of the country.
[00:27:05.612 --> 00:27:06.552]  So we can't get a hold of him.
[00:27:06.732 --> 00:27:10.173]  They sure launched this right the perfect day, didn't they?
[00:27:10.213 --> 00:27:11.593]  Right as he left the United States.
[00:27:12.474 --> 00:27:13.194]  And out of pocket.
[00:27:15.294 --> 00:27:16.014]  But, who knows?
[00:27:16.074 --> 00:27:17.235]  I mean, maybe they did get in an argument.
[00:27:17.275 --> 00:27:19.075]  Maybe the guy did punch Ventura and then run off.
[00:27:19.135 --> 00:27:20.055]  I mean, maybe that happened.
[00:27:21.215 --> 00:27:24.436]  Uh, maybe... I mean, Ty says it's impossible.
[00:27:24.496 --> 00:27:25.316]  His dad wouldn't say that.
[00:27:25.476 --> 00:27:31.778]  I know him and he wouldn't act like that, but... But, but... Maybe... Maybe... I mean, maybe Easter bunnies are real.
[00:27:32.731 --> 00:27:36.574]  Maybe there are pots of gold at the end of rainbows and leprechauns.
[00:27:36.614 --> 00:27:38.856]  Maybe, maybe there are mermaids.
[00:27:38.956 --> 00:27:39.756]  I mean, I don't know.
[00:27:39.776 --> 00:27:45.160]  I mean, I can't say a hundred percent that this guy's lying.
[00:27:45.340 --> 00:27:53.867]  And again, I don't usually get into soap opera type issues like this, but this is such a illustration of what's happened to our society.
[00:27:56.068 --> 00:28:00.632]  And then you look at all the stuff that this guy's into, it is just, it is just crazy.
[00:28:01.701 --> 00:28:08.646]  And then I've got all these articles about how they're watching the kids at home, the schools are, over their laptops.
[00:28:09.086 --> 00:28:11.568]  Beyond 1984, just public, back in the news.
[00:28:11.628 --> 00:28:16.592]  And children, government to issue bracelets to children to track you even when you're at home.
[00:28:17.933 --> 00:28:19.634]  That's mainstream news today.
[00:28:19.654 --> 00:28:21.075]  I'm going to be covering.
[00:28:21.556 --> 00:28:27.060]  Checkpoints popping up where the government has machine guns and searches people and checks their IDs.
[00:28:27.620 --> 00:28:30.242]  In Tennessee and Florida, again this week, they're popping up.
[00:28:30.302 --> 00:28:30.963]  And in Michigan.
[00:28:31.755 --> 00:28:42.725]  I mean, imagine you're just walking down the street or driving or going in a building and there's guys in full body armor with German Shepherds lining you up and frisking you and checking your IDs, bugging their eyes out at you.
[00:28:43.145 --> 00:28:44.887]  And I've got the footage of this all over the country.
[00:28:44.907 --> 00:28:57.498]  You pull up and there's state police under federal command all, you know, in a rock-ready stance, shaking with fury like they're about to climb in the ring and fight some 900-pound goblin.
[00:29:00.359 --> 00:29:02.521]  I mean, it's like they've been under mind control or something.
[00:29:02.581 --> 00:29:11.247]  They see a station wagon with a family pull up and they act like... I just, it's like mind control.
[00:29:11.307 --> 00:29:13.449]  I don't know how I get out of this nightmare.
[00:29:13.949 --> 00:29:14.750]  How this ends.
[00:29:15.611 --> 00:29:20.314]  Where we just try to go report stuff and there's a guy with a wheelchair ramming it in going, stop assaulting!
[00:29:20.354 --> 00:29:21.255]  Stop assaulting!
[00:29:21.835 --> 00:29:27.760]  And then you learn the guy's all hooked up with George W. Bush and New York City and the government and government contracts.
[00:29:29.793 --> 00:29:32.794]  We're on the march, the empire's on the run.
[00:29:33.714 --> 00:29:36.515]  Alex Jones and the GCN Radio Network.
[00:29:41.577 --> 00:29:43.078]  Hi folks, this is Alex Jones.
[00:29:43.298 --> 00:29:48.319]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:29:48.599 --> 00:29:49.940]  Saving means to make money.
[00:29:50.140 --> 00:29:58.923]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:29:59.643 --> 00:30:06.748]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:30:07.188 --> 00:30:14.793]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:30:15.193 --> 00:30:20.116]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:30:20.416 --> 00:30:22.577]  Getting a free catalog is easy by calling 800-340-7091.
[00:30:25.359 --> 00:30:28.264]  Or see Calvin on the web at five star soap dot com.
[00:30:28.565 --> 00:30:30.869]  Take charge of your health now by calling 800-340-7091.
[00:30:31.570 --> 00:30:36.479]  Or see Calvin on the web at five star soap dot com.
[00:30:40.268 --> 00:30:41.408]  Hi, this is Alex Jones.
[00:30:41.448 --> 00:30:46.789]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:30:47.030 --> 00:30:51.671]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:30:52.051 --> 00:30:57.132]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:30:57.612 --> 00:31:02.313]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:31:02.833 --> 00:31:03.674]  We're good to go!
[00:31:32.893 --> 00:31:36.494]  In a real crisis, non-hybrid seeds are the ultimate barter item.
[00:31:36.795 --> 00:31:39.256]  This is Alex Jones for survivalseedbank.com.
[00:31:40.776 --> 00:31:55.242]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:31:56.242 --> 00:31:59.924]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:32:00.942 --> 00:32:04.992]  Not only does the silver lung system produce endless colloidal and ionic silver solutions,
[00:32:05.618 --> 00:32:12.942]  It also comes equipped with the proper applicators and devices needed to deliver your Silver Solutions directly to key target areas.
[00:32:13.702 --> 00:32:20.986]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:32:21.667 --> 00:32:31.232]  Be sure to watch our new 7-minute video tour of the Silver Lung System at www.SilverLungs.com to learn more about how the Silver Lung System works.
[00:32:32.012 --> 00:32:35.293]  As well, we are always ready to answer any questions you may have.
[00:32:35.953 --> 00:32:38.694]  That's www.silverlungs.com
[00:32:59.981 --> 00:33:07.667]  So, a guy rolling out a big mercenary company for your local police to meet insurgents here in America.
[00:33:07.727 --> 00:33:16.695]  All part of this delusion that domestic groups are going to engage in all these attacks, so we need to have TSA on the streets running checkpoints.
[00:33:16.755 --> 00:33:21.338]  He's the guy now trying to take down Jesse Ventura.
[00:33:22.820 --> 00:33:26.102]  All this will do is probably make Jesse actually be more politically involved.
[00:33:26.462 --> 00:33:29.085]  He's actually pretty much riding off into the sunset, but they don't care.
[00:33:30.134 --> 00:33:31.015]  That's how they operate.
[00:33:31.075 --> 00:33:34.958]  Sell some books, you know, say that Jesse's happy Navy SEALs are being killed.
[00:33:34.998 --> 00:33:36.559]  That is so ridiculous.
[00:33:37.520 --> 00:33:38.080]  On its face.
[00:33:38.260 --> 00:33:38.881]  I don't believe it.
[00:33:40.522 --> 00:33:45.986]  I mean, just the fact that he says this now, six years later, writing a book and it's not in the book, but he puts it out.
[00:33:46.667 --> 00:33:48.568]  I guess the publisher didn't want that in there, did they?
[00:33:50.389 --> 00:33:51.750]  I'm going to stop talking about that.
[00:33:51.870 --> 00:33:55.133]  It's just, uh, it's intriguing when you start researching something.
[00:33:55.153 --> 00:33:57.595]  I remember talking to, uh, Jeremy Tallis,
[00:34:01.018 --> 00:34:03.379]  That's his nickname, his full name's German Talus.
[00:34:03.899 --> 00:34:15.423]  And saying, okay, you're saying they came out of a doorway, sort of ramming you with a disabled girl in a wheelchair, and then yelling, don't attack her, don't attack her, over and over again.
[00:34:15.463 --> 00:34:21.525]  And I had Michelle Malkin's people behind me screaming, kill Michelle Malkin, kill Michelle Malkin, and then leaving with her.
[00:34:21.785 --> 00:34:23.245]  So I'd experienced stuff like that.
[00:34:23.265 --> 00:34:24.926]  I guess that happened right around the same time, actually.
[00:34:25.866 --> 00:34:27.927]  Now go back four and a half years ago, almost five years.
[00:34:28.487 --> 00:34:30.468]  So I understand those things go on.
[00:34:32.039 --> 00:34:51.703]  And you always know, because suddenly it's in the Denver Post, it's all over the news, it's all over blogs within like 30 minutes, with the same talking point, and then we release the video, showing it's them behind her, and behind me yelling it, but still the media wouldn't retract until I threatened to sue them, because I had to!
