[00:00:00.069 --> 00:00:01.109]  The radio starts here.
[00:22:48.319 --> 00:22:55.422]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY.
[00:22:55.582 --> 00:22:59.383]  That's 877-99-BERKEY.
[00:22:59.563 --> 00:23:02.144]  Or go to bigberkeywaterfilters.com.
[00:23:02.584 --> 00:23:07.806]  American gardeners and fellow patriots, make the right choice with your money, time, and your family food supply.
[00:23:08.046 --> 00:23:13.070]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:23:13.230 --> 00:23:14.071]  Why spend more?
[00:23:14.211 --> 00:23:21.977]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy to grow heirloom seeds.
[00:23:22.257 --> 00:23:22.737]  Yes, only $37.95.
[00:23:22.797 --> 00:23:23.718]  That's 70% less than our competitors.
[00:23:26.420 --> 00:23:29.582]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:23:29.802 --> 00:23:36.285]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:23:36.445 --> 00:23:39.086]  Plus, all orders over $49 ship free.
[00:23:39.266 --> 00:23:42.928]  MyPatriotSupply.com is American owned by patriots like you.
[00:23:43.148 --> 00:23:44.929]  Passionate about freedom and preparedness.
[00:23:45.149 --> 00:23:47.531]  Call now 866-229-0927.
[00:23:48.312 --> 00:23:50.933]  That's 866-229-0927.
[00:23:51.314 --> 00:23:57.058]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:23:57.178 --> 00:23:58.159]  Choose the original.
[00:23:58.279 --> 00:24:01.822]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:24:16.647 --> 00:24:19.329]  And we are back here on the Alex Jones Show.
[00:24:19.390 --> 00:24:21.391]  Thank you for continuing with us.
[00:24:21.431 --> 00:24:27.577]  We've been talking about the criminalization of using cash at toll booths in Florida.
[00:24:27.897 --> 00:24:29.258]  Just showed a video in the last segment.
[00:24:29.658 --> 00:24:31.020]  And this is the Alex Jones Show.
[00:24:31.060 --> 00:24:32.201]  Mike Adams sitting in here.
[00:24:32.341 --> 00:24:42.270]  And as proof that this is the Alex Jones Show, we've got Alex joining us by phone with some comments on this criminalization of cash at tollways.
[00:24:42.450 --> 00:24:43.571]  Alex, can you hear me okay?
[00:24:44.764 --> 00:24:50.807]  Mike, I'm coming in today just to do a special report on this for the Nightly News.
[00:24:50.887 --> 00:25:08.036]  It's such a gigantic issue that I was at a coffee shop, a chain coffee shop I probably shouldn't have been in, just a few weeks ago and bought like $25 worth of stuff and they tried to not take my $50 and called the manager and acted like I was a criminal.
[00:25:08.916 --> 00:25:12.139]  Of course, Walmarts rip up your money now if you try to use cash.
[00:25:12.159 --> 00:25:14.661]  They're arresting people that use $2 bills.
[00:25:14.681 --> 00:25:17.863]  They're arresting people that even show people silver coins.
[00:25:18.984 --> 00:25:24.688]  They are now arresting people nationwide that write political slogans with chalk on the sidewalk.
[00:25:25.028 --> 00:25:28.030]  They're now arresting people nationwide that film police in public.
[00:25:28.471 --> 00:25:32.694]  They're now calling the police on my crew when they're on major streets.
[00:25:33.414 --> 00:25:35.757]  In Austin, in suits, videotaping.
[00:25:36.137 --> 00:25:37.519]  We are not a free country.
[00:25:37.899 --> 00:25:39.821]  The last vestiges are being removed.
[00:25:39.861 --> 00:25:49.591]  But in that report out of Florida, people paying with cash, with $5, are having the police called on them.
[00:25:49.651 --> 00:25:51.613]  And people are being held by the little bureaucrat.
[00:25:51.954 --> 00:25:54.897]  People should just shut their car down there and just block the whole toll road.
[00:25:56.065 --> 00:26:07.018]  We've discovered toll roads run by foreign companies like Centra are actually buying up hundreds of newspapers just here in Texas, hundreds, over 200, and actually running mayors and people and taking over the towns.
[00:26:07.438 --> 00:26:09.260]  We are wide open.
[00:26:09.301 --> 00:26:15.528]  We've been infiltrated by criminal corporate interest and it's time to say no, hell no.
[00:26:16.676 --> 00:26:22.779]  And when you look at the fact that in California and now New Jersey, they're injecting children without parental consent.
[00:26:22.799 --> 00:26:25.660]  They're giving them morning after pills without parental consent.
[00:26:25.680 --> 00:26:27.841]  They're taking them for abortions without parental consent.
[00:26:29.041 --> 00:26:31.562]  And they're now announcing they want to just force shots on us.
[00:26:31.642 --> 00:26:32.843]  This is a lawless
[00:26:33.363 --> 00:26:34.104]  We're good to go.
[00:26:52.702 --> 00:27:00.325]  They can also, like Bank of America wanted to do, charge you up to $5 just to use your own money.
[00:27:00.805 --> 00:27:04.846]  Folks, you're going to be paying to use money now, not just getting 0% interest at the banks.
[00:27:05.187 --> 00:27:17.251]  This is a systematic takeover and hundreds of studies showing GMOs cause sterilization because they're designed to, and all these top scientists from GMO companies constantly brag
[00:27:18.169 --> 00:27:20.271]  As Mike was pointing out, he has proof coming up.
[00:27:20.771 --> 00:27:24.354]  When they say, hey, this is sterilizing all the rats, they go, yeah, what do you think we're doing?
[00:27:25.487 --> 00:27:29.650]  They're backdooring all this tech with these traits into the food.
[00:27:29.910 --> 00:27:31.191]  We're dead already.
[00:27:31.431 --> 00:27:33.293]  You're in a cell phone horror movie.
[00:27:33.593 --> 00:27:35.194]  It's hardcore beyond belief.
[00:27:35.574 --> 00:27:37.275]  Most people are in a zombie state.
[00:27:37.315 --> 00:27:38.416]  You're not going to reach them.
[00:27:38.737 --> 00:27:44.741]  Most people are power-tripping, brain-damaged minions who have been given their little brainwashed role.
[00:27:45.121 --> 00:27:46.322]  Template they follow.
[00:27:46.402 --> 00:27:49.664]  You are in a science fiction movie, people.
[00:27:50.065 --> 00:27:50.205]  It's 2012.
[00:27:50.705 --> 00:27:52.346]  We are under attack.
[00:27:52.366 --> 00:27:53.467]  Our own species has
[00:27:53.547 --> 00:27:54.208]  No, it's good.
[00:28:11.986 --> 00:28:13.988]  No, stay on Alex, stay on.
[00:28:14.008 --> 00:28:14.889]  I got a question for you.
[00:28:14.929 --> 00:28:24.217]  The other thing about this not accepting cash at toll booths is when you use electronic payment systems, they know where you are and they know you're not at home.
[00:28:24.677 --> 00:28:29.961]  That way, you know how the prison, they want to fill the prisons because the corporations own the prisons and produce the products now.
[00:28:30.462 --> 00:28:37.428]  They can simply go to your home when they know you're not there, plant drugs there, have you arrested, and they can arrange all of this.
[00:28:46.160 --> 00:28:48.323]  We are prisoners!
[00:28:48.383 --> 00:28:49.444]  We have been captured!
[00:28:49.685 --> 00:28:50.586]  We are prisoners!
[00:28:50.646 --> 00:28:51.668]  We have been captured!
[00:28:51.728 --> 00:28:52.208]  Mayday!
[00:28:52.509 --> 00:28:53.030]  Mayday!
[00:28:53.090 --> 00:28:53.410]  Mayday!
[00:28:56.175 --> 00:28:57.016]  All right, thank you, Alex.
[00:28:57.336 --> 00:29:00.057]  Well, nobody says it like Alex Jones, folks.
[00:29:00.618 --> 00:29:04.020]  It's, you know, it is, it's hard.
[00:29:04.380 --> 00:29:10.543]  It's hard to overstate the degree of charity that we are under, the degree of oppression that we are living under here.
[00:29:10.663 --> 00:29:12.705]  And, you know, Alex is right.
[00:29:12.765 --> 00:29:18.968]  I mean, that's why his attitude is so effective here on the show, why he has so many fans and listeners.
[00:29:19.028 --> 00:29:22.350]  Because, you know, this is something that we should be screaming about.
[00:29:22.750 --> 00:29:23.611]  This is insane.
[00:29:24.091 --> 00:29:25.032]  What's going on in our world?
[00:29:25.052 --> 00:29:29.253]  How we're being poisoned by our food, poisoned by the quote scientific vaccines.
[00:29:29.274 --> 00:29:40.979]  How we're being criminalized for using cash, criminalized for exercising free speech, writing things online that the establishment doesn't like, posting things on Facebook that get you arrested and thrown in a mental institution.
[00:29:41.539 --> 00:29:42.760]  He's right to scream about it!
[00:29:44.244 --> 00:29:47.006]  There's no calm way to really present the truth, okay?
[00:29:47.306 --> 00:29:48.266]  That's the bottom line.
[00:29:48.927 --> 00:29:53.930]  We're gonna do our best, though, and we've got Stacy Malkin coming up right after this segment with more information.
[00:29:53.950 --> 00:29:54.390]  Stay with us.
[00:29:54.430 --> 00:29:54.910]  We're on the march.
[00:29:54.951 --> 00:29:56.211]  The Empire's on the run.
[00:29:57.132 --> 00:29:59.793]  Alex Jones and the GCN Radio Network.
[00:30:04.562 --> 00:30:14.732]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:30:15.192 --> 00:30:25.402]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:30:26.343 --> 00:30:33.687]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:30:33.887 --> 00:30:40.750]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:30:41.090 --> 00:30:45.512]  This product was designed to be an invaluable part of your vital preparations.
[00:30:45.892 --> 00:30:53.196]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[00:30:53.396 --> 00:31:03.260]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home, forever.
[00:31:03.921 --> 00:31:09.903]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:31:10.444 --> 00:31:12.845]  78% of the Midwest corn belt is in drought conditions.
[00:31:13.045 --> 00:31:18.087]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:31:18.407 --> 00:31:23.131]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:31:23.392 --> 00:31:30.779]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[00:31:31.039 --> 00:31:34.722]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:31:34.902 --> 00:31:36.424]  Now is the time to get your supply.
[00:31:36.684 --> 00:31:40.546]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:31:40.686 --> 00:31:43.348]  You know about their delicious, long-term, storable foods.
[00:31:43.608 --> 00:31:46.249]  The fact is, you can eat at any time to save money today.
[00:31:46.389 --> 00:31:50.812]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:31:50.952 --> 00:31:51.472]  Don't wait!
[00:31:51.592 --> 00:31:53.473]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:31:53.493 --> 00:31:55.034]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:31:55.054 --> 00:31:56.595]  You can bet your life on eFoods Direct.
[00:32:03.719 --> 00:32:08.961]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:09.202 --> 00:32:11.403]  Start purifying your water with ProPure.
[00:32:11.623 --> 00:32:20.567]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:32:20.727 --> 00:32:23.908]  Its filters are silver impregnated to prevent bacterial growth.
[00:32:24.168 --> 00:32:25.589]  There's no priming required.
[00:32:25.849 --> 00:32:27.890]  It's NSF 42 certified.
[00:32:28.130 --> 00:32:30.111]  Optional fluoride filters can reduce fluoride
[00:32:30.111 --> 00:32:30.651]  We're good to go!
[00:33:00.043 --> 00:33:01.325]  888-253-3139 The answer to 1984 is 1776.
[00:33:01.365 --> 00:33:04.729]  You're listening to The Alex Jones Show.
[00:33:22.597 --> 00:33:24.439]  All right, you're listening to the Alex Jones Show.
[00:33:24.479 --> 00:33:28.283]  This is Mike Adams, the health ranger, sitting in for Alex today.
